"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","infraspecificEpithet","relatedCatalogItem","typeStatus","individualCount","fieldNumber","previousCatalogNumber","sex"
"191","2019-11-21 14:32:50-03","UFJF","CESJ","60385","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.",NA,NA,NA,NA,"F.C. Favoreto; Pereira; R.M; João","2012","07","20","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama","-41.3775","-20.686083","-41.3775","-20.686083","Epífita, meia-sombra, à margem da estrada do Canta Galo. Planta verde-acinzentada pelo denso indumento de escamas. Pétalas roseas.","CESJ060385",NA,"183","502","502",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-06-30 18:32:06-03","UFJF","CESJ","66446","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","M. Nogueira","2019","07",NA,"B. Moreira; F.R.G. Salimena; P.H. Nobre; M. Alvez","2014","12","13","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do camping","-43.901111","-21.718889","-43.901111","-21.718889","Epífita, flores róseas","CESJ066446",NA,"92","1380","1380",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-06-30 18:32:06-03","UFJF","CESJ","66983","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","B. Moreira",NA,NA,NA,"B. Moreira; M.C. Delgado","2015","03","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do camping","-43.901111","-21.718889","-43.901111","-21.718889","Epifita, frutos verdes. Interior de mata","CESJ066983",NA,"152","1380","1380",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-21 14:32:50-03","UFJF","CESJ","54896","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","A.P.G. de Faria","2009","11","01","F.S. Souza; F.R.G. Salimena; A.P.G. de Faria","2009","11","01","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373",NA,NA,"Epífita no interior de mata. Folha recoberta por tricomas. Escapo verde, bráctea floral rosa e flor branca.","CESJ054896",NA,"786",NA,NA,"11991","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-11-21 14:32:50-03","UFJF","CESJ","30125","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","S.T.Meirelles",NA,NA,NA,"A.N. Caiafa","1998","05","15","Brasil","Minas Gerais","Juiz de Fora","Linhares-Pedreira Santo Cristo","-43.3502998352051","-21.7642002105713",NA,NA,NA,"CESJ030125",NA,"s.n.",NA,NA,"36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-07-02 18:52:17-03","UFJF","CESJ","54832","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","A.P.G. de Faria","2009","12","10","C.O. Silva; et al.","2000","09","12","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck, próximo à casa.","-43.3502998352051","-21.7642002105713",NA,NA,"Erva epífita, heliófila. Folhas com lâminas verde claro, margens e ápices avermelhados; bainhas densamente recobertad por tricomas brancos em ambas as faces. Inflorescência jovem; brácteas do escapo e florais com a mesma coloração das folhas. Sépalas ver","CESJ054832",NA,"18",NA,NA,"36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-07-02 18:52:17-03","UFJF","CESJ","54832","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","A.P.G. de Faria","2009","12","10","C.O. Silva; et al.","2009","09","12","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck - Sítio Malícia, Próximo à casa.","-43.3502998352051","-21.7642002105713",NA,NA,"Erva epífita, heliófila. Folhas com lâminas verde claro, margens e ápices avermelhados; bainhas densamente recobertas por tricomas brancos em ambas as faces. Inflorescência jovem; brácteas do escapo e florais com a mesma coloração das folhas. Sépalas ver","CESJ054832",NA,"2813",NA,NA,"36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-11-21 14:32:50-03","UFJF","CESJ","37561","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","M.G.L. Wanderley","2006","06","01","D.S. Pifano","2002","05","30","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,"Erva epífita na borda da mata em local de meia luz. botões róseos.","CESJ037561",NA,"374",NA,NA,"36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-11-21 14:32:50-03","UFJF","CESJ","33709","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","R.C. Forzza","2001",NA,NA,"F.S. Araújo; et al.","2001","07","27","Brasil","Minas Gerais","Lima Duarte","Arredores do Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"Epífita em araucaria, brácteas rosas, frutos maduros e semente com arilo branco. Coletada em borda de mata ciliar.","CESJ033709",NA,"110",NA,NA,"30417","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-11-21 14:32:50-03","UFJF","CESJ","54277","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","A.P.G. de Faria","2010","06",NA,"F.S. Souza; J.H.C. Ribeiro","2009","05","31","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra.","-43.793098449707","-21.8425006866455",NA,NA,"Epífita em borda de mata. Inflorescências róseas e flores roxas.","CESJ054277",NA,"714",NA,NA,"30417","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-11-21 14:32:50-03","UFJF","CESJ","50358","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","N.L. Abreu","2008","05","11","N.L. Abreu; L. Menini Neto","2008","05","11","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra, município de Monte Verde.","-43.793098449707","-21.8425006866455",NA,NA,"Erva epífita em nterior de mata nebular. Folhas verde acastanhadas, brácteas e botões florais róseos, frutos verde acastanhados.","CESJ050358",NA,"234",NA,NA,"30417","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-11-21 14:32:50-03","UFJF","CESJ","50729","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","A.P.G. de Faria","2010","06","10","F.S. Souza; O.J. Bastos Neto","2008","06","26","Brasil","Minas Gerais","Rio Preto","Serra Negra, Cachoeira da Água Vermelha","-43.8278007507324","-22.0891990661621",NA,NA,"epífita em interior de mata. Inflorescência alvi-rosa. Planta frequente","CESJ050729",NA,"487",NA,NA,"20815","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-11-21 14:32:50-03","UFJF","CESJ","50949","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","T.M. Machado","2008","08","22","I.A. Costa; P.H. Nobre","2008","05","10","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,"Erva epífita em campo rupestre. Corola rosa escuro, bráctea rosa prateado.","CESJ050949",NA,"34",NA,NA,"20815","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-11-21 14:32:50-03","UFJF","CESJ","10435","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lind.","L. Krieger","1971","04","06","L. Krieger","1971","04","06","Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,"Epífita, com fruto. Folhas cinéreas. escamas hidropotes","CESJ010435",NA,"CESJ10435",NA,NA,"17620","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-27 13:46:40-03","UFS","ASE","16825","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Versioux & sousa","2014","01",NA,"Melo, DS; Santos, LAS; Menezes, IRN","2010","01","13","Brasil","Sergipe","Areia Branca","Serra de Itabaiana","-37.1854","-10.4525","-37.1854","-10.4525","Planta epífita; folhas densamente lepidotas; brácteas escapais rosea na base; bastante formigas presente no espécime.; Planta epífita; folhas densamente lepidotas; brácteas escapais rosea na base; bastante formigas presente no espécim","ASE0006702","ASE0006702","58",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-11-27 13:46:40-03","UFS","ASE","26408","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Silva, RN","2013","01","28","Silva, RN; Silva, RN","2012","10","09","Brasil","Sergipe","Poço Verde","Assentamento Santa Maria da Lage","-38.100833","-10.741833","-38.100833","-10.741833","Planta herbácea de hábito epífito, com inflorescência de cor argêntea.; Caatinga","ASE0006727",NA,"22",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-11-27 13:46:40-03","UFS","ASE","26682","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Melo, LMS","2013","02",NA,"Santos, E; Santos, V","2012","03","07","Brasil","Sergipe","Nossa Senhora da Glória",NA,"-37.42","-10.218333","-37.42","-10.218333","Herbácea epífita. Botões verdes.&nf;; Caatinga","ASE0006731",NA,"ASE26682",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-11-27 13:46:40-03","UFS","ASE","33344","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Oliveira, EVS","2015","01","22","Oliveira, EVS; Déda, RM; Freire, GS; Santana, PS","2015","01","22","Brasil","Sergipe","Poço Verde","Fazenda Santa Maria da Lage, Reserva Legal","-38.1833","-10.7083","-38.1833","-10.7083","Caatinga arbustiva-arbórea. Erva. Epífita. Cerca de 30 cm. Botões florais verdes. Fruto não observado.; Caatinga","ASE0005170",NA,"495",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-11-27 13:46:40-03","UFS","ASE","37853","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Prenazzi, LGP","2014","02","11","Santos, E; Farias, MCV; Prenazzi-Padua, LG","2014","02","06","Brasil","Sergipe","Riachão do Dantas","Fazenda de Dr. Belmiro","-37.7247","-11.0688","-37.7247","-11.0688","Frutos castanhos.; Mata de transição","ASE0038934","ASE0038934","191",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-11-27 13:46:40-03","UFS","ASE","14764","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Melo, DS","2009","04","06","Melo, DS; Nascimento - Júnior, JE; Souza, CAS","2009","04","06","Brasil","Sergipe","Poço Verde","Fazenda Lage","-38.11","-10.423","-38.11","-10.423","Planta epífita.; Planta epífita.; Caatinga","ASE0006681","ASE0006681","27",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-11-27 13:46:40-03","UFS","ASE","24953","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Silva, ACC","2013","02","06","Matos, GMA; Santos, E","2012","04","24","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Solo arenoso","-37.1854","-10.4529","-37.1854","-10.4529","Frutos vináceos.; Frutos vináceos.","ASE0007670","ASE0007670","154",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-27 13:46:40-03","UFS","ASE","23510","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Silva, RN","2013","01","28","Prata, AP; Campos, DA; Carregosa, T","2012","02","14","Brasil","Sergipe","Frei Paulo","Faz. Lameiro","-37.3442","-10.3529","-37.3442","-10.3529","Epifita. Coordenadas UTM: 10º 35' 2,9 W 37º 34' 4,2 S; Epifita. Coordenadas UTM: 10º 35' 2,9 W 37º 34' 4,2 S","ASE0007666","ASE0007666","2933",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-11-27 13:46:40-03","UFS","ASE","37019","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,NA,NA,"Barreto, AJ; Andrade, ML","2016","03","21","Brasil","Sergipe","Itabaiana","Serra de Itabaiana, Solo rochoso, serrapilheira, ambiente aberto com plantas de pequeno porte.","-37.205935","-10.444156","-37.205935","-10.444156",NA,"ASE0038613","ASE0038613","10",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-11-27 13:46:40-03","UFS","ASE","12881","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Versioux & sousa","2014","01",NA,"Farney, C; Santos, JE","1991","11","17","Brasil","Sergipe","Santo Amaro das Brotas","Povoado de aldeia, Matas remanescentes nas proximidades da Fazenda Aravari.","-37.0315","-10.4721","-37.0315","-10.4721","Epífita em árvore alta; folhas argênicas; inflorescência com raque róseo/alba; flores penadas paliáceas; brácteas alvacentas.; Epífita em árvore alta; folhas argênicas; inflorescência com raque róseo/alba; flores penadas paliáceas; br","ASE0006674","ASE0006674","2844",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-11-27 13:46:40-03","UFS","ASE","681","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Siqueira Filho, JA","2006","02","25","Fonseca, MR","1979","12","03","Brasil","Sergipe","Tobias Barreto","Pov. Campo Grande","-37.5953","-11.1103","-37.5953","-11.1103","epífita em Jurema.; epífita em Jurema.; Caatinga (savana agrupada)","ASE0006655",NA,"ASE681",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-27 13:46:40-03","UFS","ASE","123","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Versioux & sousa","2014","01",NA,"Barreto, AAC","1974","10","03","Brasil","Sergipe","Tobias Barreto","Pov. Campo Grande","-37.5952","-11.1104","-37.5952","-11.1104","planta epífita. 15-20. cm. Folhas lanceoladas, rosuladas, cor prateada e pilosa, flores em inflorescência terminal de cor lilás. sobre quixabeba (árvore c/ 6m), num agrupamento vegetal; planta epífita. 15-20. cm. Folhas lanceoladas, r","ASE0006649","ASE0006649","ASE123",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-02-18 09:32:00-03","UNICAMP","UEC","98105","S","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Elias, SI","1998","01",NA,"Torezan, JMD; Rodrigues, RR; Arima, LIA; Pimenta, JA; Resende, JCF; Sifuentes, DVO","1997","12","18","Brazil","Paraná","Sengés","Fazenda Pisa-Papel e Celulose","-49.403889","-24.222222","-49.403889","-24.222222","fruto, Erva epífita, frutos imaturos verdes. Floresta higrófila, mata perturbada.","UEC043653","UEC043653","759",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-08-20 09:59:14-03","UNICAMP","UEC","62923","S","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,NA,NA,"Bernacci, LC",NA,NA,NA,"Brazil","São Paulo","Atibaia","Parque Municipal da Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"flor, Epífita, flores rosadas. Ocorre sobre as árvores ao longo da encosta e cume na mata. Mata mesófila de altitude com afloramento rochoso no interior ou expostos.","UEC043651","UEC043651","28401",NA,NA,"21675","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-08-20 09:59:14-03","UNICAMP","UEC","138505","S","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Breier, TB","2003","11",NA,"Breier, TB; Breier, ACB","2002","12","18","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC043655","UEC043655","752",NA,NA,"37574","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-08-20 09:59:14-03","UNICAMP","UEC","59602","S","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri gardneri","Lindl.","Leme, EMC","1995","08",NA,"Buzato, S; Buzato, LN","1992","09","21","Brazil","São Paulo","Caraguatatuba","Condomínio Parque Imperial","-45.4099998474121","-23.6200008392334",NA,NA,"flor, Flores de coloração lilás","UEC043652","UEC043652","27186",NA,NA,"30093","auto","Liliopsida",NA,NA,NA,NA,"gardneri",NA,NA,NA,NA,NA,NA
"221","2019-08-20 09:59:14-03","UNICAMP","UEC","85142","S","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Borba, EL",NA,NA,NA,"Leitão Filho, HF","1996","02","01","Brazil","São Paulo","Ubatuba","IAC - Estação Experimental de Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"fruto, Mata Atlântica, epífita. Com folhas e brácteas primárias verde-esbranquiçadas. Frutos verdes quando imaturos, secos quando maduros.","UEC043654","UEC043654","34301",NA,NA,"34265","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-08-20 09:59:14-03","UNICAMP","UEC","87922","S","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Ogawa, K","1998","02",NA,"Goldenberg, R; Rezende, AV","1994","12","13","Brazil","São Paulo","Ubatuba","Ilha Anchieta, trilha da prainha","-45.0699996948242","-23.4300003051758",NA,NA,"fruto, Epífita. Frutos verdes.","UEC043656","UEC043656","32418",NA,NA,"34265","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-11-19 14:05:21-03","UFRPE","PEUFR","41742","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","M.G.L. Wanderley","2019","02","28","A. Laurênio; A.P.S. Gomes; M.C. Tschá; E. Inácio","1995","09","14","Brasil","Pernambuco","Inajá","Reserva Biológica de Serra Negra","-35.695833","-8.494444","35º41'45W","08º29'40S","Epífita; com botões; planta recoberta por escamas brancas.","PEUFR041742",NA,"162","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-19 14:05:21-03","UFRPE","PEUFR","36825","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","G.M. Sousa; G. Wanderley","2001","07",NA,"L.M. Nascimento; A.G. da Silva","2001","04","26","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Cassange","-36.408567","-8.198383","36°24'514''W","08°11'903''S","Erva rupícola com cerca de 30 cm de altura; frutos maduros marrons","PEUFR036825",NA,"517","962","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-19 14:05:21-03","UFRPE","PEUFR","29943","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","J.A. Siqueira Filho","1999","11","10","A. Liebig; L. Krause","1999","09","02","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Nova; Pedra do Cachorro","-36.1953","-8.2373","36°11,718'W","08°14,238'S","Xerophytic herb; leaves with grey indumentum","PEUFR029943",NA,"60","855","855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-11-19 14:05:21-03","UFRPE","PEUFR","35568","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","L.M. Nascimento","2000","07","14","A.G. da Silva; L.M. Nascimento","2000","04","28","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.410633","-8.185733","36°24'638''W","08°11'144''S","Epífita; frutos imaturos verdes; ocasional","PEUFR035568",NA,"293","565","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-19 14:05:22-03","UFRPE","PEUFR","48849","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","M.G. Wanderley; G.M. Sousa","2006","03","24","G.E.L. Macedo; M.F. Souza","2003","07","12","Brasil","Bahia","Jequié","Fazenda Brejo Novo","-40.111556","-13.946889","40°06'41,6''W","13°56'48,8''S","Epífita de árvore com folhas verdes prateadas e brácteas verdes; flores rosadas liláceas; presença de frutos capsulares marrom","PEUFR048849",NA,"179","627","627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-19 14:05:22-03","UFRPE","PEUFR","9751","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","G.M. Sousa","1995","05","12","I. Pontual","1977","12","10","Brasil","Alagoas","União dos Palmares","Fazenda Santo Antônio","-36.0318984985352","-9.16277980804443",NA,NA,"Epífita; flores róseas","PEUFR009751",NA,"1597",NA,NA,"22346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-11-19 14:05:21-03","UFRPE","PEUFR","19171","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","G.M. Sousa","1995","06","26","G.M. Souza; C. Silva; F.M. Villarouco; I.M. Andrade","1995","05","26","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri","-36.3711013793945","-8.14583015441895",NA,NA,"Herbácea saxícola; folhas acinzentadas por ser coberta por escamas; brácteas florais rosadas","PEUFR019171",NA,"119",NA,NA,"34231","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-11-19 14:05:21-03","UFRPE","PEUFR","19188","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","G.M. Sousa","1995","06","26","G.M. Sousa; C. Silva; F.M. Villarouco; I.M. Andrade","1995","05","25","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri","-36.3711013793945","-8.14583015441895",NA,NA,"Epífita; fruto maduro verde","PEUFR019188",NA,"108",NA,NA,"34231","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-11-19 14:05:21-03","UFRPE","PEUFR","1933","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,"1995","01","26","I. Pontual","1966","12","16","Brasil","Pernambuco","Brejo da Madre de Deus","Sítio Biturí","-36.3711013793945","-8.14583015441895",NA,NA,"Planta com 15 cm de altura; vivendo epífita em arbusto","PEUFR001933",NA,"330",NA,NA,"34231","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-19 14:05:22-03","UFRPE","PEUFR","5439","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,"1995","01","26","I. Pontual","1974","07","17","Brasil","Pernambuco","Brejo da Madre de Deus","Sítio Biturí","-36.3711013793945","-8.14583015441895",NA,NA,"Rupícola; flores róseo-claras","PEUFR005439",NA,"1266",NA,NA,"34231","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-19 14:05:21-03","UFRPE","PEUFR","19428","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,"1994",NA,NA,"G.M. Sousa; A. Laurênio; A.P.S. Gomes; M. Oliveira","1995","03","08","Brasil","Pernambuco","Floresta","Inajá; Reserva Biológica de Serra Negra","-38.5685997009277","-8.60111045837402",NA,NA,"Epífita; folhas apresentando bastante escamas","PEUFR019428",NA,"65",NA,NA,"87756","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-19 14:05:21-03","UFRPE","PEUFR","20011","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","M.G.L. Wanderley","1998","08","05","A.P.S. Gomes; A. Laurênio; M.C. Tschá","1995","07","20","Brasil","Pernambuco","Floresta","Inajá; Reserva Biológica de Serra Negra","-38.5685997009277","-8.60111045837402",NA,NA,"Epífita; folhas verdes com escamas esbranquiçadas; frutos verdes com escamas brancas e manchas arroxeadas","PEUFR020011",NA,"52",NA,NA,"87756","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-11-19 14:05:21-03","UFRPE","PEUFR","10546","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,"1995","01","26","D. Belo","1990","02","07","Brasil","Pernambuco","Limoeiro","Estrada para João Alfredo","-35.4502983093262","-7.87472009658813",NA,NA,NA,"PEUFR010546",NA,"150",NA,NA,"19338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-11-19 14:05:21-03","UFRPE","PEUFR","15929","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","G.M. Sousa","1995","05","12","A.M. Miranda; L.P. Félix; S.C. Rodrigues; S.A. Lima","1994","03","13","Brasil","Pernambuco","Maraial","Lagoa dos Gatos; Serra do Urubu","-35.8088989257812","-8.78250026702881",NA,NA,"Epífita; folhas e brácteas verde-acinzentadas; flores não vistas; ocasional","PEUFR015929",NA,"1438",NA,NA,"17320","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
