"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2016-10-28 13:41:00-02","NY","NYBG","1019443","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra",NA,NA,NA,"R. D. Ribeiro","2009","06","10","Brazil","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794",NA,NA,"NY01019443","NY01019443_01","Magnoliophyta","Fabales","1120","South America","Entorno das dunas do Peró.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282397' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02479073","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev",NA,NA,"S. J. da Silva Neto","1999","11","17","Brazil","Rio de Janeiro","Duque de Caxias","-43.25","-22.53333",NA,NA,"NY02479073","NY02479073_01","Magnoliophyta","Fabales","1335","South America","Reserva da Petrobrás, trilha ao redor da barragem, lado direito","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2693113' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","623594","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev",NA,NA,"A. F. M. Glaziou","1881","05","21","Brazil",NA,NA,NA,NA,NA,NA,"NY00623594","NY00623594_01","Magnoliophyta","Fabales","2557","South America","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528552' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-11-01 11:49:00-02","NY","NYBG","684831","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra",NA,"V. de F. Mansano",NA,"W. A. Ducke","1925","08","28","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00684831","NY00684831_01","Magnoliophyta","Fabales","s.n.","South America","Estrada do Porto da Estrella.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881551' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","684830","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","V. de F. Mansano",NA,"Z. A. Trinta","1964","09","20","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00684830","NY00684830_01","Magnoliophyta","Fabales","886","South America","Prope Bonfim","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881549' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 11:49:00-02","NY","NYBG","684827","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra",NA,"V. de F. Mansano",NA,"J. Bowie","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00684827","NY00684827_01","Magnoliophyta","Fabales","s.n.","South America",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881455' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-11-01 12:03:00-02","NY","NYBG","623591","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra",NA,"R. C. Barneby",NA,"W. Hoehne","1964","08","11","Brazil","Rio de Janeiro",NA,"-43.369099","-22.995332",NA,NA,"NY00623591","NY00623591_01","Magnoliophyta","Fabales","5.752","South America","Estado da Guanabara, Barra da Tijuca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528550' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","684832","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","V. de F. Mansano",NA,"M. C. Vianna","1981","05","25","Brazil","Rio de Janeiro","Rio de Janeiro","-43.421486","-23.003937",NA,NA,"NY00684832","NY00684832_01","Magnoliophyta","Fabales","1556","South America","Jacarepaguá, Pedra de Itaúna","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881553' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","623592","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","V. de F. Mansano",NA,"B. D. Sucre","1969","06","09","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00623592","NY00623592_01","Magnoliophyta","Fabales","5238","South America","Estado de Guanabara, Restinga de Jacareguapá, do lado norte da Pedra de Itauna.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528551' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","684833","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","V. de F. Mansano",NA,"M. C. Vianna","1981","05","25","Brazil","Rio de Janeiro","Rio de Janeiro","-43.421486","-23.003937",NA,NA,"NY00684833","NY00684833_01","Magnoliophyta","Fabales","1556","South America","Jacarepaguá, Pedra de Itaúna","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881554' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","623562","PreservedSpecimen","Plantae","Fabaceae","Zollernia","splendens","Zollernia splendens","Maximil. & Nees","G. P. Lewis",NA,"H. C. de Lima","1987","05","06","Brazil","Rio de Janeiro","Sao Pedro da Aldeia","-42.17","-22.83",NA,NA,"NY00623562","NY00623562_01","Magnoliophyta","Fabales","2871","South America","Sao Mateus, Estr. Amaral Peixoto, Faz. da Caveira.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=655297' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1019521","PreservedSpecimen","Plantae","Fabaceae","Zollernia","splendens","Zollernia splendens","Maximil. & Nees","A. M. S. da F. Vaz",NA,"R. Marquete","2008","09","23","Brazil","Rio de Janeiro","Rio das Ostras","-41.9333","-22.5339",NA,NA,"NY01019521","NY01019521_01","Magnoliophyta","Fabales","4209","South America","Praia da Joana, no topo do Morro de onde se avista o lugarejo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285957' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:19:57-03","UFRJ","RFA","7968","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","H.C. Lima","2009","P. Occhioni","1966","06","20","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA27294",NA,NA,NA,"2268",NA,NA,NA,"Parte elevada da restinga, arbusto, flores róseas.",NA,NA,"05","14","57442","auto",NA,NA,NA,NA,NA
"24","2020-11-13 09:19:57-03","UFRJ","RFA","5803","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","H.C. Lima","2009","A.P. Duarte","1959","04","15","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA25932",NA,NA,NA,"4732",NA,"Restinga de Jacarepaguá",NA,"Pequena árvore de 3 - 4 m de altura. Madeira",NA,NA,"05","14","57442","auto",NA,NA,NA,NA,NA
"25","2020-06-29 11:30:46-03","UFRJ","RFA","28344","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","H.C. de Lima","2003","H.M. Dias; A. de C. Borges","2003","05","30","Brasil","Rio de Janeiro","Rio de Janeiro","-43.4","-22.816667","43º24'W","22º49'S","RFA19934",NA,NA,NA,"40",NA,"Restinga da Marambaia. Comunidade arbustiva fechada de restinga, as margens da estrada que leva para a linha 2, na área do Exército",NA,"Arbusto mais ou menos 4,5m de altura,heliófila,com botões florais,tricomas ao longo do ramo e da folha,possui folíolos primitivos na junção do pecíolo com o ramo",NA,NA,"06","26",NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:30:46-03","UFRJ","RFA","7317","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","H. C. de Lima",NA,"P. Occhioni","1959","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA26886",NA,NA,NA,"1615",NA,"Restinga da Tijuca",NA,"Árvore pequena, flor arroxeada",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"27","2021-04-08 17:42:13-03","EAO","IAN","93324","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev",NA,NA,"Glaziou, AFM",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"IAN093324",NA,"Dicotiledônea",NA,"2558","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-26 18:08:27-03","CPAN-UFMS","COR","8923","PreservedSpecimen","Plantae","Fabaceae","Zollernia","splendens","Zollernia splendens","Maxmill & Nees.","G. Hatschbach",NA,"G. Hatschbach, J. M. Silva & R. Goldenberg","2002","09","26","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,"73847",NA,"Ligação da Rod. PR-405 a Itaqui. Floresta da planície litorânea, próximo ao Rio.; ;.",NA,"Com Flor: rosada","30","30",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"29","2019-10-09 11:17:27-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Zollernia","splendens","Zollernia splendens","Maxmill. & Nees","Hatschbach, G","2002","Hatschbach, G; Silva, JM; Goldenberg, R","2002","09","26","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Dicotyledon",NA,"73847","Southern America","ligação da Rod. PR-405 a Itaqui",NA,"9 m. Flor rosada.; da planície litorânea, próximo ao rio.",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"30","2020-05-19 10:30:16-03","UFBA","ALCB","86078","PreservedSpecimen","Plantae","Fabaceae","Zollernia","splendens","Zollernia splendens","Maxmill. & Nees","Hatschbach, G","2008","Silva, JM; Costa, EF; Saldanha, J","2007","10","16","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"ALCB033300","ALCB033300","Dicotyledon",NA,"6106","Southern America","América de Baixo",NA,"5 m. Flor rosada.",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"31","2020-02-08 09:15:24-03","NBC","NL-BOTANY","L.2010693","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","falcata","Zollernia falcata","Wied-Neuw. & Nees",NA,NA,"Herb Persoon",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L2010693","NL-L2010693",NA,"Fabales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2010693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 09:15:24-03","NBC","NL-BOTANY","L.1064717","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","falcata","Zollernia falcata","Wied-Neuw. & Nees",NA,NA,"Rizzini C; Mattos A de",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L1064717","NL-L1064717",NA,"Fabales",NA,"Southern America","Rio State.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1064717 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","RBw6056",NA,NA,NA
"33","2020-02-08 09:15:24-03","NBC","NL-BOTANY","L.2010695","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","falcata","Zollernia falcata","Wied-Neuw. & Nees",NA,NA,"Sellow F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L2010695","NL-L2010695",NA,"Fabales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2010695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:15:24-03","NBC","NL-BOTANY","U.1333478","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","Lindeman JC",NA,"Ducke A","1930","05","27","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-U1333478","NL-U1333478",NA,"Fabales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1333478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0118336",NA,NA,NA
"35","2020-02-08 09:15:24-03","NBC","NL-BOTANY","U.1333479","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","Lewis GP","1979","Pessoal do Horto Florestal","1927","08","17","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-U1333479","NL-U1333479",NA,"Fabales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1333479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"12","01",NA,NA,"Magnoliopsidae","U 0118334",NA,NA,NA
"36","2020-02-08 09:15:24-03","NBC","NL-BOTANY","U.1333480","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","Lewis GP","1979","Pessoal do Horto Florestal","1927","08","14","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-U1333480","NL-U1333480",NA,"Fabales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1333480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"12","01",NA,NA,"Magnoliopsidae","U 0118335",NA,NA,NA
"37","2020-02-08 09:15:24-03","NBC","NL-BOTANY","U.1333481","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","Mansano VF",NA,"Ducke A; Kuhlmann JG","1925","08","28","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-U1333481","NL-U1333481",NA,"Fabales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1333481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018200",NA,NA,NA
"38","2020-02-08 09:15:24-03","NBC","NL-BOTANY","U.1333482","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","Lindeman JC",NA,"Constantino D",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-U1333482","NL-U1333482",NA,"Fabales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1333482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0118332",NA,NA,NA
"39","2020-02-08 09:15:24-03","NBC","NL-BOTANY","U.1333483","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","Lindeman JC",NA,"Hoehne W","1964","07","11","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-U1333483","NL-U1333483",NA,"Fabales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1333483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0118333",NA,NA,NA
"40","2020-02-08 09:15:24-03","NBC","NL-BOTANY","L.2010703","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","splendens","Zollernia splendens","Wied-Neuw. & Nees",NA,NA,"Kuhlmann JG","1927","08","31","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2010703","NL-L2010703",NA,"Fabales",NA,"Southern America","Guanabara, Ilha de Paquetá.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2010703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:15:24-03","NBC","NL-BOTANY","U.1333504","PreservedSpecimen","Plantae","Leguminosae-Pap.","Zollernia","splendens","Zollernia splendens","Wied-Neuw. & Nees","Lewis GP","2001","Unknown",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-U1333504","NL-U1333504",NA,"Fabales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1333504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"01","25",NA,NA,"Magnoliopsidae","U 0017537",NA,NA,NA
"42","2020-11-04 11:11:07-03","ESALQ","ESA","11395","PreservedSpecimen","Plantae","Fabaceae","Zollernia","falcata","Zollernia falcata","Nees","Souza, V.C.","1990","Souza, V.C.","1988","10","02","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,"ESA011395",NA,"Magnoliophyta",NA,"161.0",NA,NA,NA,NA,NA,NA,"01","01","21922","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:11:07-03","ESALQ","ESA","123290","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra",NA,NA,NA,"Ribeiro, R.D. ; Silva, J.C.","2004","05","05","Brasil","Rio de Janeiro","Armação de Búzios","-41.8816986083984","-22.7469005584717",NA,NA,"ESA123290",NA,"Magnoliophyta",NA,"222.0",NA,"Estrada Búzios - Cabo Frio. Fazenda São Miguel. Rancho 10 e Búzios Mega Resort Hotel.",NA,NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:11:07-03","ESALQ","ESA","125735","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra",NA,NA,NA,"Quinet, A.","1905","06","24","Brasil","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"ESA125735",NA,"Magnoliophyta",NA,"668.0",NA,NA,NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:11:07-03","ESALQ","ESA","132058","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra",NA,"Nobrega, G.A.","2013","Uller, H.F. ; Terra, G.","2013","09","01","Brasil","Rio de Janeiro","São Pedro da Aldeia","-42.1027984619141","-22.8391990661621",NA,NA,"ESA132058",NA,"Magnoliophyta",NA,"303.0",NA,NA,NA,NA,NA,NA,"10","31","20879","auto",NA,NA,NA,NA,NA
"46","2020-11-04 10:55:49-03","ESALQ","ESA","135453","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra","(Spreng.) Yakovlev","G.A. Nobrega","2013","H.F. Uller","2020","09","13","Brasil","Rio de Janeiro","São Pedro da Aldeia","-42.1027984619141","-22.8391990661621",NA,NA,"ESA135453",NA,NA,NA,"393.0",NA,NA,NA,NA,NA,NA,NA,NA,"20879","auto",NA,NA,NA,NA,NA
"47","2020-11-04 11:11:07-03","ESALQ","ESA","123500","PreservedSpecimen","Plantae","Fabaceae","Zollernia","glabra","Zollernia glabra",NA,"Lima, H.C.",NA,"Neto, S.J.S.","1999","11","17","Brasil","Rio de Janeiro","Duque de Caxias","-43.3116989135742","-22.7856006622314",NA,NA,"ESA123500",NA,"Magnoliophyta",NA,"1335.0",NA,"Reserva da Petrobras, trilha ao redor da Barragem, lado direito, interior da mata.",NA,NA,NA,NA,NA,NA,"34388","auto",NA,NA,NA,NA,NA
