"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","class","order","scientificNameAuthorship","imagecode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","infraspecificEpithet","phylum","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus","sex"
"47","2020-12-11 11:31:21-03","UFMG","BHCB","55160","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Chebataroff, J","4065","1936","01",NA,"Southern America","Uruguay","Río Negro",NA,NA,NA,"Montes de algarrobo.","BHCB054834",NA,NA,NA,"BHCB054834",NA,NA,NA,NA,NA,"Dicotyledon","San Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 17:17:48-03","UFPR","UPCB","44909","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Seijo, G.","2013","1999","12","12",NA,"Argentina","Córdoba","Córdoba, Dep. Punilla",NA,NA,"Hojas jóvenes glaucas, flores rosadas..",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Punilla",NA,NA,"Schinini, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2012-10-08 14:37:00-03","MO","MOBOT","2197883","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Bruno G. Piccinini|A. L. García","Piccinini 1110","1967","12","11","South America","Argentina","Formosa","En el Riacho Negro, puente del camino privado entre Puesto Salvación y Bouvier y al E de la Ruta 11 nueva.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-57.5","-25.5",NA,NA,NA,NA,"Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","3423878","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Santiago Venturi","Venturi 8483","1929","1","16","South America","Argentina","Salta",NA,NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"1600.00000000",NA,"K. Sueesenguth",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2014-10-25 05:33:00-02","MO","MOBOT","100193227","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Raúl Pozner|Manuel J. Belgrano","Pozner 245","2004","1","15","South America","Argentina","Córdoba","Ruta Nacional 148 (km 944,5), unos 40 km al S de Villa Dolores.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-65.1666667","-32.1469444",NA,NA,NA,NA,"San Javier","600.00000000",NA,"M.J. Belgrano",NA,NA,NA,NA,NA,NA,"1",NA,NA
"52","2009-07-29 09:38:00-03","MO","MOBOT","100203235","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Oscar F. Clarke","Clarke 102-01","1991","1","31","South America","Argentina","Catamarca","Salinas Grandes Basin: Hwy 157, 15 km south of San Antonio, north of Recreo.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-65.0936111","-29.0738889",NA,NA,NA,NA,NA,"244.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"53","2012-02-23 10:41:00-02","MO","MOBOT","100451474","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Lone Aagesen|F. Biganzoli|Diego L. Salariato|Christian A. Zanotti","Aagesen 12060","2010","2","19","South America","Argentina","La Rioja","Subida a La Mejicana",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-67.6452777","-28.835",NA,NA,NA,NA,"Famatina","2080.00000000",NA,"D. Salariato",NA,NA,NA,NA,NA,NA,"1",NA,NA
"54","2019-03-26 11:38:00-03","MO","MOBOT","101122312","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Elspeth M. Haston","Haston 200","2008","11","24","South America","Argentina","Santa Fé","Palmar, S of Berna, on road No 11 from Sa Fe to Resistencia. NE of Vera.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","1408634","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","James C. Solomon|Andrea Solomon","Solomon 4077","1978","12","12","South America","Argentina","Córdoba","Sierra Grande. Between Cerro Blanco and La Hollada (Rancho Alegre). Km 767 Ruta Nacional 20.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-64.25","-31.83333",NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,"732","1",NA,NA
"56","2009-10-14 20:39:00-03","MO","MOBOT","1851476","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Rosa Degen|Fátima Mereles","Degen 3255","1995","2","23","South America","Paraguay","Presidente Hayes","Estancia Maroma.Arroyo Conchita. A orillas del camino.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-57.94333","-23.58305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2011-03-16 21:28:00-03","MO","MOBOT","2197851","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","V.G. Solís Neffa|M. Silvia Ferrucci|A.M. González","Solís Neffa 154","1994","5","22","South America","Argentina","Chaco","Colonia Benítez, camino a Antequera",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"1 de Mayo",NA,NA,"Pedersen, T. M., //",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2009-11-09 19:54:00-02","MO","MOBOT","2197904","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Angel L. Cabrera","Cabrera 1121",NA,NA,NA,"South America","Argentina","Catamarca","Belén, en los cerros",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Andalgalá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2018-05-17 05:28:00-03","MO","MOBOT","2197925","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Renée H. Fortunato|María E. Múlgura|A. Martínez","Fortunato 1369","1990","11","15","South America","Argentina","Chaco","A 22 km del cruce de la ruta Juana Azurduy en direcc. N hacia Nueva Pompeya.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-61.51666","-25.38333",NA,NA,NA,NA,"General Güemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","2197952","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","VIGNATI","VIGNATI 143",NA,NA,NA,"South America","Argentina","San Luis","El Lince",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2009-12-07 22:07:00-02","MO","MOBOT","2197980","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Elisa G. Nicora","Nicora 1858",NA,NA,NA,"South America","Argentina","Córdoba","Ascochinga",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-64.26667","-30.950001",NA,NA,NA,NA,"Colón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2014-10-25 05:33:00-02","MO","MOBOT","2297903","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Raúl Pozner|Manuel J. Belgrano","Pozner 389","2004","2","28","South America","Argentina","Tucumán","Vipos, junto al puente del Río Vipos sobre Ruta Nacional 9",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-65.31638","-26.47861",NA,NA,NA,NA,"Trancas","800.00000000",NA,"Belgrano, M. J.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2009-07-17 06:52:00-03","MO","MOBOT","2337225","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Arturo E. Burkart","Burkart 4126",NA,NA,NA,"South America","Argentina","Entre Ríos","Lefèvre",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Gualeguaychú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-02-25 07:16:00-03","MO","MOBOT","2407920","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Julio A. Hurrell|Emilio A. Ulibarri|F. Mollard|D. Bazzano","Hurrell 5088","2003","2","24","South America","Argentina","Entre Ríos","campo al Sur de Gualeguay",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Gualeguay",NA,NA,"Hurrell, J. A., V-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","2458971","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","PORTO","PORTO 2438","1977","4","5","South America","Brazil","Rio Grande do Sul","Itaqui, fazenda Três Figueiras",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2012-04-23 16:27:00-03","MO","MOBOT","2492111","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Rosa Degen","Degen 3454","1995","11","21","South America","Paraguay","Presidente Hayes","3 km del desvío de ruta a la Argentina, tyto. a Gral. Brugéz, luego 4 km al E, est. Trappani",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degen, R.",NA,NA,NA,NA,NA,NA,"1",NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","3268949","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Itaipú Binacional","Itaipú Binacional 633","1980","3","4","South America","Paraguay","Alto Paraná","Rva. Tatí Yupí. Sabana-campo alto.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T.M. Pedersen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","3268953","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Maria M. Arbo|M. Silvia Ferrucci|Aurelio Schinini|Ricardo O. Vanni","Arbo 2670","1984","6","14","South America","Argentina","Formosa","Ruta 11, 18 km NE del río Bermejo, entre arroyos Mbiguá y Lindo.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Laishí",NA,NA,"Pedersen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","3268954","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Roy F. Steinbach","Steinbach 3","1966","4","1","South America","Bolivia","Cochabamba","Hierba semi-rastrera-frecuente en la zona terreno seco y pedregoso-Colina San Miguel.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"2575.00000000",NA,"R.F. Steinbach",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","3268956","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","G. Schmitt|D. Schmitt","Schmitt 56","1984","2","23","South America","Bolivia","Santa Cruz","Prov. Caballero. 2.5 km N of Tambo, Rio San Isidro (Rio Pulquina) Valley. Riparian habitat.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"1500.00000000",NA,"R.L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2012-11-16 08:20:00-02","MO","MOBOT","3268957","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","José F. Pensiero","Pensiero 327","1982","11","17","South America","Argentina","Santa Fé","Entre Santa Fe y Esperanza, monte próximo Río Salado.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Las Colonias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-08-23 05:45:00-03","MO","MOBOT","3268958","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","S.A. Renvoize","Renvoize 3623","1978","11","26","South America","Argentina","Corrientes","Sand road to Santa Ana 1/2 km from Route 12. Open scrub and woodland with continuous grass and herb layer. Sandy loam.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","3268959","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Bernardo Balegno","Balegno 477","1946","11","13","South America","Argentina","Santiago del Estero","Selva.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Rivadavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","3268961","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Ismael Morel","Morel 1681","1946","11","19","South America","Argentina","Formosa","Ruta 11, Clorinda a Formosa km 4.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","3268962","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Pedro Jörgensen","Jörgensen 2555","1917","10",NA,"South America","Argentina","Chaco","Común. Las Palma.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J. Duke",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2010-03-01 19:03:00-03","MO","MOBOT","3268963","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","F. Javier Fernández Casas|J. Molero","Fernández Casas 4480","1980","10","24","South America","Paraguay","Presidente Hayes","Río Verde, cerca de Pozo Colorado, en herbazal al margen de la pista.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","3268965","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","A.R. de Colina","Colina 362","1963","4","30","South America","Argentina","Salta","I.N.T.A.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Cerrillos",NA,NA,"R. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","3423782","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","August G. Schulz","Schulz 10192","1958","10","28","South America","Argentina","Chaco","Colonia Benitez.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2010-01-29 20:52:00-02","MO","MOBOT","3423803","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","W.G. Herter","Herter 1022","1927","11",NA,"South America","Uruguay","Río Negro","Bote.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2011-01-31 07:11:00-02","MO","MOBOT","3423838","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","L.R. Parodi","Parodi 14732","1943","2","11","South America","Argentina","Jujuy",NA,NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","3423847","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Émile Hassler","Hassler 12396","1913","12",NA,"South America","Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-08-07 05:34:00-03","MO","MOBOT","3423852","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Thomas Morong","Morong 923","1888",NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2011-03-24 16:42:00-03","MO","MOBOT","3423869","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Maria M. Arbo|Sara G. Tressens|Aurelio Schinini|M. Silvia Ferrucci","Arbo 1580","1978","11","12","South America","Paraguay","Presidente Hayes","Entre la frontera y Chaco -.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3423889","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Santiago Venturi","Venturi 5867","1928","2","28","South America","Brazil",NA,"Cerro del Reruate.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","3423906","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Émile Hassler","Hassler 2569","1903","11",NA,"South America","Paraguay","Chaco","Loma Clavel.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","3423924","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Teodore Meyer","Meyer 12142","1947","5","3","South America","Argentina","Salta","Chicoana.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Chicoana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2009-05-15 11:32:00-03","MO","MOBOT","3423943","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Pedro Jörgensen","Jörgensen 1107","1916","3","3","South America","Argentina","Catamarca",NA,NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J. Duke",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-04-09 12:04:00-03","MO","MOBOT","3423974","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Walter J. Eyerdam","Eyerdam 24891","1939","3","17","South America","Bolivia","Cochabamba","On hill above military target range, on west side of Cochabamba; in poor soil.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"2700.00000000",NA,"Foster's 1958 Catalog notes file",NA,NA,NA,NA,NA,NA,"1",NA,NA
"89","2009-07-10 17:58:00-03","MO","MOBOT","3423995","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Troels M. Pedersen","Pedersen 15297","1989","3","19","South America","Argentina","La Rioja","Cuesta de Miranda (RA-40), descending towards the East.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Chilecito",NA,NA,"TMP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2013-08-23 04:12:00-03","MO","MOBOT","3424013","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Pastor Arenas Rodríguez","Arenas Rodríguez 671","1978","12","8","South America","Paraguay","Presidente Hayes","Estancia Loma Pyta.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-59.58333","-23.66666",NA,NA,NA,NA,NA,NA,NA,"P. Arenas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2009-07-10 17:58:00-03","MO","MOBOT","3424046","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Troels M. Pedersen","Pedersen 15180","1989","3","9","South America","Argentina","Córdoba","Sierra grande, along provincial road no. 28, between Los Gigantes and the descent towards Taninga.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Cruz del Eje",NA,NA,"TMP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2016-11-15 05:15:00-02","MO","MOBOT","3424053","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Antonio C. Krapovickas","Krapovickas 29178","1976","2","16","South America","Argentina","Corrientes","Arrocera Drews, 8 km N de C. Pellegrini.",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2013-01-24 14:52:00-02","MO","MOBOT","736511","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","James C. Solomon","Solomon 10353","1983","5","1","South America","Bolivia","Tarija","73.1 km E of Tarija-Padcaya road, on road to Entre Rios (ca 1 km below Narvaez). Moist sub-tropical forest with many Myrtaceae, Podocarpus, legumes, and abundant epiphytes.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-64.2666667","-21.4166667",NA,NA,NA,NA,"O'Connor","1845.00000000",NA,"Ronald Liesner (MO)",NA,NA,NA,NA,NA,"83-61","1",NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","737876","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","David R. Brunner","Brunner 1328","1985","11","11","South America","Paraguay","Presidente Hayes","Cuenca del Río Pilcomayo. Km 18 de la Ruta 12 hacia Fortín Martínez. Bosque xerofítico espinoso con aislados lugares bajos y humedos de bosque ribereño de hasta 10-15 m de altura. Suelo arsilloso.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-57.8","-25.11666",NA,NA,NA,NA,NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,"85-15","2",NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","737924","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","David R. Brunner","Brunner 1240","1985","7","17","South America","Paraguay","Chaco","Parque Nacional Defensores del Chaco, alrededores de Madrejon. Bosque seco y espinoso de hasta 15 m de altura. Suelo arsilloso con poco drenaje, relieve plano. Agua permanente en tajamares.",NA,NA,NA,NA,NA,NA,"Mart.",NA,"-59.83333","-20.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-7","4",NA,NA
"96","2014-03-25 10:12:00-03","MO","MOBOT","100695363","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella albisericea","Fernando O. Zuloaga|Lone Aagesen|Diego L. Salariato|Christian A. Zanotti","Zuloaga 12840","2011","2","12","South America","Argentina","La Rioja","Ruta Nacional 40, de Guandacol a Chilecito, Cuesta de Miranda.",NA,NA,NA,NA,NA,NA,"(Holzhammer) Pedersen",NA,"-67.7586111","-29.345",NA,NA,"albisericea",NA,"Coronel Felipe Varela","1950.00000000",NA,"Salariato",NA,NA,NA,NA,NA,NA,"1",NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","1851477","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella albisericea","Fátima Mereles|Rosa Degen","Mereles H. 5283","1993","8","4","South America","Paraguay","Presidente Hayes","Estancia Salazar.Propiedad de EAton. A 70 km de ruta Transchaco . Bosque alterado.",NA,NA,NA,NA,NA,NA,"(Holzhammer) Pedersen",NA,"-58.67888","-22.88166",NA,NA,"albisericea",NA,NA,NA,NA,"Pedersen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2009-08-25 17:41:00-03","MO","MOBOT","3268952","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella albisericea","Luciano Bernardi","Bernardi 20153","1980","3","4","South America","Paraguay","Presidente Hayes","De Pozo Colorado, 93 km ante Concepcion.",NA,NA,NA,NA,NA,NA,"(Holzhammer) Pedersen",NA,NA,NA,NA,NA,"albisericea",NA,NA,NA,NA,"T.M. Pedersen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2014-09-07 21:41:00-03","MO","MOBOT","3391340","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella albisericea","José E. Montes","Montes 12313","1941","2","17","South America","Argentina","La Rioja",NA,NA,NA,NA,NA,NA,NA,"(Holzhammer) Pedersen",NA,NA,NA,NA,NA,"albisericea",NA,"Famatina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2011-03-16 21:52:00-03","MO","MOBOT","2519416","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella pulchella","Osvaldo Del Puerto","Del Puerto 974",NA,NA,NA,"South America","Uruguay","Canelones","Juanicó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pulchella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2011-02-25 14:27:00-03","MO","MOBOT","2519431","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella pulchella","Mariano B. Berro","Berro 34",NA,NA,NA,"South America","Uruguay","Soriano","Vera",NA,NA,NA,NA,NA,NA,NA,NA,"-57.466667","-33.183333",NA,NA,"pulchella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2008-05-27 22:02:00-03","MO","MOBOT","737255","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella pulchella","Elsa M. Zardini|Leongino Guerrero","Zardini 34584","1993","1","14","South America","Paraguay","Central","Estero del Ypoá. Pureto Guyrati - Villa Oliva. 2 km S of Puerto Guyrati. Savanna and patches of forest on clay soil.",NA,NA,NA,NA,NA,NA,NA,NA,"-57.6","-25.61666",NA,NA,"pulchella",NA,NA,NA,NA,"G.M. Pedesen (CTES)",NA,NA,NA,NA,NA,"798","7",NA,NA
