"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","individualCount","yearIdentified","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","00835986","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","miltonii","Licania miltonii","Prance","G. T. Prance","M. G. da Silva","4296","1979","01","17","South America","Brazil","Mato Grosso","Juína","Aripuanã km 238 da BR 174. Nucleo Juina, area urbana.","-58.7408","-11.3783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835986","NY00835986_01",NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","428487","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","miltonii","Licania miltonii","Prance",NA,"M. G. da Silva","4296","1979","01","17","South America","Brazil","Mato Grosso","Juína","Aripuana, km 238 da BR 174. Nucleo Juina, area Urbana","-58.7408","-11.3783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=634207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00428487","NY00428487_01","isotype",NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00583317","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","miltonii","Licania miltonii","Prance","G. T. Prance","L. A. de Lima","196","1991","12","04","South America","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 2.","-72.7","-9.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=634206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583317","NY00583317_01",NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00835962","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","miltonii","Licania miltonii","Prance","G. T. Prance","M. G. da Silva","4684","1979","05","28","South America","Brazil","Mato Grosso","Juína","BR-174, Aripuana, Projeto Juína, bosquinho da companhia","-58.7408","-11.3783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835962","NY00835962_01",NA,NA,NA,NA,NA
"5","2015-01-31 16:01:00-02","MO","MOBOT","3172787","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","miltonii","Licania miltonii","Prance","G.T. Prance","L. de Lima|R.S. Saraiva","Lima 196a","1991","12","4","South America","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 2. Floresta primária de terra firme.","-72.7","-2.1519444",NA,NA,NA,NA,NA,"1",NA,NA,NA
"6","2020-08-31 09:01:18-03","INPA","INPA","134979","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Licania","miltonii","Licania miltonii","Prance","Prance, GT","Silva, MG da","4296","1979","01","17","Southern America","Brasil","Mato Grosso","Aripuanã","BR 174, km 238, Núcleo Juína, Km 238 da BR 174, Núcleo Juina, área Urbana. Mata de terra firme. Solo areno-argiloso.","-58.7408","-11.3783",NA,NA,"INPA0134979","INPA0134979 INPA0134979_1","isotype",NA,"1987","-58.7408","-11.3783"
"7","2020-08-31 09:01:18-03","INPA","INPA","137141","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Licania","miltonii","Licania miltonii","Prance","Prance, GT","Silva, MG da","4684","1979","05","28","Southern America","Brasil","Mato Grosso","Aripuanã","BR 174, Projeto Juína, BR 174, Projeto Juína, bosquinho da companhia","-58.7408","-11.3783",NA,NA,"INPA0137141","INPA0137141 INPA0137141_e INPA0137141_e1",NA,NA,"1987","-58.7408","-11.3783"
