"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","county","locality","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","fieldNumber","individualCount","previousCatalogNumber"
"11","2020-02-08 10:04:29-03","NBC","NL-BOTANY","L 0649890","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","isolectotype","Martius CFP von",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200649890 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0649890","NL-L0649890","Goldenberg R",NA,NA,NA,"Martii.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:18:22-03","UFV","VIC","11033","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Nand",NA,"Silva, A. .F.","1390","1986",NA,"Brasil","São Paulo","-45.9375","-23.075",NA,NA,"VIC011033","VIC011033",NA,"03","06","São José dos Campos","Flora da Reserva Florestal da Boa Vista",NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:39:39-03","UFJF","CESJ","49297","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"A.S.M. Valente; P.O. Garcia; N.L. Abreu","487","2006","América do Sul","Brasil","Minas Gerais","-43.8278007507324","-22.0891990661621",NA,"Árvore ca. 9 m alt., no interior da mata nebular. Fitossociologia=102N.","CESJ049297",NA,"R. Goldenberg","04","07","Rio Preto","Serra Negra, Mata da Cachoeira do Ninho da Égua, ca. 1300 m.s.m.","20815","auto",NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-14 11:29:52-03","UNICAMP","UEC","54031","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Silva, AF; Capellari Jr, L; Linnaeus, C","1433","1986",NA,"Brazil","São Paulo","-45.9375","-23.716667",NA,"flor, Árvore de 8 m, flores brancas, casca creme, lenho bege-rosado, súber liso com fendas e pústulas. Rev. Miconia sect. Chaenanthera.","UEC162340","UEC162340","Goldenberg, R","04","09","São José dos Campos","Reserva Florestal da Boa Vista - Estrada, Lado direito.",NA,NA,NA,"-45.9375","-23.716667","1999",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-10 17:54:58-03","UNICAMP","UEC","109207","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Mello-Silva, R; Pirani, JR; Zappi, DC","11203","1987",NA,"Brazil","Minas Gerais","-43.716667","-20.483333",NA,"fruto, Arvoreta na orla da mata ciliar, de cerca de 3 m de altura. Frutos imaturos verde-claros. Mata ciliar.","UEC120226","UEC120226","Goldenberg, R","07","24","Ouro Branco","Serra de Ouro Branco",NA,NA,NA,"-43.716667","-20.483333","1996","05","1400","1400",NA,NA,NA,NA
"16","2019-11-14 11:29:52-03","UNICAMP","UEC","54434","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Silva, AF; Capellari Jr, L; Linnaeus, C","1389","1986",NA,"Brazil","São Paulo","-45.9375","-23.716667",NA,"flor, Árvore de 12 m, folhas bicolores, flores em botão de cor branca, casca creme-alaranjada, lenho creme-rosado, súber com fissuras superficiais, madeira aromática. Rev. Miconia sect. Chaenanthera.","UEC162341","UEC162341","Goldenberg, R","03","06","São José dos Campos","Reserva Florestal da Boa Vista, Mata da Reserva.",NA,NA,NA,"-45.9375","-23.716667","1999",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:34:46-03","UNICAMP","UEC","101694","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Romero, R; Almeda, F; Robinson, O; Robinson, D","5279","1998",NA,"Brazil","Minas Gerais","-43.6918983459473","-20.5207996368408",NA,"Borda de Xapão de mata, freuente no local. Árvore, ca. 3m. Frutos imaturos verdes.; Proximo ao topo da serra.","UEC038218","UEC038218",NA,"05","26","Ouro Branco","Serra de Ouro Branco","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-14 11:29:52-03","UNICAMP","UEC","111915","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Romero, R; Nakajima, JN","3454","1996",NA,"Brazil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,"flor, Árvore de cerca de 8 m, corola e estames brancos. Mata de encosta.","UEC162338","UEC162338","Romero, R","05","24","São Roque de Minas","Cachoeira Casca D Anta, Guarita.","57119","auto",NA,NA,NA,"1996","12",NA,NA,NA,NA,NA,NA
"19","2019-11-06 09:56:27-03","UFOP","OUPR","1366","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Roschel, M.B.; Dias, S.","s.n.","1994",NA,"Brasil","Minas Gerais","-43.5080986022949","-20.2875003814697",NA,"Capão de mata. Arvoreta com 4m. Flores amarelas",NA,NA,"Messias, M.C.T.B.","03","05","Ouro Preto","Parque Estadual do Itacolomi","44599","auto",NA,NA,NA,"1994","05",NA,NA,"17",NA,NA,NA
"20","2014-10-14 15:56:54-03","BS","M","M-0165663","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","ISOSYNTYPE","Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"M0165663",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2014-10-14 15:56:54-03","BS","M","M-0165664","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","ISOSYNTYPE","Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"M0165664",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2014-10-14 15:56:54-03","BS","M","M-0165665","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","ISOSYNTYPE","Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"M0165665",NA,NA,NA,NA,NA,"Minas",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2014-10-14 15:56:54-03","BS","M","M-0165666","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","ISOSYNTYPE","Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"M0165666",NA,NA,NA,NA,NA,"Minas",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:34:51-03","MBM","MBM","144743","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Silva, A.F.; et al.; et al.","1389",NA,"Southern America","Brazil","São Paulo","-45.8800010681152","-23.1700000762939",NA,NA,"MBM144743","MBM144743",NA,NA,NA,"São José dos Campos","São José dos Campos","39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:34:51-03","MBM","MBM","258836","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Silva, J.A.","15016","1977","Southern America","Brazil","Minas Gerais","-43.3502998352051","-21.7642002105713",NA,NA,"MBM258836","MBM258836","Goldenberg, R.","03","04","Juiz de Fora","Mata do Poço da Anta","36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:34:51-03","MBM","MBM","259853","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Nakajima, J.N.; et al.; et al.","1986","1996","Southern America","Brazil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,NA,"MBM259853","MBM259853","Romero, R.","07","10","São Roque de Minas","Cachoeira da Casca de Anta","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-05-09 17:27:35-03","MNHN","RECOLNAT_MNHN_P","P01167917","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","syntype","Gaudichaud, C.",NA,"1833",NA,"Brasil","São Paulo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167917' target='other'> <mi>dwc_moreinfo</mi></a>","P01167917","P01167917_01",NA,"1","1",NA,"Province de San-Paolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"781",NA,NA
"28","2017-06-20 13:19:22-03","MNHN","RECOLNAT_MNHN_P","P00506173","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","syntype","Claussen, P.",NA,"1841",NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506173' target='other'> <mi>dwc_moreinfo</mi></a>","P00506173","P00506173_01 P00506173_02",NA,NA,NA,NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA
"29","2015-09-17 00:34:59-03","MNHN","RECOLNAT_MNHN_P","P00506174","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","syntype","Claussen, P.",NA,"1841",NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506174' target='other'> <mi>dwc_moreinfo</mi></a>","P00506174","P00506174_01 P00506174_02",NA,NA,NA,NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA
"30","2017-06-20 13:19:22-03","MNHN","RECOLNAT_MNHN_P","P00506175","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","syntype","Claussen, P.",NA,"1841",NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506175' target='other'> <mi>dwc_moreinfo</mi></a>","P00506175","P00506175_01 P00506175_02",NA,NA,NA,NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA
"31","2017-04-19 15:24:48-03","MNHN","RECOLNAT_MNHN_P","P01167915","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","syntype","Claussen, P.",NA,"1841",NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167915' target='other'> <mi>dwc_moreinfo</mi></a>","P01167915","P01167915_01","Martin& Cremers",NA,NA,NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA
"32","2017-05-09 17:21:44-03","MNHN","RECOLNAT_MNHN_P","P01167916","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","syntype","Claussen, P.",NA,"1841",NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167916' target='other'> <mi>dwc_moreinfo</mi></a>","P01167916","P01167916_01","Martin& Cremers",NA,NA,NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA
"33","2017-04-19 15:24:58-03","MNHN","RECOLNAT_MNHN_P","P01167918","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","syntype","Martius",NA,NA,NA,"Brasil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167918' target='other'> <mi>dwc_moreinfo</mi></a>","P01167918","P01167918_01",NA,NA,NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"944",NA,NA
"34","2020-12-11 11:38:28-03","UFMG","BHCB","145827","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Mansur, T; Tameirão Neto, E","100","2010","Southern America","Brasil","Minas Gerais","-44.294161","-20.025742",NA,"Floresta estacional semidecidual",NA,NA,NA,"08","05","Raposos",NA,NA,NA,NA,"-44.294161","-20.025742","2010","09","1140","1147",NA,NA,NA,NA
"35","2020-12-11 11:38:28-03","UFMG","BHCB","197942","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Rezende, SG; Justo, AG","6949","2018","Southern America","Brasil","Minas Gerais","-43.686667","-20.046944",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197942",NA,NA,"08","31","Rio Acima","Serra do Gandarela",NA,NA,NA,"-43.686667","-20.046944",NA,NA,"1516","1516",NA,NA,NA,NA
"36","2020-12-11 11:38:28-03","UFMG","BHCB","197941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Rezende, SG; Justo, AG","6948","2018","Southern America","Brasil","Minas Gerais","-43.685","-20.041667",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197941",NA,NA,"08","28","Rio Acima","Serra do Gandarela",NA,NA,NA,"-43.685","-20.041667",NA,NA,"1580","1580",NA,NA,NA,NA
"37","2020-12-11 11:38:28-03","UFMG","BHCB","197943","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Rezende, SG; Justo, AG","6950","2018","Southern America","Brasil","Minas Gerais","-43.683056","-20.023333",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197943",NA,NA,"10","02","Rio Acima","Serra do Gandarela",NA,NA,NA,"-43.683056","-20.023333",NA,NA,"1619","1619",NA,NA,NA,NA
"38","2020-12-11 11:38:28-03","UFMG","BHCB","139692","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Carmo, FF","3262","2008","Southern America","Brasil","Minas Gerais","-43.683111","-20.093806",NA,"coletado em fendas e depressões na rocha. Afloramento de canga","BHCB046075",NA,NA,"05","26","Rio Acima","Serra de Gandarela., C1",NA,NA,NA,"-43.683111","-20.093806","2010",NA,"1624","1624",NA,NA,NA,NA
"39","2020-12-11 11:38:28-03","UFMG","BHCB","60918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,NA,"São Roque de Minas",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:19:52-03","UFPR","UPCB","43084","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","aff. tentaculifera","Miconia aff. tentaculifera","Naudin",NA,"Silva, A.F.","160","1979",NA,"Brasil","São Paulo","-45.0699996948242","-23.4300003051758",NA,"Árvore com 15m, botões jovens esbranquiçados. Nome vulgar: pixirica..","UPCB0014985","UPCB0014985","Goldenberg, R.","06","06","Ubatuba","Estação Experimental de Ubatuba","34265","auto",NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:20:11-03","UFPR","UPCB","71936","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Goldenberg, R.","1495","2011",NA,"Brasil","Minas Gerais","-43.4152984619141","-19.959400177002",NA,"Arvoreta 6m, estéril. Floresta ao longo do riacho..","UPCB0019857","UPCB0019857",NA,"01","21","Santa Barbara","Caraça, Banhos do Belchior.","33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:20:11-03","UFPR","UPCB","46253","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Silva, A.F.","2270","2002",NA,"Brasil","Minas Gerais","-42.5208015441895","-20.6667003631592",NA,"Árvore ca. 14m, flores com anteras amarelas. Ocorrendo no interior da mata. Alt.: 1410m s.n.m..","UPCB0019861","UPCB0019861","Goldenberg, R.","02","02","Araponga","Parque Estadual da Serra do Brigadeiro, Fazenda da Neblina","16385","auto",NA,NA,NA,"2002","01",NA,NA,"01",NA,NA,NA
"43","2021-02-11 17:20:11-03","UFPR","UPCB","64393","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Caddah, M.K.","425","2009",NA,"Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,"Coleta em sílica..","UPCB0019860","UPCB0019860","Caddah, M.K.","03","27","São Roque de Minas","Parque Nacional da Serra da Canastra, trilha para Cachoeira Casca d'Anta, parte baixa","57119","auto",NA,NA,NA,"2009","06",NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:20:11-03","UFPR","UPCB","56335","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Leoni, L.S.","2882","1995",NA,"Brasil","Minas Gerais","-42.5208015441895","-20.6667003631592",NA,"Árvore ca. 10-15m, corola branca. Interior da floresta..","UPCB0019859","UPCB0019859","Goldenberg, R.","03","31","Araponga","Serra da Araponga, Parque Estadual","16385","auto",NA,NA,NA,"2007","01","1300","1300","01",NA,NA,NA
"45","2021-02-11 17:20:11-03","UFPR","UPCB","62990","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Valente, A.S.M.","487","2006",NA,"Brasil","Minas Gerais","-43.8278007507324","-22.0891990661621",NA,"Árvore ca. 9m, interior da mata nebular. Fitossociologia = 102N..","UPCB0019858","UPCB0019858","Goldenberg, R.","04","07","Rio Preto","Serra Negra, Mata da Cachoeira do Ninho da Égua.","20815","auto",NA,NA,NA,"2009","01","1300","1300","01",NA,NA,NA
"46","2017-05-11 14:44:00-03","MO","MOBOT","100620931","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","Lectotype","Peter Clausen","Clausen 54",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2020-06-25 11:42:00-03","MO","MOBOT","101199151","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","Isosyntype","C.F.P. Martius","Martius 944",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","3336414","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"R. Romero, J. N. Nakajima, E. Zanini & R. Cesar",NA,"1995","South America - Neotropics","Brazil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,NA,"US01916864","US01916864_01 US01916864_02",NA,"3","21","São Roque de Minas","Guarita 3, Cachoeira Casca D´Anta, PARNA Serra da Canastra","57119","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","1706089","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"-. Claussen & A. Delessert",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US01916862","US01916862_01 US01916862_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US","180640","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"-. Claussen",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,"US01917246","US01917246_01 US01917246_02",NA,NA,NA,NA,"Minas Geraës.",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
