"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"45","2019-08-20 10:02:59-03","UNICAMP","UEC","146944","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Aguirre, GH; et al.",NA,"Brazil",NA,NA,"UEC037461",NA,"9","2005","04","21","São Paulo","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"São Luiz do Paraitinga",NA,NA,NA,NA,"2013",NA,NA,"04",NA,NA,NA
"46","2019-08-20 10:02:59-03","UNICAMP","UEC","146993","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Aguirre, GH; et al.",NA,"Brazil",NA,NA,"UEC037457","UEC037457","7","2005","10","27","São Paulo","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"São Luiz do Paraitinga",NA,NA,NA,NA,"2013",NA,NA,"11",NA,NA,NA
"47","2021-03-01 16:21:37-03","UNICAMP","UEC","192472","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.",NA,NA,"Alves, DM; Souto, LS",NA,"Brazil",NA,"Árvore, ca. 4m, flores amareladas","UEC190429","UEC190429","s.n.","2017","10","31","São Paulo","Sítio Kataoka","-47.641281","-23.641778",NA,NA,"Salto de Pirapora",NA,NA,"-47.641281","-23.641778",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:03:00-03","UNICAMP","UEC","88065","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Ivanauskas, NM",NA,"Brazil",NA,"fruto, Árvore de 10m. Látex branco, leitoso. Frutos.","UEC037453","UEC037453","760","1996","03","31","São Paulo","Estação Experimental do IAC.mata atlânti","-47.9","-24.608333",NA,NA,"Pariquera-Açu",NA,NA,"-47.9","-24.608333","2013",NA,NA,"11",NA,NA,NA
"49","2021-03-01 16:21:37-03","UNICAMP","UEC","192570","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Kataoka, EY",NA,"Kataoka, EY",NA,"Brazil",NA,"Árvore de aprox. 5 m, em Mata ciliar, casca lisa, ramos jovens lenticelados e de coloração castanho-avermelhado, flores alvas, com leve perfume.","UEC155863","UEC155863","186","2014","10","12","São Paulo","Sítio Kataoka","-48.074692","-24.052006",NA,NA,"Salto de Pirapora",NA,NA,"-48.074692","-24.052006","2014",NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:21:37-03","UNICAMP","UEC","192557","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Kataoka, EY",NA,"Kataoka, EY",NA,"Brazil",NA,"Árvore de aprox. 6 m, em Mata ciliar, casca lisa, ramos jovens lenticelados e de coloração castanho-avermelhado, flores alvas, com leve perfume. Flores em álcool 70%.","UEC155859","UEC155859","185","2014","10","12","São Paulo","Sítio Kataoka","-48.077622","-24.051544",NA,NA,"Salto de Pirapora",NA,NA,"-48.077622","-24.051544","2014",NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:02:59-03","UNICAMP","UEC","22138","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Assumpção, CT",NA,"Brazil",NA,"flor, Material from various indiv. Latex present. Guatembu.","UEC109678","UEC109678","s.n.","1979","09","24","São Paulo","Barreiro Rico","-49.388889","-22.670556",NA,NA,"Anhembi",NA,NA,"-49.388889","-22.670556","2015",NA,NA,"05",NA,NA,NA
"52","2019-08-20 10:02:59-03","UNICAMP","UEC","22137","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Assumpção, CT",NA,"Brazil",NA,"flor, Collected from ground","UEC037454","UEC037454","7566","1979","11","27","São Paulo","Barreiro Rico.","-49.388889","-22.670556",NA,NA,"Anhembi",NA,NA,"-49.388889","-22.670556","2013",NA,NA,"11",NA,NA,NA
"53","2019-08-20 10:02:59-03","UNICAMP","UEC","33339","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Cesar, O",NA,"Brazil",NA,"flor, Árvore de cerca de 12 m.","UEC037463","UEC037463","14715","1982","12","02","São Paulo","Fazenda Barreiro Rico.","-49.388889","-22.670556",NA,NA,"Anhembi",NA,NA,"-49.388889","-22.670556","2013",NA,NA,"11",NA,NA,NA
"54","2019-08-20 10:02:59-03","UNICAMP","UEC","45715","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Marcondes-Ferreira, W; Kinoshita, LS; Yamamoto, K; Taroda, N",NA,"Brazil",NA,"fruto, Árvore de 10 m. Tronco liso sem córtex espessa.","UEC037458","UEC037458","18402","1986","07","09","São Paulo","Fazenda Barreiro Rico.","-49.388889","-22.670556",NA,NA,"Anhembi",NA,NA,"-49.388889","-22.670556","2013",NA,NA,"11",NA,NA,NA
"55","2019-08-20 10:02:59-03","UNICAMP","UEC","79586","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Ivanauskas, NM",NA,"Brazil",NA,"flor, Árvore de 8 m. Látex branco, leitoso. Flores brancas.","UEC037465","UEC037465","550","1995","12","12","São Paulo","Estação Experimental do IAC. Mata atlânt","-47.9","-24.608333",NA,NA,"Pariquera-Açu",NA,NA,"-47.9","-24.608333","2013",NA,NA,"11",NA,NA,NA
"56","2019-08-20 10:02:59-03","UNICAMP","UEC","62953","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, ACD",NA,"Machado, JWB",NA,"Brazil",NA,"Árvore, 6m, copa umbeliforme, flores branco-amareladas.","UEC109667","UEC109667","20","1980","09","20","Goiás","Lagoa Feia, Margem direita da estrada de acesso à lagoa.","-47.334400177002","-15.5371999740601",NA,NA,"Formosa","113054","auto",NA,NA,"2018",NA,NA,"12",NA,NA,NA
"57","2019-08-20 10:02:59-03","UNICAMP","UEC","76502","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, ACD",NA,"Walter, BMT; Silva Jr, MC; Filgueiras, TS",NA,"Brazil",NA,"fruto, Árvore, 11 m ha. e ca. de 20 cm de diâm.; frutos maduros de cor amarronzado-escuro; folhas cartáceas. Ocasional. Solo arenoso, relevo plano.Cerrado alterado por ações antrópicas, pastagem.","UEC124165","UEC124165","552","1989","11","09","Minas Gerais","Estrada de chão para Januária e o rio P","-44.3616981506348","-15.4881000518799",NA,NA,"Januária","148972","auto",NA,NA,"2018",NA,NA,"11",NA,NA,NA
"58","2021-03-01 16:21:37-03","UNICAMP","UEC","92916","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, ACD",NA,"Laurêncio, A; Gomes, APS; Tschá, MC; Inácio, E",NA,"Brazil",NA,"árvore co 20-30m de alt., ramos cobertos por Tillandsia usneoides; presença de látex branco nos ramos e folhas; cálice verde com pêlos amarelados; corola com tubo externamente verde; lobos da corola verde-amarelado.; Topo da serra, cla","UEC037444","UEC037444","166","1995","09","15","Pernambuco","Reserva Biológica de Serra Negra. 8036'00 S, 38034'15W","-38.5685997009277","-8.60111045837402","1100","1100","Floresta","87756","auto",NA,NA,"2018",NA,NA,"12",NA,NA,NA
"59","2021-03-01 16:21:37-03","UNICAMP","UEC","192687","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, ACD",NA,"Barros, WD",NA,"Brazil",NA,"Árvore, folhas compridas e estreitas","UEC133506","UEC133506","315","1941","06","19","Rio de Janeiro","Lote 15, aproximadamente 700m","-44.5633010864258","-22.4960994720459",NA,NA,"Itatiaia","19648","auto",NA,NA,"2018",NA,NA,"07",NA,NA,NA
"60","2019-08-20 10:02:59-03","UNICAMP","UEC","88064","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Gabriel, JLC",NA,"Brazil",NA,"fruto, Árvore com frutos marrons com pintas brancas . Mata mesófila semidecídua.","UEC037452","UEC037452","s.n.","1987","07",NA,"São Paulo","Fazenda São João.","-48.439998626709","-22.8799991607666",NA,NA,"Botucatu","40412","auto",NA,NA,"2013",NA,NA,"11",NA,NA,NA
"61","2021-03-01 16:21:37-03","UNICAMP","UEC","33035","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Cavalcanti, DC",NA,"Brazil",NA,"árvore ca. 18m, fruto verde imaturo, piloso e fruto seco (19.12.1995); Mata de Planalto","UEC029791","UEC029791","289","1996","03","27","São Paulo","Reserva Florestal da Escola de Especialistas de Aeronáutica - EEAR.","-45.189998626709","-22.8099994659424",NA,NA,"Guaratinguetá","27040","auto",NA,NA,"2013",NA,NA,"04",NA,NA,NA
"62","2021-03-01 16:21:37-03","UNICAMP","UEC","201533","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Bernacci, LC",NA,"Bernacci, LC; Franco, GADC; Durigan, G; Siqueira, M; Silveira, ER; Árbocz, GF",NA,"Brazil",NA,"Árvore, fragmanto Takimoto, indivíduo T 0.0; Interior da mata.","UEC162064","UEC162064","3455","2000","09","26","São Paulo","Brasil, São Paulo;Município de Ibiúna;próximo ao distrito de Caucaia do Alto (Cotia-SP).23.70173N-47.080967 L.","-47.2200012207031","-23.6499996185303","860","860","Ibiuna","43112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:02:59-03","UNICAMP","UEC","81124","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Sakuragui, CM; Souza, VC; Capellari Jr, L; Linnaeus, C; Bérgamo, P",NA,"Brazil",NA,"flor, Árvore de 5 m de alt. Latescente. Cálice creme. Corola amarela.","UEC037464","UEC037464","487","1993","10","02","São Paulo","Estrada Itararé-Itapeva. Beira do Rio Ve","-49.3400001525879","-24.1100006103516",NA,NA,"Itararé","27729","auto",NA,NA,"2013",NA,NA,"11",NA,NA,NA
"64","2021-03-01 16:21:37-03","UNICAMP","UEC","82782","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, ACD",NA,"Stranghetti, V",NA,"Brazil",NA,"árvore ca. 30m, fruto. Beira da mata, lado esquerdo; mata","UEC109072","UEC109072","153","1993","08","03","São Paulo","Estação Ecológica Paulo de Faria","-49.3800010681152","-20.0300006866455",NA,NA,"Paulo de Faria","29574","auto",NA,NA,"2018",NA,NA,"06",NA,NA,NA
"65","2019-08-20 10:02:59-03","UNICAMP","UEC","136989","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Yamamoto, LF",NA,"Brazil",NA,"flor e fruto, Presença de látex, árvore 18 m.","UEC037448","UEC037448","278","1998","11","02","São Paulo","Fazenda Bela Vista","-46.9000015258789","-22.7399997711182",NA,NA,"Pedreira","12927","auto",NA,NA,"2013",NA,NA,"11",NA,NA,NA
"66","2019-08-20 10:02:59-03","UNICAMP","UEC","136988","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Yamamoto, LF",NA,"Brazil",NA,"flor, Flores amarela esverdeada, presença de látex, árvore 10 m.","UEC037447","UEC037447","21","1997","08","31","São Paulo","Fazenda Bela Vista","-46.9000015258789","-22.7399997711182",NA,NA,"Pedreira","12927","auto",NA,NA,"2013",NA,NA,"11",NA,NA,NA
"67","2019-08-20 10:02:59-03","UNICAMP","UEC","85262","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Cesar, O",NA,"Brazil",NA,"fruto, Árvore frutos verdes. Cultivada.","UEC037459","UEC037459","811","1990","05","14","São Paulo","Arredores do Campus - IB.","-47.560001373291","-22.4099998474121",NA,NA,"Rio Claro","21773","auto",NA,NA,"2013",NA,NA,"11",NA,NA,NA
"68","2019-08-20 10:02:59-03","UNICAMP","UEC","67013","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Leitão Filho, HF",NA,"Brazil",NA,"flor, Árvore de 7 a 10 m. Flores cremes, ornamentais.","UEC037466","UEC037466","s.n.","1970","10","27","São Paulo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"São Miguel Arcanjo","27904","auto",NA,NA,"2013",NA,NA,"11",NA,NA,NA
"69","2019-11-19 14:04:34-03","UFRPE","PEUFR","136","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Muell. Arg.","A.S. de S. Pereira",NA,"G. Hatschbach",NA,"Brasil",NA,"Árvore típica do cerrado; flor creme; coordenadas geográficas do município.","PEUFR000136",NA,NA,"1960","09","07","Paraná","Fazenda do Tigre","-49.826667","-24.158056",NA,NA,"Arapoti",NA,NA,"49º49'36W","24º09'29S","2019",NA,NA,"04","29",NA,NA
"70","2019-11-19 14:04:34-03","UFRPE","PEUFR","39855","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Muell. Arg.","A.S. de S. Pereira",NA,"L.P. de Queiroz; N.S. Nascimento",NA,"Brasil",NA,"Árvore de cercade 5m; planta comum; copada; latescente, látex branco, leitoso; folhas menbranáceas; flores com cálice verde e corola branca; coordenadas geográficas do município.","PEUFR039855",NA,"3628","1993","10","28","Bahia","Na estrada para Maniaçu; cerca de 3km N de Caetité","-42.474722","-14.069444",NA,NA,"Caetité",NA,NA,"42º28'29W","14º04'10S","2019",NA,NA,"04","29",NA,NA
"71","2019-11-19 14:04:34-03","UFRPE","PEUFR","1746","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Muell. Arg.","L. B. Smith",NA,"G. Hatschabach",NA,"Brasil",NA,"árvore, lacticifera, flor creme da mata","PEUFR001746",NA,NA,"1961","09","12","Parana",NA,"-49.261100769043","-24.823600769043",NA,NA,"Cerro Azul","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2014-10-14 15:56:35-03","BS","M","M-0183527","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.",NA,"NOTATYPE","Pohl, J.B.E.",NA,"Brasil",NA,NA,"M0183527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"73","2013-04-01 09:15:02-03","IPT","BCTW","4208","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"74","2013-04-01 09:15:02-03","IPT","BCTW","2185","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.","IPT",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"75","2013-04-01 09:15:02-03","IPT","BCTW","2186","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.","IPT",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"76","2020-12-21 16:12:21-03","MBM","MBM","15751","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Markgraf, F.",NA,"Hatschbach, G.","Southern America","Brazil",NA,"Arvoreta 5m, laticífera, secundária.","MBM015751","MBM015751","25080","1970","10","22","Mato Grosso","Rod. BR-267, Entroncamento",NA,NA,NA,NA,"Rio Brilhante",NA,NA,NA,NA,"1972",NA,NA,"01",NA,NA,NA
"77","2020-12-21 16:12:21-03","MBM","MBM","77877","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Hatschbach, G.",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,"MBM077877","MBM077877","45258","1982","09","03","Paraná","Mergulhão","-48.7118988037109","-25.4286003112793",NA,NA,"Antonina","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:12:21-03","MBM","MBM","36357","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, A.C.D.",NA,"Hatschbach, G.","Southern America","Brazil",NA,"Árvore, flor creme.; Cerrado.","MBM036357","MBM036357","7208","1960","09","07","Paraná","Fazenda do Tigre","-49.8266983032227","-24.1578006744385",NA,NA,"Arapoti","41852","auto",NA,NA,"2018",NA,NA,"11",NA,NA,NA
"79","2020-12-21 16:12:21-03","MBM","MBM","36347","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Smith, L.B.",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,"MBM036347","MBM036347","36347","1961","09","12","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"Cerro Azul","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:12:21-03","MBM","MBM","36049","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Markgraf, F.",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,"MBM036049","MBM036049","12469","1965","03","10","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"Cerro Azul","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:12:21-03","MBM","MBM","10336","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Hatschbach, G.",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,"MBM010336","MBM010336","18267","1968","08","11","Paraná","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"Guaraqueçaba","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:12:21-03","MBM","MBM","52801","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Markgraf, F.",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,"MBM052801","MBM052801","39240","1976","11","18","Paraná","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"Guaraqueçaba","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:12:21-03","MBM","MBM","10350","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Markgraf, F.",NA,"Hatschbach, G.","Southern America","Brazil",NA,"Árvore 8m, lacticífera, flor creme.; Cerrado invadido pela mata.","MBM010350","MBM010350","20005","1968","10","11","Paraná","Fazenda das Almas","-49.7057991027832","-24.2511005401611",NA,NA,"Jaguariaíva","44368","auto",NA,NA,"1971",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:12:21-03","MBM","MBM","133082","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Hatschbach, G.",NA,"Cervi, A.C.","Southern America","Brazil",NA,NA,"MBM133082","MBM133082","2957","1989","11","01","Paraná","Jaguariaíva, arredores","-49.7057991027832","-24.2511005401611",NA,NA,"Jaguariaíva","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:12:21-03","MBM","MBM","266045","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, A.C.D.",NA,"Linsingen, L. von","Southern America","Brazil",NA,"Árvore com aproximadamente 3m de altura.; Entre afloramento de arenito, próximo a cachoeira.","MBM266045","MBM266045","108","1999","09","10","Paraná","Parque Estadual do Cerrado, Coletada na margem do rio Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"Jaguariaíva","44368","auto",NA,NA,"2018",NA,NA,"11",NA,NA,NA
"86","2020-12-21 16:12:21-03","MBM","MBM","36348","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Markgraf, F.",NA,"Klein, R.M.","Southern America","Brazil",NA,NA,"MBM036348","MBM036348","203","1950","03","10","Santa Catarina","Mata do Hoffmann","-48.9174995422363","-27.0981006622314",NA,NA,"Brusque","19684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:31:40-03","UFMG","BHCB","83699","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.",NA,NA,"Hatschbach, G","Southern America","Brasil",NA,"Pequena árvore.; Cerrado.","BHCB053211",NA,"7208",NA,NA,NA,"Paraná",NA,"-49.8266983032227","-24.1578006744385",NA,NA,"Arapoti","41852","auto",NA,NA,"2019",NA,NA,"11",NA,NA,NA
"88","2020-12-11 11:31:42-03","UFMG","BHCB","135736","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll.Arg.",NA,NA,"Moreira, NC; Moreira, BC","Southern America","Brasil",NA,"Arbórea, ca 3,5m de altura. Flores verdes, aroma doce.; Beira da estrada.",NA,NA,"96","2009","09","08","Minas Gerais","Fazenda São José","-44.049167","-19.8175","855","855","Ribeirão das Neves",NA,NA,"-44.049167","-19.8175",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:31:42-03","UFMG","BHCB","59368","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll.Arg.",NA,NA,"Ivanauskas, NM","Southern America","Brasil",NA,"Árvore de 8m. Látex branco, leitoso. Flores brancas.; Mata Atlântica.",NA,NA,"550","1995","12","12","São Paulo","Estação Experimental do IAC","-47.885","-24.608333",NA,NA,"Pariquera-Açu",NA,NA,"-47.885","-24.608333",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:31:42-03","UFMG","BHCB","2144","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll.Arg.",NA,NA,"Sem coletor","Southern America","Brasil",NA,"Árvore.",NA,NA,"s.n.","1957",NA,NA,"Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:31:42-03","UFMG","BHCB","12766","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll.Arg.",NA,NA,"Tameirão Neto, E","Southern America","Brasil",NA,"Arbóreo, terrestre.",NA,NA,"s.n.","1981","09","26","Minas Gerais","Campus da UFMG","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-04-01 17:01:19-03","UFMG","BHCB","12850","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll.Arg.",NA,NA,"Tameirão Neto, E; Fernandes, GWA","Southern America","Brasil",NA,NA,NA,NA,"33","1981","06","13","Minas Gerais","Campus da UFMG","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:31:42-03","UFMG","BHCB","55258","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll.Arg.",NA,NA,"Barreto, HLM","Southern America","Brasil",NA,"Árvore 4m. Flor amarelada.; Restos de mata.",NA,NA,"8800","1937","09","12","Minas Gerais","Carlos Prates.","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:31:42-03","UFMG","BHCB","55274","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll.Arg.",NA,NA,"Barreto, HLM","Southern America","Brasil",NA,"Árvore 4m, flor amarelada.; Restos de mata.",NA,NA,"9222","1937","10","10","Minas Gerais","Flavio dos Santos.","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-11 17:17:51-03","UFPR","UPCB","3377","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, A.C.D.",NA,"Hatschbach, G.",NA,"Brasil",NA,"Árvore lacticífera, flor creme. Mata..","UPCB0033472","UPCB0033472","8253","1961","09","12","Paraná",NA,"-49.261100769043","-24.823600769043",NA,NA,"Cerro Azul","32006","auto",NA,NA,"2017",NA,NA,"06",NA,NA,NA
"96","2021-02-11 17:17:51-03","UFPR","UPCB","18964","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, A.C.D.",NA,"Cervi, A.C.",NA,"Brasil",NA,"Árvore de 5 a 6m de altura. Flores alvecentes. Campo cerrado..","UPCB0033470","UPCB0033470","2957","1989","11","01","Paraná","Arredores de Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"Jaguariaíva","44368","auto",NA,NA,"2017",NA,NA,"06",NA,NA,NA
