"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"517","2020-11-04 11:10:50-03","ESALQ","ESA","67809","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"Rizzo, J.A.","6736.0",NA,"Brasil",NA,NA,NA,"ESA067809",NA,NA,"1970","04","02","Goiás","Goiânia","-49.2538986206055","-16.6786003112793",NA,NA,"25250","auto","2000",NA,NA,"03","23",NA,NA,NA,NA,NA
"518","2020-11-04 11:10:50-03","ESALQ","ESA","67119","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"Souza, V.C. et al.","24578.0",NA,"Brasil",NA,NA,NA,"ESA067119",NA,NA,"2000","07","29","Goiás","Iaciara","-46.6316986083984","-14.0958003997803",NA,NA,"39086","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2020-11-04 11:10:50-03","ESALQ","ESA","3309","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"Silvia et al.","457.0",NA,"Brasil",NA,NA,NA,"ESA003309","ESA003309",NA,"1985","03","13","Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,"19250","auto","1985",NA,NA,"05","06",NA,NA,NA,NA,NA
"520","2020-11-04 11:10:50-03","ESALQ","ESA","96406","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Bertoncini, A.P. ; Bertoncini, M.P.","1095.0",NA,"Brasil",NA,NA,NA,"ESA096406","ESA096406","Romão, G.O.","1999","12","08","São Paulo","Avaí","-49.3300018310547","-22.1399993896484",NA,NA,"23140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2020-11-04 11:10:50-03","ESALQ","ESA","1302","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"Maranhão, M.",NA,NA,"Brasil",NA,NA,NA,"ESA001302","ESA001302",NA,"1914","01","01","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","1999",NA,NA,"01","01",NA,NA,NA,NA,NA
"522","2020-11-04 11:10:50-03","ESALQ","ESA","74168","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","25917.0",NA,"Brasil","Estrada entre Pindaí e Guanambi, ca. 10 km de Pindaí. Caatinga com lagoa temporária.",NA,"Erva, ca. 50 cm alt.; flores amarelas.","ESA074168","ESA074168",NA,"2001","07","14","Bahia","Pindaí","-42.687198638916","-14.4925003051758",NA,NA,"22802","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","2021-01-14 15:30:19-03","MN","R","106935","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Atala, F.","23",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1958","04","03","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"524","2021-01-14 15:30:19-03","MN","R","106956","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Atala, F.","34",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1958","04","04","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"525","2021-01-14 15:30:19-03","MN","R","108776","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Mello Filho, L.E.","1776",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1959","08","09","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","31",NA,NA,NA,NA,NA
"526","2021-01-14 15:30:19-03","MN","R","124048","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Prance, G.T.; Steward, J.R.; Ramos, J.F. & Farias, L.G.","9516",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1969","01","31","Roraima",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","31",NA,NA,NA,NA,NA
"527","2021-01-14 15:30:19-03","MN","R","139154","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Irwin, H.S.; Fonsêca, S.F.; Souza, R; Santos, R.R. & Ramos, J.","26792",NA,"Brasil",NA,NA,NA,NA,NA,"Irwin, H.S. & Barneby, R.C.","1970","03","03","Minas Gerais",NA,NA,NA,"525","525",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2021-01-14 15:30:19-03","MN","R","139155","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Irwin, H.S.; Grear Jr., J.W.; Souza, R. & Santos, R.R.","15641",NA,"Brasil",NA,NA,NA,NA,NA,"Irwin, H.S. & Barneby, R.C.","1966","05","06","Distrito Federal",NA,NA,NA,"975","975",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2021-01-14 15:30:19-03","MN","R","139156","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Irwin, H.S.; Irwin, H.S.; Maxwell, H. & Wasshausen, D.C.","21780",NA,"Brasil",NA,NA,NA,NA,NA,"Irwin, H.S. & Barneby, R.C.","1968","03","24","Goiás",NA,NA,NA,"600","600",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2021-01-14 15:30:19-03","MN","R","139157","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Anderson, W.R.; Stieber, M.T. & Kirkbride Jr., J.H.","36925",NA,"Brasil",NA,NA,NA,NA,NA,"Irwin, H.S. & Barneby, R.C.","1972","03","14","Bahia",NA,NA,NA,"535","535",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2021-01-14 15:30:19-03","MN","R","139158","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Irwin, H.S.; Harley, R.M. & Smith, G.L.","31297",NA,"Brasil",NA,NA,NA,NA,NA,"Irwin, H.S. & Barneby, R.C.","1971","03","02","Bahia",NA,NA,NA,"500","500",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2021-01-14 15:30:19-03","MN","R","171544","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Mello Filho, L.E.","5153",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1986","05",NA,"Pernambuco",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"533","2021-01-14 15:30:19-03","MN","R","187685","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Alves, R.J.V.; Becker, J.","4607",NA,"Brasil",NA,NA,NA,NA,NA,"Alves, R.J.V.","1994","12","11","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"1996",NA,NA,"02","23",NA,NA,NA,NA,NA
"534","2021-01-14 15:30:19-03","MN","R","187830","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Angeloni, F.; Fonseca Neto, P.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,"Alves, R.J.V.","1994","09","13","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"1996",NA,NA,"02","23",NA,NA,NA,NA,NA
"535","2021-01-14 15:30:19-03","MN","R","64647","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Sampaio, A.J.","4321",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1926","04",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"536","2021-01-14 15:30:19-03","MN","R","65578","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Löfgren, J.A.C.","s.n.",NA,"Brasil",NA,NA,"Inspectoria de Obras Contras As Secas.",NA,NA,"Bortoluzzi, R.L.C.","1912","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"537","2021-01-14 15:30:19-03","MN","R","65600","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Sampaio, A.J.","5",NA,"Brasil",NA,NA,"Herv. A.J. de Sampaio.",NA,NA,"Bortoluzzi, R.L.C.","1905","02",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"538","2021-01-14 15:30:19-03","MN","R","65757","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Sampaio, A.J.","6949",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1934","02",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"539","2021-01-14 15:30:19-03","MN","R","65799","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Vidal, J.","136",NA,"Brasil",NA,NA,"Herbario J. Vidal.",NA,NA,"Bortoluzzi, R.L.C.","1927","02",NA,"Rio de Janeiro",NA,NA,NA,"595","595",NA,NA,"2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"540","2021-01-14 15:30:19-03","MN","R","65910","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Müller, F.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","2021-01-14 15:30:19-03","MN","R","69510","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Santos, N.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.",NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"542","2021-01-14 15:30:19-03","MN","R","65693","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Andrade, H.R.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1930","05",NA,"Ceará","Sobral","-40.3497009277344","-3.68611001968384",NA,NA,"84289","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"543","2021-01-14 15:30:19-03","MN","R","171530","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Silva, T.S.","s.n.",NA,"Brasil",NA,NA,"Amostra nº 23.",NA,NA,"Bortoluzzi, R.L.C.","1981","04","14","Goiás","Goianira","-49.426399230957","-16.4960994720459",NA,NA,"19902","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"544","2021-01-14 15:30:19-03","MN","R","65805","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Rangel, A.L.; Schwacke, C.A.W.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.",NA,NA,NA,"Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,"161190","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"545","2021-01-14 15:30:19-03","MN","R","29206","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1935","03",NA,"Minas Gerais","Lassance.","-44.5774993896484","-17.8866996765137",NA,NA,"55983","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"546","2021-01-14 15:30:19-03","MN","R","130700","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Williams, L.O.","5603",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1945","02",NA,"Minas Gerais","Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,"29211","auto","2003",NA,NA,"01","31",NA,NA,NA,NA,NA
"547","2021-01-14 15:30:19-03","MN","R","33003","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Mello Barreto, H.L.","5928",NA,"Brasil",NA,NA,"Jardim Botânico de Belo Horizonte 3722.",NA,NA,"Bortoluzzi, R.L.C.","1933","02","26","Minas Gerais","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,"19939","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"548","2021-01-14 15:30:19-03","MN","R","130699","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Irwin, H.S.","2146",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1958","11","25","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto","2003",NA,NA,"01","31",NA,NA,NA,NA,NA
"549","2021-01-14 15:30:19-03","MN","R","130697","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Pires, J.M.","8198",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1963","01",NA,"Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"48462","auto","2003",NA,NA,"01","31",NA,NA,NA,NA,NA
"550","2021-01-14 15:30:19-03","MN","R","65901","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Dusén, P.K.H.","3562",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1904","02","10","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"551","2021-01-14 15:30:19-03","MN","R","138807","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Segadas-Vianna, F.","4001",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1951","02",NA,"Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"25964","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"552","2021-01-14 15:30:19-03","MN","R","231303","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Figueiredo, D.","8",NA,"Brasil",NA,NA,NA,"R010032580",NA,NA,NA,NA,NA,"Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2021-01-14 15:30:19-03","MN","R","231305","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Figueiredo, D.","29",NA,"Brasil",NA,NA,NA,"R010032582,R010032583",NA,NA,NA,NA,NA,"Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2021-01-14 15:30:19-03","MN","R","66081","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Sampaio, A.J.","55",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1922","06","23","Rio de Janeiro","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"555","2021-01-14 15:30:19-03","MN","R","64819","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Sampaio, A.J.","8830",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1942","02",NA,"Rio de Janeiro","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"556","2021-01-14 15:30:19-03","MN","R","66296","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Sampaio, A.J.","8787",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1940","03",NA,"Rio de Janeiro","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"557","2021-01-14 15:30:19-03","MN","R","66302","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Sampaio, A.J.","8805",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1940","04",NA,"Rio de Janeiro","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"558","2021-01-14 15:30:19-03","MN","R","65949","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Sampaio, A.J.","7912",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1939","02",NA,"Rio de Janeiro","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"559","2021-01-14 15:30:19-03","MN","R","130827","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Lutz, B.M.J.","1457",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1938","10","21","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"560","2021-01-14 15:30:19-03","MN","R","65974","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Mello Mattos, A.M.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1922","01",NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2003",NA,NA,"01","31",NA,NA,NA,NA,NA
"561","2021-01-14 15:30:19-03","MN","R","65963","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Sampaio, A.J.","4",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1904","04",NA,"Rio de Janeiro","São João da Barra","-41.0511016845703","-21.6403007507324",NA,NA,"31235","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"562","2021-01-14 15:30:19-03","MN","R","109842","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Castellanos, A.","22945",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1960","07","23","Rio Grande do Norte","João Câmara","-35.8196983337402","-5.53749990463257",NA,NA,"28560","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"563","2021-01-14 15:30:19-03","MN","R","108669","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Mello Filho, L.E.","1692",NA,"Brasil",NA,NA,NA,NA,NA,"Bortoluzzi, R.L.C.","1959","08","03","Rio Grande do Norte","São José de Mipibú","-35.2378005981445","-6.07471990585327",NA,NA,"18927","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"564","2021-01-14 15:30:19-03","MN","R","64814","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S. Irwin & Barneby",NA,"Lima, J.S.","93",NA,"Brasil","Santo Antônio do Imbé",NA,NA,NA,NA,"Bortoluzzi, R.L.C.",NA,NA,NA,"Rio de Janeiro","Santa Maria Madalena","-42.0080986022949","-21.9552993774414",NA,NA,"30526","auto","2003",NA,NA,"01","30",NA,NA,NA,NA,NA
"565","2021-04-02 02:00:13-03","UFPI","TEPB","591","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","tora",NA,"Cassia tora","Linn.",NA,"Alunos de Taxonomia da FUFPI",NA,NA,"Brasil","Lagoa do Portinho",NA,"Erva, Flor amarela Ambiente: Restinga <ll>dwc_commonname:</ll> Mata Pasto",NA,NA,"FERNANDES, A.","1979","11","04","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,"25571","auto","1979",NA,NA,"12","04",NA,NA,NA,NA,NA
"566","2021-04-02 02:00:13-03","UFPI","TEPB","409","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","tora",NA,"Cassia tora","L.",NA,"FREIRE, F. M. T.",NA,NA,"Brasil","Chinelo",NA,"Arbusto, flor amarela Ambiente: Caatinga <ll>dwc_commonname:</ll> Matapasto",NA,NA,"FERNANDES, A.","1979","04","07","Piauí","São Raimundo Nonato","-42.6994018554688","-9.01527976989746",NA,NA,"45407","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2020-06-12 12:03:39-03","UFPI","TEPB","289","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","tora",NA,"Cassia tora","Linn.",NA,"Alunos de Taxonomia da FUFPI",NA,NA,"Brasil","Campus da Ininga",NA,"Flor amarela Ambiente: Campo sujo <ll>dwc_commonname:</ll> Mata Pasto",NA,NA,NA,"1979","10","19","Piauí","Teresina","-42.8018989562988","-5.08916997909546",NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2021-04-06 14:38:33-03","UFPI","TEPB","1477","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","tora",NA,"Cassia tora","Linn.",NA,"Alunos de Sistemática Vegetal da UFPI",NA,NA,"Brasil","Campus da Socopo",NA,"Subarbusto, Flor amarela Ambiente: Capoeira <ll>dwc_commonname:</ll> Mata Pasto",NA,NA,"A. J. CASTRO","1981","03","30","Piauí","Teresina","-42.8018989562988","-5.08916997909546",NA,NA,"56344","auto","1981",NA,NA,"04","14",NA,NA,NA,NA,NA
"569","2020-06-12 12:03:39-03","UFPI","TEPB","5438","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","tora",NA,"Cassia tora","L.",NA,"Emanuel Sérvio Jr.",NA,NA,"Brasil","Capus Ininga",NA,"Subarbusto, Flor amarela, fruto marrom Ambiente: Capoeira <ll>dwc_commonname:</ll> Mata Pasto",NA,NA,"Emanoel Sérgio JR","1987","04","15","Piauí","Teresina","-42.8018989562988","-5.08916997909546",NA,NA,"56344","auto","1987",NA,NA,"04","15",NA,NA,NA,NA,NA
"570","2020-06-12 12:03:39-03","UFPI","TEPB","2732","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","tora",NA,"Cassia tora","L.",NA,"Alunos de Taxonomia da FUFPI",NA,NA,"Brasil","Colégio Agrícola",NA,"Arbusto, flor amarela Ambiente: Capoeira <ll>dwc_commonname:</ll> Mata Pasto",NA,NA,NA,"1982","05","19","Piauí","Teresina","-42.8018989562988","-5.08916997909546",NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","2020-06-12 12:03:39-03","UFPI","TEPB","9019","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","tora",NA,"Cassia tora","L.",NA,"L. B. Texeira",NA,NA,"Brasil","Parque Zoobotânico",NA,"Arbusto, flor amarela Ambiente: Mata secundária <ll>dwc_commonname:</ll> Mata pasto",NA,NA,NA,"1996","04","30","Piauí","Teresina","-42.8018989562988","-5.08916997909546","239","239","56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
