"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","yearIdentified","monthIdentified","dayIdentified","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","1172991","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","multinervium","Paspalum multinervium","A.G.Burm.","T. de S. Filgueiras","G. T. Prance","9901","1969","02","14","South America","Brazil","Roraima",NA,"Serra dos Surucucus; savanna on large plateau.","-63.55","2.7","1800","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401936' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172991","NY01172991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:54:00-03","EAO","IAN","62633","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & M.N.C.Bastos",NA,"Chase, A","10844","1930","02","07","Southern America","Brasil","Mato Grosso","Campo Grande",NA,NA,NA,NA,NA,NA,NA,"IAN062633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:54:00-03","EAO","IAN","65123","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & M.N.C.Bastos",NA,"Chase, A","10844","1930","02","10","Southern America","Brasil","Mato Grosso do Sul","Campo Grande","Campo Grande.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"IAN065123",NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:19:16-03","NBC","NL-BOTANY","L.1300873","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & M.Bastos",NA,"Hatschbach GG",NA,"1962","02","03","Southern America","Brazil",NA,NA,"Parana, Mun. Campo Mourão, Estr.do Aeroporto.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1300873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1300873","NL-L1300873",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:19:28-03","NBC","NL-BOTANY","L.3877113","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Paspalum","multinervium","Paspalum multinervium","A.G.Burm.",NA,"Villiers JF; Sarthou C",NA,"1998","05","06","Southern America","French Guiana",NA,NA,"Lieu de récolte: Inselberg Trinité.","-53.35","4.583333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3877113 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3877113","NL-L3877113",NA,NA,"Magnoliopsidae","-53.35","4.583333",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:20:32-03","NBC","NL-BOTANY","U.1521903","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Thrasya","reticulata","Thrasya reticulata","Swallen","Judziewicz EJ","Hoock JML",NA,"1957","03","05","Southern America","French Guiana",NA,NA,"Saut Maripa, Bassin de l'Oyapock",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521903","NL-U1521903",NA,NA,"Magnoliopsidae",NA,NA,"U 0148297",NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:20:32-03","NBC","NL-BOTANY","U.1521904","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Thrasya","reticulata","Thrasya reticulata","Swallen","Judziewicz EJ","Hoock JML",NA,"1955","07","06","Southern America","French Guiana",NA,NA,"Route Cayenne - Rochambeau, Région de Cayenne",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521904 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521904","NL-U1521904",NA,NA,"Magnoliopsidae",NA,NA,"U 0148296",NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:20:32-03","NBC","NL-BOTANY","U.1521905","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Thrasya","reticulata","Thrasya reticulata","Swallen","Judziewicz EJ","Hoock JML",NA,"1955","08","30","Southern America","French Guiana",NA,NA,"Route Cayenne - Rochambeau, Région de Cayenne",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521905 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521905","NL-U1521905",NA,NA,"Magnoliopsidae",NA,NA,"U 0148295",NA,NA,NA,NA,NA,NA
"19","2021-01-27 14:32:56-03","UFSM","SMDB","14671","S","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos",NA,"Rua, GH; et al.","724","2006","01","24",NA,"Brasil","Distrito Federal","Brasília","DF- 025, cerca de 300m SW da barragem do Paranoá.","-47.788611","-15.801111","1060","1060",NA,"relevo: ondulado, substrato: laterita, Frequência: raro, hábito: cespitoso laxo. Participante: Gabriel Hugo Rua. Patrocinadores: EMBRAPA - CENARGEN; cerrado antropizado,","SMDB014671",NA,NA,NA,NA,"-47.788611","-15.801111",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:40:45-03","MBM","MBM","24865","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Doell) A.G. Burm. & C.N. Bastos","Swallen, J.R.","Hatschbach, G.","9877",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Lajeado Cinco Reis","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM024865","MBM024865","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:40:45-03","MBM","MBM","24867","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Doell) A.G. Burm. & C.N. Bastos","Swallen, J.R.","Hatschbach, G.","8813",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Mourão","Estrada do Aeroporto","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"MBM024867","MBM024867","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-03-08 14:22:12-03","MNHN","RECOLNAT_MNHN_P","P00916525","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","multinervium","Paspalum multinervium","A.G.Burm.","Sarthou","Sarthou, C.",NA,"1988","5","15",NA,"guyane",NA,NA,NA,"-52.7","4.05",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00916525' target='other'> <mi>dwc_moreinfo</mi></a>","P00916525",NA,NA,NA,NA,NA,NA,NA,"293",NA,NA,NA,NA,NA
"23","2020-12-11 11:45:15-03","UFMG","BHCB","115253","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Viana, PL; Silva, LVC; Garcia, LC; Mota, NFO; Maciel, GM; Silva, DF","3337","2007","12","06","Southern America","Brasil","Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11D.","-50.349167","-6.396944","666","666",NA,NA,"BHCB021538",NA,NA,NA,NA,"-50.349167","-6.396944",NA,NA,"2009","08",NA,NA,NA
"24","2020-12-11 11:45:15-03","UFMG","BHCB","115287","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Viana, PL; Silva, LVC; Garcia, LC; Mota, NFO; Maciel, GM; Silva, DF","3371","2007","12","07","Southern America","Brasil","Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11D.","-50.349167","-6.388056","666","666",NA,NA,"BHCB021537",NA,NA,NA,NA,"-50.349167","-6.388056",NA,NA,"2009","08",NA,NA,NA
"25","2020-12-11 11:45:15-03","UFMG","BHCB","131167","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Silva, LVC; Sobral, M; Troncoso, C; Garcia, L; Maciel, GM","726","2008","10","10","Southern America","Brasil","Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11D.","-50.3425","-6.4025","753","753",NA,"Mata baixa.","BHCB021539",NA,NA,NA,NA,"-50.3425","-6.4025",NA,NA,"2009","10",NA,NA,NA
"26","2020-12-11 11:45:15-03","UFMG","BHCB","131169","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Silva, LVC; Sobral, M; Troncoso, C; Garcia, L; Maciel, GM","728","2008","10","10","Southern America","Brasil","Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11D.","-50.3425","-6.4025","753","753",NA,"Mata baixa.","BHCB021540",NA,NA,NA,NA,"-50.3425","-6.4025",NA,NA,"2009",NA,NA,NA,NA
"27","2020-12-11 11:45:15-03","UFMG","BHCB","131172","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Silva, LVC; Sobral, M; Troncoso, C; Garcia, L; Maciel, GM","731","2008","10","10","Southern America","Brasil","Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11D.","-50.339722","-6.349167","753","753",NA,"Mata baixa.","BHCB021541",NA,NA,NA,NA,"-50.339722","-6.349167",NA,NA,"2009","08",NA,NA,NA
"28","2020-12-11 11:45:15-03","UFMG","BHCB","133909","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Carmo, FF; Ribeiro, LC; Silva, ES","2721","2008","03","23","Southern America","Brasil","Minas Gerais","Moeda","Marinho da Serra, C2","-43.937528","-20.332361","1540","1540",NA,"coletado em fendas e depressões na rocha. Afloramento de canga",NA,NA,NA,NA,NA,"-43.937528","-20.332361",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:45:15-03","UFMG","BHCB","133969","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Carmo, FF","4973","2009","01","12","Southern America","Brasil","Minas Gerais","Moeda","Marinho da Serra, GR1","-43.958611","-20.33","1135","1135",NA,"coletado em brejo. Afloramento gnaisse",NA,NA,NA,NA,NA,"-43.958611","-20.33",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:45:15-03","UFMG","BHCB","135183","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Viana, PL; Marino, F; Giorni, VT; Silva, CR","4399","2009","10","07","Southern America","Brasil","Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11D.","-50.349167","-6.396667","650","650",NA,NA,"BHCB021543",NA,NA,NA,NA,"-50.349167","-6.396667",NA,NA,"2010","12",NA,NA,NA
"31","2020-12-11 11:45:15-03","UFMG","BHCB","142536","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Almeida, TE; Megale, ME; Arruda, AJ","2530","2010","09","02","Southern America","Brasil","Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11A.","-50.456944","-6.318889","781","781",NA,"Mata baixa.","BHCB021544",NA,NA,NA,NA,"-50.456944","-6.318889",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:45:15-03","UFMG","BHCB","133912","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Carmo, FF","2803","2008","04","01","Southern America","Brasil","Minas Gerais","Nova Lima","Parque Estadual do Rola-Moça., C 1","-44.033333","-20.066667","1450","1450",NA,"coletado em fendas e depressões na rocha. Afloramento de canga",NA,NA,NA,NA,NA,"-44.033333","-20.066667",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:45:15-03","UFMG","BHCB","144846","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Carmo, FF","5372","2011","01","30","Southern America","Brasil","Minas Gerais","Moeda","Marinho da Serra/GR1","-43.958611","-20.33","1135","1135",NA,"Coletado em afloramento de ganisse.","BHCB035280",NA,NA,NA,NA,"-43.958611","-20.33",NA,NA,"2011","04","23",NA,NA
"34","2020-12-11 11:45:15-03","UFMG","BHCB","133908","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G.Burm. & C.N.Bastos",NA,"Carmo, FF; Ribeiro, LC; Silva, ES","2692","2008","02","15","Southern America","Brasil","Minas Gerais","Iguarapé","Pico Itatiaiuçu., C2","-44.340972","-20.12","1361","1361",NA,"coletado em fendas e depressões na rocha. Afloramento de canga",NA,NA,NA,NA,NA,"-44.340972","-20.12",NA,NA,NA,NA,NA,NA,NA
"35","2013-03-02 14:38:00-03","MO","MOBOT","1724226","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","Denham","D. Philcox|J. Ramos|R. Souza","Philcox 3085","1967","11","16","South America","Brazil","Mato Grosso",NA,"SSE km 264, Xavantina-Cachimbo. Campo grassland","-51.76666","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2011-03-29 10:05:00-03","MO","MOBOT","100346563","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","Denham","Howard S. Irwin","Irwin 34469","1972","1","17","South America","Brazil","Goiás",NA,"Cerrado. Cerrado with sandstone outcrops and adjacent campo sujo, Serra dos Pireneus, ca. 23 km E of Pirenópolis.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2018-06-20 10:04:00-03","MO","MOBOT","101051239","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","Gerrit Davidse (MO)","Michel Hoff|Georges Cremers","Hoff 5604","1989","5","26","South America","French Guiana",NA,NA,"Savane Mamaribo - R.N. 1. - Région littorale. 1 km à l'Est, sur la R.N. 1.","-53.3666667","5.5166667","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2019-04-01 12:43:00-03","MO","MOBOT","101122841","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","Gerrit Davidse (MO)","Georges Cremers","Cremers 15277","1997","5","10","South America","French Guiana",NA,NA,"Savane Roche de Virginie-Bassin de l'Approuague.","-52.15","4.1833333","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","1073119","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","O. Morrone, 1999 (SI)","Elsa M. Zardini|S. Zavala","Zardini 44193","1996","1","17","South America","Paraguay","San Pedro",NA,"Yaguareté forest. (Sustainable Forest Systems Site). Cerrado scrub on red sandy soil (study site).","-56.07944","-23.80555","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1041",NA,NA,NA,"4",NA
"40","2011-03-08 12:53:00-03","MO","MOBOT","1375209","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","Denham","Georges Cremers","Cremers 12348","1991","4","21","South America","Guyana",NA,NA,"Savane Roche du Quatorze Juillet-Bassin du Bas-Oyapock. Lisière de savane roche",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2009-06-24 20:49:00-03","MO","MOBOT","1724214","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","Denham","Jason R. Swallen","Swallen 3694","1934","3","1","South America","Brazil","Maranhão",NA,"Barra Do Corda to Grajahu. In water of stream through chapada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-07-05 10:48:00-03","MO","MOBOT","1724215","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","Denham","Jason R. Swallen","Swallen 3666","1934","3","1","South America","Brazil","Maranhão",NA,"Barra do Corda to Grajahu. Wet places along stream in chapada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1724218","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","G. Davidse, 1988 (MO)","F.H.F. Oldenburger","Oldenburger 230","1968","10","9","South America","Suriname","Sipaliwini",NA,"Sipaliwini savanna on Brazilian frontier. In valley along streaming water",NA,NA,"305.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2014-08-22 11:48:00-03","MO","MOBOT","1724222","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","G. Davidse, 1989 (MO)","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 9098","1980","2","24","South America","Brazil","Pará","Conceição do Araguaia","Conçeicão do Araguaia, outskirts of town along road 2 km west of town along PA-287.","-49.3","-8.25","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,"1",NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1724224","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","Denham","Howard S. Irwin","Irwin 16337","1966","5","31","South America","Brazil","Mato Grosso",NA,"Serra do Roncador. Gallery margin, ca. 86 km N of Xavantina",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-06-24 18:35:00-03","MO","MOBOT","1724227","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos","Denham","Agnes Chase","Chase 11677","1930","4","1","South America","Brazil","Goiás",NA,"Open cerrado 4 km NW of Rio dos Bois",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2011-12-22 05:00:00-02","MO","MOBOT","210777","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos",NA,"Teodoro Rojas","Rojas 6767","1934","3",NA,"South America","Paraguay","Amambay",NA,"Cerro Corá, Sierra de Amambay.","-56.08333","-22.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","233447","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cinerascens","Paspalum cinerascens","(Döll) A.G. Burm. & C.N. Bastos",NA,"Ghillean T. Prance|et al.","Prance 9901","1969","2","14","South America","Brazil","Roraima",NA,"Serra dos Surucucus. Savanna on large plateau",NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
