"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","class","relatedCatalogItem","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","sex"
"19","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246505","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.","Vanni RO","Arbo MM; et al.",NA,"1996","10","22","Southern America","Argentina","Corrientes",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246505 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246505","NL-U1246505",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0143602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246506","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Ibarrola TS",NA,NA,NA,NA,"Southern America","Uruguay",NA,"Localidad La Cruz costa rio Uruguay, San DC, San Martin.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246506","NL-U1246506",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246507","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Pedersen TM",NA,"1951","11","02","Southern America","Argentina",NA,"Estancia,,Santa Teresa' Dep. Mburucuyá. Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246507","NL-U1246507",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246508","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Rosengurtt B",NA,"1942","11","11","Southern America","Uruguay",NA,"Paysandú, Chapicuy, Orillas del río Uruguay, Sta. Sofía.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246508 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246508","NL-U1246508",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246644","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Hatschbach GG; Schinini A; Silva JM",NA,"1993","02","13","Southern America","Brazil",NA,"Rod. BR-262, 48 km O de Miranda, Mato Grosso do Sul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246644","NL-U1246644",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246645","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","13","Southern America","Brazil",NA,"Campo com baixa umida 17 km W de São Gabriel.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246645","NL-U1246645",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246646","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Irgang BE",NA,"1970","10","17","Southern America","Brazil",NA,"Brasil Seledade-RGS.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246646","NL-U1246646",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246647","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","03","Southern America","Brazil",NA,"Brasil campo E de Pantano Grande entre Butia e Arroio dos Ratos ca. 65 km W de Porto Alegre.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246647","NL-U1246647",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246648","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Lindeman JC; Haas JH de",NA,"1966","10","14","Southern America","Brazil",NA,"Brasiliae Australis. Est. Paraná, campo along road ca. 20 km E of Palmeira near Papagaios Velhos.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246648","NL-U1246648",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246649","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","03","Southern America","Brazil",NA,"Brasil no campo entre Sta. Maria E São Sepé.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246649","NL-U1246649",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246650","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Lindeman JC; Haas JH de",NA,"1966","09","25","Southern America","Brazil",NA,"Brasiliae Australis. Est. Paraná, burned over camp near Vila Velha.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246650","NL-U1246650",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:13:12-03","NBC","NL-BOTANY","WAG.1021751","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Aguilar RM",NA,"1946","09","18","Southern America","Argentina",NA,"Gob. CHaco Dep. Resistencia. Margarita Belén.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1021751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1021751","NL-WAG1021751",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:13:12-03","NBC","NL-BOTANY","WAG.1021752","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","asperifolia","Indigofera asperifolia","Bong.",NA,"Aguilar RM",NA,"1946","09","18","Southern America","Argentina",NA,"Gob. CHaco Dep. Resistencia. Margarita Belén.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1021752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1021752","NL-WAG1021752",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 10:55:48-03","ESALQ","ESA","137509","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Bong.","R.O. Vanni","H.A. Keller","11748.0","2013","10","31",NA,"Argentina","Misiones","Mariane",NA,NA,NA,NA,"ESA137509",NA,"Candelaria",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:09:33-03","ESALQ","ESA","12035","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Bong. ex Benth.","Lewis, G.P.","Souza, V.C. et al.","4343.0","1993","09","09",NA,"Brasil","São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA012035","ESA012035","Itararé",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:29:29-03","MN","R","127918","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Benth.",NA,"Schinini, A.","5285","1972","09","13",NA,"Argentina","Corrientes",NA,NA,NA,NA,"Plantas de Argentina",NA,NA,"Bella Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:29:29-03","MN","R","23136","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Benth.","Duré, R.","Malme, G.O.A.","209 a","1901","11","08",NA,"Brasil","Rio Grande do Sul","Rio Grande",NA,NA,NA,"Herb. Brasil. Regnell. Musei bot. Stockholm. Planta Itineris Regnelliani IIdi",NA,NA,"Quintão",NA,NA,NA,NA,NA,NA,"1989",NA,NA,"10","25",NA,NA,NA,NA,NA
"36","2021-01-14 15:29:29-03","MN","R","64319","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Benth.",NA,"Dusén, P.K.H.","2476","1903","12",NA,NA,"Brasil","Paraná",NA,NA,NA,NA,"Museu Nacional - Rio de Janeiro. Plantae Brasilienses e civitate Paraná reportatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:29:29-03","MN","R","64329","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Benth.","Duré, R.","Kuhlmann, J.G.","356","1914","09",NA,NA,"Brasil","Mato Grosso","Córrego dos Moreiras",NA,NA,NA,"Comissão de linhas telegraficas e estrategicas do Mato Grosso ao Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989",NA,NA,"10","25",NA,NA,NA,NA,NA
"38","2021-01-14 15:29:29-03","MN","R","23110","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","asperifolia","Indigofera asperifolia f.longipedunculata","Malme.",NA,"Malme, G.O.A.","638","1901","11","30",NA,"Brasil","Rio Grande do Sul",NA,"-51.1836013793945","-29.9178009033203",NA,"Herb. Brasil. Regnell. Musei bot. Stockholm. Planta Itineris Regnelliani IIdi",NA,NA,"Canoas",NA,NA,"f.longipedunculata",NA,NA,NA,NA,"8037","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:29:29-03","MN","R","135661","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Benth.","Duré, R.","Pabst, G.F.J.; Pereira, E.; Trinta, E.F.; Santos, E.A.A. & Flaster, B.","6503","1961","11","01",NA,"Brasil","Rio Grande do Sul","Serra do Herval","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,"Pinheiro Machado",NA,NA,NA,NA,NA,NA,"1989","70026","auto","10","25",NA,NA,NA,NA,NA
"40","2019-08-27 13:29:30-03","IAP","PACA-AGP","1369","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Bong. ex Benth.","Emrich-Rambo","Rambo, B.",NA,NA,NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,"Confirmado por R. Duré em 20.04.1988. Fenofase: flor","PACA001369",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"1954",NA,NA,"08","15",NA,NA,NA,NA,NA
"41","2020-12-21 16:37:25-03","IAP","PACA-AGP","66595","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Bong. ex Benth.","A. Burkart","Krapovickas, A.","20336","1971","11","02",NA,"Argentina",NA,"Província Corrientes, Mercedes",NA,NA,NA,"flores rojas.&nf;Confirmado por R. Duré em 20.04.1988.","PACA066595",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:29:30-03","IAP","PACA-AGP","4013","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Bong. ex Benth.","Emrich-Rambo","Rambo, B.",NA,"1941","01","14",NA,"Brasil","RS","p. Uruguaiana","-57.5546989440918","-30.2071990966797",NA,"Confirmado por R. Duré em 20.04.1988. Habitat: in campestribus siccis dumetosis Fenofase: flor","PACA004013",NA,"Barra do Quaraí",NA,NA,NA,NA,"Magnoliatae",NA,"1954","42332","auto","08","15",NA,NA,NA,NA,NA
"43","2019-08-27 13:29:30-03","IAP","PACA-AGP","1235","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Bong. ex Benth.","Emrich-Rambo","Rambo, B.",NA,"1935","09","08",NA,"Brasil","RS",NA,"-51.1836013793945","-29.9178009033203",NA,"Confirmado por R. Duré em 20.04.1988. Habitat: in campestribus siccis graminosis Fenofase: flor","PACA001235",NA,"Canoas",NA,NA,NA,NA,"Magnoliatae",NA,"1954","8037","auto","08","15",NA,NA,NA,NA,NA
"44","2019-08-27 13:29:30-03","IAP","PACA-AGP","34485","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Bong. ex Benth.","R. Duré","Ir. Augusto",NA,"1946","12","06",NA,"Brasil","RS",NA,"-54.7380981445312","-28.1485996246338",NA,"Habitat: in dumetosis humidis Fenofase: flor","PACA034485",NA,"Cerro Largo",NA,NA,NA,NA,"Magnoliatae",NA,"1988","13082","auto","04","20",NA,NA,NA,NA,NA
"45","2019-08-27 13:29:30-03","IAP","PACA-AGP","27026","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Indigofera","asperifolia","Indigofera asperifolia","Bong. ex Benth.","Emrich-Rambo","Rambo, B.",NA,"1944","10",NA,NA,"Brasil","RS","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,"Confirmado por R. Duré em 20.04.1988. Habitat: in campestribus siccis graminosis Fenofase: flor","PACA027026",NA,"Porto Alegre",NA,NA,NA,NA,"Magnoliatae",NA,"1954","29946","auto","08","15",NA,NA,NA,NA,NA
