"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"52","2019-11-21 14:40:08-03","UFJF","CESJ","27614","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg",NA,"D.Dedecca","s.n.","1947","05","28","América do Sul","Brasil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"árvore","CESJ027614",NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:40:08-03","UFJF","CESJ","27608","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg",NA,"H.F. Leitão Filho","1020","1970","05","08","América do Sul","Brasil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"árvore, 8m, flores brancas, floresce em maio","CESJ027608",NA,"Campinas","2012",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:40:08-03","UFJF","CESJ","27590","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg",NA,"H.M. de Souza","s.n.","1969","10","20","América do Sul","Brasil","São Paulo",NA,"-47.2099990844727","-23.0900001525879",NA,NA,NA,"arbusto, flores brancacentas","CESJ027590",NA,"Indaiatuba",NA,NA,NA,NA,NA,"17640","auto",NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:40:08-03","UFJF","CESJ","8884","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg",NA,"L. Krieger; U.C. Câmara","CESJ8884","1970","07","28","América do Sul","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"árvore pequena, frutos amarelos (em maturação), depois vermelhos","CESJ008884",NA,"Santa Rita do Jacutinga","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:40:08-03","UFJF","CESJ","30900","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg",NA,"R.G. Silveira; et al.","s.n.","1996","09","14","América do Sul","Brasil","Minas Gerais",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ030900",NA,"Rio Preto",NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:40:08-03","UFJF","CESJ","47140","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","M. Sobral","P.O. Garcia","s.n.","2005","08",NA,"América do Sul","Brasil","Minas Gerais","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Árvore, ca. 12 m, indivíduo 289 da parcela 12, no ambiente de borda, com flores brancas.","CESJ047140",NA,"Juiz de Fora","2019",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:40:08-03","UFJF","CESJ","26746","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","M. Sobral","E. Ribeiro","(07)","1992","08","01","América do Sul","Brasil","Minas Gerais","São Fco. do Prata, Fazenda Cachoeirinha","-43.937198638916","-21.8607997894287",NA,NA,NA,"Flores verde-claro quase brancas. Árvore pequena na borda da mata.&nf;V.Berg, Fl. Bras.. 14(1):311. 1857","CESJ026746",NA,"Olaria","1998",NA,NA,NA,NA,"15222","auto",NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:40:08-03","UFJF","CESJ","26758","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","M. Sobral","E. Ribeiro","(04)","1993","08","01","América do Sul","Brasil","Minas Gerais","São Fco. do Prata, Fazenda Cachoeirinha","-43.937198638916","-21.8607997894287",NA,NA,NA,"Flores verde-claro quase brancas. Árvore pequena na borda da mata.&nf;V.Berg, Fl. Bras.. 14(1):311. 1857","CESJ026758",NA,"Olaria","1998",NA,NA,NA,NA,"15222","auto",NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:40:08-03","UFJF","CESJ","43265","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","M. Sobral","C.N. Matozinhos; B.F.Mello; F.S. Souza","152","2004","11","13","América do Sul","Brasil","Minas Gerais","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arvoreta, ca. 3m alt., escandente, em campo rupestre.","CESJ043265",NA,"Rio Preto","2010","07",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA
"61","2021-04-07 11:46:29-03","UFMS","CGMS","23320","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"W.M. Ramos; A. L. B. Sartori","484","2007","04","30",NA,"Brasil","Mato Grosso do Sul","Acampamento Batista, Distrito de Piraputanga.","-55.4902777","-20.4608333",NA,NA,NA,NA,"CGMS1052727",NA,"Aquidauana",NA,NA,NA,"-55,4902777","-20,4608333",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:46:29-03","UFMS","CGMS","23322","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"W.M. Ramos; E. W. B. Bakarji","486","2007","06","23",NA,"Brasil","Mato Grosso do Sul","Acampamento Batista, Distrito de Piraputanga.","-55.4902777","-20.4608333",NA,NA,NA,"Botão floral verde. Habitat: Encrave entre cerrado e floresta estacional semidecidual. Morro Coração de Mãe. Habito: Arboreo","CGMS1052729",NA,"Aquidauana",NA,NA,NA,"-55,4902777","-20,4608333",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-07 11:46:29-03","UFMS","CGMS","23327","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"W.M. Ramos; A. L. B. Sartori","491","2007","05","20",NA,"Brasil","Mato Grosso do Sul","Acampamento Batista, Distrito de Piraputanga.","-55.4902777","-20.4608333",NA,NA,NA,NA,"CGMS1052734",NA,"Aquidauana",NA,NA,NA,"-55,4902777","-20,4608333",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:46:29-03","UFMS","CGMS","23326","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"W.M. Ramos; A. L. B. Sartori","490","2007","05","20",NA,"Brasil","Mato Grosso do Sul","Acampamento Batista, Distrito de Piraputanga.","-55.4902777","-20.4608333",NA,NA,NA,NA,"CGMS1052733",NA,"Aquidauana",NA,NA,NA,"-55,4902777","-20,4608333",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:46:29-03","UFMS","CGMS","23324","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"W.M. Ramos; A. L. B. Sartori","488","2007","08","27",NA,"Brasil","Mato Grosso do Sul","Acampamento Batista, Distrito de Piraputanga.","-55.4902777","-20.4608333",NA,NA,NA,"Fruto vermelho. Habitat: Encrave entre cerrado e floresta estacional semidecidual. Morro Coração de Mãe. Habito: Arboreo","CGMS1052731",NA,"Aquidauana",NA,NA,NA,"-55,4902777","-20,4608333",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:46:30-03","UFMS","CGMS","12459","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"U.M. Resende; S. Aragaki","2631","2001","08","05",NA,"Brasil","Mato Grosso do Sul","Reserva Legal da Usina (CASE).","-54.7578010559082","-17.5769004821777",NA,NA,NA,"Flor ausente. Fruto ausente. Estado de conservação bom, tronco liso. Habitat: Cerradão. Heliófito. Habito: Árvore.","CGMS1041841",NA,"Sonora","2020",NA,NA,NA,NA,"115152","auto",NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:36:15-03","UNICAMP","UEC","43603","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Mazine, FF","Irwin, HS; Fonseca, SF; Sousa, R; Reis dos Santos, R; Ramos, J","27318","1970","03","10",NA,"Brazil","Minas Gerais","Serra do Cabral, ca. 3 Km of Cantoni",NA,NA,"610","610",NA,"Tree ca. 6m x 20cm. Fruit green, becoming pinkish yellow and maturing black-violet; Gallery forest","UEC121268","UEC121268",NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:36:15-03","UNICAMP","UEC","11815","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","7734","1977","08","05",NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 503-A.",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:36:15-03","UNICAMP","UEC","11814","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","7825",NA,NA,NA,NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 100-F.",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:36:15-03","UNICAMP","UEC","11812","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","7735","1977","08","12",NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 596-A.",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:36:15-03","UNICAMP","UEC","11811","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","9261","1978","01","30",NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 773-A.",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:36:15-03","UNICAMP","UEC","11810","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","9928","1978","10","10",NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:36:15-03","UNICAMP","UEC","11809","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","7733","1977","08","05",NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 123-D",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:36:15-03","UNICAMP","UEC","11786","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","7823",NA,NA,NA,NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 101-A.",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:36:15-03","UNICAMP","UEC","11785","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","7824",NA,NA,NA,NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 124-D.",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:36:15-03","UNICAMP","UEC","11784","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","7820",NA,NA,NA,NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 232-B.",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:36:15-03","UNICAMP","UEC","11816","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Matthes, LAF","7821",NA,NA,NA,NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 227-B.",NA,NA,"Campinas","2008","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:36:15-03","UNICAMP","UEC","189023","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Silva, BG","71","2011","09","13",NA,"Brazil","São Paulo","Parque Estadual Carlos Botelho. 16º06#?#55#?##?#24º14#?#41#?#s7º47#?#18#?##?#48º07#?#17#?#w","-47.9900016784668","-23.8700008392334","800","800",NA,"Floresta Ombrófila Densa","UEC119320","UEC119320","São Miguel Arcanjo",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:36:15-03","UNICAMP","UEC","169231","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Santos, K","Santos, K; Belinello, R","646","1999","10","09",NA,"Brazil","São Paulo","Mata Furnas (Fragmento P2); área total: 13,2 ha., Floresta estacional semidecídual.","-47","-22.783333","658","658",NA,"Árvore perinifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 11 m; altura do fuste: 9 m; PAP: 65 cm . 01-25 % da copa infestada por lianas. Com frutos maduros alaranjados.","UEC063175","UEC063175","Campinas",NA,NA,NA,"-47","-22.783333",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:36:15-03","UNICAMP","UEC","169232","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Santos, K","Santos, K; Belinello, R","3141","2000","08","19",NA,"Brazil","São Paulo","Mata da Fazenda Capoeira Grande (Fragmento M1); área total: 19,9 ha., Floresta estacional semidecídual.","-46.9","-22.866667","885","885",NA,"Árvore perinifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 8 m; altura do fuste: 7 m; PAP: 46 cm . 76-100 % da copa infestada por lianas. Com frutos imaturos.","UEC063473","UEC063473","Campinas",NA,NA,NA,"-46.9","-22.866667",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:36:15-03","UNICAMP","UEC","169287","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Santos, K","Santos, K; Belinello, R","2029","2000","06","13",NA,"Brazil","São Paulo","Mata da Fazenda Santana do Atalaia (Fragmento M4); área total: 25,2 ha.","-46.883333","-22.8","733","733",NA,"Árvore perenifólia, zoocórica;&nf;Córtex rugoso, madeira moderadamente pesada.&nf;altura total: 8 m;&nf;altura do fuste: 7 m;&nf;PAP: 16 cm;&nf;; Floresta estacional semidecidua.","UEC063474","UEC063474","Campinas",NA,NA,NA,"-46.883333","-22.8",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:36:15-03","UNICAMP","UEC","169350","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Santos, K","Santos, K; Belinello, R","989","2000","01","25",NA,"Brazil","São Paulo","Mata Ribeirão Cachoeira (Área C2); área total: 244,9 ha.","-46.916667","-22.816667","653","653",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 9 m; altura do fuste: 8,5 m; PAP: 34 cm.&nf;01-25% da copa infestada por liana.; Floresta Estacional Semidecidual.","UEC063340","UEC063340","Campinas",NA,NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:36:15-03","UNICAMP","UEC","169352","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Santos, K","Santos, K; Belinello, R","2234","2000","06","16",NA,"Brazil","São Paulo","Mata Fazenda Santa Helena (Fragmento P1); área total 12,4 ha.","-46.9","-22.9","887","887",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 10 m; altura do fuste: 3 m; PAP: 38 cm.; Floresta Estacional Semidecidual.","UEC063337","UEC063337","Campinas",NA,NA,NA,"-46.9","-22.9",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:36:15-03","UNICAMP","UEC","169353","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Santos, K","Santos, K; Belinello, R","1598","2000","05","12",NA,"Brazil","São Paulo","Mata do Macucu (Fragmento G1); área total: 41,8 ha.","-46.933333","-22.783333","739","739",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 11 m; altura do fuste: 9 m; PAP: 27 cm.; Floresta Estacional Semidecidual.","UEC063339","UEC063339","Campinas",NA,NA,NA,"-46.933333","-22.783333",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:36:15-03","UNICAMP","UEC","169351","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Santos, K","Santos, K; Belinello, R","3894","2001","01","19",NA,"Brazil","São Paulo","Mata da Fazenda Malabar (Fragmento M3); área total: 20 ha.","-46.866667","-22.916667","717","717",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 11 m; altura do fuste: 8 m; PAP: 40 cm.&nf;51-75% da copa infestada por lianas.; Floresta Estacional semidecidual.","UEC063338","UEC063338","Itatiba",NA,NA,NA,"-46.866667","-22.916667",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:36:15-03","UNICAMP","UEC","169348","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Santos, K","Santos, K; Belinello, R","2688","2000","07","04",NA,"Brazil","São Paulo","Mata da Fazenda Malabar. Mata da Torre (Fragmento P4); área total: 12,5 ha.","-46.883333","-22.916667","808","808",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 7 m; altura do fuste: 5 m; PAP: 47 cm.&nf;26-50% da copa infestada por lianas.&nf;; Floresta Estacional semidecidual.","UEC063335","UEC063335","Itatiba",NA,NA,NA,"-46.883333","-22.916667",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:36:15-03","UNICAMP","UEC","169230","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Santos, K","Santos, K; Belinello, R","3198","2000","08","22",NA,"Brazil","São Paulo","Mata da Fazenda Malabar (Fragmento M2); área total: 21 ha., Floresta estacional semidecídual.","-46.85","-22.9","777","777",NA,"Árvore perinifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 14 m; altura do fuste: 4 m; PAP: 50 cm . 26-50 % da copa infestada por lianas.","UEC063471","UEC063471","Itatiba",NA,NA,NA,"-46.85","-22.9",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:36:15-03","UNICAMP","UEC","38650","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Trigo, JR","17110","1984","08","09",NA,"Brazil","Pará","Serra Norte, km 9 Trilha do Rio Itacaumas.",NA,NA,NA,NA,NA,"ARbusto ca. 2m, frutos vermelhos.",NA,NA,"Carajás","1997","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:36:15-03","UNICAMP","UEC","51137","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana parvifolia","Kiaersk.","Graziela","Vidal, WN; Vidal, MRR; Vieira, MF; Soares, MF","654","1986","03","14",NA,"Brazil","Rio de Janeiro","Restinga da Praia Grande","-42.166667","-22.95",NA,NA,NA,"Arbusto ca. 1,5m alt., flores branco-creme.",NA,NA,"Arraial do Cabo",NA,NA,NA,"-42.166667","-22.95",NA,NA,"parvifolia",NA,NA,NA,NA,NA
"90","2021-03-01 16:36:15-03","UNICAMP","UEC","32513","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Faria Júnior, JEQ","Heringer, EP","17455","1979","08","31",NA,"Brazil","Minas Gerais","Coleta feita entre Paracatu e João Pinheiro.","-46.874698638916","-17.2222003936768",NA,NA,NA,"Árvore de 5m de altura.; Mata tropical seca, semi-caducifolia, solos férteis oriundos de vizinhanças de afloramento calcáreo.",NA,NA,"Paracatu","2009","09",NA,NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA
"91","2021-03-01 16:36:15-03","UNICAMP","UEC","71479","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Faria Júnior, JEQ","Wanderley, MDGL; Kiyama, CY; Magenta, MAG; Porença, SL; Simão-Bianchini, R","2117","1995","04","18",NA,"Brazil","São Paulo","Rodovia Marechal Rondon, A 5 Km de Cabreúva.","-47.1300010681152","-23.2999992370605",NA,NA,NA,"Arbusto 4,0m de altura. Frutos imaturos verdes.; Campo sujo.",NA,NA,"Cabreúva","2009","09",NA,NA,NA,"16877","auto",NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:36:15-03","UNICAMP","UEC","111043","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Cielo-Filho, R","Cielo-Filho, R","11","1998","06","17",NA,"Brazil","São Paulo","Bosque dos Alemães, Floresta Estacional Semidecidual","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de aprox. 12m de altura, casca escamosa. Indivíduo 2846",NA,NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:36:15-03","UNICAMP","UEC","111042","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Cielo-Filho, R","Cielo-Filho, R; Santin, DA","59","1999","08","27",NA,"Brazil","São Paulo","Bosque dos Alemães, Floresta EStacional Semidecidual","-47.060001373291","-22.8999996185303",NA,NA,NA,"ÁRvore de ca. 12m alt., tronco com casca escamosa. Indivíduo 2846.",NA,NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:36:15-03","UNICAMP","UEC","11849","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana macrophylla","Kiaersk.",NA,"Matthes, LAF; Leitão Filho, HF","2582","1976","06","06",NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore 8-9m. Flores com pétalas brancas e cálice esverdeados, leve seríceo.",NA,NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto","macrophylla",NA,NA,NA,NA,NA
"95","2021-03-01 16:36:15-03","UNICAMP","UEC","11862","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Mathes, LAF","10080","1978","05","15",NA,"Brazil","São Paulo","Bosque dos Jequitibás, Nativo do interior do bosque","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore até 6m, frutos negros.",NA,NA,"Campinas","2004","02",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
