"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","order","typeStatus","continentOcean","preparationType","barcode","imagecode","stateProvince","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","fieldNumber","relatedCatalogItem"
"42","2019-11-21 14:52:23-03","UFJF","CESJ","66499","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","A. Salino","2010","08",NA,"V.A.O. Dittrich; A.M. Souza; D. Clivati","1646","2010","04","03","Brasil","Abaíra","Catolés de Cima, Trilha para o Pico do Barbado","-41.903889","-13.291111",NA,NA,"Terrícola em beira de trilha em campo rupestre",NA,NA,NA,"América do Sul",NA,"CESJ066499",NA,"Bahia","1715","1715",NA,"-41.903889","-13.291111",NA,NA
"43","2020-06-30 18:33:16-03","UFJF","CESJ","27311","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino",NA,NA,NA,"P.B. Pita","279","1994","03","12","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, À esquerda da ponte entre o Centro de Estudos e camping","-43.793098449707","-21.8425006866455","30417",NA,"Mata de Galeria. Terrestre. Estéril","auto",NA,NA,"América do Sul",NA,"CESJ027311",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-30 18:33:16-03","UFJF","CESJ","27185","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","JEZOliveira","1994","02","28","R.F. Novelino; J.E.Z. Oliveira; P.B. Pita","1036","1993","05","15","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, Debaixo da Ponte de Pedra, desconto para a cachoeira dos macacos, à esquerda do Rio de Salto (1200 m).","-43.793098449707","-21.8425006866455","30417",NA,"Mesófila e Heliófila. Abundante no parque. Saxícola. Ocorrendo agrupadas. Hábito herbácia.","auto",NA,NA,"América do Sul",NA,"CESJ027185",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"45","2020-06-30 18:33:16-03","UFJF","CESJ","27159","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino; JEZOliveira","1993","08","17","R.F. Novelino; J.E.Z. Oliveira; P.B. Pita","983","1993","05","01","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, No caminho do Centro de Estudos para o camping, à direita da ponte, junto ao córrego.","-43.793098449707","-21.8425006866455","30417",NA,"Saxícola. População. Na mata junto com Aráceas. Folha fértil já velha.","auto",NA,NA,"América do Sul",NA,"CESJ027159",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"46","2020-06-30 18:33:16-03","UFJF","CESJ","26042","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","JEZOliveira","1993","01","13","J.E.Z. Oliveira; D. Graçano","241","1992","10","21","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, No cume da mata de galeria, acima do Paraíso dos Elaphoglossum, sobre liquens, iniciando folha fértil. A duzentos e cinquento metros subindo a mata de galeria, partindo do trlho da Ponte de Pedra.","-43.793098449707","-21.8425006866455","30417",NA,NA,"auto",NA,NA,"América do Sul",NA,"CESJ026042",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"47","2020-06-30 18:33:16-03","UFJF","CESJ","26031","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","JEZOliveira","1992","12","18","J.E.Z. Oliveira; D. Graçano","230","1992","10","21","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, Paraíso das Cladônias","-43.793098449707","-21.8425006866455","30417",NA,"Sobre briófitas. Estéril. A duzentos metros subindo a mata de galeria, partindo do trilho da Ponte de Pedra.","auto",NA,NA,"América do Sul",NA,"CESJ026031",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"48","2020-06-30 18:33:16-03","UFJF","CESJ","26155","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino","1992","08","20","R.F. Novelino; M.C. Brügger; J.E.Z. Oliveira","836","1992","08","20","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, Próximo ao Centro de Estudos, junto ao córrego; na mata, terrestre, beira do caminho. 1390msm","-43.793098449707","-21.8425006866455","30417",NA,NA,"auto",NA,NA,"América do Sul",NA,"CESJ026155",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"49","2020-06-30 18:33:16-03","UFJF","CESJ","26030","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","JEZOliveira","1993","10","21","J.E.Z. Oliveira; D. Graçano","229","1992","10","21","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, Sobre rocha e camada humífera; perto da cachoeira, clareira. Na mata da ceca, a cerca de 200m, subindo na mata, partindo do trilho da Ponte de Pedra","-43.793098449707","-21.8425006866455","30417",NA,NA,"auto",NA,NA,"América do Sul",NA,"CESJ026030",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:52:23-03","UFJF","CESJ","47058","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","L.C.N. Melo","2011","05",NA,"P.L. Viana; N.F.O. Mota","2000","2006","02","26","Brasil","Rio Preto","Serra Negra, Região Burro de Ouro.","-43.8278007507324","-22.0891990661621","20815",NA,"Terrestre, em interior de mata nebular.","auto",NA,NA,"América do Sul",NA,"CESJ047058",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:52:23-03","UFJF","CESJ","26621","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino",NA,NA,NA,"A.P. Duarte; Bruno","13225","1950","09","18","Brasil",NA,"Serra do Cipó, Descida para o Morro do Pilar.",NA,NA,NA,NA,"Planta de formação em estado de desagregação bastante adiantado, associada a outras pteridófitas e musíneas.",NA,NA,NA,"América do Sul",NA,"CESJ026621",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 14:52:23-03","UFJF","CESJ","26623","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino",NA,NA,NA,"C.A.W. Schwacke","13899","1899","10","12","Brasil",NA,"Serra de Ouro Preto, In ter rup.alt. 1500m.",NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026623",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:52:23-03","UFJF","CESJ","26629","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino",NA,NA,NA,"L.B. Damazio","1187","1909","08","18","Brasil","Itacolumi","Ex.Herb.Damazio.",NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026629",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:52:23-03","UFJF","CESJ","26893","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino",NA,NA,NA,"R.F. Novelino","672","1989","04","16","Brasil",NA,"Serra do Cipó, km 140. No leito do riacho (seco nesta época do ano), junto a almofada de briófitas. Na mata ciliar, local abrigado.",NA,NA,NA,NA,"Escamas abundantes e claras na folha mais jovem, que vai escurecendo quando a planta fica adulta.",NA,NA,NA,"América do Sul",NA,"CESJ026893",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"55","2020-06-30 18:33:17-03","UFJF","CESJ","8373","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino",NA,NA,NA,"L. Krieger","CESJ8373","1970","05","15","Brasil",NA,"Parque Estadual do Ibitipoca, Na beira do córrego, planta inteira.",NA,NA,NA,NA,"Completamente coberto de escamas castanho-claro.",NA,NA,NA,"América do Sul",NA,"CESJ008373",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:52:23-03","UFJF","CESJ","24758","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino","1991","04","17","M.C.M. Garcia; et al.","s.n.","1991","04","13","Brasil","Bom Jardim de Minas","Serra do Cruz","-44.1911010742188","-21.9472007751465","20996",NA,"Planta sobre serrapilheira no interior de mata rala, no cume da montanha. Mata de nebulosa.","auto",NA,NA,"América do Sul",NA,"CESJ024758",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"57","2020-06-30 18:33:16-03","UFJF","CESJ","21552","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","L.C.N. Melo","2001","05",NA,"R.F. Novelino; F.R.G. Salimena; J.L.R. Oliveira","473","1985","11","20","Brasil","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","30417",NA,"Pouco frequente, não estava fértil. crece sobre rocha arenítica com húmus, nas matas da Serra.","auto",NA,NA,"América do Sul",NA,"CESJ021552",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"58","2020-06-30 18:33:16-03","UFJF","CESJ","21260","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino","1986","09","04","L. Krieger","CESJ21260","1986","07","10","Brasil","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","30417",NA,"Humícola em mata de galeria. Frondes cobertas de escamas. Ferrugíneas na face abaxial, esbranquiçadas na face adaxial. Chega perto de 1m de comprimento. Bastante frequente. 1200msm.","auto",NA,NA,"América do Sul",NA,"CESJ021260",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"59","2020-06-30 18:33:16-03","UFJF","CESJ","27128","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","L.C.N. Melo","1994","02","07","J.E.Z. Oliveira; P.B. Pita","47","1994","02","07","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, Depois da Prainha, subindo para o Monjolinho, lado esquerdo (uns vinte metros) debaixo de candeias. Local úmido, junto com Velózias e Orquídeas.","-43.793098449707","-21.8425006866455","30417",NA,"Rupícola, várias touceiras, crescimento ereto. Lâmina cartácea, cor verde musgo, esporófilo é maior e de cor marrom-pardacenta.","auto",NA,NA,"América do Sul",NA,"CESJ027128",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"60","2020-06-30 18:33:16-03","UFJF","CESJ","27134","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","JEZOliveira","1994","02","07","J.E.Z. Oliveira; P.B. Pita","64","1993","04","03","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, DEscendo o rio do salto, depois do Corrégo do Mojolinho. Campo rupestre protegido por Candeias. Pouca luminosidade e umidade. Ocorre na fresta da rocha.","-43.793098449707","-21.8425006866455","30417",NA,"Saxícola. Ocorre em tufos, poucos exmplres na proximidade. Lâmina do trofófilo com escamas caducas brancas cobrindo toda a superficie adaxial. Consistência cartácia.","auto",NA,NA,"América do Sul",NA,"CESJ027134",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"61","2020-06-30 18:33:17-03","UFJF","CESJ","27975","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino",NA,NA,NA,"P.B. Pita","s.n.","1994","05","14","Brasil","Lima Duarte","Parque Estadual do Ibitipoca, Entre Ponte de Pedra e Cachoeira dos Macacos.","-43.793098449707","-21.8425006866455","30417",NA,"Higrófila, ciófita, terrestre, sobre húmus em mata de galeria.","auto",NA,NA,"América do Sul",NA,"CESJ027975",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:52:23-03","UFJF","CESJ","25909","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino",NA,NA,NA,"R.F. Novelino; A. Chautems; M.C. Brügger; M.Peixoto","814","1992","02","08","Brasil","Olaria","Serra das Flores, Faz. Cachoeirinha. km 183,5 BR-267. Na mata de encosta, 1300msm, na necromassa, interior de grota úmida, local pouco iluminado.","-43.937198638916","-21.8607997894287","15222",NA,NA,"auto",NA,NA,"América do Sul",NA,"CESJ025909",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:52:23-03","UFJF","CESJ","24109","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino","1989","09","27","R.F. Novelino; L. Krieger; Jorge","688","1989","09","18","Brasil","Ouro Preto","Camarinhas, Na mata, solo arenítico - Urucata.","-43.5080986022949","-20.2875003814697","44599",NA,NA,"auto",NA,NA,"América do Sul",NA,"CESJ024109",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:52:23-03","UFJF","CESJ","47280","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","L.C.N. Melo","2011","05",NA,"F.S. Souza; P.L. Viana; O.J. Bastos Neto; N.L. Abreu","223","2006","05","20","Brasil","Rio Preto","Serra Negra, Região do Burro de Ouro.","-43.8278007507324","-22.0891990661621","20815",NA,"Epífita em interior de mata.","auto",NA,NA,"América do Sul",NA,"CESJ047280",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:52:23-03","UFJF","CESJ","21562","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","R.F. Novelino","1991","04","19","L. Krieger","CESJ21562","1987","04","19","Brasil","Santa Rita de Ibitipoca","Sobre arenito em mata rala.","-43.9146995544434","-21.5627994537354","17739",NA,NA,"auto",NA,NA,"América do Sul",NA,"CESJ021562",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"66","2020-03-12 10:29:06-03","UFOP","OUPR","10738","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Matos, F.B.","2019","12","02","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil",NA,"Planalto do Itaculumi",NA,NA,NA,NA,"Capão. Ex Herbario Escola de Minas No. 373.",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"67","2020-03-12 10:29:06-03","UFOP","OUPR","10739","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Matos, F.B.","2019","12","02","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil",NA,"Planalto do Itaculumi",NA,NA,NA,NA,"Ex Herbario Escola de Minas No. 201.",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"68","2020-03-12 10:29:06-03","UFOP","OUPR","10737","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Matos, F.B.","2019","12","02","Badini, J.","s.n.","1934",NA,NA,"Brasil","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697","44599",NA,"Herva. Sobre o quartzito. Ex Herb. J. Badini No. 278. Ex Herbario da Escola de Farmacia Ouro Preto No. 5168.","auto",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"69","2020-03-12 10:29:06-03","UFOP","OUPR","10740","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Matos, F.B.","2019","12","02","Badini, J.","s.n.","1950",NA,NA,"Brasil","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697","44599",NA,"Erva. Sobre rochas. Ex Herbário da Escola de Farmácia e Bioquímica de Ouro Preto No. 20332.","auto",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"70","2020-03-12 10:29:06-03","UFOP","OUPR","10729","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Matos, F.B.","2019","12","02","Badini, J.","s.n.","1934",NA,NA,"Brasil","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697","44599",NA,"Erva. Sobre o quartzito. Ex Herbario José Badini No. 278. Ex Herbario da Escola de Farmacia Ouro Preto No. 5169.","auto",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"71","2020-03-12 10:29:06-03","UFOP","OUPR","10726","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Matos, F.B.","2019","12","02","Badini, J.","s.n.","1950",NA,NA,"Brasil","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697","44599",NA,"Erva. Sobre o quartzito. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 20334.","auto",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"72","2020-03-12 10:29:06-03","UFOP","OUPR","10728","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Matos, F.B.","2019","12","02","Badini, J.","s.n.","1936",NA,NA,"Brasil","Ouro Preto","Serra do Frazão","-43.5080986022949","-20.2875003814697","44599",NA,"Herva. Dentro da mata. Ex Herbário da Escola de Farmacia Ouro Preto No. 5169.","auto",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:23:04-03","MBM","MBM","251808","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T. Moore","Dittrich, VA de O",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","72425","2000","10","18","Brazil","Alfredo Chaves","Santa Luzia","-40.749698638916","-20.6350002288818","32447",NA,NA,"auto",NA,NA,"Southern America",NA,"MBM251808","MBM251808","Espírito Santo",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:23:04-03","MBM","MBM","172177","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T. Moore","Smith, A.R.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","61160","1994","10","08","Brazil","Alfredo Chaves","São Bento de Urânia","-40.749698638916","-20.6350002288818","32447",NA,NA,"auto",NA,NA,"Southern America",NA,"MBM172177","MBM172177","Espírito Santo",NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:23:04-03","MBM","MBM","277073","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T. Moore","Camargo, R.F.N.",NA,NA,NA,"Krieger, L.","21260","1986","07","10","Brazil","Ibitipoca","Parque Estadual de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"MBM277073","MBM277073","Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:23:04-03","MBM","MBM","277074","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T. Moore","Krieger, L.",NA,NA,NA,"Krieger, L.","8373","1970","05","15","Brazil","Ibitipoca","Parque Estadual de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"MBM277074","MBM277074","Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:23:04-03","MBM","MBM","323427","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T. Moore",NA,NA,NA,NA,"Schwartsburd, P.B.; et al.; et al.","630","2005","01","14","Brazil","Ponta Grossa","Parque Estadual de Vila Velha. Capão da Fortaleza","-50.1618995666504","-25.0949993133545","46557",NA,"Rupícola do int. da mata. Floresta Ombrófila Mista Montana, com formações areníticas no topo.","auto",NA,NA,"Southern America",NA,"MBM323427","MBM323427","Paraná","1000","1000",NA,NA,NA,NA,NA
"78","2020-12-21 16:23:04-03","MBM","MBM","339490","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T. Moore","Labiak, P.","2008","01",NA,"Labiak, P.; et al.; et al.","4395","2008","01","09","Brazil","Itatiaia","Parque Nacional do Itatiaia. Trilha para a Cachoeira Itaporani.","-44.5633010864258","-22.4960994720459","19648",NA,"Rupícola em em local exposto ao sol, próximo ao rio","auto",NA,NA,"Southern America",NA,"MBM339490","MBM339490","Rio de Janeiro","1150","1150",NA,NA,NA,NA,NA
"79","2019-11-01 15:28:45-03","PUC-RIO","FCAB","0261","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T. Moore","R.F. Novelino","1996",NA,NA,"P.E. Leite S.J.","s.n.","1946","07",NA,"Brasil","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838","33190",NA,NA,"auto","Pteridophyta",NA,NA,NA,"000261",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-01 15:28:46-03","PUC-RIO","FCAB","0267","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T. Moore","Dr. Brade",NA,NA,NA,"P.E. Leite S.J.","s.n.","1945","12",NA,"Brasil","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto","Pteridophyta",NA,NA,NA,"000267",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA
"81","2019-07-02 11:56:29-03","MNHN","RECOLNAT_MNHN_P","P00846350","PreservedSpecimen",NA,NA,"Pteridophyta","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"Salino, A.|Dittrich, V.A.O.|Heringer, G.",NA,"2008","6","29","Brasil","Castelo","Parque Estadual Forno Grande, Caminho para o Forninho.","-41.09917","-20.52167",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00846350' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P00846350","P00846350_01","Espírito Santo","1700",NA,NA,NA,NA,"13741",NA
"82","2015-09-03 17:14:07-03","MNHN","RECOLNAT_MNHN_P","P01403413","PreservedSpecimen",NA,NA,"Pteridophyta","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"Saint-Hilaire, A.",NA,"1816","1","1","Brasil",NA,"Monte dicto Serra da Caraça.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01403413' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P01403413","P01403413_01","Minas Gerais",NA,NA,NA,NA,NA,"B1 400",NA
"83","2015-09-03 17:19:40-03","MNHN","RECOLNAT_MNHN_P","P01405873","PreservedSpecimen",NA,NA,"Pteridophyta","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Matos",NA,NA,NA,"Saint-Hilaire, A.",NA,"1816","1","1","Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01405873' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P01405873","P01405873_01","Minas Gerais",NA,NA,NA,NA,NA,"C1 47",NA
"84","2016-05-31 08:31:15-03","JBB","HEPH","17","S","Plantae",NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Novelino, RF",NA,NA,NA,"Heringer, EP","7997188","1961","02","25","Brasil","Brasília","Parque Zoobotânico","-47.9296989440918","-15.7797002792358","70570",NA,NA,"auto","Polypodiales",NA,"Southern America",NA,NA,NA,"Distrito Federal",NA,NA,NA,NA,NA,NA,NA
"85","2020-09-29 14:53:19-03","UFPR","UPCB","54354","PreservedSpecimen","Plantae","Polypodiophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Schwartsburd, P.B.","2006","01","01","Schwartsburd, P.B.","945","2005","10","28","Brasil","Ponta Grossa","Parque Estadual de Vila Velha, capão da Fortaleza, adjacente ao platô","-50","-25.233333",NA,NA,"Rupícola, maior fronde proveniente do material Schwartsburd et al. 630 (MBM). Floresta ombrófila mista e formações areníticas..",NA,NA,NA,NA,NA,"UPCB0004168","UPCB0004168","Paraná","100","100",NA,"-50","-25.233333",NA,NA
