"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","coordinatePrecision","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","class","previousCatalogNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","8697","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","G. G. Hatschbach","40066","1977","07","24","South America","Brazil","Goiás","Jataí","Rod. Jatai-Caiaponia","-51.7142","-17.8817","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00008697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-04 12:17:29-03","ESALQ","ESA","87694","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Batista, J.A.N.",NA,"2000","08","24",NA,"Brasil","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,NA,"ESA087694","Batista, J.A.N.","58223","ESA087694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-07 11:46:53-03","UFMS","CGMS","49810","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","V.J. Pott; S.N. Moreira; A. Pott","11027","2010","11","01",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.","-54.7911111","-20.5580556",NA,"Flor rosa. Fruto ausente. Três pétalas externas rosadas; pétalas internas esbranquiçadas; pétala inferior com mácula amarela e alas de cor salmão claro; estigma verdoso. Habitat: Campo úmido em nascente, com buritis jovens esparsos.","CGMS1079741","V.J. Pott",NA,NA,NA,"-54,7911111","-20,5580556","513","513",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-07 11:46:53-03","UFMS","CGMS","66129","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","V.J. Pott","12280","2016","10","20",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda São Francisco. Banhados do Rio da Prata. Estrada interna da fazenda ao longo e dentro das valas de drenagens.","-56.5861111","-21.3797223",NA,"Flor rosa. Habitat: Campo úmido de nascente drenado. Solo hidromórfico orgânico, preto acinzentado escuro. Relevo plano. Habito: Erva pseudobulbosa. 50-70 cm de altura, escapo 1,0-1,5 m de comprimento. Rara.","CGMS1099090","V.J. Pott",NA,NA,NA,"-56,5861111","-21,3797223","344","344","2016",NA,NA,NA,NA,NA,NA,NA
"5","2021-04-07 11:46:53-03","UFMS","CGMS","38001","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","S.N.Moreira; V.J. Pott & A. Pott","346","2010","09","20",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte. Área de Varjão proximo à ferrovia.","-54.7833333","-20.5566667",NA,"Flor rosa. Rara. Habitat: Campo graminoso úmido de Vereda com buriti em domínio de Cerrado. Habito: Erva bulbosa com escapo. Até 2,59m de altura.","CGMS1067417","V.J. Pott & A. Pott",NA,NA,NA,"-54,7833333","-20,5566667","504","504","2010","09","20",NA,NA,NA,NA,NA
"6","2021-04-07 11:46:53-03","UFMS","CGMS","69329","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","V.J. Pott; A. Pott; G. Catian","12326","2016","10","21",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda São Francisco.","-56.5861111","-21.3797223",NA,"Flor ausente. Fruto verde, imaturo. Habitat: Campo úmido de Vereda, nascente sem buriti, com drenos. Solo hidromórfico orgânico, preto acinzentado forte. Relevo plano. Habito: Erva aquática emergente. 50-60 cm de altura, escapo 70-80","CGMS1102287","V.J. Pott",NA,NA,NA,"-56,5861111","-21,3797223","344","344","2016","10","21",NA,NA,NA,NA,NA
"7","2019-08-20 10:00:41-03","UNICAMP","UEC","133878","S","Plantae","Liliopsida",NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Batista, JAN; Bianchetti, LB; Mendes, S; Amaral, AF","1086B","2000","08","24",NA,"Brazil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda. Antes da Reserva Ecológica do Panga. Campo limpo permanentemente úmido em encosta com vereda embaixo. Solo hidromórfico, escuro.","-48.2771987915039","-18.9186000823975",NA,"Pseudobulbos não enterrados, completamente expostos, ca. 12-18 cm compr., externamente verde-amarelados. Inflorescência 170 cm compr., esverdeada, com uma ramificação de 51 cm compr. Pedunculo 97 cm de compr. No total com cerca de 58 f","UEC064323","Bianchetti, LB; Batista, JAN","58223","UEC064323","auto",NA,NA,NA,NA,"2002","09",NA,NA,NA,NA,NA,NA
"8","2020-12-21 16:38:23-03","MBM","MBM","55218","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Hatschbach, G.","40066","1977","07","24","Southern America","Brazil","Goiás","Jataí","Rodovia Jataí - Caiapônia","-51.7144012451172","-17.8813991546631",NA,"Sépalas e pétalas lilás rosado, mais forte para o ápice, incluso labelo; centro amarelo.; Brejo.","MBM055218","Pabst, G.","75073","MBM055218","auto",NA,NA,NA,NA,"1978",NA,NA,"HOLOTYPE",NA,NA,NA,NA
"9","2020-12-21 16:38:23-03","MBM","MBM","46526","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Handro, O.","405","1954","09","02","Southern America","Brazil","São Paulo","São Paulo","Pr. São Carlos","-46.6300010681152","-23.5400009155273",NA,NA,"MBM046526","Pabst, G.","53584","MBM046526","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2015-09-17 01:54:57-03","MNHN","RECOLNAT_MNHN_P","P00436888","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Sierra de Maracayu : in regione fluminis Tapiraguay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436888' target='other'> <mi>dwc_moreinfo</mi></a>","P00436888","Batista",NA,"P00436888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4316",NA,NA,NA
"11","2015-09-03 19:54:04-03","MNHN","RECOLNAT_MNHN_P","P00436911","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436911' target='other'> <mi>dwc_moreinfo</mi></a>","P00436911","Batista",NA,"P00436911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 983",NA,NA,NA
"12","2015-09-04 12:34:39-03","MNHN","RECOLNAT_MNHN_P","P00436912","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"ad Yerbales montium Sierra de Maracayu : in regione fluminis Tapiraguay, in campo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436912' target='other'> <mi>dwc_moreinfo</mi></a>","P00436912","Batista",NA,"P00436912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4316",NA,NA,NA
"13","2020-12-11 11:44:26-03","UFMG","BHCB","97500","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Batista, JAN; et al.","1086D","2000","08","24","Southern America","Brasil","Minas Gerais","Uberlândia","Em vereda na estrada para Campo Florido, antes da","-48.2771987915039","-18.9186000823975",NA,"Erva terrestre, Pseudobulbos não enterrados, completamente expostos, ca.12-18 cm compr., externamente verde-amarelados. Inflorescência 185 cm compr., esverdeada; em campo limpo permanentemente úmido em encosta com vereda abaixo. Solo","BHCB001166",NA,"58223","BHCB001166","auto",NA,NA,NA,NA,"2004","10",NA,NA,NA,NA,NA,NA
"14","2020-12-11 11:44:26-03","UFMG","BHCB","70016","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Batista, JAN; et al.","1086A","2000","08","24","Southern America","Brasil","Minas Gerais","Uberlândia","Em vereda na estrada para Campo Florido, antes da","-48.2771987915039","-18.9186000823975",NA,"Erva terrestre, em campo limpo permanentemente úmido em encosta com vereda embaixo. Solo hidromórfico, escuro. Pseudobulbos não enterrados, completamente expostos, ca. 12-18 cm compr., externamente verde-amarelados. Inflorescência 170 cm compr., esve",NA,NA,"58223",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:44:26-03","UFMG","BHCB","170433","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Batista, JAN; Bianchetti, LB; Amaral, AF; Mendes, S","1086D","2004","09",NA,"Southern America","Brasil","Minas Gerais","Uberlândia","Em vereda na estrada para Campo Florido, Antes da Reserva Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Erva terrestre. Pseudobulbos não enterrados, completamente expostos, ca. 12-18 cm compr., externamente verde-amarelados. Inflorescência 185 cm compr., esverdeada com uma ramificação de 40 cm compr. Pedúnculo 97cm de compr. No total de","BHCB015000",NA,"58223",NA,"auto",NA,NA,NA,NA,"2004","10",NA,NA,NA,NA,NA,NA
"16","2016-11-15 05:15:00-02","MO","MOBOT","2344319","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 46435","1994","12","31","South America","Argentina","Corrientes","Capital","Corrientes","-58.833333","-27.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2009-07-27 09:22:00-03","MO","MOBOT","2429796","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 7156","2000","10","16","South America","Argentina","Misiones","Apóstoles","Ruta Prov. 40 y Ayo. Chimiray","-55.7","-28.08333",NA,NA,NA,"Correa, M. N.",NA,NA,NA,NA,NA,"110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2012-04-20 05:09:00-03","MO","MOBOT","2514121","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 30075","1995","10","10","South America","Paraguay","Caaguazú",NA,"Ea.Caa Cora. Estribaciones de la Sra. de San Joaquin. En banado con agua permanente","-55.41666","-24.83333",NA,NA,NA,"Schinini, A., //",NA,NA,NA,NA,NA,"290.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-15 05:15:00-02","MO","MOBOT","2514137","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44518","1993","10","9","South America","Paraguay","Misiones",NA,"3 Km S del acceso a San Juan Bautista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2013-08-23 04:12:00-03","MO","MOBOT","3498062","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Roberto Vásquez","Vásquez C. 2105",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"21","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","15403","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Wellington Forster",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Monte Aprazível","arredores","-49.7099990844727","-20.7700004577637",NA,"Terrestre; lab. Amarelo, flores vistosas, rosadas;",NA,NA,"24807",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA
