"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","coordinatePrecision","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","class","previousCatalogNumber"
"22","2014-11-06 16:18:19-02","UFPB","EAN","11916","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst.","João A. N. Batista ; L. B. Bianchetii",NA,"2000","08","24",NA,"Brasil","Minas Gerais","Urbelândia",NA,NA,NA,NA,"Habitat: Terrestre, em campo limpo úmido em encosta com vereda embaixo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-02 16:34:44-03","Cenargen","CEN","45571","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","João Aguiar Nogueira Batista","1086","2002","09","22",NA,"Brasil","MG","UBERLANDIA","Em vereda na estrada para Campo Florido, antes da Reserva Ecológica do Panga.","-48.2771987915039","-18.9186000823975","Exsicatas","Pseudobulbos não enterrados, completamente expostos, ca. 12-18 cm compr., externamente verde-amarelados. Inflorescência 170 cm compr., esverdeada, com uma ramificação de 51 cm compr. Pedúnculo 97 cm de compr. No total com cerca de 58 flores. Em plena floração. Sépalas róseas, com a base esbranquiçada. OBS.: Planta coletada no local em 24 de agosto de 2000 e mantida em cultivo em Brasília, no Cenargen, deste então. 2ª floração em cultivo. Doação do Flora do Brasil - Estado de Minas Gerais.","CEN00045571","J. A. N. Batista & L. B. Bianchetti","58223","CEN00045571","auto",NA,NA,NA,NA,"2002","09",NA,NA,NA,"2",NA,NA
"24","2020-09-02 16:34:44-03","Cenargen","CEN","36092","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","João Aguiar Nogueira Batista","1086","2000","09","29",NA,"Brasil","MG","UBERLANDIA","Em vereda na estrada para Campo Florido, antes da Reserva Ecológica do Panga.","-48.2771987915039","-18.9186000823975","Unicata","Pseudobulbos não enterrados, completamente expostos, ca. 12-18 cm compr., externamente verde-amarelados. Inflorescência 170 cm compr., esverdeada, com uma ramificação de 42 cm compr. Sépalas róseas, com a base esbranquiçada. Pétalas branco-roseadas, da base até o meio brancas, do meio para o ápice roseadas. Obs.: Planta coletada no local em 24/08/2000 e mantido em cultivo no CENARGEN em BSB, deste então. Demais informações na exsicata, Flora do Brasil - Estado de Minas Gerais.","CEN00036092","J. A. N. Batista & L. B. Bianchetti","58223","CEN00036092 CEN00036092_1","auto",NA,NA,NA,NA,"2000","09",NA,NA,NA,"1",NA,NA
"25","2020-09-02 16:34:44-03","Cenargen","CEN","51363","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","João Aguiar Nogueira Batista","1086","2000","08","24",NA,"Brasil","MG","UBERLANDIA","Em vereda na estrada para Campo Florido, antes da Reserva Ecológica do Panga.","-48.2771987915039","-18.9186000823975","Exsicatas","Pseudobulbos não enterrados, completamente expostos, ca. 12-18 cm compr., externamente verde-amarelados. Inflorescência 185 cm compr., esverdeada, com uma ramificação de 40 cm compr. Pedúnculo 97 cm de compr. No total com cerca de 58 flores. Em plena floração. Sépalas róseas, com a base esbranquiçada. OBS.: A partir de material coletado no local em 24/08/2000 e mantido em cultivo no CENARGEN em BSB. 3ª floração em cultivo. Doação do Flora do Brasil - Estado de Minas Gerais.","CEN00051363","J. A. N. Batista & L. B. Bianchetti","58223","CEN00051363","auto",NA,NA,NA,NA,"2003","09",NA,NA,NA,"2",NA,NA
"26","2020-09-02 16:34:44-03","Cenargen","CEN","35093","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","João Aguiar Nogueira Batista","1083","2000","08","24",NA,"Brasil","MG","UBERLANDIA","Reserva do Clube de Caça e Pesca Itororó, braço esquerdo(no sentido jusante-montante) da nascente formadora da vereda da reserva.","-48.2771987915039","-18.9186000823975","Exsicatas","Erva terrestre em campo limpo permanentemente úmido (inundado) em vereda solo hidromorfico escuro, com água na superficie, pseudobulbos não enterrados completamente expostos, muitas vezes sobre pequenos montes de terra, evitando os locais completamente alagados, Obs.nas flores mais velhas todas as cores vão tendendo progressivamente para tonalidades mais claras tornando-se quase ou completamente brancas, demais informações na exsicata, Flora do Brasil - Estado de Minas Gerais.","CEN00035093","J. A. N. Batista & L. B. Bianchetti","58223","CEN00035093 CEN00035093_1","auto",NA,NA,NA,NA,"2003","08",NA,NA,NA,"1",NA,NA
"27","2019-10-07 09:19:55-03","UEFS","HUEFS","78808","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Batista, J.A.N.","1086","2000","08","24",NA,"Brasil","Minas Gerais","Uberlândia","Em vereda na estrada para Campo Florido, antes a Reserva Ecológica do Panga.","-48.2771987915039","-18.9186000823975",NA,NA,"HUEFS0078808",NA,"58223",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"28","2015-02-26 09:30:04-03","NHMLondon","NHM-LONDON-BOT","BM000885408","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Collaboration; J.A.N. Batista, et al","1086D",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4654933"
"29","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","bradei","Cyrtopodium bradei","Schltr. ex Hoehne","Heringer, EP","6437","1958","10","07","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Sobre rochas","UB0018031",NA,NA,"UB0018031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-01 15:15:18-03","UnB","UB","87372","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Gomes Júnior, JC","2094","1964","09","14","Southern America","Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,"Batista, JAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Batista, JAN","1086","2000","08","24","Southern America","Brasil","Minas Gerais","Uberlândia","Em vereda na estrada para Campo Florido, antes da Reserva Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Pseubulbos não enterrados, completamente expostos, ca. 12-18 cm cpmpr., externamente verde-amarelados. Inflorescência 185 cm compr., esverdeada, com uma ramificação de 40 cm compr. Pedunculo 97 cm de compr. No total com cerca de 58 flo","UB0015905","Bianchetti, LB; Batista, JAN","58223","UB0015905","auto",NA,NA,NA,NA,"2004","10",NA,NA,NA,NA,NA,NA
"32","2019-05-06 12:01:20-03","UFU","HUFU","21018","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Araújo, G.M.","2678","1999","08","13",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Meio direito da vereda 1.","-48.2771987915039","-18.9186000823975",NA,"Flores brancas.; Vereda.","HUFU00030451","Batista, J.A.N.","58223","HUFU00030451","auto",NA,NA,NA,NA,"2000","02","22",NA,NA,NA,NA,NA
"33","2019-05-06 12:01:20-03","UFU","HUFU","17255","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Araújo, G.M.","1813","1998","09","04",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Vereda 1.","-48.2771987915039","-18.9186000823975",NA,"Erva com flores róseas.; Vereda.","HUFU00030449","Batista, J.A.N.","58223","HUFU00030449","auto",NA,NA,NA,NA,"2000","02","22",NA,NA,NA,NA,NA
"34","2019-05-06 12:01:20-03","UFU","HUFU","17084","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Araújo, G.M.; Barbosa, A.A.A.","1661","1998","08","21",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda 2.","-48.2771987915039","-18.9186000823975",NA,"Erva. Pétala rosa, labelo amarelo, estigma esverdeado. Odor leve e doce.; Vereda.","HUFU00030453","Batista, J.A.N.","58223","HUFU00030453","auto",NA,NA,NA,NA,"2000","02","22",NA,NA,NA,NA,NA
"35","2019-05-06 12:01:20-03","UFU","HUFU","18198","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Barbosa, A.A.A.","1282","1998","09","18",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda 2.","-48.2771987915039","-18.9186000823975",NA,"Erva com flores róseo-clara.; Vereda.","HUFU00030452","Batista, J.A.N.","58223","HUFU00030452","auto",NA,NA,NA,NA,"2000","02","22",NA,NA,NA,NA,NA
"36","2020-08-04 12:48:56-03","UFU","HUFU","24406","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Barbosa, A.A.A.","s.n.","2000","10","31",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Vereda.","HUFU00030454","Arantes, A.A.A.","58223","HUFU00030454","auto",NA,NA,NA,NA,"2000","11","10",NA,NA,NA,NA,NA
"37","2019-05-06 12:01:20-03","UFU","HUFU","45562","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Barbosa, A.A.A.","s.n.","2005","09","02",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Erva, ca. de 0,4 m. Flores róseas e labelo amarelo.; Vereda.","HUFU00030447",NA,"58223","HUFU00030447","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-08-04 12:48:56-03","UFU","HUFU","44895","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O. & Freitas, F.S.","1814","2006","03","24",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 1 m. Flores amarelas e labelo lilás.","HUFU00030450",NA,"58223","HUFU00030450","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-05-06 12:01:20-03","UFU","HUFU","42329","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Cândido, L.B.; et al.","3","2005","05","02",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Arbusto, 1,50 m. Corola e cálice amarela, sem látex, odor agradável.; Vereda.","HUFU00030455",NA,"58223","HUFU00030455","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-08-04 12:48:56-03","UFU","HUFU","24405","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Barbosa, A.A.A.","s.n.","2000","10","31",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Flores amarelas.; Vereda.","HUFU00030456","Arantes, A.A.A.","58223","HUFU00030456","auto",NA,NA,NA,NA,"2000","11","20",NA,NA,NA,NA,NA
"41","2014-10-09 13:58:27-03","UHH","HBG","501496","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Hatschbach, G.","40066","1977","07","24","South America","Brazil",NA,NA,"Ro. Jatai-Caiaponia (mun. Jatai), Goiás, do brejo",NA,NA,NA,"sepalas e petalas lilas rosado, mais forte para o apice, labelo igual, centro amarelo NEOTROP","HBG501496","G. Pabst",NA,"HBG501496",NA,NA,NA,NA,NA,"1978",NA,NA,"Isotype",NA,NA,NA,NA
"42","2019-11-21 10:13:05-03","IBt","SP","46092","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","bradei","Cyrtopodium bradei","Schltr. ex Hoehne","Brade, AC","8138","1921","09",NA,NA,"Brasil","São Paulo",NA,"Heitor Legru",NA,NA,NA,NA,"SP002014","Hoehne, FC",NA,"SP002014",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA
"43","2019-11-21 10:13:06-03","IBt","SP","343575","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","hatschbachii","Cyrtopodium hatschbachii","Pabst","Correa Gomes Jr, J","2094","1964","09","14",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Faz. Araça","-49","-22",NA,NA,NA,"Batista, JAN",NA,NA,NA,"-49","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
