"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","order","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"51","2019-08-20 10:00:37-03","UNICAMP","UEC","131275","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Breier, TB","2004","08",NA,NA,"flor, Epífeta. Cálice esverdeado, corola creme.","Liliopsida",NA,"Barb.Rodr.","Tozzi, AMGA; Flores, AS; Galvão, JC; Costa, JY; Corrêa, AM; Machado, RP; Fortuna-Perez, AP","2003-158","2003","05","08",NA,"Brazil","Minas Gerais","São Sebastião do Paraíso","Estrada para Juací, A 2km da cidade.","-46.939444","-20.928056",NA,NA,NA,NA,NA,NA,"-46.939444","-20.928056",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:20:06-03","UNICAMP","UEC","17205","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Pabst, G","1976",NA,NA,NA,"Epífita sobre árvore. Flor alva.","Liliopsida",NA,"Barb.Rodr.","Kummrow, R","1118","1976","07","31",NA,"Brazil","Paraná","Curitiba","Santa Felicidade","-49.2731018066406","-25.4277992248535",NA,"UEC064652","UEC064652",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"53","2021-03-01 16:20:06-03","UNICAMP","UEC","73246","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Leite, EB",NA,NA,NA,NA,"Epífita sobre árvore frutífera em pomar abandonado. Flores brancas.","Liliopsida",NA,"Barb.Rodr.","Stehmann, JR; Semir, J; Dutilh, JHA","1620","1995","07","22",NA,"Brazil","Paraná","Quatro Barras","Estrada para o Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,"UEC064649","UEC064649",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"54","2021-03-01 16:20:06-03","UNICAMP","UEC","140000","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,"Epífito.","Liliopsida",NA,"Barb.Rodr.","Breier, TB; Umetsu, F; Stecke, M","1255","2004","12","29",NA,"Brazil","Rio Grande do Sul","Caçapava do Sul","Pedra do Segredo","-53.4914016723633","-30.5121994018555",NA,"UEC064651","UEC064651",NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA
"55","2020-12-04 13:19:33-03","UDESC","LUSC","10069","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Gomes, J.P.",NA,"2017","09","14",NA,"Brasil","Santa Catarina","Lages","PARNAMUL. Interior de floresta.","-50.35","-27.783333",NA,"LUSC009875",NA,"960","960",NA,"50º21'W","27º47'S",NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:03:58-03","FURB","FURB","14117","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Mancinelli, WS","2010","01","25",NA,"Florística IFFSC 383 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor branca",NA,NA,"Barb.Rodr.","Korte, A.; Kruger, A.","149","2009","09","14",NA,"Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45",NA,"FURB02714","FURB02714","761","761",NA,"-49.3200000","-27.4500000",NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:03:58-03","FURB","FURB","17521","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Engels, ME","2013","05","02",NA,"Epífita IFFSC e625a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de tronco caído; flor branca",NA,NA,"Barb.Rodr.","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","200","2009","10","09",NA,"Brasil","Santa Catarina","Taió","Passo Manso, Fazenda Tarumã.","-50.1294445","-27.0002778",NA,"FURB34640","FURB34640","812","812",NA,"-50.1294445","-27.0002778",NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:03:58-03","FURB","FURB","35015","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Engels, ME","2013","05","02",NA,"Florística IFFSC 158 (Epífita) Habitat: Campos naturais; Estágio Médio Habito: epífita; flor branca",NA,NA,"Barb.Rodr.","Korte, A.","6937","2011","06","02",NA,"Brasil","Santa Catarina","Lages","Fazenda Igrejinha.","-50.22","-28.08",NA,"FURB34638","FURB34638","1163","1163",NA,"-50.2200000","-28.0800000",NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:03:58-03","FURB","FURB","35081","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Engels, ME","2013","05","02",NA,"Florística IFFSC 339 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: epífita; flor branca",NA,NA,"Barb.Rodr.","Korte, A.","7244","2011","06","09",NA,"Brasil","Santa Catarina","Otacílio Costa","Bom Jesus.","-49.86","-27.54",NA,"FURB34641","FURB34641","860","860",NA,"-49.8600000","-27.5400000",NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:03:58-03","FURB","FURB","64653","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Kassner-Filho, A.","2019","08","06",NA,"Flor branca Habitat: Interior de unidade amostral;Estágio de regeneração avançado;Floresta Ombrófila Mista Habito: Epífita",NA,NA,"Barb.Rodr.","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","5267","2019","08","06",NA,"Brasil","Santa Catarina","Papanduva","Fazenda Cachoeirinha.","-50.1708334","-26.7302778",NA,"FURB64653","FURB64653","1026","1026",NA,"-50.1708334","-26.7302778",NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:03:58-03","FURB","FURB","64671","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Kassner-Filho, A.","2019","08","12",NA,"Flor branca Habitat: Interior de unidade amostral;Estágio de regeneração médio/árvores espaçadas;Floresta Ombrófila Mista Habito: Epífita",NA,NA,"Barb.Rodr.","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","5307","2019","08","12",NA,"Brasil","Santa Catarina","Canoinhas",NA,"-50.4911111","-26.1905555",NA,"FURB64671","FURB64671","820","820",NA,"-50.4911111","-26.1905555",NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:03:58-03","FURB","FURB","64672","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Kassner-Filho, A.","2019","08","14",NA,"Flor branca Habitat: Interior de unidade amostral;Estágio de regeneração médio/avançado;Floresta Ombrófila Mista Habito: Epífita",NA,NA,"Barb.Rodr.","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","5313","2019","08","14",NA,"Brasil","Santa Catarina","Canoinhas","Cedup.","-50.4","-26.1016667",NA,"FURB64672","FURB64672","835","835",NA,"-50.4000000","-26.1016667",NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:03:58-03","FURB","FURB","64692","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Kassner-Filho, A.","2019","08","16",NA,"Flor branca Habitat: Interior de unidade amostral;Estágio de regeneração avançado;Floresta Ombrófila Mista Habito: Epífita",NA,NA,"Barb.Rodr.","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","5351","2019","08","16",NA,"Brasil","Santa Catarina","Mafra","Salto do Canivete.","-50.1330556","-26.1030556",NA,"FURB64692","FURB64692","835","835",NA,"-50.1330556","-26.1030556",NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:03:58-03","FURB","FURB","64787","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Kassner-Filho, A.","2019","09","02",NA,"flor branca Habitat: interior da unidade amostral;floresta ombrófila mista; estagio sucessional avançado/alterado Habito: epífita",NA,NA,"Barb.Rodr.","Kassner-Filho, A.; Santos, D.; Uller, H.F.; Schneiders, A.","5440","2019","09","02",NA,"Brasil","Santa Catarina","Itaiópolis","Rio da Estiva.","-50.04","-26.37",NA,"FURB64787","FURB64787",NA,NA,NA,"-50.0400000","-26.3700000",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-16 17:50:18-03","UCS","HUCS","4391","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Jasper, A.","1991","09","11",NA,"epífita com flores brancas; mata","Angiospermae","Asparagales","(Krzl.) Schltr.","Rossato, M.","s.n.","1988","09","16",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Ana Rech -Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,NA,"700","700",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"66","2021-03-16 17:50:18-03","UCS","HUCS","4393","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Guillány, A.","1989","01",NA,NA,"epífita com flores brancas; mata","Angiospermae","Asparagales","(Krzl.) Schltr.","Rossato, M.","s.n.","1988","09","16",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Ana Rech - Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,NA,"700","700",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"67","2021-03-16 17:50:18-03","UCS","HUCS","8614","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Jasper, A.",NA,NA,NA,NA,"epífita; mata primária","Angiospermae","Asparagales","(Krzl.) Schltr.","Jasper, A.","s.n.","1992","09","04",NA,"Brasil","Rio Grande do Sul","Imigrante","Berlim","-51.7769012451172","-29.3553009033203",NA,NA,NA,"400","400",NA,NA,NA,"9400","auto",NA,NA,NA,NA,NA
"68","2021-03-16 17:50:18-03","UCS","HUCS","3232","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Smith, S.F.","1987","11",NA,NA,"epífita com flores brancas","Angiospermae","Asparagales","(Krzl.) Schltr.","Wasum, R.A.","s.n.","1987","09","12",NA,"Brasil","Rio Grande do Sul","Esmeralda","Fazenda da Guabiroba","-51.190299987793","-28.0536003112793",NA,NA,NA,"850","850",NA,NA,NA,"38649","auto",NA,NA,NA,NA,NA
"69","2021-03-16 17:50:18-03","UCS","HUCS","17358","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Buzatto, C.R.","2019","04","08",NA,"sobre tronco de árvores-interior de mata","Angiospermae","Asparagales","Barb. Rodr.","Scur, L.","892","2000","02","16",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Ana Rech- Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,NA,"780","780",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"70","2021-03-16 17:50:18-03","UCS","HUCS","38377a","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Valduga, E.","2012","09",NA,NA,"epífita; interior da mata","Angiospermae","Asparagales","Barb. Rodr.","Valduga, E.","434","2012","09","14",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Criúva - Dalanhos - Faz. P. Hoffmann","-51.1794013977051","-29.1681003570557",NA,NA,NA,"780","780",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"71","2021-03-16 17:50:18-03","UCS","HUCS","35463","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Maboni, S.","2009",NA,NA,NA,"sobre tronco; mata da represa São Paulo","Angiospermae","Asparagales","Barb. Rodr.","Maboni, S.","84","2009","10","13",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557",NA,NA,NA,"780","780",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"72","2021-03-16 17:50:18-03","UCS","HUCS","35127","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Maboni, S.; Wasum, R.A.","2009","10","03",NA,"mata , em frente ao Jardim de Lineu - JBCS","Angiospermae","Asparagales","Barb. Rodr.","Maboni, S.","73","2009","10","03",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557",NA,NA,NA,"780","780",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"73","2021-03-16 17:50:18-03","UCS","HUCS","19646","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Buzatto, C.R.","2019","04","08",NA,"sobre troncos","Angiospermae","Asparagales","Barb. Rodr.","Wasum, R.A.","1582","2002","10","05",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Lajeado Grande, Fazenda Capão do Ipê","-50.5835990905762","-29.4480991363525",NA,NA,NA,"850","850",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"74","2021-03-16 17:50:18-03","UCS","HUCS","11969","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,"HERBARA 7132; epífita-interior da mata","Angiospermae","Asparagales","Barb. Rodr.","Butzke, A.","132","1993","09","02",NA,"Brasil","Rio Grande do Sul","Erechim","Mata da IBDF","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,NA,NA,NA,"46790","auto",NA,NA,NA,NA,NA
"75","2021-03-16 17:50:18-03","UCS","HUCS","17236","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Heberle, W.","2008","08","04",NA,"sobre troncos - interior da mata","Angiospermae","Asparagales","Barb. Rodr.","Wasum, R.A.","633","2000","08","19",NA,"Brasil","Rio Grande do Sul","Jaquirana","Mata do Gaspar-Recosta","-50.3577995300293","-28.8847007751465",NA,NA,NA,"900","900",NA,NA,NA,"31282","auto",NA,NA,NA,NA,NA
"76","2021-03-16 17:50:18-03","UCS","HUCS","3547","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","riograndensis","Capanemia riograndensis","Smith, S.F.",NA,NA,NA,NA,"epífita - flores brancas","Angiospermae","Asparagales","Pabst","Grazziotin, G.G.","s.n.","1987","11","07",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Cazuza Ferreira","-50.5835990905762","-29.4480991363525",NA,NA,NA,"780","780",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"77","2021-03-16 17:50:18-03","UCS","HUCS","4198","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","riograndensis","Capanemia riograndensis","Smith, S.F.",NA,NA,NA,NA,"epífita; mata","Angiospermae","Asparagales","Pabst","Rossato, M.","s.n.","1988","02",NA,NA,"Brasil","Rio Grande do Sul","Farroupilha","São Roque","-51.3478012084961","-29.2250003814697",NA,NA,NA,"700","700",NA,NA,NA,"19545","auto",NA,NA,NA,NA,NA
"78","2019-08-16 08:40:23-03","UTFPR","HCF","23021","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","M.G. Caxambu","2017","05","15",NA,"erva epífita. Flores alvas. Próxima à Cachoeira do Rio Azul.",NA,NA,"Barb.Rodr.","M.G. Caxambu","7813","2017","05","15",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Trilha do Rio","-53.795694","-25.155222",NA,NA,NA,"502","502",NA,"53°47'44,5 W","25°09'18,8 S",NA,NA,NA,NA,NA,NA,NA
"79","2019-08-16 08:40:23-03","UTFPR","HCF","11023","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","M.G. Caxambu","2013","10","07",NA,"erva epífita, ciófila, ripária. Flores alvas.",NA,NA,"Barb.Rodr.","M.G. Caxambu","4204","2012","07","16",NA,"Brasil","PR","Tuneiras do Oeste","Rio Moro - Reserva Biológica das","-52.820611","-23.885694",NA,NA,NA,"402","402",NA,"52°49'14,2 W","23°53'08,5 S",NA,NA,NA,NA,NA,NA,NA
"80","2019-08-16 08:40:23-03","UTFPR","HCF","8079","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","M.G. Caxambu","2009","08","20",NA,"erva epífita, heliófita. Flores alvas. Forófito: Ilex paraguariensis A. St. Hil.",NA,NA,"Barb.Rodr.","M.G. Caxambu","2671","2009","08","06",NA,"Brasil","PR","Turvo","arredores","-51.523583","-25.040389",NA,NA,NA,"1011","1011",NA,"51°31'24,9 W","25°02'25,4 S",NA,NA,NA,NA,NA,NA,NA
"81","2019-08-16 08:40:23-03","UTFPR","HCF","9084","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","M.G. Caxambu","2010","09","21",NA,"erva epífita, com flores alvas. Forófito: n° 465 (arvoreta ca. 3 m).",NA,NA,"Barb.Rodr.","A.R. Silva","766","2010","06","29",NA,"Brasil","PR","Campo Mourão","afloramento rochoso, no terreno frente","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"82","2019-08-16 08:40:23-03","UTFPR","HCF","2712","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","M.G. Caxambu","2005","11","09",NA,"herbácea, epífita, com flores de cor creme.",NA,NA,"Barb.Rodr.","H.C.L. Geraldino","60","2005","08","15",NA,"Brasil","PR","Campo Mourão","Capela do Calvário","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"83","2019-08-16 08:40:23-03","UTFPR","HCF","1098","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","J. Cordeiro & O.S. Ribas","2004","09",NA,NA,"planta herbácea, epífita, entouceirada, com folhas verdes escuras filiformes, sobre um diminuto pseudo-bulbo. Flores brancas.",NA,NA,"Barb.Rodr.","M.G. Caxambu","474","2004","05","19",NA,"Brasil","PR","Campo Mourão","CTG","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"84","2019-08-16 08:40:23-03","UTFPR","HCF","1252","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","M.G. Caxambu","2004","09","29",NA,"planta herbácea, epífita, entouceirada, com diminutos pseudo-bulbos e flores brancas.",NA,NA,"Barb.Rodr.","E.G. Paulino","15","2004","07","23",NA,"Brasil","PR","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"85","2019-08-16 08:40:23-03","UTFPR","HCF","1168","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","M.G. Caxambu","2004","09","29",NA,"planta herbácea, epífita, entouceirada, com folhas canaliculadas sobre diminuto pseudo-bulbo. Flores brancas.",NA,NA,"Barb.Rodr.","E.G. Paulino",NA,"2004","07","01",NA,"Brasil","PR","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"86","2020-03-05 15:08:51-03","UFSM","SMDB","18265","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Essi, L","2018","11","14",NA,"Micro Orquídea epífita, no interior de mata. Flores brancas. Projeto Flora de Santa Maria Revisitada",NA,NA,"Barb. Rodr.","Essi, L; Buneker, HM; D#?#Ávila, B","1107","2017","08","15",NA,"Brasil","Rio Grande do Sul","Santa Maria","Campo de Instrução do Exército ( CISM), Área Grava","-53.8069000244141","-29.6842002868652",NA,"SMDB018265",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"87","2020-03-05 15:08:51-03","UFSM","SMDB","2055","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Portalet, A.A.","2018","32",NA,NA,NA,NA,NA,"Barb. Rodr.","Alvarez, A.F.","s.n.","1980","09","11",NA,"Brasil","Rio Grande do Sul","Santa Maria","Parada Linck . Canabarro","-53.8069000244141","-29.6842002868652",NA,"SMDB002055",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"88","2020-09-02 11:21:30-03","UFSM","SMDB","13801","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Portalet, A",NA,NA,NA,NA,"Epífita de orla da mata; crescimento cespitoso; flores pequenas brancas e perfumadas, o labelo possui uma mancha amarela no disco central.",NA,NA,"Barb. Rodr.","Portalet, A; Radtke, G","89","2010","06","15",NA,"Brasil","Rio Grande do Sul","Santa Maria","Passo do Verde","-53.8069000244141","-29.6842002868652",NA,"SMDB013801",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"89","2020-12-21 16:38:18-03","MBM","MBM","213760","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","angustilabia","Capanemia angustilabia","Hoelme, F.C.","1950","05","26",NA,NA,NA,NA,"Schltr.","Lange, R.","8512","1909","12","06","Southern America","Brazil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,"MBM213760","MBM213760",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"90","2020-12-21 16:38:18-03","MBM","MBM","49134","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","angustilabia","Capanemia angustilabia","Hoehne, F.C.","1951",NA,NA,NA,"Epífita da mata de várzeas. Flor alvecente com mácula amarela e labelo",NA,NA,"Schltr.","Hatschbach, G.","2317","1951","07","22","Southern America","Brazil","Paraná","Araucária","Araucária","-49.4103012084961","-25.5930995941162",NA,"MBM049134","MBM049134",NA,NA,NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA
"91","2020-12-21 16:38:18-03","MBM","MBM","49135","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","angustilabia","Capanemia angustilabia","Hoehne, F.C.","1951",NA,NA,NA,"Epífita de flor alvecente; da mata",NA,NA,"Schltr.","Hatschbach, G.","107","1944","06","25","Southern America","Brazil","Paraná","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,"MBM049135","MBM049135","930","930",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"92","2020-12-21 16:38:18-03","MBM","MBM","16595","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Hatschbach, G.","24722","1970","09","18","Southern America","Brazil","Paraná","Balsa Nova","Serra São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,"MBM016595","MBM016595",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"93","2020-12-21 16:38:18-03","MBM","MBM","15166","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Guimarães, O.","s.n.","1970","07","22","Southern America","Brazil","Paraná","Almirante Tamandaré","Rio Barigui","-49.310001373291","-25.3246994018555",NA,"MBM015166","MBM015166",NA,NA,NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA
"94","2020-12-21 16:38:18-03","MBM","MBM","1218","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Hatschbach, G.","14633","1966","08","28","Southern America","Brazil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,"MBM001218","MBM001218",NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA
"95","2020-12-21 16:38:18-03","MBM","MBM","7768","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Koczicki, G.","s.n.","1967","07","25","Southern America","Brazil","Paraná","União da Vitória",NA,"-51.0863990783691","-26.2299995422363",NA,"MBM007768","MBM007768",NA,NA,NA,NA,NA,"35297","auto",NA,NA,NA,NA,NA
"96","2020-12-21 16:38:18-03","MBM","MBM","51071","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Klein, R.M.","5547","1964","08","26","Southern America","Brazil","Santa Catarina","Abelardo Luz",NA,"-52.3283004760742","-26.5646991729736",NA,"MBM051071","MBM051071",NA,NA,NA,NA,NA,"35836","auto",NA,NA,NA,NA,NA
"97","2020-12-21 16:38:18-03","MBM","MBM","3663","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Klein, R.","3061","1962","09","16","Southern America","Brazil","Santa Catarina","Porto União",NA,"-51.0783004760742","-26.2381000518799",NA,"MBM003663","MBM003663",NA,NA,NA,NA,NA,"41804","auto",NA,NA,NA,NA,NA
"98","2020-12-21 16:38:18-03","MBM","MBM","46076","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Kummrow, R.","1117","1976","07","15","Southern America","Brazil","Paraná","Curitiba","Uberaba de Baixo, Rio Iguaçú","-49.2731018066406","-25.4277992248535",NA,"MBM046076","MBM046076",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"99","2020-12-21 16:38:18-03","MBM","MBM","49132","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Hatschbach, G.","16719","1967","07","19","Southern America","Brazil","Paraná","São José dos Pinhais","Purgatório","-49.2064018249512","-25.5347003936768",NA,"MBM049132","MBM049132",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"100","2020-12-21 16:38:18-03","MBM","MBM","1236","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","14669","1966","09","06","Southern America","Brazil","Paraná","Tibagi","Alto do Amparo","-50.4136009216309","-24.5093994140625",NA,"MBM001236","MBM001236",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"101","2020-12-21 16:38:18-03","MBM","MBM","118504","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Smith, S.F.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Wasum, R.; et al.; et al.","3232","1987","09","12","Southern America","Brazil","Rio Grande do Sul","Esmeralda","Fazenda Guabirotuba","-51.190299987793","-28.0536003112793",NA,"MBM118504","MBM118504",NA,NA,NA,NA,NA,"38649","auto",NA,NA,NA,NA,NA
"102","2020-12-21 16:38:18-03","MBM","MBM","51098","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Reitz, R.; Klein, R.M.; Klein, R.M.","16160","1963","09","12","Southern America","Brazil","Santa Catarina","Campos Novos",NA,"-51.2249984741211","-27.4016990661621",NA,"MBM051098","MBM051098",NA,NA,NA,NA,NA,"43319","auto",NA,NA,NA,NA,NA
