"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","locality","stateProvince","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","sex"
"191","2019-10-09 11:23:29-03","UFBA","ALCB","15942","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Santana, MS","s/n","Southern America","Brasil",NA,NA,"espinhoso. Folhas discolores. Flores alvas. Fruto imaturo verde.",NA,"1986","06","11","Região Metropolitana Salvador, Lot. Paraguaçu","Bahia",NA,NA,NA,NA,"Dicotyledon",NA,"Cham. & Schltdl.",NA,"Pessoa, MCR","Ilha de Itaparica",NA,NA,NA,NA,"2012","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-10-09 11:23:29-03","UFBA","ALCB","19109","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Gusmão, EF de","130a","Southern America","Brasil",NA,NA,NA,NA,"1980","06","22","Litoral Norte, Ladeira do Peri.","Bahia","-38.033333","-12.25","-38.033333","-12.25","Dicotyledon",NA,"Cham. & Schltdl.",NA,"Ocubra, MR de","Itanagra",NA,NA,NA,NA,"2000","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-10-09 11:23:29-03","UFBA","ALCB","19146","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Gusmão, EF de","209","Southern America","Brasil",NA,NA,NA,NA,"1981","09","20","Litoral Norte, Fazenda Peri.","Bahia","-38.033333","-12.25","-38.033333","-12.25","Dicotyledon",NA,"Cham. & Schltdl.",NA,NA,"Itanagra",NA,NA,NA,NA,"2000","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-10-09 11:23:29-03","UFBA","ALCB","54473","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Guedes, ML; et al.","9047","Southern America","Brasil",NA,NA,"de ca. 3 m de altura, ind. nº 31. Materil estéril. Frequente.; com altura média de 12 m. de altura.",NA,"2001","06","09","Região Metropolitana Salvador, na altura do Km 7 da Av. Paralela, da Av. Luiz Viana Filho, Empreendimento Alphaville","Bahia","-38.5","-12.966667","-38.5","-12.966667","Dicotyledon",NA,"Cham. & Schltdl.",NA,"Guedes, ML","Salvador",NA,NA,NA,NA,"2001","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-10-09 11:23:29-03","UFBA","ALCB","77009","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Guedes, ML; Gomes, LP; Valadão, RM; Prates, ARS; Oliveira, MR; Gomes, FS","s/n","Southern America","Brasil",NA,NA,"flores alvas.; em estágio inicial de regeneração.",NA,"2007","03","18","síto O Encantado. Abrantes- Ba, 234- casa","Bahia","-38.303611","-12.813611","-38.303611","-12.813611","Dicotyledon",NA,"Cham. & Schltdl.",NA,"Guedes, ML; Prates, ARS; Oliveira, MR","Camaçari",NA,NA,NA,NA,"2007","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-10-09 11:23:29-03","UFBA","ALCB","81609","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Guedes, ML; Gomes, FS; Mattos Andrade, PE de","13984","Southern America","Brasil",NA,NA,"de ca 3 m de altura, espinescente. Folhas membranáceas, discolores. Material estéril. T03P07, ind. 68.",NA,"2007","11","26","Médio São Francisco","Bahia","-43.79","-14.333056","-43.79","-14.333056","Dicotyledon",NA,"Cham. & Schltdl.",NA,"Guedes, ML","Carinhanha","421","421",NA,NA,"2007","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-10-09 11:23:29-03","UFBA","ALCB","99388","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Guedes, ML; Silva, LM; Akita, AST; Gomes, FS","18257","Southern America","Brasil",NA,NA,"Folhas cartáceas, discolores, espinescentes. Fruto imaturo verde.; Área antropizada.",NA,"2011","05","14","Região Metropolitana Salvador, Próximo à cidade de Caboto, nas imediações do Porto de Aratu","Bahia","-38.497222","-12.765","-38.497222","-12.765","Dicotyledon",NA,"Cham. & Schltdl.",NA,"Guedes, ML","Candeias","50","50",NA,NA,"2011","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-10-09 11:23:29-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Queiroz, LP de","4845","Southern America","Brasil",NA,NA,"esgalhada, semi-decumbente, partes jovens viscosas. Folhas papiráceas. Flores com ovário verde-claro, corola creme; anteras amarelas. Fruto atrovináceos. Ocasional.; na várzea inundável dos rios São Francisco e Icatu.",NA,"1997","02","25","Médio São Francisco, Ibiraba(=Icatu), caminho para Coxos, lagoa dos Coxos","Bahia","-42.833333","-10.8","-42.833333","-10.8","Dicotyledon",NA,"Cham. & Schltdl.",NA,"Zappi, DC","Barra",NA,NA,NA,NA,"1999","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-10-09 11:23:29-03","UFBA","ALCB","50330","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Guedes, ML; Paulo Filho, D","7827","Southern America","Brasil",NA,NA,"espinescente. 3,0 m. Folhas cartáceas, discolores. Flores com tubo estreito, rosa.",NA,"2001","01","22","Médio São Francisco, Lagoa Grande","Bahia","-43.35","-11.633333","-43.35","-11.633333","Dicotyledon",NA,"Cham. & Schltdl.",NA,"Pessoa, MCR","Morpará",NA,NA,NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-10-09 11:23:29-03","UFBA","ALCB","07966","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Grupo Pedra do Cavalo","893","Southern America","Brasil",NA,NA,"ca. 1,5 m alt. Espinhos e flores alvas.",NA,"1980","11",NA,"Recôncavo Sul, mata a NE da B. Bananeiras.","Bahia","-39.083333","-12.533333","-39.083333","-12.533333","Dicotyledon",NA,"Cham. & Schltdl.",NA,"Pessoa, MCR","Cachoeira",NA,NA,NA,NA,"2012","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-10-09 11:23:29-03","UFBA","ALCB","103933","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","randioides","Chomelia randioides",NA,"Gomes, FS; Guedes, ML; Silveira, ER; et al.","988","Southern America","Brasil",NA,NA,"de ca 4 m de altura, espinescente. Folhas cartáceas, discolores, nervação impressa , estípulas interpeciolares indivisa. Inflorescência em cimas axilares, flores pedunculadas. Frutos imaturos, pilosos.",NA,"2011","08","12","Pico Alto","Ceará","-38.966667","-4.236111","-38.966667","-4.236111","Dicotyledon",NA,"(Stendl) Steyerm.",NA,"Guedes, ML","Pacoti","864","864",NA,NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-02-08 09:22:54-03","NBC","NL-BOTANY","L 0057947","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","angustifolia","Chomelia angustifolia","isotype","Schomburgk RH",NA,"Southern America","Guyana",NA,NA,"Falls<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200057947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0057947",NA,NA,NA,"Guiana anglica",NA,NA,NA,NA,NA,NA,"Gentianales","Benth.","NL-L0057947",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","908212665",NA,NA,NA,NA,NA,NA
"203","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U.1559845","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","angustifolia","Chomelia angustifolia",NA,"McDowell T",NA,"Southern America","Guyana",NA,NA,"Along banks of river.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559845","1990","04","21","Guyana. Region: E.Berbice-Corentyne. Corentyne River, above Cow Falls, near Baba Grant sawmill.","East Berbice-Corentyne","-57.7","5","-57.7","5.0",NA,"Gentianales","Benth.","NL-U1559845","Taylor CM",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0228252",NA,NA,NA,NA,NA,NA
"204","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U.1559847","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","angustifolia","Chomelia angustifolia",NA,"Clarke HD",NA,"Southern America","Guyana",NA,NA,"Riparian vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559847","1996","10","01","Guyana. Region: Potaro - Siparuni. Iwokrama Rainforest Reserve; transect; Essequibo R.-summit of Turtle Mt., 2.5 km W of Essequibo R.","Potaro-Siparuni","-58.7","4.716667","-58.7","4.716667",NA,"Gentianales","Benth.","NL-U1559847","Taylor CM",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0119877",NA,NA,NA,NA,NA,NA
"205","2020-02-08 09:22:54-03","NBC","NL-BOTANY","WAG.1386329","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","angustifolia","Chomelia angustifolia",NA,"Steyermark JA",NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1386329 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1386329","1967","02","25","Border between Deparamento Antioquia and Departamento Bolivar.",NA,"-74.25","6.916667","-74.25","6.916667",NA,"Gentianales","Benth.","NL-WAG1386329",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"206","2020-02-08 09:22:54-03","NBC","NL-BOTANY","WAG.1386330","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","angustifolia","Chomelia angustifolia",NA,"Steyermark JA",NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1386330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1386330","1967","02","25","Border between Deparamento Antioquia and Departamento Bolivar.",NA,"-74.25","6.916667","-74.25","6.916667",NA,"Gentianales","Benth.","NL-WAG1386330",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"207","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U.1559844","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","angustifolia","Chomelia angustifolia",NA,"McDowell T",NA,"Southern America","Guyana",NA,NA,"River level at 1.6 m above normal. Trees, lianas, occasional disturbed areas. Mora and Wallaba prominent.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559844","1990","09","20","Guyana. Region: U.Demerara-Berbice. Essequibo River. Iwokrama.","Upper Demerara - Berbice","-58.666667","4.666667","-58.666667","4.666667",NA,"Gentianales","Benth.","NL-U1559844","Taylor CM",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0228251",NA,NA,NA,NA,NA,NA
"208","2020-02-08 09:22:54-03","NBC","NL-BOTANY","L.1078552","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1078552","1966","06","13","Fazenda Estrela do Sul, SE of Xambrê","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L1078552",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13112",NA,NA,NA,NA,NA,NA
"209","2020-02-08 09:22:54-03","NBC","NL-BOTANY","L.1078553","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1078553","1966","06","13","Fazenda Estrela do Sul, SE of Xambrê","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L1078553",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13112",NA,NA,NA,NA,NA,NA
"210","2020-02-08 09:22:54-03","NBC","NL-BOTANY","L.1078554","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1078554","1966","11","26","ca. 10 km SE of Jardinopolis","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L1078554",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14052",NA,NA,NA,NA,NA,NA
"211","2020-02-08 09:22:54-03","NBC","NL-BOTANY","L.1078555","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078555 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1078555","1966","11","26","ca. 10 km SE of Jardinopolis","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L1078555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14052",NA,NA,NA,NA,NA,NA
"212","2020-02-08 09:22:54-03","NBC","NL-BOTANY","L.1078556","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1078556","1966","11","26","ca. 10 km SE of Jardinopolis","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L1078556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14052",NA,NA,NA,NA,NA,NA
"213","2020-02-08 09:22:54-03","NBC","NL-BOTANY","L.1078557","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078557 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1078557","1967","03","13","Fazenda reserva, ca. 85 km SW of Guarapuava","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L1078557",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14182",NA,NA,NA,NA,NA,NA
"214","2020-02-08 09:22:54-03","NBC","NL-BOTANY","L.1078558","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078558 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1078558","1967","03","13","Fazenda reserva, ca. 85 km SW of Guarapuava","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L1078558",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14182",NA,NA,NA,NA,NA,NA
"215","2020-02-08 09:22:54-03","NBC","NL-BOTANY","L.1078559","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078559 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1078559","1967","03","13","Fazenda reserva, ca. 85 km SW of Guarapuava","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L1078559",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14182",NA,NA,NA,NA,NA,NA
"216","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U 0291538","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200291538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0291538","1967","03","13","Fazenda reserva, ca. 85 km SW of Guarapuava","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14182",NA,NA,NA,NA,NA,NA
"217","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U 0291539","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200291539 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0291539","1966","06","13","Fazenda Estrela do Sul, SE of Xambrê","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13112",NA,NA,NA,NA,NA,NA
"218","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U 0291540","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200291540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0291540","1966","11","26","ca. 10 km SE of Jardinopolis","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14052",NA,NA,NA,NA,NA,NA
"219","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U.1559790","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559790 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559790","1966","06","13","Fazenda Estrela do Sul, SE of Xambrê","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-U1559790",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100283",NA,NA,NA,NA,NA,NA
"220","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U.1559791","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559791","1967","03","13","Fazenda reserva, ca. 85 km SW of Guarapuava","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-U1559791",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100284",NA,NA,NA,NA,NA,NA
"221","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U.1559792","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559792","1966","11","26","ca. 10 km SE of Jardinopolis","Paraná",NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-U1559792",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100285",NA,NA,NA,NA,NA,NA
"222","2020-02-08 09:22:54-03","NBC","NL-BOTANY","U.1559848","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","anisomeris","Chomelia anisomeris",NA,"Pires JM",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559848","1952","01","07","Estado do Para. Rio Sao Manoel, Cachoeira do Caldeirao, nas pedras de beira.",NA,NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-U1559848",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"223","2020-02-08 09:23:00-03","NBC","NL-BOTANY","L.2853784","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","martiana","Chomelia martiana",NA,"Herzog T",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2853784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2853784","1911","01","01","Stranch im Savannenwald westlich vom Rio Pirai.",NA,NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L2853784",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"224","2020-02-08 09:23:00-03","NBC","NL-BOTANY","L.2853785","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","martiana","Chomelia martiana",NA,"Herzog T",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2853785 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2853785","1911","01","01","Stranch im Savannenwald westlich vom Rio Pirai.",NA,NA,NA,NA,NA,NA,"Gentianales","Müll.Arg.","NL-L2853785",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"225","2020-02-08 09:23:00-03","NBC","NL-BOTANY","U.1559794","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Hahn WJ; Simonis JE; Duré R; R; Pérez de Molas LF",NA,"Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559794","1983","03","22",NA,"Amambay","-56.5","-22.166667","-56.5","-22.166667",NA,"Gentianales","Cham. & Schltdl.","NL-U1559794","Delprete PG",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100435",NA,NA,NA,NA,NA,NA
"226","2020-02-08 09:23:00-03","NBC","NL-BOTANY","U.1559795","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Black GA",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559795","1948","11","13",NA,"Pará",NA,NA,NA,NA,NA,"Gentianales","Cham. & Schltdl.","NL-U1559795","Delprete PG",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100436",NA,NA,NA,NA,NA,NA
"227","2020-02-08 09:23:00-03","NBC","NL-BOTANY","U.1559796","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Black GA; Cordeiro E",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559796","1952","06","18",NA,"Rondônia",NA,NA,NA,NA,NA,"Gentianales","Cham. & Schltdl.","NL-U1559796","Delprete PG",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100437",NA,NA,NA,NA,NA,NA
"228","2020-02-08 09:23:00-03","NBC","NL-BOTANY","U.1559797","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Black GA; Cordeiro E",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559797 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559797","1952","06","10",NA,"Rondônia",NA,NA,NA,NA,NA,"Gentianales","Cham. & Schltdl.","NL-U1559797","Delprete PG",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0100438",NA,NA,NA,NA,NA,NA
"229","2020-02-08 09:23:00-03","NBC","NL-BOTANY","L.4188758","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Wasum R; et al.",NA,"Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4188758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4188758","1995","12","26","RS-Mun. Marcelino Ramos-Estreito Rio Uruguai, beira da mata.",NA,NA,NA,NA,NA,NA,"Gentianales","Cham. & Schltdl.","NL-L4188758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"230","2020-02-08 09:23:00-03","NBC","NL-BOTANY","U 0005961","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa","isotype","Schomburgk RH",NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentianales","Cham. & Schltdl.","NL-U0005961","Delprete PG",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","241873 B",NA,NA,NA,NA,NA,NA
"231","2020-02-08 09:23:00-03","NBC","NL-BOTANY","U 0292493","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Lindeman JC; Horreüs de Haas R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292493",NA,NA,NA,"Xambrê Fazenda Estrela do Sul","Paraná",NA,NA,NA,NA,NA,"Gentianales","Cham. & Schltdl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13122",NA,NA,NA,NA,NA,NA
