"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","individualCount","occurrenceRemarks","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","locality","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","continentOcean","typeStatus","relatedCatalogItem"
"1","2019-06-10 10:10:56-03","FZB-BH","CVJBFZB","1719","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & J.L.Doran) Van Scheepen","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-04 10:59:02-03","ESALQ","ESA","68465","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Amaryllidaceae","Hippeastrum","blosfeldiae","Hippeastrum blosfeldiae","van Scheepen",NA,NA,"Dutilh, J.","Kozera, C. ; Kozera, O.P.","1189.0","1999","08","28","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","ESA068465","ESA068465","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-11-04 10:59:02-03","ESALQ","ESA","21502","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae",NA,NA,"Erva, 50 cm alt.; flores laranja. Área perturbada.","Dutilh, J.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1686.0","1993","12","01","Brasil","São Paulo","Ubatuba","-445.554","-232.105",NA,"ESA021502",NA,NA,"Puruba. Restinga.","-445,554","-232,105",NA,NA,NA,NA,NA,NA,NA,NA
"4","2015-07-02 14:00:12-03","JBP","HPL","320","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae",NA,NA,NA,"J.H.A. Dutilh","H. Lorenzi","3931","2003","09","04","Brasil","RJ","Rio de Janeiro","-43.2075","-22.9028","57442",NA,NA,"auto","Praia do Grumari.",NA,NA,"2013","02","06",NA,NA,NA,NA,NA
"5","2019-08-20 09:58:56-03","UNICAMP","UEC","61086","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & L.J.Doran) Van Scheepen",NA,"flor, Erva bulbosa com flores avermelhadas e interior esverdeado; restinga.","Dutilh, JHA","Souza, WS; Britez, RM","24558","1986","08","30","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","UEC090421","UEC090421","auto","Ilha do Mel, Caminho do Belo",NA,NA,"1997","12",NA,NA,NA,NA,NA,NA
"6","2021-03-01 16:18:54-03","UNICAMP","UEC","185363","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & L.J.Doran) Van Scheepen",NA,"Herbácea, bulbosa, decídua, ca. 40-50cm de altura. Flores alaranjadas. Frutos ausentes.","Dutilh, JHA","Lorenzi, H","3931","2003","09","04","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","UEC105957","UEC105957","auto","Brasil-RJ- Rio de Janeiro - Praia do Grumari.",NA,NA,"2013","02","06",NA,NA,NA,NA,NA
"7","2021-03-01 16:18:54-03","UNICAMP","UEC","15971","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & L.J.Doran) Van Scheepen",NA,"Flor alaranjada.","Dutilh, JHA","Shepherd, GJ","8800","1978","10","15","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574","UEC090159","UEC090159","auto","Ilha do Cardoso, Entre as pedras à beira da mata.",NA,NA,"1997","12",NA,NA,NA,NA,NA,NA
"8","2021-03-01 16:18:54-03","UNICAMP","UEC","136555","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & L.J.Doran) Van Scheepen",NA,"Tépalas alaranjadas, fauce esverdeadas, filetes laranjas, estilete verde na base laranja em direção ao ápice.; Próx. do mar, sobre solo pedregoso.","Meyer, F","Kirizawa, M","1508","1985","10","29","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574","UEC000403","UEC000403","auto","Parque Estadual da Ilha do Cardoso.&nf;Morro de captação de água do mar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-08-20 09:58:56-03","UNICAMP","UEC","89799","S","Plantae","Liliopsida",NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & L.J.Doran) Van Scheepen",NA,"flor, Erva","Dutilh, JHA","Martins, E","29402","1993","11","10","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","34265","UEC090422","UEC090422","auto","Picinguaba",NA,NA,"2001","08",NA,NA,NA,NA,NA,NA
"10","2020-10-14 09:58:02-03","FURB","FURB","44744","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & J.L.Doran) Van Scheepen",NA,NA,"Funez, L.A.","Funez, L.A.","2993","2014","08","20","Brasil","Santa Catarina","Rodeio","-49.3605556","-26.9491666",NA,"FURB14167","FURB14167 FURB14167_1",NA,"próximo à BR-470.","-49.3605556","-26.9491666","2014","08",NA,"95","95",NA,NA,NA
"11","2019-09-27 18:03:26-03","UFES","VIES","35581","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & J.L.Doran) Van Scheepen",NA,NA,"Dutilh","Manhães, V.C.; Couto, D.R.","303","2013","03","05","Brasil","Rio de Janeiro","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895","62761","VIES035581","VIES035581","auto",NA,NA,NA,"2015","11","23",NA,NA,NA,NA,NA
"12","2020-12-21 16:11:34-03","MBM","MBM","70331","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub. & J.L. Doran) Van Scheepen",NA,"Restinga. Tépalas no fundo esverdeado claro, por cima vermelho, estames vermelho claro, anteras pálido","Dutilh, J.","Tessmann, G.","s.n.","1953","08","15","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","MBM070331","MBM070331","auto","Ilha do Mel",NA,NA,"1995","07",NA,NA,NA,"Southern America",NA,NA
"13","2020-12-21 16:11:34-03","MBM","MBM","250306","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub. & J.L. Doran) Van Scheepen",NA,"Herbácea bulbosa com flores alaranjadas. Restinga. Próximo ao mar","Hatschbach, G.","Kozera, C.; et al.; et al.","1189","1999","08","02","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","MBM250306","MBM250306","auto","Ilha do Mel. Morro Bento Alves",NA,NA,"1999","11",NA,NA,NA,"Southern America",NA,NA
"14","2020-12-21 16:11:34-03","MBM","MBM","156927","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub. & J.L. Doran) Van Scheepen",NA,"Flor vermelho zarcão, base esverdeada. Terrenos baldios ao longo do lago","Dutilh, J.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","51176","1992","08","21","Brazil","Santa Catarina","Imaruí","-48.8199996948242","-28.3414001464844","29971","MBM156927","MBM156927","auto","Imaruí, arredores",NA,NA,"1995",NA,NA,"30","30","Southern America",NA,NA
"15","2020-12-21 16:11:34-03","MBM","MBM","118488","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub. & J.L. Doran) Van Scheepen",NA,"Erva de flores avermelhadas com o interior esverdeado.","Dutilh, J.","Souza, W.S.; et al.; et al.","288","1986","08","30","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","MBM118488","MBM118488","auto","Ilha do Mel. Caminho do Belo",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"16","2021-02-11 17:17:48-03","UFPR","UPCB","41886","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub. & Doran) Van Scheepen",NA,"Herbácea bulbosa com flores alaranjadas. Restinga, próximo ao mar..","Hatschbach, G.","Kozera, C.","1189","1999","08","28","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916",NA,NA,"auto","Ilha do Mel, Morro Bento Alves",NA,NA,"1999","11",NA,NA,NA,NA,NA,NA
"17","2018-10-09 10:52:00-03","MO","MOBOT","101074632","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & J.L. Doran) Van Scheepen","1",NA,"J. Dutilh","Hamilton P. Traub","Traub 1004A","1966","10",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated in Burbank, CA from bulbs collected by Doran at Coruguatuba, Brasil.",NA,NA,NA,NA,NA,NA,NA,"South America","Type",NA
"18","2015-10-22 10:02:24-02","UNIOESTE","UNOP","5725","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & J.L.Doran) Van Scheepen",NA,"Flor amarela e lilás.","Cestaro, D.C.","Marcilio, V.; Cestaro, D.C.; Neher, R.S.; Vitor, A.C.R.; Cestaro, D.C.; Neher, R.S.; Vitor, A.C.R.","52","2009","09","26","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602","27346",NA,NA,"auto","Serra de São Luis do Purunã, Mirante do Cristo, Campos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","5274",NA,"Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & J.L.Doran) Van Scheepen",NA,"Em 29/09/1988, em flor no viveiro de aclimatação de plantas nativas da Universidade Federal do Espírito Santo, brácteas alvo púrpureas, tépalas vermelho claras sendo a superfície com base púrpurea e faixa longitudional amarelo clara a","R.S. Oliveira/Julho-2012","B. Weinberg",NA,"1988","03",NA,"Brasil","Espírito Santo","Vila Velha","-40.319444","-20.402222",NA,"MBML005274","MBML005274",NA,"Barra do Jucu, Jacarenema","40W19'10","20S24'8",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-15 15:28:17-03","UNESP-RC","HRCB","46668","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & L.J. Doran) Van Scheepen",NA,"Erva. Tépalas no fondo esverdeado claro, por cima vermelho, estames vermelho claro, anteras pardo","J.H.A. Dutilh","Tessmann, G.",NA,"1953","08","15","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Ilha do Mel - Baía de Paranagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-25 13:51:22-03","UNIVILLE","JOI","2509","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Amaryllis","blossfeldiae","Amaryllis blossfeldiae","Traub & J.L.Doran",NA,"Folha linear; HABITO: herb, bulbous","Ziffer Berger","Björn Mehlhaff","43","2006","08","25","Brasil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529","23627","JOI002509","JOI002509","auto","Vila da Glória, Houptstrape.",NA,NA,"2006","08","27",NA,NA,NA,NA,NA
"22","2019-10-07 09:19:43-03","UEFS","HUEFS","92969","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & J.L.Doran) Van Scheepen",NA,NA,"A.Alves-Araújo","Lambert, S.M.","7","2005","01","20","Brasil","Bahia","Mucugê","-41.376389","-13.083056",NA,"HUEFS0092969","HUEFS0092969",NA,"Morro do Gobira - Parque Municipal de Mucugê.","41W22'35''","13S4'59''","2006","05",NA,"1250","1336",NA,NA,NA
"23","2020-07-23 11:56:43-03","CEPLAC","CEPEC","119308","PreservedSpecimen","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae",NA,NA,NA,"S. M. Lambert","S. M. Lambert","7","2005","01","20","Brasil","Bahia","MUCUGÊ","-41.376389","-13.083056",NA,NA,NA,NA,"Morro do Gobira - Parque Municipal de Mucugê.","41W22'35","13S4'59",NA,NA,NA,NA,NA,NA,NA,"30/12/2005"
"24","2019-11-21 09:58:06-03","IBt","SP","205401","S","Plantae",NA,NA,NA,"Amaryllidaceae","Hippeastrum","blossfeldiae","Hippeastrum blossfeldiae","(Traub & J.L.Doran) van Scheepen",NA,NA,"Dutilh, JHA","Kirizawa, M","1508","1985","10","29","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto","Parque Estadual da Ilha do Cardoso",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA
