"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-02-08 09:18:27-03","NBC","NL-BOTANY","U.1092175","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Fróes RL",NA,"1948","07","05","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092175 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092175","NL-U1092175",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"12","2020-02-08 09:18:27-03","NBC","NL-BOTANY","U.1092174","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Coelho D; Melloo F",NA,"1956","06","22","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092174 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092174","NL-U1092174",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"13","2020-02-08 09:18:27-03","NBC","NL-BOTANY","U 0000540","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.","isolectotype","Ducke A",NA,"1929","06","14","Southern America","Brazil","Amazonas","Manáos (Amazonas) circa Cachoeira do Mindú","-60.025278","-3.113333",NA,"silva paludosa non inundabili<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200000540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0000540","NL-U0000540","Zarucchi JL","1981","09",NA,"-60.025278","-3.113333",NA,NA,"Magnoliopsidae","01","13139 A",NA,NA
"14","2020-02-08 09:18:27-03","NBC","NL-BOTANY","U.1092170","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Fróes RL",NA,"1952","09","27","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092170 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092170","NL-U1092170",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 09:18:27-03","NBC","NL-BOTANY","U.1092171","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Coêlho L",NA,"1955","12","12","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092171 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092171","NL-U1092171",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 09:18:27-03","NBC","NL-BOTANY","U.1092172","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Fróes RL",NA,"1947","03","24","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092172","NL-U1092172",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 09:18:27-03","NBC","NL-BOTANY","U.1092173","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Coelho D",NA,"1956","05","28","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092173","NL-U1092173",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2021-03-31 13:35:24-03","MN","R","55260","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Ducke, W.A.","2140","1948","06","19",NA,"Brasil","Amazonas",NA,"-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,NA
"19","2021-03-31 13:35:24-03","MN","R","55245","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Ducke, W.A.","502","1937","05","27",NA,"Brasil","Amazonas",NA,"-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"Morokawa, R.","2011","05","Manaus",NA,NA,"138090","auto",NA,"12",NA,NA,NA
"20","2021-03-31 13:35:24-03","MN","R","55258","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Ducke, W.A.","1932","1946","04","04",NA,"Brasil","Pará",NA,"-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Morokawa, R.","2011","05","Belém",NA,NA,"48462","auto",NA,"12",NA,NA,NA
"21","2015-09-25 17:16:16-03","MNHN","RECOLNAT_MNHN_P","P00646706","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.","isotype","Ducke, A.",NA,"1929","6","14",NA,"Brésil",NA,"Manaos (civit. Amazonas), silva paludosa non inundabili circa Cachoeira do Mindu",NA,NA,"hb","reçu le 18 mai 1934 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646706' target='other'> <mi>dwc_moreinfo</mi></a>","P00646706","P00646706_01","Monachino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22424",NA
"22","2011-03-24 10:03:00-03","MO","MOBOT","3273055","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Couma","amara","Couma amara","Markgr.",NA,"A. Ducke","Ducke 22424","1929",NA,NA,"South America","Brazil","Amazonas","Manaos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-05-03 10:49:00-03","MO","MOBOT","2813313","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"J. Chagas","Chagas 1089","1955","5","30","South America","Brazil","Amazonas","capoeira; Estrada da forquillsa- lg. do Cach. Alta","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,"1"
"24","2020-05-03 15:43:00-03","MO","MOBOT","2813237","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Dionisio","Dionisio 3936","1956","6","22","South America","Brazil","Amazonas","firme, alta, arenoso, capoeir aberta. parque 10","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,"1"
"25","2012-03-23 16:23:00-03","MO","MOBOT","2812126","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Dionisio","Dionisio 3886","1956",NA,NA,"South America","Brazil","Amazonas","Manaus. BR 17 km 11. Firme, arenoso, úmido, capoeira lechada.",NA,NA,NA,NA,NA,NA,"R. Morokawa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"26","2013-02-21 10:53:00-03","MO","MOBOT","2812884","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"L.F. Coêlho","Coêlho 6346","1958",NA,NA,"South America","Peru","Amazonas","Amapá Amargoso, igarapé d Buião, Manaus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","2812956","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"LUIZ","LUIZ 3080","1955","12","12","South America","Peru","Amazonas","Igapó, amarelada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2013-02-22 05:41:00-03","MO","MOBOT","2813057","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"William A. Rodrigues|L.F. Coêlho","Rodrigues 1326","1959",NA,NA,"South America","Peru","Amazonas","igarapé da Cachoeira Baixa do Tarumã, manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2009-07-17 09:47:00-03","MO","MOBOT","2813110","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"A. Ducke","Ducke 502","1937",NA,NA,"South America","Brazil","Amazonas","Manaas, loco Estrada do Aleixo, silva poludosa now inundabili prope rivulum",NA,NA,NA,NA,NA,NA,"J. Monachino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-05-09 18:39:00-03","MO","MOBOT","2813172","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Francisco Mello","Mello 1483","1955","7","25","South America","Brazil","Amazonas","firme, arenoso, capoeira aberta, amarela; Pargue 10 de Novembro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"31","2020-08-31 08:55:39-03","INPA","INPA","10619","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, WA","4054","1962","01","04","Southern America","Brasil","Amazonas","Parque 10., Parque 10. Terra firme, solo arenoso, úmido.","-60.016667","-3.066667",NA,NA,"INPA0010619","INPA0010619 INPA0010619_e","Morokawa, R","2014","05","Manaus","-60.016667","-3.066667",NA,NA,NA,NA,NA,NA,NA
"32","2021-01-10 20:43:37-03","INPA","INPA","10905","Carpo","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, WA","4339","1962","02","19","Southern America","Brasil","Amazonas","BR174, Km 10, Km 10 da BR 17. Terra firme, solo arenoso, capoeira.","-60.035109","-2.89252",NA,NA,"INPA0010905","INPA0010905 INPA0010905_e","Morokawa, R","2014","05","Manaus","-60.035109","-2.89252",NA,NA,NA,NA,NA,NA,NA
"33","2021-01-10 20:43:37-03","INPA","INPA","10905","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, WA","4339","1962","02","19","Southern America","Brasil","Amazonas","BR174, Km 10, Km 10 da BR 17. Terra firme, solo arenoso, capoeira.","-60.035109","-2.89252",NA,NA,"INPA0010905","INPA0010905 INPA0010905_e","Morokawa, R","2014","05","Manaus","-60.035109","-2.89252",NA,NA,NA,NA,NA,NA,NA
"34","2020-08-31 08:55:39-03","INPA","INPA","1483","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Mello, FC de","INPA1483","1955","07","25","Southern America","Brasil","Amazonas","Parque 10, Parque 10. Terra firme, arenosa, capoeira aberta.","-60.016667","-3.066667",NA,NA,"INPA0001483","INPA0001483 INPA0001483_e INPA0001483_e1","Morokawa, R","2014","05","Manaus","-60.016667","-3.066667",NA,NA,NA,NA,NA,NA,NA
"35","2021-01-10 20:43:37-03","INPA","INPA","3080","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Coêlho, LF","INPA3080","1955","12","12","Southern America","Brasil","Amazonas","Igarapé do Buião, Igarapé do Buião.","-60.025","-3.102",NA,NA,"INPA0003080","INPA0003080 INPA0003080_e INPA0003080_e1","Morokawa, R","2011",NA,"Manaus","-60.025","-3.102",NA,NA,NA,NA,NA,NA,NA
"36","2020-08-31 08:55:39-03","INPA","INPA","3886","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Coêlho, DF","INPA3886","1956","05","28","Southern America","Brasil","Amazonas","BR 174, km 11, BR 17, Km 11.","-60.088005","-2.905646",NA,NA,"INPA0003886","INPA0003886 INPA0003886_e","Morokawa, R","2014","05","Manaus","-60.088005","-2.905646",NA,NA,NA,NA,NA,NA,NA
"37","2020-08-31 08:55:39-03","INPA","INPA","3936","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Coêlho, DF","INPA3936","1956","06","22","Southern America","Brasil","Amazonas","Parque 10, Parque 10.","-60.016667","-3.066667",NA,NA,"INPA0003936","INPA0003936 INPA0003936_e INPA0003936_e1","Morokawa, R","2011",NA,"Manaus","-60.016667","-3.066667",NA,NA,NA,NA,NA,NA,NA
"38","2020-08-31 08:55:39-03","INPA","INPA","6346","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Coêlho, LF","INPA6346","1958","04","14","Southern America","Brasil","Amazonas","Igarapé do Buião, Igarapé do Buião.","-60.025","-3.102",NA,NA,"INPA0006346","INPA0006346 INPA0006346_e INPA0006346_e1","Morokawa, R","2011","05","Manaus","-60.025","-3.102",NA,NA,NA,NA,NA,NA,NA
"39","2020-08-31 08:55:39-03","INPA","INPA","7655","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, WA","1326","1959","10","01","Southern America","Brasil","Amazonas","Igarapé da Cachoeira Baixa do Tarumã., Igarapé da Cachoeira Baixa do Tarumã. Solo úmido, sujeito a inundação temporária.","-60.1","-2.88",NA,NA,"INPA0007655","INPA0007655 INPA0007655_e","Morokawa, R","2014","05","Manaus","-60.1","-2.88",NA,NA,NA,NA,NA,NA,NA
"40","2020-08-31 08:55:39-03","INPA","INPA","1089","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Almeida, JC de","INPA1089","1955","05","30","Southern America","Brasil","Amazonas","Estrada da Forquilha. Tarumã, Estrada da Forquilha, margem do Igarapé da Cachoeira Alta. Terra úmida em capoeira.","-60.047222","-3.172056",NA,NA,"INPA0001089","INPA0001089 INPA0001089_e","Morokawa, R","2014","05","Manaus","-60.047222","-3.172056",NA,NA,NA,NA,NA,NA,NA
"41","2020-08-31 08:55:39-03","INPA","INPA","9359","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, WA","2815","1966","06","15","Southern America","Brasil","Amazonas","Estrada do Tarumã., Estrada do Tarumã. Terra firme, solo arenoso, capoeira grossa.","-59.783333","-2.762544",NA,NA,"INPA0009359","INPA0009359 INPA0009359_e","Morokawa, R","2014","05","Manaus","-59.783333","-2.762544",NA,NA,NA,NA,NA,NA,NA
"42","2020-08-31 08:55:39-03","INPA","INPA","7868","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, WA","1506","1960","03","08","Southern America","Brasil","Amazonas","Igarapé da Cachoeira Alta do Taramã., Igarapé da Cachoeira Alta. Solo arenoso, mata virgem.","-60.0250015258789","-3.10193991661072",NA,NA,"INPA0007868","INPA0007868 INPA0007868_e","Morokawa, R","2014","05","Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,NA
"43","2020-08-31 08:55:39-03","INPA","INPA","10105","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, WA","2815","1966","06","15","Southern America","Brasil","Amazonas","Estrada do Tarumã., Estrada do Tarumã. Terra firme, solo arenoso, capoeira grossa.","-59.783333","-2.762544",NA,NA,"INPA0010105","INPA0010105 INPA0010105_e","Morokawa, R","2014","05","Manaus","-59.783333","-2.762544",NA,NA,NA,NA,NA,NA,NA
"44","2020-08-31 08:55:39-03","INPA","INPA","10612","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, WA","4047","1962","01","02","Southern America","Brasil","Amazonas","Igarapé da Cachoeira Alta do Taramã., Igarapé da Cachoeira Alta do Tarumã. Terra firme, solo arenoso, capoeira grossa.","-60.0250015258789","-3.10193991661072",NA,NA,"INPA0010612","INPA0010612 INPA0010612_e","Morokawa, R","2014","05","Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","1574325","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Couma","amara","Couma amara","Markgr.","Isolectotype","A. Ducke","22424","1929","6","14","South America - Neotropics","Brazil","Amazonas","Manaos.",NA,NA,NA,NA,"US00111742","US00111742_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","1693506","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"-. Ducke","502","1937","5","27","South America - Neotropics","Brazil","Amazonas","Manáos, loco Estrada do Aleixo.",NA,NA,NA,NA,"US03243247","US03243247_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","2592726","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"A. Ducke","I.A.N.142","1942","8","29","South America - Neotropics","Brazil","Amazonas","Amazonia, Borba, matte pantanosa, junto do Campo Grande.",NA,NA,NA,NA,"US03243248","US03243248_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"48","2020-09-12 05:00:02-03","US","US","2592743","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"R. Froes","23250","1948","6","14","South America - Neotropics","Brazil","Amazonas","Amazonia, Rio Negro.",NA,NA,NA,NA,"US03243246","US03243246_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"49","2019-09-04 19:29:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Couma","amara","Couma amara",NA,"Type [status unknown]","A. Ducke",NA,"1929","6","14","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"50","2020-01-27 18:24:14-03","IAC","IAC","11692","S","Plantae",NA,NA,"Apocynaceae-1.Rauvolfioideae","Parahancornia","amara","Parahancornia amara","(Markgraf) Monach.",NA,"R.L. Fróes","23250","1948","06","14",NA,"Brasil","Amazonas","Rio Negro",NA,NA,NA,"do sr.J.M.Pires, em abril de 1950",NA,NA,"R.L. Fróes","1948","06",NA,NA,NA,NA,NA,NA,"14",NA,NA,NA
"51","2020-01-27 18:24:14-03","IAC","IAC","13929","S","Plantae",NA,NA,"Apocynaceae-1.Rauvolfioideae","Parahancornia","amara","Parahancornia amara","Monach.",NA,"W.A. Ducke","2140","1948","06","19",NA,"Brasil","Amazonas",NA,"-60.025","-3.1019",NA,"plantas da amazônia",NA,NA,"W.A. Ducke","1948","06","Manaus","-60.025","-3.1019",NA,NA,NA,"19",NA,NA,NA
"52","2009-11-26 13:47:53-02","INPA","INPAW","124","S","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Almeida, J.C. de",NA,"1955","05","30",NA,"Brasil","Amazonas",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,NA
"53","2009-11-26 13:47:53-02","INPA","INPAW","1015","S","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, W.A.","2815","1966","06","15",NA,"Brasil","Amazonas",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,NA
"54","2009-11-26 13:47:53-02","INPA","INPAW","715","S","Plantae",NA,NA,"Apocynaceae","Parahancornia","amara","Parahancornia amara","(Markgr.) Monach.",NA,"Rodrigues, W.A.","1506","1960","03","08",NA,"Brasil","Amazonas",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,NA
