"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"123","2019-02-22 11:46:40-03","IPA","IPA","22887","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Bossi, F.","1999","07","20","Andrade-Lima","1970",NA,NA,"Brasil","Pernambuco","Vitória de Santo Antão","Estação Experimental Cedro, no campo","-35.2914009094238","-8.11806011199951",NA,NA,NA,"IPA0022887",NA,"706180",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"21817","auto",NA,NA,NA,NA
"124","2019-02-22 11:46:40-03","IPA","IPA","12716","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Andrade-Lima","1961","08","15","Brasil","Rio de Janeiro","Mangaratiba","Fazenda Nossa Senhora do Carmo, próximo represa de Ribeirão das Lajes, margem caminho em capoeira","-44.040599822998","-22.9596996307373",NA,NA,"Cipozinho sobre arbustos. Frutos","IPA0012716",NA,"61-3799",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"17272","auto",NA,NA,NA,NA
"125","2019-02-22 11:46:41-03","IPA","IPA","73877","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Bocage, A.; Marques, J.S.","2007","04",NA,"Braga, D.V.; Alcântara, F.; Cortez, J.A.; et al.; Alcântara, F.; Cortez, J.A.; et al.","2005","07","09","Brasil","Sergipe","Canindé de São Francisco","Fazenda Poço Verde","-37.7893981933594","-9.65999984741211",NA,NA,NA,"IPA0073877",NA,"s.n.",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"38828","auto",NA,NA,NA,NA
"126","2019-02-22 11:46:40-03","IPA","IPA","15097","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Ataíde, M.","1979","01","03","Belém, R.P.","1965","07","22","Brasil","Bahia",NA,"Rodovia Ilhéus - Uruçuca. Plantação de cacau",NA,NA,NA,NA,"Planta rasteira; flores róseas, frutos verdes. Coleção viva IRI","IPA0015097",NA,"1365",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-02-22 11:46:40-03","IPA","IPA","23794","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Lewis, G.P.; Page, J.S.",NA,NA,NA,"Harley, R.M.","1974","03","17","Brasil","Bahia",NA,"Coastal Zone, 11km S of Santa Cruz de Cabrália. Restinga by the sea, with strand vegetation progressively developing into scrub and low forest further inland","-39.016667","-16.366667","-39.016667","-16.366667","Twining herb to ca. 1m. Leaves mid-green above, paler beneath. Sepals green, petals pink. Standard with white marking at base","IPA0023794",NA,"17094",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-02-22 11:46:40-03","IPA","IPA","26798","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Coradin, L.; Porzecanski, I.; Ataíde, M.; Porzecanski, I.; Ataíde, M.","1980","05","24","Brasil","Ceará",NA,"Araripe. Rodovia Nova Olinda - Campos Sales, km 84. Podzólico vermelho amarelo",NA,NA,NA,NA,"Volúvel, flor vermelha. fruto marrom. Folhas alternas. Independente. Forrageiro. Rara","IPA0026798",NA,"2558","650","650","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-02-22 11:46:40-03","IPA","IPA","5458","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Ducke, A.; Andrade-Lima; Andrade-Lima","1952","07","25","Brasil","Pernambuco",NA,"Aldeia, no início da estrada. Capoeira rala",NA,NA,NA,NA,"Cipó sobre arbusto; flor rósea","IPA0005458",NA,"124",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-02-22 11:46:40-03","IPA","IPA","67731","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Queiroz, L.P. de","2006","05",NA,"Bayma, I.A.","2000","06","27","Brasil","Alagoas","Piranhas","Fazenda Baixa da Légua","-37.686944","-9.553611","-37.686944","-9.553611","Trepadeira herbácea; flores róseas, frutos imaturos verdes","IPA0067731",NA,"408",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-02-22 11:46:41-03","IPA","IPA","67781","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Queiroz, L.P. de","2006","05",NA,"Sales, M.","2000","06","27","Brasil","Alagoas","Piranhas","Fazenda Baixa da Légua. Substrato argiloso","-37.686944","-9.553611","-37.686944","-9.553611","Trepadeira herbácea, estandarte e alas lilases, vexilo branco","IPA0067781",NA,"1129","625","625","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-02-22 11:46:41-03","IPA","IPA","80391","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Córdula, E.","2011","02","23","Sobral-Leite, M.; Wanderley, A.M.; Wanderley, A.M.","2008","04","10","Brasil","Pernambuco","Recife","Parque Estadual de Dois Irmãos, Açude do Prata.","-34.948611","-8.007778","-34.948611","-8.007778","Trepadeira sobre Eleocharis interstincta (Cyperaceae) nas margens alagáveis do açude. Indivíduos em início de floração. Flores papilionáceas ciano e violáceas, levemente fragrantes.; Floresta ombrófila Densa das Terras Baixas.","IPA0080391",NA,"719","18","18","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-07-26 11:40:26-03","IPA","IPA","73958","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Bocage, A.; Marques, J.S.","2007","05",NA,"Braga, D.V.; Alcântara, F.; Cortez, J.A.; et al.; Alcântara, F.; Cortez, J.A.; et al.","2005","07","08","Brasil","Alagoas","Piranhas","Fazenda Alagoas","-37.7566986083984","-9.62360954284668",NA,NA,NA,"IPA0073958",NA,"73958",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"32231","auto",NA,NA,NA,NA
"134","2019-07-26 11:40:26-03","IPA","IPA","43525","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Adeilton","1982","07","19","Brasil","Ceará","Quixadá","Fazenda Iracema, solo raso pedregoso","-39.0153007507324","-4.97138977050781",NA,NA,"Flor rosa-claro","IPA0043525",NA,"43525",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"41968","auto",NA,NA,NA,NA
"135","2019-07-26 11:40:26-03","IPA","IPA","43528","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Bossi, F.","1999","07","20","Adeilton","1982","04","20","Brasil","Ceará","Quixadá","Fazenda Iracema, solo raso pedregoso","-39.0153007507324","-4.97138977050781",NA,NA,"Erva tipo trepadeira; flor rosa-claro","IPA0043528",NA,"43528",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"41968","auto",NA,NA,NA,NA
"136","2019-02-22 11:46:40-03","IPA","IPA","6008","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Ducke, A.","1953",NA,NA,"Andrade-Lima","1953","05","14","Brasil","Pará","Monte Alegre","C.A.N.P., estrada da Santa Helena","-54.0691986083984","-2.00778007507324",NA,NA,"Cipó sobre pequeno arbusto; flores róseas com estrias mais escuras","IPA0006008",NA,"53-1588",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"279177","auto",NA,NA,NA,NA
"137","2019-02-22 11:46:40-03","IPA","IPA","42227","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Ataíde, M.","1984",NA,NA,"Lima, G.C.","1984","05","02","Brasil","Pernambuco","Ouricuri","Fazenda Estaca","-40.0816993713379","-7.88250017166138",NA,NA,NA,"IPA0042227",NA,"105",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"56078","auto",NA,NA,NA,NA
"138","2019-02-22 11:46:40-03","IPA","IPA","48772","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Bossi, F.","1999","07","20","Ataíde, M.","1986","04","15","Brasil","Pernambuco","Serra Talhada","Área de experimento manejo de caatinga com bovinos, caprinos e ovinos. Solo bruno não cálcico","-38.2983016967773","-7.99194002151489",NA,NA,NA,"IPA0048772",NA,"647",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"55090","auto",NA,NA,NA,NA
"139","2020-12-20 21:17:24-03","UFV","VIC","23503","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Ceolin, G.B.","2008","06","24","Bortoluzzi, R.L.C.; et al.","1998","03","20","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Restaurante.","-42.7322006225586","-19.7122001647949",NA,NA,"Trepadeira sobre arbusto de c.a. de 4,0 metros de altura; flores rosa a violáceas.","VIC023503","VIC023503","54",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"140","2020-12-20 21:17:24-03","UFV","VIC","6929","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Vidal, W.N.; Vidal, M.R.R.","1979","07","06","Brasil","Minas Gerais","Viçosa","Campus da UFV, Campo de cultivo de forrageiras da Zootecnia. Em elevação acima dos Tanques da Pisicultura.","-42.8819007873535","-20.7539005279541",NA,NA,"Local descampado, ao sol, com algumas invasoras, solo argiloso. Volúvel, caule verde-claro ou castanho, pubescente, pelos brancos. Folha verde-clro ventralmente e dorsalmente verde cinérea pubescente. Inflorescência nodosa, axilar, cac","VIC006929","VIC006929","542",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"141","2020-02-27 16:43:55-03","UFSC","CTBS","3898","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Queiroz, L.P.","2012","11",NA,"Queiroz, L.P.; Costa, J.A.; Nunes, T.S. & Nascimento, J.G.","2005","03","13","Brasil","Piauí","Oeiras","Ca. 6 km E de Oeiras na estrada para Gaturiama, entrando ao lado de um ascentamento do INCRA, a ca. 2,0 km do Porto Tropical. Transição Cerrado - Caatinga sobre solo arenoso, antropizado.","-42.026944","-6.971667","42°01'37''W","06°58'18''S","Subarbusto ca. 1,5 m alt. Folíolos papiráceos. Flores com cálice verde e pétalas lilás, estandarte externamente opaco. Fruto imaturo verde. DNA.",NA,NA,"10179","263","263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022197","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","Urb.","R. Fortunato",NA,NA,NA,"G. Hatschbach; M. Hatschbach, O. S. Ribas","2002","5","16","Brazil","Mato Grosso do Sul",NA,"Rio Salobra (Mun. Bodoquena).","-56.721702","-20.518984",NA,NA,"Volúvel, flor lilás; dos pastos.",NA,NA,"73013",NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035815","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","Urb.","R. Vanni",NA,NA,NA,"R. Vanni; S. Caceres, G. Lopez, A. Radovancich","1990","3","3","Argentina","Corrientes",NA,"Dep. San Miguel. 12 km NE de San Miguel. Ea. Curupayty.","-57.588829","-27.993261",NA,NA,"Voluble, hasta 3 m alt.; flores violaceas.",NA,NA,"1667",NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-21 14:36:33-03","UFJF","CESJ","53062","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","R.Fortunato","2005",NA,NA,"G. Hatschbach; M. Hatschbach; O.S. Ribas","2002","05","16","Brasil","Mato Grosso do Sul","Bodoquena","Rio Salobra","-56.7150001525879","-20.5386009216309",NA,NA,"Volúvel, flor lilás, dos pastos.","CESJ053062",NA,"73013",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"47684","auto",NA,NA,NA,NA
"145","2019-11-21 14:36:33-03","UFJF","CESJ","28038","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","H.F. Leitão Filho","1972","08","08","P.Nutti","1972","08","07","Brasil","São Paulo","Nova Odessa","cultivada no C.N.A.P.","-47.2900009155273","-22.7700004577637",NA,NA,"Herbáceo, prostrado; em frutificação.","CESJ028038",NA,"CESJ28038",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"8440","auto",NA,NA,NA,NA
"146","2019-11-21 14:36:33-03","UFJF","CESJ","44589A","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","G. Seijo","2002",NA,NA,"G. Seijo; V.G. Solis Neffa; D. Hojsgaard; J.Chilian","2002","01","16","Argentina","Salta","San Martin","Ruta 34, Km 1377, a 8 Km de Ballivián, 23°00'22 S, 63°53'27 W. 359 m.s.m.","-63.890833","-23.006111","-63.890833","-23.006111","Camino paralelo a las vias férreas. Flores de color rosado intenso.","CESJ44589A",NA,"2736","359","359","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 14:36:33-03","UFJF","CESJ","70455","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","R.O. Vanni","2017",NA,NA,"M.S. Ferrucci; M. Dematteis; E.I. Meza Torres; A.A. Ávalos","2017","03","21","Argentina","Misiones","Iguazú","Parque Nacional Iguazú, Camino a Garganta del Diablo","-54.445","-25.700833","-54.445","-25.700833","Postrada, flores liláceas.","CESJ070455",NA,"3479","185","185","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-21 14:36:33-03","UFJF","CESJ","28258","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Willd.) Wight & Arn.","H.C. Lima","1943","08","12","A.P.Viegas; J.Kiehl; Pio","1939","04","13","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"Trepadeira, estação de Cunha, São Paulo, 2 folhas no herbário.","CESJ028258",NA,"CESJ28258",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"38855","auto",NA,NA,NA,NA
"149","2021-04-07 11:44:13-03","UFMS","CGMS","41391","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","A.L.B. Sartori",NA,NA,NA,"I.V.R. Otero","2011","05",NA,"Brasil","Mato Grosso do Sul","Jaraguari","Furnas do Dionísio; Parcela 8.","-54.5694445","-20.1475","-54,5694445","-20,1475","Papilionoideae. Flor. Fruto. Habitat: Cerradão. Encosta de escarpa. Habito: Trepadeira.","CGMS1071372",NA,"318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:44:13-03","UFMS","CGMS","24069","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"A. Sciamarelli; R.B. Caboco; S.F.S. Luft; Z.V. Pereira","2004","06","12","Brasil","Mato Grosso do Sul","Mato Grosso do Sul","Mata Cerradão.",NA,NA,NA,NA,"Papilionoideae. Flor rosa. Fruto imaturo verde, maduro seco. Habitat: Beira da estrada. Habito: Trepadeira","CGMS1053484",NA,"672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:44:13-03","UFMS","CGMS","19839","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","F. Macedo-Alves",NA,NA,NA,"F. Matos-Alves; A.L.B. Sartori; A.C.M. Cristaldo; J.S. Garcia","2007","02","16","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Agro Comercial Aubi.","-57.6880555","-21.6844444","-57,6880555","-21,6844444","Papilionoideae. Flor rosada. Fruto acastanhado. Habitat: Solo argiloso ou siltoso. Habito: Trepadeira.","CGMS1049142",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-04-07 11:44:13-03","UFMS","CGMS","5796","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","G.B. Ceolin","2009","01","26","G.C.P. Pinto","1971","04",NA,"Brasil","Mato Grosso do Sul","Rio de Contas","Caatinga. Solo pedregoso.","-41.8113889","-13.5788889","-41,8113889","-13,5788889","Papilionoideae.","CGMS1019042",NA,NA,"999","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-04-07 11:44:13-03","UFMS","CGMS","28882","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Z.V. Pereira; R.B. Caboco; S.F.S. Luft","2004","06","12","Brasil","Mato Grosso do Sul","Entre Taquarussu, Jateí e Naviraí","Parque Estadual das Várzeas do Rio Ivinhema.",NA,NA,NA,NA,"Papilionoideae. Flores rosas. Fruto maduro seco. Habitat: Beira da estrada. Habito: Trepadeira.","CGMS1058342",NA,"672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-04-07 11:44:13-03","UFMS","CGMS","35598","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"C. Faxina","2009","08","06","Brasil","Mato Grosso do Sul","Naviraí","Córrego Tarumã.","-54.2","-23.1361111","-54,2","-23,1361111","Papilionoideae. Habitat: Transição Mata Estacional/Cerrado. Mata ciliar. Solo seco. Relevo plano. Habito: Árvore. 8,00m de altura.","CGMS1065001",NA,"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-04-07 11:44:13-03","UFMS","CGMS","66389","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Â.B. Sartori","2016","11","09","M.R.A. Bogarin; A. Sartori; R. Corrêa; D.J.G. Morais","2016","11","09","Brasil","Mato Grosso do Sul","Miranda","Fazenda Cristo Redentor. Estrada ao lado do Morro Azul.","-57.0397222","-20.4730556","-57,0397222","-20,4730556","Papilionoideae. Flor avermelhada. Fruto ausente. Habitat: Floresta semidecidual. Solo argiloso. Habito: Liana.","CGMS1099350",NA,"8","214","214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-04-07 11:44:13-03","UFMS","CGMS","2799","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","G.B. Ceolin","2009","01","26","Alunos de Botânica","1984","04","14","Brasil","Mato Grosso do Sul","Rio Negro","Posto Fiscal. Próximo ao Posto Fiscal de Rio Negro.","-54.9869444","-19.4494444","-54,9869444","-19,4494444","Papilionoideae. Presença de gavinhas.","CGMS1019043",NA,NA,"279","279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-04-07 11:44:13-03","UFMS","CGMS","715","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","G.B. Ceolin","2009","01","26","Alunos de Biologia","1984","04","14","Brasil","Mato Grosso do Sul","Rio Negro","Posto Fiscal. Próximo ao Posto Fiscal.","-54.9869444","-19.4494444","-54,9869444","-19,4494444","Papilionoideae. Presença de gavinhas.","CGMS1019045",NA,NA,"279","279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-04-07 11:44:13-03","UFMS","CGMS","28897","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Z.V. Pereira; R.B. Caboco; G. Lobtchencko; S.S. Moura; A. Sciamarelli; A. Napolitano; W. Prado","2005","07","14","Brasil","Mato Grosso do Sul","Entre Taquarussu, Jateí e Naviraí","Parque Estadual das Várzeas do Rio Ivinhema.",NA,NA,NA,NA,"Papilionoideae. Flores rosas. Fruto seco.","CGMS1058356",NA,"1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-04-07 11:44:13-03","UFMS","CGMS","8549","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","A.L.B. Sartori",NA,NA,NA,NA,"1991","09","20","Brasil","Mato Grosso do Sul","Corumbá","Morro do Azeite.","-57.3166667","-19.4830556","-57,3166667","-19,4830556","Papilionoideae. Flor lilás. Pupícula","CGMS1019041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-04-07 11:44:13-03","UFMS","CGMS","19095","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","G.B. Ceolin","2009","01","26","A.L.B. Sartori; A. Pott; L.C.P. Lima; M.D. Moraes; S. Aragaki; V.J. Pott","2001","04","03","Brasil","Mato Grosso do Sul","Bonito","Fazenda Formoso. Interior da mata. Caminho pela trilha.","-56.6355555","-21.2627778","-56,6355555","-21,2627778","Papilionoideae. Flor rósea. Fruto imaturo verde. Habitat: Cerrado. Habito: Liana.","CGMS1048395",NA,"439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-04-07 11:44:13-03","UFMS","CGMS","29309","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"L.C.S. Magalhães; L.G. Escalante","2009","07","22","Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777","-55,7513889","-20,7927777","Papilionoideae. Fruto marrom. Habitat: Floresta Estacional Decídua. Habito: Trepadeira.","CGMS1058770",NA,"449","202","202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-04-07 11:44:13-03","UFMS","CGMS","726","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","G.B. Ceolin","2009","01","26","L. Albuquerque","1985","12","08","Brasil","Mato Grosso do Sul","Campo Grande","Parque dos Poderes.","-54.55","-20.45","-54,55","-20,45","Papilionoideae. Habitat: Cerrado. Habito: Liana.","CGMS1019044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-04-07 11:44:13-03","UFMS","CGMS","75373","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","R.R. Silva","2006","04","10","A. Pott; V.J. Pott & L.C.P. Lima","2001","06","17","Brasil","Mato Grosso do Sul","Bonito","Fazenda Esperança, Rio Mimoso, 12 Km N de Bonito.","-56.4818992614746","-21.1210994720459",NA,NA,NA,"CGMS1108297",NA,"9123",NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA
"164","2021-04-07 11:44:13-03","UFMS","CGMS","46259","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"A.L.B. Sartori; A. Pott, C.N. da Cunha, E.A. Silveira, L. Amorim, V.J. Pott","2001","03","24","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Acurizal, alojamento Ecotropica.","-57.6533012390137","-19.0091991424561",NA,NA,"Papilionoideae. Flor maravilha-lila. Fruto imaturo verde.","CGMS1076228",NA,"388",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"165","2021-04-07 11:44:13-03","UFMS","CGMS","19069","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","G.B. Ceolin","2009","01","26","A.L.B. Sartori; A. Pott; L.C.P. Lima; M.D. Moraes; S. Aragaki; V.J. Pott","2001","04","04","Brasil","Mato Grosso do Sul","Porto Murtinho",NA,"-57.8824996948242","-21.6989002227783",NA,NA,"Papilionoideae. Flores róseas. Habitat: Chaco. Vegetação espinhosa, secundária, arbustiva esparsa. Habito: Liana.","CGMS1048368",NA,"460",NA,NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA
"166","2021-04-07 11:44:13-03","UFMS","CGMS","20414","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"A. Guglieri; F.J.M. Caporal; T.H.D. Leandro","2007","02","12","Brasil","Mato Grosso do Sul","Sidrolândia","Fazenda Nova Esperança.","-54.9613990783691","-20.9319000244141",NA,NA,"Papilionoideae.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES - Coo","CGMS1049814",NA,"1178",NA,NA,NA,NA,NA,NA,NA,NA,"73119","auto",NA,NA,NA,NA
"167","2019-11-27 13:48:49-03","UFS","ASE","24338","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Gomes, LA","2012","06",NA,"Gomes, LA; Vasconcelos, L; Santos, E","2012","05","29","Brasil","Sergipe","Siriri","Mata do Cipó, Proximidades do Rio da Mata.","-37.099194","-10.511","-37.099194","-10.511","Trepadeira com brácteas vináceas e flores liláses.; Trepadeira com brácteas vináceas e flores liláses.; Mata Atlântica.","ASE0010677","ASE0010677","901",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-08-20 10:13:34-03","UNICAMP","UEC","137491","S","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Ceolin, GB","2009","11",NA,"Ishiki, M; Sartori, A; Fortunato, R","1998","10","28","Mexico","Oaxaca","Ixtepec","27 km al S de Matías Romero, por la carretera 185. &nf;Bosque caducifolio en lomas. Costado del camino.","-94.933333","16.666667","-94.933333","16.666667","Planta voluble; flor lila.",NA,NA,"2337",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-08-20 10:13:34-03","UNICAMP","UEC","137542","S","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Ceolin, GB","2009","10",NA,"Ishiki, M; Sartori, A; Fortunato, R","1998","10","28","Mexico","Oaxaca","Santa Maria Xadani","Poblado de Santa María Xadani, Al S de Juchitán de Zaragoza.","-95.016667","16.35","-95.016667","16.35","Costado del camino. &nf;Flor lila blanquecina.",NA,NA,"2355",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
