"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"97","2017-11-24 14:12:33-02","UFLA","ESAL","22149","S","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Loures, L","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Sta. Rita de Caldas","Pião",NA,NA,NA,"; 15, m; ;",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-06-10 10:11:44-03","FZB-BH","BHZB","3964","S","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta",NA,"J.L.M Aranha Filho","Ordones, J.","888","2002","05","30",NA,"Brasil","MG","Catas Altas","Caraça/ Caminho do banho Belchior","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,"2013","12","10","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-09-12 05:00:02-03","US","US","1952601","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"J. E. Leite","4242","1947","5",NA,"South America - Neotropics","Brazil","São Paulo",NA,"Campos do Jordao. Est. de São Paulo.",NA,NA,NA,NA,"US03135914","US03135914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"100","2020-09-12 05:00:02-03","US","US","2993877","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"E. P. Heringer, T. S. Figueiras, F. R. Mendonca, B. A. S. Pereira & et al.","5172","1980","7","3","South America - Neotropics","Brazil","Distrito Federal",NA,"Brasília DF, Bacia do Rio São Bartolomeu.",NA,NA,NA,NA,"US03135917","US03135917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"101","2020-09-12 05:00:02-03","US","US","1384329","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"A. Regnell","Ser. II 56-56½c","1867","5","11","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraës.",NA,NA,NA,NA,"US03135915","US03135915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"102","2020-09-12 05:00:02-03","US","US","1384328","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"S. E. Henschen","56½g","1868","10","23","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraës, cidade de Caldas.",NA,NA,NA,NA,"US03135912","US03135912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"103","2020-09-12 05:00:02-03","US","US","3145625","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"M. Pereira Neto & E. C. Lopes","325","1989","6","19","South America - Neotropics","Brazil","Distrito Federal",NA,"Reserva Ecológica do IBGE. Mata ciliar do córrego Pitoco.","-47.8819","-15.9647",NA,NA,"US03135918","US03135918_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"104","2020-09-12 05:00:02-03","US","US","3170166","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"D. Alvarenga & F. C. A. Oliveira","480","1989","10","3","South America - Neotropics","Brazil","Distrito Federal",NA,"Reserva Ecológica do IBGE. Mata ciliar do córrego Pitôco.","-47.8819","-15.9647",NA,NA,"US03135919","US03135919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"105","2020-09-12 05:00:02-03","US","US","2427616","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"F. C. Hoehne","29764","1932","6","17","South America - Neotropics","Brazil","São Paulo",NA,"Estado de São Paulo: São Paulo, nativa no Jardim Botânico (Parque do Estado).",NA,NA,NA,NA,"US03135911","US03135911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"106","2020-09-12 05:00:02-03","US","US","2709358","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","18324","1966","7","22","South America - Neotropics","Brazil","Distrito Federal",NA,"The Planalto do Brasil. Distrito Federal. Gallery forest, Planaltina, D. F.",NA,NA,NA,NA,"US03135916","US03135916_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"107","2020-09-12 05:00:02-03","US","US","3080553","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"B. A. S. Pereira","632","1983","7","5","South America - Neotropics","Brazil","Distrito Federal",NA,"Reserva Ecológica do IBGE. Cerrado junto da cerca do lado Leste [interpreted] da Reserva.",NA,NA,NA,NA,"US03135910","US03135910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"108","2020-09-12 05:00:02-03","US","US","3145618","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"D. Alvarenga & M. Pereira Neto","341","1989","7","19","South America - Neotropics","Brazil","Distrito Federal",NA,"Fazenda Água Limpa/UNB. Mata ciliar do córrego Olho d'água da Onça.","-47.9103","-15.9736",NA,NA,"US03135920","US03135920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"109","2020-09-12 05:00:02-03","US","US","209749","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.",NA,"S. E. Henschen","56","1868","10","23","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraës, cidade de Caldas.",NA,NA,NA,NA,"US03135913","US03135913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"110","2020-09-02 16:40:09-03","Cenargen","CEN","28482","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","J. L. M. Aranha Filho","Alba Evangelista Ramos","403","1991","06","27",NA,"Brasil","DF","BRASILIA","Jardim Botânico de Brasília - 20 km de Brasília - Mata de galeria do Córrego cabeça de Veado, na borda. Alt.; 1025 - 1150m..","-47.9296989440918","-15.7797002792358","Exsicatas","Doação do Herbário Ezecuias Paulo Heringer - HEPH (7335). Jardim Botânico de Brasília - Flora do Brasil.","CEN00028482","CEN00028482",NA,NA,"2010","06",NA,"70570","auto","-4785000.0","-1586667.0",NA,NA,NA,"1",NA,NA
"111","2020-09-02 16:40:09-03","Cenargen","CEN","109847","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","B. R. Teixeira","Bernardo Rocha Teixeira","337","2012","09","18",NA,"Brasil","DF","BRASILIA","Fazenda Onoyama.","47.0727777","-15.707222","Exsicatas","Botões florais verdes. Ambiente muito antropizado.","CEN00109847",NA,NA,NA,"2012","10",NA,NA,NA,"47.0727777","-15.707222",NA,NA,NA,"4",NA,NA
"112","2020-09-02 16:40:09-03","Cenargen","CEN","28567","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","J. L. M. Aranha Filho","Equipe do Jardim Botânico de Brasília","569","1985","09","05",NA,"Brasil","DF","BRASILIA","Jardim Botânico de Brasília, ca. de 20 km de Brasília. Na margem da mata. Alt.: 1025 - 1150m..","-47.9296989440918","-15.7797002792358","Exsicatas","Frutos imaturos. Doação do Herbário Ezechias Paulo Heringer - HEPH (4400). Fundação Zoobotânica do Distrito Federal - Flora do Brasil.","CEN00028567","CEN00028567",NA,NA,"2010","06",NA,"70570","auto",NA,NA,NA,NA,NA,"1",NA,NA
"113","2020-09-02 16:40:09-03","Cenargen","CEN","84640","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","B. M. T. Walter","Clarissa Gouveia Fontes","304","2008","10","20",NA,"Brasil","DF","BRASILIA","Mata de galeria inundável do córrego Sem Nome - Faz. Sucupira.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00084640","CEN00084640",NA,NA,"2013","12",NA,"70570","auto",NA,NA,NA,NA,NA,"2",NA,NA
"114","2020-09-02 16:40:09-03","Cenargen","CEN","33450","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","J. L. M. Aranha Filho","Alexandre Bonesso Sampaio","183","1998","05","11",NA,"Brasil","DF","BRASILIA","Mata do Córrego Açudinho, porção central da Fazenda Sucupira (CENARGEN/EMBRAPA).","-47.9296989440918","-15.7797002792358","Exsicatas","Coletada na parcela nº 16 da Fitossociologia, indivíduo nº 4. Casca amarela corticosa. Botões florais verdes.","CEN00033450","CEN00033450","1080","1080","2010","06",NA,"70570","auto","-4803333.0","-1592417.0",NA,NA,NA,"4",NA,NA
"115","2019-11-13 11:32:25-03","USP","SPF","153117","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Kuhlmann, M","3440","1946","10","04",NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00153117",NA,NA,NA,"1996","05",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-13 11:32:25-03","USP","SPF","153116","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Hoehne, FC","s.n.","1932","06","17",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00153116",NA,NA,NA,"1996","05",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-09-04 19:44:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii",NA,NA,"C. W. H. Mosén","1900","1874","5","5","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Holotype",NA
"118","2019-09-04 18:37:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]",NA
"119","2018-04-06 15:25:45-03","F","FMNH-SEEDPLANTS","V0437481F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta",NA,NA,"F. C. Hoehne","29764","1932","6","17","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0437481F","V0437481F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"120","2018-04-06 15:25:45-03","F","FMNH-SEEDPLANTS","V0437482F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta",NA,NA,"F. C. Hoehne",NA,"1932","6","17","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0437482F","V0437482F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"121","2018-04-06 15:25:46-03","F","FMNH-SEEDPLANTS","V0437483F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta",NA,NA,"H. S. Irwin & et al.","18324","1966","7","22","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0437483F","V0437483F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"122","2018-04-06 15:25:46-03","F","FMNH-SEEDPLANTS","V0437484F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta",NA,NA,"O. Handro",NA,"1935","5","4","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0437484F","V0437484F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"123","2020-02-17 11:30:25-03","UEG","HUEG","5333","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand.","Proença, C.E.B.","Irwin, H.S.; Haidar, R. .F.","128","2007","08","06","Southern America","Brasil","Goiás","Rio Verde","Arvore, 15X14 - 17° 15' S, 50° 50' W.","-50.9281005859375","-17.7980995178223",NA,"Mata ciliar","HUEG005333",NA,NA,NA,NA,NA,NA,"96378","auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-11-05 13:54:00-03","UNIRIO","HUNI","2552","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","R.G. Chacon; M. Oliveira","Equipe do JBB","569","1985","09","05",NA,"Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,"Material doado pelo HEPH. Árvore. Frutos imaturos. Habitat: Mata de galeria Habito: Árvore","HUNI00002552",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-11-12 16:59:14-03","UEL","FUEL","13604","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","(Mart.) Casar.","Vieira, AOS","Semir, J; et al.","985","1981","05","21",NA,"Brasil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.564722","-21.838889",NA,NA,"FUEL005103",NA,NA,NA,"1981","08",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"126","2019-11-01 15:11:16-03","UnB","UB","109107","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand.","Silva, JS","Silva, JS","11","2007","09","11","Southern America","Brasil","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,"Árvore 4m; Cerradão. Solo: Solo distrófico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA
"127","2019-11-01 15:11:16-03","UnB","UB","109109","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand.","Silva, JS","Silva, JS","13","2007","09","11","Southern America","Brasil","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,"Árvore 4m; Cerradão. Solo: Solo distrófico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA
"128","2019-11-01 15:11:16-03","UnB","UB","109663","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand.","Silva, JS","Silva, JS; Alves, MM","567","2008","08","13","Southern America","Brasil","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,"Árvore 4m. Flor amarela; Cerradão. Solo: Solo distrófico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA
"129","2019-11-01 15:11:16-03","UnB","UB","93984","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand.","Soares-Silva, LH","Soares-Silva, LH; Farias, R; Carvalho, JA","1294","2002","02","12","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Camping Portal da Chapada","-47.632833","-14.164667",NA,"Caule castanho escuro, profundamente macio interno, amarelo-esbranquiçado, interno amarelo macio, consistência goiaba.; Árvore 16m; .",NA,NA,"1164","1164",NA,NA,NA,NA,NA,"-47.632833","-14.164667",NA,NA,NA,NA,NA,NA
"130","2019-11-01 15:11:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand.","Bidá, A","Paula, JE; Mendonça, RC","3132","1988","07","19","Southern America","Brasil","Distrito Federal","Sobradinho","Córrego Capãozinho",NA,NA,NA,"Árvore 10m. Flores minúsculas de cor bege e cálice de cor verde escuro",NA,NA,NA,NA,"1995","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-01 15:11:16-03","UnB","UB","105812","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.","Aranha Filho, JLM","Nóbrega, MG","1313","2000","09","01","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília, Jardim Botânico de Brasília","-47.85","-15.533333",NA,".",NA,NA,NA,NA,"2010","06",NA,NA,NA,"-47.85","-15.533333",NA,NA,NA,NA,NA,NA
"132","2019-11-01 15:11:16-03","UnB","UB","91291","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.","Aranha Filho, JLM","Ramos, J","6707","1966","07","21","Southern America","Brasil","Distrito Federal","Planaltina",NA,NA,NA,NA,".",NA,NA,NA,NA,"2010","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-01 15:11:16-03","UnB","UB","91293","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.","Aranha Filho, JLM","Paula, JE","3124","1988","08","17","Southern America","Brasil","Distrito Federal","Sobradinho",NA,NA,NA,NA,".",NA,NA,NA,NA,"2010","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-01 15:11:16-03","UnB","UB","91294","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.","Aranha Filho, JLM","Irwin, HS","18324","1966","07","22","Southern America","Brasil",NA,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,"2010","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-01 15:11:16-03","UnB","UB","213390","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.","Walter, BMT","Fontes, CG; et al.","304","2008","10","20","Southern America","Brasil","Distrito Federal","Brasília","Faz. Sucupira","-47.9296989440918","-15.7797002792358",NA,"Árvore com 12m de altura. Fruto negro; Mata de galeria inundável do córrego Sem Nome",NA,NA,NA,NA,"2013","12",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-01 15:11:16-03","UnB","UB","91292","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.","Aranha Filho, JLM","Haridasan, M","MH206","1983","04","15","Southern America","Brasil","Distrito Federal","Brasília","Escola Fazendária","-47.9296989440918","-15.7797002792358",NA,".",NA,NA,NA,NA,"2010","06",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-01 15:11:16-03","UnB","UB","91263","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.","Aranha Filho, JLM","Gifford, DR","233","1971","08","06","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","14 Km N da cidade","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,"2010","06","14","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-05-06 12:02:36-03","UFU","HUFU","29964","S","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A.","Handro, O.","s.n.","1996","05","09",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,"Árvore com flores alvacentas.","HUFU00026361",NA,NA,NA,"1996","05","09","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-02-23 13:23:11-03","MN","R-TIPOS","94173","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Diogo, C.","Mosén, C.W.H.","1900","1874","05","05",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"R000094173","R000094173_001",NA,NA,"1996","05","15",NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA
"140","2019-08-06 10:39:46-03","FMM","FMM","2296","MachineObservation","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,NA,NA,"2015","10","15",NA,"Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.856125","-15.907056",NA,"Hábito: Árvore; Domínio Fitogeográfico: Cerrado; Vegetação: Mata ciliar","FMM02296","FMM02296_v1 FMM02296_v2 FMM02296_v3 FMM02296_v4 FMM02296_v5 FMM02296_v6 FMM02296_v7 FMM02296_v8",NA,NA,NA,NA,NA,NA,NA,"47°51'22.05W","15°54'25.40S",NA,NA,NA,NA,NA,NA
"141","2019-08-06 10:39:46-03","FMM","FMM","2297","MachineObservation","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,NA,NA,"2015","12","11",NA,"Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.856125","-15.907056",NA,"Hábito: Árvore; Domínio Fitogeográfico: Cerrado; Vegetação: Mata ciliar","FMM02297","FMM02297_v1 FMM02297_v2",NA,NA,NA,NA,NA,NA,NA,"47°51'22.05W","15°54'25.40S",NA,NA,NA,NA,NA,NA
"142","2021-03-04 15:42:50-03","IF","SPSF","19352","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","A.Bidá","J.Y.Tamashiro","973","1995","05","08","América do Sul","Brasil","SP","Pedra Bela","estrada de terra","-46.439998626709","-22.7900009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"1997","04","24","10848","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"143","2021-03-04 15:42:52-03","IF","SPSF","45695","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","J.L.M.Aranha Filho","N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves","6348","2011","08","30","América do Sul","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.363333","-22.808333",NA,"COLETA: Árvore 6m altura; frutos imaturos verdes.;",NA,NA,"1314","1314","2012","06","21",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"144","2021-03-04 15:42:52-03","IF","SPSF","52701","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","L.Rossi","L.Rossi et al","3011","2017","05","22","América do Sul","Brasil","SP","Mogi das Cruzes","Estação Ecológica de Itapeti","-46.244722","-23.514167",NA,"COLETA: Arbusto. Botões na cor creme.; GEOGRAFIA: Floresta Ombrófila Densa Montana, alterada. Trilha do Palmital.;",NA,NA,NA,NA,"2017","06","30",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"145","2017-09-11 17:14:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Crescit in prov. Minarum ad Cachoeira do Campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2018-10-30 10:50:45-03","CAS","CAS-BOT","597014","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Handro, Oswaldo","s.n.","1935","5",NA,"South America","Brazil","São Paulo",NA,"São Paulo, Jardim Botanico.",NA,NA,NA,"Arvore. Flores alvacentes. Nativa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"147","2014-09-23 11:02:25-03","G","G-DC","G00142384","S","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A. DC.","CAT.HERB.PRODR.","Martius, C. F. P.","832","1841",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122154&base=img&lang=en","G00142384","G00142384",NA,NA,"2007","01","01",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,"HOLOTYPUS of Symplocos revoluta A. DC.",NA
"148","2021-01-11 11:20:41-03","IBt","SP","487486","S","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand",NA,"Yamamoto, LF","1603","2004","08","12",NA,"Brasil","Minas Gerais","Extrema",NA,"-46.3182983398438","-22.854700088501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-21 10:19:35-03","IBt","SP","238580","S","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand",NA,"Barros, F","1835","1990","05","09",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-28 09:18:41-03","IBt","SP","245934","S","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand",NA,"Melo, MMRF; Atanasio, A","836","1988","10","20",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Morro da captação de água","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
