"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem","typeStatus","sex"
"1","2020-09-23 10:42:09-03","E","E","315751","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","Pirani, J.R.; Campos, M.T.V.A.; Nunes, J.V.C.; Parra, L.R.","51344","1992","01","30","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:319521","<a href=http://data.rbge.org.uk/herb/E00315751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00315751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","687061","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","R. M. Harley","51344","1992","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=852673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687061","Magnoliophyta","Asparagales","(Barb.Rodr.) Schltr.","A. L. V. Toscano de Brito","Bahia","Abaíra","Estrada entre Bem Querer e Riacho das Anáguas.","-41.88","-13.27","1250","1250","NY00687061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","547500","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","W. R. Anderson","35503","1972","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547500","Magnoliophyta","Asparagales","(Barb.Rodr.) Schltr.","G. F. J. Pabst","Minas Gerais",NA,"Ca. 14 km SW of Diamantina on road to Gouveia","-43.687156","-18.313747","1300","1360","NY00547500_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","547490","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","H. S. Irwin","20098","1968","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547490","Magnoliophyta","Asparagales","(Barb.Rodr.) Schltr.","G. F. J. Pabst","Minas Gerais",NA,"Serra do Cipo,ca. km 120 (ca. 145 km N of Belo Horizonte)","-43.4","-18.87","1200","1200","NY00547490_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","547491","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","H. S. Irwin","20854","1968","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547491","Magnoliophyta","Asparagales","(Barb.Rodr.) Schltr.","G. F. J. Pabst","Minas Gerais",NA,"Serra do Espinhaco at Lapinha, ca. 20 km N of Serro on road MG 2 to Diamantina","-43.57","-18.55","1200","1200","NY00547491_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","547498","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","W. R. Anderson","36231","1972","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547498","Magnoliophyta","Asparagales","(Barb.Rodr.) Schltr.","G. F. J. Pabst","Minas Gerais",NA,"Serra do Cipo","-43.568543","-19.39209","1125","1125","NY00547498_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","547497","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","W. R. Anderson","36231","1972","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547497","Magnoliophyta","Asparagales","(Barb.Rodr.) Schltr.","G. F. J. Pabst","Minas Gerais",NA,"Serra do Cipo","-43.568543","-19.39209","1125","1125","NY00547497_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","547492","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","H. S. Irwin","19658","1968","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259848' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547492","Magnoliophyta","Asparagales","(Barb.Rodr.) Schltr.","G. F. J. Pabst","Minas Gerais",NA,"Serra do Itabirito, ca. 45 km SE of Belo Horizonte","-43.8","-20.2","1500","1500","NY00547492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","547499","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","W. R. Anderson","35503","1972","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547499","Magnoliophyta","Asparagales","(Barb.Rodr.) Schltr.","G. F. J. Pabst","Minas Gerais","Diamantina","Ca. 14 km SW of Diamantina on road to Gouveia","-43.6002998352051","-18.2493991851807","1300","1360","NY00547499_01","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","547494","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","H. S. Irwin","25244","1970","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547494","Magnoliophyta","Asparagales","(Barb.Rodr.) Schltr.","G. F. J. Pabst","Goiás","Catalão","Ca. 27 km NE of Catalao","-47.9464","-18.1658","875","875","NY00547494_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
