"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","county","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-04-07 11:47:16-03","UFMS","CGMS","43742","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"L.C. Bernacci",NA,NA,NA,NA,NA,"Brasil","São Paulo","Fazenda São Vicente.",NA,NA,NA,"Flor roxa. Fruto ausente. Planta lenhosa formando touceiras, com ramos ereto-recurvos. Inflorescência arroxeada. Planta comum em formações nativas, crescendo no interior da mata próximo a brejo. Habitat: Mata. Habito: Subarbusto. 1.5","CGMS1073715",NA,NA,"2020",NA,NA,NA,"-47.060001373291","-22.8999996185303",NA,NA,"Campinas","23900","auto",NA,NA,NA
"12","2021-03-01 16:20:22-03","UNICAMP","UEC","61972","S","Plantae","Liliopsida",NA,"Poaceae","Aulonemia","cingulata","Aulonemia cingulata","McClure & L.B.Sm.",NA,"Bernacci, LC","24307","1991","05","01",NA,"Brazil","São Paulo","Fazenda São Vicente",NA,NA,NA,"Planta lenhosa formadora de touceiras, ramos erecto-recursos, ca. 1,5m alt., inflorescencia arroxeada.; Comum à formações naturais na mata crescendo próximo a brejo. Mata.","UEC013855","UEC013855","Sendulsky, T",NA,NA,NA,NA,"-47.060001373291","-22.8999996185303",NA,NA,"Campinas","23900","auto",NA,NA,NA
"13","2021-03-01 16:20:25-03","UNICAMP","UEC","171132","S","Plantae","Liliopsida",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Santos, AG","554","2003","08","02",NA,"Brazil","Santa Catarina","Ilha de Santa Catarina.",NA,NA,NA,"Bambu lignificado escandente alcançando ca. 4m de altura.; Trilha para Facoinha do leste.","UEC016899","UEC016899","Santos, AG","2003","08",NA,NA,"-48.506861","-46.702778","-48.506861","-46.702778","Sombrio",NA,NA,NA,NA,NA
"14","2021-03-01 16:20:25-03","UNICAMP","UEC","171770","S","Plantae","Liliopsida",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Santos, AG","SG538","2003","07","30",NA,"Brazil","Santa Catarina","Guarajuru",NA,NA,NA,"Mata Secundária","UEC016853","UEC016853","Santos, AG","2003","07",NA,NA,"-49.659556","-29.028917","-49.659556","-29.028917","Sombrio",NA,NA,NA,NA,NA
"15","2021-03-01 16:20:25-03","UNICAMP","UEC","171811","S","Plantae","Liliopsida",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Santos, AG","538","2003","07","30",NA,"Brazil","Santa Catarina","Guarajuru.",NA,NA,NA,"ramos 1,51-2,80m; entrenós 12,5cm.; Mata secundária.","UEC016882","UEC016882",NA,NA,NA,NA,NA,"-49.659556","-29.028917","-49.659556","-29.028917","Sombrio",NA,NA,NA,NA,NA
"16","2020-06-29 09:31:47-03","UFRRJ","RBR","22432","S","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"I.S. Santos","02","1994","10","20",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,NA,NA,"RBR00022432","RBR00022432","C. Silva","1994","10","20",NA,"-43.451099395752","-22.7591991424561",NA,NA,"Nova Iguaçu","25743","auto",NA,NA,NA
"17","2020-12-21 16:40:13-03","MBM","MBM","254344","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Krieger, L.","10500",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio das Ostras",NA,NA,NA,NA,"MBM254344","MBM254344","Santos, A.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:40:13-03","MBM","MBM","51200","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure","ISOTYPE","Reitz; Klein; Klein","9679","1960","05","14","Southern America","Brazil","Santa Catarina","Garapuvu, Vista Alegre","30","30",NA,"Orla da mata.","MBM051200","MBM051200 MBM051200_1","Clark, L.G.","1990","01","30",NA,"-49.61669921875","-29.113899230957",NA,NA,"Sombrio","16515","auto",NA,NA,NA
"19","2020-12-21 16:40:13-03","MBM","MBM","51200b","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Reitz; Klein; Klein","9679","1960","05","14","Southern America","Brazil","Santa Catarina","Garapuvu, Vista Alegre","30","30",NA,"Orla da mata.","MBM051200b",NA,"Clark, L.G.","1990","01","30",NA,"-49.61669921875","-29.113899230957",NA,NA,"Sombrio","16515","auto",NA,NA,NA
"20","2015-09-04 01:09:26-03","MNHN","RECOLNAT_MNHN_P","P02328121","PreservedSpecimen",NA,NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Soderstrom, T.R.",NA,"1972","3","19",NA,"Brasil","Rio de Janeiro","2km SW of Barra de São João toward Cabo Frio.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02328121' target='other'> <mi>dwc_moreinfo</mi></a>","P02328121","P02328121_01",NA,NA,NA,NA,NA,"-42.01667","-22.6",NA,NA,"Rio de Janeiro",NA,NA,"1912",NA,NA
"21","2018-06-22 05:24:00-03","MO","MOBOT","248177","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure","Holotype","Pe. Raulino Reitz|Roberto M. Klein","Reitz 9679","1960","5","14","South America","Brazil","Santa Catarina","Garapuva, Vista Alegre, sombrio.",NA,NA,NA,NA,NA,NA,"Smith, L. B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-04-16 21:38:00-03","MO","MOBOT","1767047","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"A. Bresolin","Bresolin 1288","1977","7","8","South America","Brazil","Santa Catarina","Cachcaira do Perí, Pántano do Sul, Ilha de Santa Catarina, Florianópolis, mata","350.00000000",NA,NA,NA,NA,NA,"C. Calderón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-08-01 18:19:29-03","UNESP-IBILCE","SJRP","09921","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"L.C. Bernacci",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Faz. São Vicente",NA,NA,NA,"Lenhosa formadora de touceira;",NA,NA,"T. Sendulsky",NA,NA,NA,"Liliopsida","-47.060001373291","-22.8999996185303",NA,NA,"Campinas","23900","auto",NA,NA,NA
"24","2020-08-31 09:21:10-03","INPA","INPA","70108","S","Plantae","Monocotyledon","Poales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Soderstrom, TR","1912","1972","03","19","Southern America","Brasil","Rio de Janeiro","2 Km SW of Barra de São João toward Cabo Frio. Alt. sea level: Restinga forest, thick layer of leafmold on sand. Common in the restinga, rambling over small trees and shrubs; seedlings abundante.",NA,NA,NA,NA,"INPA0070108","INPA0070108 INPA0070108_e INPA0070108_e1","Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,NA,"-42.016667","-22.6","-42.016667","-22.6",NA,NA,NA,NA,NA,NA
"25","2017-11-24 14:12:00-02","UFLA","ESAL","530","S","Plantae",NA,NA,"Poaceae","Aulonemia","cingulata","Aulonemia cingulata","McClure & L.B. Smith",NA,"Valls","2356",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2017-11-24 14:12:00-02","UFLA","ESAL","528","S","Plantae",NA,NA,"Poaceae","Aulonemia","cingulata","Aulonemia cingulata","McClure & L.B. Smith",NA,"Ana M. Girard; Bruno Irgang","s.n.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","1 Km ao norte de Itapeva",NA,NA,NA,"; ; ;",NA,NA,"J. Valls",NA,NA,NA,NA,"-49.7268981933594","-29.3353004455566",NA,NA,"Torres","20837","auto",NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","2909111","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Aulonemia","cingulata","Aulonemia cingulata","McClure & L.B. Sm.","Isotype","R. Reitz & R. M. Klein","9679","1960","5","14","South America","Brazil","Santa Catarina","Garapuva, Vista Alegre, Sombrio.","30","30",NA,NA,"US00139598","US00139598_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"28","2020-09-12 05:00:02-03","US","US","2380713","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Aulonemia","cingulata","Aulonemia cingulata","McClure & L.B. Sm.","Holotype","R. Reitz & R. M. Klein","9679","1960","5","14","South America","Brazil","Santa Catarina","Garapuvu, Vista Alegre, Sombrio.","30","30",NA,"Protologue explicitly cites (only) USNH 2380712 as holotype. 3 US sheets (USNH 2380712, 2380713, 2380714) are cross-labeled as sheet 1 of 3, sheet 2 of 3, and sheet 3 of 3, respectively (with complete label data only on sheet 1), and are to be regarded as 3 parts of a single specimen (holotype) regardless of annotations to the contrary.","US00324355","US00324355_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"29","2020-09-12 05:00:02-03","US","US","2380714","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Aulonemia","cingulata","Aulonemia cingulata","McClure & L.B. Sm.","Holotype","R. Reitz & R. M. Klein","9679","1960","5","14","South America","Brazil","Santa Catarina","Garapuvu, Vista Alegre, Sombrio.","30","30",NA,"Protologue explicitly cites (only) USNH 2380712 as holotype. 3 US sheets (USNH 2380712, 2380713, 2380714) are cross-labeled as sheet 1 of 3, sheet 2 of 3, and sheet 3 of 3, respectively (with complete label data only on sheet 1), and are to be regarded as 3 parts of a single specimen (holotype) regardless of annotations to the contrary.","US00324356","US00324356_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"30","2020-09-12 05:00:02-03","US","US","2380712","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Aulonemia","cingulata","Aulonemia cingulata","McClure & L.B. Sm.","Holotype","R. Reitz & R. M. Klein","9679","1960","5","14","South America","Brazil","Santa Catarina","Garapuvu, Vista Alegre, Sombrio.","30","30",NA,"Protologue explicitly cites (only) USNH 2380712 as holotype. 3 US sheets (USNH 2380712, 2380713, 2380714) are cross-labeled as sheet 1 of 3, sheet 2 of 3, and sheet 3 of 3, respectively (with complete label data only on sheet 1), and are to be regarded as 3 parts of a single specimen (holotype) regardless of annotations to the contrary.","US00324354","US00324354_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"31","2020-09-12 05:00:02-03","US","US","2725275","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"T. R. Soderstrom & D. Sucre","1912","1972","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Barra de sao joao, cabo frio",NA,NA,NA,NA,"US00011199","US00011199_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2020-09-12 05:00:02-03","US","US","2725272","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"T. R. Soderstrom & D. Sucre","1912","1972","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Barra de sao joao, cabo frio",NA,NA,NA,NA,"US00011203","US00011203_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","2725274","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"T. R. Soderstrom & D. Sucre","1912","1972","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Barra de sao joao, cabo frio",NA,NA,NA,NA,"US00011201","US00011201_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"34","2020-09-12 05:00:02-03","US","US","2862269","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"A. Bresolin","1288","1977","7","8","South America","Brazil","Santa Catarina","Cachoeira do peri, pantano do sul, florianopolis","350","350",NA,NA,"US00011200","US00011200_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"35","2020-09-12 05:00:02-03","US","US","3097333","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"G. Hatschbach","48104","1984","7","18","South America","Brazil","Paraná","Mun. cerro azul, cab. rib. do tigre",NA,NA,NA,NA,"US00290675","US00290675_01","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2020-09-12 05:00:02-03","US","US","2725273","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"T. R. Soderstrom & D. Sucre","1912","1972","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Barra de sao joao, cabo frio",NA,NA,NA,NA,"US00011202","US00011202_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2020-09-12 05:00:02-03","US","US","2725276","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"T. R. Soderstrom & D. Sucre","1912","1972","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Barra de sao joao, cabo frio",NA,NA,NA,NA,"US00011198","US00011198_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","2725271","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"T. R. Soderstrom & D. Sucre","1912","1972","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Barra de sao joao, cabo frio",NA,NA,"Microslide",NA,"US00011204","US00011204_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","2725271","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"T. R. Soderstrom & D. Sucre","1912","1972","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Barra de sao joao, cabo frio",NA,NA,NA,NA,"US00011204","US00011204_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","2725271","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"T. R. Soderstrom & D. Sucre","1912","1972","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Barra de sao joao, cabo frio",NA,NA,NA,NA,"US00011204","US00011204_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2725271","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"T. R. Soderstrom & D. Sucre","1912","1972","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Barra de sao joao, cabo frio",NA,NA,NA,NA,"US00011204","US00011204_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"42","2020-09-02 16:36:23-03","Cenargen","CEN","4064","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Ana Maria Girardi",NA,"1972","07","12",NA,"Brasil","RS","Em mata inundada a Oeste da faixa de dunas da prais, 1 km ao Norte da Itapeva",NA,NA,"Exsicatas","Doação do Herbário Depto. Bot. da UFRGS- Porto Alegre. No. ICN 10092","CEN00004064","CEN00004064","I. G.Clark","1991","01",NA,NA,"-49.7268981933594","-29.3353004455566",NA,NA,"TORRES","20837","auto",NA,"1",NA
"43","2020-09-02 16:36:23-03","Cenargen","CEN","86049","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Luís Carlos Bernacci","24307","1991","05","01",NA,"Brasil","SP","Fazenda São Vicente, Mata",NA,NA,"Exsicatas","Planta lenhosa formando touceiras com ramos erectos , recurvos,ca. 1,5m alt., inflorescência arroxeada, planta comum á formações nativas, crescendo na mata próximo a brejo, Doação:Plantas do Brasil - Universidade Estadual de Campinas - UNICAMP","CEN00086049","CEN00086049","J. F. M. Valls","2016","01",NA,NA,"-47.060001373291","-22.8999996185303",NA,NA,"CAMPINAS","23900","auto",NA,"1",NA
"44","2020-12-02 09:07:37-03","UNITINS","HUTO","5648","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","cingulata","Aulonemia cingulata","Mcclure & Smith",NA,"Bernacci, L.C.","24507","1991","05","01",NA,"Brasil","São Paulo","Fazenda São Vicente",NA,NA,NA,"Planta lenhosa crescendo em touceiras, com ramos ereto-recurvos, cerca de 5 m de altura. Inflorescência arroxeadas. Planta comum a formações nativas, crescendo no interior da mata próximo a brejo.; Mata","HUTO005648",NA,NA,NA,NA,NA,NA,"-47.060001373291","-22.8999996185303",NA,NA,"Campinas","23900","auto",NA,NA,NA
"45","2020-07-23 12:18:27-03","CEPLAC","CEPEC","12945","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata",NA,NA,"T. R. Soderstrom","1912","1972","03","19",NA,"Brasil","Rio de Janeiro","2Km ao SW da Bara de São João, na estrada p/ Cabo Frio.",NA,NA,NA,NA,NA,NA,"A. P. S. Gonçalves",NA,NA,NA,NA,"-42.016667","-22.6","42W1'","22S36'","cabo frio",NA,NA,NA,NA,"13/08/2006"
"46","2020-07-23 12:18:27-03","CEPLAC","CEPEC","12867","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata",NA,NA,"T. R. Soderstrom","1862","1972","03","01",NA,"Brasil","Rio de Janeiro","Morro Novo Mundo.",NA,NA,NA,NA,NA,NA,"A. P. S. Gonçalves",NA,NA,NA,NA,"-43.2075004577637","-22.9027996063232",NA,NA,"rio de janeiro","57442","auto",NA,NA,"13/08/2006"
"47","2020-11-12 17:02:32-03","UEL","FUEL","51519","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(MacClure & L.B.Sm.) MacClure",NA,"Schmidt, R; Ene, J","s.n.","2009","08","28",NA,"Brasil","Rio Grande do Sul","subbosque",NA,NA,NA,NA,NA,NA,"Schmidt, R",NA,NA,NA,NA,"-50.9249992370605","-29.6135997772217",NA,NA,"Araricá","9007","auto",NA,NA,NA
"48","2019-11-01 15:16:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Schmidt, R; Molz, M","1482","2007","02","02","Southern America","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"UB0017268","UB0017268","Schmidt, R","2008",NA,NA,NA,"-50.9249992370605","-29.6135997772217",NA,NA,"Araricá ","9007","auto",NA,NA,NA
