"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","country","stateProvince","individualCount","occurrenceRemarks","year","month","day","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","barcode","imagecode","class","continentOcean","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","typeStatus"
"11","2019-12-04 15:26:26-03","PUCPR","HUCP","21928","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa et al.","Kersten, RA",NA,NA,"Schrvartz, RE","Brasil","Paraná",NA,NA,"2008","06","01","Rio Branco do Sul","Jardim Albarana","-49.3142013549805","-25.1900005340576","37352","auto","015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:26:26-03","PUCPR","HUCP","23250","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa et al.","Kersten, RA; Hekavey, C",NA,NA,"Hekavey, C","Brasil","Paraná",NA,NA,"2011","04","27","São José dos Pinhais","RPPN Nhandara Guaricana da Usina","-49.2064018249512","-25.5347003936768","45291","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:26:26-03","PUCPR","HUCP","15108","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Vriesea","morreniana","Vriesea morreniana","Hortusex.","Hadler, AG",NA,NA,"Hadler, AG","Brasil","Paraná",NA,NA,"2003","05","07","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708","30514","auto","007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174585","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","morreniana","Vriesea morreniana","E.Morren",NA,NA,NA,"Hatschbach GG; Joly M","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Parana, Campina Gde. do Sul, Serra do Espia.",NA,NA,NA,NA,NA,"NL-U1174585","NL-U1174585","Magnoliopsidae","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174587","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","morreniana","Vriesea morreniana","E.Morren",NA,NA,NA,"Lindeman JC; Haas JH de","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","1966","08","14",NA,"Hab. Est. Paraná, towards Rio Ribeira, ca. 10 km W. of Cêrro Azul.",NA,NA,NA,NA,NA,"NL-U1174587","NL-U1174587","Magnoliopsidae","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:03:57-03","ESALQ","ESA","84611","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.","Coffani-Nunes, J.V.","2011","12","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","Brasil","São Paulo",NA,"Epífita à 2,0m, inflorescência amarela","2003","04","22","Eldorado","BLOQUEADO","-48.0999984741211","-24.5200004577637","38804","auto","198.0","ESA084611","ESA084611",NA,NA,"16","790","790",NA,NA,NA,NA,NA
"17","2020-11-04 11:03:57-03","ESALQ","ESA","79875","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.","Coffani-Nunes, J.V.","2011","12","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","Brasil","São Paulo",NA,"Epífita a 2m de altura sobre a árvore coletada na borda da trilha. Bráctea floral amarela.","2002","04","24","São Miguel Arcanjo","BLOQUEADO","-47.9900016784668","-23.8700008392334","27904","auto","358.0","ESA079875","ESA079875",NA,NA,"16",NA,NA,NA,NA,NA,NA,NA
"18","2021-02-07 08:35:14-03","MN","R","199084","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Menescal, R.","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010013376","R010013376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-07 08:35:14-03","MN","R","215453","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.","Neves, B.F.S.","2013","02","Neves, B.F.S. 118; Uribbe, F.P.","Brasil","Santa Catarina",NA,NA,"2012","11","18","Joinville",NA,"-49.019028","-26.098194",NA,NA,NA,"R010013384","R010013384",NA,NA,"18","216","216","049°01'08.5''W","26°05'53.5''S",NA,NA,NA
"20","2021-02-07 08:35:14-03","MN","R","192129","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Wanderley, M.G.L.","Brasil","São Paulo",NA,NA,"1997","05",NA,NA,NA,NA,NA,NA,NA,"2187","R010013413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-07 08:35:14-03","MN","R","215443","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.","Neves, B.F.S.","2013","02","Neves, B.F.S. 93; Néri, J. ; Gonçalves, L.F. & Uribbe, F.P.","Brasil","São Paulo",NA,NA,"2012","10","11","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.995389","-24.066944",NA,NA,NA,"R010013387","R010013387",NA,NA,"18","707","707","047°59'43.4''W","24°04'01.0''S",NA,NA,NA
"22","2021-02-07 08:35:14-03","MN","R","215444","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.","Neves, B.F.S.","2013","02","Neves, B.F.S. 97; Néri, J. ; Gonçalves, L.F. & Uribbe, F.P.","Brasil","São Paulo",NA,NA,"2012","10","11","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.991472","-24.063611",NA,NA,NA,"R010013386","R010013386",NA,NA,"18","738","738","047°59'29.3''W","24°03'49.0''S",NA,NA,NA
"23","2021-02-07 08:35:14-03","MN","R","215445","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.","Neves, B.F.S.","2013","02","Neves, B.F.S. 104; Néri, J. & Uribbe, F.P.","Brasil","São Paulo",NA,NA,"2012","10","12","Ribeirão Grande",NA,"-48.418833","-24.274556",NA,NA,NA,"R010013385","R010013385",NA,NA,"18","799","799","048°25'07.8''W","24°16'28.4''S",NA,NA,NA
"24","2021-02-07 08:35:14-03","MN","R","32482","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Foster, M.B.","Brasil","São Paulo",NA,NA,"1939","08","15",NA,NA,NA,NA,NA,NA,"355","R010013377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-07 08:35:14-03","MN","R","224106","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.","Neves, B.F.S.","2015","05","Neves, B.F.S. 326; Kessous, I.M.","Brasil","Paraná",NA,NA,"2015","05","11","Morretes",NA,"-48.884028","-28.359833",NA,NA,NA,"R010013412",NA,NA,NA,"21","390","390","48°53'02,5''W","28°21'35,4''S",NA,NA,NA
"26","2021-02-07 08:35:14-03","MN","R","32507","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Foster, M.B.","Brasil","São Paulo",NA,NA,"1939","08","15",NA,NA,NA,NA,NA,NA,"391","R010013383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-07 08:35:14-03","MN","R","32540","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Foster, M.B.","Brasil","São Paulo",NA,NA,"1939","09","03",NA,NA,NA,NA,NA,NA,"462","R010013415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-07 08:35:14-03","MN","R","214085","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Blum, C.T.","Brasil","Paraná",NA,NA,"2008","09","25","Morretes",NA,"-48.834400177002","-25.476900100708","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-07 08:35:14-03","MN","R","221193","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Blum, C.T.","Brasil","Paraná",NA,NA,"2009","12","20","Morretes",NA,"-48.834400177002","-25.476900100708","30514","auto","182","R010013374","R010013374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-07 08:35:14-03","MN","R","233054","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Kessous, I.M.","Brasil","Paraná",NA,NA,"2015","05","11","Morretes",NA,"-48.834400177002","-25.476900100708","30514","auto","245","R010044101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-07 08:35:14-03","MN","R","234319","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.","Kessous, I.M.","2018","04","Kessous, I.M. 336; Pinto, A.R. & Picanço, W.L.","Brasil","Paraná",NA,NA,"2018","04","26","Morretes",NA,"-48.834400177002","-25.476900100708","30514","auto",NA,"R010052228",NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-07 08:35:14-03","MN","R","234325","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.","Kessous, I.M.","2018","04","Kessous, I.M. 330; Pinto, A.R.","Brasil","Paraná",NA,NA,"2018","04","25","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375","17116","auto",NA,"R010052232",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA
"33","2021-02-07 08:35:14-03","MN","R","214077","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Cadorin, T.J.","Brasil","Santa Catarina",NA,NA,"2010","05","06","Joinville",NA,"-48.8456001281738","-26.3043994903564","37150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-07 08:35:14-03","MN","R","214076","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Cadorin, T.J.","Brasil","Santa Catarina",NA,NA,"2009","12","10","Joinville",NA,"-48.8456001281738","-26.3043994903564","37150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-07 08:35:14-03","MN","R","213698","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Uribbe, F.P.","Brasil","São Paulo",NA,NA,"2012","10","13","Ribeirão Grande",NA,"-48.3600006103516","-24.0900001525879","25028","auto","101","R010013382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-07 08:35:14-03","MN","R","214083","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Luther, H.E.","Brasil","São Paulo",NA,NA,"2000","12","24","Tapiraí",NA,"-47.5","-23.9599990844727","41034","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-31 13:37:05-03","MN","R","221195","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Berg, W.","Brasil","São Paulo",NA,NA,"2001","03","30","Tapiraí",NA,"-47.5","-23.9599990844727","41034","auto","28A","R010013414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-07 08:35:14-03","MN","R","221194","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Luther, H.E.","Brasil","São Paulo",NA,NA,"1999","11","13","Tapiraí",NA,"-47.5","-23.9599990844727","41034","auto",NA,"R010013375","R010013375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-19 08:08:01-03","FPS","FPS","2277","MachineObservation","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa et al.","Martins, SE","2016","07","Schwirkowski, P.","Brasil","Santa Catarina",NA,NA,"2016","07","04","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres","-49.054899","-26.224838",NA,NA,"1732","FPS02277,FURB51838","FPS02277_v01 FPS02277_v02 FPS02277_v03 FPS02277_v04 FURB51838",NA,NA,"04",NA,NA,"-49.054899","-26.224838","voucher","FURB 51838",NA
"40","2019-08-20 09:59:18-03","UNICAMP","UEC","6842","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","Costa, A",NA,NA,"Sakane, M","Brazil","São Paulo",NA,"Sore tronco mais ou menos 2m do solo. Inflorecência com Brácteas amarelas e flores castanhas.","1977","05","22",NA,"Sede Carlos Botelho, Mais ou menos 55 km ao sul de Itapetininga.",NA,NA,NA,NA,"555","UEC083960","UEC083960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 09:59:18-03","UNICAMP","UEC","90291","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","Costa, A","2002","12","Leitão Filho, HF; et al.","Brazil","São Paulo",NA,"Epífita, frutos verdes.","1995","02","09","Eldorado","Parque Estadual do Jacupiranga, Próximo à caverna do Diabo.","-48.391944","-24.646389",NA,NA,"33207","UEC043345","UEC043345",NA,NA,NA,NA,NA,"-48.391944","-24.646389",NA,NA,NA
"42","2021-03-01 16:19:09-03","UNICAMP","UEC","6855","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","morreniana","Vriesea morreniana","E.Morren","Wanderley, MDGL","1980","07","Silvestre, MSF","Brazil","São Paulo",NA,"Epífita sobre tronco de árvore viva. Cerca de 2,0 m do solo.","1977","05","21",NA,"55 Km ao Sul de Itapetininga. Reserva Carlos Botelho. Mata.",NA,NA,NA,NA,"56","UEC043347","UEC043347",NA,NA,"29",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-08 08:50:50-03","FURB","FURB","18636","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","Costa, A","2011","02","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","Brasil","Santa Catarina",NA,NA,"2009","12","10","Joinville",NA,"-49.0477777","-26.1925",NA,NA,"892","FURB20287","FURB20287",NA,NA,"10","576","576","-49.0477777","-26.1925000",NA,NA,NA
"44","2020-10-14 10:00:17-03","FURB","FURB","25925","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","Costa, A","2011","10","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","Brasil","Santa Catarina",NA,"Epífita IFFSC e1048b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor escapo floral amarelo","2010","05","06","Joinville","Serra Dona Francisca.","-49.0477777","-26.1925",NA,NA,"2000","FURB20288","FURB20288 FURB20288_1",NA,NA,"03","576","576","-49.0477777","-26.1925000",NA,NA,NA
"45","2020-10-14 10:00:17-03","FURB","FURB","28109","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","Costa, A","2011","10","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","Brasil","Santa Catarina",NA,"Epífita IFFSC e1048b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","2010","05","06","Joinville","Serra Dona Francisca.","-49.0477777","-26.1925",NA,NA,"2029","FURB20286","FURB20286",NA,NA,"03","576","576","-49.0477777","-26.1925000",NA,NA,NA
"46","2020-10-14 10:00:17-03","FURB","FURB","28110","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","Costa, A","2011","10","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","Brasil","Santa Catarina",NA,"Epífita IFFSC e1048b (Abaixo de 4m), provável híbrido natural, parecido com Vriesea carinata. Comentários do coletor. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de árvore caída;","2010","05","06","Joinville","Serra Dona Francisca.","-49.0477777","-26.1925",NA,NA,"2038","FURB01155","FURB01155",NA,NA,"03","576","576","-49.0477777","-26.1925000",NA,NA,NA
"47","2020-10-14 10:00:17-03","FURB","FURB","28111","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","Costa, A","2011","10","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","Brasil","Santa Catarina",NA,"Epífita IFFSC e1048b (Abaixo de 4m). Provável hívrido natural. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de árvore caída;","2010","05","06","Joinville","Serra Dona Francisca.","-49.0477777","-26.1925",NA,NA,"2040","FURB20289","FURB20289",NA,NA,"03","576","576","-49.0477777","-26.1925000",NA,NA,NA
"48","2020-10-14 10:00:17-03","FURB","FURB","32477","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","Costa, A","2012","09","Verdi, M.; Martins, E.M. & Veiga, O.N.","Brasil","Paraná",NA,NA,"2010","08","27","Guaratuba","Morro dos Perdidos / APA Estadual de Guaratuba.","-48.9666667","-25.8688889",NA,NA,"5564","FURB20285","FURB20285",NA,NA,"14","954","954","-48.9666667","-25.8688889",NA,NA,NA
"49","2020-10-14 10:00:17-03","FURB","FURB","51838","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","Martins, SE","2016","07","Schwirkowski, P.","Brasil","Santa Catarina",NA,"Epífita, heliófita, flores amarelas","2016","07","04","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.055","-26.2247223",NA,NA,"1732","FURB51838","FURB51838",NA,NA,"04","688","688","-49.0550000","-26.2247223",NA,NA,NA
"50","2021-03-31 15:02:18-03","UTFPR","HCF","10824","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","T.F. Santos","2014","04","C. Menezes","Brasil","PR",NA,"erva semi-ciófila, epífita. Flores verdes.","2012","05","26","Doutor Ulysses","arredores","-49.425639","-24.566944",NA,NA,NA,NA,NA,NA,NA,NA,"868","868","49°25'32,3 W","24°34'01 S",NA,NA,NA
"51","2019-08-20 11:51:27-03","UTFPR","HCF","6706","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F.Costa, H.Luther & Wand.","M.G. Caxambu","2018","02","A.R. Silva","Brasil","PR",NA,"erva epífita, ciófila. Flores amarelas em brácteas amarelas.","2008","04","19","Piraquara","Mananciais da Serra","-48.980556","-25.49",NA,NA,"656",NA,NA,NA,NA,"21","1020","1020","48°58'50 W","25°29'24 S",NA,NA,NA
"52","2020-12-21 16:19:33-03","MBM","MBM","390641","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa & Luther & Wand.","Brotto, M.L.","2014","08","Brotto, M.L.; Silva, J.M.; Santos, T.F.; Silva, J.M.; Santos, T.F.","Brazil","Paraná",NA,"Epífita; inflorescência e flores amarelas, folhas verdes com a base arroxeada.; Floresta Ombrófila Densa Montana.","2014","07","09","Campina Grande do Sul","Rio Capivari, Barra da Cruz","-48.798333","-25.069167",NA,NA,"1718","MBM390641","MBM390641",NA,"Southern America","04","686","686","-48.798333","-25.069167",NA,NA,NA
"53","2020-12-21 16:19:33-03","MBM","MBM","395234","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa & Luther & Wand.","David, F.","2015","02","Engels, M.E.; Ferneda Rocha, L.C.; Bolson, M.; Ferneda Rocha, L.C.; Bolson, M.","Brazil","Paraná",NA,"Epífita. Folhas verdes, bainha verde alvacenta. Inflorescência com brácteas amarelas e ápice esverdeado. Flores verde amareladas com anteras amarelas e estigma alvo.","2013","06","29","Guaratuba","Morro dos Perdidos, trilha da cachoeira","-48.5746994018555","-25.8827991485596","41937","auto","1057A","MBM395234","MBM395234",NA,"Southern America","12",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:19:33-03","MBM","MBM","388943","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","flava","Vriesea flava","A.F. Costa & Luther & Wand.","Santos, T.F.","2014","04","Menezes, C.; Oliveira, G.L.; Oliveira, G.L.","Brazil","Paraná",NA,"Erva semi-ciófila, epífita. Flores verdes.; Floresta Ombrófila Mista Montana.","2012","05","26","Doutor Ulysses","arredores","-49.425639","-24.566944",NA,NA,"s.n.","MBM388943","MBM388943",NA,"Southern America",NA,"868","868","-49.425639","-24.566944",NA,NA,NA
