"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","typeStatus","imagecode","infraspecificEpithet","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01211648","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata glomerata","R. de Lemos Fróes","1949","06","28","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1456725' target='other'> <mi>dwc_moreinfo</mi></a>","NY01211648","24473",NA,NA,NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY01211648_01","glomerata","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00896626","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","L. Riedel","1828","01",NA,"South America","Brazil","Mato Grosso","Pr. Casalvasco.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896626","1485",NA,NA,NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00896626_01",NA,"A. Alves-Araújo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01211637","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata glomerata","J. Jangoux","1981","11","23","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1456670' target='other'> <mi>dwc_moreinfo</mi></a>","NY01211637","1695",NA,NA,NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY01211637_01","glomerata","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375404","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata glomerata","R. M. Harley","1977","02","26","South America","Brazil","Bahia","Lagoa Itaparica 10km. W of the Sao Inacio-Xique Xique road at the turning 13.1km N of Sao Inacio","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=42369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375404","19086","-42.77","-11.02",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00375404_01","glomerata","T. D. Pennington",NA,"300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","472084","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","D. C. Daly","1997","03","08","South America","Brazil","Acre","Basin of Rio Purus, Rio Antimari, Floresta Estadual do Antimari, left bank, inland from river.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472084","9339","-68.1239","-9.4111",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00472084_01",NA,"T. D. Pennington","Bujari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 02:59:00-03","NY","NYBG","01211630","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","M. A. de Freitas","1990",NA,NA,"South America","Brazil","Amazonas",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1456613' target='other'> <mi>dwc_moreinfo</mi></a>","NY01211630","759",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01252061","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata glomerata","G. T. Prance","1971","04","01","South America","Brazil","Amazonas","Manaus. Vicinity of Manaus. Igarape Ipixuna, Lower Rio Negro, opposite Manaus.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1494735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252061","11260","-59.984695","-3.196117",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY01252061_01 NY01252061_02 NY01252061_03","glomerata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01211812","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata glomerata","R. de Lemos Fróes","1948","07","06","South America","Brazil","Amazonas",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1456801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01211812","23360",NA,NA,NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY01211812_01","glomerata","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01211806","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata glomerata","B. A. Krukoff","1936","09","11","South America","Brazil","Amazonas","Basin of Rio Solimoes, near Palmares.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1456770' target='other'> <mi>dwc_moreinfo</mi></a>","NY01211806","8495","-69.5048332","-4.696879",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,NA,"glomerata","T. D. Pennington","São Paulo de Olivença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 18:06:00-03","NY","NYBG","375469","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","L. Aristeguieta","1969","04",NA,"South America","Venezuela","Guárico","Rio Tiznado, cerca de Guardatinajas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375469","7034",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01211802","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata glomerata","D. C. Daly","1981","11","27","South America","Brazil","Pará","Rio Tocantins near Igarape Cajazeirinha, approx 30 km N of Itapiranga.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330894' target='other'> <mi>dwc_moreinfo</mi></a>","NY01211802","1584","-49.35","-4.016667",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,NA,"glomerata","T. D. Pennington","Itupiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","375466","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","T. Meyer","1950","12","16","South America","Paraguay",NA,"Pilar","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375466","15845",NA,NA,NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,NA,NA,"T. Meyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","866837","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata stylosa","S. R. Lowrie","1980","10","26","South America","Brazil","Acre","9km from Rio Branco on Rio Branco-Porto Acre road at cut-off for Colonia Cinco Mil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=670668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866837","654","-67.7804464","-9.8727151",NA,NA,"Magnoliophyta","Ericales","(Pierre) T.D.Penn.",NA,"NY00866837_01","stylosa","T. D. Pennington","Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 18:06:00-03","NY","NYBG","375468","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","M. J. Jansen-Jacobs","1995","07","04","South America","Guyana",NA,"Kanuku Mts., Rupununi R., Crabwood Cr. Forest along river","sheet",NA,"Separate fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375468","4338","-59.4","3.17",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,"T. D. Pennington",NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","866831","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","C. A. Cid Ferreira","1992","03","18","South America","Brazil","Acre","Upper Rio Juruá, right bank, mouth of Igarapé Sao Joao do Breu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866831","10855","-72.75","-9.13",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00866831_01",NA,"T. D. Pennington","Marechal Thaumaturgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00896625","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","L. Riedel","1824",NA,NA,"South America","Brazil","Mato Grosso","Casalvasco.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896625","s.n.",NA,NA,NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00896625_01",NA,"A. Alves-Araújo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 18:06:00-03","NY","NYBG","375467","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","F. S. Rojas","1944","08","31","South America","Argentina",NA,"Camfio Villa, Tané","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733415' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375467","12166",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","866833","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","C. A. Sothers","1992","02","26","South America","Brazil","Acre","Floresta Estadual de Antimari, near Colocaçao Pé da Terra.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866833","86","-67.9519","-9.8308",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00866833_01",NA,"T. D. Pennington","Bujari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 21:31:00-03","NY","NYBG","00866832","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","C. A. Cid Ferreira","1992","03","18","South America","Brazil","Acre","Upper Rio Juruá, right bank, mouth of Igarapé Sao Joao do Breu","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866832","10855","-72.75","-9.13",NA,NA,"Magnoliophyta","Ericales",NA,NA,"NY00866832_01 NY00866832_02",NA,"T. D. Pennington","Marechal Thaumaturgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01211626","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","G. T. Prance","1987","11","11","South America","Brazil","Pará","Marajo, 50 mins. belowTauari.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1456588' target='other'> <mi>dwc_moreinfo</mi></a>","NY01211626","30419","-49.75","-0.8",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,NA,NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00330781","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","D. C. Daly","1997","03","05","South America","Brazil","Acre","Basin of Rio Purus, Rio Iquiri, downstream from intersection with BR-364 highway.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330781","9232","-67.53","-10.07",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00330781_01 NY00330781_02",NA,"T. D. Pennington","Senador Guiomard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1488165","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","P. Acevedo-Rodríguez","2009","02","23","South America","Brazil","Acre","Riozinho do Andirá. Along Rio Andirá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258702' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488165","14977","-68.0772","-9.7025",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY01488165_01",NA,"T. D. Pennington","Bujari","160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01211628","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","S. A. Mori","1992","06","16","South America","Brazil","Amazonas",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1456601' target='other'> <mi>dwc_moreinfo</mi></a>","NY01211628","22368",NA,NA,NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY01211628_01",NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 21:19:00-03","NY","NYBG","00860137","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","J. M. Pires","1949","07","29","South America","Brazil","Maranhão","Ilha dos Botes, proximo de Carolina, Rio Tocantins","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860137","1531","-47.5408405","-7.2744409",NA,NA,"Magnoliophyta","Ericales",NA,NA,"NY00860137_01",NA,"J. M. Pires","Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02858853","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","D. da Silva Costa","2013","07","09","South America","Brazil","Acre","Riozinho do Andirá, Ramal do Espinhara, ao longo da estrada.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711903' target='other'> <mi>dwc_moreinfo</mi></a>","NY02858853","300","-68.133378","-9.708614",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY02858853_01",NA,"T. D. Pennington","Bujari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","870309","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","L. Buscalioni","1899","07","01","South America","Brazil","Pará","Rio Tocantins: nella foresta Capuera Roca presso Itacayuna.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1019348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870309","3646",NA,NA,NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00870309_01",NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","472085","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","D. C. Daly","1997","03","08","South America","Brazil","Acre","Basin of Rio Purus, Rio Antimari, Floresta Estadual do Antimari, left bank, inland from river.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472085","9345","-68.1239","-9.4111",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00472085_01",NA,"T. D. Pennington","Bujari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-30 03:32:00-03","NY","NYBG","01252062","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","M. A. de Freitas","1990",NA,NA,"South America","Brazil","Amazonas",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1494738' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252062","759",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,"NY01252062_01 NY01252062_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02858858","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","D. da Silva Costa","2013","11","27","South America","Brazil","Acre","As encostas do Riozinho do Andirá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711918' target='other'> <mi>dwc_moreinfo</mi></a>","NY02858858","315","-68.129139","-9.722942",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY02858858_01",NA,"T. D. Pennington","Bujari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","330779","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","D. C. Daly","1997","03","05","South America","Brazil","Acre","Basin of Rio Purus, Rio Iquiri, downstream from intersection with BR-364 highway.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330779","9232","-67.53","-10.07",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,"NY00330779_01",NA,"T. D. Pennington","Senador Guiomard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2699383","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","R. de Lemos Fróes","1941","03","28","South America","Brazil","Amazonas","Caimbe. Furo do Manaquiry; Igapo.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2993850' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699383","1",NA,NA,NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2699381","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","glomerata","Pouteria glomerata","R. de Lemos Fróes",NA,NA,NA,"South America","Brazil","Amazonas","Basin of Rio Negro - January. S. Francisco",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2993848' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699381","49","-60.0250015258789","-3.10193991661072",NA,NA,"Magnoliophyta","Ericales","(Miq.) Radlk.",NA,NA,NA,NA,"Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
