"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"295","2017-11-24 14:11:01-02","UFLA","ESAL","1268","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","F. C. Hoehne","Celestino Lemos",NA,NA,NA,"Brasil","São Paulo","São Paulo","Alto da Serra, mata da estação biológica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"; ; inflorescência vermelha;",NA,NA,"30.997",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-03-01 11:56:11-03","UFPE","UFP","29932","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luna, NK","Silveira, M","2001","03","09","Brasil","Pernambuco","Camaragibe",NA,"-34.9810981750488","-8.0216703414917",NA,NA,NA,NA,"Inflorescência amarela e vermelha, com sementes azuladas.","UFP029932",NA,"s.n.","2013","10","31","11122","auto",NA,"Zingiberales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-09-12 05:00:02-03","US","US","3675009","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga, J. M. A.","J. M. A. Braga","2002","12","27","Brazil","Rio de Janeiro",NA,"Campus do Jardim Botanico do Rio de Janeiro. Canteiro 21 A - Individuo n 4479.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7147",NA,NA,NA,NA,NA,NA,"Zingiberales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"298","2020-09-12 05:00:02-03","US","US","3675010","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga, J. M. A.","J. M. A. Braga & A. Joffily","2001","9","11","Brazil","Rio de Janeiro",NA,"Municipio do Rio de Janeiro, Parque Nacional da Tijuca, estrada da Vista Chinesa.",NA,NA,NA,NA,"350",NA,NA,NA,NA,"6819",NA,NA,NA,NA,NA,NA,"Zingiberales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"299","2019-12-09 17:30:02-03","UFPR","EFC","16409","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Völtz, R.R.","Völtz, R.R.","2017","07","12","Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.2986","-25.1725","-48.2986","-25.1725","40","40","Erva 2 m, folhas dísticas com até 92 cm comprimento; inflorescência com brácteas avermelhadas; flores esverdeadas; interior de Floresta Ombrófila Densa Aluvial","EFC016409",NA,"1409","2017","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2019-10-29 10:07:50-03","UFPR","EFC","12055","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Blum, C.T.","Blum, C.T.; Brotto, M.L.; Mancinelli, W.S.","2009","12","02","Brasil","Paraná","Morretes","Serra da Prata","-48.6987","-25.614","-48.6987","-25.6140","410","410","Terrícola com aprox. 2,4 m de altura, aos 410 m.s.n.m. Inflorescência vermelha, com botões e flores amarelas.","EFC012055",NA,"706","2009","12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2019-12-09 17:30:02-03","UFPR","EFC","14264","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Völtz, R.R.","Völtz, R.R.","2015","01","16","Brasil","Santa Catarina","São Francisco do Sul","Balneário Enseada","-48.4982","-26.2256","-48.4982","-26.2256","80","80","Erva 2m alt.; folhas com aproximadamente 70cm; inflorescência com brácteas vermelhas; flores com sépalas amareladas e pétalas verdes; sub-bosque de floresta de topo de morro. __COMMOM_NAME__: Caeté","EFC014264",NA,"575","2015","02","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2019-10-29 10:07:50-03","UFPR","EFC","4370","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Silva, S.M.","Lima, R.X.","1993","07","06","Brasil","Paraná","Guaraqueçaba","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"EFC004370",NA,"55",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2019-10-29 10:07:50-03","UFPR","EFC","9344","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Borgo, M.","Borgo, M.; Reinert, B.L.; Bornschein, M.R.","1999","11","29","Brasil","Paraná","Guaratuba","Estrada para Limeira","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Herbácea 2m, inflorescência de brácteas vermelhas, flores esverdeadas, 300m s.n.m.","EFC009344",NA,"549","1999","11","29","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2019-10-29 10:07:50-03","UFPR","EFC","3789","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Kuniyoshi, Y.S.; Portes, M.C.","1993","10","18","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Sub-arbusto do interior da floresta densa. Flores vermelhas.","EFC003789",NA,"5487",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2021-03-15 18:27:25-03","USP","SPF","215153","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Martins, EGA","Martins, EGA","2011","10","08","Brasil","São Paulo","Cubatão","Parque Ecológico Perequê, Início da trilha em direção ao morro ao lado do campinho de futebol. Na margem de córrego.","-46.413333","-23.8475","-46.413333","-23.8475",NA,NA,"Erva, 1,4 m alt. Folhas com pecíolo glabro de 40-60 cm compr., face adaxial levemente pilosa. Brácteas cimbiformes, glabras, vermelho-alaranjadas a vermelhas. Perianto esverdeado a amarelado.; Interior de Floresta Atlântica.","SPF00215153",NA,"186","2013","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2021-03-15 18:27:25-03","USP","SPF","228631","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Iamara-Nogueira, J","Iamara-Nogueira, J","2016","10","16","Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Trilha do Poção.","-45.427917","-23.593222","-45.427917","-23.593222",NA,NA,"Arbusto ca. 1 m alt. Brácteas vermelhas, flores creme.; Subbosque de Mata Atlântica.","SPF00228631",NA,"12","2016","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2021-03-15 18:27:25-03","USP","SPF","228632","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Iamara-Nogueira, J","Iamara-Nogueira, J","2016","10","12","Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Área do parque dentro do condomínio Park Imperial, cota 102.","-45.348472","-23.580319","-45.348472","-23.580319",NA,NA,"Arbusto ca. 1 m alt. Brácteas vermelhas, flores creme.; Subbosque de Mata Atlântica.","SPF00228632",NA,"11","2016","10","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2021-03-25 13:52:21-03","UNIVILLE","JOI","10900","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Meyer, F.S.","Meyer. F.S.","2005","11","26","Brasil","Santa Catarina","São Bento do Sul","Arredores do CEPA Rugendas - Rio Natal","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"Inflorescência vermelha e amarela Habito: herbácea","JOI010900","JOI010900_001 JOI010900_002","159","2010","12","26","23090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2021-03-25 13:52:21-03","UNIVILLE","JOI","9834","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Cestaro, D.C.","Marcilio, V.","2009","09","25","Brasil","Paraná","Pontal do Paraná","Reserva Indigena.","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"; HABITAT: vegetação litorânea","JOI009834","JOI009834","36",NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2021-03-25 13:52:21-03","UNIVILLE","JOI","952","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","J. Z. Berger","Ziffer Berger, Richter","2005","09","29","Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"; HABITAT: terrícola; TIPO VEGETACIONAL: Floresta submontana","JOI000952","JOI000952_001 JOI000952_002","18","2008","10","11","23627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-09-04 19:15:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Musaceae","Heliconia","farinosa","Heliconia farinosa",NA,NA,"G. Raddi",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,"Monocotyledoneae",NA,NA,NA,NA,"Possible type",NA
"312","2019-01-23 12:23:48-02","F","FMNH-SEEDPLANTS","V0092787F","PreservedSpecimen","Plantae","Musaceae","Heliconia","farinosa","Heliconia farinosa angusta","Barreiros",NA,"A. P. Duarte","1948","11",NA,"Brazil","Rio de Janeiro",NA,"Corcovado, Gávea",NA,NA,NA,NA,NA,NA,NA,"V0092787F","V0092787F_01 V0092787F_02","65388",NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,"Monocotyledoneae",NA,NA,"RB 65388",NA,"Isotype","angusta"
"313","2021-04-08 17:13:23-03","UESB","HUESB","6775","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Oliveira, M.N.; Ferreira, E.M.S.; Miranda, F.M.; Silva, G.S.; Silva, T.O.;; Ferreira, E.M.S.; Miranda, F.M.; Silva, G.S.; Silva, T.O.;","2011","11","04","Brasil","Bahia","Itamari","Fazenda Mesquita., Floresta Estacional Semi Decidual","-39.635833","-13.718778","-39.635833","-13.718778",NA,NA,"Erva, Folhas grandes, alternas dísticas, margem inteira. Brácteas vermelhas vistosas.","HUESB000006775",NA,"181",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-11-13 16:04:44-03","UNISANTA","HUSC","8055","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","P. Sampaio","P. Sampaio; et al.","2013","08","22","Brasil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, trilha Iporanga.","-46.25","-23.9899997711182",NA,NA,NA,NA,"Erva com 2m de altura; brácteas florais vermelhas e flores amarelas. Borda do caminho de pedra no Subosque.; Floresta ombrofila densa",NA,NA,"839","2013","08",NA,"18989","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-11-13 16:04:44-03","UNISANTA","HUSC","728","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Sampaio, P.S.P.","Lopez, M.P.C.; Gonçalves, G.T.; Silva, S.J.G.","1988","07","23","Brasil","São Paulo","Peruíbe","Estação ecológica Juréia-Itatins, morro do Guarauzinho","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Erva com 2m de altura; brácteas vermelhas e flores amarelas; mata de encosta",NA,NA,"s.n.","2014","10",NA,"21922","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2019-11-13 16:04:44-03","UNISANTA","HUSC","727","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Sampaio, P.S.P.","Souza, V.C.","1988","10","01","Brasil","São Paulo","Peruíbe","Estação ecológica Juréia-Itatins, praia do arpoador","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Erva com 1,8m de altura com brácteas vermelhas e botões amarelos; mata de restinga",NA,NA,"s.n.","2014","10",NA,"21922","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-07-21 15:08:17-03","UNISANTA","HUSC","12339","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","J.P.A.D. Nina","M.D. Vita; J.P.A.D. Nina","2018","08","29","Brasil","São Paulo","Santos","Jardim Botânico Municipal de Santos Chico Mendes. Trilha em frente ao lago.","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"Inflorescência vermelha; flores amarelas. Parceria UNISANTA/JBMSCM.",NA,NA,"67","2018","10",NA,"26836","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2021-03-10 11:38:40-03","UNILA","EVB","1709","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Paredes, A.","Lima, L.C.P.","2016","09","02","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha de Poço Preto. Parque Nacional do Iguaçu","-54.475833","-25.620278","54º28'33''W","25º37'13''S",NA,NA,"Flor esvedeada com bráctea vermelha.","EVB001709","EVB001709","761","2018","02","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-11-12 17:03:43-03","UEL","FUEL","51503","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Caxambu, MG","Caxambu, MG; et al.","2012","04","28","Brasil","Paraná","Pariquera-açu","Propriedade do Sr. Flávio, Relevo: suave-ondulado. Vegetação: Floresta Ombrófila Densa das Terras Baixas","-47.869167","-24.809278","-47.869167","-24.809278","20","20",NA,NA,NA,"4012","2012","05","15",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-01 15:14:59-03","UnB","UB","110730","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Marouelli, LP","Marouelli, LP","2007","07","24","Brasil","Goiás","Santo Antônio de Goiás","Chácara Fiore Mio. Estrada Goiânia-Nova Veneza, Km 16,5. Cultivada","-49.3111000061035","-16.4836006164551",NA,NA,NA,NA,"Ereta dística. Bráctea vermelha. Sépala verde.; Musóide. Flor verde; .","UB0013922","UB0013922","16","2007","08",NA,"10488","auto","Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-11-01 15:14:59-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Marouelli, LP","Marouelli, LP","2007","07","24","Brasil","Goiás","Santo Antônio de Goiás","Chácara Fiore Mio. Estrada Goiânia-Nova Veneza, Km 16,5. Cultivada","-49.3111000061035","-16.4836006164551",NA,NA,NA,NA,"Ereta dística. Bráctea vermelha. Sépala verde.; Musóide. Flor verde; .","UB0013921","UB0013921","16","2007","08",NA,"10488","auto","Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"322","2021-02-23 13:22:36-03","MN","R-TIPOS","128196b","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Kress, W.J.","Mello Filho, L.E.","1974","10","08","Brasil","São Paulo","Caraguatatuba","Parque Estadual de Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"R000128196b","R000128196b_001 R000128196b_002 R000128196b_003","3977","1990","01",NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA
"323","2021-02-23 13:22:36-03","MN","R-TIPOS","128196","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Kress, W.J.","Mello Filho, L.E.","1974","10","08","Brasil","São Paulo","Caraguatatuba","Parque Estadual de Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"R000128196","R000128196_001 R000128196_002 R000128196_003","3977","1990","01",NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotypus",NA
"324","2021-02-23 13:22:36-03","MN","R-TIPOS","128196a","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Kress, W.J.","Mello Filho, L.E.","1974","10","08","Brasil","São Paulo","Caraguatatuba","Parque Estadual de Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"R000128196a","R000128196a_001 R000128196a_002 R000128196a_003 R000128196a_004","3977","1990","01",NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA
"325","2020-08-20 15:00:43-03","UFSC","FLOR","54449","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Mello, A.S.","Nuernberg, A.; Mello, A.S.; Weber, P. & Lufchitz, A.","2012","03","08","Brasil","Santa Catarina","Bombinhas","Área de Relevante Interesse Ecológico (ARIE) Costeira de Zimbros.","-48.5525","-27.1875","48º33'9''W","27º11'15''S","2","2","herbácea, frutos azuis, brácteas vermelhas. Coordenadas aproximadas.","FLOR0054449",NA,"617","2012","03","08",NA,NA,NA,"Zingiberales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-08-20 15:00:43-03","UFSC","FLOR","53337","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Mello, A.S.","Mello, A.S.; Daltrini, C. & Aguiar, T.",NA,NA,NA,"Brasil","Santa Catarina","Itapema","Praia Grossa.","-48.611400604248","-27.0902996063232",NA,NA,"50","50","Herbácea, flor vermelha e planta com 1m","FLOR0053337",NA,"404",NA,NA,NA,"9090","auto",NA,"Zingiberales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-08-20 20:42:20-03","UFSC","FLOR","27512","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Jarenkow, J.A.","Jarenkow, J.A.","1992","12","19","Brasil","Rio Grande do Sul","Torres","Perdida.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"flor verde-amarelada, brácteas vermelhas. Folhas com pecíolo de até 2 m de comprimento e limbo de até 60 cm.","FLOR0027512",NA,"2237","1992",NA,NA,"20837","auto",NA,"Zingiberales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-08-20 20:42:20-03","UFSC","FLOR","7445","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Falkenberg, D.B.","Bresolin, A.","1979","12","19","Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","terrícola, flor creme, 2m altura","FLOR0007445",NA,"1371","2005",NA,NA,"27000","auto",NA,"Zingiberales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-08-20 20:42:20-03","UFSC","FLOR","29664","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Falkenberg, D.B.","Queiroz, M.H. de","1990","03","22","Brasil","Santa Catarina","São Pedro de Alcântara","Ensaio Palmiteiro.","-48.8053016662598","-27.5660991668701",NA,NA,NA,NA,NA,"FLOR0029664",NA,"180","2004",NA,NA,"15407","auto",NA,"Zingiberales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2019-05-17 13:37:56-03","UFMT","UFMT","40673","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Caxambu, M.G.","2012","02","04","Brasil","Paraná","Guaratuba","Rio São João - estrada Castelhanos","-48.914056","-25.810944","-48.914056","-25.810944","258","258","Doação UTFPR campus Campo Mourão; Erva semi-ciófila, ca 2,5 m, entouceirada; flores com brácteas vermelhas e florais amarelas; frutos imaturos verdes e maduros roxos; Floresta Ombrófila Densa Submontana","UFMT00040673",NA,"3793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2018-10-03 21:33:27-03","UFMT","UFMT","43110","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Cordeiro, I.; Barboza, E.","Caxambu, M.G.","2014","03","25","Brasil","Paraná","Guaraqueçaba","Propriedade do Sr.Macuco.","-48.403806","-25.182639","-48.403806","-25.182639","26","26","erva ereta, semi ciófila, entouceirada. brácteas alaranjadas e flores amarelas.; Relevo plano. Vegetação Floresta ombrofila densas da Terra Baixas.",NA,NA,"5122","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-03-04 15:42:15-03","IF","SPSF","44272","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","G.A.D.C. Franco","R.L.Miashike & N.M.Ivanauskas & B.M.Beisiegel & Y.E.Tuermorezow & L.A.Ribeiro & E.T.R.Costa","2010","06","28","Brasil","SP","Iporanga","Parque Estadual de Intervales","-48.469444","-24.359444",NA,NA,"276","276","COLETA: Floresta Ombrófila Densa.&nf;Herbácea 2m; brácteas vermelhas; flores amarelas; frutos imaturos, verdes.; GEOGRAFIA: Base do Alecrim;",NA,NA,"105","2010","09","22",NA,NA,"Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"333","2021-03-04 15:42:15-03","IF","SPSF","50902","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","A. Maruyama","A. Maruyama & L. Cicco","2016","07","10","Brasil","SP","Ubatuba",NA,"-45.059167","-23.414722",NA,NA,"6","6","COLETA: Herbácea ca. 80 cm alt. Flores de coloração vermelha.; GEOGRAFIA: Floresta Ombrófila Densa, borda.;",NA,NA,"500","2016","07","10",NA,NA,"Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"334","2021-03-04 15:42:15-03","IF","SPSF","25153","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"M.Sztutman","1999","01","08","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,NA,"216",NA,NA,NA,"37574","auto","Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"335","2021-03-04 15:42:15-03","IF","SPSF","06094","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"D.A. De Grande & E.A.Lopes","1978","07","04","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"106",NA,NA,NA,"37574","auto","Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"336","2021-03-04 15:42:15-03","IF","SPSF","19241","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","E.L.M.Caharino","J.B.Baitello & J.A.Pastore","1995","07","21","Brasil","SP","Ibiúna","P.E.Jurupará","-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata, local umido&nf;;",NA,NA,"777","1998","09","10","43112","auto","Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"337","2021-03-04 15:42:15-03","IF","SPSF","21994","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"A.Custodio Filho & G.Franco","1996","08","08","Brasil","SP","Mogi das Cruzes","E.Ecol.Itapety","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"439/97",NA,NA,NA,"28666","auto","Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"338","2021-03-04 15:42:15-03","IF","SPSF","33837","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"F.Tomasetto","2003","04","17","Brasil","SP","Ribeirão Grande","vegetacao secundaria","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"236",NA,NA,NA,"25028","auto","Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"339","2021-03-04 15:42:15-03","IF","SPSF","10301","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"A.Custodio Filho","1986","04","17","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"2558",NA,NA,NA,NA,NA,"Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"340","2021-03-04 15:42:15-03","IF","SPSF","24719","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"C.Kozera","1999","01","12","Brasil","SP","Sete Barras","Núcleo Saibadela","-48.214167","-24.225278",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"869",NA,NA,NA,NA,NA,"Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"341","2021-03-04 15:42:15-03","IF","SPSF","36019","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"A.C.C.Destefani","2005","03","23","Brasil","SP","Eldorado","Parque Estadual Jacupiranga, trilha do mirante do angico","-48.400278","-24.6525",NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrofila densa montana&nf;;",NA,NA,"76",NA,NA,NA,NA,NA,"Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"342","2021-03-04 15:42:15-03","IF","SPSF","33722","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"R.A.G.Viani","2003","04","15","Brasil","SP","Ribeirão Grande","Parque Estadual Intervales","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata secundaria&nf;;",NA,NA,"75",NA,NA,NA,"25028","auto","Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
