"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"119","2021-03-01 16:32:40-03","UNICAMP","UEC","46676","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Werff, H van der","Morellato, LPC; Rodrigues, RR","16829","1985","01","23",NA,"Brazil","São Paulo","Jundiaí","Serra do Japí","-46.8800010681152","-23.1800003051758",NA,"Árvore 5m de altura, botões.","UEC138451","UEC138451",NA,NA,NA,NA,NA,"1990",NA,NA,"17840","auto",NA,NA,NA,NA,NA
"120","2021-03-01 16:32:40-03","UNICAMP","UEC","41104","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Baitello, JB","Leitão Filho, HF; et al.","16379","1984","05","09",NA,"Brazil","São Paulo","Jundiaí","Serra do Japí","-46.8800010681152","-23.1800003051758",NA,"Arvoreta ca 2m, flores brancas amareladas, local sombreado.","UEC138450","UEC138450",NA,NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"121","2021-03-01 16:32:40-03","UNICAMP","UEC","41177","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez",NA,"Tamashiro, JY; et al.","16406","1984","05","09",NA,"Brazil","São Paulo","Jundiaí","Serra do Japí","-46.8800010681152","-23.1800003051758",NA,"Arvoreta ca 2m, flores esverdeadas.","UEC138449","UEC138449",NA,NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"122","2021-03-01 16:32:40-03","UNICAMP","UEC","26143","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Baitello, JB","Leitão Filho, HF; Gibbs, PE; Shepherd, GJ; Semir, J; Martins, FR","1593","1976","01","21",NA,"Brazil","São Paulo","Jundiaí","Serra do Japí.","-46.8800010681152","-23.1800003051758",NA,"Árvore 3-4m, flores amareladas. Nativo.; Vegetação de altitude.","UEC132907","UEC132907",NA,NA,NA,NA,NA,"1997","06","07","17840","auto",NA,NA,NA,NA,NA
"123","2021-03-01 16:32:40-03","UNICAMP","UEC","195773","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Baitello, JB","Leitão Filho, HF; Gibbs, PE; Shepherd, GJ; Semir, J; Martins, FR","1593","1976","01","21",NA,"Brazil","São Paulo","Jundiaí","Serra do Japí.","-46.8800010681152","-23.1800003051758",NA,"Árvore 3-4m, flores amareladas. Nativo.; Vegetação de altitude.","UEC133910","UEC133910",NA,NA,NA,NA,NA,"1997","06","07","17840","auto",NA,NA,NA,NA,NA
"124","2021-03-01 16:32:40-03","UNICAMP","UEC","35503","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Baitello, JB","Fonzar, LPCM; Rodrigues, RR","15984","1984","05","29",NA,"Brazil","São Paulo","Jundiaí","Serra do Japí. Mirante.","-46.8800010681152","-23.1800003051758",NA,"Arvoreta 3m de altura, com flores, pétalas brancas.","UEC133915","UEC133915",NA,NA,NA,NA,NA,"1997","06","07","17840","auto",NA,NA,NA,NA,NA
"125","2021-03-01 16:32:40-03","UNICAMP","UEC","88418","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Quinet, A","Mello-Silva, R; Pirani, JR","1065","1995","07","18",NA,"Brazil","São Paulo","Jundiaí","Serra do Japí. Trilha do Mirante.","-46.8800010681152","-23.1800003051758",NA,"Arbusto 2,5 m alt. Frutos imaturos verdes.","UEC014552","UEC014552",NA,NA,NA,NA,NA,"2006","07","25","17840","auto",NA,NA,NA,NA,NA
"126","2019-11-19 14:07:28-03","UFRPE","PEUFR","35680","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","P.L.R. Moraes","M.L.Guedes; et al",NA,"1995","09","19",NA,"Brasil","Bahia","Camaçari","Mata da Fazenda Nossa Senhora das Graças","-38.3241996765137","-12.6975002288818",NA,"Árvore de ca. 3m de altura. Folhas coriáceas, discolores; fruto imaturo de cor verde.","PEUFR035680",NA,NA,NA,NA,NA,NA,"2014","02","11","37124","auto",NA,NA,NA,NA,NA
"127","2020-04-22 16:19:54-03","UFPB","JPB","63308","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lauraceae","Ocotea","nutans","Ocotea nutans","(Ness.) Mez","Moraes, P","Oliveira, MN; Ferreira, EMS; Miranda, FM; Silva, GS; Silva, TO","193","2011","11","04","Southern America","Brasil","Bahia","Itamari","Fazenda Mesquita.","-39.635833","-13.718778",NA,"Arbusto; Folhas alternas, simples, margem inteira. Frutos indeiscentes, formando uma cúpula.&nf;; HABITAT: Floresta Ombrófila Densa.; DESC: Arbusto; Folhas alternas, simples, margem inteira. Frutos indeiscentes, formando uma cúpula.","JPB0063308",NA,NA,NA,"-39.635833","-13.718778",NA,"2013","11","04",NA,NA,NA,NA,NA,NA,NA
"128","2020-04-22 16:19:54-03","UFPB","JPB","63315","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lauraceae","Ocotea","nutans","Ocotea nutans","(Ness.) Mez","Moraes, P","Oliveira, MN; Ferreira, EMS; Miranda, FM; Silva, GS; Silva, TO","224","2011","11","04","Southern America","Brasil","Bahia","Itamari","Fazenda Mesquita.","-39.635833","-13.718778",NA,"Árvore; Folhas alternas,presença de estípulas. Frutos verdes, indeiscentes, pequenos, carnosos, formando uma cúpula.; HABITAT: Floresta Ombrófila Densa.; DESC: Árvore; Folhas alternas,presença de estípulas. Frutos verdes, indeiscentes","JPB0063315",NA,NA,NA,"-39.635833","-13.718778",NA,"2013","12","20",NA,NA,NA,NA,NA,NA,NA
"129","2019-11-06 09:56:02-03","UFOP","OUPR","18165","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.L.R.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Arredores de Sabará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","12","13",NA,NA,NA,NA,NA,NA,NA
"130","2019-11-06 09:56:02-03","UFOP","OUPR","24804","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.L.R.","Cândido, E.S.; Scalon, V.R.; Silva, J.L. & Ângelis, C. de","201","2009","09","04",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Serrinha","-43.448861","-20.420306",NA,"Campo rupestre quartzítico. Subarbusto ca. 90cm, frutos vinho-avermelhados, sépalas enegrecidas, local úmido",NA,NA,"1069","1069","-43.448861","-20.420306",NA,"2011","12","13",NA,NA,NA,NA,NA,NA,NA
"131","2019-11-06 09:56:02-03","UFOP","OUPR","10313","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.L.R.","Schwacke, C.A.W.","s.n.","1892","03",NA,NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","12","13","101169","auto",NA,NA,NA,NA,NA
"132","2019-11-06 09:56:02-03","UFOP","OUPR","22685","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Quinet, A.","Messias, M.C.T.B.; Silva, J.L.","2335","2009","04","24",NA,"Brasil","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,"Arbusto, 2,5m, frutos imaturos verdes. Campos rupestres quartzíticos",NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"33524","auto",NA,NA,NA,NA,NA
"133","2019-11-06 09:56:02-03","UFOP","OUPR","22314","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Quinet, A.","Badini, J.; Lisboa, M.A.","s.n.","1972","10","10",NA,"Brasil","Minas Gerais","Mariana","Distrito de Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,"Bordo de mata na beira da estrada. Arbusto, flores pálidas",NA,NA,NA,NA,NA,NA,NA,"2007","03","07","33524","auto",NA,NA,NA,NA,NA
"134","2019-11-06 09:56:02-03","UFOP","OUPR","18211","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Quinet, A.","Badini, J.","s.n.","1972","10","10",NA,"Brasil","Minas Gerais","Mariana","Distrito de Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,"Mata. Arbusto escandente, flores pálidas",NA,NA,NA,NA,NA,NA,NA,"2007","03","07","33524","auto",NA,NA,NA,NA,NA
"135","2019-11-06 09:56:02-03","UFOP","OUPR","4157","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.L.R.","Badini, J.","s.n.","1971","02","24",NA,"Brasil","Minas Gerais","Mariana","Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,"Beira de estrada. Trepadeira, flores avermelhadas e amareladas",NA,NA,NA,NA,NA,NA,NA,"2011","12","13","33524","auto",NA,NA,NA,NA,NA
"136","2019-11-06 09:56:02-03","UFOP","OUPR","20676","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.L.","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1729","2007","12","19",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,"Arbusto, 1,6m, flores amarelas. Campo rupestre",NA,NA,NA,NA,NA,NA,NA,"2011","12","13","44599","auto",NA,NA,NA,NA,NA
"137","2019-11-06 09:56:02-03","UFOP","OUPR","21912","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Quinet, A.","Messias, M.C.T.B.","2190","2008","08","08",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,"Arbusto, 1,2m, frutos maduros negros e imaturos vermelhos. Campos ferruginosos",NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"138","2019-11-06 09:56:02-03","UFOP","OUPR","20782","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Quinet, A.","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1639","2007","12","05",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,"Arbusto, 1,6m, flores amarelo-claro. Campo rupestre",NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"139","2019-11-06 09:56:02-03","UFOP","OUPR","20823","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Quinet, A.","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1541","2007","11","21",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,"Subarbusto de 1,2m, flores amarelo-claras. Campo rupestre, canga ferruginosa",NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"140","2020-10-14 10:02:17-03","FURB","FURB","30673","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Quinet, A","Verdi, M.; Martins, E.M. & Veiga, O.N.","5551","2010","08","26",NA,"Brasil","Paraná","Colombo","Imbuial da Roseira.","-49.1463889","-25.2980555",NA,NA,"FURB27494","FURB27494","992","992","-49.1463889","-25.2980555",NA,"2010","09","15",NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 10:02:17-03","FURB","FURB","27707","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Brotto, ML","Korte, A.; Kniess, A.","1274","2009","12","01",NA,"Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.3211111","-27.6313889",NA,"Fito IFFSC 311 /S/33 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB27493","FURB27493","942","942","-49.3211111","-27.6313889",NA,"2013","06","14",NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 10:02:17-03","FURB","FURB","30659","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Quinet, A","Verdi, M.; Martins, E.M. & Veiga, O.N.","5540","2010","08","26",NA,"Brasil","Paraná","Colombo","Roseira.","-49.1302778","-25.2955555",NA,NA,"FURB27491","FURB27491","980","980","-49.1302778","-25.2955555",NA,"2010","09","15",NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 10:02:17-03","FURB","FURB","61813","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Brotto, M.L.","Brotto, M.L.","2455","2017","05","09",NA,"Brasil","Paraná","São José dos Pinhais","Rio Miringuava.","-49.0730556","-25.6419444",NA,"Árvore com 16m de altura; flores bege, rósea ou avermelhada. Floresta obróflia Mista Aluvial.","FURB61813","FURB61813",NA,NA,"-49.0730556","-25.6419444",NA,"2017","05","25",NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 10:02:17-03","FURB","FURB","6192","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Brotto, ML","Esemann-Quadros, K.",NA,"2003","09","13",NA,"Brasil","Santa Catarina","Três Barras","Floresta Nacional de Três Barras.","-50.2933333","-26.2158333",NA,NA,"FURB27492","FURB27492",NA,NA,"-50.2933333","-26.2158333",NA,"2013","06","14",NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 10:02:17-03","FURB","FURB","9745","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Werff, H van der","Silva, J.M.; Costa, E.F.","4722","2006","03","08",NA,"Brasil","Paraná","Curitiba","Jardim Botânico.","-49.2731018066406","-25.4277992248535",NA,NA,"FURB02036","FURB02036",NA,NA,NA,NA,NA,"2008",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"146","2020-10-14 10:02:17-03","FURB","FURB","46879","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Brotto, ML","Schwirkowski, P.",NA,"2014","03","30",NA,"Brasil","Santa Catarina","São Bento do Sul","Bairro Bela Aliança.","-49.3786010742188","-26.2502994537354",NA,NA,"FURB27490","FURB27490",NA,NA,NA,NA,NA,"2014","08","20","23090","auto",NA,NA,NA,NA,NA
"147","2021-03-16 17:53:08-03","UCS","HUCS","39586","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.L.R. de","Korte, A.","1274","2009","12","01",NA,"Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras","-49.321111","-27.631389",NA,"Herbário FURB 27707.; Floresta Ombrófila Mista, interior do fragmento",NA,NA,"942","942","-49.321111","-27.631389",NA,"2014","08","30",NA,NA,NA,NA,NA,NA,NA
"148","2021-03-16 17:53:08-03","UCS","HUCS","15832","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Werff, H.","Imaguire, N.","5584","1981","04","29",NA,"Brasil","Paraná","Curitiba","Centro de Esportes - UFP","-49.2731018066406","-25.4277992248535",NA,"árvore, 5 m, 15 cm de diâmetro - MBM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"149","2021-03-16 17:53:08-03","UCS","HUCS","21390","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Werff, H.","Silva, J.M.","3350","2001","03","23",NA,"Brasil","Paraná","Tunas do Paraná","estrada de Pacas para o Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,"árvore - Herbário MBM; floresta atlântica",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"41885","auto",NA,NA,NA,NA,NA
"150","2021-03-16 17:53:08-03","UCS","HUCS","36537","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Werff, H.","Silva, J.M.","4722","2006","03","08",NA,"Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,"árvore 11 m - flor creme - Herbário MBM; capão com araucária",NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"151","2021-03-16 17:53:08-03","UCS","HUCS","2479","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.L.R. de","Sehnem, A.","s.n.","1980","01","10",NA,"Brasil","Rio Grande do Sul","Herval","Rio Santa Maria","-53.3955993652344","-32.0236015319824",NA,"arbor ad flumen",NA,NA,NA,NA,NA,NA,NA,"2014","08","30","51680","auto",NA,NA,NA,NA,NA
"152","2021-03-16 17:53:08-03","UCS","HUCS","40021","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Brotto, M.L.","Brotto, M.L.","800","2012","05","10",NA,"Brasil","Paraná","Bocaiuva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,"árvore de 10 m; Floresta Ombrófila Mista Monatana",NA,NA,NA,NA,NA,NA,NA,"2012","10","02","61623","auto",NA,NA,NA,NA,NA
"153","2021-03-16 17:53:08-03","UCS","HUCS","37574","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Brotto, M.L.","Francisco, E.M.","s.n.","2000","05","03",NA,"Brasil","Paraná","Ortigueira","Sítio do Basílio","-50.9494018554688","-24.2082996368408",NA,"árvore 10 m - Herbário FUEL 26847; Floresta Ombrófila Mista",NA,NA,NA,NA,NA,NA,NA,"2010","06","22","46016","auto",NA,NA,NA,NA,NA
"154","2021-03-16 17:53:08-03","UCS","HUCS","14084","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Werff, H.","Hatschbach, G.","68662","1998","11","15",NA,"Brasil","Paraná","São Mateus do Sul","Vargem Grande","-50.3828010559082","-25.8742008209229",NA,"árvore, 8 m, fruto preto; erval",NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"31353","auto",NA,NA,NA,NA,NA
"155","2014-10-14 15:56:43-03","BS","M","M-0111191","S","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in sylvis Capoés ad Tapanhoacanga, Serro Frio; Provinciae M. G.",NA,NA,NA,NA,"M0111191",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA
"156","2014-10-14 15:56:43-03","BS","M","M-0111192","S","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in campis; Provinciae S. Pauli.",NA,NA,NA,NA,"M0111192",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA
"157","2020-04-27 16:10:14-03","UFES","VIES","31619","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","A. Quinet","Dias, H.M.; Santos, J.A.; Machado, U.N.; Nascimento, L.C.","228","2007","07","20",NA,"Brasil","Bahia","Caravelas","Extremo Sul da Bahia. Povoado de Barra de Caravelas. Fragmento de Mata Seca de Restinga na propriedade do Sr. Wallace.","-39.198333","-17.716389",NA,NA,"VIES031619","VIES031619",NA,NA,"39º11'54''W","17º42'59''S",NA,"2011","02",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-12-06 19:29:46-03","UFES","VIES","34739","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","J. Baitello","Araújo, E.A.","54","2015","02","04",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 04, indivíduo 159. Parque Nacional do Caparaó","-41.751389","-20.490278",NA,NA,"VIES034739","VIES034739",NA,NA,"41º45'5''W","20º29'25''S",NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-04-27 16:10:14-03","UFES","VIES","27311","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Ribeiro, M.","Pereira, O.J.; Menezes, L.F.T.; Martins, R.F.A.; Oliveira, A.G. & Figueiredo, D.D.","7552","2008","03","05",NA,"Brasil","Espírito Santo","Linhares","Estrada ligando pontal do Ipiranga a Degredo.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES027311","VIES027311",NA,NA,NA,NA,NA,"2012","03","02","48094","auto",NA,NA,NA,NA,NA
"160","2019-08-16 08:39:43-03","UTFPR","HCF","19164","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","M.L. Brotto","J.M. Silva","8637","2014","10","07",NA,"Brasil","PR","Piraquara","Caminho Trentino","-49.037778","-25.5125",NA,"árvore de 5 m de altura, frutos imaturos. Floresta Ombrófila MIsta.",NA,NA,"909","909","49°02'16 W","25°30'45 S",NA,"2014","11","19",NA,NA,NA,NA,NA,NA,NA
"161","2019-08-16 08:39:43-03","UTFPR","HCF","18560","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","M.L. Brotto","M.L. Brotto","1613","2014","04","21",NA,"Brasil","PR","Piraquara","Recreio da Serra","-49.028611","-25.438056",NA,"árvore de 10 ; flores cor creme passando à róseas. Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,"965","965","49°01'43 W","25°26'17 S",NA,"2014","08","04",NA,NA,NA,NA,NA,NA,NA
"162","2020-01-27 17:29:03-03","UTFPR","HCF","30214","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","R.G. Antoniuk-Bonato","J.M. Silva","9818","2017","05","02",NA,"Brasil","PR","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111",NA,"árvore com 8 m de altura. Frutos imaturos. Margem de rio.",NA,NA,"975","975","50°08'32 W","24°42'58 S",NA,"2018","06","04",NA,NA,NA,NA,NA,NA,NA
"163","2019-08-16 08:39:43-03","UTFPR","HCF","13479","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","M.L. Brotto","A. Koehler","14","1995","09","15",NA,"Brasil","PR","Arapoti","área de Inpacel Reflorestadora","-49.8266983032227","-24.1578006744385",NA,"árvore em bordadura de reflorestamento de Pinus. Formação Vegetal: Região de transição Mista/Estacional.",NA,NA,NA,NA,NA,NA,NA,"2008","06","06","41852","auto",NA,NA,NA,NA,NA
"164","2019-08-16 08:39:43-03","UTFPR","HCF","21092","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","I. Vattimo Gil","N. Imaguire","413","1968","03","18",NA,"Brasil","PR","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,"feminina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"165","2020-12-21 16:31:12-03","MBM","MBM","176829","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Assis, L.C.S.","Carvalho, P.E.","183","1994","02","25","Southern America","Brazil","Paraná","Campo do Tenente","Campo do Tenente","-49.6828002929688","-25.978099822998",NA,NA,"MBM176829","MBM176829",NA,NA,NA,NA,NA,NA,NA,NA,"17005","auto",NA,NA,NA,NA,NA
"166","2020-12-21 16:31:12-03","MBM","MBM","283042","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Baitello, J.B.","Souza, L.R.M.; et al.; et al.","s.n.","1998","07","30","Southern America","Brazil","Paraná","Imbituva","Fazenda Progresso","-50.6044006347656","-25.2299995422363",NA,NA,"MBM283042","MBM283042",NA,NA,NA,NA,NA,NA,NA,NA,"24222","auto",NA,NA,NA,NA,NA
"167","2020-12-21 16:31:12-03","MBM","MBM","68942","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Werff, H. van der","Hatschbach, G.","43650",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Rio das Pombas","-50.0064010620117","-25.4293994903564",NA,NA,"MBM068942","MBM068942",NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"168","2020-12-21 16:31:12-03","MBM","MBM","389729","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Marinero, F.","Marinero, F.","412","2012","10","29","Southern America","Brazil","Paraná","Ortigueira","UHE Mauá, Rio Barra Grande","-50.8351","-24.147294",NA,"Árvore, 8m; frutos imaturos verdes.","MBM389729","MBM389729","635","635","-50.8351","-24.147294",NA,"2012","10","29",NA,NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:31:12-03","MBM","MBM","390615","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Brotto, M.L.","Brotto, M.L.","1613","2014","04","21","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.028606","-25.438111",NA,"Árvore de 10m; flores cor creme passando à róseas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM390615","MBM390615","965","965","-49.028606","-25.438111",NA,"2014","08","04",NA,NA,NA,NA,NA,NA,NA
