"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","locality","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"608","2020-10-14 10:02:55-03","FURB","FURB","9700","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens",NA,"Oliveira, AA de","2010","04","14","Verdi, M.; Carneiro, F.E.","2008","03","26","Brasil","Santa Catarina","São José do Cerrito","-50.5786111","-27.6319445","-50.5786111","-27.6319445","1051","1051","FURB29963","FURB29963","490","Localidade de Faxinal dos Ferreira.","IFFSC 297/N/Regeneração 05 e 297/O/Regeneração 09. Habitat: Floresta Ombrófila Mista; Habito: arbustiva; Fruto preto;","cinerascens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2020-10-14 10:02:55-03","FURB","FURB","9710","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens",NA,"Gonzatti, F.","2017","07","28","Dreveck, S.; Verdi, M. & Godoy, M.B.","2007","11","23","Brasil","Santa Catarina","Itaiópolis","-50.04","-26.4602778","-50.0400000","-26.4602778","680","680","FURB02255","FURB02255","907","Colônia Becker.","Coleta Extra IFFSC. Habito: arbustiva;","cinerascens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2020-10-14 10:02:55-03","FURB","FURB","9923","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens",NA,"Oliveira, AA de","2010","04","12","Verdi, M.; Carneiro, F.E.","2008","05","01","Brasil","Santa Catarina","Otacílio Costa","-50.0394444","-27.5402777","-50.0394444","-27.5402777","888","888","FURB29975","FURB29975","631","Vila Santa Aparecida.","IFFSC 337/S/29.","cinerascens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-10-14 10:02:55-03","FURB","FURB","11868","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","04","12","Verdi, M.; Grosch, B. & Klemz, G.","2008","11","26","Brasil","Santa Catarina","Concórdia","-51.9747223","-27.3138889","-51.9747223","-27.3138889","548","548","FURB29982","FURB29982","1053","Linha Sertão.","Regeneração IFFSC 1693/S/1","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2020-10-14 10:02:55-03","FURB","FURB","16421","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","04","12","Dreveck, S.; Carneiro, F.E.","2009","11","17","Brasil","Santa Catarina","Joinville","-48.9619444","-26.28","-48.9619444","-26.2800000","85","85","FURB30005","FURB30005","1277","Pirai.","Florística IFFSC 1027 (Arbusto). Comum no fragmento. Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; flor branca","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2020-10-14 10:02:55-03","FURB","FURB","16655","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2009","12","09","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","11","07","Brasil","Santa Catarina","Nova Veneza","-49.5886111","-28.7080556","-49.5886111","-28.7080556","124","124","FURB29984","FURB29984","3084","São Bonifácio.","Florística IFFSC 39 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2020-10-14 10:02:55-03","FURB","FURB","16658","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2009","12","09","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","20","Brasil","Santa Catarina","Itajaí","-48.7802778","-26.9997222","-48.7802778","-26.9997222","72","72","FURB29999","FURB29999","1258","Brilhante.","Florística IFFSC 640 (Escandente) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; flor botão floral","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2020-10-14 10:02:55-03","FURB","FURB","16660","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2009","11","17","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","17","Brasil","Santa Catarina","Brusque","-48.8697223","-27.0055556","-48.8697223","-27.0055556","45","45","FURB29987","FURB29987","1197","Barracão.","Florística IFFSC 639 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum no interior do fragmento Habito: arvoreta; flor botões florais","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2020-10-14 10:02:55-03","FURB","FURB","16740","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","04","14","Dreveck, S.; Carneiro, F.E.","2009","11","05","Brasil","Santa Catarina","Balneário Barra do Sul","-48.69","-26.46","-48.6900000","-26.4600000","20","20","FURB29983","FURB29983","1228","Próximo a Mineração Nilso e Veiga do Sul.","Florística IFFSC 959 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor botão marrom","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2020-10-14 10:02:55-03","FURB","FURB","18267","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","04","12","Dreveck, S.; Carneiro, F.E.","2009","11","25","Brasil","Santa Catarina","Joinville","-48.87","-26.37","-48.8700000","-26.3700000","12","12","FURB29991","FURB29991","1302","Próximoa Br-101.","Florística IFFSC 997 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arvoreta; flor botão floral branco","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2020-10-14 10:02:55-03","FURB","FURB","18522","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","04","12","Verdi, M.; Klettenberg, D.H. & Tomaz, A.L.","2009","11","28","Brasil","Santa Catarina","Siderópolis","-49.4088889","-28.6219445","-49.4088889","-28.6219445","43","43","FURB29988","FURB29988","3216","Vila São Jorge.","Florística IFFSC 49 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial a Médio; interior do fragmento Habito: arbustiva; flor branca","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2020-10-14 10:02:55-03","FURB","FURB","18524","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","01","25","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","FURB29997","FURB29997","3325","Estação Cocal.","Florística IFFSC 51 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, área aberta Habito: arbórea; flor branca","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2020-10-14 10:02:55-03","FURB","FURB","18834","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Gasper, AL de","2009","11","30","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","30","Brasil","Santa Catarina","Nova Veneza","-49.4994444","-28.7108333","-49.4994444","-28.7108333","48","48","FURB30008","FURB30008","3243","São Bento Baixo.","Fito IFFSC 40 /N/15 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2020-10-14 10:02:55-03","FURB","FURB","19260","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, A. A.","2017","08","31","Dreveck, S.; Carneiro, F.E.","2009","12","15","Brasil","Santa Catarina","Joinville","-49.0977777","-26.2238889","-49.0977777","-26.2238889",NA,NA,"FURB29939","FURB29939","1520","Celesc - Usina Bracinho.","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa; beira de estrada Habito: arbusto; flor branca","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2020-10-14 10:02:55-03","FURB","FURB","2044","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Goldenberg, R","2009","10","03","Sevegnani, L.; Boos Jr., H.","1995","10","26","Brasil","Santa Catarina","Blumenau","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"FURB30007","FURB30007",NA,"Parque Natural Municipal São Francisco de Assis.",NA,"robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2019-11-08 08:53:23-03","FURB","FURB","43195","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2015","04","06","Funez, L.A.","2014","01","13","Brasil","Santa Catarina","Penha","-48.5966666","-26.7997222","-48.5966666","-26.7997222","57","57","FURB29981","FURB29981","2565","Morraria da Praia Vermelha.",NA,"robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2020-10-14 10:02:55-03","FURB","FURB","21774","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","07","29","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","01","27","Brasil","Santa Catarina","Treviso","-49.4972222","-28.5291667","-49.4972222","-28.5291667","197","197","FURB30002","FURB30002","3385","Cirenaica.","Florística IFFSC 58 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2020-10-14 10:02:55-03","FURB","FURB","25343","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","05","27","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","-48.78","-28.08","-48.7800000","-28.0800000","126","126","FURB30004","FURB30004","4544","Laranjal.","Florística IFFSC 174 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; entorno do fragmento Habito: arbusto; Fruto preto;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2020-10-14 10:02:55-03","FURB","FURB","25349","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","05","27","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","03","Brasil","Santa Catarina","Itapema","-48.5997222","-27.0894444","-48.5997222","-27.0894444","60","60","FURB30003","FURB30003","2670","Canto da Praia.","Florística IFFSC 584 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; Fruto verde;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","2020-10-14 10:02:55-03","FURB","FURB","26824","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","05","21","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","-48.78","-27.72","-48.7800000","-27.7200000","612","612","FURB30001","FURB30001","2869","Parque Estadual do Tabuleiro.","Florística IFFSC 286 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","2019-11-08 08:53:23-03","FURB","FURB","2687","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","04","14","Sevegnani, L.","1998","11","18","Brasil","Santa Catarina","Blumenau","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,"FURB02256","FURB02256",NA,"FURB.",NA,"robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","2020-10-14 10:02:55-03","FURB","FURB","28803","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","09","22","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","06","02","Brasil","Santa Catarina","Palhoça","-48.6916666","-27.63","-48.6916666","-27.6300000","65","65","FURB29995","FURB29995","2951","Pedra Branca.","Florística IFFSC 318 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arvoreta; Fruto roxo;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2020-10-14 10:02:55-03","FURB","FURB","29961","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","09","30","Vieira, F.C.S.; Carvalho, R.J. de; Pellens, G.C. & Tomporowisky, H.","2010","06","15","Brasil","Santa Catarina","Camboriú","-48.6905555","-27","-48.6905555","-27.0000000","100","100","FURB29998","FURB29998","2230","Rio do Meio.","Florística IFFSC 641 (Arbórea) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto com fruto;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2020-10-14 10:02:55-03","FURB","FURB","30435","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","10","14","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","06","08","Brasil","Santa Catarina","Paulo Lopes","-48.78","-27.99","-48.7800000","-27.9900000","329","329","FURB29989","FURB29989","4892","Espraiado/Parque Estadual da Serra do Tabuleiro.","Florística IFFSC 199 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: Fruto roxo;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2020-10-14 10:02:55-03","FURB","FURB","30890","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","10","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","06","19","Brasil","Santa Catarina","Palhoça","-48.69","-27.81","-48.6900000","-27.8100000","220","220","FURB30000","FURB30000","3024","Maciambú.","Florística IFFSC 256 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; Fruto roxo;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2020-10-14 10:02:55-03","FURB","FURB","30899","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","10","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","06","16","Brasil","Santa Catarina","Biguaçu","-48.69","-27.45","-48.6900000","-27.4500000","66","66","FURB29993","FURB29993","2994","Instituto Itaúna de Educação Ambiental.","Florística IFFSC 390 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; Fruto roxo;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2020-10-14 10:02:55-03","FURB","FURB","32881","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","12","15","Korte, A.; Kniess, A.","2010","10","29","Brasil","Santa Catarina","Biguaçu","-48.6902777","-27.3613889","-48.6902777","-27.3613889","75","75","FURB29994","FURB29994","3734","Timbé.","Regeneração IFFSC 430b /O/1 Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbustiva;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","2020-10-14 10:02:55-03","FURB","FURB","33468","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2011","01","17","Korte, A.; Rigon-Junior, M.J.","2010","12","07","Brasil","Santa Catarina","Araranguá","-49.3208334","-28.8902777","-49.3208334","-28.8902777","8","8","FURB29996","FURB29996","5476",NA,"Florística IFFSC 27 (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: arbusto;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2020-10-14 10:02:55-03","FURB","FURB","34444","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2011","05","18","Korte, A.","2011","05","10","Brasil","Santa Catarina","Praia Grande","-49.86","-29.16","-49.8600000","-29.1600000","10","10","FURB29986","FURB29986","6802","Costa do Rio Canoas.","Florística IFFSC 5 (Arbórea) Habitat: Floresta Ombrófila Densa; Habito: arbórea; Fruto laranja;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2020-10-14 10:02:55-03","FURB","FURB","34463","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2011","05","18","Korte, A.","2011","05","10","Brasil","Santa Catarina","Siderópolis","-49.5","-28.62","-49.5000000","-28.6200000","133","133","FURB29985","FURB29985","6816","Santo Antônio.","Florística IFFSC 48 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbusto; Fruto amarelo;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2020-10-14 10:02:55-03","FURB","FURB","34726","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2011","05","18","Korte, A.","2011","05","12","Brasil","Santa Catarina","Imaruí","-48.78","-28.26","-48.7800000","-28.2600000","7","7","FURB29990","FURB29990","6845","Fazenda São Paulo.","Florística IFFSC 125 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbórea; Fruto vermelho;","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2020-10-14 10:02:55-03","FURB","FURB","43693","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2015","04","06","Funez, L.A.; Zermiani, A.E.","2014","01","25","Brasil","Santa Catarina","Ilhota","-48.7827778","-26.8375","-48.7827778","-26.8375000","28","28","FURB29980","FURB29980","2434","Lago de captação às margens da BR-470.",NA,"robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2020-10-14 10:02:55-03","FURB","FURB","45260","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de",NA,NA,NA,"Mayer, M.; Oliveira, A.A. de","2014","10","01","Brasil","Santa Catarina","São João do Itaperiú","-48.7766667","-26.5480555","-48.7766667","-26.5480555","14","14","FURB29927","FURB29927","659","Santo Antônio.","Florística Entorno IFFSC 912","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2020-10-14 10:02:55-03","FURB","FURB","45610","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, A. A.","2017","08","31","Gasper, A.L. de","2015","02","03","Brasil","Santa Catarina","Joinville","-48.8777778","-26.2366666","-48.8777778","-26.2366666","20","20","FURB29932","FURB29932","3647","Condomínio Perini Business Park.",NA,"robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2020-10-14 10:02:55-03","FURB","FURB","56004","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, A.A.","2019","08","13","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","11","10","Brasil","Santa Catarina","Palhoça","-48.69","-27.72","-48.6900000","-27.7200000","108","108","FURB56004","FURB56004","1424",NA,NA,"robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2019-11-08 08:53:23-03","FURB","FURB","59019","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, A.A.","2019","08","13","Kassner-Filho, A.","2018","05","10","Brasil","Santa Catarina","Penha","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","FURB59019","FURB59019","2739","J.B. World Entretenimentos S/A.","fruto imaturo Habitat: interior do fragmento Habito: arvoreta","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2020-10-14 10:02:55-03","FURB","FURB","60343","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, A.A.","2019","08","13","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","29","Brasil","Santa Catarina","Itapoá","-48.69","-26.1","-48.6900000","-26.1000000",NA,NA,"FURB60343","FURB60343","3440","Sai Mirim.",NA,"robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2020-12-09 14:46:48-03","FURB","FURB","61204","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Barboza, E.","2017","05","23","Oliveira, A.A. de","2016","11","11","Brasil","Paraná","Antonina","-48.78","-25.38","-48.7800000","-25.3800000",NA,NA,"FURB61204","FURB61204","3965",NA,"414","robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2020-10-14 10:02:55-03","FURB","FURB","4952","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens",NA,"Oliveira, AA de","2010","04","14","Kauano, E.E.","2003","04","28","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"FURB29958","FURB29958","49","Chácara Payquerê, Bugre.",NA,"cinerascens","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2020-10-14 10:02:55-03","FURB","FURB","38771","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, A. A.","2017","08","31","Falkenberg, D.B.","1985","11","28","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"10","10","FURB29929","FURB29929","3193","Ribeirão.",NA,"robusta","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2020-10-14 10:02:55-03","FURB","FURB","44096","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, A. A.","2017","08","31","Schmoeller, F.; Souza, H.C.M.","2011","05","26","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"FURB29946","FURB29946","38","rua Abraham Linconl e Itajuba.","terreno baldio Habitat: borda de mata Habito: arbórea;","robusta","37150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2020-10-14 10:02:55-03","FURB","FURB","4738","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens robusta","Wurdack","Oliveira, AA de","2010","04","14","Vieira, F.C.S.","2003","12","24","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"10","10","FURB30006","FURB30006","178","Sambaqui Guaíra.",NA,"robusta","37150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2020-10-14 10:02:55-03","FURB","FURB","10270","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens",NA,"Oliveira, AA de","2010","04","14","Verdi, M.; Hasckel, R.P.","2009","02","12","Brasil","Santa Catarina","São João do Oeste","-53.5938987731934","-27.0981006622314",NA,NA,NA,NA,"FURB29962","FURB29962","1543","Termas de São João do Oeste.","Florística IFFSC (Arbórea) Habitat: Floresta Estacional Decidual; Estágio médio de regeneração Habito: arbustiva; Fruto preto;","cinerascens","9928","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2020-10-14 10:02:55-03","FURB","FURB","3467","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens",NA,"Oliveira, AA de","2010","04","12","Brogni, E.","2004","05","29","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"FURB29978","FURB29978",NA,"São Pedro.",NA,"cinerascens","30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2021-03-16 17:53:44-03","UCS","HUCS","14615","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Smith, S.F.","2000","05",NA,"Wasum, R.A.","1999","12","11","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.659444","-29.36","-50.659444","-29.36","850","850",NA,NA,"348","Floresta Nacional I","arvoreta; orla da mata",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2021-03-16 17:53:44-03","UCS","HUCS","14866","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Smith, S.F.","2000","05",NA,"Wasum, R.A.","1999","11","21","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.653056","-29.471111","-50.653056","-29.471111","800","800",NA,NA,"283","Estrada para Taquara","orla da mata",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2021-03-16 17:53:44-03","UCS","HUCS","36790","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Wasum, R.A.","2011","03",NA,"Rizzon, E.","2011","03","19","Brasil","Rio Grande do Sul","São Marcos","-51.353194","-29.02125","-51.353194","-29.02125","791","791",NA,NA,"106","Linha Zambecari","orla da mata - junto ao caminho",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
