"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01172244","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","G. T. Prance","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388196' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172244","1304","1965","09","14","Pará","Sandy bank of river at Portel.","Magnoliophyta","Malpighiales","L.","G. T. Prance","Portel","-50.8208","-1.9358","NY01172244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00750203","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","F. E. Drouet","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=915050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750203","2676","1935","11","05","Ceará","Shore of Lagoa do Parnamirim, Euzebio","Magnoliophyta","Malpighiales","L.","L. B. Smith","Aquiraz","-38.4508","-3.89073","NY00750203_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01172273","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","G. T. Prance","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388205' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172273","1271","1965","09","04","Pará","Grounds of Instituto Agronômico do Norte. Mata do Serrania Santa Luzia","Magnoliophyta","Malpighiales","L.","G. T. Prance","Belém","-48.4447503","-1.4380977","NY01172273_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","377968","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","D. S. D. de Araújo","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377968","6408","1984","09","13","Rio de Janeiro","Em terras da Alcalis","Magnoliophyta","Malpighiales","L.","G. T. Prance","Cabo Frio","-42.0183","-22.8794","NY00377968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01172245","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","J. M. Pires","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388195' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172245","51898",NA,NA,NA,"Pará",NA,"Magnoliophyta","Malpighiales","L.","J. M. Pires",NA,NA,NA,"NY01172245_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","377975","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","K. Lems","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377975",NA,"1964","03","17","Rio de Janeiro","Cabo Frio. Dunes towards Arraial do Cabo","Magnoliophyta","Malpighiales","L.","G. T. Prance","Cabo Frio","-42.0183","-22.8794","NY00377975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","377991","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","L. Riedel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377991","810","1821","03",NA,"Bahia","Ilheos.","Magnoliophyta","Malpighiales","L.","G. T. Prance","Ilhéus","-39.0492","-14.7892","NY00377991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2423096","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","A. J. Castelo","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685250' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423096","250","2012","07","28","Rio de Janeiro","Reserva Biológica Estadual da Praia do Sul, Praia do Sul","Magnoliophyta","Malpighiales","L.",NA,"Angra dos Reis","-44.3033","-23.1775","NY02423096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","377972","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","W. W. Thomas","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377972","10034","1993","10","20","Bahia","On road from Itamaraju to Cumuruxatiba, 10.5 km NE of turn off of road to Prado on road to Cumuruxatiba","Magnoliophyta","Malpighiales","L.","G. T. Prance","Prado","-39.42","-17.13","NY00377972_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","377964","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","R. M. Harley","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377964","17364","1974","03","24","Bahia","Coastal zone. 24 km S.W. of Belmonte on road to Itapebi. High evergreen restinga forest, low restinga and damp open areas on white sand","Magnoliophyta","Malpighiales","L.","G. T. Prance",NA,"-39.05","-16","NY00377964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01172274","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","R. de Lemos Fróes","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388202' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172274","22840",NA,NA,NA,"Pará",NA,"Magnoliophyta","Malpighiales","L.",NA,NA,NA,NA,"NY01172274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01172272","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","G. T. Prance","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388206' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172272","14720","1971","08","26","Pará",NA,"Magnoliophyta","Malpighiales","L.","G. T. Prance",NA,NA,NA,"NY01172272_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","377962","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","J. M. Pires","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272941' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377962","3433","1951","07","15","Bahia","Ilha de Itaparica","Magnoliophyta","Malpighiales","L.","G. T. Prance","Vera Cruz","-38.721268","-13.00468","NY00377962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","378003","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","G. Gardner","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378003","1150","1836",NA,NA,NA,"Brasilia","Magnoliophyta","Malpighiales","L.","G. T. Prance",NA,NA,NA,"NY00378003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","377979","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","S. Tsugaru","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377979","B1478","1987","09","04","Alagoas","Near the river mouth of Rio Mandaú","Magnoliophyta","Malpighiales","L.",NA,"Maceió","-35.7353","-9.6658","NY00377979_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00750227","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","R. de Lemos Fróes","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=915048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750227","21590","1946","04","06","Maranhão","Praia do Olho d'Agua, costa do mar, Ilha de Sao Luiz","Magnoliophyta","Malpighiales","L.","W. A. Ducke","São Luís","-44.3028","-2.5297","NY00750227_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1019640","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","S. F. Conceição","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287096' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019640","390","2005","11","17","Bahia","Estrada Conde/Sibirinha.","Magnoliophyta","Malpighiales","L.",NA,"Conde","-37.5303","-11.7756","NY01019640_01","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","377980","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","F. Segadas-Vianna","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377980","757","1953","08","09","Rio de Janeiro","Cabo Frio Co., Arraial do Cabo. Road Cabo Frio town-Arraial do Cabo village","Magnoliophyta","Malpighiales","L.",NA,"Cabo Frio","-42.040932","-22.930451","NY00377980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","377984","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","G. Maciel","South America","Brazil","sheet",NA,"Specimen number Tijuca Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377984","5","1981","05","01","Rio de Janeiro","Cabo Frio, de lado direito da estr. para arraial do Cabo","Magnoliophyta","Malpighiales","L.","G. T. Prance","Cabo Frio","-42.0183","-22.8794","NY00377984_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","377960","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","S. A. Mori","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377960","14575","1982","01","15","Distrito Capital","City of Caracas, grounds of the Instituto Botánico","Magnoliophyta","Malpighiales","L.","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1181999","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","S. Tsugaru","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391303' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181999","B1478","1987","09","04","Alagoas","Near the river mouth of Rio Mandaú","Magnoliophyta","Malpighiales","L.",NA,"Maceió","-35.7353","-9.6658","NY01181999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","377978","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","A. M. V. de Carvalho","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272947' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377978","609","1981","04","19","Bahia","Rodovia Ilhéus/Canavieiras, km 33","Magnoliophyta","Malpighiales","L.","G. T. Prance","Ilhéus","-39.0492","-14.7892","NY00377978_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01172266","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","G. T. Prance","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388217' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172266","58762","1964","08","18","Pará","Grounds of Instituto Agronomico de Norte","Magnoliophyta","Malpighiales","L.","G. T. Prance",NA,"-48.4447503","-1.4380977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","377976","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","L. Riedel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377976","80","1821","03",NA,"Bahia","Ilheos.","Magnoliophyta","Malpighiales","L.","G. T. Prance","Ilhéus","-39.0492","-14.7892","NY00377976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00750202","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","R. de Lemos Fróes","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=915043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750202","21590","1946","04","06","Maranhão","Praia do Olho d'Agua, costa do mar, Ilha de Sao Luiz","Magnoliophyta","Malpighiales","L.","W. A. Ducke","São Luís","-44.3028","-2.5297","NY00750202_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","377969","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","J. J. Wurdack","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377969","B189","1946","09","21","Rio Grande do Norte","In chaparral between Ponte Velha and Pitimbu, near Natal","Magnoliophyta","Malpighiales","L.","B. Maguire","Sao José de Mipibu","-35.2378","-6.0747","NY00377969_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02636855","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","L. Moreira","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952562' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636855","69","2015","08","15","Paraíba","Área de Preservação Permanente de Tambaba","Magnoliophyta","Malpighiales","L.",NA,"Conde","-34.9075","-7.2767","NY02636855_01","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","377977","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","F. Segadas-Vianna","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377977","803","1953","08","12","Rio de Janeiro","Cabo Frio Co., Arraigal do Cabo, Pontal beach. Regiao das antedunas","Magnoliophyta","Malpighiales","L.",NA,"Cabo Frio","-42.0317","-22.9467","NY00377977_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1487786","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","D. Cárdenas-López","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2352515' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487786","24496","2009","10","21","Guainía","Corregimiento de Caño Colorado, medio Río Guainía. Caño Naquén y Caño Mahimachi, Serrania de Naquén.","Magnoliophyta","Malpighiales","L.","J. Aguirre-Santoro",NA,"-68.22372","2.183333333","NY01487786_01","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","377966","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00377966","46750","1983","06","08","Espírito Santo","Povoçao","Magnoliophyta","Malpighiales","L.","G. T. Prance","Linhares","-40.0719","-19.3911","NY00377966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01172271","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","E. P. Killip","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388207' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172271","30382",NA,NA,NA,"Pará",NA,"Magnoliophyta","Malpighiales","L.","A. C. Smith",NA,NA,NA,"NY01172271_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01172275","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","G. Davidse","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388197' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172275","17837","1980","04",NA,"Pará","Just east of the fishing village of Camara which is ca. 11 km NW of Marudá","Magnoliophyta","Malpighiales","L.","G. T. Prance","Marapanim","-47.68","-0.62","NY01172275_01","2","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01172267","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","G. A. Black","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388216' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172267","48-2934",NA,NA,NA,"Pará",NA,"Magnoliophyta","Malpighiales","L.","G. T. Prance",NA,NA,NA,"NY01172267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01172265","PreservedSpecimen","Plantae","Chrysobalanaceae","Chrysobalanus","icaco","Chrysobalanus icaco","W. A. Rodrigues","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388218' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172265","13451",NA,NA,NA,"Amazonas",NA,"Magnoliophyta","Malpighiales","L.","G. T. Prance",NA,NA,NA,"NY01172265_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
