"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount"
"250","2020-04-22 16:19:30-03","UFPB","JPB","34422","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Manihot","catingae","Manihot catingae","Ule","Lacerda, AV; Barbosa, FM","393","2005","03","23","Southern America","Brasil","Paraíba","São João do Cariri","Riacho Aveloz","-36.5327987670898","-7.39083003997803",NA,NA,NA,"; DESC: Árvore, botões florais, frutos imaturos de cor verde.",NA,NA,"Lima, IB",NA,NA,"2010",NA,NA,NA,NA,NA,NA,"33254","auto",NA,NA,NA
"251","2020-04-22 16:19:30-03","UFPB","JPB","34415","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Manihot","catingae","Manihot catingae","Ule","Lacerda, AV; Barbosa, FM","386","2005","03","21","Southern America","Brasil","Paraíba","São João do Cariri","Riacho Gangorra","-36.5327987670898","-7.39083003997803",NA,NA,NA,"; DESC: Árvore, frutos imaturos de cor verde.",NA,NA,"Barbosa, MR",NA,NA,"2010",NA,NA,NA,NA,NA,NA,"33254","auto",NA,NA,NA
"252","2020-04-22 16:19:30-03","UFPB","JPB","34488","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Manihot","catingae","Manihot catingae","Ule","Lacerda, AV; Barbosa, FM","459","2005","05","27","Southern America","Brasil","Paraíba","São João do Cariri","Riacho Salgado","-36.5327987670898","-7.39083003997803",NA,NA,NA,"; DESC: Árvore, frutos imaturos de cor verde.",NA,NA,"Barbosa, MR",NA,NA,"2010",NA,NA,NA,NA,NA,NA,"33254","auto",NA,NA,NA
"253","2020-10-14 10:01:26-03","FURB","FURB","43295","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Funez, L.A.","2663","2014","01","13",NA,"Brasil","Santa Catarina","Penha","Morraria da Praia Vermelha.","-48.5966666","-26.7997222","57","57",NA,NA,"FURB05017","FURB05017","Funez, L.A.",NA,NA,"2014","08","07","-48.5966666","-26.7997222",NA,NA,NA,NA,NA,NA,NA
"254","2020-10-14 10:01:26-03","FURB","FURB","51529","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Lacerda, M.","2193","2015","07","31",NA,"Brasil","Bahia","Maragogipe","Pasto de Fazenda, beira da estrada para São Roque, ambos os lados.","-38.9193992614746","-12.7777996063232",NA,NA,NA,"Látex branco, folhas em maioria peltadas, frutos verdes, lisos, muitos indivíduos jovens (ca. 1,5m)","FURB51529","FURB51529_1 FURB51529_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21355","auto",NA,NA,NA
"255","2020-02-10 08:20:57-03","UTFPR","HCF","30407","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","C.V. Roderjan","1271","1996","04","15",NA,"Brasil","PR","Matinhos","Iate Clube Caiobá","-48.5428009033203","-25.8174991607666",NA,NA,NA,"árvore, 8 m, flor amarela. Cultivada.",NA,NA,NA,NA,NA,"2014","10","02",NA,NA,NA,NA,"15275","auto",NA,NA,NA
"256","2021-03-21 19:34:27-03","UFC","EAC","21582","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Medeiros, J.B.L.P.; Araújo, F.S.","s.n.","1994","04","27","Southern America","Brasil","Ceará","Capistrano","Faz. Araçanga, Serra de Baturité","-38.9014015197754","-4.46999979019165",NA,NA,NA,"Arbórea; Caatinga","EAC0021582","EAC0021582","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"16641","auto",NA,NA,NA
"257","2021-03-21 19:34:27-03","UFC","EAC","42938","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Menezes, M.O.T.","86","2008","07","28","Southern America","Brasil","Ceará","Caridade","Assentamento Carneiro","-39.1925010681152","-4.23222017288208",NA,NA,NA,"Árvore jovem, com 1,6 a 1,8 m de altura. Ponto M36.; Caatinga","EAC0042938","EAC0042938","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"30627","auto",NA,NA,NA
"258","2021-03-21 19:34:29-03","UFC","EAC","44653","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Ferreira, R.G.","64","2008","06","23","Southern America","Brasil","Ceará","Caucaia","Assentamento Lagoa da Serra, Substrato argiloso","-38.6530990600586","-3.73610997200012",NA,NA,NA,"Arbusto, flor amarelada, com fruto; Caatinga","EAC0044653","EAC0044653","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"40484","auto",NA,NA,NA
"259","2021-03-21 19:34:27-03","UFC","EAC","39632","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Castro, A.S.F.","1719","2006","04","01","Southern America","Brasil","Ceará","Caucaia","Bom princípio, Br 020","-38.6530990600586","-3.73610997200012",NA,NA,NA,"Arvoreta.; Caatinga","EAC0039632","EAC0039632","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"40484","auto",NA,NA,NA
"260","2021-03-21 19:34:29-03","UFC","EAC","51834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Castro, A.S.F.","2609","2012","01","22","Southern America","Brasil","Ceará","Caucaia","Pacheco, Substrato arenoso","-38.6530990600586","-3.73610997200012",NA,NA,NA,"Árvore, flor esverdeada.; Tabuleiro litorâneo","EAC0051834","EAC0051834","Castro, A.S.F.",NA,NA,"2012","01","22",NA,NA,NA,NA,"40484","auto",NA,NA,NA
"261","2021-03-21 19:34:29-03","UFC","EAC","6473","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Nunes, E.; Castro, A.J.","EAC6473","1979","06","11","Southern America","Brasil","Ceará","Crateús","Descida dos Tucuns, Serra da Ibiapaba","-40.6775016784668","-5.1783299446106",NA,NA,NA,"Arbórea, 5-7m; Carrasco","EAC0006473","EAC0006473","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"43216","auto",NA,NA,NA
"262","2021-03-21 19:34:27-03","UFC","EAC","35366","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Lima-Verde, L.W.","1198","2000","02","22","Southern America","Brasil","Ceará","Crateús","Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,"EAC0035366","EAC0035366","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"43216","auto",NA,NA,NA
"263","2021-03-21 19:34:29-03","UFC","EAC","54504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Castro, A.S.F.","2689","2013","03","03","Southern America","Brasil","Ceará","Fortim","Coqueirinho., Substrato arenoso.","-37.7971992492676","-4.45194005966187",NA,NA,NA,"Arbusto.; Tabuleiro litorâneo.","EAC0054504","EAC0054504","Castro, A.S.F.",NA,NA,"2013","05","27",NA,NA,NA,NA,"20605","auto",NA,NA,NA
"264","2021-03-21 19:34:29-03","UFC","EAC","48995","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Salgado, E.V.","6","2011","03","01","Southern America","Brasil","Ceará","General Sampaio","RPPN Elias Andrade","-39.4543991088867","-4.05278015136719",NA,NA,NA,"Mata nativa","EAC0048995","EAC0048995","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"15114","auto",NA,NA,NA
"265","2021-03-21 19:34:29-03","UFC","EAC","43245","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Moro, M.F.; Menezes, M.O.T.; Souza, S.S.G.","67","2007","04","28","Southern America","Brasil","Ceará","General Sampaio","RPPN Francy Nunes","-39.4543991088867","-4.05278015136719",NA,NA,NA,"Arbóreo; Fanerófito; Fruto verde; Coordenadas geográficas: UTM(24M) 445323 / 9556132; Topo do morro.; Caatinga","EAC0043245","EAC0043245","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"15114","auto",NA,NA,NA
"266","2021-03-21 19:34:29-03","UFC","EAC","49433","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Lima-Verde, L.W.; Carneiro, J.A.","342307","2007","12","17","Southern America","Brasil","Ceará","Pacoti","Sítio Olho d'Água dos Tangarás","-38.9233016967773","-4.22499990463257","830","830",NA,"Arbóreo, fanerófito, flor creme.; Mata ombrófila","EAC0049433","EAC0049433","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"9622","auto",NA,NA,NA
"267","2021-03-21 19:34:29-03","UFC","EAC","61252","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Sobczak, JCMSM","653","2017","06","11","Southern America","Brasil","Ceará","Pacoti","Volta do Rio.","-38.9233016967773","-4.22499990463257",NA,NA,NA,"Arbusto latescente, 2 m, DAS 24,1 mm; folha simples, odorosa, herbácea, glabra, lisa; corola vinho com vermelho; Quintal de residência, solo areno-argiloso.","EAC0061252","EAC0061252","Loiola, M.I.B.",NA,NA,"2018","04","23",NA,NA,NA,NA,"9622","auto",NA,NA,NA
"268","2021-03-21 19:34:27-03","UFC","EAC","36500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Luetzelburg, P.","26845","1936","03",NA,"Southern America","Brasil","Paraíba","Sousa","Posto Agrícola, São Gonçalo","-38.228099822998","-6.7591700553894",NA,NA,NA,"Ca. 3m; Várzea","EAC0036500",NA,"Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA
"269","2021-03-21 19:34:29-03","UFC","EAC","43563","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Castro, A.S.F.","2062","2008","05","14","Southern America","Brasil","Piauí","Caracol","PARNA Serra das Confusões.","-43.3300018310547","-9.27861022949219",NA,NA,NA,"Arvoreta; Carrasco","EAC0043563","EAC0043563","Loiola, M.I.B.",NA,NA,"2019","08","26",NA,NA,NA,NA,"21070","auto",NA,NA,NA
"270","2021-03-21 19:34:27-03","UFC","EAC","38360","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Lemos, J.R.; Matias, P.","214","2004","05","27","Southern America","Brasil","Ceará","Aiuaba","Estação Ecológica","-40.120833","-6.600278","400","600",NA,"Arbórea, ca. 2,5m, fruto verde; Caatinga","EAC0038360","EAC0038360","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-40.120833","-6.600278",NA,NA,NA,NA,NA,NA,NA
"271","2021-03-21 19:34:27-03","UFC","EAC","40793","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Silveira, A.P.; Oliveira, R.F.","819","2003","02","13","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.205833",NA,NA,NA,"Floresta Ombrófila Montana","EAC0040793","EAC0040793","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-38.971167","-4.205833",NA,NA,NA,NA,NA,NA,NA
"272","2021-03-21 19:34:27-03","UFC","EAC","40794","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Silveira, A.P.; Oliveira, R.F.","873","2003","02","14","Southern America","Brasil","Ceará","Mulungu","Sítio Jardim","-39.010556","-4.285278",NA,NA,NA,"Árvore, 12m; Floresta Estacional Semidecidual Montana","EAC0040794","EAC0040794","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-39.010556","-4.285278",NA,NA,NA,NA,NA,NA,NA
"273","2021-03-21 19:34:27-03","UFC","EAC","40812","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Silveira, A.P.; Oliveira, R.F.","499","2002","12","19","Southern America","Brasil","Ceará","Guaramiranga","Sitio Lagoa","-38.971167","-4.205833",NA,NA,NA,"Floresta Ombrófila Montana","EAC0040812","EAC0040812","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-38.971167","-4.205833",NA,NA,NA,NA,NA,NA,NA
"274","2021-03-21 19:34:27-03","UFC","EAC","40851","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Gomes, V.; Ribeiro, K.; Otutumi, A.","10021","2004","02","10","Southern America","Brasil","Ceará","Guaramiranga","Sitio Lagoa","-38.971167","-4.205833",NA,NA,NA,"Floresta Ombrófila Montana","EAC0040851","EAC0040851","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-38.971167","-4.205833",NA,NA,NA,NA,NA,NA,NA
"275","2021-03-21 19:34:27-03","UFC","EAC","40854","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Silveira, A.P.; Oliveira, R.F.","131","2002","08","11","Southern America","Brasil","Ceará","Guaramiranga","Sítio Arvoredo., Levantamento Fitossociológico Ponto 49 Quadrante 1","-38.931806","-4.218056",NA,NA,NA,"Floresta Ombrófila Montana","EAC0040854","EAC0040854","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-38.931806","-4.218056",NA,NA,NA,NA,NA,NA,NA
"276","2021-03-21 19:34:27-03","UFC","EAC","40856","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Silveira, A.P.; Oliveira, R.F.","885","2003","02","14","Southern America","Brasil","Ceará","Mulungu","Sítio Jardim., Levantamento Fitossociológico Ponto 85 Quadrante 1","-39.010556","-4.285278",NA,NA,NA,"Floresta Estacional Semidecidual Montana","EAC0040856","EAC0040856","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-39.010556","-4.285278",NA,NA,NA,NA,NA,NA,NA
"277","2021-03-21 19:34:27-03","UFC","EAC","41220","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Melo, L.M.R.; Gomes, O.M.","29","1998","05","13","Southern America","Brasil","Ceará","Quixeré","Fazenda Mato Alto, Manga Grande, Chapada do Apodi, Substrato: grupo apodi, calcário jandaíra, cambisol.","-37.807","-5.188917","110","110",NA,"Árvore, terrestre, 4m; caule tronco, corola branca. Quando murcha é tóxica para o gado.; Caatinga","EAC0041220","EAC0041220","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-37.807","-5.188917",NA,NA,NA,NA,NA,NA,NA
"278","2021-03-21 19:34:27-03","UFC","EAC","41221","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Figueiredo, M.A.; et al.","627","1996","06","12","Southern America","Brasil","Ceará","Quixeré","Fazenda Mato Alto, Substrato: massapê, calcário jandaíra, cambisol.","-37.82325","-5.202389","110","110",NA,"Árvore, 5,5m; exudato: látex branco; folhas simples cartáceas; fruto tricoca verde.; Caatinga arbustivo-arbórea","EAC0041221","EAC0041221","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-37.82325","-5.202389",NA,NA,NA,NA,NA,NA,NA
"279","2021-03-21 19:34:27-03","UFC","EAC","43131","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Barros, E.O.; Souza, M.M.A.","72","1997","06","04","Southern America","Brasil","Ceará","Aiuaba","Catingueira, Substrato: solo bruno não-cálcico.","-40.851111","-6.660806",NA,NA,NA,"Árvore.; Caatinga arbustivo-arbórea","EAC0043131","EAC0043131","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-40.851111","-6.660806",NA,NA,NA,NA,NA,NA,NA
"280","2021-03-21 19:34:29-03","UFC","EAC","49333","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Lima-Verde, L.W.","348008","2008","03","16","Southern America","Brasil","Ceará","Baturité","Sítio Labirinto das Taveiras, mata do Machado, Barlavento","-38.915083","-4.303167","690","690",NA,"Fanerófita, fruto verde, arbóreo, flor creme, estudo polínico n° 37; Mata úmida serrana","EAC0049333","EAC0049333","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-38.915083","-4.303167",NA,NA,NA,NA,NA,NA,NA
"281","2021-03-21 19:34:29-03","UFC","EAC","54346","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Paula-Souza, J.; Ferreira, M.A.P.; Franco, J.O.R.; Silva, R.E.R.","10979","2012","04","26","Southern America","Brasil","Ceará","Santa Quitéria","serra dos Quirino ou dos Pajeú, cerca de 8,5km (em","-39.691236","-4.560236",NA,NA,NA,"Árvore, 3,5m; preservado em álcool 70%.; Caatinga arbórea aberta.","EAC0054346","EAC0054346","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-39.691236","-4.560236",NA,NA,NA,NA,NA,NA,NA
"282","2021-03-21 19:34:29-03","UFC","EAC","56356","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Silveira, J.M.D.","119","2014","04","03","Southern America","Brasil","Ceará","Arneiroz","congl. 289, sub. 2, árv. 6.&nf;Vegetação densa, regeneração em estágio avançado e indivíduos de grande porte. Solo pedregoso, silte-arenoso.","-40.139986","-6.119997",NA,NA,NA,"Inventário Florestal Nacional - CE; Árvore, casca cinza-escuro, áspera soltando placas irregulares; látex branco, líquido e pouco abundante; fruto verde.&nf;Dups RB.","EAC0056356","EAC0056356","Moura, R.",NA,NA,"2014","04","30","-40.139986","-6.119997",NA,NA,NA,NA,NA,NA,NA
"283","2021-03-21 19:34:29-03","UFC","EAC","56785","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Batista, W.","193","2014","01","28","Southern America","Brasil","Ceará","Hidrolândia","congl. 126, sub. 1, árv. 62.&nf;Estrato intermediário.","-40.499997","-4.500006",NA,NA,NA,"Inventário Florestal Nacional - CE; Arbusto, com odor característico; casca escurecida; presença de seiva incolor, líquida e pouco abundante; flor verde.&nf;Dups RB.","EAC0056785","EAC0056785","Quaresma, A.S.",NA,NA,"2014","09","01","-40.499997","-4.500006",NA,NA,NA,NA,NA,NA,NA
"284","2021-03-21 19:34:29-03","UFC","EAC","56923","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Walter, B.M.T.; Proença, C.E.B.; Costa, I.R.; Silva, S.R.","6615","2014","01","24","Southern America","Brasil","Piauí","Jaicós","região do Croazal, estrada de Jaicós (BR) para a r, relevo plano no local, solo arenoso.","-41.227222","-7.4525","390","390",NA,"Arbusto, cerca de 3 m, ocasional, flor creme; frutos imaturos verdes.; Caatinga arbustivo-arbórea antropizada.","EAC0056923","EAC0056923","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-41.227222","-7.4525",NA,NA,NA,NA,NA,NA,NA
"285","2021-03-21 19:34:29-03","UFC","EAC","57360","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Gomes, R.C.","s.n.","2014","05","10","Southern America","Brasil","Ceará","Tauá","Tecelão, bacia do riacho Carrapateira, relevo ondulado; luvissolo; clima tropical quente semiárido.","-40.065278","-5.407253",NA,NA,NA,"Árvore; fruto verde.","EAC0057360","EAC0057360","Loiola, M.I.B.",NA,NA,"2019","08","26","-40.065278","-5.407253",NA,NA,NA,NA,NA,NA,NA
"286","2021-03-21 19:34:29-03","UFC","EAC","58548","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Veras Santos, J.L.","9","2015","06","21","Southern America","Brasil","Ceará","São Gonçalo do Amarante","Fazenda Pau d#?#Óleo., substrato terrícola.","-39","-3","60","60",NA,"Arvoreta com cerca de quatro metros de altura, fruto cápsula, DNB 5 cm e DAP 4 cm, situada no Talhão 5 da área de manejo florestal, próximo à rodovia estadual CE 341, a 3600 m do distrito de Croatá.; Caatinga arbórea-arbustiva secundá","EAC0058548","EAC0058548","Loiola, M.I.B.",NA,NA,"2018","05",NA,"-39","-3",NA,NA,NA,NA,NA,NA,NA
"287","2021-03-21 19:34:29-03","UFC","EAC","60510","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Meneses, H.M.","46","2017","01","13","Southern America","Brasil","Ceará","Crateús","Santana.","-40.850278","-5.384972","377","377",NA,"Meliponicultura: reintrodução de abelhas nativas sem ferrão em área de recuperação ambiental da Reserva Natural Serra das Almas.; Arbórea, flor verde/branca.","EAC0060510","EAC0060510","Lima-Verde, L.W.",NA,NA,"2017","03","30","-40.850278","-5.384972",NA,NA,NA,NA,NA,NA,NA
"288","2021-03-21 19:34:29-03","UFC","EAC","60664","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Oliveira, C.","13","2015","06","18","Southern America","Brasil","Ceará","Pentecoste","Fazendo Experimental Vale do Curú, área sucessional próximo de 45 anos","-39.3725","-3.807",NA,NA,NA,"Árvore, fruto verde.; Caatinga.","EAC0060664","EAC0060664",NA,NA,NA,NA,NA,NA,"-39.3725","-3.807",NA,NA,NA,NA,NA,NA,NA
"289","2021-03-21 19:34:29-03","UFC","EAC","60665","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Oliveira, C.","90","2016","04","18","Southern America","Brasil","Ceará","Sobral","EMBRAPA Caprinos e Ovinos, área sucessional de 45 anos.","-40.326039","-3.769908",NA,NA,NA,"Árvore.","EAC0060665","EAC0060665","Loiola, M.I.B.",NA,NA,"2016","09","02","-40.326039","-3.769908",NA,NA,NA,NA,NA,NA,NA
"290","2021-03-21 19:34:29-03","UFC","EAC","60667","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Oliveira, C.","110","2016","03","22","Southern America","Brasil","Ceará","Sobral","EMBRAPA Caprinos e Ovinos, área sucessional de 45 anos.","-40.326039","-3.769908",NA,NA,NA,NA,"EAC0060667","EAC0060667","Loiola, M.I.B.; Oliveira, C.",NA,NA,"2016","09","02","-40.326039","-3.769908",NA,NA,NA,NA,NA,NA,NA
"291","2021-03-21 19:34:29-03","UFC","EAC","61253","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Sobczak, JCMSM","664","2017","06","17","Southern America","Brasil","Ceará","Tururu","Comunidade Quilombola de Conceição dos Caetanos, quintal de residência, solo arenoso.","-39.408972","-3.510056",NA,NA,NA,"Arbusto, 2 m, DAS 44,5 mm; folha simples, herbácea, lisa; cálice verde; raiz alimentícia.","EAC0061253","EAC0061253","Loiola, M.I.B.",NA,NA,"2018","04","23","-39.408972","-3.510056",NA,NA,NA,NA,NA,NA,NA
"292","2021-03-21 19:34:29-03","UFC","EAC","62612","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Guedes, M.L.","30223","2018","01","10","Southern America","Brasil","Pernambuco","Lagoa Grande","sertão, Fazenda Planaltino, rod. PE 574","-40.266667","-8.983333",NA,NA,NA,"Subarbusto, folhas cartáceas, lobos pandurados; látex branco; inflorescência paniculada, ereta a pêndula, botões esverdeados a purpúreas.; Caatinga.","EAC0062612","EAC0062612","Guedes, M.L.",NA,NA,"2018","05",NA,"-40.266667","-8.983333",NA,NA,NA,NA,NA,NA,NA
"293","2021-03-21 19:34:29-03","UFC","EAC","62617","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Guedes, M.L.","30126","2017","12","15","Southern America","Brasil","Bahia","Guajerú","Serra Geral","-41.933333","-14.533333",NA,NA,NA,"Arbustos, folhas membranáceas, lobuladas; inflorescência em botões verde-vináceo.; Caatinga.","EAC0062617","EAC0062617","Guedes, M.L.",NA,NA,"2018","04",NA,"-41.933333","-14.533333",NA,NA,NA,NA,NA,NA,NA
"294","2021-03-21 19:34:27-03","UFC","EAC","35246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Lima-Verde, L.W.","1203","2000",NA,NA,"Southern America","Brasil","Ceará","Crateús","Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,NA,"Carrasco/Floresta","EAC0035246","EAC0035246","Loiola, M.I.B.",NA,NA,"2018","05",NA,NA,NA,NA,NA,"43216","auto",NA,NA,NA
