"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","identifiedBy","county","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","monthIdentified","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"47","2019-10-25 11:40:07-03","IECOS","HBRA","6715","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","R. S. Vilhena","64","2010","11","18","América do Sul","Brasil","Fazenda Vale do Sol","-47.34844444","-1.16905556",NA,"exsicata","Área de campo, anfíbia, na borda da mata, em área alagada.&nf;Apoio: UFPA - Campus de Bragança / PIPIC - CNPq.",NA,NA,"Pará","R. S. Vilhena","Peixe-Boi",NA,"-47.34844444","-1.16905556","2011",NA,NA,NA,NA,"05",NA,"19",NA,NA
"48","2019-10-25 11:40:07-03","IECOS","HBRA","1397","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","U. Mehlig","359","2007","06","02","América do Sul","Brasil","Península de Ajuruteua, Salinas dos Roques/Jabuti, campo ao leste da 4ª ilha de terra firme. Em poça de água","-46.66886111","-0.92430556",NA,"exsicata","Erva","HBRA0007546","HBRA0007546","Pará","M. R. Pietrobom","Bragança",NA,"-46.66886111","-0.92430556","2007",NA,NA,NA,NA,"07",NA,"10",NA,NA
"49","2020-06-22 14:53:53-03","IECOS","HBRA","5568","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","M. R. Pietrobom","6047","2005","06","19","América do Sul","Brasil","Reserva Biológica do lago Piratuba, Fazenda Natal","-50.03302778","1.29116667",NA,"exsicata","Campo periodicamente inundável, aquática fixa.&nf;Apoio: IBAMA / Projeto ARPA.","HBRA0007175,HBRA0007609,HBRA0007398","HBRA0007175 HBRA0007398 HBRA0007609","Amapá","M. R. Pietrobom","Amapá",NA,"-50.03302778","1.29116667","2005",NA,NA,NA,NA,"09",NA,"22",NA,NA
"50","2019-10-25 11:40:07-03","IECOS","HBRA","1334","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","L. O. Santos","278","2007","05","13","América do Sul","Brasil","Península de Ajuruteua, Salinas dos Roques/Jabuti, campo próximo à borda sul do bosque na 4ª ilha de terra firme","-46.67","-0.92805556",NA,"exsicata","Erva","HBRA0006978","HBRA0006978","Pará","M. R. Pietrobom","Bragança",NA,"-46.67000000","-0.92805556","2010",NA,NA,NA,NA,"04",NA,"15",NA,NA
"51","2020-06-22 14:53:53-03","IECOS","HBRA","3448","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","M. R. Pietrobom","6843","2006","06","10","América do Sul","Brasil","Lago Piratuba","-50.19880556","1.60413889",NA,"exsicata","Terrestre, entre capins na margem do lago.&nf;Apoio: IBAMA-AP / ARPA / FUNBIO","HBRA0007233,HBRA0007370","HBRA0007233 HBRA0007370","Amapá","M. R. Pietrobom","Amapá",NA,"-50.19880556","1.60413889","2006",NA,NA,NA,NA,"09",NA,"22",NA,NA
"52","2019-10-25 11:40:07-03","IECOS","HBRA","6121","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","E. Amorim","119","2010","04","02","América do Sul","Brasil",NA,"-47.03666667","-0.97941667",NA,"exsicata","Anfíbia, na beira da estrada.&nf;Apoio: UFPA - Campus de Bragança","HBRA0007148","HBRA0007148","Pará","E. Amorim & M. R. Pietrobom","Quatipuru",NA,"-47.03666667","-0.97941667","2010",NA,NA,NA,NA,"10",NA,"18",NA,NA
"53","2019-10-25 11:40:07-03","IECOS","HBRA","7570","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","M. G. C. Souza","1267","2011","08","25","América do Sul","Brasil","Comunidade São Pedro","-50.43566667","-1.59963889",NA,"exsicata","Área de pastagem, terrestre em área alagada, próximo a PA-159.&nf;apoio: UFPA - Campus Universitário Marajó-Breves/Campus Bragança.",NA,NA,"Pará","M. R. Pietrobom","Breves",NA,"-50.43566667","-1.59963889","2011",NA,NA,NA,NA,"08",NA,"25",NA,NA
"54","2019-10-25 11:40:07-03","IECOS","HBRA","150","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","C. C. L. Santos","197","2003","06","20","América do Sul","Brasil","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio","-46.61944444","-0.83555556",NA,"exsicata",NA,"HBRA0007593","HBRA0007593","Pará","M. R. Pietrobom","Bragança",NA,"-46.61944444","-0.83555556","2007",NA,NA,NA,NA,"03",NA,"02",NA,NA
"55","2019-10-25 11:40:07-03","IECOS","HBRA","3476","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","M. R. Pietrobom","6863","2006","11","16","América do Sul","Brasil","Enseada do Pirarucu","-50.17394444","1.61477778",NA,"exsicata","Aquatica, margem da Enseada.&nf;Apoio: IBAMA-AP / ARPA /FUNBIO","HBRA0007299","HBRA0007299","Amapá","M. R. Pietrobom","Amapá",NA,"-50.17394444","1.61477778","2007",NA,NA,NA,NA,"01",NA,"31",NA,NA
"56","2019-10-25 11:40:07-03","IECOS","HBRA","5784","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","D. P. O. Lima","192","2011","06","22","América do Sul","Brasil","Vila Fátima, Fazenda particular","-47.00780556","-1.18794444",NA,"exsicata","Terrestre no meio de gramínea local encharcado, borda da mata.","HBRA0007173,HBRA0007169","HBRA0007169 HBRA0007173","Pará","M. R. Pietrobom, D. P. O. Lima","Tracuateua",NA,"-47.00780556","-1.18794444","2011",NA,NA,NA,NA,"06",NA,"22",NA,NA
"57","2019-10-25 11:40:07-03","IECOS","HBRA","4905","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","U. Mehlig","1009","2011","05","15","América do Sul","Brasil","Praia do Buraco, dunas e campos ao sudeste da Praia do Buraco, circundados por manguezais. Em campo úmido","-47.10519444","-0.68866667",NA,"exsicata",NA,"HBRA0007320","HBRA0007320","Pará","U. Mehlig","São João de Pirabas",NA,"-47.10519444","-0.68866667","2011",NA,NA,NA,NA,"05",NA,"15",NA,NA
"58","2019-10-25 11:40:07-03","IECOS","HBRA","3304","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","D. M. Ribeiro","5","2005","06","12","América do Sul","Brasil","Fazenda Aruca",NA,NA,NA,"exsicata","Àquatica, sobre pedra.","HBRA0007104","HBRA0007104","Mato Grosso","M. R. Pietrobom","Nova Nazaré",NA,NA,NA,"2010",NA,NA,NA,NA,"08",NA,"10",NA,NA
"59","2020-10-20 14:18:04-03","UFOPA","HSTM","14461","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Nascimento, M.B.; Leroy, J.","407","2019","06","26",NA,"Brasil","Rio Tatu.","-35.357778","-5.353611",NA,NA,NA,"HSTM014461",NA,"Rio Grande do Norte",NA,"Rio do Fogo",NA,"35º21'28''W","5º21'13''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-20 14:18:04-03","UFOPA","HSTM","4009","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pimentel, L.; Salomão, R.P.",NA,"2004","09","22",NA,"Brasil","Igarapé do Irurá.","-55.009722","-2.737222",NA,NA,NA,"HSTM004009","HSTM004009","Pará","Oliveira, M.H.V.","Santarém",NA,"55º0'35''W","2º44'14''S","2019",NA,NA,NA,NA,"03",NA,"01",NA,NA
"61","2019-11-21 14:54:02-03","UFJF","CESJ","12165","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","L. Krieger; U.C. Câmara","CESJ12165","1972","07","11","América do Sul","Brasil","Flutuante. Vivípara no bordo das folhas.","-64.7114028930664","-3.35417008399963",NA,NA,"Pecíolo das frondes esponjoso, radicante na base. Folhas estéreis lobadas, as férteis com lobos estreitos laciniados.","CESJ012165",NA,"Amazonas","L. Krieger","Tefé",NA,NA,NA,"1979","340205","auto",NA,NA,"08",NA,"21",NA,NA
"62","2019-11-21 14:54:02-03","UFJF","CESJ","20766","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","L.Rossi; I. Cordeiro","s.n.","1980","08",NA,"América do Sul","Brasil","Pantanal Matogrossense, Reserva de Taiamã. Planta aquática herbácea.",NA,NA,NA,NA,"Ramos férteis.","CESJ020766",NA,"Mato Grosso","L. Krieger",NA,NA,NA,NA,"1985",NA,NA,NA,NA,"11",NA,"10",NA,NA
"63","2019-11-21 14:54:02-03","UFJF","CESJ","2587","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","L. Krieger; U.C. Câmara","CESJ2587","1972","07","11","América do Sul","Brasil","Flutuante. Vivípara no bordo das folhas.","-64.7114028930664","-3.35417008399963",NA,NA,"Pecíolo das frondes esponjoso, radicante na base. Folhas estéreis lobadas, as férteis com lobos estreitos laciniados.","CESJ002587",NA,"Amazonas","L. Krieger","Tefé",NA,NA,NA,"1978","340205","auto",NA,NA,"08",NA,"21",NA,NA
"64","2020-07-09 10:04:59-03","UFS","ASE","23152","PreservedSpecimen","Plantae","Monilophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Gomes, LA; Déda, RM; Santos, LAS; Santos, E; Conceição, GG","352","2012","03","16","Southern America","Brasil","RPPN Mata do Crasto, Área de mangue.","-37.416944","-11.392222",NA,NA,"Erva com ca. de 50cm. Frondes férteis.; Erva com ca. de 50cm. Frondes férteis.; Mata Atlântica.","ASE0028712","ASE0028712","Sergipe","Gomes, LA","Santa Luzia do Itanhy",NA,"-37.416944","-11.392222","2012",NA,NA,NA,NA,"04",NA,NA,NA,NA
"65","2020-07-09 10:04:59-03","UFS","ASE","21657","PreservedSpecimen","Plantae","Monilophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Franco, CRP","ASE21657","2011","11","14","Southern America","Brasil",NA,"-36.5919","-10.3854",NA,NA,"Erva com cerca de 50 cm. Pteridófita.;","ASE0039462",NA,"Sergipe","Souza, JRP","Carmópolis",NA,"-36.5919","-10.3854","2013",NA,NA,NA,NA,"03",NA,"21",NA,NA
"66","2020-07-03 20:52:07-03","UFCG","CSTR","3341","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides",NA,"Lucena, M.F.; Queiroga, I.S.; Angelis, P. d' & Lacerda, R.","2047",NA,NA,NA,NA,"Brasil","Sítio Maniçoba II","-37.822278","-6.668639","213",NA,"Erva ereta ca. cm alt; folhas membranáceas; No leito do riacho dos Carneiros",NA,NA,"Paraíba","Torres, C.; Queiroga, I.S.","Pombal","213","-37.822278","-6.668639","2012",NA,NA,NA,NA,"03",NA,"29",NA,NA
"67","2021-03-01 16:43:57-03","UNICAMP","UEC","17866","S","Plantae","Pteridophyta",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Ratter, JA; Santos, RR; Souza, R; Castro & Andrelinho, RA","R1918","1968","06","22",NA,"Brazil","8 km E of the Base Camp of the Expedition, São Felix Road.","-51.866667","-12.9",NA,NA,"Fronds to 25cm tall.; Growing in a drying - up stream in deciduous valley forest on rich soil.","UEC076784","UEC076784","Mato Grosso",NA,"Nova Xavantina",NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-19 14:09:03-03","UFRPE","PEUFR","51488","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","V.V.Santos","14","2010","07","25",NA,"Brasil",NA,"-39.418611","-14.2925",NA,NA,"Samambaia aquática, ermegente ou flutuante fixa; ocorrente em ambientes lóticos(de água corrente) e se prolifera em áreas perturbadas; pode ser encontrada em ilhas flutuantes.","PEUFR051488",NA,"Bahia","V.V.Santos; D.O.Freire","Ubaitaba",NA,"39º25'7W","14º17'33S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-19 14:09:03-03","UFRPE","PEUFR","54166","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","K.M. Costa","19","2018","07","08",NA,"Brasil","Estação Ecológica do Tapacurá","-35.162778","-8.037222",NA,NA,NA,"PEUFR054166",NA,"Pernambuco","B.M. Sousa","São Lourenço da Mata",NA,"35º09'46W","8º02'14S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-23 14:49:40-03","UFPB","JPB","27093","PreservedSpecimen","Plantae","Ferns","Fern","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Fernandes, I; Oliveira, AP","1527","2000","10","19","Southern America","Brasil","APA, estrada Jaraguá-Porto Novo, 1km de Porto Novo","-35.333333","-6.793056","30",NA,"; HABITAT: banhado com Typha e Cyperaceae; DESC: aquática radicante","JPB0027093","JPB0027093","Paraíba","Schindler, B","Mamanguape","30","-35.333333","-6.793056","2017",NA,NA,NA,NA,"09",NA,"27",NA,NA
"71","2020-04-22 16:27:22-03","UFPB","JPB","50728","PreservedSpecimen","Plantae","Ferns","Fern","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Gomes, LA; Déda, RM; Santos, LAS; Santos, E; Conceição, GG","352","2012","03","16","Southern America","Brasil","RPPN Mata do Crasto, Área de mangue.","-37.416944","-11.392222",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Erva com ca. de 50cm. Frondes férteis.","JPB0050728","JPB0050728","Sergipe","Gomes, LA","Santa Luzia do Itanhy",NA,"-37.416944","-11.392222","2012",NA,NA,NA,NA,"04",NA,NA,NA,NA
"72","2020-10-14 10:05:41-03","FURB","FURB","47573","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Aona, L.Y.S.; Sousa, N.X.M. & Fonseca, W.O.","4140","2015","08","17",NA,"Brasil","Rua Hipólito Fonseca, baixa da Palmeira.","-39.2177778","-12.7433333","221",NA,NA,"FURB47573","FURB47573","Bahia","Bloemer, HC","Sapeaçu","221","-39.2177778","-12.7433333","2015",NA,NA,NA,NA,"10",NA,"15",NA,NA
"73","2020-10-14 10:05:41-03","FURB","FURB","52935","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Funez, L.A.","6130","2017","03","05",NA,"Brasil","Propriedade do sr. Feler.","-49.3777778","-26.9330556","97",NA,"Planta enraizada Habitat: Vala de arrozeira Habito: Erva aquática","FURB52935","FURB52935","Santa Catarina","L.A. Funez","Rodeio","97","-49.3777778","-26.9330556","2017",NA,NA,NA,NA,"03",NA,"05",NA,NA
"74","2020-10-14 10:05:41-03","FURB","FURB","42143","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Aona, L.Y.S.; Paixão, T. & Jesus, C.T.","1434","2011","03","29",NA,"Brasil","lago em direção a Salvador.","-38.7118988037109","-12.5466995239258",NA,NA,NA,"FURB04624","FURB04624","Bahia","Gasper, AL de","Santo Amaro",NA,NA,NA,"2013","24929","auto",NA,NA,"09",NA,"17",NA,NA
"75","2020-10-14 10:05:41-03","FURB","FURB","57236","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Miranda, F.R.C.","134","2008","04","04",NA,"Brasil","Ilha de Cotijuba, ao longo do sítio do Paraíba.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"FURB57236","FURB57236","Pará","Miranda, F.R.C. & Pietrobom, M.R.","Belém",NA,NA,NA,"2008","48462","auto",NA,NA,"04",NA,NA,NA,NA
"76","2021-03-16 17:56:54-03","UCS","HUCS","46143","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Aona, L.Y.S.","4140","2015","08","17",NA,"Brasil","Rua Hipólito Fonseca, baixa da Palmeira.","-39.217778","-12.743333","22",NA,NA,"HUCS003983","HUCS003983","Bahia","Bloemer, H.C.","Sapeaçu","22","-39.217778","-12.743333","2015",NA,NA,NA,NA,"10",NA,"15",NA,NA
"77","2021-03-16 17:56:54-03","UCS","HUCS","46490","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Miranda, F.R.C.","134","2008","04","04",NA,"Brasil","Ilha de Cotijuba, ao longo do sítio do Paraíba","-48.5043983459473","-1.4558299779892",NA,NA,"Igapó, aquática fixa","HUCS003989","HUCS003989","Pará","Pietrobom, M.R.S.; Miranda, F.R.C.","Belém",NA,NA,NA,"2008","48462","auto",NA,NA,"04",NA,NA,NA,NA
"78","2019-06-27 10:26:31-03","UFES","VIES","22865","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pereira, O.J.; Assis, A.M.","7396","2000",NA,NA,NA,"Brasil","Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"VIES022865","VIES022865","Espírito Santo","Pereira, O.J.","Conceição da Barra",NA,NA,NA,"2003","41644","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-04-27 16:11:21-03","UFES","VIES","42481","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Mello, B.N.; Sossai, B.G.; Nepomuceno, A.; Miranda, V.S.; Mendes, B.S.","111","2019","02","06",NA,"Brasil","Trilha da Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,"VIES042481","VIES042481","Espírito Santo","N.T.L. Pena","Conceição da Barra",NA,NA,NA,"2019","41644","auto",NA,NA,"07",NA,"23",NA,NA
"80","2020-12-22 16:06:12-03","UFES","VIES","47651","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Sossai, B.G.; Nepomuceno, A.; Nichio-Amaral, R.","277","2018","11","19",NA,"Brasil","Monsarás Ponto 25A margem oeste TR.","-39.801389","-19.558611",NA,NA,NA,"VIES047651",NA,"Espírito Santo",NA,"Linhares",NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-22 16:06:12-03","UFES","VIES","47801","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","321","2018","12","10",NA,"Brasil","Monsarás - Poto 25A MO.","-39.801389","-19.558611",NA,NA,NA,"VIES047801",NA,"Espírito Santo",NA,"Linhares",NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-22 16:06:12-03","UFES","VIES","47872","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","362","2018","10","25",NA,"Brasil","Monsarás - Ponto 25 MN.","-39.801389","-19.558611",NA,NA,NA,"VIES047872",NA,"Espírito Santo",NA,"Linhares",NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-22 16:06:12-03","UFES","VIES","47937","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","484","2018","12","12",NA,"Brasil","Rio Guandu - Ponto 17 MS.","-41.017778","-19.624444",NA,NA,NA,"VIES047937",NA,"Espírito Santo",NA,"Baixo Guandu",NA,"41º1'4''W","19º37'28''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-22 16:06:12-03","UFES","VIES","47973","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","539","2019","02","11",NA,"Brasil","Monsarás - Ponto 25.","-39.801389","-19.558611",NA,NA,NA,"VIES047973",NA,"Espírito Santo",NA,"Linhares",NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-04-27 16:11:21-03","UFES","VIES","18033","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pereira, O.J.","7628","2006","03","15",NA,"Brasil","Área do Aeroporto.","-40.3377990722656","-20.3194007873535",NA,NA,NA,"VIES018033","VIES018033","Espírito Santo","Pereira, O.J.","Vitória",NA,NA,NA,"2006","15291","auto",NA,NA,"03",NA,"15",NA,NA
"86","2019-08-16 08:40:46-03","UTFPR","HCF","28818","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","T. Almeida",NA,"2018","08","17",NA,"Brasil","Lagoa do Fumo","-35.281944","-6.076917",NA,NA,"erva hidrófila, ca. 0,40 m. Folhas verdes claras. Parcialmente emersa.",NA,NA,"RN","M.G. Caxambu","São José do Mipibu",NA,"35°16'55 W","06°04'36,9 S","2019",NA,NA,NA,NA,"06",NA,"10",NA,NA
"87","2020-12-14 16:14:52-03","UFC","EAC","32319","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Barrocos","s.n.","2003","02","18","Southern America","Brasil","Parque Adahil Barreto","-38.543098449707","-3.71722006797791",NA,NA,NA,"EAC0032319","EAC0032319","Ceará","Fernandes, A.","Fortaleza",NA,NA,NA,"2003","19924","auto",NA,NA,"02",NA,"24",NA,NA
"88","2020-12-21 16:42:18-03","MBM","MBM","421999","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pietrobom, M.R.; Ferreira, I.; Ferreira, I.","8554","2010","05","11","Southern America","Brazil","Comunidade Jurunduba, Atrás do terreno da COSANPA","-54.0691986083984","-2.00778007507324",NA,NA,"Anfíbia.; Floresta de igapó, área aberta, na área da ''estiva''.","MBM421999",NA,"Pará","Pietrobom, M.R.","Monte Alegre",NA,NA,NA,"2011","279177","auto",NA,NA,"05",NA,"11",NA,NA
"89","2020-12-21 16:39:08-03","MBM","MBM","92014","PreservedSpecimen","Plantae",NA,NA,"Parkeriaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","E. Bravo V.","18903","1979","08","22","Southern America","Ecuador","Prov. Manabí",NA,NA,NA,NA,NA,"MBM092014","MBM092014",NA,"Prado, J.",NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:42:18-03","MBM","MBM","421814","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pietrobom, M.R.","6047","2005","06","19","Southern America","Brazil","Reserva Biológica do Lago Piratuba, Fazenda Natal","-50.033028","-1.291167",NA,NA,"Aquática fixa.; Campo periodicamente inundável.","MBM421814",NA,"Amapá","Pietrobom, M.R.","Amapá",NA,"-50.033028","-1.291167","2005",NA,NA,NA,NA,"07",NA,"22",NA,NA
"91","2020-12-21 16:39:08-03","MBM","MBM","197806","PreservedSpecimen","Plantae",NA,NA,"Parkeriaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pietrobom da Silva, M.R.","1730","1995","04","04","Southern America","Brazil","Sítio São José, ca. 6km da cidade",NA,NA,"300",NA,"Capões de mata seca semi decídua e mata ciliar. Brejo terrestre com solo constantemente alagado, próximo do riacho","MBM197806","MBM197806","São Paulo","Prado, J.","Aparecida do Oeste","400",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:42:18-03","MBM","MBM","421826","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pietrobom, M.R.; Souza, M.G.C.; Souza, M.G.C.","6864","2006","11","17","Southern America","Brazil","Varador do meio, Margem do Varador","-50.181472","-1.68875",NA,NA,"Aquática.","MBM421826",NA,"Amapá","Pietrobom, M.R.","Amapá",NA,"-50.181472","-1.68875","2007",NA,NA,NA,NA,"01",NA,"31",NA,NA
"93","2020-12-21 16:42:18-03","MBM","MBM","421791","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Fonseca, M.S.S.; Pietrobom, M.R.; Pietrobom, M.R.","100","2008","06","10","Southern America","Brazil","Serra das Andorinhas, Serra dos Martírios. Vila Santa Cruz","-48.300019","-6.256667",NA,NA,"Anfíbia.; Floresta ciliar, em área periodicamente alagada margem da mata.","MBM421791",NA,"Pará","Pietrobom, M.R.","São Geraldo do Araguaia",NA,"-48.300019","-6.256667","2008",NA,NA,NA,NA,"06",NA,"10",NA,NA
"94","2020-12-21 16:42:18-03","MBM","MBM","405966","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Engels, M.E.; Bezerra, A.S.; Pacheco, B.F.; Bezerra, A.S.; Pacheco, B.F.","4134","2016","01","08","Southern America","Brazil","Resgate de Flora da UHE Colíder, Estrada de acesso à UHE Colíder","-55.790833","-10.891389","389",NA,"Terrícola em local úmido do cerrado.; Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado.","MBM405966","MBM405966","Mato Grosso","Engels, M.E.","Nova Canaã do Norte","389","-55.790833","-10.891389","2016",NA,NA,NA,NA,"02",NA,"03",NA,NA
