"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","coordinatePrecision","geoFlag","typeStatus","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"11","2020-09-23 10:37:25-03","E","E","311977","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Buchtien, Otto",NA,NA,NA,NA,"CL","Región X [Los Lagos]","Provincia de Valdivia","Valdivia",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311977",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:37:25-03","E","E","311971","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Gillies, John","182",NA,NA,NA,"AR","Provincia de Mendoza",NA,"Mendoza",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311971",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:37:25-03","E","E","311974","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Gillies, John","183",NA,NA,NA,"AR","Provincia de Mendoza",NA,"Mendoza, Los May?",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311974 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311974",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:37:25-03","E","E","311970","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Gillies, John","182",NA,NA,NA,"UY","Departamento de Maldonado",NA,"Maldonado",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311970",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:37:25-03","E","E","273238","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Werdermann, Erich","179",NA,NA,NA,"CL","Región IV [Coquimbo]",NA,"Rivadavia",NA,NA,NA,NA,"800","800","<a href=http://data.rbge.org.uk/herb/E00273238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00273238",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:278627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:37:25-03","E","E","311967","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Bridges, Thomas Charles","580","1905","01","07","CL","Región X [Los Lagos]","Provincia de Valdivia","Valdivia",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311967",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:37:25-03","E","E","311978","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CL","Región VI [Libertador Gral. Bdo. O'Higgins]",NA,"Cauquenes",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311978",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:37:25-03","E","E","311965","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CL","Región X [Los Lagos]","Provincia de Valdivia","Valdivia",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311965",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:37:25-03","E","E","312028","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"King, Thomas",NA,NA,NA,NA,"CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00312028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00312028",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:37:25-03","E","E","311975","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Cuming, Hugh","57",NA,NA,NA,"CL","Región X [Los Lagos]","Provincia de Chiloé","Chiloé",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311975",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:37:25-03","E","E","311973","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Tweedie, John",NA,NA,NA,NA,"AR","Provincia de Buenos Aires",NA,"N. Patagonia, Highest land called Los Loamos of Bahia Blanca.",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311973 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311973",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:37:25-03","E","E","230209","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Cuming, Hugh","883",NA,NA,NA,"CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00230209 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00230209",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:37:25-03","E","E","311976","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Bridges, Thomas Charles","580","1905","01","07","CL","Región X [Los Lagos]","Provincia de Valdivia","Valdivia",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311976 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311976",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:37:25-03","E","E","312027","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Cuming, Hugh","883",NA,NA,NA,"CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00312027 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00312027",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:346809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:37:25-03","E","E","78171","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Rae & Baxter","14","1996","05","31","CL","Región Metropolitana de Santiago","Prov. de Cordillera","Reserva Nacional Río Clarillo","-70.468889","-33.725278","-70.468889","-33.725278","960","960","<a href=http://data.rbge.org.uk/herb/E00078171 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00078171",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:84922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:37:25-03","E","E","212911","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Gardner, Martin F. & Knees, Sabina G.","5477","1993","02","10","CL","Región VII [Maule]","Provincia de Curicó","10 km north of Los Quenes; upper valley of the Rio Teno.","-70.766667","-34.983333","-70.766667","-34.983333","750","750","<a href=http://data.rbge.org.uk/herb/E00212911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00212911",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:229052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:37:25-03","E","E","392005","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"King, Thomas",NA,NA,NA,NA,"CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A Chilean plant not uncommon<a href=http://data.rbge.org.uk/herb/E00392005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00392005",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:426380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:37:25-03","E","E","96603","PreservedSpecimen","Plantae","Compositae","Baccharis","sagittalis","Baccharis sagittalis",NA,NA,NA,NA,NA,"Universidad de Chile, RBG Edinburgh Expedition to Southern Chile (UCEXC)","360","1998","02","23","CL","Región X [Los Lagos]","Prov. de Palena","Ayacara. Road to Punta Mita, close to the Environmental Centre of the Ayacara Foundation","-72.783333","-42.3","-72.783333","-42.300000","8","8","<a href=http://data.rbge.org.uk/herb/E00096603 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00096603",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:97043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00847059","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"H. S. Irwin","28841","1971","01","22","Brazil","Minas Gerais",NA,"Serra do Espinhaço, lower cut over slopes of Serra da Caraça, sandy slopes near riacho, ca. 10 km W. of Barão de Cocais.","-43.4927778","-20.1263",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847059","NY00847059_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","788297","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"R. M. Harley","27310","1988","12","20","Brazil","Bahia",NA,"Agua Quente. Pico das Almas. Vertente norte. Vale ao noroeste do Pico.","-41.98","-13.5",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=341199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788297","NY00788297_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","782042","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"B. Rambo","47007","1950","05","01","Brazil","Rio Grande do Sul","Osório","Prope Osorio.","-50.2694","-29.8869",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782042","NY00782042_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00855420","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"H. S. Irwin","23235","1969","02","13","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 35 km N.E. of Francisco Sá, on road to Salinas","-43.21845","-16.40385",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855420","NY00855420_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","787468","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"R. A. Wasum","s.n.","1994","06","03","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional I.","-50.395632","-29.433343",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787468","NY00787468_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00998331","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"S. Tsugaru","B-2330","1987","12","08","Brazil","São Paulo","Registro","200km SW from São Paulo, along the Rt. BR-116.","-47.84","-24.48",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998331","NY00998331_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00847058","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"H. S. Irwin","28027","1970","03","21","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, Ca. 17 km E. of Diamantina","-43.5455","-18.18195",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847058","NY00847058_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","788238","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"E. Pereira","8374","1964","01","15","Brazil","Santa Catarina",NA,"Areao.",NA,NA,NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788238","NY00788238_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","788240","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","Á. L. Cabrera",NA,NA,NA,"R. H. Fortunato","5615","1997","01","27","Argentina","San Juan","Calingasta","50km al W del Pto. de Gendarmería Alvarez Condarco en direcc. a El Pachón.","-69.93","-31.88",NA,NA,"2200","2200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788240",NA,"South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00847060","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"H. S. Irwin","30556","1971","01","17","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 55 km E. of Belo Horizonte, road (BR-31) to Antônio dos Santos","-43.57005","-19.8064",NA,NA,"1550","1550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847060","NY00847060_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00847062","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"W. R. Anderson","36146","1972","02","17","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.567497","-19.391589",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847062","NY00847062_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","787915","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"R. A. Wasum","s.n.","1995","05","20","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional I.","-50.395632","-29.433343",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787915","NY00787915_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00847113","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"H. S. Irwin","2440","1959","01","12","Brazil","Minas Gerais",NA,"Serra do Cipó, 22km. E. of S. José do Almeido, on road to Morro do Pilar.",NA,NA,NA,NA,"1219","1219","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847113","NY00847113_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00847061","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"H. S. Irwin","29264","1971","01","27","Brazil","Minas Gerais",NA,"Serra do Espinhaço, lower slopes of Serra da Caraça, ca. 12 km W. of Barão de Cocais","-43.4927778","-20.1263",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847061","NY00847061_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","787909","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"R. Reitz","8789","1959","04","24","Brazil","Santa Catarina","Lauro Muller","Vargem Grande.","-49.3967","-28.3931",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787909","NY00787909_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","787743","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.","G. Heiden",NA,NA,NA,"E. Henz","35755","1946","11","10","Brazil","Rio Grande do Sul","Sao Leopoldo",NA,"-51.1469","-29.7606",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787743","NY00787743_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-19 15:43:15-03","UNEB","HUNEB","11912","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagitalis","Baccharis sagitalis","(Less.) DC.",NA,NA,NA,NA,"Almeida, G.S.S.","490","2006","07","26","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha da Estrada de Cima.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"HUNEB0011912",NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae","44599","auto",NA,NA,NA,NA,NA
"46","2019-11-19 15:43:15-03","UNEB","HUNEB","11913","PreservedSpecimen","Plantae","Asteraceae","Baccharis","sagittalis","Baccharis sagittalis","(Less.) DC.",NA,NA,NA,NA,"Almeida, G.S.S.","489","2006","07","26","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha da Capela.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"HUNEB0011913",NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae","44599","auto",NA,NA,NA,NA,NA
