"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount"
"51","2020-11-04 11:17:56-03","ESALQ","ESA","66037","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Nave, A.G. et al.","91.0","1999","09","07",NA,"Brasil",NA,NA,NA,"ESA066037","Magnoliophyta",NA,NA,NA,"Pará","São Domingos do Capim",NA,"-47.7710990905762","-1.67417001724243",NA,NA,"ESA066037",NA,NA,NA,NA,NA,"64438","auto",NA,NA,NA,NA,NA
"52","2020-11-04 11:17:56-03","ESALQ","ESA","109864","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30243.0",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA109864","Magnoliophyta",NA,NA,NA,"São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109864",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"53","2020-11-04 11:17:56-03","ESALQ","ESA","109619","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29241.0",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA109619","Magnoliophyta",NA,NA,NA,"São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109619",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"54","2020-11-04 11:17:56-03","ESALQ","ESA","40749","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Silva, J.M. et al.","1753.0","1996","10","30",NA,"Brasil",NA,NA,NA,"ESA040749","Magnoliophyta",NA,NA,NA,"Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,"ESA040749",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"55","2020-11-04 11:17:56-03","ESALQ","ESA","29459","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Ivanauskas, N.M. et al.","1014.0","1996","10","01",NA,"Brasil",NA,NA,NA,"ESA029459","Magnoliophyta",NA,NA,NA,"São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029459",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"56","2019-02-15 11:49:05-02","IPA","IPA","18215","S","Plantae","Quiinaceae","Quiina","glazovii","Quiina glazovii","Santos, T.S.","1053","1970","09","01","Southern America","Brasil",NA,NA,"Árvore de 10m de altura, 20cm de diâmetro. Flor em botão amarelo.","IPA0018215","Plantae",NA,"Engl.","Pires, J.M.","Bahia","Ubaitaba","Ibirapitanga. Mata.","-39.323299407959","-14.3125",NA,NA,NA,"1978","11",NA,NA,NA,"27575","auto",NA,NA,NA,NA,NA
"57","2019-08-27 13:33:42-03","IAP","PACA-AGP","58206","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","R. Klein","124","1949","12","15",NA,"Brasil",NA,NA,"Arvoreta, altura 10m&nf;HBR 7435 Habitat: Mata Fenofase: fruto","PACA058206","Magnoliophyta","Theales","Engl.","L.B. Smith","SC","Brusque","Mata da limeira","-48.9174995422363","-27.0981006622314","40","40",NA,"1954",NA,NA,NA,NA,"19684","auto",NA,"Magnoliatae",NA,NA,NA
"58","2019-08-27 13:33:42-03","IAP","PACA-AGP","65364","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Reitz & Klein","9238","1959","10","22",NA,"Brasil",NA,NA,"Altura 10 m. Habitat: Mata Fenofase: flor amarela Hábito: árvore","PACA065364","Magnoliophyta","Theales","Engl.","L.B. Smith","SC","Blumenau","Bom Retiro, Mata da Cia Hering","-49.0661010742188","-26.9193992614746","300","300",NA,"1960",NA,NA,NA,NA,"34291","auto",NA,"Magnoliatae",NA,NA,NA
"59","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0030035","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","G. Hatschbach; M. Hatschbach & J. M. Silva","54899","1991","1","23",NA,"Brazil",NA,NA,"Árvore 6 m, fruto amarelos.",NA,"Magnoliophyta","Malpighiales","Engl.","G. Hatschbach","Parana",NA,"Caminho do Paruquara (mun. Guaraqueçaba).","-48.3258","-25.2983","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:38:42-03","UNICAMP","UEC","160418","S","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","474","2011","01","25",NA,"Brazil",NA,NA,"Material vegetativo. Cerca de 11 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.","UEC009944","Magnoliopsida",NA,"Engl.","Marchiori, NM","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333","999","999","UEC009944","2011","05",NA,"-45.945278","-23.330333",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:38:42-03","UNICAMP","UEC","200144","S","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Padgurschi, MCG; Belinello, R","M589","2009",NA,NA,NA,"Brazil",NA,NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 8.5 metros de altura. Frequência da espécie na parcela: n=6","UEC177652","Magnoliopsida",NA,"Engl.",NA,"São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045","UEC177652",NA,NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:38:42-03","UNICAMP","UEC","91344","S","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Ivanauskas, NM","572","1995","11","22",NA,"Brazil",NA,NA,"Árvore de 5m. Folhas jovens vermelhas. Flores em botão.; Floresta atlântica.","UEC178047","Magnoliopsida",NA,"Engl.","Ivanauskas, NM","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833",NA,NA,"UEC178047","1995","11","22","-47.876944","-24.675833",NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:23:42-03","UNICAMP","UEC","87303","S","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Kirizawa, M; Lopes, EA","3303","1996","10","15",NA,"Brazil",NA,NA,NA,"UEC021391","Magnoliopsida",NA,"Engl.","Kirizawa, M","São Paulo","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,"UEC021391","1996","10","21",NA,NA,"27258","auto",NA,NA,NA,NA,NA
"64","2019-11-08 08:55:47-03","FURB","FURB","18902","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","939","2009","12","10",NA,"Brasil",NA,NA,NA,"FURB02633",NA,NA,"Engl.","Cadorin, TJ","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","576","576","FURB02633","2009","12","10","-49.0477777","-26.1925000",NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:05:51-03","FURB","FURB","40285","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Uller, H.F.; Maçaneiro, J.P.; Augusto da Silva, D. & Seubert, R.C.","272","2013","01","24",NA,"Brasil",NA,NA,NA,"FURB23201",NA,NA,"Engl.","Uller, HF","Santa Catarina","Brusque","RPPN Chácara Edith.","-48.8966666","-27.1008333","110","110","FURB23201","2013","01","24","-48.8966666","-27.1008333",NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:05:51-03","FURB","FURB","44474","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Maçaneiro, J.P.; Seubert, R.C.","78","2013","12","22",NA,"Brasil",NA,NA,NA,"FURB23200",NA,NA,"Engl.","Maçaneiro, JP","Santa Catarina","Botuverá","Sítio Paloschi - Rua Guabiroba, próxima à cachoeira.","-49.0936111","-27.2094444","144","144","FURB23200","2013","12",NA,"-49.0936111","-27.2094444",NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:05:51-03","FURB","FURB","46841","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Oliveira, A.A. de","2022","2015","03","26",NA,"Brasil",NA,NA,"Regeneração IFFSC 992 /S/57 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB40354",NA,NA,"Engl.","Oliveira, AA de","Santa Catarina","Corupá","Rio Mandioca.","-49.3202778","-26.3705556","368","368","FURB40354","2015","03","26","-49.3202778","-26.3705556",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-08 08:55:47-03","FURB","FURB","48731","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Oliveira, A.A. de","2635","2015","10","23",NA,"Brasil",NA,NA,NA,"FURB48731",NA,NA,"Engl.","Oliveira, AA de","Santa Catarina","Schroeder","Rancho Bom.","-49.0486111","-26.3697223","105","105","FURB48731","2015","10","23","-49.0486111","-26.3697223",NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:05:51-03","FURB","FURB","51605","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Funez, L.A.; Zermiani, A.E.","5639","2016","11","11",NA,"Brasil",NA,NA,"Flores amareladas Habitat: Floresta Habito: Árvore","FURB51605",NA,NA,"Engl.","Funez, L.A.","Santa Catarina","Timbó","Parque Henry Paul.","-49.2977777","-26.8261111","59","59","FURB51605","2016","11","11","-49.2977777","-26.8261111",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:42:28-03","MBM","MBM","18071","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","26865","1971","07","20","Southern America","Brazil",NA,NA,NA,"MBM018071",NA,NA,"Engl.","Hatschbach, G.","Paraná","Antonina","Faisqueira","-48.7118988037109","-25.4286003112793",NA,NA,"MBM018071",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"71","2020-12-21 16:42:28-03","MBM","MBM","3846","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","17457","1967","10","18","Southern America","Brazil",NA,NA,NA,"MBM003846",NA,NA,"Engl.","Hatschbach, G.","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"MBM003846",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:42:28-03","MBM","MBM","20547","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","28601","1971","12","29","Southern America","Brazil",NA,NA,NA,"MBM020547",NA,NA,"Engl.","Hatschbach, G.","Paraná","Guaratuba","Colônia Limeira","-48.5746994018555","-25.8827991485596",NA,NA,"MBM020547",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"73","2020-12-21 16:42:28-03","MBM","MBM","23331","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","9688","1962","12","13","Southern America","Brazil",NA,NA,NA,"MBM023331",NA,NA,"Engl.","Hatschbach, G.","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,"MBM023331",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"74","2020-12-21 16:42:28-03","MBM","MBM","245703","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","9688",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM245703",NA,NA,"Engl.","Hatschbach, G.","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"75","2020-12-21 16:42:28-03","MBM","MBM","204145","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Silva, J.M.; Saldanha, J.; Saldanha, J.","1775",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM204145",NA,NA,"Engl.","Hatschbach, G.","Paraná","Guaratuba","Rio Arraial, Fazenda Bamerindus","-48.5746994018555","-25.8827991485596",NA,NA,"MBM204145",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"76","2020-12-21 16:42:28-03","MBM","MBM","7376","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","18171","1967","12","21","Southern America","Brazil",NA,NA,NA,"MBM007376",NA,NA,"Engl.","Hatschbach, G.","Paraná","Guaratuba","Serra de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,"MBM007376",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"77","2020-12-21 16:42:28-03","MBM","MBM","1313","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","15293","1966","11","29","Southern America","Brazil",NA,NA,NA,"MBM001313",NA,NA,"Engl.","Hatschbach, G.","Paraná","Morretes","Rio Ipiranga","-48.834400177002","-25.476900100708",NA,NA,"MBM001313",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:42:28-03","MBM","MBM","10106","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","21266","1969","03","14","Southern America","Brazil",NA,NA,NA,"MBM010106",NA,NA,"Engl.","Hatschbach, G.","Paraná","Paranaguá","Pico Torto","-48.5092010498047","-25.5200004577637",NA,NA,"MBM010106",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"79","2020-12-21 16:42:28-03","MBM","MBM","327020","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Silva, J.M.; Barboza, E.; Barboza, E.","5504","2007","02","12","Southern America","Brazil",NA,NA,"Árvore, 6m, fruto amarelo. Floresta atlântica.","MBM327020",NA,NA,"Engl.","Hatschbach, G.","Paraná","São José dos Pinhais","Castelhanos.","-49.2064018249512","-25.5347003936768",NA,NA,"MBM327020","2007",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"80","2020-12-21 16:42:28-03","MBM","MBM","204144","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Silva, J.M.; et al.; et al.","1753",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM204144",NA,NA,"Engl.","Hatschbach, G.","Paraná","São José dos Pinhais","Rio Arraial, Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,"MBM204144",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"81","2020-12-21 16:42:28-03","MBM","MBM","102055","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Klein, R.M.; Souza Sob.; Souza Sob.","7665","1967","11","22","Southern America","Brazil",NA,NA,NA,"MBM102055",NA,NA,"Engl.","Reitz, R.","Santa Catarina","Florianópolis","Morro Costa Azul","-48.5491981506348","-27.596700668335",NA,NA,"MBM102055",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"82","2020-12-21 16:42:28-03","MBM","MBM","102056","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Klein, R.M.","8206","1969","02","14","Southern America","Brazil",NA,NA,NA,"MBM102056",NA,NA,"Engl.","Reitz, R.","Santa Catarina","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,"MBM102056",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"83","2020-12-21 16:42:28-03","MBM","MBM","65585","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Handro, O.","s.n.","1938","10","24","Southern America","Brazil",NA,NA,NA,"MBM065585",NA,NA,"Engl.","Handro, O.","São Paulo",NA,"Alto da Serra",NA,NA,NA,NA,"MBM065585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:42:28-03","MBM","MBM","32748","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","34308","1974","03","07","Southern America","Brazil",NA,NA,NA,"MBM032748",NA,NA,"Engl.","Hatschbach, G.","Paraná","Antonina","Areia Branca","-48.7118988037109","-25.4286003112793",NA,NA,"MBM032748",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"85","2020-12-21 16:42:28-03","MBM","MBM","60640","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","41783","1978","12","14","Southern America","Brazil",NA,NA,NA,"MBM060640",NA,NA,"Engl.","Hatschbach, G.","Paraná","Antonina","Rio Pequeno","-48.7118988037109","-25.4286003112793",NA,NA,"MBM060640",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"86","2020-12-21 16:42:28-03","MBM","MBM","141270","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","54899","1991","01","23","Southern America","Brazil",NA,NA,NA,"MBM141270",NA,NA,"Engl.","Hatschbach, G.","Paraná","Guaraqueçaba","Caminho do Paruquara","-48.3288993835449","-25.3066997528076",NA,NA,"MBM141270",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"87","2020-12-21 16:42:28-03","MBM","MBM","23330","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Reitz, R.; Klein, R.M.; Klein, R.M.","9238","1959","10","22","Southern America","Brazil",NA,NA,NA,"MBM023330",NA,NA,"Engl.","Smith, L.B.","Santa Catarina","Blumenau","Bom Retiro","-49.0661010742188","-26.9193992614746",NA,NA,"MBM023330",NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA
"88","2020-12-21 16:42:28-03","MBM","MBM","408381","PreservedSpecimen","Plantae","Quinaceae","Quina","glaziovii","Quina glaziovii","Völtz, R.R.","1038","2016","11","09","Southern America","Brazil",NA,NA,"Árvore 10 m alt. crescendo no interior da Floresta Ombrófila Densa Submontana em estágio médio; flores com pétalas amarelas; Floresta Ombrófila Densa Submontana.","MBM408381",NA,NA,"Engl.","Völtz, R.R.","Paraná","Guaratuba","Pedra Branca do Araraquara, na trilha para o pico","-48.9","-25.925278","250","250","MBM408381","2016","11","09","-48.9","-25.925278",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:42:28-03","MBM","MBM","396984","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glazovii","Quiina glazovii","Maçaneiro, J.P.; Seubert, R.C.; Seubert, R.C.","78","2013","12","22","Southern America","Brazil",NA,NA,"Árvore, 7m.; Floresta Ombrófila Densa Submontana. Floresta de encosta íngrime.","MBM396984",NA,NA,"Engl.","Maçaneiro, J.P.","Santa Catarina","Botuverá","Sítio Paloschi, Rua Guabiroba, próximo a cachoeira","-49.093661","-27.209556","144","144","MBM396984","2013","12",NA,"-49.093661","-27.209556",NA,NA,NA,NA,NA,NA,NA
"90","2020-02-12 15:59:55-03","PUC-RIO","FCAB","8145","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","J.M. Freire; R.R. Oliveira; B.L. Rosendo","195","2008","09","20",NA,"Brasil",NA,NA,"Árvore com 8 m de altura e 45 cm de CAP.","FCAB008145",NA,"Angiospermae","Engl.","R.D. Ribeiro","Rio de Janeiro","Camorim","Maciço da Pedra Branca 3.7","-75.031917","-66.409722","160","160",NA,NA,NA,NA,"-75.031917","-66.409722",NA,NA,NA,NA,NA,NA,NA
"91","2015-09-04 06:02:56-03","MNHN","RECOLNAT_MNHN_P","P00071953","PreservedSpecimen",NA,"Ochnaceae","Quiina","glaziovii","Quiina glaziovii","Glaziou, A.",NA,"1872","10","3",NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00071953' target='other'> <mi>dwc_moreinfo</mi></a>","P00071953",NA,NA,"Engl.","Schneider",NA,NA,"Rio de Janeiro : Corcovado",NA,NA,NA,NA,"P00071953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6197",NA
"92","2015-11-30 11:42:37-02","MNHN","RECOLNAT_MNHN_P","P00071954","PreservedSpecimen",NA,"Ochnaceae","Quiina","glaziovii","Quiina glaziovii","Schwacke, C.A.W.",NA,"1896","10","25",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00071954' target='other'> <mi>dwc_moreinfo</mi></a>","P00071954",NA,NA,"Engl.","Schneider",NA,NA,"Min. Geraes ad Gamba prope Ouro Preto",NA,NA,NA,NA,"P00071954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12631",NA
"93","2015-11-23 10:38:26-02","MNHN","RECOLNAT_MNHN_P","P00071957","PreservedSpecimen",NA,"Ochnaceae","Quiina","glaziovii","Quiina glaziovii","Ducke, A.",NA,"1928","10","3",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00071957' target='other'> <mi>dwc_moreinfo</mi></a>","P00071957",NA,NA,"Engl.","Schneider",NA,NA,"Rio de Janeiro ad urben in silvis loco Paineiras.",NA,NA,NA,NA,"P00071957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18130",NA
"94","2015-11-23 10:38:26-02","MNHN","RECOLNAT_MNHN_P","P00071958","PreservedSpecimen",NA,"Ochnaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.",NA,"1966","11","29",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00071958' target='other'> <mi>dwc_moreinfo</mi></a>","P00071958",NA,NA,"Engl.","Schneider",NA,NA,"Parana: Mun. Morretes: Rio Ipiranga.",NA,NA,NA,NA,"P00071958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15293",NA
"95","2015-11-23 10:38:26-02","MNHN","RECOLNAT_MNHN_P","P00071959","PreservedSpecimen",NA,"Ochnaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.",NA,"1967","10","18",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00071959' target='other'> <mi>dwc_moreinfo</mi></a>","P00071959",NA,NA,"Engl.","Schneider",NA,NA,"Parana: Mun. Guaraqueçaba, Rio de Cêdro.",NA,NA,NA,NA,"P00071959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17457",NA
"96","2017-06-20 13:40:40-03","MNHN","RECOLNAT_MNHN_P","P00071960","PreservedSpecimen",NA,"Ochnaceae","Quiina","glaziovii","Quiina glaziovii","Glaziou, A.",NA,"1884","9","7",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00071960' target='other'> <mi>dwc_moreinfo</mi></a>","P00071960",NA,NA,"Engl.","Schneider",NA,NA,"Rio de Janeiro: Corcovado.",NA,NA,NA,NA,"P00071960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14871 a",NA
"97","2016-03-09 18:11:25-03","MNHN","RECOLNAT_MNHN_P","P02441359","PreservedSpecimen",NA,"Ochnaceae","Quiina","glaziovii","Quiina glaziovii","Glaziou, A.",NA,"1872","10","3",NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441359' target='other'> <mi>dwc_moreinfo</mi></a>","P02441359",NA,NA,"Engl.",NA,NA,NA,"Rio de Janeiro : Corcovado",NA,NA,NA,NA,"P02441359_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6197",NA
"98","2015-11-25 09:03:40-02","MNHN","RECOLNAT_MNHN_P","P02441360","PreservedSpecimen",NA,"Ochnaceae","Quiina","glaziovii","Quiina glaziovii","Glaziou, A.",NA,"1872","10","3",NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441360' target='other'> <mi>dwc_moreinfo</mi></a>","P02441360",NA,NA,"Engl.",NA,NA,NA,"Rio de Janeiro : Corcovado",NA,NA,NA,NA,"P02441360_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6197",NA
"99","2015-12-10 11:32:45-02","MNHN","RECOLNAT_MNHN_P","P02441361","PreservedSpecimen",NA,"Ochnaceae","Quiina","glaziovii","Quiina glaziovii","Glaziou, A.",NA,"1868","6","17",NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441361' target='other'> <mi>dwc_moreinfo</mi></a>","P02441361",NA,NA,"Engl.",NA,NA,NA,"Rio Janeiro, Jacuecanga",NA,NA,NA,NA,"P02441361_01",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,"2611",NA
"100","2021-02-11 17:21:26-03","UFPR","UPCB","19095","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach, G.","54899","1991","01","23",NA,"Brasil",NA,NA,"Árvore, 6m, fruto amarelo. Mata pluvial da encosta de morro..",NA,NA,NA,"Engl.","Hatschbach, G.","Paraná","Guaraqueçaba","Caminho do Paruquara","-48.3288993835449","-25.3066997528076","50","50",NA,"1991","01","01",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"101","2021-02-11 17:21:26-03","UFPR","UPCB","58422","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Silva, J.M.","5504","2007","02","12",NA,"Brasil",NA,NA,"Árvore, 6m, fruto amarelo. Floresta Atlântica..",NA,NA,NA,"Engl.","Hatschbach, G.","Paraná","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,"2007","01","01",NA,NA,"45291","auto",NA,NA,NA,NA,NA
"102","2021-02-11 17:21:26-03","UFPR","UPCB","30414","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Silva, J.M.","1753","1996","10","30",NA,"Brasil",NA,NA,"Árvore, 10m, botão creme. Floresta atlântica..",NA,NA,NA,"Engl.","Hatschbach, G.","Paraná","São José dos Pinhais","Castelhanos, Rio Arraial","-49.2064018249512","-25.5347003936768",NA,NA,NA,"1996","01","01",NA,NA,"45291","auto",NA,NA,NA,NA,NA
