"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","dayIdentified","coordinatePrecision","geoFlag","imagecode"
"1","2019-10-09 11:14:29-03","UFBA","ALCB","118580","PreservedSpecimen","Plantae","Dicotyledon","Euphorbiaceae","Euphorbia","holochlorina","Euphorbia holochlorina","Rizzini","Hurbath, F","2014","06","Hurbath, F; Silva, OLM da; Macedo, T","635","2014","06","09","Southern America","Brasil","Espírito Santo","Águia Branca","Inselberge após p Centro Rural Estadual Integrado de Educação (CEIER). Proprieadade de Daniel. (Ex prop: Alex Sandro). Subida após uma mata, à noroeste.","-40.644722","-19.024444","-40.644722","-19.024444","223","223","ca. 1-1,7m. Áfilo, ramos verde claro, invólucro e glândulas verdes, apêndices esbranquiçados.; Bioma Mata Atlântica","ALCB053334",NA,NA,NA,NA
"2","2021-03-24 17:09:02-03","UFES","SAMES","1232","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Euphorbia","holochlorina","Euphorbia holochlorina","Rizzini","Alves, M.","2016","02","Pinto Junior, H.V.; Menezes, L.F.T.; Covre, C.","189","2015","09","18",NA,"Brasil","Espírito Santo","Vila Pavão","Pedra Tri-gêmea. NULL.","-40.611400604248","-18.6149997711182",NA,NA,NA,NA,"Erva habitando ilha de vegetação em afloramento granítico; flores passadas; caule verde; sol pleno.","SAMES01232","26","19647","auto",NA
"3","2020-12-11 11:35:24-03","UFMG","BHCB","190363","PreservedSpecimen","Plantae","Dicotyledon","Euphorbiaceae","Euphorbia","holochlorina","Euphorbia holochlorina","Rizzini",NA,"2016","04","Mauad, LP; Paula, LFA de; Azevedo, LO; Porembisk, S","317","2016","03","31","Southern America","Brasil","Minas Gerais","Carlos Chagas","Pedra do Kaladão, Inselberg próximo ao Posto do Kaladão na BR 418.","-40.995","-17.863333","-40.995","-17.863333","380","380","Flores pequenas, de cor amarelo claro. Presença de látex branco. 70cm de alt. Erva Rupícola.; Em ilha de vegetação em afloramento rochoso, com Vellozia plicata.","BHCB190363",NA,NA,NA,NA
"4","2020-07-10 09:45:55-03","MBML","MBML-HERBARIO","26544",NA,"Plantae",NA,"Euphorbiaceae","Euphorbia","holochlorina","Euphorbia holochlorina","Rizzini","H.Q. Boudet Fernandes/31-03-2008",NA,NA,"V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen e Alex","2212","2006","04","25",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta (CEIER), Prop.: Alex Sandro","-40.648056","-19.022778","40W38'53","19S1'22","170","170","Herbácea 2m, flores e frutos verdes, látex branco. Ambiente rochoso.","MBML026544",NA,NA,NA,"MBML026544"
"5","2020-07-10 09:45:55-03","MBML","MBML-HERBARIO","52243",NA,"Plantae",NA,"Euphorbiaceae","Euphorbia","holochlorina","Euphorbia holochlorina","Rizzini",NA,NA,NA,"L. Kollmann","13411","2017","09","05",NA,"Brasil","Espírito Santo","Santa Teresa","Coleção L.Kollmann","-40.587778","-19.940556","40W35'16","19S56'26",NA,NA,"Erva rupicola ao sol, flores verdes amareladas, floração em cultivo.","MBML052243",NA,NA,NA,"MBML052243"
