"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"100","2020-11-04 11:19:11-03","ESALQ","ESA","29331","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","886.0","1996","09","20","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029331",NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"101","2020-11-04 11:19:11-03","ESALQ","ESA","93768","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","selowii","Meliosma selowii",NA,"Azevedo, B.P.","2010",NA,NA,"Barreto, K.D. et al.",NA,"1994","01","25","Brasil","São Paulo","Iporanga","Núcleo Caboclo. Mata Atlântica.","-485.839",NA,"-485,839","-24,434,472",NA,NA,NA,"ESA093768",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-11-04 11:19:11-03","ESALQ","ESA","29078","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii",NA,NA,NA,NA,NA,"Ivanauskas, N.M.","293.0","1995","08","24","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029078",NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"103","2020-11-04 11:19:11-03","ESALQ","ESA","29464","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M. et al.","1019.0","1996","08","23","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029464",NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"104","2020-11-04 11:19:11-03","ESALQ","ESA","29453","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M. et al.","1008.0","1996","08","23","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029453",NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"105","2020-11-04 11:19:11-03","ESALQ","ESA","104549","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sinuata","Meliosma sinuata",NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.","887.0","2002","03","14","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA104549",NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"106","2015-07-02 14:04:07-03","JBP","HPL","7189","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii",NA,"G.F. Arbocz","1994","08","02","G.F. Arbocz","497","1994","08","02","Brasil","SP","Ribeirão Grande","Coletado na Fazenda Intervales (base São Pedro) - em área de Mata Atlântica, na trilha do rio.","-48.36","-24.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA
"107","2015-07-02 14:04:07-03","JBP","HPL","7190","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii",NA,"E.R. Salviani","1998","06","19","E.R. Salviani","86","1998","06","19","Brasil","MG","São Sebastião do Paraíso","Coletado nas proximidades do Bosque Luiz de Campos.","-46.9914","-20.9169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24792","auto",NA,NA,NA,NA,NA
"108","2015-07-02 14:04:07-03","JBP","HPL","9183","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","H. Lorenzi","1993","05","06","H. Lorenzi","200","1993","05","06","Brasil","SP","São Sebastião do Paraiso","Coletado no bosque da Fazenda do Sr. Luiz de Campos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-07-02 14:04:07-03","JBP","HPL","9713","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii",NA,"H. Lorenzi","1993","09","17","H. Lorenzi","364","1993","09","17","Brasil","MG","Itamogi","Coletado no Bosque do Sr. Luiz de Campos.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11256","auto",NA,NA,NA,NA,NA
"110","2015-07-02 14:04:07-03","JBP","HPL","9144","S","Plantae","Sabiaceae","Meliosma","selowii","Meliosma selowii","Urb.","H. Lorenzi","1993","03","12","H. Lorenzi","164","1993","03","12","Brasil","MG","Itamogi","Coletado no Bosque da fazenda de Luis de Campos.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11256","auto",NA,NA,NA,NA,NA
"111","2016-02-02 14:39:08-02","BGBM","B","B 10 0293973","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii",NA,NA,NA,NA,NA,"Reitz & Klein","7.638","1958","11","25","Brazil",NA,NA,"Serra do Matador, Rio do Sul.",NA,NA,NA,NA,"550","550","<a href=http://herbarium.bgbm.org/object/B100293973 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100293973","B100293973",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"112","2016-02-02 14:39:08-02","BGBM","B","B 10 0293972","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii",NA,NA,NA,NA,NA,"Reitz & Klein","8.589","1959","03","13","Brazil",NA,NA,"Alto Matador, Rio do Sul.",NA,NA,NA,NA,"800","800","<a href=http://herbarium.bgbm.org/object/B100293972 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100293972","B100293972",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"113","2016-02-02 14:39:08-02","BGBM","B","B 10 0293974","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii",NA,NA,NA,NA,NA,"G. Hatschbach & R. Kummrow","48889","1985","02","08","Brazil",NA,NA,"Rio Taquaral (mun. Morretes) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100293974 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100293974","B100293974",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"114","2016-02-02 14:39:08-02","BGBM","B","B 10 0157272","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"F. Sellow","B 2205",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100157272 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100157272","B100157272 B100157272_1",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,"type",NA,NA
"115","2016-02-02 14:39:08-02","BGBM","B","B 10 0293971","S","Plantae","Sabiaceae","Meliosma","sinuata","Meliosma sinuata",NA,NA,NA,NA,NA,"Reitz & Klein","2 207","1954","10","14","Brazil",NA,NA,"Mata da Gia, Hering, Blumenau.",NA,NA,NA,NA,"200","200","<a href=http://herbarium.bgbm.org/object/B100293971 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100293971","B100293971",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-08-27 13:34:27-03","IAP","PACA-AGP","67895","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","brasiliensis","Meliosma brasiliensis","Urb.","A. Gentry","1985",NA,NA,"Hatschbach, G.","21672","1969","06","25","Brasil","PR","São Mateus do Sul","Tezoura","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Árvore de 20m, tronco 70 cm, fruto amarelado. Do erval.&nf;Prefeitura Municipal de Curitiba&nf;Museu Botânico Municipal&nf;Herbário n. D6 Fenofase: fruto amarelado","PACA067895",NA,"Magnoliophyta","Sapindales",NA,NA,"31353","auto","Magnoliopsida",NA,NA,NA,NA
"117","2019-08-27 13:34:27-03","IAP","PACA-AGP","65363","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","L.B. Smith","1960",NA,NA,"Reitz & Klein","9266","1959","10","30","Brasil","SC","Jacinto Machado","Sanga da Areia","-49.763599395752","-28.9974994659424",NA,NA,"200","200","HBR 23533&nf;Arvoreta de 8m. Habitat: Mata Fenofase: flor branca","PACA065363",NA,"Magnoliophyta","Sapindales",NA,NA,"23999","auto","Magnoliopsida",NA,NA,NA,NA
"118","2019-08-27 13:34:27-03","IAP","PACA-AGP","65212","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","L.B. Smith","1960",NA,NA,"Reitz & Klein","7307","1958","10","17","Brasil","SC","Rio do Sul","Serra do Matador","-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,"HBR 22451 Habitat: Mata","PACA065212",NA,"Magnoliophyta","Sapindales",NA,NA,"15163","auto","Magnoliopsida",NA,NA,NA,NA
"119","2019-08-27 13:34:27-03","IAP","PACA-AGP","64802","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sinuata","Meliosma sinuata","Urb.","L.B. Smith","1956",NA,NA,"Reitz & Klein","2207","1954","10","14","Brasil","SC","Blumenau","Mata da Cia Hering","-49.0661010742188","-26.9193992614746",NA,NA,"200","200","HBR 10065&nf;Arvoreta de 6m,&nf;Flor branca; fruto imaturo verde. Habitat: Capoeirão","PACA064802",NA,"Magnoliophyta","Sapindales",NA,NA,"34291","auto","Magnoliopsida",NA,NA,NA,NA
"120","2020-12-20 21:19:22-03","UFV","VIC","042365","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"Tinti, B.V.; Nunes, J.","s.n.","2010",NA,NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale verde","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,NA,"VIC042365","VIC042365",NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA
"121","2020-12-20 21:19:22-03","UFV","VIC","052020","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"Bernacci, L.C.; et al.","3033","2001","02","08","Brasil","São Paulo","Cotia","Caucaia do Alto, Fragmento da Lila,interior de mata na trilha de ligação.","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,"Árvore de ca de 10 m de alt.,frutos imaturos esbranquiçados.","VIC052020","VIC052020",NA,NA,NA,NA,"23869","auto",NA,NA,NA,NA,NA
"122","2019-11-21 14:44:53-03","UFJF","CESJ","69480","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urban","G. Hatschbach","2007",NA,NA,"J.M. Silva; E. Barboza; J. Cordeiro","s.n.",NA,NA,NA,"Brasil","Paraná","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Árvore, 8m, fruto esverdeado. Floresta atlântica.","CESJ069480",NA,"Angiosperma",NA,"América do Sul",NA,"45291","auto",NA,NA,NA,NA,NA
"123","2019-11-21 14:44:53-03","UFJF","CESJ","53020","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urban","G. Hatschbach","2007",NA,NA,"J.M. Silva; J. Cordeiro; C.B. Poliquesi","6133","2007","11","08","Brasil","Paraná","Morretes","Colônia Limeira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Árvore, 8m, flor alva. Floresta atlântica.","CESJ053020",NA,"Angiosperma",NA,"América do Sul",NA,"30514","auto",NA,NA,NA,NA,NA
"124","2019-11-21 14:44:53-03","UFJF","CESJ","53068","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urban","G. Hatschbach","2008",NA,NA,"E. Barbosa; E.F. Costa","2363","2008","09","07","Brasil","São Paulo","Barra do Turvo","Bela Vista, Chácara Moxotó","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"Árvore, 4m, flor verde. Mata atlântica.","CESJ053068",NA,"Angiosperma",NA,"América do Sul",NA,"38172","auto",NA,NA,NA,NA,NA
"125","2019-11-27 13:52:44-03","UFS","ASE","12598","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urban","Hatschbach, G","2007",NA,NA,"Silva, JM; Cordeiro, J; Poliquesi, CB","6133","2007","11","08","Brasil","Paraná","Morretes","Colônia Limeira","-48.5003","-25.2837","-48.5003","-25.2837",NA,NA,"Árvore, 8 m. Flor alva.; Árvore, 8 m. Flor alva.; Floresta atlântica.","ASE0009340","ASE0009340","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-27 13:52:44-03","UFS","ASE","9980","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urban","Lombardi, JA","2013","03",NA,"Lindeman, JC; J.H. de Haas","4923","1967","03","16","Brasil","Paraná",NA,"Floresta no morro norte de Barbaquá","-49.5605","-29.1242","-49.5605","-29.1242",NA,NA,". Flores creamy.; . Flores creamy.","ASE0009337","ASE0009337","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-27 13:52:44-03","UFS","ASE","37531","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urban","Nunes, SS","2016","06","21","Nunes, SS; Félix, G J; Souza, JO; Neto. A. M.S.","116","2016","03","31","Brasil","Sergipe","São Cristóvão","Rodovia João Bebe Água (SE-095)","-37.571094","-11.513091","-37.571094","-11.513091",NA,NA,"Árvore ca. 5 metros.; Mata Atlântica","ASE0038551","ASE0038551","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:40:34-03","UNICAMP","UEC","166735","S","Plantae","Sabiaceae","Meliosma","brasiliensis","Meliosma brasiliensis","Urb.","Brotto, ML","2018","09",NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","434","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.068333","-23.325","-45.068333","-23.325","1072","1093","K0493 Árvore, ca. 16 m, sem flores ou frutos. Abundância: 2 ind ha-1.","UEC039921","UEC039921","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-08-20 10:25:35-03","UNICAMP","UEC","73090","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,"1996","05",NA,"Leitão Filho, HF; et al.","32697","1995","02","09","Brazil","São Paulo","Eldorado",NA,"-48.469444","-24.6175","-48.469444","-24.6175",NA,NA,NA,"UEC021393","UEC021393","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:40:34-03","UNICAMP","UEC","14269","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Smith, LB",NA,NA,NA,"Hatschbach, G","26496","1971","02","25","Brazil","Paraná","Guarapuava","Turvo","-52.335778","-25.726889","-52.335778","-25.726889",NA,NA,"Árvore 8m, ramos frágeis, flores alvas.&nf;Araucarieto. Esporadica.","UEC154646","UEC154646","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:40:34-03","UNICAMP","UEC","134663","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Franco, GC",NA,NA,NA,"Farias, R; et al.","707","2002","04","23","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Núcleo sete barras. Trilha da Figueira.","-47.993056","-24.056389","-47.993056","-24.056389","112","112","Árvore de 8m. Fruto imaturo verde-escuro.; Borda de floresta ombrófila densa baixo montana.","UEC154649","UEC154649","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:40:34-03","UNICAMP","UEC","200662","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ramos, E","2008",NA,NA,"Pereira, LS; Belinello, R; Gomes, JAMA","N1413","2007","12",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 7 metros de altura. Frequência da espécie na parcela: n=3; Mata Atlântica","UEC158057","UEC158057","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:40:34-03","UNICAMP","UEC","107533","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Hayashi, AH","1999","02",NA,"Sampaio, D; Maltez, HM; Silva, C; Almeida, A; Silva, MMR","43","1999","01","06","Brazil","São Paulo","Iguape","Estação Ecológica de Chauás, Trilha de acesso pelo sítio do Sr. João Caçador, no km 78 da Rodovia Pariquera-Iguape.","-47.7","-24.783333","-47.7","-24.783333",NA,NA,"Árvore de 7m. Fruto esverdeado.; Floresta ombrófila densa. Floresta apresentando fortes sinais de perturbação antrópica.","UEC154644","UEC154644","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:40:34-03","UNICAMP","UEC","200100","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R","M752","2009","03","27","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela M - Projeto Biota-FAPESP. Árvore com 11 metros de altura. Frequência da espécie na parcela: n=14","UEC177784","UEC177784","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:40:34-03","UNICAMP","UEC","115149","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Cardoso-Leite, E",NA,NA,NA,"Cardoso-Leite, E","735","1998","06","07","Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.25","-23.25","-46.25","-23.25",NA,NA,"5m.","UEC154642","UEC154642","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:40:34-03","UNICAMP","UEC","64296","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"Martinelli, G; et al.","12254","1987","10","05","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Mun. de Macaé de Cima, Nascente do rio das flores.","-42.05","-22","-42.05","-22","1100","1100","Árvore de 16m de altura. Dap 23cm, folhas marcadamente discolores; inflorescência em botões verde-alvacento; lenho sem cheiro característico.","UEC154641","UEC154641","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:40:34-03","UNICAMP","UEC","185704","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Sanchez, M",NA,NA,NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1644","1997","04","16","Brazil","São Paulo","Ubatuba","Brasil, São Paulo, Ubatuba, Picinguaba.","-44.8","-23.366667","-44.8","-23.366667","1000","1000","Mata Atlântica de Encosta, Morro do Corisco, árvore 464 com 5,5 m de altura, vegetativo.","UEC112181","UEC112181","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:40:34-03","UNICAMP","UEC","25801","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"Martins, FR; Matthes, LAF; Peixoto","1481","1981","12","01","Brazil","Minas Gerais","Poços de Caldas","Estrada para a Mata da Colina.","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"Árvore de 12m, flores de cor creme.","UEC154631","UEC154631","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:40:34-03","UNICAMP","UEC","85479","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Rodrigues, RR","1994","05",NA,"Souza, VC; Capellari Jr, L; Miyagi, P; Ivanauskas, NM; Pereira, VF; et al.","5987","1994","04","23","Brazil","São Paulo","Iporanga","Caminho entre a estrada Apiaí-Iporanga e a Caverna da Lage Branca.","-48.833333","-24.533333","-48.833333","-24.533333","500","700","Árvore, ca 6m alt.; frutos imaturos verdes.; Mata Atlântica.","UEC154639","UEC154639","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:40:34-03","UNICAMP","UEC","91609","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","380","1995","09","26","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Árvore de 4m, flores em botão.; Floresta atlântica.","UEC154633","UEC154633","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:40:34-03","UNICAMP","UEC","91610","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","293","1995","08","24","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Árvore de 7m. Casca externa levemente descamada, estriada longitudinalmente. Flores em botão.; Floresta atlântica.","UEC154634","UEC154634","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:40:34-03","UNICAMP","UEC","91611","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","378","1995","09","06","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Árvore de 2m. Flores em botão.; Floresta atlântica.","UEC154647","UEC154647","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:40:34-03","UNICAMP","UEC","91612","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","248","1995","07","20","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"Árvore de 5m. Frutos imaturos verde.; Floresta atlântica.","UEC154640","UEC154640","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:40:34-03","UNICAMP","UEC","91613","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","723","1996","03","12","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Árvore de 2m. Fruto imaturo verde.; Floresta atlântica.","UEC154650","UEC154650","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:40:34-03","UNICAMP","UEC","91614","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","886","1996","09","20","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Arvoreta de 2m. Flores brancas, frutos imaturos verdes.; Floresta atlântica.","UEC154632","UEC154632","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:40:34-03","UNICAMP","UEC","91627","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","598","1995","12","26","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Árvore de 4m. Frutos imaturos verdes. Casca creme, levemente fissurada longitudinalmente.; Floresta atlântica.","UEC154648","UEC154648","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:40:34-03","UNICAMP","UEC","84519","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Rodrigues; Cardoso-Leite, E",NA,NA,NA,"Cardoso-Leite, E; Oliveira, A","247","1993","10","03","Brazil","São Paulo","São Roque","Mata da Câmara","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"11m. de altura.; Mata mesófila semidecídua.","UEC154637","UEC154637","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:40:34-03","UNICAMP","UEC","84518","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Rodrigues; Cardoso-Leite, E",NA,NA,NA,"Cardoso-Leite, E; Oliveira, A","289","1993","10","27","Brazil","São Paulo","São Roque","Mata da Câmara","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"10m. de altura.; Mata mesófila semidecídua.","UEC154636","UEC154636","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:40:34-03","UNICAMP","UEC","182848","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Ramos, E","2009","10","17","Torres, RB","1099","2000","02","28","Brazil","Minas Gerais","Camanducaia","Mata Montana.","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Arvore ca. 13m alt, flores com cálice amarelo, frutos imaturos verdes.; Próximo a agua.","UEC103024","UEC103024","Magnoliopsida",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA
"150","2021-03-01 16:40:34-03","UNICAMP","UEC","149714","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Yamamoto, LF",NA,NA,NA,"Yamamoto, LF","912","2002","11","23","Brazil","Minas Gerais","Extrema","Serra do Lopo, Estrada da Serra do Lopo. Estrada da Serra do Lopo.","-46.3182983398438","-22.854700088501",NA,NA,"1610","1610","14m. Botão verde, fruto verde.; Borda da estrada.","UEC013418","UEC013418","Magnoliopsida",NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA
"151","2021-03-01 16:40:34-03","UNICAMP","UEC","74444","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Yamamoto, LF",NA,NA,NA,"Yamamoto, LF","957","2002","12","19","Brazil","Minas Gerais","Extrema","Serra do Lopo, Parque de Eventos. Beira de riacho.","-46.3182983398438","-22.854700088501",NA,NA,NA,NA,"10 m. Flor amarela.","UEC013336","UEC013336","Magnoliopsida",NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA
