"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"44","2015-09-03 18:30:15-03","MNHN","RECOLNAT_MNHN_P","P01658173","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Linden, J.",NA,"1842","8",NA,NA,"Venezuela",NA,NA,"Hautes Andes de Truxillo et de Merida, Caracas",NA,NA,"7000",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01658173' target='other'> <mi>dwc_moreinfo</mi></a>","P01658173","P01658173_01 P01658173_02",NA,NA,NA,NA,NA,NA,NA,"543","isolectotype",NA,NA
"45","2015-09-03 18:30:15-03","MNHN","RECOLNAT_MNHN_P","P01658175","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Glaziou, A.",NA,"1868","5","22",NA,"Brésil",NA,NA,"Alto Macahé, Pica de Trannin",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01658175' target='other'> <mi>dwc_moreinfo</mi></a>","P01658175","P01658175_01",NA,NA,NA,NA,NA,NA,NA,"2313",NA,NA,NA
"46","2013-10-18 11:38:38-03","MNHN","RECOLNAT_MNHN_P","P02142056","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Glaziou, A.",NA,"1868","5","22",NA,"Brésil",NA,NA,"Alto Macahé, Pica de Trannin",NA,NA,NA,NA,"hb","[spécimen d'intérêt GPI] 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142056' target='other'> <mi>dwc_moreinfo</mi></a>","P02142056","P02142056_01",NA,NA,NA,NA,NA,NA,NA,"2313",NA,NA,NA
"47","2015-10-22 17:41:03-02","MNHN","RECOLNAT_MNHN_P","P02142057","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","Cremers","Linden, J.",NA,"1842","8",NA,NA,"Venezuela",NA,NA,"Hautes Andes de Truxillo et de Merida, Caracas",NA,NA,"7000",NA,"hb","25 novembre 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142057' target='other'> <mi>dwc_moreinfo</mi></a>","P02142057","P02142057_01",NA,NA,NA,NA,NA,NA,NA,"543","isolectotype",NA,NA
"48","2015-10-22 17:41:08-02","MNHN","RECOLNAT_MNHN_P","P02142058","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Linden, J.",NA,"1842","8",NA,NA,"Venezuela",NA,NA,"Hautes Andes de Truxillo et de Merida, Caracas",NA,NA,"7000",NA,"hb","6 avril 1914 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142058' target='other'> <mi>dwc_moreinfo</mi></a>","P02142058","P02142058_01",NA,NA,NA,NA,NA,NA,NA,"543","isolectotype",NA,NA
"49","2015-10-22 17:41:29-02","MNHN","RECOLNAT_MNHN_P","P02142059","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Linden, J.",NA,"1842","8",NA,NA,"Venezuela",NA,NA,"Hautes Andes de Truxillo et de Merida, Caracas",NA,NA,"7000",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142059' target='other'> <mi>dwc_moreinfo</mi></a>","P02142059","P02142059_01",NA,NA,NA,NA,NA,NA,NA,"543","isolectotype",NA,NA
"50","2015-10-22 17:41:33-02","MNHN","RECOLNAT_MNHN_P","P02142060","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Linden, J.",NA,"1842","8",NA,NA,"Venezuela",NA,NA,"Hautes Andes de Truxillo et de Merida, Caracas",NA,NA,"7000",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142060' target='other'> <mi>dwc_moreinfo</mi></a>","P02142060","P02142060_01",NA,NA,NA,NA,NA,NA,NA,"543","isolectotype",NA,NA
"51","2017-02-27 11:09:10-03","MNHN","RECOLNAT_MNHN_P","P02142061","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Linden, J.",NA,"1842","8",NA,NA,"Venezuela",NA,NA,"Hautes Andes de Truxillo et de Merida, Caracas",NA,NA,"7000",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142061' target='other'> <mi>dwc_moreinfo</mi></a>","P02142061","P02142061_01",NA,NA,NA,NA,NA,NA,NA,"543","isolectotype",NA,NA
"52","2020-09-29 14:53:15-03","UFPR","UPCB","61856","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","Labiak, P.H.","Labiak, P.H.","4584","2008","02","13",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"1250","1250",NA,"Terrestre no interior da mata nebular. Material prensado em álcool. Floresta ombrófila densa altomontana..","UPCB0003378","UPCB0003378 UPCB0003378_1",NA,"2008","10",NA,NA,"9999","9999",NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","42646","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"A.S. Barfod|et al.","Barfod 48841","1983","11","20","South America","Ecuador","Carchi",NA,"San Marcos valley. Farmland and rain forest disturbed by the local Coaiquer (Awa) Amerindians.","-78.36666","1.11666","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-01-13 04:35:00-02","MO","MOBOT","1218596","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","R.C. Moran","J.J. Linden","Linden 543",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2011-03-29 14:15:00-03","MO","MOBOT","1553407","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","A. Smith (UC)","José Campos de la Cruz|et al.","Campos de la Cruz 5955","1998","12","5","South America","Peru","Cajamarca",NA,"San José de Lourdes. Laderas del cerro Picorana. Bosque primario.","-78.88361","-4.96666","2500.00000000","2540.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","1557294","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","A. R. Smith (UC)","H. van der Werff|et al.","van der Werff 16640","2001","4","3","South America","Peru","Amazonas",NA,"Near the border with Dept. San Martin. Montane low forest and scrub, with many mosses and epiphytes.","-77.8","-5.68333","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"281",NA,"5",NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","1557423","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","A. Smith (UC)","M. Cuascota|Grupo Post-Grado MO-QCNE","Cuascota 266","2000","12","11","South America","Ecuador","Morona-Santiago","Gualaquiza","Cordillera del Cóndor. Vertiente occidental de la Cordillera del Cóndor, arriba del valle del Río Quimi. Bosque montano sobre roca arenisca.","-78.41527","-3.51055","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","17940","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"Benjamin Øllgaard","Øllgaard 74926","1988","6","22","South America","Ecuador","Zamora-Chinchipe",NA,"Parque Nacional Podocarpus. Quebrada Río San Francisco, at new road Loja - Zamora (in construction). Wet montane forest.","-79.08333","-3.96666","2040.00000000","2250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2014-01-20 20:16:00-02","MO","MOBOT","1815308","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","R.C. Moran","D.L. Echeverri|N. Contreras","Echeverri B. 136","1989","11","21","South America","Colombia","Antioquia","Guatapé","vereda Santa Rita, finca Montepinar, bosque pluvial,","-75.15","6.2333333","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2014-01-20 20:16:00-02","MO","MOBOT","1815311","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","R.C. Moran","D.L. Echeverri|N. Contreras","Echeverri B. 207","1990","2","6","South America","Colombia","Antioquia","Guatapé","vereda Santa Rita, finca Montepinar, bosque pluvial, bosque #3.","-75.16666","6.25","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2011-07-25 13:31:00-03","MO","MOBOT","1820442","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"Lucía Atehortúa","Atehortúa 350","1977","1","5","South America","Colombia","Antioquia","Retiro","Vereda El Carmen",NA,NA,"2280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-11-18 05:19:00-02","MO","MOBOT","1851311","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","Jiménez I.","Iván Jiménez","Jiménez Pérez 720","2001","10","31","South America","Bolivia","La Paz","Franz Tamayo",NA,"-68.95","-14.61666","2420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2010-01-03 05:53:00-02","MO","MOBOT","2075742","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","A. Smith","Ronald L. Liesner|Vilealdo Medina","Liesner 13573","1982","4","7","South America","Venezuela","Distrito Federal",NA,"6 km NE of Colonia Tovar by air. At turnoff to El Limón on road to Chichiriviche. Cloud forest.","-67.25","10.45","1500.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41",NA,NA,NA
"64","2017-03-03 11:50:00-03","MO","MOBOT","21696","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","A.R. Smith (UC)","Isidoro Cabrera|H. van der Werff","Cabrera 15816","1988","2","28","South America","Colombia","Valle del Cauca",NA,"Km 18 y Km 20 de la carretera de Cali a Buenaventura entrando por la finca Zingara. Cumbre de la cordillera occidental. Precipitación pluvial por año. Relictus de la selva nublada y bastante intervenida antropogénicamente.","-76.5833333","3.4666667","1500.00000000","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-1",NA,"4",NA
"65","2013-01-14 09:36:00-02","MO","MOBOT","2279678","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"M. Kessler|Thorsten Krömer|B. Hibbits","Kessler 7154","1996","7","10","South America","Bolivia","Cochabamba","Carrasco","130 km. antigia carretera Cochabamba Villa Tunari","-65.6","-17.1166667","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2011-03-23 10:27:00-03","MO","MOBOT","2744254","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","R.C. Moran (NY)","L. Franco Mellado N.","Mellado 2941","2005","3","19","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Sector Grapanazu, relleno sanitario. Bosque primario.","-75.4263889","-10.5538889","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"67","2009-10-28 17:01:00-02","MO","MOBOT","2744320","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"R. Bonino","Bonino 075","2002","2",NA,"South America","Peru","Cajamarca","San Ignacio","Dist. San José de Lourdes. Localidad de Selva Andina. Bosque primario.","-78.90416","-5.01166","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2009-10-28 17:03:00-02","MO","MOBOT","2748529","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","van der Werff","R. Bonino","Bonino 018","2002","2",NA,"South America","Peru","Cajamarca","San Ignacio","Dist. San José de Lourdes. Localidad de Selva Andina. Bosque primario.","-78.90416","-5.01166","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","2858424","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"W. Rodriguez","Rodríguez Duque 3495","2002","7","3","South America","Colombia","Antioquia","Belmira",NA,"-75.63833","6.65166","2980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2009-09-24 10:54:00-03","MO","MOBOT","3291698","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"Julian A. Steyermark","Steyermark 59851","1944","11","4","South America","Venezuela","Bolívar",NA,"Ptari-tepuí, steep forested slopes at base of first line of sandstone bluffs, on south-facing part, east of Cave Rock.",NA,NA,"2130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2012-04-13 14:10:00-03","MO","MOBOT","3292040","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","Morton & Lellinger","Julian A. Steyermark|John J. Wurdack","Steyermark 1073","1955","2","23","South America","Venezuela","Bolívar",NA,"Summit, along Caño Mojado, betwen base of upper falls and drop to escarpment. Occasional in mossy forest.",NA,NA,"1895.00000000","1910.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2010-01-01 17:08:00-02","MO","MOBOT","3292226","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","Morton & Lellinger","Bassett Maguire|John J. Wurdack|George S. Bunting","Maguire 37369","1954","1","24","South America","Venezuela","Amazonas",NA,"Lowland and slope forests.",NA,NA,"140.00000000","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-10-21 21:09:00-02","MO","MOBOT","3292454","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","Smith","Julian A. Steyermark|Ronald L. Liesner|Victor Carreño E.","Steyermark 121765","1980","2","24","South America","Venezuela","Sucre",NA,"Distrito, Marino and Distrito Arismendi: Penin Sula De Paria: trail between crossing of Rio Tacarigua to summit of slopes east of Cerro Humo, descending to Las Melena, north of Rio Grande Arriba.","-62.6","10.68333","760.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","3292527","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","Smith","Hartman, Robert Wilhelm","Hartman 12482","1980","12","31","South America","Colombia","Chocó",NA,"Alturas de Nique and ride to SW.",NA,NA,"1250.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-11-19 11:37:00-02","MO","MOBOT","3292604","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"Lucía Atehortúa","Atehortúa 1142","1984","11","15","South America","Colombia","Antioquia","Guatapé","Vereda Santa Rita, bosque húmedo.","-75.1622222","6.2338889","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2011-10-26 10:04:00-02","MO","MOBOT","3292866","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","Acosta & Mruillo","C.E. Acosta Arteaga","Acosta Arteaga 207","1974","3","24","South America","Colombia","Cundinamarca",NA,"Mun. de Granada, km 37 de la carretera fa Fusagasuga, abajo de la Quebrada Agua Bonita.",NA,NA,"2370.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-12-08 17:03:00-02","MO","MOBOT","3347780","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","Alexandre Salino (BHCB)","Gustaf Anders Lindberg","Lindberg 611","1859","7","20","South America","Brazil","Minas Gerais",NA,"Caldas, in fossa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2011-03-24 19:01:00-03","MO","MOBOT","3367719","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"Saúl Altamirano|Eneida Zurita|T. Camacho|M. Aliaga|Mariana Alem|Alejandra Lacaze","Altamirano Azurduy 1148","2003","8","18","South America","Bolivia","Cochabamba","Tiraque","El Limbo. Ladera con exposicion nor oeste con pendientes de hasta 22° de inclinacion. Mesobosque montano humedo, dominado por Weimannia bangii.W. microphylla, Hedyosmun angustifolium, H. racemosum, Alchornea pearcei, Alchornea cf latifolia, Didymopanax morototoni, Oreopanax cf trolli y Clethra scabra. El sotobosque dominado por Pteridophytos y Melastomataceae, presencia de muchas epifitas.","-65.62638","-17.13611","2050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","37249","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"Benjamin Øllgaard","Øllgaard 98424","1990","12","6","South America","Ecuador","Zamora-Chinchipe",NA,"Cordillera del Condor; road and trail from Chinapintza to crest of cordillera (linea de facto). Trail banks and remnants of wet montane forest.","-78.58333","-4.05","1480.00000000","1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","779025","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","A.R.Smith","Ronald L. Liesner","Liesner 17801","1985","2","21","South America","Venezuela","Amazonas",NA,"Atabapo. Slope of Cerro de Marahuaca, Río Yameduaka arriba; 3º38'N, 65º28'W, elev. 1225 m.","-65.46666","3.63333","1225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-8",NA,"4",NA
"81","2011-10-22 04:57:00-02","MO","MOBOT","789289","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"Álvaro Cogollo P.|et al.","Cogollo Pacheco 7660","1993","12","1","South America","Colombia","Antioquia","Urrao","Vereda Calles. Parque Nacional Natural Las Orquídeas. Margen derecha del Río Calles, en el filo NW de la Cabaña de Calles. bp-PM. Colectado con A. Duque, F. Giraldo, W. Rodriguez & E. Alvarez","-76.31666","6.53333","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64",NA,"4",NA
"82","2013-06-02 05:37:00-03","MO","MOBOT","1557719","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","A. Smith (UC)","Efraín Freire|Grupo Post-Grado MO-QCNE","Freire Mayorga 4352","2000","12","15","South America","Ecuador","Zamora-Chinchipe",NA,"Bosque montano sobre roca arenisca, cerca al destacamento Cóndor Mirador (1 Km), en la frontera Ecuador-Perú.","-78.38944","-3.63555","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2012-03-02 05:15:00-03","MO","MOBOT","2379636","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","A.R. Smith (UC)","H. van der Werff|Bruce Gray|Juan C. Ronquillo|Wilson Quizhpe","van der Werff 18972","2004","10","28","South America","Ecuador","Zamora-Chinchipe",NA,"In the vicinity of the mining camp at the Río Tundaime. Along trail from military base El Condor to the look-out point. Low forest and scrub on sandy soil with occasional sandstone rocks.","-78.39333","-3.64222","1800.00000000","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"357",NA,"8",NA
"84","2017-08-25 05:21:00-03","MO","MOBOT","2208884","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","Henk van der Werff (MO)","Abel Monteagudo|Gregorio Ortiz","Monteagudo Mendoza 5588","2003","6","30","South America","Peru","Pasco","Oxapampa","Distrito Oxapampa. Bosque enano, sobre suelo musgoso con materia organica","-74.91666","-10.75","1350.00000000","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"85","2014-04-04 05:50:00-03","MO","MOBOT","1241142","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon","Alan R. Smith (UC)","H. van der Werff|Bruce Gray|Rodolfo Vásquez|Rocío Rojas","van der Werff 15367","1998","3","21","South America","Peru","San Martín","Rioja","Buenos Aires. Along road Pedro Ruiz-Rioja, wet cloud forest at around 2000 m alt. Few plants collected lower.","-77.885","-5.7025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232",NA,"5",NA
"86","2020-08-31 09:22:50-03","INPA","INPA","216082","S","Plantae","Polypodiopsida","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Carvalho, FA de","345","2004","12","30","Southern America","Brasil","Amazonas","São Gabriel da Cachoeira","Parque Nacional do Pico da Neblina, Trilha para a cachoeira do Anta, entre o acampamento Lajero e o Marco 5 da fronteira do Brasil com a Venezuela. Subindo a Serra da Neblina.","-65.983056","0.808056","1900","1900",NA,NA,"INPA0216082",NA,NA,NA,NA,NA,NA,"-65.983056","0.808056",NA,NA,NA,NA
"87","2020-07-10 09:45:36-03","MBML","MBML-HERBARIO","20861",NA,"Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","A. Salino/Fev.2003","R.R. Vervloet; et al","1913","2003","02","25",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Terrestre no interior de mata.","MBML020861","MBML020861",NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA
"88","2020-07-10 09:45:36-03","MBML","MBML-HERBARIO","33885",NA,"Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","P.B. Scwartsburd/2016","P. Labiak; et al","4584","2008","02","13",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.101667","-20.526944",NA,NA,NA,"Terretre, no interior da mata nebular. Material prensado em álcool.","MBML033885","MBML033885_1 MBML033885_2 MBML033885_3",NA,NA,NA,NA,NA,"41W6'6","20S31'37",NA,NA,NA,NA
"89","2019-03-18 10:38:10-03","F","FMNH-PTERIDOPHYTES",NA,"PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R. M. Tryon","RRC ID Flag","B. Boyle","4992","1997","7","3","South America","Peru","Junín",NA,NA,"-75","-11.5",NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,"4992",NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","2682438","PreservedSpecimen","Plantae",NA,"Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"J. A. Steyermark","95017","1966","3","4","South America - Neotropics","Venezuela","Sucre",NA,"Peninsula de Praia: Cerro de humo: bosque húmedo nublado, sobre la filla angosta al norte, entre la cumbre y Cerro la Pavita",NA,NA,"1250","1273",NA,NA,"US01462443",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","3415408","PreservedSpecimen","Plantae",NA,"Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"J. A. Steyermark","75021","1953","4","15","South America - Neotropics","Venezuela","Bolivar",NA,"Chimanta Massif, Moist mossy forest, vicinity of camp 4, S.W. edge of Apacara-tepui",NA,NA,"1600","1800",NA,NA,"US00813336",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","10493095","PreservedSpecimen","Plantae",NA,"Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M. Tryon",NA,"F. W. Pennell","4412","1918","2","25","South America - Neotropics","Colombia","Bolívar",NA,"Department of Bolivar Cascada Choron, south of Antizales",NA,NA,"2000","2500",NA,NA,"US01462444",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
