"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"628","2015-09-04 14:57:47-03","MNHN","RECOLNAT_MNHN_P","P03815199","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Warming",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815199' target='other'> <mi>dwc_moreinfo</mi></a>","P03815199",NA,NA,NA,NA,NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"Minas Gerais",NA,"-43.8897018432617","-19.6271991729736",NA,NA,"P03815199_01",NA,"Lagoa Santa","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","2015-09-04 14:57:49-03","MNHN","RECOLNAT_MNHN_P","P03815234","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Regnell",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815234' target='other'> <mi>dwc_moreinfo</mi></a>","P03815234",NA,"1848","4","9",NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"Minas Gerais",NA,"-47.9319000244141","-19.7483005523682",NA,NA,"P03815234_01",NA,"Uberaba","73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2015-09-04 16:07:38-03","MNHN","RECOLNAT_MNHN_P","P04534540","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Melo, M.R.F.|Chiea, S.A.C.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04534540' target='other'> <mi>dwc_moreinfo</mi></a>","P04534540",NA,"1980","2","11",NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"São Paulo","Estação Experimental de Moji-Guaçu, Fazenda Campininha.","-46.9421997070312","-22.372200012207",NA,NA,"P04534540_01",NA,"Mogi Guaçu","39309","auto",NA,NA,NA,NA,NA,NA,NA,"187",NA
"631","2015-09-04 14:57:49-03","MNHN","RECOLNAT_MNHN_P","P03815236","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Nicolau, S.A.|Dias, J.W.D.|Villagra, B.L.P.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815236' target='other'> <mi>dwc_moreinfo</mi></a>","P03815236",NA,"1999","12","14",NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"São Paulo","Estrada Barrosa.","-47.2999992370605","-21.2700004577637",NA,NA,"P03815236_01",NA,"Cajuru","21243","auto",NA,NA,NA,NA,NA,NA,NA,"2046",NA
"632","2015-09-04 14:57:49-03","MNHN","RECOLNAT_MNHN_P","P03815237","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rodrigues, E.H.A.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815237' target='other'> <mi>dwc_moreinfo</mi></a>","P03815237",NA,"1990","11","17",NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"São Paulo","Fazenda Santa Izabel.","-48.3199996948242","-21.25",NA,NA,"P03815237_01",NA,"Jaboticabal","22420","auto",NA,NA,NA,NA,NA,NA,NA,"117",NA
"633","2015-09-04 14:57:48-03","MNHN","RECOLNAT_MNHN_P","P03815203","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Weddell, H.A.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815203' target='other'> <mi>dwc_moreinfo</mi></a>","P03815203",NA,"1844","9","1",NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"Goiás","Sertão d´Amaroleité.","-49.1772003173828","-14.0164003372192",NA,NA,"P03815203_01",NA,"Mara Rosa","69476","auto",NA,NA,NA,NA,NA,NA,NA,"2714",NA
"634","2015-09-04 14:57:48-03","MNHN","RECOLNAT_MNHN_P","P03815202","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Weddell, H.A.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815202' target='other'> <mi>dwc_moreinfo</mi></a>","P03815202",NA,"1844","9","1",NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"Goiás","Sertão d´Amaroleité.","-49.1772003173828","-14.0164003372192",NA,NA,"P03815202_01",NA,"Mara Rosa","69476","auto",NA,NA,NA,NA,NA,NA,NA,"2714",NA
"635","2015-09-04 14:57:49-03","MNHN","RECOLNAT_MNHN_P","P03815230","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Ratter, J.A.|Castro, R.A.|Santos, R.R.|Souza, R.|Andrelinho",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815230' target='other'> <mi>dwc_moreinfo</mi></a>","P03815230",NA,"1968","6","25",NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"Mato Grosso","8km NE of the base camp of the expedition, c 270km of Xavantina.","-51.86667","-12.9",NA,NA,"P03815230_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972",NA
"636","2015-09-04 14:57:49-03","MNHN","RECOLNAT_MNHN_P","P03815228","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Argent, G.|Ramos, J.|Souza, R.|Richards, P.W.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815228' target='other'> <mi>dwc_moreinfo</mi></a>","P03815228",NA,"1967","9","12",NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"Mato Grosso","By Rio das Mortes, just above Ferry, Xavantina.","-52.23333","-14.63333",NA,NA,"P03815228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6350",NA
"637","2015-09-04 14:57:49-03","MNHN","RECOLNAT_MNHN_P","P03815231","PreservedSpecimen",NA,"Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Ratter, J.A.|Castro, R.A.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815231' target='other'> <mi>dwc_moreinfo</mi></a>","P03815231",NA,"1967","7","22",NA,NA,"(Benth.) Benth. & Hook.f. ex Müll.Arg.",NA,"Mato Grosso","ca. 1 km E of Xavantina near the rio das Mortes.","-52.33333","-14.73333",NA,NA,"P03815231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",NA
"638","2020-10-01 14:21:04-03","JBB","HEPH","10857","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Nóbrega, MGG","Southern America","Brasil",NA,NA,NA,NA,"255B","1995","03","29","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Goiás","Fazenda Coqueiro de Propriedade de Fernandes Gabriel da Silva, Corrego Pastinho","-47.85","-15.866667","1020","1020",NA,NA,"Serranópolis",NA,NA,"-47.85","-15.866667","2000",NA,NA,NA,NA,NA,NA
"639","2020-10-01 14:21:04-03","JBB","HEPH","13239","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Oliveira, RC","Southern America","Brasil",NA,NA,NA,NA,"840","1997","08","06","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Goiás","Estrada GO 245 para A.H.E. Serra da Mesa, Area de Influencia da UHE- Serra da Mesa","-48.291944","-13.723611","950","950",NA,NA,"Minaçu",NA,NA,"-48.291944","-13.723611","2000",NA,NA,NA,NA,NA,NA
"640","2020-10-01 14:21:04-03","JBB","HEPH","13501","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Nóbrega, MGG","Southern America","Brasil",NA,NA,"bastante perfumada",NA,"847","1997","11","15","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Nóbrega, MGG","Goiás","Fazenda Santo Antônio Sertão a 20 Km de Alto Paraíso, prox. ao cor. Salobro","-47.308889","-14.070556","750","750",NA,NA,"Alto Paraíso de Goiás",NA,NA,"-47.308889","-14.070556","2000",NA,NA,NA,NA,NA,NA
"641","2020-10-01 14:21:04-03","JBB","HEPH","26862","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Ramos, AE; et al.","Southern America","Brasil",NA,NA,NA,NA,"2097","2010","07","29","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Núcleo Rural Fazenda Larga - FL 31","-47.5625","-15.4375","1047","1047",NA,NA,"Planaltina",NA,NA,"-47.5625","-15.4375","2012",NA,NA,NA,NA,NA,NA
"642","2020-10-01 14:21:04-03","JBB","HEPH","26831","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Ramos, AE","Southern America","Brasil",NA,NA,NA,NA,"2066","2010","07","23","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Núcleo Rural Fazenda Larga - FL 8","-47.5625","-15.4375","1033","1033",NA,NA,"Planaltina",NA,NA,"-47.5625","-15.4375","2012",NA,NA,NA,NA,NA,NA
"643","2020-10-01 14:21:04-03","JBB","HEPH","16375","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Ramos, AE","Southern America","Brasil",NA,NA,NA,NA,"1612","2001","08","31","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Nóbrega, MGG","Minas Gerais","Área de encontro do Ribeirão Jabuticabas com o Rio Preto","-46.455556","-15.955556","650","650",NA,NA,"Arinos",NA,NA,"-46.455556","-15.955556","2001",NA,NA,NA,NA,NA,NA
"644","2020-10-01 14:21:04-03","JBB","HEPH","17463","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Nóbrega, MGG; Jesus, FPR de","Southern America","Brasil",NA,NA,NA,NA,"1516","2002","02","06","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Ramos, AE","Goiás",NA,"-50.114444","-17.054722",NA,NA,NA,NA,"Jandaia",NA,NA,"-50.114444","-17.054722","2002",NA,NA,NA,NA,NA,NA
"645","2020-10-01 14:21:04-03","JBB","HEPH","29607","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Cavalcanti, TB; Scariot, AO; Sampaio, AB; Sevilha, AC; Pereira-Silva, G; Schmidt, IB","Southern America","Brasil",NA,NA,NA,NA,"2866","2002","06","16","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Tocantins","Parque Estadual do Jalapão, Cachoeira da Formiga","-46.470556","-10.333333","463","463",NA,NA,"Mateiros",NA,NA,"-46.470556","-10.333333","2008",NA,NA,NA,NA,NA,NA
"646","2020-10-01 14:21:04-03","JBB","HEPH","29626","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Pereira-Silva, G; Moreira, GA; Rezende, JM de","Southern America","Brasil",NA,NA,"Ocasional no local, área de influência indireta",NA,"7237","2003","02","19","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Goiás","Fazenda Cafundó, próximo à sede","-48.583889","-16.146389","900","900",NA,NA,"Alexânia",NA,NA,"-48.583889","-16.146389","2008","02",NA,NA,NA,NA,NA
"647","2020-10-01 14:21:04-03","JBB","HEPH","29706","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Sevilha, AC; et al.","Southern America","Brasil",NA,NA,"Afloramento de concreções lateríticas",NA,"3656","2004","03","25","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Tocantins","Sitío 3, ponto 2-Fazenda São João, propritário Aldair Freire","-47.618056","-12.913889","339","339",NA,NA,"Paranã",NA,NA,"-47.618056","-12.913889","2008","02",NA,NA,NA,NA,NA
"648","2020-10-01 14:21:04-03","JBB","HEPH","29854","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Pereira-Silva, G; et al.","Southern America","Brasil",NA,NA,"Frequente no local área de influência direta (canteiro)",NA,"11293","2007","03","08","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Silveira, AM","Maranhão","Canteiro de obras próximo a pedreira","-47.455833","-6.590278","150","150",NA,NA,"Estreito",NA,NA,"-47.455833","-6.590278","2007","08",NA,NA,NA,NA,NA
"649","2020-10-01 14:21:04-03","JBB","HEPH","29904","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Pereira-Silva, G; et al.","Southern America","Brasil",NA,NA,"Ocasional no local. Área de influência da futura Hidrelétrica de Cana Brava, influência direta (lago)",NA,"4637","2001","01","25","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Goiás","Margem esquerda do rio São Felix (Fazenda abandonada)","-48.062222","-13.526389","335","335",NA,NA,"Cavalcante",NA,NA,"-48.062222","-13.526389","2002","02",NA,NA,NA,NA,NA
"650","2020-10-01 14:21:04-03","JBB","HEPH","34998","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Cezare, CHG; Machado Neto, A","Southern America","Brasil",NA,NA,NA,NA,"244","2007","10","22","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Lima, AS","Goiás","Margem esquerda do Rio Corumbá","-47.935278","-16.783333","740","740",NA,NA,"Luziânia",NA,NA,"-47.935278","-16.783333","2009","07",NA,NA,NA,NA,NA
"651","2020-10-01 14:21:04-03","JBB","HEPH","9326","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Ramos, AE; Jesus, FPR de","Southern America","Brasil",NA,NA,NA,NA,"705","1994","04","15","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Ramos, AE","Tocantins","Serra do Lageado Trilha de acesso a Cachoeira Grande","-48.216667","-10",NA,NA,NA,NA,"Palmas",NA,NA,"-48.216667","-10","1995",NA,NA,NA,NA,NA,NA
"652","2020-10-01 14:21:04-03","JBB","HEPH","33028","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Kuhlmann, MP","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br",NA,"307","2014","10","23","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Kuhlmann, MP","Distrito Federal","Estação Ecológica de Águas Emendadas","-47.590003","-15.568581",NA,NA,NA,NA,"Planaltina",NA,NA,"-47.590003","-15.568581","2014","10","23",NA,NA,NA,NA
"653","2020-10-01 14:21:04-03","JBB","HEPH","9639","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Nóbrega, MGG","Southern America","Brasil",NA,NA,NA,NA,"6","1994","03","19","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Proença, CEB","Tocantins","Serra do Lajeado","-48.913889","-10.253611",NA,NA,NA,NA,"Palmas",NA,NA,"-48.913889","-10.253611","1994",NA,NA,NA,NA,NA,NA
"654","2020-10-01 14:21:04-03","JBB","HEPH","28986","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Miranda, LA; Oliveira, MS; Paiva, VF","Southern America","Brasil",NA,NA,NA,NA,"48","2012","12","04","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Oliveira, MS","Distrito Federal","Condomínio Belvedere Green.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"655","2020-10-01 14:21:04-03","JBB","HEPH","16822","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Jesus, FPR de; Nóbrega, MGG","Southern America","Brasil",NA,NA,NA,NA,"92","2001","10","09","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Condomínio Mansões Park Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"656","2020-10-01 14:21:04-03","JBB","HEPH","16872","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Jesus, FPR de; Nóbrega, MGG","Southern America","Brasil",NA,NA,NA,NA,"142","2001","10","15","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Condomínio Mansões Park Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"657","2020-10-01 14:21:04-03","JBB","HEPH","26539","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Reis, GC","Southern America","Brasil",NA,NA,NA,NA,"253","2010","03","05","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Núcleo Rural de Tabatinga- (Chácara 89/90)","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"658","2020-10-01 14:21:04-03","JBB","HEPH","18661","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Salles, AEH; et al.","Southern America","Brasil",NA,NA,"Data de coleta 02/II/2003",NA,"2567","2003","02","02","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Nóbrega, MGG","Goiás","Canteiro de Obra da Serra do Facão margem direita do Rio São Marcos","-47.9463996887207","-18.1658000946045",NA,NA,NA,NA,"Catalão","94621","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA
"659","2020-10-01 14:21:04-03","JBB","HEPH","18666","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Salles, AEH; et al.","Southern America","Brasil",NA,NA,"Coordenadas em UTM 21 74 37 800 36 84",NA,"2572","2003","02","02","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Nóbrega, MGG","Goiás","Canteiro de Obra da Serra do Facão margem direita do Rio São Marcos","-47.9463996887207","-18.1658000946045",NA,NA,NA,NA,"Catalão","94621","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA
"660","2020-10-01 14:21:04-03","JBB","HEPH","8566","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Bucci, FFB","Southern America","Brasil",NA,NA,"Caule cinza c/ lenticelas claras, ramos jovens esverdeados, folhas verde discolores. pedicelos verde-claro, pilosidade branca",NA,"86","1993","11","18","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Delprete, PG","Goiás","Córrego do Angico","-48.2839012145996","-15.1603002548218",NA,NA,NA,NA,"Padre Bernardo","56279","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA
"661","2020-10-01 14:21:04-03","JBB","HEPH","2078","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Duarte, AP","Southern America","Brasil",NA,NA,NA,NA,"12009","1969","11","18","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Duarte, AP","Minas Gerais","Vale do rio Cipó","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"Lagoa Santa","12338","auto",NA,NA,"1969",NA,NA,NA,NA,NA,NA
"662","2020-10-01 14:21:04-03","JBB","HEPH","16099","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Nóbrega, MGG; Ramos, AE","Southern America","Brasil",NA,NA,NA,NA,"1418","2000","11","12","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Nóbrega, MGG","Minas Gerais","BR 251 a 3km da Fazenda Cerradão próximo a Unaí","-46.9061012268066","-16.3575000762939",NA,NA,NA,NA,"Unaí","97926","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA
"663","2020-10-01 14:21:04-03","JBB","HEPH","10357","S","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Nóbrega, MGG","Southern America","Brasil",NA,NA,NA,NA,"106","1993","10","13","Dicotyledon","Gentianales","(Benth.) Müll.Arg.","Nóbrega, MGG","Tocantins","Serra do Lajeado próximo a Água Branca Fazenda do Sr. José Cormiro","-48.3602981567383","-10.2128000259399",NA,NA,NA,NA,"Palmas","62375","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA
"664","2020-12-11 11:40:46-03","UFMG","BHCB","72702","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","cornifolia","Coussarea cornifolia","Barreto, HLM","Southern America","Brasil",NA,NA,"Arbusto, 1 m, frequência regular; Mata","BHCB009471","4401","1936","05","29","Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais","Posto de menta","-42.6431007385254","-21.5319004058838",NA,NA,"BHCB009471",NA,"Leopoldina","26325","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2020-12-11 11:40:46-03","UFMG","BHCB","29172","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia",NA,"Southern America","Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais","cerrado próximo às eclusas, pela estrada Belo Horizonte - Furnas",NA,NA,NA,NA,NA,NA,"Furnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2020-12-11 11:40:46-03","UFMG","BHCB","135330","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Mendes, MS; Carvalho, WAC","Southern America","Brasil",NA,NA,"Vegetação ciliar, arbóreo, falsa-quina",NA,"s.n.","2008","01","23","Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais","Votorantin Metais.","-45.232778","-18.185","525","525",NA,NA,"Três Marias",NA,NA,"-45.232778","-18.185",NA,NA,NA,NA,NA,NA,NA
"667","2020-12-11 11:40:46-03","UFMG","BHCB","29172","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia",NA,"Southern America","Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais","cerrado próximo às eclusas, pela estrada Belo Horizonte - Furnas",NA,NA,NA,NA,NA,NA,"Furnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2020-12-11 11:40:46-03","UFMG","BHCB","33649","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Tameirão Neto, E","Southern America","Brasil",NA,NA,"Arbóreo; Floresta Semidecidual","BHCB009484","2173","1996","11","03","Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais","EPDA Jacob - CEMIG.","-48.14105","-19.2321",NA,NA,NA,NA,"Nova Ponte",NA,NA,"-48.14105","-19.2321","1996",NA,NA,NA,NA,NA,NA
"669","2020-12-11 11:40:46-03","UFMG","BHCB","36226","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia",NA,"Southern America","Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais","UHE Queimado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2020-12-11 11:40:46-03","UFMG","BHCB","69783","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Aquino, C; Ushizi, TM","Southern America","Brasil",NA,NA,NA,NA,"s.n.","2002","04","06","Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais","Rio Paraopeba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2020-12-11 11:40:46-03","UFMG","BHCB","96269","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Sobral, M; Ries, M","Southern America","Brasil",NA,NA,"Arvoreta 3m, em beira de mata; frutos imaturos.",NA,"9658","2001","10","01","Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Goiás",NA,"-49.4749984741211","-18.49169921875",NA,NA,NA,NA,"Cachoeira Dourada","31250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2020-12-11 11:40:46-03","UFMG","BHCB","54274","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Tameirão Neto, E","Southern America","Brasil",NA,NA,NA,NA,"3045",NA,NA,NA,"Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais",NA,"-44.4308013916016","-18.7563991546631",NA,NA,NA,NA,"Curvelo","57661","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2020-12-11 11:40:46-03","UFMG","BHCB","34664","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia",NA,"Southern America","Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais",NA,"-45.5435981750488","-20.0224990844727",NA,NA,NA,NA,"Lagoa da Prata","21026","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2020-12-11 11:40:46-03","UFMG","BHCB","34664","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia",NA,"Southern America","Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais",NA,"-45.5435981750488","-20.0224990844727",NA,NA,NA,NA,"Lagoa da Prata","21026","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2020-12-11 11:40:46-03","UFMG","BHCB","34979","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia",NA,"Southern America","Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais",NA,"-46.874698638916","-17.2222003936768",NA,NA,NA,NA,"Paracatu","72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2020-12-11 11:40:46-03","UFMG","BHCB","34979","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia",NA,"Southern America","Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,"(Benth.) Müll.Arg.",NA,"Minas Gerais",NA,"-46.874698638916","-17.2222003936768",NA,NA,NA,NA,"Paracatu","72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
