"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters"
"1","2021-03-15 16:37:00-03","NY","NYBG","1546375","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Spiranthera","atlantica","Spiranthera atlantica","Pirani","isotype","D. A. Folli","5450","2007","01","12","South America","Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD, Linhares, Estrada: Louro, Km: 0,3","-40.0722007751465","-19.3910999298096","48094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1842940' target='other'> <mi>dwc_moreinfo</mi></a>","NY01546375","NY01546375_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-02-25 10:13:22-03","CVRD","CVRD","8653","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Spiranthera","atlantica","Spiranthera atlantica","Pirani","PARATYPUS","Folli, D.A.","4788","2004","03","24","América do Sul","BRASIL","ES","Linhares",NA,"-40.047704","-19.099304",NA,NA,"<ll>dwc_commonname:</ll> Fava de quatro","CVRD008653","CVRD008653",NA,"Magnoliopsida","José Rubens Pirani","2010","06","07","-40,047704","-19,099304","50","50"
"3","2021-02-25 10:13:22-03","CVRD","CVRD","15755","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Spiranthera","atlantica","Spiranthera atlantica","Pirani",NA,"Siqueira, G.S.","1174","2017","08","29","América do Sul","BRASIL","ES","Linhares",NA,"-40.047704","-19.099304",NA,NA,"Col. Adic. : Niel, Celivaldo, Jonatas <ll>dwc_commonname:</ll> Fava de quatro","CVRD015755",NA,NA,"Magnoliopsida","Geovane S. Siqueira","2017","08","29","-40,047704","-19,099304","50","50"
"4","2021-02-25 10:13:22-03","CVRD","CVRD","9927","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Spiranthera","atlantica","Spiranthera atlantica","Pirani","ISOTYPUS","Folli, D.A.","5450","2007","01","12","América do Sul","BRASIL","ES","Linhares",NA,"-40.047704","-19.099304",NA,NA,"<ll>dwc_commonname:</ll> Fava de quatro","CVRD009927","CVRD009927",NA,"Magnoliopsida","José Rubens Pirani","2010","06","07","-40,047704","-19,099304","50","50"
"5","2021-03-15 18:29:54-03","USP","SPF","225244","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Spiranthera","atlantica","Spiranthera atlantica","Pirani",NA,"Dias, P","334","2007","02","14",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Estrada do Louro, ca. 20 m da rodovia BR-101, lado esquerdo da estrada indo da rodovia.","-40.04775","-19.099611",NA,NA,"Arvoreta, ca. 3 m de altura. Folhas discolores, flores brancas com aroma adocicado.","SPF00225244",NA,NA,NA,"Brito, LA","2017","06",NA,"-40.04775","-19.099611","48","48"
"6","2019-11-13 11:31:05-03","USP","SPF","201764","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Spiranthera","atlantica","Spiranthera atlantica","Pirani","paratype","Folli, DA","4788","2004","03","24",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094",NA,NA,"SPF00201764",NA,"auto",NA,"Pirani, JR",NA,NA,NA,NA,NA,NA,NA
