"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","imagecode","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount"
"91","2021-03-01 16:40:30-03","UNICAMP","UEC","68973","S","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus pauciflorus","A.St.-Hil.",NA,NA,NA,NA,"Stehmann, JR; Sobral, M","1484","1994","08","17","Brazil","São Paulo","Peruíbe","Juréia; trilha Grajaúna-Guilherme.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"UEC031389","Arvoreta, flores verda-amarelas.; interior da mata.","21922","auto","Magnoliopsida",NA,NA,NA,NA,"UEC031389","pauciflorus",NA,NA,NA,NA
"92","2021-03-01 16:40:30-03","UNICAMP","UEC","69617","S","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus pauciflorus","A.St.-Hil.",NA,NA,NA,NA,"Stehmann, JR; Sobral, M","1485","1994","08","17","Brazil","São Paulo","Peruíbe","Juréia; trilha Grajaúna-Guilherme.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"UEC115997","Arbusto.; Em interior da mata.","21922","auto","Magnoliopsida",NA,NA,NA,NA,"UEC115997","pauciflorus",NA,NA,NA,NA
"93","2021-03-01 16:40:30-03","UNICAMP","UEC","69619","S","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus pauciflorus","A.St.-Hil.",NA,NA,NA,NA,"Stehmann, JR; Sobral, M","1485","1994","08","17","Brazil","São Paulo","Peruíbe","Juréia; trilha Grajaúna-Guilherme.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"UEC031392","Arbusto.; Em interior da mata.","21922","auto","Magnoliopsida",NA,NA,NA,NA,"UEC031392","pauciflorus",NA,NA,NA,NA
"94","2021-03-01 16:40:30-03","UNICAMP","UEC","14235","S","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus pauciflorus","A.St.-Hil.",NA,NA,NA,NA,"Tamashiro, JY","4178","1976","12","13","Brazil","São Paulo","Santa Maria da Serra","Nativo no interior de mata da Fazenda Barreiro-Rico.","-48.1599998474121","-22.5599994659424",NA,NA,NA,NA,"UEC086412","Árvore até 5 metros; flores esverdeadas.","12628","auto","Magnoliopsida",NA,NA,NA,NA,"UEC086412","pauciflorus",NA,NA,NA,NA
"95","2021-03-01 16:40:30-03","UNICAMP","UEC","85431","S","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Pirani, JR","2013","07",NA,"Zipparro, VB; et al.","409","1994","05","14","Brazil","São Paulo","Sete Barras","Faz. Intervales, Trilha do betão, beria da mata.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"UEC054993","Árvore, 4m de altura, frutos verdes e no início da formação, vário tamanhos.","34059","auto","Magnoliopsida",NA,NA,NA,NA,"UEC054993",NA,NA,NA,NA,NA
"96","2019-11-19 14:09:22-03","UFRPE","PEUFR","53040","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","V. B. Zipparro","2002","03","20","V. B. Zipparro","2157","2002","03","20","Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela","-48.080556","-24.235556","48º04'50W","24º14'08S",NA,NA,"PEUFR053040","Árvore com ca de 7m de altura; presença de botões verde-claros; flores amareladas; frutos imaturos de coloração verde (caíram); indivíduo número 76Q na Fenologia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-19 14:09:22-03","UFRPE","PEUFR","53177","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","V. B. Zipparro","2002","05","29","V. B. Zipparro","2192","2002","05","29","Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela","-48.080556","-24.235556","48º04'50W","24º14'08S",NA,NA,"PEUFR053177","Árvore com cerca de 10m de altura; indivíduo número 199Q na fenologia; presença de botões amarelados e frutos imaturos de coloração verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-06-04 14:48:57-03","UFPB","JPB","5991","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.",NA,NA,NA,NA,"Mattos; et al.","178","1978","04","19","Brasil","?","Itapetinga-Itororé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"99","2020-10-14 10:06:18-03","FURB","FURB","20745","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Sobral, M","2010","08","15","Stival-Santos, A.; Legal, E. & Silveira, S.","934","2009","09","25","Brasil","Santa Catarina","Ilhota","Baú.","-48.8711111","-26.8197223","-48.8711111","-26.8197223","106","106","FURB03417","Florística IFFSC 752 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,"FURB03417",NA,NA,NA,NA,NA
"100","2020-10-14 10:06:18-03","FURB","FURB","45195","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Sobral, M","2016","07","05","Mayer, M.; Oliveira, A.A. de","687","2014","10","03","Brasil","Santa Catarina","São João do Itaperiú","Mantiqueira.","-48.7841666","-26.6411111","-48.7841666","-26.6411111","25","25","FURB14783","Regeneração IFFSC 865 /N/87",NA,NA,NA,NA,NA,NA,NA,"FURB14783",NA,NA,NA,NA,NA
"101","2019-11-27 09:30:39-03","FURB","FURB","48702","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Oliveira, AA de","2015","10","25","Oliveira, A.A. de","2664","2015","10","25","Brasil","Santa Catarina","Joinville","Pirai.","-48.9619444","-26.28","-48.9619444","-26.2800000","85","85","FURB48702",NA,NA,NA,NA,NA,NA,NA,NA,"FURB48702",NA,NA,NA,NA,NA
"102","2020-10-14 10:06:18-03","FURB","FURB","54326","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Gebien, W.","2017","07","11","Gebien, W.","22","2017","04","21","Brasil","Santa Catarina","Blumenau","Rua Antônio Zendrom. Final do caminho próximo à nascente.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","100","100","FURB54326",NA,NA,NA,NA,NA,NA,NA,NA,"FURB54326",NA,NA,NA,NA,NA
"103","2020-09-17 10:16:26-03","FURB","FURB","66332","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Kassner-Filho, A.","2019","09","30","Kassner-Filho, A.","5531","2019","09","30","Brasil","Santa Catarina","Itapema","Ilhota.","-48.5983333","-27.0683334","-48.5983333","-27.0683334","22","22","FURB66332","flor creme Habitat: interior do fragmento Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,"FURB66332",NA,NA,NA,NA,NA
"104","2021-03-16 17:54:59-03","UCS","HUCS","31855","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Borgo, M.","2003","05",NA,"Borgo, M.","2455","2003","04","28","Brasil","Paraná","Antonina","Reserva Natural Cachoeira - trilha do Queimado","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"Arvoreta - fruto imaturo, Herbárium MBM","38300","auto","Angiospermae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-08-16 08:41:00-03","UTFPR","HCF","7004","S","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","M. Groppo","2009","05","27","K.L.V.R. de Sá","46","2000","10","09","Brasil","PR","Leópolis","Sítio São Francisco","-50.7510986328125","-23.0799999237061",NA,NA,NA,NA,NA,"arbusto 5 m; Flores rosa-avermelhadas; Frutos secos; Beira do rio Tangará.","22638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-21 19:38:38-03","UFC","EAC","28387","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Nunes, E.","1999","08","19","Cavalcanti, F.S.","s.n.","1999","08","04","Brasil","Pernambuco","Moreilândia",NA,"-39.5511016845703","-7.63082981109619",NA,NA,NA,NA,"EAC0028387","Arvoreta.; Agreste","27389","auto","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-21 19:38:38-03","UFC","EAC","15852","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Fernandes, A.",NA,NA,NA,"Figueiredo, M.A.; Barboza, A.","s.n.","1988","08","19","Brasil","Ceará","Crato","Sítio Mata Grande, Sítio dos Moreiras, Caririmirim","-39.4094009399414","-7.23416996002197",NA,NA,"920","920","EAC0015852",NA,"30071","auto","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-21 19:38:38-03","UFC","EAC","28382","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Nunes, E.","1999","08","19","Cavalcanti, F.S.","s.n.","1999","08","07","Brasil","Pernambuco","Moreilândia",NA,"-39.5511016845703","-7.63082981109619",NA,NA,NA,NA,"EAC0028382","Arbusto.; Agreste","27389","auto","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"109","2021-03-21 19:38:38-03","UFC","EAC","20386","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Andrade, M.","1995","12","28","Andrade Neto, M.","s.n.","1994","02","22","Brasil","Pernambuco","Serrita","Sítio dos Moreiras","-39.2957992553711","-7.93333005905151",NA,NA,NA,NA,"EAC0020386","Arvoreta.","42990","auto","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"110","2021-03-21 19:38:38-03","UFC","EAC","3629","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Skorupa, L.A.","1992","05","27","Fernandes, A.; Matos, F.J.A.","EAC3629","1977","12","19","Brasil","Pernambuco","Serrita","Sítio dos Moreiras","-39.2957992553711","-7.93333005905151",NA,NA,NA,NA,"EAC0003629","Arvoreta.; Carrasco","42990","auto","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:44:11-03","MBM","MBM","351996","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Reginato, M.","2009",NA,NA,"Reginato, M.","964","2009","03","20","Brazil","Paraná","Antonina","RPPN Rio Cachoeira PR 405, km 5","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM351996","Arvoreta 4m com flores amarelas. Floresta Ombrófila Densa","38300","auto",NA,NA,NA,"Southern America",NA,"MBM351996",NA,NA,NA,NA,NA
"112","2020-12-21 16:44:11-03","MBM","MBM","11783","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Hatschbach, G.","22082",NA,NA,NA,"Brazil","Paraná","Guaratuba","Divisa","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM011783",NA,"41937","auto",NA,NA,NA,"Southern America",NA,"MBM011783",NA,NA,NA,NA,NA
"113","2020-12-21 16:44:11-03","MBM","MBM","53910","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Hatschbach, G.","39295",NA,NA,NA,"Brazil","Paraná","Joaquim Távora","Joaquim Távora, arredores","-49.9047012329102","-23.4993991851807",NA,NA,NA,NA,"MBM053910",NA,"21735","auto",NA,NA,NA,"Southern America",NA,"MBM053910",NA,NA,NA,NA,NA
"114","2020-12-21 16:44:11-03","MBM","MBM","114575","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Britez, R.M.",NA,NA,NA,"Britez, R.M.; Souza, W.S.; Souza, W.S.","1389",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM114575",NA,"24916","auto",NA,NA,NA,"Southern America",NA,"MBM114575",NA,NA,NA,NA,NA
"115","2020-12-21 16:44:11-03","MBM","MBM","11768","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Hatschbach, G.","19490",NA,NA,NA,"Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM011768",NA,"24916","auto",NA,NA,NA,"Southern America",NA,"MBM011768",NA,NA,NA,NA,NA
"116","2020-12-21 16:44:11-03","MBM","MBM","725","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Hatschbach, G.","14428",NA,NA,NA,"Brazil","Paraná","São João do Caiuá","Horto Florestal","-52.3368988037109","-22.851900100708",NA,NA,NA,NA,"MBM000725",NA,"14860","auto",NA,NA,NA,"Southern America",NA,"MBM000725",NA,NA,NA,NA,NA
"117","2020-12-21 16:44:11-03","MBM","MBM","239806","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.",NA,NA,NA,NA,"Medri, C.; et al.; et al.","567",NA,NA,NA,"Brazil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"MBM239806",NA,"21990","auto",NA,NA,NA,"Southern America",NA,"MBM239806",NA,NA,NA,NA,NA
"118","2020-12-21 16:44:11-03","MBM","MBM","239808","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.",NA,NA,NA,NA,"Medri, C.; et al.; et al.","508",NA,NA,NA,"Brazil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"MBM239808",NA,"21990","auto",NA,NA,NA,"Southern America",NA,"MBM239808",NA,NA,NA,NA,NA
"119","2020-12-21 16:44:11-03","MBM","MBM","48763","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Hatschbach, G.","3149",NA,NA,NA,"Brazil","Paraná","Tibagi","Mauá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM048763",NA,"56988","auto",NA,NA,NA,"Southern America",NA,"MBM048763",NA,NA,NA,NA,NA
"120","2020-12-21 16:44:11-03","MBM","MBM","240020","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Tamashiro, J.Y.",NA,NA,NA,"Sampaio, D.; et al.; et al.","165",NA,NA,NA,"Brazil","São Paulo","Sete Barras","Núcelo Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"MBM240020",NA,"34059","auto",NA,NA,NA,"Southern America",NA,"MBM240020",NA,NA,NA,NA,NA
"121","2020-12-21 16:44:11-03","MBM","MBM","427631","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Oliveira, A.A.","2015","10","25","Oliveira, A.A.","2664","2015","10","25","Brazil","Santa Catarina","Piraí","Joinville","-48.961944","-26.28","-48.961944","-26.28","85","85","MBM427631","Arbustivo, fruto imaturo vermelho-claro.; Floresta Ombrófila Dnesa. Estágio médio de regeneração.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:43:37-03","MBM","MBM","385595","PreservedSpecimen","Plantae","Rubiaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Selusniaki, M.",NA,NA,NA,"Adenesky-Filho, E.","174","2011",NA,NA,"Brasil","Paraná","Telêmaco Borba","UHE Mauá, PCH Getúlio Vargas","-50.706944","-24.100556","-50.706944","-24.100556","520","750","MBM385595","Resgate de flora da UHE Mauá",NA,NA,NA,NA,NA,NA,NA,"MBM385595",NA,NA,NA,NA,NA
"123","2020-12-21 16:44:11-03","MBM","MBM","402348","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Groppo Jr, M.","2009","01",NA,"Groppo Jr, M.; Bruniera, C.P.; Bueno, G.M.; Bruniera, C.P.; Bueno, G.M.","1804","2009","01","24","Brazil","Bahia","Guaratinga","ca. 25.1km na estrada Itabela-Guaratinga, sainda da BR-101","-39.752639","-16.563389","-39.752639","-16.563389","154","154","MBM402348","Arbusto ramoso, ca. 2m alt. Folhas com numerosas pontuações trnslúcidas espalhadas por toda a lâmina. Flores esverdeadas, frutos imaturos verdes. DNA, folhas em FAA, flores em FNT.; Pequeno remanescente de floresta (semi-decídua?) em",NA,NA,NA,NA,NA,"Southern America",NA,"MBM402348",NA,NA,NA,NA,NA
"124","2020-12-21 16:44:11-03","MBM","MBM","413900","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Völtz, R.R.","2018","05","05","Völtz, R.R.","1581","2018","05","05","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.299167","-25.168056","-48.299167","-25.168056","60","60","MBM413900","Arbusto ca. 1 m alt.; botões florais verdes e flores com pétalas alvacentas e estames amarelos.; Floresta Ombrófila Densa Submontana; no interior de floresta de encosta.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:44:11-03","MBM","MBM","427631","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Oliveira, A.A.","2015","10","25","Oliveira, A.A.","2664","2015","10","25","Brazil","Santa Catarina","Joinville","Piraí","-48.961944","-26.28","-48.961944","-26.28","85","85","MBM427631","Arbustivo. Fruto imaturo vermelho-claro.; Floresta Ombrófila Densa. Estágio médio de regeneração.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:44:11-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Brotto, M.L.","2013","08","16","Dalmaso, C.A.","364","2013","06","13","Brazil","Paraná","Prudentópolis",NA,"-51.3","-25.020003","-51.3","-25.020003",NA,NA,"IFN000752","Árvore.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:44:11-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Barboza, E.","2013","07","11","Dalmaso, C.A.","357","2013","06","11","Brazil","Paraná","Prudentópolis",NA,"-51.119994","-25.2","-51.119994","-25.2",NA,NA,"IFN000830","Árvore.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:44:11-03","MBM","MBM","158732","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Queiróz, L.P. de",NA,NA,NA,"Queiróz, L.P. de; et al.; et al.","2836",NA,NA,NA,"Brazil","São Paulo","Brotas","Fazenda Santa Elisa","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"MBM158732",NA,"26585","auto",NA,NA,NA,"Southern America",NA,"MBM158732",NA,NA,NA,NA,NA
"129","2020-12-21 16:44:11-03","MBM","MBM","206225","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Queiróz, L.P. de",NA,NA,NA,"Queiróz, L.P. de; et al.; et al.","2836",NA,NA,NA,"Brazil","São Paulo","Brotas","Fazenda Santa Elisa","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"MBM206225",NA,"26585","auto",NA,NA,NA,"Southern America",NA,"MBM206225",NA,NA,NA,NA,NA
"130","2020-12-21 16:44:11-03","MBM","MBM","260120","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Amorim, A.M.",NA,NA,NA,"Amorim, A.M.; et al.; et al.","2649",NA,NA,NA,"Brazil","Bahia","Una","Reserva Biológica do Mico-leão","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"MBM260120",NA,"36070","auto",NA,NA,NA,"Southern America",NA,"MBM260120",NA,NA,NA,NA,NA
"131","2020-12-21 16:44:11-03","MBM","MBM","8486","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","2728",NA,NA,NA,"Brazil","Paraná","Cândido de Abreu","Fazenda do Visconde Laguiche, 8km E de Cândido de Abreu","-51.3333015441895","-24.5669002532959",NA,NA,NA,NA,"MBM008486",NA,"55411","auto",NA,NA,NA,"Southern America",NA,"MBM008486",NA,NA,NA,NA,NA
"132","2020-12-21 16:44:11-03","MBM","MBM","2916","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Hatschbach, G.","16324",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM002916",NA,"37295","auto",NA,NA,NA,"Southern America",NA,"MBM002916",NA,NA,NA,NA,NA
"133","2020-12-21 16:44:11-03","MBM","MBM","2912","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Hatschbach, G.","16510",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM002912",NA,"37295","auto",NA,NA,NA,"Southern America",NA,"MBM002912",NA,NA,NA,NA,NA
"134","2020-12-21 16:44:11-03","MBM","MBM","114576","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Britez, R.M.",NA,NA,NA,"Britez, R.M.; Souza, W.S.; Souza, W.S.","1383",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM114576",NA,"24916","auto",NA,NA,NA,"Southern America",NA,"MBM114576",NA,NA,NA,NA,NA
"135","2020-12-21 16:44:11-03","MBM","MBM","129828","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Britez, R.M.",NA,NA,NA,"Britez, R.M.","1444",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM129828",NA,"24916","auto",NA,NA,NA,"Southern America",NA,"MBM129828",NA,NA,NA,NA,NA
"136","2020-12-21 16:44:11-03","MBM","MBM","59750","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Hatschbach, G.","40037",NA,NA,NA,"Brazil","Paraná","Quatiguá","Quatiguá, 5km L","-49.9136009216309","-23.5671997070312",NA,NA,NA,NA,"MBM059750",NA,"12279","auto",NA,NA,NA,"Southern America",NA,"MBM059750",NA,NA,NA,NA,NA
"137","2020-12-21 16:44:11-03","MBM","MBM","239807","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.",NA,NA,NA,NA,"Medri, C.; et al.; et al.","279",NA,NA,NA,"Brazil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"MBM239807",NA,"21990","auto",NA,NA,NA,"Southern America",NA,"MBM239807",NA,NA,NA,NA,NA
"138","2020-12-21 16:44:11-03","MBM","MBM","230825","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Dias, A.T.",NA,NA,NA,"Silva, C.C.; et al.; et al.","s.n.",NA,NA,NA,"Brazil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"MBM230825",NA,"21990","auto",NA,NA,NA,"Southern America",NA,"MBM230825",NA,NA,NA,NA,NA
"139","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678751","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","breviracemosus","Pilocarpus breviracemosus","Cowan",NA,NA,NA,NA,"Hoehne, W.",NA,"1933","8","1","Brasil","São Paulo",NA,"Pirapóra.",NA,NA,NA,NA,NA,NA,"P06678751","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678751' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb","P06678751_01",NA,NA,NA,"30868",NA
"140","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678750","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","breviracemosus","Pilocarpus breviracemosus","Cowan",NA,NA,NA,NA,"Hatschbach, G.",NA,"1966","6","21","Brasil","Paraná","São João do Caiuá","Orto Florestal.","-52.3368988037109","-22.851900100708",NA,NA,NA,NA,"P06678750","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678750' target='other'> <mi>dwc_moreinfo</mi></a>","14860","auto",NA,NA,NA,NA,"hb","P06678750_01",NA,NA,NA,"14428",NA
"141","2018-09-13 10:34:42-03","MNHN","RECOLNAT_MNHN_P","P02141558","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus clavatus","Skorupa","Skorupa",NA,NA,NA,"Skorupa, L.A.|Kameyama, C., Baumgratz J.F.A.",NA,"1992","4","2","Brésil",NA,NA,"Itapetinga, Sitio Amaralina, 23 km de Itororo, a direita rumo a Itapetinga, Fundo do Sitio.","-40.35","-15.48333",NA,NA,NA,NA,"P02141558","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02141558' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"isotype",NA,"hb","P02141558_01","clavatus",NA,NA,"991",NA
