"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"51","2020-12-21 16:18:01-03","MBM","MBM","83272","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Smith, S.F.","Kummrow, R.","2191","1983","01","25","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,"MBM083272","MBM083272",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:18:01-03","MBM","MBM","7388","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Smith, L.B.","Hatschbach, G.","18592","1968","02","14","Southern America","Brazil","Paraná","Paranaguá","Picacão Cambará, Colônia Limeira","-48.5092010498047","-25.5200004577637",NA,NA,"MBM007388","MBM007388",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:18:01-03","MBM","MBM","348804","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Rauth, V.M.","Macedo, J.C.; et al.; et al.","7","2008","04","01","Southern America","Brazil","Paraná","Pinhais","Valeta próxima ao tanque, PNFM","-49.1925010681152","-25.4447002410889",NA,"Flores rosas, caule piloso e rosado, herbácea.","MBM348804","MBM348804",NA,NA,"10418","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:18:01-03","MBM","MBM","7394","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Smith, L.B.","Hatschbach, G.","16148","1967","03","12","Southern America","Brazil","Paraná","Rio Branco do Sul","Curiola","-49.3142013549805","-25.1900005340576",NA,NA,"MBM007394","MBM007394",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:18:01-03","MBM","MBM","58775","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Hatschbach, G.","Ferreira, L.F.","204","1976","03","25","Southern America","Brazil","Paraná","Rio Branco do Sul","Rio Abaixo","-49.3142013549805","-25.1900005340576",NA,NA,"MBM058775","MBM058775",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:18:01-03","MBM","MBM","50911","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Smith, L.B.","Reitz, R.; Klein, R.M.; Klein, R.M.","6598","1958","03","08","Southern America","Brazil","Santa Catarina","Presidente Nereu","Sabiá","-49.3903007507324","-27.2772006988525",NA,NA,"MBM050911","MBM050911",NA,NA,"21642","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-09-05 11:07:11-03","MNHN","RECOLNAT_MNHN_P","P05587533","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Vauthier",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587533' target='other'> <mi>dwc_moreinfo</mi></a>","P05587533","P05587533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"342",NA,NA
"58","2015-09-05 11:07:11-03","MNHN","RECOLNAT_MNHN_P","P05587534","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Gardner",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587534' target='other'> <mi>dwc_moreinfo</mi></a>","P05587534","P05587534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA,NA
"59","2015-09-05 11:07:11-03","MNHN","RECOLNAT_MNHN_P","P05587535","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Glaziou, A.",NA,"1888","2","6",NA,"Brasil","Rio de Janeiro",NA,"Alto Macahé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587535' target='other'> <mi>dwc_moreinfo</mi></a>","P05587535","P05587535_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19822",NA,NA
"60","2015-09-05 11:07:11-03","MNHN","RECOLNAT_MNHN_P","P05587536","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,NA,NA,NA,NA,NA,NA,"[Bresil]",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587536' target='other'> <mi>dwc_moreinfo</mi></a>","P05587536","P05587536_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-05 10:40:34-03","MNHN","RECOLNAT_MNHN_P","P05618192","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Vauthier",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Orgãos.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05618192' target='other'> <mi>dwc_moreinfo</mi></a>","P05618192","P05618192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"542",NA,NA
"62","2015-09-05 11:07:11-03","MNHN","RECOLNAT_MNHN_P","P05587530","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","Rio de Janeiro",NA,"Brésil. Province de Rio de Janeiro.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587530' target='other'> <mi>dwc_moreinfo</mi></a>","P05587530","P05587530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 723",NA,NA
"63","2015-09-05 11:07:11-03","MNHN","RECOLNAT_MNHN_P","P05587531","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Vauthier",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra des Orgues.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587531' target='other'> <mi>dwc_moreinfo</mi></a>","P05587531","P05587531_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"542",NA,NA
"64","2015-09-05 11:07:11-03","MNHN","RECOLNAT_MNHN_P","P05587539","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Glaziou, A.",NA,"1888","3","1",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Alto Macahe.","-42.5311012268066","-22.2819004058838","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587539' target='other'> <mi>dwc_moreinfo</mi></a>","P05587539","P05587539_01",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,"17205",NA,NA
"65","2015-09-05 11:07:11-03","MNHN","RECOLNAT_MNHN_P","P05587537","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Glaziou, A.",NA,"1888","3","1",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil. (Rio Janeiro). Alto Macahé.","-42.5311012268066","-22.2819004058838","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587537' target='other'> <mi>dwc_moreinfo</mi></a>","P05587537","P05587537_01",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,"17205",NA,NA
"66","2015-09-05 11:07:11-03","MNHN","RECOLNAT_MNHN_P","P05587538","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Glaziou, A.",NA,"1877","1","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587538' target='other'> <mi>dwc_moreinfo</mi></a>","P05587538","P05587538_01",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"8915",NA,NA
"67","2021-02-11 17:18:15-03","UFPR","UPCB","8025","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.","Smith, L.B.","Hatschbach, G.","16148","1967","03","12",NA,"Brasil","Paraná","Rio Branco do Sul","Curiola","-49.3142013549805","-25.1900005340576",NA,"Sub-arbusto carnoso, 1,20m, flor alva, verso da folha avermelhado. Paredão de pedra no interior da mata..",NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2018-06-22 05:25:00-03","MO","MOBOT","2455234","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 6274","1958","1","22","South America","Brazil","Santa Catarina",NA,"Joinville. Estrada Dona Francisca",NA,NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","3145008","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Gert G. Hatschbach","Hatschbach 18592","1968",NA,NA,"South America","Brazil","Paraná",NA,"Picadao Cambara-Col.Limeira mun. Parana.",NA,NA,NA,NA,NA,NA,"50.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","3145080","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Gert G. Hatschbach","Hatschbach 16148","1967",NA,NA,"South America","Brazil","Paraná",NA,"Curiola ( mun. Rio Branco do Sul) Parana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","3145134","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Gert G. Hatschbach","Hatschbach 24071","1970",NA,NA,"South America","Brazil","Paraná",NA,"Quebrada Funda ( Mun. Rio Branco do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","46644",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott.",NA,"L. Kollmann; A.P.Fontana","12795","2013","08","27",NA,"Brasil","Rio de Janeiro","Trajano de Morais","Sodrelandia","-42.049722","-22.146389",NA,"Arbusto 2m na sombra, flores brancas","MBML046644","MBML046644_1 MBML046644_2",NA,NA,NA,NA,NA,NA,NA,"42W2'59","22S8'47",NA,NA,NA,NA,NA
"73","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","40466",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","H. Lorenzi/2003","V. C. Souza; H. Lorenzi, L.C. Bernacci & M. Peixoto","28963","2003","02","11",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva de Macaé de Cima. Beira de estrada","-42.483333","-22.383333",NA,"Erva ca 1,5m alt., flores alvas, passando a róseas na frutificação","MBML040466","MBML040466","1200","1200",NA,NA,NA,NA,NA,"42W29'","22S23'",NA,NA,NA,NA,NA
"74","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","46647",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott.",NA,"L. Kollmann; A.P.Fontana","12794","2013","08","27",NA,"Brasil","Rio de Janeiro","Trajano de Morais","Sodrelandia","-42.049722","-22.146389",NA,"Arbusto 2m na sombra, pecíolos e inflorescência marrons, flores brancas","MBML046647","MBML046647_1 MBML046647_2",NA,NA,NA,NA,NA,NA,NA,"42W2'59","22S8'47",NA,NA,NA,NA,NA
"75","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","51670",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","E.F. Guimarães & T.S. Mendes/X-2016","P. Rosa; C. Baez, T. Lima, D. Maurenza, R. Negrão, L. Moraes & A. Moura","874","2016","08","07",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Área de Prot. Amb. de Macaé de Cima. Serra de Macaé de Cima, Rio Bonito, mata atrás da pousada Estalagem de propr. de B.Leitmann. Sobre pedra dentro e nas margens do córrego. Local de visitas de moradores e visitantes, s/vestígios de lixo nas trilhas","-42.430556","-22.402222",NA,"Rupícola, de pedras úmidas ou molhadas na época de chuva. Caule ereto, verde, catáfilos ou brácteas paleáceos marrom, folhas discolores face adaxial verde-escuro e face abaxial verde-claro. Inflorescência rósea, sépalas alvos com área","MBML051670","MBML051670_1 MBML051670_2","905","905",NA,NA,NA,NA,NA,"42W25'50","22S24'8",NA,NA,NA,NA,NA
"76","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","48964",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida var. cucullifera","Irmsch.","L. Kollmann","L. Kollmann","12973","2015","02","19",NA,"Brasil","Espírito Santo","Santa Teresa","Coleção L. Kollmann","-40.587778","-19.940556",NA,"Planta verde, estéril","MBML048964","MBML048964",NA,NA,NA,NA,NA,NA,NA,"40W35'16","19S56'26",NA,NA,NA,"var. cucullifera",NA
"77","2021-01-09 21:48:22-03","UNICENTRO","HUCO","1201","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Ribas, O.S.","Leal, M.D.; et al.; et al.","006","2006","05","01",NA,"Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,"Herbácea, 0,5 metros, folhas verdes adaxial e rosas abaxial; Próximo ao córrego; HABITAT: Próximo ao córrego; DESC: Herbácea, 0,5 metros, folhas verdes adaxial e rosas abaxial","HUCO001201",NA,NA,NA,"27346","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-12-19 11:17:41-03","UFG","UFG","13947","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott.","Falkenberg, D.B.","Fernanda; Daniel","6","1990","05","15",NA,"Brasil","Santa Catarina","Ilhota","Morro do Baú, 500 m de altitude.","-48.8272018432617","-26.8997001647949",NA,"Corola branca.",NA,NA,NA,NA,"18275","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","2946480","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"E. Pereira","1312","1955","3","24","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Santa maria magdalena, rifa",NA,NA,NA,NA,"US00314258","US00314258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","2270780","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"L. Emygdio de Mello Filho","1178","1957","1","19","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Madalena, morro straz do horto sentoa lima",NA,NA,NA,NA,"US00324400","US00324400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","2725520","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"L. Dombrowski & Y. S. Kuniyoshi","5155","1974","4","4","South America","Brazil","Paraná",NA,"A. tamandare-pr., parque primavera",NA,NA,NA,NA,"US00314265","US00314265_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"82","2020-09-12 05:00:02-03","US","US","86834","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"Wilkes Explor. Exped.","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Organ mountains",NA,NA,NA,NA,"US00314255","US00314255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"83","2020-09-12 05:00:02-03","US","US","2775561","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"D. Araujo","958","1976","1","21","South America - Neotropics","Brazil","Rio de Janeiro","Santa Maria Madalena","Parqu do desengano, santa clara","-42.0080986022949","-21.9552993774414",NA,NA,"US00324380","US00324380_01","800","800","30526","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"84","2020-09-12 05:00:02-03","US","US","2197739","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"L. B. Smith","6229","1952","3","14","South America","Brazil","Santa Catarina","Palhoça","Piloes, forest","-48.6678009033203","-27.645299911499",NA,NA,"US00314468","US00314468_01","50","700","31105","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"85","2020-09-12 05:00:02-03","US","US","2627894","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"A. C. Brade & -. Apparicio","18578","1946","8","28","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Tijuca, bico do papagaio. [in former guanabara state]",NA,NA,NA,NA,"US00314291","US00314291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"86","2020-09-12 05:00:02-03","US","US","2197740","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"L. B. Smith","6229","1952","3","14","South America","Brazil","Santa Catarina","Palhoça","Piloes, forest","-48.6678009033203","-27.645299911499",NA,NA,"US00314467","US00314467_01","50","700","31105","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"87","2020-09-12 05:00:02-03","US","US","2627871","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"E. Pereira","1312","1955","3","24","South America - Neotropics","Brazil","Rio de Janeiro","Santa Maria Madalena","Rifa","-42.0080986022949","-21.9552993774414",NA,NA,"US00314194","US00314194_01",NA,NA,"30526","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","2572824A","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"G. Hatschbach","16148","1967","3","13","South America","Brazil","Paraná","Rio Branco do Sul","Curiola","-49.3142013549805","-25.1900005340576",NA,NA,"US00314260","US00314260_01",NA,NA,"37352","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","3715761","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,"Mendes, T. S.","P. Rosa, C. Baez, T. Lima, D. Maurenza, R. Negrão, L. Moraes & A. Moura","875","2016","8","7","South America","Brazil","Río de Janeiro",NA,"Nova Friburgo. Area de Protecao Ambiental de Macae de Cima. Serra de Macae de Cima, localidade de Rio Bonito, mata atras da pousada Estalagem de propriedade de Bruce Leitmann, início da trilha saindo pelos fundos da pousada","-42.4286","-22.4047",NA,NA,"US01274737","US01274737_01","858",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","2563349","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","3332","1956","6","21","South America","Brazil","Santa Catarina",NA,"Braco joaquim, luis alves",NA,NA,NA,NA,"US00314261","US00314261_01","400","400",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","2563363","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz","6081","1958","12","29","South America","Brazil","Santa Catarina",NA,"Serra do matador, rio do sul",NA,NA,NA,NA,"US00314326","US00314326_01","600","600",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","1985400","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"E. Pereira","280","1942","12","17","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rio de janeiro, corcovado-sumare",NA,NA,NA,NA,"US00314280","US00314280_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","3406321","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","71466","2000","10","20","South America - Neotropics","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto bananeiras. [state questionable; bahia or minas gerais?]","-41.1347007751465","-20.3397006988525",NA,NA,"US00651893","US00651893_01",NA,NA,"15909","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US","2563362","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","3535","1956","8","3","South America","Brazil","Santa Catarina",NA,"Piloes, palhoca",NA,NA,NA,NA,"US00314284","US00314284_01","200","200",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"95","2020-09-12 05:00:02-03","US","US","2563373","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","6598","1958","3","8","South America","Brazil","Santa Catarina",NA,"Sabia, vidal ramos",NA,NA,NA,NA,"US00314263","US00314263_01","450","450",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"96","2020-09-12 05:00:02-03","US","US","2563369","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz","5165","1953","1","18","South America","Brazil","Santa Catarina",NA,"Rio Canoas, Itajai",NA,NA,NA,NA,"US00314268","US00314268_01","50","50",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"97","2020-09-12 05:00:02-03","US","US","2853193","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"D. Araujo, P. Carauta & P. J. M. Maas","1907","1977","10","18","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo","Serra de macae","-42.5311012268066","-22.2819004058838",NA,NA,"US00323567","US00323567_01","1000","1000","33190","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"98","2020-09-12 05:00:02-03","US","US","2270781","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"L. Emygdio de Mello Filho","1178","1957","1","19","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Madalena, morro straz do horto sentoa lima",NA,NA,NA,NA,"US00324401","US00324401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"99","2020-09-12 05:00:02-03","US","US","2563366","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & -- Bresolin","8224","1969","3","1","South America","Brazil","Santa Catarina",NA,"Morro do ribeiro",NA,NA,NA,NA,"US00314287","US00314287_01","350","350",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"100","2020-09-12 05:00:02-03","US","US","200933","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"A. F. Regnell","s.n.","1840",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US00314281","US00314281_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"101","2020-09-12 05:00:02-03","US","US","3406320","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","71466","2000","10","20","South America - Neotropics","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto bananeiras. [state questionable; bahia or minas gerais?]","-41.1347007751465","-20.3397006988525",NA,NA,"US00651892","US00651892_01",NA,NA,"15909","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"102","2020-09-12 05:00:02-03","US","US","2563348","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","8280","1959","1","16","South America","Brazil","Santa Catarina",NA,"Pinhal da companhia, lauro muller-urussanga",NA,NA,NA,NA,"US00314270","US00314270_01","300","300",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"103","2020-09-12 05:00:02-03","US","US","2853185","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"D. Araujo","1919","1977","10","18","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo","Serra de macae","-42.5311012268066","-22.2819004058838",NA,NA,"US00323564","US00323564_01","1000","1000","33190","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"104","2020-09-12 05:00:02-03","US","US","2692394","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"L. B. Smith","6229","1952","3","14","South America","Brazil","Santa Catarina","Palhoça","Piloes, forest","-48.6678009033203","-27.645299911499",NA,NA,"US00314274","US00314274_01","50","700","31105","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"105","2020-09-12 05:00:02-03","US","US","61136","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"Wilkes Explor. Exped.","s.n.","1838",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US00313881","US00313881_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
