"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"50","2015-09-04 02:03:11-03","MNHN","RECOLNAT_MNHN_P","P02952337","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Riedel, L.",NA,NA,"Brésil","hb","Reçu le 3 janvier 1901 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952337' target='other'> <mi>dwc_moreinfo</mi></a>","P02952337","P02952337_01","1833","12","1","São Paulo",NA,"St. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-02-02 15:57:55-02","MNHN","RECOLNAT_MNHN_P","P03203831","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Glaziou, A.",NA,NA,"Brasil","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03203831' target='other'> <mi>dwc_moreinfo</mi></a>","P03203831","P03203831_01","1868","2","7","Rio de Janeiro",NA,"(Rio Janeiro) Chemin des Macacos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2535",NA,NA,NA
"52","2015-09-04 01:59:56-03","MNHN","RECOLNAT_MNHN_P","P03203832","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Miers, J.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03203832' target='other'> <mi>dwc_moreinfo</mi></a>","P03203832","P03203832_01",NA,NA,NA,"Rio de Janeiro",NA,"Rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-04 01:59:56-03","MNHN","RECOLNAT_MNHN_P","P03203834","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Glaziou, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03203834' target='other'> <mi>dwc_moreinfo</mi></a>","P03203834","P03203834_01","1868","2","7","Rio de Janeiro",NA,"(Rio Janeiro) Chemin des Macacos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2535",NA,NA,NA
"54","2015-10-04 04:46:26-03","MNHN","RECOLNAT_MNHN_P","P00734063","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Rudd","Hoehne, H.",NA,NA,"brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734063' target='other'> <mi>dwc_moreinfo</mi></a>","P00734063","P00734063_01","1932","1","20",NA,NA,"Brazil: Proced Jardim Botanico, S. Paulo",NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,"28731",NA,NA,NA
"55","2015-09-04 02:00:42-03","MNHN","RECOLNAT_MNHN_P","P00758547","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Saint-Hilaire, A. de",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758547' target='other'> <mi>dwc_moreinfo</mi></a>","P00758547","P00758547_01","1821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 90",NA,NA,NA
"56","2015-09-04 02:01:00-03","MNHN","RECOLNAT_MNHN_P","P00758548","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758548' target='other'> <mi>dwc_moreinfo</mi></a>","P00758548","P00758548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 181",NA,NA,NA
"57","2015-09-04 02:36:26-03","MNHN","RECOLNAT_MNHN_P","P00758612","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Saint-Hilaire, A. de",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758612' target='other'> <mi>dwc_moreinfo</mi></a>","P00758612","P00758612_01","1816","1","1",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 11",NA,NA,NA
"58","2015-09-04 02:01:15-03","MNHN","RECOLNAT_MNHN_P","P00758613","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758613' target='other'> <mi>dwc_moreinfo</mi></a>","P00758613","P00758613_01","1816","1","1","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 12",NA,NA,NA
"59","2015-09-04 02:01:15-03","MNHN","RECOLNAT_MNHN_P","P00758614","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821 . . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758614' target='other'> <mi>dwc_moreinfo</mi></a>","P00758614","P00758614_01","1816","1","1","Rio de Janeiro",NA,"Brésil. Province de Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 12",NA,NA,NA
"60","2017-02-09 15:20:36-02","MNHN","RECOLNAT_MNHN_P","P02952330","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Warming",NA,NA,"Brésil","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952330' target='other'> <mi>dwc_moreinfo</mi></a>","P02952330","P02952330_01",NA,NA,NA,NA,NA,"S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-02-09 15:20:36-02","MNHN","RECOLNAT_MNHN_P","P02952331","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Glaziou, A.",NA,NA,"Brasil","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952331' target='other'> <mi>dwc_moreinfo</mi></a>","P02952331","P02952331_01","1883","1","6","Minas Gerais",NA,"(Minas) Petropolis, au bas du Rio Piarabauha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13683",NA,NA,NA
"62","2017-02-09 15:20:36-02","MNHN","RECOLNAT_MNHN_P","P02952332","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Glaziou, A.",NA,NA,"Brasil","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952332' target='other'> <mi>dwc_moreinfo</mi></a>","P02952332","P02952332_01","1883","1","6","Minas Gerais",NA,"(Minas) Petropolis, au bas du Rio Piarabauha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13683",NA,NA,NA
"63","2017-02-09 15:20:36-02","MNHN","RECOLNAT_MNHN_P","P02952333","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Burchell, W.J.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952333' target='other'> <mi>dwc_moreinfo</mi></a>","P02952333","P02952333_01",NA,NA,NA,NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4609",NA,NA,NA
"64","2017-02-09 15:20:36-02","MNHN","RECOLNAT_MNHN_P","P02952335","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Burchell",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952335' target='other'> <mi>dwc_moreinfo</mi></a>","P02952335","P02952335_01",NA,NA,NA,NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2768",NA,NA,NA
"65","2017-02-02 15:57:55-02","MNHN","RECOLNAT_MNHN_P","P03203833","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Claussen",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03203833' target='other'> <mi>dwc_moreinfo</mi></a>","P03203833","P03203833_01","1842","11","1","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"83",NA,NA,NA
"66","2015-09-04 02:03:11-03","MNHN","RECOLNAT_MNHN_P","P02952338","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Mexia, Y.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952338' target='other'> <mi>dwc_moreinfo</mi></a>","P02952338","P02952338_01","1930","3","20","Minas Gerais","Viçosa","Agricultural College lands ; near western boundary.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,"4489",NA,NA,NA
"67","2017-02-09 15:20:36-02","MNHN","RECOLNAT_MNHN_P","P02952336","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Mexia, Y.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952336' target='other'> <mi>dwc_moreinfo</mi></a>","P02952336","P02952336_01","1930","2","25","Minas Gerais","Viçosa","Agricultural College lands; near western boundary in woods","-42.8819007873535","-20.7539005279541",NA,"680",NA,NA,"13937","auto",NA,NA,NA,NA,NA,"4393",NA,NA,NA
"68","2017-02-09 15:20:36-02","MNHN","RECOLNAT_MNHN_P","P02952334","PreservedSpecimen",NA,NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi","Mexia, Y.",NA,NA,"Brasil","hb","Reçu le 12 octobre 1932 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952334' target='other'> <mi>dwc_moreinfo</mi></a>","P02952334","P02952334_01","1929","12","25","Minas Gerais","Viçosa","East entrance of Agricultural College grounds","-42.8819007873535","-20.7539005279541",NA,"700",NA,NA,"13937","auto",NA,NA,NA,NA,NA,"4168",NA,NA,NA
"69","2020-12-11 11:36:09-03","UFMG","BHCB","136755","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Sylvestre, L","776","Southern America","Brasil",NA,"Mata de encosta. Indivíduo F0041. Trepadeira em área recentemente incendiada. Folhas discolores verdes; frutos alados verdes.",NA,NA,"1992","02","21","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso., Fazenda Santa Rita. Área FP01.","-42.833333","-22.433333",NA,NA,NA,NA,NA,NA,"-42.833333","-22.433333",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:36:09-03","UFMG","BHCB","141287","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Lima, HC de; Ribeiro, RD; Calvet, AA; Silva, W","6613","Southern America","Brasil",NA,"Ocasional na mata degradada e capoeiras das margens do Rio. Trepadeira com ramos roliços, ramos terminais e gavinhas com estípulas espinecentes. Frutos imaturos com núcleo seminífero verde escuro e alva verde-claro.",NA,NA,"2007","05","22","Rio de Janeiro","Nova Iguaçu","Rio Tinguá., Margens do rio, próximo a entrada da Reserva.","-43.436389","-22.602778","250","250",NA,NA,NA,NA,"-43.436389","-22.602778",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:36:09-03","UFMG","BHCB","17579","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Grandi, TSM; Braga, MMN","s.n.","Southern America","Brasil",NA,NA,NA,NA,"1989","06","04","Minas Gerais",NA,"Serra do Pacau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:36:09-03","UFMG","BHCB","24518","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:36:09-03","UFMG","BHCB","24519","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:36:09-03","UFMG","BHCB","18037","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Mendonça Filho, CV; et al.","s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-11 11:36:09-03","UFMG","BHCB","18039","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Mendonça Filho, CV; et al.","59","Southern America","Brasil",NA,"Arbusto escandente; Mata Atlântica","BHCB046524",NA,"1987","11","28","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,"2011","49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:36:09-03","UFMG","BHCB","18041","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Mendonça Filho, CV; et al.","s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-11 11:36:09-03","UFMG","BHCB","19166","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Mendonça Filho, CV; Lima, HC de; Andrade, PM de","179","Southern America","Brasil",NA,NA,NA,NA,"1991","03","23","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-11 11:36:09-03","UFMG","BHCB","23851","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Mendonça, CV; et al.","285","Southern America","Brasil",NA,"Frutos imaturos, verdes. Arvoreta escandente 8m.; Mata Atlântica","BHCB046525",NA,"1994","03","20","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,"2011","49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:36:09-03","UFMG","BHCB","45568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Tameirão Neto, E","2382","Southern America","Brasil",NA,"Floresta semidecidual","BHCB023129",NA,"1997","03","26","Minas Gerais","Itueta","UHE Aimorés.","-41.1702995300293","-19.3941993713379",NA,NA,NA,"2014","29671","auto",NA,NA,"10","10",NA,NA,NA,NA,NA
"80","2011-11-04 09:27:00-02","MO","MOBOT","100425966","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"F.C. Hoehne","Hoehne s.n.","South America","Brazil",NA,NA,NA,NA,"1932","1","20","São Paulo","São Paulo","Parque e Jardim Botânico de São Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,"Isotype",NA,"53584","auto",NA,NA,NA,NA,NA,NA,"1",NA,NA
"81","2011-02-26 21:41:00-03","MO","MOBOT","3204909","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"F.C. Hoehne","Hoehne s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"São Paulo, Parque o Jardim Botânico de São Paulo, 20/I/1932 (fl/), IV/1932 (fr).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-10 04:40:00-03","MO","MOBOT","100175061","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"José E. Meireles|H. C. de Lima|R.D. Ribeiro","Meireles 566","South America","Brazil",NA,NA,NA,NA,"2008","1","16","Rio de Janeiro",NA,"Friburgo. Macaé de Cima, Estrada para o Rio das Flores, 4 km antes do Hotel S. João.","-42.4827778","-22.3775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","3204676","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","F.C. Hoehne","F.C. Hoehne","Hoehne s.n.","South America","Brazil",NA,NA,NA,NA,"1932","5","26","São Paulo",NA,"São Paulo, Parque do Estado,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3204698","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Lima","Lima 3808","South America","Brazil",NA,NA,NA,NA,"1990","6","3","Rio de Janeiro",NA,"Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Estrada p/Sitio Sophronites.","-42.05","-22","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","10752",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","F. L. R. Filardi/01-XI-2007","L. Kollmann; E. Bausen & W. Pizziolo","2293",NA,"Brasil",NA,"Trepadeira frutos verdes.","MBML010752","MBML010752","1999","03","30","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","20733",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","F.L.R. Filardi/16-01-2008","R.R. Vervloet; et al","2410",NA,"Brasil",NA,"Liana, frutos imaturos de cor verde, a 2m de altura. Baixada, borda de capoeirão.","MBML020733","MBML020733","2003","05","13","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"87","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","34185",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","L.F.S. Magnago/26-06-2008","M. Simonelli; et al","1490",NA,"Brasil",NA,"cipós escandentes, frutos verdes","MBML034185","MBML034185","2008","04","12","Espírito Santo","Santa Leopoldina","Suiça","-40.574722","-20.082778",NA,NA,NA,NA,NA,NA,"40W34'29","20S4'58",NA,NA,NA,NA,NA,NA,NA
"88","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","8823",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","C.V. Mendonça Filho/18-09-2000","L. Kollmann; E. Bausen & W. Pizziolo","357",NA,"Brasil",NA,"Mata de encosta. Trepadeira 12m. Frutos verdes.","MBML008823","MBML008823","1998","08","13","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,NA,NA,NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-09 10:13:16-03","UENF","HUENF","9587","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Lima, H.C.","Faitanin, M.A.; et al.",NA,NA,"Brasil",NA,NA,"HUENF00009591",NA,"2015","07","23","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-42.035556","-22.428333","56","56",NA,"2016",NA,NA,"42º2'8''W","22º25'42''S","09","20",NA,NA,NA,NA,NA
"90","2021-02-25 10:12:07-03","CVRD","CVRD","12331","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Domingos A. Folli","Folli, D.A.","6361","América do Sul","BRASIL",NA,"<ll>dwc_commonname:</ll> Bico falso","CVRD012331",NA,"2009","06","15","ES","Linhares",NA,"-40.082024","-19.154127","35","35",NA,"2009",NA,NA,"-40,082024","-19,154127","06","15","Magnoliopsida",NA,NA,NA,NA
"91","2021-02-25 10:12:07-03","CVRD","CVRD","10095","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Geovane S. Siqueira","Folli, D.A.","5556","América do Sul","BRASIL",NA,"<ll>dwc_commonname:</ll> Bico falso","CVRD010095",NA,"2007","04","19","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"2009","48094","auto",NA,NA,"01","29","Magnoliopsida",NA,NA,NA,NA
"92","2021-02-25 10:12:07-03","CVRD","CVRD","9511","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Geovane S. Siqueira","Folli, D.A.","5218","América do Sul","BRASIL",NA,"<ll>dwc_commonname:</ll> Bico falso","CVRD009511","CVRD009511","2006","04","18","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"2009","48094","auto",NA,NA,"01","29","Magnoliopsida",NA,NA,NA,NA
"93","2021-02-25 10:12:07-03","CVRD","CVRD","7018","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Carlos Victor Mendonça Filho","Folli, D.A.","4010","América do Sul","BRASIL",NA,"<ll>dwc_commonname:</ll> Bico falso","CVRD007018",NA,"2001","08","15","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"2001","48094","auto",NA,NA,"09","22","Magnoliopsida",NA,NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","2646755","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Ranzato Filardi, F. L., (JBRJ)","F. C. Hoehne & A. Gehrt","s.n.","South America - Neotropics","Brazil",NA,"Previously annotated by V.E. Rudd (1973) as Machaerium legala (Vell.) Benth.","US00385829","US00385829_01","1924","1","24","São Paulo",NA,"Estado de São Paulo: São Paulo, Jabaquara.",NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"95","2020-09-12 05:00:02-03","US","US","483658","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"A. F. M. Glaziou","13683","South America","Brazil",NA,NA,"US02148803","US02148803_01",NA,NA,NA,NA,NA,"Province de Minas, Bresil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"96","2020-09-12 05:00:02-03","US","US","2617645","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"J. Lanna Sobro","1067","South America - Neotropics","Brazil",NA,NA,"US02148798","US02148798_01","1965","8","9","Espírito Santo",NA,"Linhares, Refugio Biologico Sooretama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"97","2020-09-12 05:00:02-03","US","US","2646937","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Ranzato Filardi, F. L., (JBRJ)","F. C. Hoehne","s.n.","South America - Neotropics","Brazil",NA,"Previously annotated by V.E. Rudd (1973) as Machaerium legala (Vell.) Benth. Sheet apparently mounted with flowering & fruiting specimens collected from same cultivated plant on two different dates. Planta viva no. 217","US00385828","US00385828_01","1932","1","20","São Paulo",NA,"Estado de São Paulo: São Paulo, Parque e Jardim Botanico de São Paulo.",NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"98","2020-09-12 05:00:02-03","US","US","1673815","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Schott, --","s.n.","South America","Brazil",NA,NA,"US02148800","US02148800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
