"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","county","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"139","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196712","PreservedSpecimen","Plantae","Celastraceae","Salacia","amygdalina","Salacia amygdalina","Anderson WR","1973","03","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196712",NA,"Estado de Goias, Serra Geral do Parana, 4 km by road E od Sao Joao da Alianca, ca. 1000m, open, rocky cerrado traversed by6 stream.",NA,NA,NA,NA,NA,"Celastrales","Peyr.",NA,NA,NA,"NL-U1196712",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"140","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196713","PreservedSpecimen","Plantae","Celastraceae","Salacia","amygdalina","Salacia amygdalina","Irwin HS; Souza R; Reis dos Santos R","1966","01","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196713 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196713",NA,"The Planalto do Brasil, Distrito Federal, Wooded margin, Corrego Landim, ca. 25 km N of Brasilia, D.F.",NA,NA,NA,NA,NA,"Celastrales","Peyr.",NA,NA,NA,"NL-U1196713",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"141","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197185","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Taylor EL; et al.","1983","02","26","Southern America","Brazil",NA,NA,"Secondary forest on sandy soil, very open (Mata de transicao).<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197185 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197185","Maranhão","Municipio Tuntum; Palmeirinhas, on unpaved road S from BR-226, between Presidente Duarte and Barro do Corda.","-44.466667","-5.233333","-44.466667","-5.233333",NA,"Celastrales","A.C.Sm.","Mennega AMW",NA,NA,"NL-U1197185",NA,NA,NA,NA,NA,NA,"1991","11","01","Magnoliopsidae","U 0121517",NA,NA,NA
"142","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056595","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lindeman JC","1954","05","17","Southern America","Surinam",NA,NA,"In mountain savannaforest on bauxite hill.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056595","Marowijne","Rikanau prope Moengo.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-L1056595",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3934",NA,NA,NA
"143","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056598","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lanjouw J; Lindeman JC","1949","03","07","Southern America","Surinam",NA,NA,"In forest on hill at km 3,7<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056598 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056598","Marowijne","In montibus qui dicuntur Nassau.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-L1056598",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1739",NA,NA,NA
"144","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056597","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lanjouw J; Lindeman JC","1949","03","07","Southern America","Surinam",NA,NA,"In forest on hill at km 3,7<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056597","Marowijne","In montibus qui dicuntur Nassau.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-L1056597",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1739",NA,NA,NA
"145","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056592","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Donselaar J van","1966","01","01","Southern America","Surinam",NA,NA,"High forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056592","Brokopondo","Suriname. Brokopondo area.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-L1056592",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12119",NA,NA,NA
"146","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056593","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Donselaar J van","1966","01","01","Southern America","Surinam",NA,NA,"High forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056593","Brokopondo","Suriname. Brokopondo area.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-L1056593",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12119",NA,NA,NA
"147","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056594","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lindeman JC","1954","05","17","Southern America","Surinam",NA,NA,"In mountain savannaforest on bauxite hill.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056594","Marowijne","Rikanau prope Moengo.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-L1056594",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3934",NA,NA,NA
"148","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056596","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lanjouw J; Lindeman JC","1949","03","07","Southern America","Surinam",NA,NA,"In forest on hill at km 3,7<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056596","Marowijne","In montibus qui dicuntur Nassau.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-L1056596",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1739",NA,NA,NA
"149","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056599","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lanjouw J; Lindeman JC","1949","03","07","Southern America","Surinam",NA,NA,"In forest on hill at km 3,7<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056599 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056599","Marowijne","In montibus qui dicuntur Nassau.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-L1056599",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1739",NA,NA,NA
"150","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056600","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lanjouw J; Lindeman JC","1949","03","07","Southern America","Surinam",NA,NA,"In forest on hill at km 3,7<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056600","Marowijne","In montibus qui dicuntur Nassau.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-L1056600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0052683 | Uw 1739",NA,NA,NA
"151","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U 0052684","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lanjouw J; Lindeman JC","1949","03","07","Southern America","Surinam",NA,NA,"In forest on hill at km 3,7<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200052684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0052684","Marowijne","In montibus qui dicuntur Nassau.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 1739",NA,NA,NA
"152","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U 0079759","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lindeman JC","1954","05","17","Southern America","Surinam",NA,NA,"In mountain savannaforest on bauxite hill.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200079759 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0079759","Marowijne","Rikanau prope Moengo.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3934",NA,NA,NA
"153","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U 0273417","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Donselaar J van","1966","01","01","Southern America","Surinam",NA,NA,"High forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273417","Brokopondo","Suriname. Brokopondo area.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12119",NA,NA,NA
"154","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U 0273770","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lindeman JC","1954","05","31","Southern America","Surinam",NA,NA,"In high forest on hill in Kayser-line, between line 5 and 6.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273770 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273770","Marowijne","Rikanau prope Moengo.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw4065",NA,NA,NA
"155","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U 0273771","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lanjouw J; Lindeman JC","1949","03","07","Southern America","Surinam",NA,NA,"In forest on hill at km 3,7<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273771 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273771","Marowijne","In montibus qui dicuntur Nassau.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1739",NA,NA,NA
"156","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196963","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Bruijn J de","1967","03","03","Southern America","Colombia",NA,NA,"Secondary forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196963","Antioquia","border between Departamento de Antioquia and Departamento Bolivar, ± 38 km W of Barrancabermeja. Near the confluence of the rivers Ité and Tamar into the river Cimitarra.","-74.25","6.916667","-74.25","6.916667",NA,"Celastrales","A.C.Sm.","Mennega AMW",NA,NA,"NL-U1196963",NA,NA,NA,NA,NA,NA,"1992","02","01","Magnoliopsidae","U 0121521",NA,NA,NA
"157","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197184","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Hunt DR; Ramos JF","1966","07","16","Southern America","Brazil",NA,NA,"Gallery forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197184 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197184","Distrito Federal","Brasilia, D.F.: 30 km south of Brasilia on road to Belo Horizonte.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.","Görts-van Rijn ARA; Mennega AMW",NA,NA,"NL-U1197184",NA,NA,NA,NA,NA,NA,"1991","11","01","Magnoliopsidae","U 0253285",NA,NA,NA
"158","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197186","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lindeman JC","1954","05","17","Southern America","Surinam",NA,NA,"In mountain savannaforest on bauxite hill.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197186 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197186","Marowijne","Rikanau prope Moengo.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-U1197186",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0121520",NA,NA,NA
"159","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197187","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Rabelo BV; Solamon N; Souza R","1984","12","20","Southern America","Brazil",NA,NA,"Non-inundated moist forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197187 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197187","Amapá","Brazil. Amapá: Municipio de Mazagão, BR-156, road under construction which will connect Macapá with Monte Dourado, 79 km WSW of Macapá, c. 10 km SW of Rio Preto.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-U1197187",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0121482",NA,NA,NA
"160","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197188","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Donselaar J van","1966","01","01","Southern America","Surinam",NA,NA,"High forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197188","Brokopondo","Suriname. Brokopondo area.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-U1197188",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0121481",NA,NA,NA
"161","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197189","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lanjouw J; Lindeman JC","1949","03","07","Southern America","Surinam",NA,NA,"In forest on hill at km 3,7<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197189 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197189","Marowijne","In montibus qui dicuntur Nassau.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-U1197189",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0121480",NA,NA,NA
"162","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197190","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Prance GT; Steward JR; Ramos JF; Farias LG","1969","02","11","Southern America","Brazil",NA,NA,"Forest on terra firme.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197190","Roraima","4-6 km south of Auaris",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.","Mennega AMW",NA,NA,"NL-U1197190",NA,NA,NA,NA,NA,NA,"1972","11","01","Magnoliopsidae","U 0121479",NA,NA,NA
"163","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197191","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Lindeman JC","1954","05","31","Southern America","Surinam",NA,NA,"In high forest on hill in Kayser-line, between line 5 and 6.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197191","Marowijne","Rikanau prope Moengo.",NA,NA,NA,NA,NA,"Celastrales","A.C.Sm.",NA,NA,NA,"NL-U1197191",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0121478",NA,NA,NA
"164","2020-02-08 08:57:59-03","NBC","NL-BOTANY","WAG.1544651","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Bruijn J de","1967","03","03","Southern America","Colombia",NA,NA,"Secondary forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1544651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1544651","Antioquia","border between Departamento de Antioquia and Departamento Bolivar, ± 38 km W of Barrancabermeja. Near the confluence of the rivers Ité and Tamar into the river Cimitarra.","-74.25","6.916667","-74.25","6.916667",NA,"Celastrales","A.C.Sm.","Mennega AMW",NA,NA,"NL-WAG1544651",NA,NA,NA,NA,NA,NA,"1992","02","01","Magnoliopsidae","WAG0097197",NA,NA,NA
"165","2020-02-08 08:57:59-03","NBC","NL-BOTANY","WAG.1544652","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","Bruijn J de","1967","03","03","Southern America","Colombia",NA,NA,"Secondary forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1544652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1544652","Antioquia","border between Departamento de Antioquia and Departamento Bolivar, ± 38 km W of Barrancabermeja. Near the confluence of the rivers Ité and Tamar into the river Cimitarra.","-74.25","6.916667","-74.25","6.916667",NA,"Celastrales","A.C.Sm.","Mennega AMW",NA,NA,"NL-WAG1544652",NA,NA,NA,NA,NA,NA,"1992","02","01","Magnoliopsidae","WAG0097196",NA,NA,NA
"166","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196969","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Davidse G; González AC","1978","02","23","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196969","Apure",NA,"-67.216667","6.083333","-67.216667","6.083333",NA,"Celastrales","(Mart.) G.Don","Hedin JP",NA,NA,"NL-U1196969",NA,NA,NA,NA,NA,NA,"2000","08","01","Magnoliopsidae","U 0066929",NA,NA,NA
"167","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196964","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Sanjines A","1999","05","24","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196964 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196964","Beni",NA,"-64.916667","-14.6","-64.916667","-14.6",NA,"Celastrales","(Mart.) G.Don","Sanjines A",NA,NA,"NL-U1196964",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0112586",NA,NA,NA
"168","2020-02-08 08:58:00-03","NBC","NL-BOTANY","U.1197215","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Dubs B","1987","09","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197215 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197215","Mato Grosso",NA,"-56.166667","-19.5","-56.166667","-19.5",NA,"Celastrales","(Mart.) G.Don","Hedin JP",NA,NA,"NL-U1197215",NA,NA,NA,NA,NA,NA,"2000","08","01","Magnoliopsidae","U 0066922",NA,NA,NA
"169","2020-02-08 08:58:00-03","NBC","NL-BOTANY","U.1197200","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Ratter JA; Ramos J","1967","08","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197200","Mato Grosso","7 km SW of Xavantina","-52.333333","-14.733333","-52.333333","-14.733333",NA,"Celastrales","(Mart.) G.Don","Hedin JP",NA,NA,"NL-U1197200",NA,NA,NA,NA,NA,NA,"2000","09","01","Magnoliopsidae","U 0121358",NA,NA,NA
"170","2020-02-08 08:58:00-03","NBC","NL-BOTANY","U.1197199","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Cid Ferreira CA","1987","04","29","Southern America","Brazil",NA,NA,"Mata de terra firme, solo argiloso.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197199","Rondônia","Mun. Alvorada do Oeste, Rondônia. BR-429 entre o Rio Machado e a cidade de Alvorada do Oeste a 22 km da cidade.","-62.333333","-11.25","-62.333333","-11.25",NA,"Celastrales","(Mart.) G.Don","Hedin JP",NA,NA,"NL-U1197199",NA,NA,NA,NA,NA,NA,"2000","09","01","Magnoliopsidae","U 0121359",NA,NA,NA
"171","2020-02-08 08:57:59-03","NBC","NL-BOTANY","L.1056612","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Unknown",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056612 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056612","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,"Celastrales","(Mart.) G.Don",NA,NA,NA,"NL-L1056612",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw9162",NA,NA,NA
"172","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196933","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Davidse G; González AC","1978","02","01","Southern America","Venezuela",NA,NA,"Tall, mostly evergreen gallery forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196933","Apure","Apure: Distrito Pedro Camejo, bank of the Rio Orinoco opposite Isla Pantallo, 48 airline km NE of Puerto Pßez.","-67.15","6.216667","-67.15","6.216667",NA,"Celastrales","(Mart.) G.Don","Mennega AMW",NA,NA,"NL-U1196933",NA,NA,NA,NA,NA,NA,"1985","10","01","Magnoliopsidae","U 0121946",NA,NA,NA
"173","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196928","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Gentry AH; Tillett SS","1974","03","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196928 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196928","Amazonas","San Fernando de Atabapo, Lago Titi, near the city.",NA,NA,NA,NA,NA,"Celastrales","(Mart.) G.Don","Mennega AMW",NA,NA,"NL-U1196928",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0121727",NA,NA,NA
"174","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196939","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Davidse G; Gonzáles AC","1977","05","05","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196939","Apure","Venezuela, Apure, Distrito Pedro Camejo, 2.5 km upstream from the mouth of the Río Capanaparo at its junction with the Río Orinoco directly west of Isla La Urbana.","-67.05","7.166667","-67.05","7.166667",NA,"Celastrales","(Mart.) G.Don","Mennega AMW",NA,NA,"NL-U1196939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0121355",NA,NA,NA
"175","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196940","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Davidse G; González AC","1977","04","01","Southern America","Venezuela",NA,NA,"Evergreen gallery forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196940","Apure","Apure: Distrito San Fernando, between the bank of the Rio Orinoco, opposite Isla Peladura, and the lagunas c. 1 km inland.","-66.85","7.25","-66.85","7.25",NA,"Celastrales","(Mart.) G.Don","Mennega AMW",NA,NA,"NL-U1196940",NA,NA,NA,NA,NA,NA,"1978","11","01","Magnoliopsidae","U 0121354",NA,NA,NA
"176","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1196966","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Sanoja E; et al.","1989","10","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196966 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196966","Amazonas",NA,"-66.958333","5.366667","-66.958333","5.366667",NA,"Celastrales","(Mart.) G.Don","Lombardi JA",NA,NA,"NL-U1196966",NA,NA,NA,NA,NA,NA,"2001","11","01","Magnoliopsidae","U 0017287",NA,NA,NA
"177","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197169","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Ferraz EMN; Bispo AG","1998","09","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197169 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197169",NA,"São Vicente Férrer (Mata do Estado). Pernambuco, São Vicente Férrer, Mata do Estado. Mata Úmida.","-35.5","-7.583333","-35.5","-7.583333",NA,"Celastrales","(Mart.) G.Don",NA,NA,NA,"NL-U1197169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"178","2020-02-08 08:57:59-03","NBC","NL-BOTANY","U.1197173","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Heringer EP; et al.","1981","01","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197173",NA,"Brasília DF, Cachoeira do Pirpiripau. Testemunha de mata ciliar.",NA,NA,NA,NA,NA,"Celastrales","(Mart.) G.Don",NA,NA,NA,"NL-U1197173",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"179","2020-02-08 08:58:00-03","NBC","NL-BOTANY","U.1197202","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","Stahel G","1926","04","20","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197202 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1197202",NA,"Wilhelmina gebergte",NA,NA,NA,NA,NA,"Celastrales","(Mart.) G.Don",NA,NA,NA,"NL-U1197202",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0121366",NA,NA,NA
