"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"175","2020-02-08 10:05:16-03","NBC","NL-BOTANY","L.2557845","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","03","13","Brazil",NA,NA,"Santa Catarina, Alto Matador, Rio do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557845","NL-L2557845",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-02-08 10:05:16-03","NBC","NL-BOTANY","L.3904645","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Schnell RAA",NA,"1958","08","01","Brazil",NA,NA,"Plantes d'Amérique Tropicale. Serra do Mar, Etat de Sao Paulo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3904645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3904645","NL-L3904645",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U 0053836","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053836",NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw 14543",NA,NA,NA,NA,NA,NA,NA
"178","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U 0275961","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275961",NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw14543",NA,NA,NA,NA,NA,NA,NA
"179","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420919","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Rauscher I",NA,NA,NA,NA,"Brazil",NA,NA,"State Paraná, Mun. Curitiba.","-49.416667","-25.416667","-49.416667","-25.416667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420919","NL-U1420919",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420920","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","08","28","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. 4 km N.W. of Rio Branco do Sul, 25 km N. of Curitiba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420920","NL-U1420920",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420921","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Handro O",NA,"1958","05","29","Brazil",NA,NA,"Sao Paulo: Sao José do Barreiro, Serra da Bocaina.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420921","NL-U1420921",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420922","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","02","20","Brazil",NA,NA,"Plantas de Santa Catarina. Novo Horizonte, Lauro Müller.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420922","NL-U1420922",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420923","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Brade AC",NA,"1951","04","21","Brazil",NA,NA,"Est. de S. Paulo - Serra da Bocaina.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420923","NL-U1420923",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420924","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Widgren JF",NA,"1845","01","01","Brazil",NA,NA,"Prov. Minas Geraes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420924 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420924","NL-U1420924",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420925","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Lanstyack D",NA,"1937","04","01","Brazil",NA,NA,"Est. S. Paulo - Campos de Jordão.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420925 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420925","NL-U1420925",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420926","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Henschen SE",NA,"1868","03","28","Brazil",NA,NA,"Brasilia, prov. Minas Geraës, cidade de Caldas, prope Rio Verde.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420926 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420926","NL-U1420926",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420927","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Henschen SE",NA,"1868","03","28","Brazil",NA,NA,"Brasilia, prov. Minas Geraës, cidade de Caldas, prope Rio Verde.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420927 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420927","NL-U1420927",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-02-08 10:05:16-03","NBC","NL-BOTANY","WAG.1095175","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Silva JM; Cordeiro J",NA,"1988","04","12","Brazil",NA,NA,"Rio do Corvo (mun. Quatro Barras) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095175 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095175","NL-WAG1095175",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-02-08 10:05:16-03","NBC","NL-BOTANY","L.2557846","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana brevifolia","Cogn.",NA,NA,NA,NA,"Glaziou AFM",NA,"1889","01","01","Brazil",NA,NA,"Prov. S.Paulo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557846","NL-L2557846",NA,"Myrtales","Southern America",NA,"brevifolia",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-11-04 11:13:53-03","ESALQ","ESA","84826","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Araki, D.F.; Rother, D.C.; Oliveira S.H.; Toledo, R.M.; Tamashiro J.Y.; Rodrigues, R.R.; Souza, V.C.; Paula-Souza, J.; Muniz, M.R.A.; Ivanauskas, N.M.","73.0","2003","04","19","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales - trilha saindo 500, antes da sede do núcleo Barra Grande em direcão a E.E Xitue Floresta Ombrófila Densa Montana vegetação conservada com escorregamentos naturais e cin","-48.21","-24.18","-48.21","-24.18",NA,NA,"Arbórea, 5m, beira da estrada, flor lilás.","ESA084826","ESA084826","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-11-04 11:13:53-03","ESALQ","ESA","91465","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"Viani, R.A.G. et al.","440.0","2004","07","12","Brasil","São Paulo","Bofete","Fazenda Santa Terezinha (Eucatex). Remanescente de Floresta Estacional Semidecidual",NA,"-230.333","-48,183,333","-230,333",NA,NA,NA,"ESA091465","ESA091465","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-11-04 11:13:53-03","ESALQ","ESA","14897","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Barreto, K.D. et al.","1081.0","1993","08","27","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"ESA014897",NA,"Magnoliophyta",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-11-04 11:13:53-03","ESALQ","ESA","3075","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Rodrigues, F.A.",NA,"1984","06","05","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA003075",NA,"Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-11-04 11:13:53-03","ESALQ","ESA","75217","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","554.0","2001","04","10","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. 800 m.s.m. Floresta de neblina com campo adjacente.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto, ca. 40 cm alt.; frutos castanho-esverdeados. Campo.","ESA075217","ESA075217","Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-04 11:13:53-03","ESALQ","ESA","62882","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn","Dias, M.C.","1999","01","01","Leão, F.F.",NA,"1986","04","26","Brasil","Paraná","Tamarana",NA,"-51.0971984863281","-23.7233009338379",NA,NA,NA,NA,NA,"ESA062882","ESA062882","Magnoliophyta",NA,NA,NA,NA,"23681","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-11-04 11:13:53-03","ESALQ","ESA","39763","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","2079.0","1992","03","09","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"ESA039763","ESA039763","Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-04 11:13:53-03","ESALQ","ESA","16309","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn","Scaramuzza, C.A.M.","1994","12","30","Souza, V.C. et al.","6196.0","1994","06","04","Brasil","São Paulo","Bom Sucesso de Itararé",NA,"-49.1399993896484","-24.3099994659424",NA,NA,NA,NA,NA,"ESA016309",NA,"Magnoliophyta",NA,NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-04 11:13:53-03","ESALQ","ESA","9717","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn","Martins, A.B.","1994","08","11","Souza, V.C. et al.","3530.0","1993","05","19","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA009717",NA,"Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-11-04 11:13:53-03","ESALQ","ESA","51460","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Castilho, L.R.",NA,"2004","11","20","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA051460","ESA051460","Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-11-04 11:13:53-03","ESALQ","ESA","104302","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.","1182.0","2002","03","12","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA104302","ESA104302","Magnoliophyta",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-04 11:13:53-03","ESALQ","ESA","3964","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Cordeiro, C.G.",NA,"1989","09","24","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA003964",NA,"Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-04 11:13:53-03","ESALQ","ESA","3704","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Chiea, S.A.C","1988","01","01","Aguiar, O.T.",NA,"1985","03","28","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA003704",NA,"Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-11-04 11:13:53-03","ESALQ","ESA","119165","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"Meyer, F.S.",NA,NA,NA,"Baptistella, J.L.C.","4.0","2011","10","25","Brasil","São Paulo","Araras","Jardim residencial.","-47.3800010681152","-22.3500003814697",NA,NA,NA,NA,NA,"ESA119165","ESA119165","Magnoliophyta",NA,NA,NA,NA,"22739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-11-04 11:13:53-03","ESALQ","ESA","75262","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Souza, V.C. et al.",NA,NA,NA,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","79.0","2001","04","11","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto, flores roxas.","ESA075262","ESA075262","Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-11-04 11:13:53-03","ESALQ","ESA","106826","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"Meyer, F.S.","1905","07","05","Romão, G.O. ; Dantas, A.P.T.","1575.0","1905","06","28","Brasil","Paraná","Campina Grande do Sul","Morro Camapuã; propriedade do sr. Agüilheiro, acesso por estrada de terra com 5Km a partir da saída da BR-116 no Km 51-52 (25°14'51,5S 48°54'19,5W), ca. 1Km do Posto do Tulha.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arvoreta 3m alt.; frutos castanhos claros.","ESA106826","ESA106826","Magnoliophyta",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-11-04 11:13:53-03","ESALQ","ESA","106770","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"Meyer, F.S.",NA,NA,NA,"Romão, G.O. ; Dantas, A.P.T.","1520.0","1905","06","28","Brasil","Paraná","Campina Grande do Sul","Pico Caratuva, Fazenda Pico Paraná, acesso por estrada de terra com 8Km a partir da saída da BR-116 no Km 46-47, antes do Rio Tucum. Ao longo da trilha, 1700-1850m.s.m.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arvoreta até 2,5m alt.; frutos verdes.","ESA106770","ESA106770","Magnoliophyta",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-11-04 11:13:53-03","ESALQ","ESA","84830","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Silva, R.R.",NA,NA,NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","219.0","2003","04","21","Brasil","São Paulo","Iporanga","Parque Estadual Intervales, município Iporanga.Nucleo Bulha D'agua, trilha da Caverna do Sr.Bento","-482.958","-242.018","-482,958","-242,018","550","550","Arvore com flores lilases e flores brancas","ESA084830",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-11-04 11:13:53-03","ESALQ","ESA","79657","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","253.0","2002","04","21","Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139, Km69). Floresta Ombrófila Densa Montana ao longo e no entorno do Rio Bonito.","-475.939","-240.829","-475,939","-240,829",NA,NA,"Arbusto de 2m coletado na borda da mata. Flores róseas.","ESA079657","ESA079657","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-11-04 11:13:53-03","ESALQ","ESA","80680","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","202.0","2002","04","19","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana.",NA,"-240.675","-47,968,889","-240,675",NA,NA,"Árvore de 6m. Flores com sépalas verdes; pétalas variando de branco a roxo.","ESA080680","ESA080680","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-11-04 11:13:53-03","ESALQ","ESA","130322","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Souza, V.C.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35525.0","2013","04","12","Brasil","São Paulo","Franco da Rocha","Fragmento 11 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-23.3156","-46.7942","-23.3156","-46.7942","827","827","Árvore. 5m de alt. Flores roxas.","ESA130322",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-11-04 11:13:53-03","ESALQ","ESA","39761","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn","Hatschbach, G.",NA,NA,NA,"Rotta, E.","167.0","1980","03","19","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"ESA039761","ESA039761","Magnoliophyta",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-11-04 11:13:53-03","ESALQ","ESA","17860","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Rossi, L. et al.","1454.0","1994","03","29","Brasil","São Paulo","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,"ESA017860",NA,"Magnoliophyta",NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-11-04 10:56:10-03","ESALQ","ESA","134221","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"C.P. Caliari et al.","2231.0","2009","04","14","Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin. Borda da mata. Floresta ombrófila mista próximo a curso de rio com presenaça marcante de Pteridophyta no subosque.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Árvore ca. 4,5 m., flores roxas-rosadas","ESA134221",NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-11-04 10:56:10-03","ESALQ","ESA","135731","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","V.S. Moreno","2014",NA,NA,"V.S. Moreno","1.0","1905","07","05","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,"ESA135731",NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-11-04 11:13:53-03","ESALQ","ESA","25553","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn","Martins, A.B.","1994","08","11","Souza, V.C. et al.","3531.0","1993","05","19","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA025553","ESA025553","Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-11-04 11:13:53-03","ESALQ","ESA","8917","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn","Martins, A.B.","1994","08","11","Scaramuzza, C.A.M. ; Souza, V.C.","107.0","1989","04","09","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA008917",NA,"Magnoliophyta",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-11-04 11:13:53-03","ESALQ","ESA","21885","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.",NA,NA,NA,"Tamashiro, J.Y. et al.","784.0","1995","04","11","Brasil","São Paulo","Joanópolis",NA,"-46.2700004577637","-22.9300003051758",NA,NA,NA,NA,NA,"ESA021885",NA,"Magnoliophyta",NA,NA,NA,NA,"22329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
