"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"173","2019-08-27 13:31:21-03","IAP","PACA-AGP","32622","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Henz, E.",NA,"1945","11","11","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA032622",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"174","2019-08-27 13:31:21-03","IAP","PACA-AGP","2222","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","D. Legrand","Rambo, B.",NA,"1935","12","21","Brasil","RS","Montenegro","São Salvador, Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silva Fenofase: flor","PACA002222",NA,"1954","08","28","Magnoliophyta","Myrtales",NA,NA,NA,"21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"175","2019-08-27 13:31:22-03","IAP","PACA-AGP","48504","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Sehnem, A.","1472","1945","11","21","Brasil","RS","Pareci Novo","ad flumen","-51.3974990844727","-29.6382999420166",NA,NA,NA,NA,"Habitat: in silva campestri Hábito: árvore","PACA048504",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"9951","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"176","2019-08-27 13:31:22-03","IAP","PACA-AGP","63434","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","J. Mattos","Sacco","1083","1958","03","24","Brasil","RS","Pelotas","Retiro, nas margens do Arroio Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"planta escassa. Habitat: in silvula Fenofase: flor","PACA063434",NA,"1963","07",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"51462","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"177","2019-08-27 13:31:21-03","IAP","PACA-AGP","39280","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1948","12","29","Brasil","RS","Porto Alegre","Itapoã, Campo do Varejão","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor semievoluto","PACA039280",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"178","2019-08-27 13:31:21-03","IAP","PACA-AGP","39263","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1948","12","28","Brasil","RS","Porto Alegre","Morro do Sabiá","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva riparia Fenofase: flor semievoluto","PACA039263",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"179","2019-08-27 13:31:21-03","IAP","PACA-AGP","25628","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1944","01",NA,"Brasil","RS","São Gabriel","Faz. Santa Cecília","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor semievoluto","PACA025628",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"56206","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"180","2019-08-27 13:31:22-03","IAP","PACA-AGP","40920","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1949","04","08","Brasil","RS","São Leopoldo","ad montem das Cabras","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA040920",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"10287","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"181","2019-08-27 13:31:22-03","IAP","PACA-AGP","51670","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1951","12","28","Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA051670",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"63451","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"182","2019-08-27 13:31:21-03","IAP","PACA-AGP","26378","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","D. Legrand","P. Buck SJ",NA,"1945","01",NA,"Brasil","RS","Palmares","Faz. das Almas",NA,NA,NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA026378",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"183","2019-08-27 13:31:22-03","IAP","PACA-AGP","4705","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1941","03","10","Brasil","RS","Palmeira","Salto Mucunan, flumen Uruguay",NA,NA,NA,NA,NA,NA,"Habitat: in silva riparia Fenofase: fruto semievoluto","PACA004705",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"184","2019-08-27 13:31:22-03","IAP","PACA-AGP","53343","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1952","11","24","Brasil","RS","São Luiz","Caaró",NA,NA,NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA053343",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"185","2019-08-27 13:31:22-03","IAP","PACA-AGP","39593","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1943","01","07","Brasil","RS","Cachoeirinha",NA,"-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor subaperto","PACA039593",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"9806","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"186","2019-08-27 13:31:21-03","IAP","PACA-AGP","36786","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"SEM MATERIAL. Habitat: in araucarieto Fenofase: fruto maturo","PACA036786",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"30776","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"187","2019-08-27 13:31:22-03","IAP","PACA-AGP","41840","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","D. Legrand","Rambo, B.",NA,"1949","06","03","Brasil","RS","Canoas",NA,"-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: fruto semievoluto","PACA041840",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"8037","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"188","2019-08-27 13:31:22-03","IAP","PACA-AGP","41761","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1949","05","31","Brasil","RS","Canoas",NA,"-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: fruto semievoluto","PACA041761",NA,"1954","09","28","Magnoliophyta","Myrtales",NA,NA,NA,"8037","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"189","2019-08-27 13:31:21-03","IAP","PACA-AGP","38297","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1948","11","24","Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA038297",NA,"1954","07","28","Magnoliophyta","Myrtales",NA,NA,NA,"7214","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"190","2019-08-27 13:31:22-03","IAP","PACA-AGP","43251","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1949","09","05","Brasil","RS","Montenegro","Estação Azevedo","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: fruto submaturo","PACA043251",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"191","2019-08-27 13:31:22-03","IAP","PACA-AGP","47813","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Sehnem, A.","3818","1949","09","01","Brasil","RS","Montenegro","L. São Pedro, Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silva (arbustum in dumeto)","PACA047813",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"192","2019-08-27 13:31:22-03","IAP","PACA-AGP","44334","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","B. Rambo SJ","Rambo, B.",NA,"1949","11","11","Brasil","RS","Porto Alegre","ad flumen Gravataí","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SEM MATERIAL. Habitat: in silvula campestri Fenofase: flor","PACA044334",NA,"1957","09","13","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"193","2019-08-27 13:31:21-03","IAP","PACA-AGP","39381","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1948","12","31","Brasil","RS","Porto Alegre","Belém Novo","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor semievoluto","PACA039381",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"194","2019-08-27 13:31:21-03","IAP","PACA-AGP","39109","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","D. Legrand","Rambo, B.",NA,"1948","12","22","Brasil","RS","Porto Alegre","Itapoã","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor subaperto","PACA039109",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"195","2019-08-27 13:31:21-03","IAP","PACA-AGP","38154","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1948","11","20","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: fruto maturo","PACA038154",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"196","2019-08-27 13:31:21-03","IAP","PACA-AGP","39443","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1949","01","04","Brasil","RS","Porto Alegre","Teresópolis","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA039443",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"197","2019-08-27 13:31:22-03","IAP","PACA-AGP","50277","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1951","06","07","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: fruto novissimo","PACA050277",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"198","2019-08-27 13:31:22-03","IAP","PACA-AGP","40687","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1949","03","26","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA040687",NA,"1954","08","28","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"199","2019-08-27 13:31:21-03","IAP","PACA-AGP","38474","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1948","12","01","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA038474",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"200","2019-08-27 13:31:21-03","IAP","PACA-AGP","38468","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1948","12","01","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor semievoluto","PACA038468",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"201","2019-08-27 13:31:21-03","IAP","PACA-AGP","31651","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1945","12","12","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA031651",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"202","2019-08-27 13:31:21-03","IAP","PACA-AGP","30658","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1945","11","27","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: fruto submaturo","PACA030658",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"203","2019-08-27 13:31:21-03","IAP","PACA-AGP","28993","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1945","08","15","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA028993",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"204","2019-08-27 13:31:22-03","IAP","PACA-AGP","793","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","D. Legrand","Rambo, B.",NA,"1933","11","05","Brasil","RS","Porto Alegre","Vila Manresa, Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA000793",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"205","2019-08-27 13:31:21-03","IAP","PACA-AGP","282","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1933","01","07","Brasil","RS","Porto Alegre","Vila Manresa, Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA000282",NA,"1957","09","15","Magnoliophyta","Myrtales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"206","2019-08-27 13:31:22-03","IAP","PACA-AGP","49788","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","opaca","Eugenia opaca","O. Berg","Emrich-Rambo","Rambo, B.",NA,"1951","01","18","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Espécie confirmada por J. Mattos em 11.1962. Habitat: in silvula riparia Fenofase: flor","PACA049788",NA,"1954","08","29","Magnoliophyta","Myrtales",NA,NA,NA,"20837","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"207","2019-08-27 13:31:22-03","IAP","PACA-AGP","86711","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","Ribeiro, C.L.","Sehnem, A.","13283","1973","01","25","Brasil","RS","Bagé",NA,"-54.1068992614746","-31.3313999176025",NA,NA,"300","300","Habitat: in campo Hábito: árvore","PACA086711",NA,"2019","05","09","Magnoliophyta","Myrtales",NA,NA,NA,"74087","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"208","2019-08-27 13:31:22-03","IAP","PACA-AGP","85607","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","R. M. Senna","J. Spanholi",NA,"2000","06","21","Brasil","RS","Barracão","Barra do Rio Marmeleiro","-51.4606018066406","-27.6716995239258",NA,NA,NA,NA,"HAS 37263.","PACA085607",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"28327","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"209","2019-08-27 13:31:25-03","IAP","PACA-AGP","94931","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","C. Mondin","C. Mondin et al.","1875","1999","09",NA,"Brasil","RS","Camaquã","Pacheca","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"HASU 7379&nf;3,5 m alt. Habitat: mata arenosa Hábito: arvoreta","PACA094931",NA,"1999",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"49429","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"210","2019-08-27 13:31:22-03","IAP","PACA-AGP","94510","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","Mondin","C. Mondin et al.","1875","1999","09","04","Brasil","RS","Camaquã","Pacheca, Ilha das Três Bocas","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"HASU 7379&nf;C/ ca. 3,5m alt. Habitat: Mata arenosa Hábito: arvoreta","PACA094510",NA,"1999","09",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"49429","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"211","2019-08-27 13:31:22-03","IAP","PACA-AGP","94511","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","C. Mondin","C. Mondin & A. Iob","1781","1999","01","20","Brasil","RS","Camaquã","Pacheca, Ilha de Santo Antonio","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"HASU 7210&nf;c/ ca. 3,5m alt. Habitat: Mata arenosa Hábito: árvore","PACA094511",NA,"1999","07",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"49429","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"212","2019-08-27 13:31:22-03","IAP","PACA-AGP","94506","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","C. Mondin","C. Mondin & A. Iob","1742","1999","01","19","Brasil","RS","Camaquã","Pacheca, Ilha de Sto Antonio","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"HASU 7242&nf;c/ ca. 2,5 m Habitat: Na vegetação arbustiva Hábito: arbusto","PACA094506",NA,"1999","07",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"49429","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"213","2019-08-27 13:31:22-03","IAP","PACA-AGP","72362","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","M. Sobral","J. A. Jarenkow","1384","1989","10","31","Brasil","RS","Camaquã","Pacheca, rio Camaquã","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"flores brancas aromáticas. herb. PEL 11533. Habitat: mata de galeria Hábito: arvoreta","PACA072362",NA,"1990","03",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"49429","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"214","2019-08-27 13:31:22-03","IAP","PACA-AGP","56726","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","D. Legrand","Rambo, B.",NA,"1955","02","08","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"SEM MATERIAL. Habitat: in silva campestri Fenofase: flor subaperto","PACA056726",NA,"1955","10","05","Magnoliophyta","Myrtales",NA,NA,NA,"49662","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"215","2019-08-27 13:31:22-03","IAP","PACA-AGP","47946","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","J. Mattos","Sehnem, A.","3543","1948","12","20","Brasil","RS","Cerro Largo",NA,"-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"Habitat: in silvula ad rivum Fenofase: flor Hábito: árvore","PACA047946",NA,"1973",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"13082","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"216","2019-08-27 13:31:22-03","IAP","PACA-AGP","113263","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","F. Gonzatti & M. Grizzon","F. Gonzatti","313","2012","01","10","Brasil","RS","Cidreira","Fazenda da Azaléia.","-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,"HUCS 38074 Habitat: em mata de restinga","PACA113263",NA,"2012","02",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"19547","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"217","2019-08-27 13:31:22-03","IAP","PACA-AGP","113264","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","E. Valduga","F. Gonzatti","338","2012","01","10","Brasil","RS","Cidreira","Margem leste da lagoa Suzana.","-50.2056007385254","-30.1811008453369",NA,NA,"13","13","HUCS 38316 Habitat: na borda da mata","PACA113264",NA,"2012","03",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"19547","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"218","2019-08-27 13:31:22-03","IAP","PACA-AGP","86631","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","J. Mauhs","L. Baretta",NA,"2001","08","21","Brasil","RS","Palmares do Sul","Lagoa da Porteira","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"Habitat: borda de mata de restinga","PACA086631",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"31350","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"219","2019-08-27 13:31:22-03","IAP","PACA-AGP","86371","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","J. Mauhs","Mauhs, J.",NA,"1999","09","11","Brasil","RS","Palmares do Sul","Lagoa da Porteira","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"Habitat: borda de mata de restinga Fenofase: fruto","PACA086371",NA,"2001",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"31350","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"220","2019-08-27 13:31:22-03","IAP","PACA-AGP","86366","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","J. Mauhs","Mauhs, J.",NA,"2000","11","29","Brasil","RS","Palmares do Sul","Lagoa da Porteira","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"Habitat: borda de mata de restinga Fenofase: folha","PACA086366",NA,"2001",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"31350","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"221","2019-08-27 13:31:22-03","IAP","PACA-AGP","94514","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","J. Larocca","J. Larocca","98","1992","08",NA,"Brasil","RS","Pantano Grande","Faz. Capão da Fonte","-52.3736000061035","-30.1914005279541",NA,NA,NA,NA,"HEDU 2815 Habitat: Interior de capão","PACA094514",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"34187","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"222","2019-08-27 13:31:22-03","IAP","PACA-AGP","69298","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","J. Mattos","Sehnem, A.","1472","1945","11","24","Brasil","RS","Pareci Novo",NA,"-51.3974990844727","-29.6382999420166",NA,NA,NA,NA,"Habitat: beira de rio","PACA069298",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"9951","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"223","2019-08-27 13:31:22-03","IAP","PACA-AGP","86713","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","Ribeiro, C.L.","Sehnem, A.","13287","1973","01","28","Brasil","RS","Pelotas","Cascatinha","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Habitat: ad rivum Hábito: arbusto","PACA086713",NA,"2019","05","09","Magnoliophyta","Myrtales",NA,NA,NA,"51462","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
