"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","occurrenceRemarks","barcode","phylum","monthIdentified","dayIdentified","continentOcean","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","order","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","imagecode","fieldNumber","individualCount","typeStatus"
"51","2021-02-25 10:13:04-03","CVRD","CVRD","12009","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","A. Giaretta","2015","Folli, D.A.","6236","2008","11","27","BRASIL","ES","Linhares",NA,"<ll>dwc_commonname:</ll> Araçá peludo","CVRD012009","Magnoliophyta","07","01","América do Sul","-40.018844","-19.165847",NA,NA,"Magnoliopsida","Myrtales","56","56","-40,018844","-19,165847",NA,NA,NA,NA
"52","2021-02-25 10:13:04-03","CVRD","CVRD","8418","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","A. Giaretta","2015","Siqueira, G.S.","63","2003","11","14","BRASIL","ES","Linhares",NA,"<ll>dwc_commonname:</ll> Araçá peludo","CVRD008418","Magnoliophyta","06","30","América do Sul","-40.0722007751465","-19.3910999298096","48094","auto","Magnoliopsida","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-25 10:13:04-03","CVRD","CVRD","16699","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","F.F. Mazine","2015","Mazine, F.F.","1257","2015","08","13","BRASIL","ES","Linhares",NA,"Col. Adic.: T.B Flores, N.B.C. Almeida, K.S. Valdemarin <ll>dwc_commonname:</ll> Araçá peludo","CVRD016699","Magnoliophyta","08","13","América do Sul","-40.0722007751465","-19.3910999298096","48094","auto","Magnoliopsida","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-25 10:13:04-03","CVRD","CVRD","16700","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","F.F. Mazine","2015","Mazine, F.F.","1256","2015","08","13","BRASIL","ES","Linhares",NA,"Col. Adic.: T.B Flores, N.B.C. Almeida, K.S. Valdemarin <ll>dwc_commonname:</ll> Araçá peludo","CVRD016700","Magnoliophyta","08","13","América do Sul","-40.0722007751465","-19.3910999298096","48094","auto","Magnoliopsida","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-02-25 10:13:04-03","CVRD","CVRD","7453","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","A. Giaretta","2015","Folli, D.A.","4339","2002","08","30","BRASIL","ES","Linhares",NA,"<ll>dwc_commonname:</ll> Araçá peludo","CVRD007453","Magnoliophyta","06","30","América do Sul","-40.0722007751465","-19.3910999298096","48094","auto","Magnoliopsida","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:26:47-03","USP","SPF","144330","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M","2018","Fiaschi, P","589","2001","01","21","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar",NA,"SPF00144330",NA,"04",NA,NA,"-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:35:20-03","UEFS","HUEFS","192744","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"Dias, H.M.","449","2008","09","20","Brasil","Bahia","Prado","Extremo Sul da Bahia. Povoado de Cumuruxatiba. Na estrada entre Cumuruxatiba e Barra do Cahy. Na área da RESEX de Corumbau.","Área de mussununga, sobre tabuleiro costeiro.","HUEFS0192744","Angiospermae",NA,NA,NA,"-39.1775","-17.030833",NA,NA,"Rosanae","Myrtales",NA,NA,"39W10'39''","17S1'51''","HUEFS0192744",NA,NA,NA
"58","2019-10-07 09:35:25-03","UEFS","HUEFS","87458","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","(O.Berg) Mattos",NA,NA,"Sem coletor",NA,"1818","08",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,NA,"HUEFS0087458","Angiospermae",NA,NA,NA,"-42.0186004638672","-22.8794002532959","40069","auto","Rosanae","Myrtales",NA,NA,NA,NA,NA,NA,NA,"Tipo"
"59","2015-03-07 08:59:43-03","F","FMNH-SEEDPLANTS","V0109563F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,"V0109563F","Spermatophyta",NA,NA,"South America","-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"V0109563F_01",NA,NA,NA
"60","2020-08-20 20:40:26-03","UFSC","FLOR","16347","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M.","1993","Falkenberg, D.B.","3535","1986","10","01","Brasil","Santa Catarina","Florianópolis","Estrada para Canavieiras, próximo ao posto da Plícia Rodoviária, Ratones, Ilha de Santa Catarina.","arvoreta, 5m altura","FLOR0016347",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","10","10",NA,NA,NA,NA,NA,NA
"61","2020-08-20 20:40:26-03","UFSC","FLOR","1597","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,"2011","Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","5763","1964","09","11","Brasil","Santa Catarina","Florianópolis","Picarras, Ilha de Santa Catarina.","árvore, flor branca, 10m altura. Eugenia silvestris, identificada por C.D. Legran, foi considerada nova para Santa Catarina.","FLOR0001597",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","10","10",NA,NA,NA,NA,NA,NA
"62","2020-08-20 20:40:26-03","UFSC","FLOR","22458","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,"2011","Souza, M.L.; et alii","318","1984","10","05","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","árvore, flor branca (perfumada), 6 a 7m altura","FLOR0022458",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-08-20 20:40:26-03","UFSC","FLOR","22457","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M.","1992","Souza, M.L.; et alii","320","1984","10","05","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","arbustivo, 3m altura. Pedúnculo e hipofilo (nervura central) pouco ou não pilosos","FLOR0022457",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-08-20 14:58:16-03","UFSC","FLOR","16207","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M.","2012","Klein, R.M.; Bresolin, A.","7674","1967","11","23","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","arvoreta, Fruto Maduro, roxo-escuro, comestível, 4m altura","FLOR0016207",NA,"11","27",NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","150","150",NA,NA,NA,NA,NA,NA
"65","2020-08-20 20:40:26-03","UFSC","FLOR","18638","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M.","2012","Klein, R.M.; Bresolin, A. & Occhioni","7995","1968","11","21","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","arvoreta, Fruto Maduro, roxo-escuro, 4m altura","FLOR0018638",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","150","150",NA,NA,NA,NA,NA,NA
"66","2020-08-20 20:40:26-03","UFSC","FLOR","5487","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,"2011","Klein, R.M.; Bresolin, A.","8400","1969","10","15","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","arvoreta, flor branca. Fruto em número anterior.","FLOR0005487",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","150","150",NA,NA,NA,NA,NA,NA
"67","2020-08-20 20:40:26-03","UFSC","FLOR","5488","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,"2011","Klein, R.M.","8446","1969","11","19","Brasil","Santa Catarina","Florianópolis","Santo Antonio, Ilha de Santa Catarina.","arvoreta, flor branca, 6m altura","FLOR0005488",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","10","10",NA,NA,NA,NA,NA,NA
"68","2020-08-20 20:40:26-03","UFSC","FLOR","3522","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,"2011","Klein, R.M.","8440","1969","11","19","Brasil","Santa Catarina","Florianópolis","Santo Antônio, Ilha de Santa Catarina.","arvoreta, Fruto Imaturo, verde, 6m altura","FLOR0003522",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","10","10",NA,NA,NA,NA,NA,NA
"69","2020-08-20 20:40:26-03","UFSC","FLOR","5489","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,"2011","Klein, R.M.","8442","1969","11","19","Brasil","Santa Catarina","Florianópolis","Santo Antônio, Ilha de Santa Catarina.","arvoreta, Fruto Maduro, roxo escuro, 6m altura","FLOR0005489",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","10","10",NA,NA,NA,NA,NA,NA
"70","2020-08-20 20:40:26-03","UFSC","FLOR","3521","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,"2011","Klein, R.M.; Bresolin, A.","8375","1969","10","15","Brasil","Santa Catarina","Florianópolis","Santo Antônio, Ilha de Santa Catarina.","arvoreta, flor branca, 5m altura","FLOR0003521",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","10","10",NA,NA,NA,NA,NA,NA
"71","2020-08-20 20:40:26-03","UFSC","FLOR","22456","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","(O.Berg) Mattos","Falkenberg, D.B.","1992","Souza, M.L.; et alii","311","1984","10","05","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","arbóreo, 4 a 5m altura. Observação do determinador: Pedúnculos e hipofilo não pilosos.","FLOR0022456",NA,NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-04 15:45:24-03","IF","SPSF","31594","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris",NA,NA,NA,"P.Affonso & R.L.Neto","528","2001","07","16","Brasil","SP","São Paulo","P.E.Serra do Mar, Núcleo Curucutu","COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta",NA,NA,"América do Sul","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliopsida","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-04 15:45:26-03","IF","SPSF","16432","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris",NA,NA,NA,"A.Furlan","1247","1990","11","09","Brasil","SP","Ubatuba","P.E.Serra do Mar, Picinguaba","COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta",NA,NA,"América do Sul","-45.0699996948242","-23.4300003051758","34265","auto","Magnoliopsida","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:11:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Stenocalyx","silvestris","Stenocalyx silvestris","O.Berg",NA,NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Cabo Frio","Original herbarium: Mart.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:43:52-03","UFRGS","ICN","084566","S","Plantae","Myrtaceae","Eugenia","cf. neosilvestris","Eugenia cf. neosilvestris","Sobral","Sobral, M","2004","Falkenberg, DB","3535",NA,NA,NA,"Brasil","SC","Florianópolis","estrada para Canasvieiras próximo ao posto da Polícia Rodoviária Ratones","Beira de mata paludosa; arvoreta, 5m de altura.",NA,"Dicotyledon",NA,NA,"América do Sul","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,"10","10",NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:43:55-03","UFRGS","ICN","083895","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M","2002","Klein, RM; Bresolin, A","8400","1969","10","15","Brasil","SC","Florianópolis","Saco Grande","Fruto em n° anterior.; Arvoreta; flor branca;.; Capoeira.",NA,"Dicotyledon",NA,NA,"América do Sul","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,"200","200",NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:43:55-03","UFRGS","ICN","084189","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M","2002","Klein, RM","8442","1969","11","19","Brasil","SC","Florianópolis","Santo Antônio","Arvoreta; fruto maduro roxo-escuro.; Mata.",NA,"Dicotyledon",NA,NA,"América do Sul","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,"10","10",NA,NA,NA,NA,NA,NA
"78","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","74520","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","(Berg) Mattos","Mattos, J.","1970","Mattos, J.","s.n.","1961","08",NA,"Brasil","São Paulo","Paranapiacaba","Estação Biológica","Numa capoeira, 1,7m de altura","HAS0074520","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","74521","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","(Berg) Mattos","Mattos, J.","1971","Santana","s.n.","1964","08",NA,"Brasil","São Paulo","Santo André, Paranapiacaba","Estação Biológica",NA,"HAS0074521","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","74522","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","(Berg) Mattos","Mattos, J.","1988","Loefgren, A.","s.n.","1898","10",NA,"Brasil","São Paulo","Nhundú","Boqueirão, Praia Grande","SP 26900","HAS0074522","Magnoliophyta","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","74523","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","(Berg) Mattos","Legrand, D.","1974","Klein, R.M.","8375","1969","10",NA,"Brasil","Santa Catarina","Santo Antônio",NA,"Capão no pasto, arvoreta 5m de altura, flor branca","HAS0074523","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:11:36-03","IBt","SP","26768","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M",NA,"s.col.","s.n.",NA,NA,NA,"Brasil",NA,NA,"? Herb. Museu Paulista nº 8075",NA,"SP007199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP007199",NA,NA,NA
"83","2019-11-21 10:11:36-03","IBt","SP","339674","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M","2004","Hashimoto, G","17132","1986","03","28","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó.","Arbusto de capoeira, flores brancas.","SP028186",NA,NA,NA,NA,"-41.8683013916016","-20.4333000183105","21645","auto",NA,NA,"2100","2100",NA,NA,"SP028186",NA,NA,NA
"84","2019-11-21 10:11:36-03","IBt","SP","358227","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M","2018","Fiaschi, P; Lobão, A","589","2001","01","21","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Estrada de acesso para a Casa da Farinha, mata sobre restinga","Árvore ca. 6m alt., PAP 21 + 15, folhas discolores, flores creme",NA,NA,"04",NA,NA,"-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
