"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"667","2020-11-04 10:59:16-03","ESALQ","ESA","74134","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","25883.0","2001","07","13",NA,"Brasil",NA,NA,"Arbusto, ca. 1 m alt.; frutos imaturos verde-escuros.","ESA074134","Magnoliophyta",NA,"(A.St.-Hil.) Benth. & Hook.f.",NA,"Minas Gerais","Estrada para Montes Claros, ca. 20 km de Grão Mogol. 16o33'06S, 43o02'40W. Cerrado.","ESA074134","Souza, V.C.","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2020-11-04 10:54:32-03","ESALQ","ESA","132685","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Souza, V.C.",NA,"2013","07","01",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m alt.; frutos imaturos castanhos.","ESA132685",NA,NA,NA,NA,"São Paulo","Estrada para São Pedro, cerca de 2 km da Rodovia Washington Luís. Cerrado.",NA,NA,"Itirapina","-47.8199996948242","-22.25",NA,NA,"22843","auto",NA,"47o54#?#27","22o15#?#54",NA,NA,NA,NA,NA,NA,NA
"669","2020-11-04 10:59:16-03","ESALQ","ESA","48203","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16968.0","1997","05","23",NA,"Brasil",NA,NA,"Arbusto, ca. 1,2 m alt.; flores avermelhadas.","ESA048203","Magnoliophyta",NA,"(A.St.-Hil.) Benth. & Hook.f.",NA,"Mato Grosso","Fazenda Caeté (Parte da Fazenda Baronesa), 15km ESE (em linha reta) de Diamantino. Savana arborizada (Cerrado) sobre solo pedregoso, com trechos de canga.","ESA048203","Mello-Silva, R.","Diamantino","-56.4460983276367","-14.4085998535156",NA,NA,"134442","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2020-11-04 10:59:16-03","ESALQ","ESA","31160","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","10146.0","1996","01","11",NA,"Brasil",NA,NA,"Arbusto, ca. 1 m alt.; flores avermelhadas.","ESA031160","Magnoliophyta",NA,"(A.St.-Hil.) Benth. & Hook.f.",NA,"Minas Gerais","MG-020, Km 56, ca. 6 Km de Jaboticatubas. 19º34'15,8S, 43º46'05,3W. Cerrado.","ESA031160","Souza, V.C.","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"31264","auto","1998",NA,NA,"08","11",NA,NA,NA,NA,NA
"671","2020-11-04 10:54:32-03","ESALQ","ESA","140311","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuraceae","Duguetia furfuraceae","A. Ferraro","194.0",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA140311",NA,NA,"(A. St.-Hil.) Saff.",NA,"São Paulo","Estação Ecológica de Águas de Santa Bárbara",NA,"N. Pilon","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859","645","645","18363","auto","2017","49º13'09.1","22º48'01.3",NA,NA,NA,NA,NA,NA,NA
"672","2020-11-04 10:54:32-03","ESALQ","ESA","140305","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuraceae","Duguetia furfuraceae","A. Ferraro","188.0",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA140305",NA,NA,"(A. St.-Hil.) Saff.",NA,"São Paulo","Estação Ecológica de Águas de Santa Bárbara",NA,"N. Pilon","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859","645","645","18363","auto","2017","49º13'09.1","22º48'01.3",NA,NA,NA,NA,NA,NA,NA
"673","2021-01-14 15:19:49-03","MN","R","60714","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Glaziou, A.F.M.","12409","1881","04","23",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000060714",NA,NA,"(A. St.-Hil.) Benth. & Hook. f.",NA,"São Paulo",NA,"R000060714_001 R000060714_002","Trinta, E.F.",NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2021-04-02 11:39:41-03","UFPI","TEPB","3946","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H.F. Leitão",NA,"1981","11","25",NA,"Brasil",NA,NA,"Subarbusto até 1m, flores com sépalas avermelhadas Ambiente: Cerrado <ll>dwc_commonname:</ll> Pau-de-leite",NA,NA,NA,"St. Hil.",NA,"São Paulo","Próximo a entrada da cidade na Via Anhanguera",NA,"A. J. CASTRO","Mogi-Mirim",NA,NA,NA,NA,NA,NA,"1987",NA,NA,"05",NA,NA,NA,NA,NA,NA
"675","2021-04-02 01:59:58-03","UFPI","TEPB","21292","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","E.S.G. Guarino","439","2000","10","05",NA,"Brasil",NA,NA,"Arbusto, com 60cm, frutos imaturos marrons, solo argiloso, frutos na carpoteca Ambiente: Campo sujo, seco",NA,NA,NA,"(St. Hil.) Benth. & Hook",NA,"Distrito Federal","Fazenda Sucupira, área ao lado da antiga sede do clube da EMBRAPA, à direita da entrada na FAZ",NA,NA,"Brasília","-48","-15.866667","460","460",NA,NA,NA,"48°00'00W","15°52'00S",NA,NA,NA,NA,NA,NA,NA
"676","2021-04-02 01:59:58-03","UFPI","TEPB","14541","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","J. M. COSTA","238","2001","02","22",NA,"Brasil",NA,NA,"Arvoreta 4m, flor ausente, fruto imaturo verde e maduro vermelho, freq. Abundante, solo arenoso Ambiente: Cerradão",NA,NA,NA,"(St. Hil.) Bent.",NA,"Piauí","Fazenda Angelim",NA,"FERNANDES, A.","Brasileira","-41.836944","-4.118889",NA,NA,NA,NA,"1994","41°50'13W","04°07'08S","05","23",NA,NA,NA,NA,NA
"677","2021-04-02 11:39:41-03","UFPI","TEPB","22359","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","A.F. Pontes","571","2002","12","03",NA,"Brasil",NA,NA,"Flor amarelo-avermelhado com base vermelho-escura internamente. Ambiente: Cerrado próximo ao córrego Brejinho",NA,NA,NA,"(A.St.-Hil.) Benth,& Hook f.",NA,"Distrito Federal","Estação Ecológica de Águas Emendadas a cerca de 40Km de Brasília",NA,NA,"Brasília","-47.615556","-15.581111",NA,NA,NA,NA,NA,"47°36'56W","15°34'52S",NA,NA,NA,NA,NA,NA,NA
"678","2021-04-04 13:43:09-03","UFPI","TEPB","19341","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","T.A.B. Dias","94","1992","05","05",NA,"Brasil",NA,NA,"Arvoreta de mais ou menos 2m, flor amarelada, sépalas verde-amareladas com pulvurulencia amarelada, centro da corola avermelhada, frutos imaturos verdes, substrato areno-argiloso Ambiente: Vereda",NA,NA,NA,"(A.St.-Hil.) Benth e Hook.",NA,"Distrito Federal","Na DF-100 a 99,7km do Cernagem/EMBRAPA a esquerda da estrada.",NA,NA,"Brasília","-47.383333","-15.883333","390","390",NA,NA,"1998","47°23'W","15°53'S","04","01",NA,NA,NA,NA,NA
"679","2021-04-02 01:59:58-03","UFPI","TEPB","10357","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","W.N. da Fonseca","444","1985","03","19",NA,"Brasil",NA,NA,"Arbusto formando touceira, com flores vermelhas e frutos verdes Ambiente: Savana Gramíneo Lenhosa",NA,NA,NA,"(St. Hil.) Benth. et Hook.",NA,"Bahia","A 12km, estrada Seabra/Água de Rega",NA,"L. Rico","Seabra","-41.3","-12.25",NA,NA,NA,NA,"1905","41°18'W","12°15'S","06","05",NA,NA,NA,NA,NA
"680","2021-04-02 11:39:41-03","UFPI","TEPB","20407","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","T.B. Cavalcanti","732","1990","08","16",NA,"Brasil",NA,NA,"Arbustivo, fruto esverdeado, cerca de 1m de altura, folhas discolores, face abaxial argentea, solo arenoso Ambiente: Cerrado",NA,NA,NA,"(A.St.-Hil.) Benth e Hook.",NA,"Goiás","A 7km de Divinopolis de Goiás, na estrada de terra Divinopolis de Goiás/BR-020",NA,"R. Mello - Silva","Divinopolis de Goiás","-46.3931007385254","-13.2950000762939",NA,NA,"35017","auto","1998",NA,NA,"04",NA,NA,NA,NA,NA,NA
"681","2021-03-23 17:08:47-03","UFPI","TEPB","32001","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","G. M. Conceição","243","1998","04","19",NA,"Brasil",NA,NA,"Arbusto; casca rugosa; folhas simples; fruto baga marrom claro. <ll>dwc_commonname:</ll> Bruto de porco",NA,NA,NA,"(St. Hil. ) Benth. et Hook.",NA,"Maranhão","Parque Estadual do Mirador",NA,"J. Y. Tamashiro (UEC)","Mirador","-44.3630981445312","-6.37083005905151",NA,NA,"176498","auto","1999",NA,NA,"02","20",NA,NA,NA,NA,NA
"682","2021-03-23 17:08:47-03","UFPI","TEPB","32003","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","G. M. Conceição","243","1998","04","19",NA,"Brasil",NA,NA,"Arbusto; casca rugosa; folhas simples; fruto baga marrom; flores avemelhadas.",NA,NA,NA,"(St. Hil. ) Benth. et Hook.",NA,"Maranhão","Parque Estadual do Mirador",NA,"J. Y. Tamashiro (UEC)","Mirador","-44.3630981445312","-6.37083005905151",NA,NA,"176498","auto","1999",NA,NA,"02","20",NA,NA,NA,NA,NA
"683","2021-03-23 17:08:47-03","UFPI","TEPB","31999","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","G. M. Conceição","398","1998","11","08",NA,"Brasil",NA,NA,"Arvoreta; folhas simples; flores avermelhadas; fruto marrom.",NA,NA,NA,"(St. Hil. ) Benth. et Hook.",NA,"Maranhão","Parque Estadual do Mirador",NA,"J. Y. Tamashiro (UEC)","Mirador","-44.3630981445312","-6.37083005905151",NA,NA,"176498","auto","1999",NA,NA,"02","20",NA,NA,NA,NA,NA
"684","2021-03-22 17:44:30-03","UFPI","TEPB","5552","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","A. J. CASTRO",NA,"1987","04","01",NA,"Brasil",NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Ata brava",NA,NA,NA,"(A. St.-Hill.) Saff.",NA,"Piauí","Fazenda Piloto, Chapadad grande (missão alemã/DNOCS), PI-230, Km 67-68.",NA,NA,"Oeiras","-42.1310997009277","-7.0252799987793",NA,NA,"54774","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2021-03-22 17:44:30-03","UFPI","TEPB","8194","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","J. B. TEIXEIRA",NA,"1994","09","27",NA,"Brasil",NA,NA,"Ambiente: Urbano <ll>dwc_commonname:</ll> Ata braba",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"Piauí","Parque Zoobotânico",NA,NA,"Teresina","-42.8018989562988","-5.08916997909546",NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2021-03-31 10:25:52-03","UFPI","TEPB","3945","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","A.J. Castro",NA,"1984","01",NA,NA,"Brasil",NA,NA,"Flor vermelho escuro Ambiente: Cerrado <ll>dwc_commonname:</ll> Pau-de-chapada, cascudo",NA,NA,NA,NA,NA,"São Paulo","Instituto Florestal",NA,"ALENCAR, M. E.","Itirapina","-47.8199996948242","-22.25",NA,NA,"22843","auto","2002",NA,NA,"04","01",NA,NA,NA,NA,NA
"687","2021-04-02 01:59:58-03","UFPI","TEPB","11148","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","A. A. J. F. CASTRO",NA,"1985","02","01",NA,"Brasil",NA,NA,"Arbusto Ambiente: Cerrado",NA,NA,NA,"(St. Hil.) Benth.",NA,"São Paulo","Parque Estadual de Vaçununga",NA,"A. J. CASTRO","Santa Rita do Passa quatro","-47.4700012207031","-21.7099990844727",NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2020-11-19 10:22:34-03","CPAP","CPAP","8512","PreserverdSpecimen","Plantae","Annonaceae","Annona","furfuracea","Annona furfuracea","Salis, S. M.","243","1989","02","13",NA,"Brasil",NA,NA,"Arbusto, 1,5m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Pouco frequente. AMBIENTE: Cerrado. SUBSTRATO: arenoso. RELEVO: plano.",NA,NA,NA,"A.St.-Hil.",NA,"SP","Área de proteção ambiental da represa do Lobo",NA,NA,"Itirapina","-47.866667","-22.2","640","640",NA,NA,NA,"47°52' W","22°12' S",NA,NA,NA,NA,NA,NA,NA
"689","2020-11-19 10:22:34-03","CPAP","CPAP","8519","PreserverdSpecimen","Plantae","Annonaceae","Annona","furfuracea","Annona furfuracea","Salis, S. M.","250","1989","02","14",NA,"Brasil",NA,NA,"Arbusto, 1,5m de altura. FLOR: rosa. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Pouco frequente. AMBIENTE: Cerrado. SUBSTRATO: arenoso. RELEVO: plano.",NA,NA,NA,"A.St.-Hil.",NA,"SP","Área de proteção ambiental da represa do Lobo.",NA,NA,"Itirapina","-47.866667","-22.2","640","640",NA,NA,NA,"47°52' W","22°12' S",NA,NA,NA,NA,NA,NA,NA
"690","2020-11-19 10:22:34-03","CPAP","CPAP","8568","PreserverdSpecimen","Plantae","Annonaceae","Annona","furfuracea","Annona furfuracea","Salis, S. M.","361","1991","02","27",NA,"Brasil",NA,NA,"Arbusto. FLOR: esverdeada. Interior da flor róseo. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Beira de caapão. SUBSTRATO: arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Ata",NA,NA,NA,"A.St.-Hil.",NA,"MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 1 - caapão 4",NA,"S. M. Salis","Corumbá","-56.65","-18.983333","90","90",NA,NA,"1991","56°39' W","18°59' S","03",NA,NA,NA,NA,NA,NA
"691","2020-11-19 10:22:34-03","CPAP","CPAP","12597","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Pott, A.","6623","1994","02","23",NA,"Brasil",NA,NA,"Arbusto 1-2m de altura. FLOR: salmão. FRUTO: . INTERESSE: Frutífera. FREQUÊNCIA: Frequente. AMBIENTE: Cerrado arbustivo-arbóreo. SUBSTRATO: solo arenoso. RELEVO: ondulado.",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Distrito de Silviolândia",NA,NA,"Coxim","-54.5","-18.266667","300","300",NA,NA,NA,"54°30' W","18°16' S",NA,NA,NA,NA,NA,NA,NA
"692","2020-11-19 10:22:34-03","CPAP","CPAP","14145","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Salis, S. M.","850","1995","10","17",NA,"Brasil",NA,NA,"Arbusto, 2m de altura. FLOR: não vista. FRUTO: esverdeado. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Cerrado. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Ata-Brava",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 2",NA,NA,"Corumbá","-56.65","-18.983333","90","90",NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA
"693","2020-11-19 10:22:34-03","CPAP","CPAP","14601","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Pott, A.","7565","1995","10","04",NA,"Brasil",NA,NA,"Arbusto 0,5-1,5m de altura, verde-cinza. FLOR: não vista. FRUTO: . INTERESSE: Alimento de fauna.. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão semidecíduo aberto de Pterodon pubescens. SUBSTRATO: latossolo vermelho areno-argiloso. RELEVO: quase plano.",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Capitão, 13Km Sul de Guia Lopes da Laguna",NA,NA,"Guia Lopes da Laguna","-56.046944","-21.562778","350","350",NA,NA,NA,"56°02'49'' W","21°33'46'' S",NA,NA,NA,NA,NA,NA,NA
"694","2020-11-19 10:22:34-03","CPAP","CPAP","15686","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Pott, V. J.","3170","1996","04","30",NA,"Brasil",NA,NA,"Arbusto 2-3m de altura. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Cerrado. SUBSTRATO: solo arenoso. RELEVO: plano convexo. <ll>dwc_commonname:</ll> Ata-Brava",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - cercado da Capivara",NA,"A. Pott","Corumbá","-56.603333","-18.981111","90","90",NA,NA,"1996","56°36'12'' W","18°58'52'' S","04","30",NA,NA,NA,NA,NA
"695","2020-11-19 10:22:34-03","CPAP","CPAP","1916","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Ratter, J. A.","5072","1985","10","03",NA,"Brasil",NA,NA,"AMBIENTE: Cerrado. <ll>dwc_commonname:</ll> Ata",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",NA,NA,"Corumbá","-57.016667","-19.233333","89","89",NA,NA,NA,"57°01' W","19°14' S",NA,NA,NA,NA,NA,NA,NA
"696","2020-11-19 10:22:34-03","CPAP","CPAP","215","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Pott, A.","1053","1980","04","28",NA,"Brasil",NA,NA,"Arbusto 3m de altura, ramidificado. FLOR: pétalas carnosas aveludadas. AMBIENTE: Orla de cerrado. SUBSTRATO: areia. RELEVO: plano. <ll>dwc_commonname:</ll> Araticum",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",NA,NA,"Corumbá","-56.65","-18.983333","90","90",NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA
"697","2020-11-19 10:22:34-03","CPAP","CPAP","22640","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Pott, A.","8574","2001","03","13",NA,"Brasil",NA,NA,"Arbusto, estigma amarelo pegajoso;base das 3 pétalas internas de cor vermelha; lado inferior da folha de cor cinza, planta invasora . Frequente.. Cerradão,. Solo: areno-argiloso.,. Relevo: quase plano.. <ll>dwc_commonname:</ll> Ariticum",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Área da Reserva, Embrapa Gado de Corte",NA,NA,"Campo Grande","-54.716667","-20.416667",NA,NA,NA,NA,NA,"54°43' W","20°25' S",NA,NA,NA,NA,NA,NA,NA
"698","2020-11-19 10:22:34-03","CPAP","CPAP","23464","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Pott, A.","10440","2002","10","07",NA,"Brasil",NA,NA,"Arbusto 0,6-1,5m de altura. com flores de cor salmão. Base das pétalas avermelhadas. Interesse invasora. . Frequente.. Cerrado arbóreo. Solo: latos.Solo: vermelho compactado. Relevo: encosta suave.",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Reserva da UCDB",NA,"A. Pott; V. J. Pott","Campo Grande","-54.614722","-20.916111",NA,NA,NA,NA,"2002","54°36'53 W","20°54'58 S",NA,NA,NA,NA,NA,NA,NA
"699","2020-11-19 10:22:34-03","CPAP","CPAP","2683","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Pott, A.","2397","1986","11","25",NA,"Brasil",NA,NA,"Arbusto. FLOR: rosa. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Cordilheira (cordão arenoso), não alagável. SUBSTRATO: solo arenoso. RELEVO: plano . <ll>dwc_commonname:</ll> Ata-brava",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Santa Rosa; Sub-região do Paiaguás; Pantanal",NA,"A. Pott","Corumbá","-55.333333","-17.833333","167","167",NA,NA,NA,"55°20' W","17°50' S",NA,NA,NA,NA,NA,NA,NA
"700","2020-11-19 10:22:34-03","CPAP","CPAP","2785","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Cunha, C. N. da","2025","1986","12","07",NA,"Brasil",NA,NA,"Arbusto. FLOR: rosada. FRUTO: verde azicentado. INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Cordilheira paleodique com cerradão distrófico, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Ata-brava",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Ipanema; Sub-região da Nhecolândia; Pantanal",NA,NA,"Corumbá","-56.783333","-19.066667","90","90",NA,NA,NA,"56°47' W","19°04' S",NA,NA,NA,NA,NA,NA,NA
"701","2020-11-19 10:22:34-03","CPAP","CPAP","752","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Pott, A.","1649","1984","10","31",NA,"Brasil",NA,NA,"Arbusto 1-4m de altura. FLOR: amarela base das pétalas arroxeadas. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Cordilheira (paleodique) desmatada; não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano. <ll>dwc_commonname:</ll> At",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",NA,NA,"Corumbá","-56.65","-18.983333","90","90",NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA
"702","2020-11-19 10:22:34-03","CPAP","CPAP","9988","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Cervi, A. C.","3251","1991","08","20",NA,"Brasil",NA,NA,"Arvoreta de 2m de altura. FLOR: esverdeada. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Ata-Brava",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Nhumirim/Embrapa, Sub-região da Nhecolândia, Pantanal",NA,"A. Pott; V. J. Pott","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2020-11-19 10:22:34-03","CPAP","CPAP","15032","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Hatschbach, G.","62170","1995","05","03",NA,"Brasil",NA,NA,"Arbusto ramoso. FLOR: avermelhada. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: solo rochoso. RELEVO: .",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Rodovia BR-163, km 811",NA,"G. Hastchbach","Sonora","-54.7578010559082","-17.5769004821777",NA,NA,"115152","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2020-11-19 10:22:34-03","CPAP","CPAP","15113","PreserverdSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Hatschbach, G.","60880","1994","06","10",NA,"Brasil",NA,NA,"Arbusto 1m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo cerrado da região do pantanal. SUBSTRATO: . RELEVO: .",NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",NA,"R. M. Silva","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"295160","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2015-07-02 14:41:51-03","JBP","HPL","12613","S","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","A. Campos-Rocha & H. Lorenzi","746","2011","06","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(A.St.-Hil.) Saff.",NA,"GO","Coletado no Parque Nacional das Emas, em área de cerrado; algo comum localmente.",NA,"A. Campos-Rocha","Chapadão do Céu","-52.899306","-18.264833","800","800",NA,NA,"2012","052° 53' 57,5 W","18° 15' 53,4 S","08","14",NA,NA,NA,NA,NA
"706","2015-07-02 14:00:15-03","JBP","HPL","428","S","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","E.R. Salviani & H. Lorenzi","601","1999","11","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(A. St.-Hil.) Benth. & Hook.",NA,"MS","Chapada dos Guimarães.",NA,"E.R. Salviani & H. Lorenzi","Chapada dos Guimarães",NA,NA,NA,NA,NA,NA,"1999",NA,NA,"11","17",NA,NA,NA,NA,NA
"707","2015-07-02 14:00:15-03","JBP","HPL","1049","S","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","E.R. Salviani & H. Lorenzi","956","2000","01","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(A.St.-Hil) Benth & Hook.f.",NA,"MG","Fazenda dos 3 Coringas.",NA,"R. Tsuji","Uberaba","-47.9319","-19.7483",NA,NA,"73879","auto","2004",NA,NA,"08","07",NA,NA,NA,NA,NA
"708","2015-07-02 14:00:15-03","JBP","HPL","426","S","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. Lorenzi & V.F. Kinupp","2184","2002","02","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(A. St.-Hil.) Benth. & Hook.",NA,"MS","coletada em mata.",NA,"H. Lorenzi","Caarapó","-54.8222","-22.6342",NA,NA,"38411","auto","2000",NA,NA,"02","09",NA,NA,NA,NA,NA
"709","2015-07-02 14:00:15-03","JBP","HPL","6191","S","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. Lorenzi","5634","2005","09","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"SP","Coletado nas proximidades da cidade em cerrado perturbado.",NA,"R. Tsuji","São Pedro","-47.91","-22.54",NA,NA,"19379","auto","2005",NA,NA,"09","08",NA,NA,NA,NA,NA
