"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","eventTime","infraspecificEpithet"
"555","2021-04-07 11:45:15-03","UFMS","CGMS","46212","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo Alves","Ana Francisca Gomes da Silva","2","2014","10","01","Brasil","Mato Grosso do Sul","Japorã","Sítio Três Fronteiras.","-54.3838889","-23.895","-54,3838889","-23,895","Fruto verde. Habitat: Fragmentos de Mata Atlântica. Habito: Árvore. 8,00 m de altura","CGMS1076182",NA,"2014",NA,NA,"329","329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2021-04-07 11:45:15-03","UFMS","CGMS","29570","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo-Alves","C. Faxina","195","2009","10","24","Brasil","Mato Grosso do Sul","Naviraí","Córrego Tarumã.","-54.1697223","-23.1166667","-54,1697223","-23,1166667","Fruto verde. Habitat: Transição mata estacional/cerrado. Mata ciliar. Solo arenoso. Relevo plano. Rara. Habito: Árvore. 8,00m de altura.","CGMS1058954",NA,"2010","11","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2021-04-07 11:45:15-03","UFMS","CGMS","66312","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo Alves","F. Macedo Alves; K.R. Laitart","610","2014","03","05","Brasil","Mato Grosso do Sul","Ponta Porã","Rodoviária de Ponta Porã. Canteiro em frente ao embarque da Rodoviária.","-55.6963889","-22.56","-55,6963889","-22,56","Frutos galhados. Habitat: Árvore da Arborização Urbana. Habito: Árvore cerca de 5m de altura.","CGMS1099273",NA,"2014","03","05","659","659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2021-04-07 11:45:15-03","UFMS","CGMS","73579","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"L.E. Silva; S.G. Batista, C.O. Miranda, F.M. Alves","48","2018","11","01","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda La Harmonia. Parque Nacional da Serra da Bodoquena","-56.725","-21.2541667","-56,725","-21,2541667",NA,"CGMS1106386",NA,NA,NA,NA,"5186","5186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2021-04-07 11:45:15-03","UFMS","CGMS","41224","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","D.A. Esteves","O.C. Pavão; E.M. Francisco",NA,"2000","10","03","Brasil","Paraná","Bela Visa do Paraíso.","Fazenda Cascata.",NA,NA,NA,NA,"Flores e botões cremes. Doação FUEL. Habitat: Beira da mata. Habito: Árvore. 4,00m de altura.","CGMS1071187",NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","2021-04-07 11:45:15-03","UFMS","CGMS","66311","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo Alves","F. Macedo Alves; K.R. Laitart","609","2014","03","05","Brasil","Mato Grosso do Sul","Ponta Porã","Avenida Presidente Vargas em terreno quase em frente ao Posto Ipacaraí.","-55.715","-22.5266667","-55,715","-22,5266667","PoucosFrutos na árvore. Frutos galhados. Habitat: Floresta Estacional. Habito: Árvore cerca de 6m de altura.","CGMS1099272",NA,"2014","03","05","639","639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2021-04-07 11:45:15-03","UFMS","CGMS","66303","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo Alves","F. Macedo Alves; Garcez, W.; Carollo, C.A.","601","2013","11","19","Brasil","Mato Grosso do Sul","Campo Grande","Córrego Saltinho. Na saída para Três Lagoas, Km 310 da BR 262, entrada a direita. Segue cerca de 4,5 Km, até chegar no córrego.","-61.335","-20.5044444","-61,335","-20,5044444","PoucosFrutos na árvore. Frutos verdes com cúpula verde. Habitat: Mata Ciliar em Matriz de Cerrado. Habito: Árvore cerca de 6m de altura.","CGMS1099264",NA,"2013","11","19","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2021-04-07 11:45:15-03","UFMS","CGMS","9893","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F.M. Alves","G.A. Damasceno-Junior; M.M. Garcia","1825","1999","11","29","Brasil","Mato Grosso do Sul","Bonito","Córrego Taquaral.","-56.5922222","-21.1658333","-56,5922222","-21,1658333","Fruto preto com pedicelos avermelhados. Habitat: Mata ciliar. Relevo suavemente ondulado. Habito: Árvore. 6,00m de altura.","CGMS1015300",NA,"2006","03","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2021-04-07 11:45:15-03","UFMS","CGMS","66313","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo Alves","F. Macedo Alves; K.R. Laitart","611","2014","03","05","Brasil","Mato Grosso do Sul","Ponta Porã","Rodoviária de Ponta Porã. Canteiro em frente ao embarque da Rodoviária.","-55.6966666","-22.5597222","-55,6966666","-22,5597222",NA,"CGMS1099274",NA,"2014","03","05","659","659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2021-04-07 11:45:15-03","UFMS","CGMS","29569","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo-Alves","C. Faxina","214","2009","11","18","Brasil","Mato Grosso do Sul","Naviraí","Córrego Tarumã.","-54.1697223","-23.1166667","-54,1697223","-23,1166667","Flor branca. Fruto verde. Habitat: Transição mata estacional/cerrado. Mata ciliar. Solo arenoso. Relevo plano. Rara. Habito: Árvore. 5,00m de altura.","CGMS1058953",NA,"2010","11","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2021-04-07 11:45:15-03","UFMS","CGMS","15436","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo-Alves","G.A. Damasceno-Junior","3768",NA,NA,NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Mata ciliar do Perdido-Beira de estrada MS 382 - Ponte do rio Perdido.",NA,"-21.215",NA,"-21,215",NA,"CGMS1044937",NA,NA,NA,NA,"562","562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2021-04-07 11:45:15-03","UFMS","CGMS","66314","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo Alves","F. Macedo Alves; K.R. Laitart","612","2014","03","05","Brasil","Mato Grosso do Sul","Maracaju","Ao lado da Lanchonete Requinte. Distrito de Vista Alegre.","-55.5030556","-21.7280556","-55,5030556","-21,7280556",NA,"CGMS1099275",NA,"2014","03","05","515","515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2021-04-07 11:45:15-03","UFMS","CGMS","46201","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Flávio Macedo Alves","L. Pezenti","1","2016","03","01","Brasil","Mato Grosso do Sul","Mundo Novo","Sítio Rancho do Zinco. Estrada Boiadeira.","-54.2397222","-23.9825","-54,2397222","-23,9825","Flor branca. Fruto verde.; Projeto de Iniciação Científica: Triagem fitoquímica e avaliação de atividades biológicas das folhas e cascas de Ocotea corymbosa (Meisn.) Mez. (Lauraceae). 2016. Habitat: Transição entre Mata Atlântica e","CGMS1079942",NA,"2019","09","11","320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2021-04-07 11:45:15-03","UFMS","CGMS","24334","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo-Alves","A. Pott; V.J. Pott","13351","2005","09","06","Brasil","Mato Grosso do Sul","Bonito","Rio Perdido, divisa de municípios e das Faz. Boqueirão e Laudejá.","-56.4818992614746","-21.1210994720459",NA,NA,"Flor esbranquiçada. Flor odorosa Habitat: Floresta ripária baixa, solo organico calcário, hidromórfico. Relevo vale plano amplo. Habito: Arbóreo. 5,00 m de altura. Frequente.","CGMS1053752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA
"569","2021-04-07 11:45:15-03","UFMS","CGMS","9193","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F.M. Alves","A. Sciamarelli; S.M. Silva","901","2001","08","03","Brasil","Mato Grosso do Sul","Caarapó","Fazenda Rancho Verde. 21K 0721766 UTM 7505777.","-54.8222007751465","-22.6341991424561",NA,NA,"Flores brancas. Habitat: Beira da mata. Habito: Árvore. 10,00m de altura.","CGMS1015302",NA,"2006","03","30",NA,NA,NA,NA,NA,NA,NA,"38411","auto",NA,NA,NA,NA,NA,NA,NA
"570","2021-04-07 11:45:15-03","UFMS","CGMS","15426","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo-Alves","F. Macedo-Alves","23","2005","08","16","Brasil","Mato Grosso do Sul","Campo Grande","Corrego Saltinho.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"CGMS1044323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"571","2021-04-07 11:45:15-03","UFMS","CGMS","11525","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F.M. Alves","U.M. Resende","1138","2000","09","16","Brasil","Mato Grosso do Sul","Campo Grande","Reserva do Guariroba.","-54.6464004516602","-20.4428005218506",NA,NA,"Frutos verdes. Habitat: Área inundada. Vereda. Habito: Árvore. 6,00m de altura.","CGMS1040847",NA,"2006","03","30",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"572","2021-04-07 11:45:15-03","UFMS","CGMS","53171","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo-Alves","F. Macedo-Alves","40","2005","08","20","Brasil","Mato Grosso do Sul","Campo Grande","Reserva Guariroba.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"CGMS1083139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"573","2021-04-07 11:45:15-03","UFMS","CGMS","15433","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo-Alves","F. Macedo-Alves","22","2005","08","16","Brasil","Mato Grosso do Sul","Campo Grande","Reserva Guariroba.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"CGMS1044616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"574","2021-04-07 11:45:15-03","UFMS","CGMS","9740","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F.M. Alves","S.G. Gomes; A. Sangalli; A. Matos",NA,"1999","11","11","Brasil","Mato Grosso do Sul","Dourados","Fazenda Azulão.","-54.8055992126465","-22.2210998535156",NA,NA,NA,"CGMS1015301",NA,"2006","03","30",NA,NA,NA,NA,NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA
"575","2021-04-07 11:45:15-03","UFMS","CGMS","49717","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","H. van der Werff","G. Hatschbach; M. Hatschbach; A.C. Cervi","52415","1988","10","19","Brasil","Mato Grosso do Sul","Maracaju","Rio Brilhante.","-55.1683006286621","-21.6144008636475",NA,NA,"Fruto imaturo. Habitat: Mata de galeria. Habito: Árvore. 8,00m de altura.","CGMS1079648",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,"77391","auto",NA,NA,NA,NA,NA,NA,NA
"576","2021-04-07 11:45:15-03","UFMS","CGMS","24699","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F. Macedo-Alves","A. Pott; V.J. Pott","13401","2005","09","10","Brasil","Mato Grosso do Sul","Porto Murtinho","Próximo ao Rio Perdido, Fazenda Harmonia, Parque Nacional da Serra da Bodoquena.","-57.8824996948242","-21.6989002227783",NA,NA,"Flor creme-amarelada. Fruto imaturo com cálice vermelho. Sítio 4. Habitat: Floresta ripária decidual. Solo litólico de calcário dolomítico e de tufa calcária. Relevo vale irregular. Frequente. Habito: Arvoreta. 3,00 m de altura.","CGMS1054146",NA,"2006","08","04",NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA
"577","2021-04-07 11:45:15-03","UFMS","CGMS","25169","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F.M. Alves","W. Garcez","150","2003","12","01","Brasil","Mato Grosso do Sul","Terenos","Chácara Edson M. Margem do rio Ceroula.","-54.8602981567383","-20.4421997070312",NA,NA,"Com frutos. Habitat: Mata ciliar. Habito: Árvore.","CGMS1054454",NA,"2009","07","09",NA,NA,NA,NA,NA,NA,NA,"52758","auto",NA,NA,NA,NA,NA,NA,NA
"578","2021-04-07 11:45:15-03","UFMS","CGMS","23213","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","J.B. Baitello","D. Saraiva; et al.",NA,"1997","08","21","Brasil","Paraná","Apucarana",NA,"-51.4608001708984","-23.5508003234863",NA,NA,"Flor verde.","CGMS1052620",NA,"1998","06","30",NA,NA,NA,NA,NA,NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA,NA
"579","2021-04-07 11:45:15-03","UFMS","CGMS","23718","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"V.F. Kinupp; C. Medri; M.C. Dias","813","1997","08","22","Brasil","Paraná","Cambé","Parque Municipal Dansiger Hof. Próximo à entrada do Parque.","-51.2783012390137","-23.2758007049561",NA,NA,"Flor creme-esverdeada.","CGMS1053126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA,NA,NA
"580","2021-04-07 11:45:15-03","UFMS","CGMS","49188","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","D.O. Domingos","D.S. Nascimento; J. Cordeiro","256","2005","09","28","Brasil","Paraná","Curitiba","Jardim Botânico.","-49.2731018066406","-25.4277992248535",NA,NA,NA,"CGMS1079129",NA,"2016","05","19",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"581","2021-04-07 11:45:15-03","UFMS","CGMS","39472","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","D.A. Estevan","F.A. Cloclet; F. Coltro","107","1999","08","23","Brasil","Paraná","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379",NA,NA,"Botões florais creme-esverdeado,Flores creme. Doação FUEL.","CGMS1068852",NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA
"582","2021-04-07 11:45:15-03","UFMS","CGMS","12790","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","J.B. Baitello","J.A. Ferreira",NA,"1999","08","03","Brasil","Paraná","Marilândia do Sul","Sítio Santa Maria.","-51.3078002929688","-23.7446994781494",NA,NA,"Flores cremes. Botões esverdeados. Habitat: Borda da mata. Habito: Árvore. 6,00m de altura.","CGMS1042187",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19941","auto",NA,NA,NA,NA,NA,NA,NA
"583","2021-04-07 11:45:15-03","UFMS","CGMS","41271","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","J.B. Baitello","M.R.C. Paiva; et al.",NA,"1998","07","02","Brasil","Paraná","Nova Fátima","Fazenda Paiolão.","-50.5638999938965","-23.4321994781494",NA,NA,"Botões e flores amarelas, com perfilios. Doação FUEL.","CGMS1071253",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15159","auto",NA,NA,NA,NA,NA,NA,NA
"584","2021-04-07 11:45:15-03","UFMS","CGMS","23216","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","V.B. Baitello","M.R.C. Paiva; J.Alves; E.M. Francisco",NA,"1997","08","26","Brasil","Paraná","Ortigueira","Próximo ao trevo Ortigueira-Ponta Grossa.","-50.9494018554688","-24.2082996368408",NA,NA,"Flor amarela. Botões florais verdes.","CGMS1052623",NA,"1998","06","30",NA,NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA
"585","2021-04-07 11:45:15-03","UFMS","CGMS","22095","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"J.C. Heidemann",NA,"2004","08","30","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Flor creme.","CGMS1051508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"586","2021-04-07 11:45:15-03","UFMS","CGMS","22101","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"T.A. Silva",NA,"2004","10","21","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Fruto imaturo verde.","CGMS1051514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"587","2021-04-07 11:45:15-03","UFMS","CGMS","22093","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"M.S.N. Carvalho",NA,NA,NA,NA,"Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Fruto imaturo verde.","CGMS1051506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"588","2021-04-07 11:45:15-03","UFMS","CGMS","22091","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,NA,NA,"2003","08","19","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Flor creme. Botões verde-claro","CGMS1051504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"589","2021-04-07 11:45:15-03","UFMS","CGMS","22092","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,NA,NA,"2004","10","29","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Fruto imaturo verde.","CGMS1051505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"590","2021-04-07 11:45:15-03","UFMS","CGMS","22102","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"M.S.N. Carvalho",NA,"2004","10","06","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Botões verdes.","CGMS1051515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"591","2021-04-07 11:45:15-03","UFMS","CGMS","22100","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"V.B. Coelho",NA,"2004","10","06","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Fruto imaturo verde.","CGMS1051513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"592","2021-04-07 11:45:15-03","UFMS","CGMS","22097","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"J. Amorim",NA,"2004","08","24","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Flor creme.","CGMS1051510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"593","2021-04-07 11:45:15-03","UFMS","CGMS","22098","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"M.S.N. Carvalho",NA,"2004","08","12","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Flor creme. Botões verdes.","CGMS1051511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"594","2021-04-07 11:45:15-03","UFMS","CGMS","22094","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"O.S. Carvalho",NA,"2004","11","29","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Fruto verde. Fruto conservado em frasco com álcool.","CGMS1051507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"595","2021-04-07 11:45:15-03","UFMS","CGMS","22096","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"M.B. Romagnolo",NA,"2004","03","30","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Fruto verde.","CGMS1051509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"596","2021-04-07 11:45:15-03","UFMS","CGMS","22099","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,NA,NA,"2004","12","17","Brasil","Paraná","Paranavaí","Bosque Municipal de Paranavaí.","-52.4653015136719","-23.0730991363525",NA,NA,"Fruto imaturo verde.","CGMS1051512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"597","2021-04-07 11:45:15-03","UFMS","CGMS","49716","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","H. van der Werff","J.M. Silva; E. Barbosa; R. Goldenberg","3448","2000","09","13","Brasil","Paraná","Rio Branco do Sul","Rio Açungui.","-49.3142013549805","-25.1900005340576",NA,NA,"Flor creme. Habitat: Beira do rio. Habito: Árvore. 10,00m de altura.","CGMS1079647",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"598","2021-04-07 11:45:15-03","UFMS","CGMS","23214","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","V.B. Baitello","C. Medri; V.F. Kinupp; E.M. Francisco","502","1997","11","08","Brasil","Paraná","Sapopema","Salto das Orquídeas.","-50.5802993774414","-23.9108009338379",NA,NA,"Fruto imaturo verde-avermelhado. Habitat: Borda da Mata ciliar, próximo ao pasto. Habito: Arbusto. 3,00 m de altura.","CGMS1052621",NA,"1998","06","30",NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"599","2021-04-07 11:45:15-03","UFMS","CGMS","23215","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","V.B. Baitello","V.F. Kinupp; C. Medri; E.M. Francisco","984","1998","01","22","Brasil","Paraná","Sapopema","Salto das Orquídeas.","-50.5802993774414","-23.9108009338379",NA,NA,"Fruto maduro escuro, imaturo verde com cúpula vermelha.","CGMS1052622",NA,"1998","06","30",NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"600","2021-04-07 11:45:15-03","UFMS","CGMS","18093","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"N.S. Junior","22","2002","07","28","Brasil","São Paulo","Andradina","Zoológico Municipal Antônio Joaquim de Moura Andrade.","-51.3699989318848","-20.8899993896484",NA,NA,"Flor branca. ovóide negro Duplicata do CEUL Habitat: Mata. escuro, coberto por folhas, galhos secos e ervas Habito: árvore de 10m, diâmetro de 0,43m.","CGMS1047387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31224","auto",NA,NA,NA,NA,NA,NA,NA
"601","2021-04-07 11:45:15-03","UFMS","CGMS","67936","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","F.M. Alves","A. Fernandes Jr.","10","2014","09","14","Brasil","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,"Flores brancas.","CGMS1100895",NA,"2015","07","21",NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA,NA
"602","2019-11-27 13:49:42-03","UFS","ASE","12606","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spr.) Mez","Rohwer, JG","Silva, JM; Soares, A; Maschio, W","3019","1999","08","28","Brasil","Paraná","Cruzeiro do Iguaçu","Área Ecológica da Copel","-53.1275","-25.615833","-53.1275","-25.615833","Árvore, 8m. Flor creme.; Árvore, 8m. Flor creme.; Floresta.","ASE0007089",NA,"2000",NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
