"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","dayIdentified","individualCount"
"51","2014-10-23 10:52:00-02","MO","MOBOT","3022866","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","G. Prance","E.L. Barbosa|J.M. Silva|L.A. Ferreira","Barbosa 214","1998","12","8","South America","Brazil","Paraná",NA,"Serra da Prata, próximo á Torre da Prata (Mun. Morretes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"52","2014-11-28 20:19:00-02","MO","MOBOT","3022867","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","G. Prance","J.M. Silva|O.S. Ribas|J. Cordeiro|E. Barbosa","Silva 2749","1998","12","29","South America","Brazil","Santa Catarina",NA,"Serra do Quiriri (Mun. Campo Alegre)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2009-12-05 05:22:00-02","MO","MOBOT","3022868","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","G. Hatschbach","Gert G. Hatschbach|O.S. Ribas","Hatschbach 61253","1994","11","23","South America","Brazil","Santa Catarina",NA,"Rod. SC-450, Serra do faxinal (Mun. Praia Grande)",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-10-22 10:03:18-02","UNIOESTE","UNOP","5068","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Hatschbach, G.","Silva, J.M.; Andrade, C.A.; Andrade, C.A.","5458","2006","12","20",NA,"Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,"Arbusto, 2 m, flor creme. Matinha nebular.",NA,NA,"2007",NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"55","2020-08-31 09:10:41-03","INPA","INPA","203619","S","Plantae","Dicotyledon Eudicots","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Hatschbach, GG","Hatschbach, GG","61253","1994","11","23","Southern America","Brasil","Santa Catarina","Praia Grande","Rod. SC-450, Serra do faxinal.","-49.9502983093262","-29.1966991424561","900","900",NA,NA,"INPA0203619","INPA0203619 INPA0203619_e","1999",NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","2268854","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"R. Reitz & R. M. Klein","6481","1958","2","5","South America","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666","1300",NA,NA,NA,"US01333341","US01333341_01",NA,NA,NA,NA,"37493","auto","Dicotyledonae",NA,NA,NA,"1"
"57","2020-09-12 05:00:02-03","US","US","2268684","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"R. Reitz & R. M. Klein","6039","1958","1","9","South America","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim.","-49.2655982971191","-26.1924991607666","1400",NA,NA,NA,"US01333342","US01333342_01",NA,NA,NA,NA,"37493","auto","Dicotyledonae",NA,NA,NA,"1"
"58","2019-11-13 11:29:33-03","USP","SPF","170482","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Prance, GT","Barbosa, E","214","1998","12","08",NA,"Brasil","Paraná","Morretes","Serra da Prata","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"SPF00170482",NA,"2005",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"59","2019-11-13 11:29:33-03","USP","SPF","170483","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Prance, GT","Silva, JM","2749","1998","12","19",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"SPF00170483",NA,"2005",NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA
"60","2019-11-13 11:29:33-03","USP","SPF","191857","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Vieira, FCS","Vieira, FCS","1993","2007","11","15",NA,"Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621","1270","1270",NA,NA,"SPF00191857",NA,"2008",NA,NA,"05","22441","auto",NA,NA,NA,NA,NA
"61","2019-11-13 11:29:33-03","USP","SPF","141484","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Hatschbach, G","Hatschbach, G","61253","1994","11","23",NA,"Brasil","Santa Catarina","Praia Grande","Serra do Faxinal","-49.9502983093262","-29.1966991424561","900","900",NA,NA,"SPF00141484",NA,"1999",NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA
"62","2021-03-25 13:53:24-03","UNIVILLE","JOI","18068","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Vieira, F.C.S.","Vieira, F.C.S. & Longen, F.","2499","2019","02","05",NA,"Brasil","Santa Catarina","Campo Alegre","Alto Quiriri, encostas ocidentais da serra Quiriri.",NA,"-26.020556","1200","1200",NA,"Fruto verde Habitat: Floresta Ombrófila Mista Habito: Arvoreta","JOI018068",NA,"2019",NA,"26º1'14''S","02",NA,NA,NA,NA,NA,"06",NA
"63","2021-03-25 13:53:24-03","UNIVILLE","JOI","7316","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","F.C.S. Vieira","F.C.S. Vieira",NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Garuva","Serra Quiriri, morro do Carvalo.","-48.8549995422363","-26.0266990661621","1270","1270",NA,"topo, arbusto densamente ramificado, isosalo no campo/topo. Ponto Eupl, -26.045833, -48.945486; HABITAT: campo altomontano; HABITO: arbusto","JOI007316",NA,"2008",NA,NA,"05","22441","auto",NA,NA,NA,"29",NA
"64","2019-10-07 09:23:39-03","UEFS","HUEFS","43418","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Hatschbach, G.","61253","1994","11","23",NA,"Brasil","Santa Catarina","Praia Grande","Rod. SC-450, Serra do Faxinal.","-49.9502983093262","-29.1966991424561","900","900",NA,"Matinha nebular.","HUEFS0043418","HUEFS0043418",NA,NA,NA,NA,"21549","auto","Proteanae",NA,NA,NA,NA
"65","2019-09-04 18:38:25-03","F","FMNH-SEEDPLANTS","V0067897F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis",NA,NA,"B. Rambo","49392","1950","12","18","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0067897F","V0067897F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA
"66","2015-03-07 09:06:06-03","F","FMNH-SEEDPLANTS","V0177290F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0177290F",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"67","2020-03-11 11:30:39-03","URICER","HPBR","12104","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","RAMBO, R.","SEHNEM, A.",NA,"1950","12","18",NA,"Brasil","RS","S. F. de Paula","Serra do Faxinal",NA,NA,NA,NA,NA,NA,"HPBR012104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-12 17:02:48-03","UEL","FUEL","31327","PreservedSpecimen","Plantae","Tracheophyta","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Hatschbach, G","Hatschbach, G; et al.","61253","1994","11","23",NA,"Brasil","Santa Catarina","Praia Grande-SC","Rod. SC-450, Serra do Faxinal, Serra do Faxinal 450 SC",NA,NA,NA,NA,NA,NA,"FUEL017069",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-08-20 15:00:15-03","UFSC","FLOR","62263","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","O.S. Ribas","O.S. Ribas; Cordeiro, J.; Vaz, J.","8369","2010","01","19",NA,"Brasil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.1988983154297","-25.9281005859375","1550","1550",NA,"Arvoreta, 4m. Frutos em fase de maturação","FLOR0062263","FLOR0062263","2010",NA,NA,"01","25228","auto",NA,NA,NA,NA,NA
"70","2020-08-20 20:41:56-03","UFSC","FLOR","29068","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Sobral, M.","Sobral, M.; Jarenkow, J.A.","8009","1995","12","01",NA,"Brasil","Rio Grande do Sul","Morrinhos do Sul","Tajuva.","-49.934700012207","-29.3649997711182","700","700",NA,"árvore, flor amarelo-clara, odor agradável","FLOR0029068",NA,"1995",NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA
"71","2020-08-20 20:41:56-03","UFSC","FLOR","29168","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Ribas, O.S.","Ribas, O.S.; Cordeiro, J. & Barbosa, E.","2257","1998","01","14",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri, Rio dos Alemães.","-49.2655982971191","-26.1924991607666","1300","1300",NA,"arbusto, Fruto Imaturo, verde, 2,5m altura","FLOR0029168",NA,"1998",NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA
"72","2021-03-04 15:45:51-03","IF","SPSF","35438","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis",NA,NA,"E.Barbosa & J.M.Silva & L.A.Ferreira","214","1998","12","08","América do Sul","Brasil","PR","Morretes","Serra da Prata","-48.834400177002","-25.476900100708",NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: matinha nebular&nf;;",NA,NA,NA,NA,NA,NA,"30514","auto","Magnoliopsida",NA,NA,NA,NA
"73","2021-03-04 15:45:51-03","IF","SPSF","35662","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis",NA,NA,"J.M.Silva & O.S.Ribas & J.Cordeiro & E.Barbosa","2739","1998","12","29","América do Sul","Brasil","SC","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: orla da matinha nebular&nf;;",NA,NA,NA,NA,NA,NA,"37493","auto","Magnoliopsida",NA,NA,NA,NA
"74","2021-03-04 15:45:51-03","IF","SPSF","26916","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis",NA,NA,"G. Hatschbach & O.S.Ribas","61253","1994","11","23","América do Sul","Brasil","SC","Praia Gande","mata nebular",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"75","2021-03-04 15:45:51-03","IF","SPSF","36427","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis",NA,NA,"O.S.Ribas","3065","2000","02","03","América do Sul","Brasil","PR","Campina Grande do Sul","serra Ibitiraquire","-49.0553016662598","-25.3055992126465",NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: matinha nebular&nf;;",NA,NA,NA,NA,NA,NA,"55154","auto","Magnoliopsida",NA,NA,NA,NA
"76","2021-03-04 15:45:51-03","IF","SPSF","33458","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis",NA,NA,"E.Barbosa & J.M.Silva","809","2003","12","04","América do Sul","Brasil","PR","Tijucas do Sul","serra Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata nebular, alto do morro&nf;;",NA,NA,NA,NA,NA,NA,"25228","auto","Magnoliopsida",NA,NA,NA,NA
"77","2021-02-08 12:45:02-03","UFRGS","ICN","111958","S","Plantae","Dicotyledon",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Sobral, M","Sobral, M; Jarenkow, JA","8009",NA,NA,NA,"América do Sul","Brasil","RS","Morrinhos do Sul","Tajuva","-49.934700012207","-29.3649997711182","750","750",NA,"Espécie ameaçada de extinção (Em perigo).; árvore 8m, em interior de mata; flores amarelo-claras, com odor agradável.; Região intermediária entre formação de mata atlântica e mata nebular, na subida da trilha Tajuva-Josafá.",NA,NA,NA,NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA
"78","2021-02-08 12:45:02-03","UFRGS","ICN","111084","S","Plantae","Dicotyledon",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Sobral, M","Sobral, M","7937",NA,NA,NA,"América do Sul","Brasil","RS","Morrinhos do Sul","Tajuva","-49.934700012207","-29.3649997711182","700","700",NA,"Espécie ameaçada de extinção (Em perigo).; Arvoreta 6m; estéril.; em interior de mata.",NA,NA,NA,NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA
"79","2021-02-08 12:45:02-03","UFRGS","ICN","153199","S","Plantae","Dicotyledon",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Hatschbach, G","Silva, JM; Andrade, CA","5458","2006","12","20","América do Sul","Brasil","SC","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,"Doação do Herbário MBM.; Arbusto, 2m; flor creme.; Matinha nebular.",NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"80","2021-02-08 12:45:02-03","UFRGS","ICN","119407","S","Plantae","Dicotyledon",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Sobral, M; et al.","8373",NA,NA,NA,"América do Sul","Brasil","SC","Praia Grande","Serra do Faxinal","-49.9502983093262","-29.1966991424561","700","700",NA,"Espécie ameaçada de extinção (Em perigo).; arvoreta ca. 5m; estéril.; Região de transição mata ombrófila mista/densa.Em mata alterada à beira da estrada.",NA,NA,NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA
"81","2020-08-26 10:50:40-03","MCN-FZBRS","HAS","85863","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Rambo, B.","49392","1950","12",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula (Cambará do Sul - RS)","Itaimbezinho",NA,NA,NA,NA,NA,"árvore; árvore; 6 m de altura.","HAS0085863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-08-26 10:50:40-03","MCN-FZBRS","HAS","92015","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Rambo, B.","Sehnem, A.","5181","1950","12",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Serra do Faxinal","-50.5835990905762","-29.4480991363525","1000","1200",NA,"Doação PACA 84894; arbor in silva nebulari","HAS0092015",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"83","2020-08-13 18:02:58-03","IBt","SP","293152","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Sobral, M","8009","1995","12",NA,NA,"Brasil","Rio Grande do Sul","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182","750","750",NA,NA,NA,NA,NA,NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA
"84","2019-11-21 10:17:22-03","IBt","SP","40497","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Sleumer, HO","Rambo, B","49392","1950","12","18",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Taimbesinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Arbor 6 m, in silva nebulari","SP001508","SP001508","1954",NA,NA,NA,"76715","auto",NA,"Isotype",NA,NA,NA
"85","2020-11-26 10:01:03-03","IBt","SP","382598","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Cordeiro, J","1687","1999","12","28",NA,"Brasil","Santa Catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA
"86","2020-12-10 11:28:22-03","IBt","SP","396661","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Silva, JM","5458","2006","12","20",NA,"Brasil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"87","2020-10-22 10:13:52-03","IBt","SP","344379","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Hatschbach, G","61253","1994","11","23",NA,"Brasil","Santa Catarina","Praia Grande",NA,"-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA
"88","2014-09-23 10:59:19-03","G","G","G00389569","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Plana, V.","Rambo, B.","49392","1950","12","18","AMERIQUE DU SUD","Brazil","Rio Grande do Sul",NA,NA,"-53.65388889","-29.71027778",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00389569",NA,"1998","-53.65388889","-29.71027778","01",NA,NA,NA,"HOLOTYPUS of Euplassa nebularis Rambo & Sleumer",NA,"01",NA
