"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","stateProvince","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","typeStatus","class","order","fieldNumber","individualCount","relatedCatalogItem","sex"
"49","2020-10-14 10:01:31-03","FURB","FURB","62448","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Kassner-Filho, A.","Kassner-Filho, A.","2019","01","17","Brasil","Blumenau","FURB - Campus I.","-49.0805556","-26.9055556","-49.0805556","-26.9055556","38","38","FURB62448","FURB62448","4511","Santa Catarina","2019","01","17",NA,NA,NA,"fruto imaturo Habitat: interior do fragmento Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-08 08:52:02-03","FURB","FURB","5847","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Oliveira, AA de","Grippa, C.R.","2006","05","30","Brasil","Indaial","Bairro dos Estados.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,"FURB01636","FURB01636",NA,"Santa Catarina","2011","03","24",NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-16 17:52:03-03","UCS","HUCS","19510","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","Lima, H.C.","Hatschbach, G.","1984","04","11","Brasil","Frei Inocêncio","Arredores","-41.9220008850098","-18.5450000762939",NA,NA,NA,NA,NA,NA,"47821","Minas Gerais",NA,NA,NA,NA,NA,NA,"Herbario MBM; Pequena mata remanescente","22276","auto","Angiospermae",NA,NA,"Fabales",NA,NA,NA,NA
"52","2021-03-16 17:52:03-03","UCS","HUCS","09201","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","Hatschbach, G.","Hatschbach, G.","1992","02","12","Brasil","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"56361","Paraná","1992",NA,NA,NA,NA,NA,"Mata pluvial, das encostas de morro","38300","auto","Angiospermae",NA,NA,"Fabales",NA,NA,NA,NA
"53","2021-03-16 17:52:03-03","UCS","HUCS","03130","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","Lima, H.C.","Kunniyoshi, Y.S.","1984","03","01","Brasil","Morretes","Viaduto dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"4745","Paraná",NA,NA,NA,NA,NA,NA,"Árvore de flores amarelas encosta de morro","30514","auto","Angiospermae",NA,NA,"Fabales",NA,NA,NA,NA
"54","2019-06-27 10:24:59-03","UFES","VIES","30095","S","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Kollmann, L.J.C.; Fontana, A.P.","Couto, D.R.; Fontana, A.P.; Manhães, V.C.; Kollmann, L.J.C. & Leite, V.R.","2008","07","24","Brasil","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"VIES030095","VIES030095","716","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-06-27 10:24:59-03","UFES","VIES","30096","S","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Kollmann, L.J.C.; Fontana, A.P.","Couto, D.R.; Fontana, A.P.; Manhães, V.C. & Sobreira, R.","2008","08","07","Brasil","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"VIES030096","VIES030096","797","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2013-04-01 09:16:05-03","IPT","BCTW","19499","S","Plantae",NA,"Centrolobium","microchaete","Centrolobium microchaete","(Benth.) H.C.Lima",NA,"Lorenzi, H.",NA,NA,NA,"Brasil","São Gabriel da Palha",NA,"-40.5356","-19.0175",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"24907","auto","Magnoliophyta",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"57","2021-03-21 19:34:52-03","UFC","EAC","20357","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Fernandes, A.; Nunes, E.","Fernandes, A.; Nunes, E.","1993","07","07","Brasil","Meruoca","Serra da Meruoca, próximo à Ubajara.","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"EAC0020357","EAC0020357","EAC20357","Ceará","1993","07","21","Southern America",NA,NA,"Árvore.","14054","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-21 19:34:52-03","UFC","EAC","6275","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima, H.C.","Fernandes, A.; Lima, A.","1979","06","01","Brasil","Viçosa do Ceará","Serra da Ibiapaba","-41.0922012329102","-3.56222009658813",NA,NA,NA,NA,"EAC0006275","EAC0006275","EAC6275","Ceará","2002","12",NA,"Southern America",NA,NA,"Árvore de aproximadamente 8m.; Mata","34051","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-21 19:34:52-03","UFC","EAC","14490","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima, H.C.","Grupo Pedra do Cavalo","1980","08",NA,"Brasil","Cachoeira","Estr. Pedra do Cavalo, vale dos rios Paraguaçu e Jacuípe","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,"EAC0014490","EAC0014490","653","Bahia","2002","12",NA,"Southern America",NA,NA,"Árvore com cerca de 7,0m de altura e com grande copa.",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-21 19:34:52-03","UFC","EAC","1931","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Fernandes, A.; Nunes, E.","Fernandes, A.","1959","10","15","Brasil",NA,"Serra da Meruoca, sítio Barro",NA,NA,NA,NA,NA,NA,"EAC0001931",NA,"EAC1931","Ceará","1993","07","21","Southern America",NA,NA,"Árvore, fornece madeira para construção.",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-21 19:34:52-03","UFC","EAC","52345","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima-Verde, L.W.; Loiola, M.I.B.","Loiola, M.I.B.; et al.","2012","06","03","Brasil","Tianguá","subida da Serra, Em frente ao Restaurante e Pousada Descanso da Serra.","-40.959444","-3.665833","-40.959444","-3.665833","452","452","EAC0052345","EAC0052345","1725","Ceará","2012","09","10","Southern America",NA,NA,"Árvore, +/- 4m.",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-21 19:34:52-03","UFC","EAC","2156","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima, H.C.","Fernandes, A.","1962","03","01","Brasil","Meruoca","Sítio Barro-Serra da Meruoca","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"EAC0002156","EAC0002156","EAC2156","Ceará","2002","12",NA,"Southern America",NA,NA,"Árvore.","14054","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-21 19:34:52-03","UFC","EAC","2192","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima, H.C.","Fernandes, A.","1962","06","07","Brasil","Meruoca","Sítio Barro-Serra da Meruoca","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"EAC0002192","EAC0002192","EAC2192","Ceará","2002","12",NA,"Southern America",NA,NA,"Árvore.","14054","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-21 19:34:52-03","UFC","EAC","10431","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima, H.C.","Fernandes, A.; Martins, P.","1981","05","28","Brasil","Ubajara","Próximo à cidade","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,"EAC0010431","EAC0010431","EAC10431","Ceará","2002","12",NA,"Southern America",NA,NA,"Árvore de 8 a 10m.; Mata","27385","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-21 19:34:52-03","UFC","EAC","13369","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima, H.C.","Hatschbach, G.; Lima, H.C.; Mayo, S.","1983","02","05","Brasil","Morretes","Rio Bromado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"EAC0013369","EAC0013369","46089","Paraná","1983",NA,NA,"Southern America",NA,NA,"Árvore 25,30m; tronco até 70cm; casca levemente fissurada., flor amarela; Mata pluvial","30514","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:25:42-03","MBM","MBM","327518","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C.","Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2007","02","12","Brazil","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM327518","MBM327518","5502","Paraná","2009","06",NA,"Southern America",NA,NA,"Árvore, 8m, flor amarela. Floresta atlântica","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:25:42-03","MBM","MBM","248666","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Mendonça Filho, C.V.","Mendonça Filho, C.V.; et al.; et al.","1999","09","20","Brazil","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"MBM248666","MBM248666","491","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:25:42-03","MBM","MBM","90052","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.","Hatschbach, G.","1984","04","11","Brazil","Frei Inocêncio","Frei Inocêncio, arredores","-41.9220008850098","-18.5450000762939",NA,NA,NA,NA,"MBM090052","MBM090052","47821","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,NA,"22276","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:25:42-03","MBM","MBM","121126","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Hatschbach, G.","Roderjan, C.V.; et al.; et al.",NA,NA,NA,"Brazil","Guaraqueçaba","Ilha do Superagüi","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM121126","MBM121126","652","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:25:42-03","MBM","MBM","6988","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Hatschbach, G.",NA,NA,NA,"Brazil","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM006988","MBM006988","18496","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:25:42-03","MBM","MBM","130669","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Camargo, R.","Reis, A.; et al.; et al.","1982","04","29","Brazil","Camboriú","Morro do Boi","-48.6543998718262","-27.0252990722656",NA,NA,NA,NA,"MBM130669","MBM130669","303","Santa Catarina",NA,NA,NA,"Southern America",NA,NA,NA,"19854","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:25:42-03","MBM","MBM","165796","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Garuva","Cemitério","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"MBM165796","MBM165796","59799","Santa Catarina",NA,NA,NA,"Southern America",NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:25:42-03","MBM","MBM","42407","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Reitz, R.",NA,NA,NA,"Brazil","Itajaí","Luís Alves","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM042407","MBM042407","2931","Santa Catarina",NA,NA,NA,"Southern America",NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:25:42-03","MBM","MBM","321500","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis",NA,"Pennington, R.T.; Pendry, C.; Pendry, C.","2000","03","25","Bolivia","Ñuflo de Chavez","9 km E of San Javier on the Road to Concepción","-62.416667","-16.283333","-62.416667","-16.283333","400","400","MBM321500","MBM321500","898","Santa Cruz",NA,NA,NA,"Southern America",NA,NA,"Tree 25m x 40 cm, unbuttressed. Bark pale brown, deeply fissured vertically. Slash thick (1cm) buff, oxidising red-brown with red streaks producing red exudate. K dark brown with pale green glandular dots. C. yellow, standard with pa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:25:42-03","MBM","MBM","426997","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Kassner-Filho, A.","Kassner-Filho, A.","2019","01","17","Brazil","Blumenau","FURB, Campus I","-49.080556","-26.905556","-49.080556","-26.905556","38","38","MBM426997",NA,"4511","Santa Catarina","2019","01","17","Southern America",NA,NA,"Arbórea, fruto imaturo; Interior do fragmento.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:25:42-03","MBM","MBM","429882","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Brotto, M.L.","Brotto, M.L.; Antoniuk-Bonato, R.G.; Antoniuk-Bonato, R.G.","2020","05","16","Brazil","Morretes","Rodovia PR-411, entre Morretes e Porto de Cima","-48.843333","-25.474833","-48.843333","-25.474833","15","15","MBM429882",NA,"3855","Paraná","2020","05","16","Southern America",NA,NA,"Árvore com 18 m de altura; frutos maduros marrons.; Floresta Ombrófila Densa Submontana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:25:42-03","MBM","MBM","337217","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C.","Costa, MA de A; et al.; et al.","2005","05","28","Brazil","Amargosa","Recôncavo Sul. entrada da porteira da fazenda Acaju","-39.6046981811523","-13.0303001403809",NA,NA,NA,NA,"MBM337217","MBM337217","43","Bahia","2009","06","16","Southern America",NA,NA,"Árvore de ca 7m. Folhas com folíolos cartáceos, discolores. Inflorescência terminal. Flores com cálice verde oliva e pétalas amarelas. Mata atlântica remanescente","22699","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:25:42-03","MBM","MBM","194181","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","C.V. Mendonça f.; et al.; et al.",NA,NA,NA,"Brazil","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"MBM194181","MBM194181","136","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:25:42-03","MBM","MBM","258687","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C.","Barreto, M.","1935","07","22","Brazil","Tombos","Fazenda da Cachoeira","-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,"MBM258687","MBM258687","1691","Minas Gerais","2009","06","16","Southern America",NA,NA,"Árvore 18 m (útil 14,00). Mata","16749","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:25:42-03","MBM","MBM","79830","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Kuniyoshi, Y.S.; et al.; et al.",NA,NA,NA,"Brazil","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM079830","MBM079830","4644","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:25:42-03","MBM","MBM","149287","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Hatschbach, G.","Hatschbach, G.; Campos, A.R.; Campos, A.R.",NA,NA,NA,"Brazil","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM149287","MBM149287","56361","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:25:42-03","MBM","MBM","52838","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Hatschbach, G.",NA,NA,NA,"Brazil","Antonina","Rio Ipiranguinha","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM052838","MBM052838","5355","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:25:42-03","MBM","MBM","2957","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Hatschbach, G.",NA,NA,NA,"Brazil","Antonina","Rio Ipiranguinha","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM002957","MBM002957","16355","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:25:42-03","MBM","MBM","20708","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Hatschbach, G.; et al.; et al.",NA,NA,NA,"Brazil","Guaratuba","Colônia Limeira","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM020708","MBM020708","29334","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:25:42-03","MBM","MBM","79831","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Hatschbach, G.",NA,NA,NA,"Brazil","Morretes","Colônia Limeira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM079831","MBM079831","46038","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:25:42-03","MBM","MBM","82725","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Hatschbach, G.; et al.; et al.",NA,NA,NA,"Brazil","Morretes","Rio Bromado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM082725","MBM082725","46089","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:25:42-03","MBM","MBM","79833","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Hatschbach, G.",NA,NA,NA,"Brazil","Morretes","Rio Bromado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM079833","MBM079833","46250","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:25:42-03","MBM","MBM","112813","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Hatschbach, G.","Kuniyoshi, Y.S.; Pisani, A.J.; Pisani, A.J.",NA,NA,NA,"Brazil","Morretes","Rod. BR-277, próximo do Viaduto dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM112813","MBM112813","s.n.","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:25:42-03","MBM","MBM","90053","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Hatschbach, G.","Kuniyoshi, Y.S.; Pisani, A.J.; Pisani, A.J.",NA,NA,NA,"Brazil","Morretes","Viaduto dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM090053","MBM090053","s.n.","Paraná",NA,NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:25:42-03","MBM","MBM","130668","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Camargo, R.","Reis, A.; et al.; et al.","1982","04","29","Brazil","Canelinha","Moura","-48.7677993774414","-27.2649993896484",NA,NA,NA,NA,"MBM130668","MBM130668","301","Santa Catarina",NA,NA,NA,"Southern America",NA,NA,NA,"15006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:25:42-03","MBM","MBM","6328","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de","Reitz, R.; et al.; et al.",NA,NA,NA,"Brazil","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM006328","MBM006328","1877","Santa Catarina",NA,NA,NA,"Southern America",NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-09-04 02:02:54-03","MNHN","RECOLNAT_MNHN_P","P02952239","PreservedSpecimen",NA,"Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima","Reitz, R.","1948","1","29","Brasil","Itajaí","Santa Catarina, Luis Alves - Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"150",NA,"P02952239","P02952239_01",NA,"Santa Catarina",NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952239' target='other'> <mi>dwc_moreinfo</mi></a>","27253","auto",NA,NA,NA,NA,"2931",NA,NA,NA
"93","2020-12-11 11:35:44-03","UFMG","BHCB","173230","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,"Lima, HC de; Lemes, M; Gribel, R","2013","04","12","Brasil","Aimorés","Conceição do Capim, Estrada da Babilonia, sitio do Capim.","-41.226833","-19.549833","-41.226833","-19.549833","130","130","BHCB017955",NA,"7621","Minas Gerais","2013","04","12","Southern America",NA,NA,"Arvore 12m, tronco casca lisa, levemente fissurada, inflorescência erecta com apice pendente, corola amarela.",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:35:44-03","UFMG","BHCB","174258","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,"Neves, DRM; Pennington, RT; Lima, HC de; Fraga, CN de","2013","05","19","Brasil","Campos dos Goytacases","Morro do Côco, BR-101, entre km 17 e 18. Beira da Rodovia.","-41.339444","-21.363333","-41.339444","-21.363333","50","50","BHCB020080",NA,"1202","Rio de Janeiro","2013","05","19","Southern America",NA,NA,"Árvore 10m. Flores amarelas. Frutos imaturos.; Beira da Rodovia",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:35:44-03","UFMG","BHCB","49352","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:35:44-03","UFMG","BHCB","49353","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:35:44-03","UFMG","BHCB","89818","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","2004","08","21","Brasil","Poté","Fazenda do Sr. Júlio Tavares","-41.703333","-17.715278","-41.703333","-17.715278","435","456",NA,NA,"6093","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,"Pasto, junto a estrada. Árvore ca. 10 m, folíolos cartáceos, frutos imaturos verde-arroxeados. Coordenadas originais: 17°42'55-19S; 41°42'12-01W",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
