"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"50","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","26310","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","R.C. Mendonça","R.C. Mendonça",NA,NA,NA,NA,"América do Sul","Brasil","Bahia","Fazendas Trijunção","-45.861944","-14.596111",NA,"Subarbusto heliófilo, 30 cm, folhas cartáceas, cálice verde e corola alva;",NA,NA,"Jaborandi",NA,NA,NA,NA,NA,NA,NA,"-45.861944","-14.596111","Magnoliopsida",NA,NA,NA,NA,NA
"51","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","31875","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Rizzo, J.A. & Barbosa, A.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás",NA,"-49.2538986206055","-16.6786003112793",NA,"Subarbusto. Corola branca;",NA,NA,"Goiânia",NA,NA,"25250","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"52","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","31716","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Rizzo, J.A. & Barbosa, A.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Goiânia",NA,NA,"25250","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"53","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","31717","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Rizzo, J.A. & Barbosa, A.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Goiânia",NA,NA,"25250","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"54","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","31715","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Rizzo, J.A. & Barbosa, A.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Goiânia",NA,NA,"25250","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"55","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","31718","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Rizzo, J.A. & Barbosa, A.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Goiânia",NA,NA,"25250","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"56","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","31763","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Rizzo, J.A.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás",NA,"-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,"Mossâmedes",NA,NA,"30139","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"57","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","31762","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Haley, R.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás",NA,"-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,"Mossâmedes",NA,NA,"30139","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"58","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","26309","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","M. Aparecida da Silva","M. Aparecida da Silva",NA,NA,NA,NA,"América do Sul","Brasil","Distrito Federal","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,"Subarbusto 50 cm, corola branca, cálice verde, folhas discolores verdes;",NA,NA,"Brasilia",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"59","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","06318","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Windisch",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","são josé dos alpes","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Campos do Jordão",NA,NA,"21048","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"60","2019-12-19 11:17:51-03","UFG","UFG","1569","S","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Rizzo, J.A.; Barbosa, A.","199","1968","04","10",NA,"Brasil","Goiás","À esqueda da rodovia. GO-7. Campo Cerrado.","-49.2538986206055","-16.6786003112793",NA,"Subarbusto. Comum.","UFG0001569",NA,"Goiânia",NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-12-19 11:17:51-03","UFG","UFG","421","S","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Barroso, G.M.","Rizzo, J.A.; Barbosa, A.","3025","1968","12","07",NA,"Brasil","Goiás","Estrada para o Seminário Santa Cruz, 8 km de Goiânia. Cerrado e Campo cerrado.","-49.2538986206055","-16.6786003112793",NA,"Herbácea. Corola branca.","UFG0000421","UFG0000421","Goiânia",NA,NA,"25250","auto",NA,"1969","07",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-06-10 10:10:25-03","FZB-BH","BHZB","5762","S","Plantae",NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia",NA,NA,"Mendes, M.S. et al.","1149","2006","01","05",NA,"Brasil","MG","Área da CVRD, região de Potreiro","-43.890833","-20.399167",NA,"Coord: UTM Lat.: 7.743.949 e Long.: 615.741. Outros coletores: Rezende, S.G. Com duplicata.",NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,NA,"43W 53' 27","20S 23' 57",NA,NA,NA,NA,NA,NA
"63","2021-03-16 12:22:26-03","UFRPE","HST","14394","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"R.M.Harley; R.P.de Oliveira et T.R.Silva","53888","2000","04","05",NA,"Brasil","Bahia","50 Kmda cidade e 14 Km da cancela dentro da Fazenda Estrondo","-45.566667",NA,NA,"Arbusto até 1 m alt.; inflorescência passada.","HST014394",NA,"Formosa do Rio Preto","601","601",NA,NA,NA,"2016",NA,"45W34'0''","11S65'3''",NA,NA,NA,NA,NA,NA
"64","2021-03-16 12:22:26-03","UFRPE","HST","23206","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","A.M.Miranda","A.M.Miranda; K.Martins, A.Figueredo","6935","2021","01","10",NA,"Brasil","Bahia","Palmeiral","-44.9733009338379","-12.3633003234863",NA,"Subarbusto ca. 80 cm alt.; caule verde; folhas membranáceas; flores brancas. Ocasional (material banhado no álcool).","HST023206","HST023206_v1 HST023206_v2 HST023206_v3","São Desidério",NA,NA,"175149","auto",NA,"2021","03",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","2059821","PreservedSpecimen","Plantae",NA,"Boraginales","Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"A. Macedo","3740","1952","7","22","South America - Neotropics","Brazil","Goiás","Faz. Antonio Manoel, Municipio Pirenopolis.",NA,NA,NA,NA,"US02894369","US02894369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"66","2020-09-12 05:00:02-03","US","US","2744582","PreservedSpecimen","Plantae",NA,"Boraginales","Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"G. Hatschbach","32348","1973","8","26","South America - Neotropics","Brazil","Mato Grosso","Jatobá (Mun. Bandeirante).",NA,NA,NA,NA,"US02894364","US02894364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"67","2020-09-12 05:00:02-03","US","US","1692471","PreservedSpecimen","Plantae",NA,"Boraginales","Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"P. Jörgensen","4067","1932","12",NA,"South America","Paraguay",NA,"In the campos Ubuwena [interpreted].",NA,NA,NA,NA,"US02894368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"68","2020-09-12 05:00:02-03","US","US","3348252","PreservedSpecimen","Plantae",NA,"Boraginales","Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"F. R. Mendonca, R. Marquete, M. Fonseca & F. C. A. Oliveira","2515","1996","4","16","South America - Neotropics","Brazil","Goiás","Município de Niquelandia, Companhia de Níquel Tocantins (CNT), Morro na entrada para Macêdo Velho.","-48.4194","-14.3583",NA,NA,"US02894365","US02894365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"69","2020-09-12 05:00:02-03","US","US","3332293","PreservedSpecimen","Plantae",NA,"Boraginales","Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"M. Fonseca, F. C. A. Oliveira & G. Nunes","743","1995","12","15","South America - Neotropics","Brazil","Goiás","Mun. Niquelândia, Macedo.","-48.3444","-14.1889",NA,NA,"US02894366","US02894366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"70","2020-09-12 05:00:02-03","US","US","2433890","PreservedSpecimen","Plantae",NA,"Boraginales","Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"G. Hatschbach & E. Pereira","10349/7733","1963","11","7","South America","Brazil","Paraná","Laranjeiras do Sul, Laranjeiras do Sul.",NA,NA,NA,NA,"US02894367","US02894367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"71","2020-09-12 05:00:02-03","US","US","1199623","PreservedSpecimen","Plantae",NA,"Boraginales","Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"L. Netto","217","1862",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US02894370","US02894370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"72","2020-09-02 16:22:24-03","Cenargen","CEN","15255","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","M. Stapf","Bruno Machado Teles Walter","874","1991","12","09",NA,"Brasil","GO","Em frente ao viveiro antigo da UHE Serra da Mesa (5 km da entrada norte do canteiro de obras).","-48.283333",NA,"Exsicatas","Sépalas verdes; corola e flor (restante) branco. Área de influencia da UHE Serra da Mesa.","CEN00015255","CEN00015255","MINACU","500","500",NA,NA,NA,"2009",NA,"-48.283333","-1380000.0",NA,NA,NA,"5",NA,NA
"73","2020-09-02 16:22:24-03","Cenargen","CEN","15571","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","M. Stapf","Bruno Machado Teles Walter","776","1991","11","20",NA,"Brasil","GO","Estrada de terra do canteiro de obras da UHE Serra da Mesa para o posto da Funai; mais ou menos 12 km deste.","-48.25",NA,"Exsicatas","Pétalas e anteras brancas. Planta pilosa. Fogo frequente na área. Área de influência da UHE Serra da Mesa.","CEN00015571","CEN00015571","MINACU","580","580",NA,NA,NA,"1998",NA,"-48.25","-1385000.0",NA,NA,NA,"5",NA,NA
"74","2020-09-02 16:22:24-03","Cenargen","CEN","41121","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","M. Stapf","Bruno Machado Teles Walter","4535","2000","11","07",NA,"Brasil","GO","Estrada de terra que parte do Porto dos Paulistas (balsa) no rio Tocantins para o Buracão. À cerca de 1,8 km do rio.","-47.4583015441895","-13.7974996566772","Exsicatas","Futuro reservatório da Hidrelétrica Cana Brava.","CEN00041121","CEN00041121","CAVALCANTE","390","390","92497","auto",NA,"2009",NA,"-4813778.0","-1348694.0",NA,NA,NA,"2",NA,NA
"75","2020-09-02 16:22:24-03","Cenargen","CEN","40424","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","M. Stapf","Marcus Vinicius Martins","43","1992","10","10",NA,"Brasil","GO","Loteamento Parque Alvorada I.","-47.9502983093262","-16.2525005340576","Exsicatas","Terreno de propriedade do coletor.","CEN00040424","CEN00040424","LUZIANIA",NA,NA,"83221","auto",NA,"2009",NA,NA,NA,NA,NA,NA,"2",NA,NA
"76","2019-11-13 11:17:02-03","USP","SPF","49775","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Harvey, YB","Harley, RM","24373","1987","02","19",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"SPF00049775","SPF00049775",NA,"1300","1300",NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-13 11:17:02-03","USP","SPF","62422","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Zappi, DC","Harley, RM","25004","1988","10","14",NA,"Brasil","Minas Gerais","Serra do Calixto","-43.4","-16.483333",NA,NA,"SPF00062422","SPF00062422","Grão Mogol","1050","1050",NA,NA,NA,"1996",NA,"-43.4","-16.483333",NA,NA,NA,NA,NA,NA
"78","2019-11-13 11:17:02-03","USP","SPF","70654","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","França, F; Melo, E","Pirani, JR","CFCR13273","1990","09","05",NA,"Brasil","Minas Gerais","Vale do Rio Itacambiruçu","-42.916667","-16.6",NA,NA,"SPF00070654","SPF00070654","Grão Mogol","670","670",NA,NA,NA,"1998","11","-42.916667","-16.6",NA,NA,NA,NA,NA,NA
"79","2019-11-13 11:17:02-03","USP","SPF","76109","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Stapf, MNS","Harley, RM","25332","1988","10","23",NA,"Brasil","Bahia","Pico das Almas","-41.966667","-13.533333",NA,NA,"SPF00076109","SPF00076109","Rio de Contas","1420","1420",NA,NA,NA,"2007","02","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA
"80","2019-11-13 11:17:02-03","USP","SPF","137868","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia tomentosa","(Chodat & Hassl.) I.M.Johnst.","Förther, H","Hatschbach, G","53634","1989","11","18",NA,"Brasil","Paraná",NA,"-49.4636001586914","-24.1128005981445",NA,NA,"SPF00137868","SPF00137868","Sengés",NA,NA,"55682","auto","tomentosa","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-10-07 09:12:23-03","UEFS","HUEFS","45991","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","M.N.S.Stapf","Harley, R.M.","53888","2000","04","05",NA,"Brasil","Bahia","50 km da cidade e 14 km da cancela dentro da Fazenda Estrondo.","-45.566667","-11.114722",NA,"Cerrado sobre pedras e laterita com areão.","HUEFS0045991","HUEFS0045991","Formosa do Rio Preto","601","601",NA,NA,NA,"2005","03","45W34'0''","11S6'53''","Asteranae",NA,NA,NA,NA,NA
"82","2019-10-07 09:12:23-03","UEFS","HUEFS","92178","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","M.N.S.Stapf","Harley, R.M.","55091","2004","03","10",NA,"Brasil","Bahia","11,2 Km da cidade na estrada para o Pico das Almas, próximo a uma entrada a direita.","-41.891667","-13.521944",NA,"Cerrado de altitude perturbado, com solo arenoso.","HUEFS0092178","HUEFS0092178","Rio de Contas","1287","1287",NA,NA,NA,"2007","05","41W53'30''","13S31'19''","Asteranae",NA,NA,NA,NA,NA
"83","2019-10-07 09:12:23-03","UEFS","HUEFS","95654","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Stapf, M.N.S.","399","2005","04","14",NA,"Brasil","Goiás","ca. 3 km da devisa BA 060 na rodovia BR 020, sentido brasilia.","-46.284167","-14.066389",NA,"Cerrado, Solo arenoso.","HUEFS0095654","HUEFS0095654",NA,"859","859",NA,NA,NA,NA,NA,"46W17'3''","14S3'59''","Asteranae",NA,NA,NA,NA,NA
"84","2019-10-07 09:12:37-03","UEFS","HUEFS","163686","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","M.N.S.Stapf","Melo, E.","8158","2010","05","21",NA,"Brasil","Bahia","Ca. 2 a 3 Km do Povoado Cabaceira Grande.","-45.0325","-13.659167",NA,"Cerrado.","HUEFS0163686",NA,"São Desidério","688","688",NA,NA,NA,"2012","07","45W1'57''","13S39'33''","Asteranae",NA,NA,NA,NA,NA
"85","2019-09-04 18:47:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA
"86","2015-03-17 14:33:50-03","F","FMNH-SEEDPLANTS","V0282548F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0282548F","V0282548F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"87","2015-03-17 14:33:50-03","F","FMNH-SEEDPLANTS","V0282549F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0282549F","V0282549F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"88","2015-03-17 14:33:50-03","F","FMNH-SEEDPLANTS","V0282550F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0282550F","V0282550F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"89","2018-06-19 11:50:26-03","F","FMNH-SEEDPLANTS","V0282552F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,"E. Hassler","9108","1905",NA,NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,"V0282552F","V0282552F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"90","2015-03-17 14:33:50-03","F","FMNH-SEEDPLANTS","V0282554F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0282554F","V0282554F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"91","2018-06-19 11:51:04-03","F","FMNH-SEEDPLANTS","V0282555F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,"P. Jörgensen","4067","1932","12",NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,"V0282555F","V0282555F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"92","2018-06-19 11:51:39-03","F","FMNH-SEEDPLANTS","V0282556F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,"P. Jörgensen","4067","1930","2",NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,"V0282556F","V0282556F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"93","2015-03-17 14:33:50-03","F","FMNH-SEEDPLANTS","V0282557F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0282557F","V0282557F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"94","2020-07-23 12:00:28-03","CEPLAC","CEPEC","46746","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,"Flora do Pico das Almas","R. M. Harley","25332","1991","04","24",NA,"Brasil","Bahia","19Km ao NW da cidade. Pico das Almas. Vertente leste. Faz. Silvina.","-41.966667","-13.533333",NA,NA,NA,NA,"RIO DE CONTAS",NA,NA,NA,NA,NA,NA,NA,"41W58'","13S32'",NA,NA,NA,NA,"30/12/1995",NA
"95","2019-11-01 14:55:43-03","UnB","UB","148879","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Taroda, N","Anderson, WR","9048","1973","04","18","Southern America","Brasil","Minas Gerais","7,5 km by road W of Rio Pandeiros on road from Januária to Serra das Araras.",NA,NA,NA,"Corolla white.; Sandy cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-08-20 20:38:21-03","UFSC","FLOR","30809","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia tomentosa","(Chodat & Hassler) I. M. Johnston","Förther, H.","Hatschbach, G.; Hatschbach, M. & Nicolack, V.","53634","1989","11","18",NA,"Brasil","Paraná","Rodovia PR-11, próximo do km 252.","-49.4636001586914","-24.1128005981445",NA,"xilopodífera, flor alva","FLOR0030809",NA,"Sengés",NA,NA,"55682","auto","tomentosa","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:09:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia tropica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:09:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia tropica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:09:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia tropica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:02:22-03","IBt","SP","11272","S","Plantae",NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","Mamede, MCH","Loefgren, A","CGG289","1887","10","30",NA,"Brasil","São Paulo","Várzea do Sapucahy","-47.2799987792969","-20.6299991607666",NA,NA,"SP023269","SP023269","Patrocínio Paulista",NA,NA,"26066","auto",NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-08-02 15:21:39-03","GH","HU-HERB","GH 01117823","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Chamisso",NA,"F. Sellow","B1562, c.655","1818",NA,NA,"South America","Brazil","Minas Gerais","Quastel de S. Antonio",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type","B1562, c.655",NA,NA,"undetermined"
