"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","class","imagecode","relatedCatalogItem","infraspecificEpithet","identifiedBy","county","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2020-02-08 08:54:06-03","NBC","NL-BOTANY","U.1054565","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E.Fr.","Krapovickas A; Cristóbal CL; et al.",NA,"1973","12","10","Southern America","Argentina","Corrientes",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1054565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1054565","Magnoliopsidae","NL-U1054565","U 0082292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:54:06-03","NBC","NL-BOTANY","U.1054566","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E.Fr.","Meyer T",NA,"1944","01","31","Southern America","Argentina",NA,"Prov. de Corrientes. Ituzaingo. Dep. Ituzaingo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1054566 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1054566","Magnoliopsidae","NL-U1054566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:54:06-03","NBC","NL-BOTANY","U.1054567","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E.Fr.","Meyer T",NA,"1944","02","02","Southern America","Argentina",NA,"Prov. de Corrientes. Dep. Ituzaingó. Ituzaingó.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1054567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1054567","Magnoliopsidae","NL-U1054567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:54:06-03","NBC","NL-BOTANY","WAG.1404824","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E.Fr.","Pedersen TM",NA,"1986","11","03","Southern America","Paraguay",NA,"c. 8 km N of Piribebuy. Dep. La Cordillera.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1404824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1404824","Magnoliopsidae","NL-WAG1404824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:54:06-03","NBC","NL-BOTANY","L.1674533","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula breviflora",NA,"Hassler E",NA,"1913","03","01","Southern America","Paraguay",NA,"Plantae Paraguarienses. Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1674533 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1674533","Magnoliopsidae","NL-L1674533",NA,"breviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 10:59:00-03","ESALQ","ESA","78463","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E.Fr.","Tressens, S.G. et al.","4241.0","1992","12","06",NA,"Argentina","Corrientes",NA,NA,NA,NA,NA,"ESA078463",NA,"ESA078463",NA,NA,"Pedersen, T.M.","San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:28:21-03","IAP","PACA-AGP","103233","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","E. Freitas",NA,"2008","11","21",NA,"Brasil","RS","Perto da gruta São Tomé.","-55.1310997009277","-29.5503005981445",NA,"Habitat: no campo arenoso","PACA103233","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","São Francisco de Assis","2018","05","48310","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-22 13:44:13-03","IAP","PACA-AGP","102830","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","R. Mello Silva","1913","2001","12","16",NA,"Argentina",NA,"Mburucuya, Rodovia Saladas- Mburucuya (ruta 13) 2 km SW de Mburucuya.",NA,NA,NA,"erva, entre gramíneas, em solo úmido próximo a charco. Brácteas grená. &nf;Anteras amarelas. Habitat: Campos alagados (esteros","PACA102830","Magnoliatae",NA,NA,NA,"M. S. Marchioretto",NA,"2004","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:28:21-03","IAP","PACA-AGP","106511","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","411","2010","02","25",NA,"Brasil","RS","Cerro do Tigre","-55.39595","-29.663433",NA,"Habitat: topo do Cerro","PACA106511","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","Alegrete","2010","03",NA,NA,"55°23.757'W","29°39.806' S",NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:28:21-03","IAP","PACA-AGP","106514","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","414","2010","02","25",NA,"Brasil","RS","Cerro do Tigre","-55.39595","-29.663433",NA,"Habitat: topo do cerro","PACA106514","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","Alegrete","2010","03",NA,NA,"55°23.757'W","29°39.806' S",NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:28:21-03","IAP","PACA-AGP","106516","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","416","2010","02","25",NA,"Brasil","RS","Cerro do Tigre","-55.39595","-29.663433",NA,"Habitat: topo do Cerro","PACA106516","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","Alegrete","2010","03",NA,NA,"55° 23.757'W","29°39.806' S",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:28:21-03","IAP","PACA-AGP","106518","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","418","2010","02","25",NA,"Brasil","RS","RS 377, Km 345","-55.370722","-29.598806",NA,"Trecho em acesso secundário e principal a S. Francisco; Habitat: local com arenização, butiazal ao norte","PACA106518","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","São Francisco de Assis","2010","03",NA,NA,"55°22'14.6W","29°35'55.7 S",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:28:21-03","IAP","PACA-AGP","106522","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","422","2010","02","25",NA,"Brasil","RS","RS 377, Km 345","-55.370722","-29.598806",NA,"Trecho em acesso secundário e principal a S. Francisco; Habitat: Local com arenização, butiazal ao sul","PACA106522","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","São Francisco de Assis","2010","03",NA,NA,"55°22'14.6W","29°35'55.7S",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:28:21-03","IAP","PACA-AGP","106528","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","428","2010","02","25",NA,"Brasil","RS","RS 377, Km 345","-55.370722","-29.598806",NA,"Trecho em acesso secundário e principal a S. Francisco; Habitat: Local com arenização, butiazal ao sul","PACA106528","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","São Francisco de Assis","2010","03",NA,NA,"55°22'14.6W","29°35'55.7S",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:28:21-03","IAP","PACA-AGP","106532","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","432","2010","02","25",NA,"Brasil","RS","RS 377, Km 345","-55.370722","-29.598806",NA,"Trecho em acesso secundário e principal a S. Francisco; Habitat: Local com arenização, butiazal ao sul","PACA106532","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","São Francisco de Assis","2010","03",NA,NA,"55° 22' 14.6W","29°35'55.7S",NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:28:21-03","IAP","PACA-AGP","107067","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","441","2010","04","07",NA,"Brasil","RS","Estrada Nonoai para Planalto","-52.829167","-27.412867",NA,"Habitat: beira de mata","PACA107067","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","Nonoai","2010","04",NA,NA,"52°49.750'W","27°24.772'S",NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:28:21-03","IAP","PACA-AGP","107068","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","442","2010","04","25",NA,"Brasil","RS","Estrada Nonoai para Planalto","-52.829167","-27.412867",NA,"Habitat: beira da mata","PACA107068","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","Nonoai","2010","04",NA,NA,"52°49.750'W","27°24.772'S",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:28:21-03","IAP","PACA-AGP","107069","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","443","2010","04","07",NA,"Brasil","RS","Estrada nonoai para Planalto","-52.829167","-27.412867",NA,"Habitat: beira da mata","PACA107069","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","Nonoai","2010","04",NA,NA,"52°49.750'W","27°24.772'S",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:28:21-03","IAP","PACA-AGP","87233","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","226","2003","11","20",NA,"Brasil","RS","Cerro do Tigre","-55.395833","-29.662778",NA,"EM PERIGO Habitat: No topo do cerro.","PACA087233","Magnoliatae",NA,NA,NA,"M. S. Marchioretto","Alegrete","2003","11",NA,NA,"55°23'45W","29°39'46S","184","184",NA,NA,NA,NA
"30","2019-08-27 13:28:21-03","IAP","PACA-AGP","87234","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Marchioretto, M. S.","227","2003","11","20",NA,"Brasil","RS","Cerro do Tigre","-55.395833","-29.662778",NA,"EM PERIGO Habitat: No topo do cerro.","PACA087234","Magnoliatae",NA,NA,NA,"M. S. Marchioretto","Alegrete","2003","11",NA,NA,"55°23'45W","29°39'46S","184","184",NA,NA,NA,NA
"31","2019-08-27 13:28:21-03","IAP","PACA-AGP","86539","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Sehnem, A.","16343","1978","11","23",NA,"Brasil","RS","Faz. do  deserto","-55.7919006347656","-29.7831001281738",NA,"EM PERIGO Habitat: Herba in campo","PACA086539","Magnoliatae",NA,NA,NA,"A. Sehnem","Alegrete","1978",NA,"89305","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:28:21-03","IAP","PACA-AGP","87610","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","T. Canto-Dorow","920","2002","10",NA,NA,"Brasil","RS","Distr. Boca do Monte, Chácara de Airton do Canto","-53.8069000244141","-29.6842002868652",NA,"EM PERIGO&nf;Flores púrpura, populações pouco densas. Fenofase: flor","PACA087610","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","Santa Maria","2004","05","37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:28:21-03","IAP","PACA-AGP","57346","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","Camargo, O. R.","44","1955","11","23",NA,"Brasil","RS","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"EM PERIGO Habitat: in campestribus Fenofase: flor","PACA057346","Magnoliatae",NA,NA,NA,"Emrich-Rambo","Santa Maria","1957","05","37819","auto",NA,NA,NA,NA,"15",NA,NA,NA
"34","2019-08-27 13:28:21-03","IAP","PACA-AGP","103235","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R. E. Fr.","E. Freitas",NA,"2008","11","22",NA,"Brasil","RS","Faz. Joaquim Paz.","-55.1310997009277","-29.5503005981445",NA,"Habitat: na encosta do cerro","PACA103235","Magnoliatae",NA,NA,NA,"M.S. Marchioretto","São Francisco de Assis","2008","12","48310","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0000080","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","R.E.Fr.","M. M. Arbo; G. I. Lavia, M. G. Pellegrini, R. Beron","6054","1993","11","24",NA,"Argentina","Corrientes","Dep. Ituzaingo. Villa Olivari. Fiplasto, costa del rio Parana.","-56.831112","-27.854699",NA,"008; Ramas ascendentes, inflorescencias de color vino.",NA,NA,NA,NA,NA,"T. M. Pedersen",NA,NA,NA,NA,NA,NA,NA,"100",NA,NA,NA,NA,NA
"36","2019-11-21 14:29:57-03","UFJF","CESJ","40841","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E.Fr.","R. Mello; R.C. Forzza; A. Marcato","1913","2001","12","16","América do Sul","Argentina","Corrientes","rodovia saladas Mburucuya (Ruta13), 2km SW de Mbur",NA,NA,NA,"Erva, entre gramíneas, em solo úmido próximo a charco.","CESJ040841",NA,"CESJ040841",NA,NA,NA,"Mburucuya",NA,NA,NA,NA,NA,NA,"95","95",NA,NA,NA,NA
"37","2019-08-20 10:02:17-03","UNICAMP","UEC","93348","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E.Fr.","Arbo, MM; Maruñak, V; Cáceres, SAM","7048","1996","12","05",NA,"Argentina","Corrientes","Estancia Santo antonio,","-58.333333","-28.783333",NA,"flor, Campo alto, no inundable, lomadas arenosas que forman el borde occidental de la depresion iberana. Erguida, inflorescencias color rojo vinoso.","UEC097012",NA,"UEC097012",NA,NA,"Pedersen, TM","San Roque","1996",NA,NA,NA,"-58.333333","-28.783333",NA,NA,NA,NA,NA,NA
"38","2021-03-16 17:51:27-03","UCS","HUCS","49581","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E. Fr.","Silva-Filho, P.J.","2293","2016","11","29",NA,"Brasil","Rio Grande do Sul","Margem da BR 290","-55.129722","-30.168611",NA,"Doação Herbário ICN 193845&nf;&nf;&nf;; Campo seco e arenoso à beira da estrada, inflorescências avermelhadas","HUCS006660",NA,NA,NA,NA,"Silva-Filho, P.J.","Ros#?#","2017","02",NA,NA,"-55.129722","-30.168611",NA,NA,"16",NA,NA,NA
"39","2021-01-07 14:11:04-03","UFSM","SMDB","11840","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E. Fr.","Flores, R","s.n.","2009","03","25",NA,"Brasil","Rio Grande do Sul",NA,"-53.8069000244141","-29.6842002868652",NA,"Matriz: coletada em Boca do Monte, Santa Maria, RS. Planta oriunda de processo de clonagem in vitros, no Laboratório de Biotecnologia do Depto de Biologia - UFSM. Está atualmente sendo utilizados em pesquisas de Biologia Molecular no mesmo Departamen","SMDB011840",NA,NA,NA,NA,"Záchia, R.A","Santa Maria",NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-03 11:08:09-03","UFSM","SMDB","17537","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E. Fr.","Essi, L; et al.","750","2016","10","04",NA,"Brasil","Rio Grande do Sul","Pedra do Lagarto","-53.8069000244141","-29.6842002868652",NA,"Flores de cor bordô; Entre bromélias (Dyckia), na subida do morro.","SMDB017537",NA,"SMDB017537",NA,NA,"Essi, L","Santa Maria","2017","12","37819","auto",NA,NA,NA,NA,"05",NA,NA,NA
"41","2021-01-27 14:32:54-03","UFSM","SMDB","14564","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E. Fr.","Essi, L; et al.","Li591","2013","10","18",NA,"Brasil","Rio Grande do Sul","Morro Itaquatiá","-54.1789016723633","-29.6205997467041",NA,"Erva com inflorescências de brácteas vináceas","SMDB014564",NA,NA,NA,NA,"Essi, L","São Pedro do Sul","2013","10","32227","auto",NA,NA,NA,NA,"18",NA,NA,NA
"42","2020-12-21 16:11:22-03","MBM","MBM","262398","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula nitens","Pedersen","Ferrucci, M.R.; Schinini, A.; Dematteis, M.; Schinini, A.; Dematteis, M.","1684","1999","12","18","Southern America","Paraguay","Amambay","Cerro Corá",NA,NA,NA,"Erecta, flores purpúreas.; Cerrado arbóreo; suelo arenoso.","MBM262398",NA,"MBM262398",NA,"nitens","Cristóbal, C.L.","Colonia Santa Clara","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-04 20:49:15-03","MNHN","RECOLNAT_MNHN_P","P05205274","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E.Fr.","Pedersen, T.M.",NA,"1969","11","21",NA,"Paraguai",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05205274' target='other'> <mi>dwc_moreinfo</mi></a>","P05205274",NA,"P05205274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9340",NA,NA
"44","2015-09-04 23:12:42-03","MNHN","RECOLNAT_MNHN_P","P05293323","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","hirtula","Alternanthera hirtula","(Mart.) R.E.Fr.","Rambo, B.",NA,"1933","12","13",NA,"Brasil","Rio Grande do Sul","Etat du Rio Grande do Sul. Porto Alegre.","-51.7181015014648","-29.9433002471924","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05293323' target='other'> <mi>dwc_moreinfo</mi></a>","P05293323",NA,"P05293323_01",NA,NA,NA,"Triunfo",NA,NA,"41194","auto",NA,NA,NA,NA,NA,"II 982",NA,NA
