"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"30","2020-11-04 11:10:00-03","ESALQ","ESA","113872","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana",NA,"Savassi-Coutinho, A.P.","Duarte, A.P.","2491.0","1950","04","18",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA113872","ESA113872",NA,NA,"2010","26557","auto","09","25",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:10:00-03","ESALQ","ESA","114049","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana",NA,"Savassi-Coutinho, A.P.","Pirani, J.R.",NA,"1991","03","27",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114049","ESA114049",NA,NA,"2010","26557","auto","09","25",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:10:00-03","ESALQ","ESA","113977","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana",NA,"Savassi-Coutinho, A.P.","Savassi-Coutinho, A.P.","1214.0","2007","03","14",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA113977","ESA113977",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:10:00-03","ESALQ","ESA","112680","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana",NA,NA,"Savassi-Coutinho, A.P.","1332.0","2009","11","27",NA,"Brasil","Minas Gerais","Santana do Pirapama",NA,NA,NA,NA,NA,"ESA112680","ESA112680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:10:00-03","ESALQ","ESA","114140","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana",NA,"Savassi-Coutinho, A.P.","Giulietti, A.M.",NA,"1981","08","29",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867",NA,NA,"ESA114140","ESA114140",NA,NA,"2010","37970","auto","09","25",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:10:00-03","ESALQ","ESA","114044","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana",NA,"Savassi-Coutinho, A.P.","Pirani, J.R.",NA,"1991","03","24",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA114044","ESA114044",NA,NA,"2010","26557","auto","09","25",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:29:57-03","MN","R","169782","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Burkart","Barneby, R.C.","Irwin, H.S.; Maxwell, H. & Wasshausen, D.C.","s.n.","1968","02","14",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"1200","1200","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:17:36-03","UFV","VIC","30679","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","macedoana","macedoana","Mimosa macedoana macedoana","Burkart","Dutra, V.F.","Duarte, A.P.","2491","1950","04","18",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó, Km 128. Formação rochosa.",NA,NA,NA,"Pequeno arbusto, com capítulos alvacentos, planta pouco frequente.","VIC030679","VIC030679",NA,NA,"2008",NA,NA,"06","25",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:17:36-03","UFV","VIC","30680","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","macedoana","macedoana","Mimosa macedoana macedoana","Burkart","Dutra, V.F.","Duarte, A.P.","9144","1965","04","16",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó, C.a. Km 184.",NA,NA,NA,"Planta, c.a. de 2,0 metros de altura, com flores alvacentas.","VIC030680","VIC030680",NA,NA,"2006",NA,NA,"04","26",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:36:55-03","UFJF","CESJ","61498","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Burkart","A.P.Savassi-Coutinho","A.P.Savassi-Coutinho; C.E.B.Coutinho","1214","2007","03","14","América do Sul","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada Cardeal Mota-Conc. Mato Dentro. ado direito da pista em direção à estátua do Juquinha. Lat.: 19º15'38,7S; Lon.: 43º33'4,3W;1345m.s.m.","-43.7144012451172","-19.1688995361328",NA,"Arbusto copado, ca. 1m alt. Corola amarela, filetes amarelo claro e anteras amarelas. Entre rochas (quartzitos).","CESJ061498",NA,NA,NA,"2010","26557","auto","09","25",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:30:58-03","UNICAMP","UEC","161487","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Brukart","Coutinho, APS","Coutinho, APS; Coutinho, CEB","1215","2007","03","14",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada Cardeal Mota-Conceição do Mato Dentro. Lado direito da pista na direção da estátua do Juquinha.","-43.561944","-19.26075",NA,"Arbusto, cerca de 0,5 m de altura. Corola amarela, filete amarelo claro e anteras amarelas. Quase todas com 4 pares de pinas.","UEC024934","UEC024934","1345","1345","2010",NA,NA,"09","25","-43.561944","-19.26075",NA,NA,NA,NA,NA
"41","2021-03-01 16:30:58-03","UNICAMP","UEC","161488","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Brukart","Coutinho, APS","Coutinho, APS; Coutinho, CEB","1214","2007","03","14",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada Cardeal Mota-Conceição do Mato Dentro. Lado direito da pista na direção da estátua do Juquinha.&nf;Entre rochas (quartizitos).","-43.561944","-19.26075",NA,"Arbusto copado, cerca de 1 m de altura. Corola amarela, filetes amarelo claro e anteras amarelas.","UEC024933","UEC024933","1345","1345","2010",NA,NA,"09","25","-43.561944","-19.26075",NA,NA,NA,NA,NA
"42","2021-03-01 16:30:58-03","UNICAMP","UEC","161502","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Brukart","Savassi-Coutinho, AP","Duarte, AP","9144","1965","04","16",NA,"Brazil","Minas Gerais",NA,"Serra do Cipó, km 118 +/-",NA,NA,NA,"Planta cerca de 2 m com flores alvacentas.","UEC024948","UEC024948",NA,NA,"2010",NA,NA,"09","25",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:14:21-03","UNICAMP","UEC","39937","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Brukart","Savassi-Coutinho, AP","Martins, FR; Leitão Filho, HF; Semir, J; Tamashiro, JY","17379","1985","06","04",NA,"Brazil","Minas Gerais","Guinda","Estrada Guinda Conselheiro da Mata km176",NA,NA,NA,"Arbusto 3m, flores amarelas.","UEC007201","UEC007201",NA,NA,"2010",NA,NA,"09","25",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:30:58-03","UNICAMP","UEC","6957","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Brukart",NA,"Semir, J; Sazima, M","600","1971","12","15",NA,"Brazil","Minas Gerais","Jaboticatubas","km 115 ao longo da rodovia Lagoa Sanat - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flor creme. Subarbusto até 50 cm.","UEC054848","UEC054848",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:30:58-03","UNICAMP","UEC","6956","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Brukart","Rodrigues, T","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","794","1972","03","04",NA,"Brazil","Minas Gerais","Jaboticatubas","km 115 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flor creme, subarbusto 40-60 cm.","UEC054847","UEC054847",NA,NA,"1980","31264","auto","04","14",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:30:58-03","UNICAMP","UEC","6959","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Brukart",NA,"Semir, J; Sazima, M","727","1972","02","07",NA,"Brazil","Minas Gerais","Jaboticatubas","km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flor creme.","UEC054846","UEC054846",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:30:58-03","UNICAMP","UEC","6958","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Brukart",NA,"Joly, AB; Semir, J","s.n.","1972","08","20",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 128, ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Arbusto nas pedras em bola. Flores creme. Altura 60cm.","UEC054849","UEC054849",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:30:58-03","UNICAMP","UEC","156772","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","macedoana",NA,"Mimosa macedoana","Brukart","Savassi-Coutinho, AP","Savassi-Coutinho, AP; Scalon, VR; Lewis, GP; Rando, JG","1332","2009","11","28",NA,"Brazil","Minas Gerais","Santana de Pirapama","Serra do cipó. Rio seco, próximo ao topo da serra.","-44.043098449707","-19.0060997009277",NA,"Arbusto ca. de 1 a 1,5 m de altura. Mais glabra que as demais e com mais pares de pinas.; Grota na beira de uma cachoeira seca.","UEC008811","UEC008811",NA,NA,"2009","43251","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
