"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","329207","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","leitaofilhoi","Couepia leitaofilhoi","Prance","isotype","A. Furlan","762","1989","03","12","South America","Brazil","São Paulo","Ubatuba","Picinguaba: estrada da Casa de Farinha","-45.0697","-23.4303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=481879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00329207","NY00329207_01",NA,NA,NA
"2","2020-06-17 15:24:59-03","UNESP-RC","HRCB","17536","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","leitaofilhoi","Couepia leitaofilhoi","Prance ",NA,"Assis, M. A. de",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"G. T. Prance","34265","auto"
"3","2020-06-17 15:24:59-03","UNESP-RC","HRCB","10619","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","leitaofilhoi","Couepia leitaofilhoi","Prance ",NA,"Ribeiro, J. E. L. S.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"G. T. Prance","34265","auto"
"4","2020-06-17 15:24:59-03","UNESP-RC","HRCB","10439","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","leitaofilhoi","Couepia leitaofilhoi","Prance ",NA,"Garcia, F. C. P.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"G. T. Prance","34265","auto"
"5","2020-07-15 14:43:34-03","UNESP-RC","HRCB","13420","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","leitaofilhoi","Couepia leitaofilhoi","Prance","Parátipo","Garcia, F. C. P.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"G. T. Prance","34265","auto"
"6","2020-07-15 14:43:34-03","UNESP-RC","HRCB","10071","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","leitaofilhoi","Couepia leitaofilhoi","Prance","Holótipo","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"G. T. Prance","34265","auto"
