"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","recordedBy","year","month","day","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","typeStatus","fieldNumber","sex"
"1","2019-06-10 10:10:45-03","FZB-BH","CVJBFZB","1209","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Neoregelia","zonata","Neoregelia zonata","L.B.Sm.","2007","11","01","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","2","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:45-03","FZB-BH","CVJBFZB","113","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Neoregelia","zonata","Neoregelia zonata","L.B.Sm.","2009","05",NA,"Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"254","auto","Elton. C. M. Leme","Elton M. C. Leme; Roberto Menescal; R. Bello","1987","05","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","873374","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Neoregelia","zonata","Neoregelia zonata","L.B.Sm.",NA,NA,NA,"Brazil","Minas Gerais",NA,"-43.3919444","-18.43185",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955671' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. E. Luther","W. R. Anderson","1972","02","14","36017","South America","Serra do Espinhaço, ca. 5 km SSE of Pico do Itambé","1140","1140","sheet","NY00873374","NY00873374_01",NA,NA,NA,NA
"4","2020-12-21 16:19:25-03","MBM","MBM","151228","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Neoregelia","zonata","Neoregelia zonata","L.B.Sm.",NA,NA,NA,"Brazil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto","Leme, E.M.C.","Hatschbach, G.","1992","03","08","56769","Southern America","Ponta do Monsarás",NA,NA,NA,"MBM151228","MBM151228",NA,NA,NA,NA
"5","2019-06-10 10:10:27-03","FZB-BH","BHZB","7852","S","Plantae",NA,NA,"Bromeliaceae","Neoregelia","zonata","Neoregelia zonata",NA,NA,NA,NA,"Brasil","MG","Belo Horizonte","-43.937801361084","-19.9207992553711","17082",NA,"BRO2002 010.Cultivado","auto",NA,"Ferreira Junior, C.A. et al.","2009","09","17",NA,NA,"FZB-BH.- Jardim Botânico - Coleção de Bromélias",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Neoregelia","zonata","Neoregelia zonata","L.B. Sm.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"1",NA,NA,NA,"R. G. Wilson","1961","7",NA,"34","South America",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA
"7","2020-09-12 05:00:02-03","US","US","2048080","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Neoregelia","zonata","Neoregelia zonata","L.B. Sm.",NA,NA,NA,"Brazil","Espírito Santo",NA,NA,NA,NA,"1",NA,NA,NA,"M. B. Foster & R. C. Foster","1939","7","11","197","South America - Neotropics","Victoria.",NA,NA,NA,"US00091377","US00091377_01","Monocotyledonae","Isotype",NA,NA
"8","2021-03-05 16:09:36-03","MN","R-TIPOS","32405","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Neoregelia","zonata","Neoregelia zonata","L.B. Sm.","1964","10","01","Brasil","Espírito Santo","Vitória","-40.3377990722656","-20.3194007873535","15291",NA,NA,"auto","Smith, L.B.","Foster, M.B. ; Foster, R.","1939","07","13","197",NA,NA,NA,NA,NA,"R000032405","R000032405_001",NA,"Isotypus",NA,NA
"9","2014-06-25 14:05:36-03","GH","HU-HERB","GH 00029154","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Neoregelia","zonata","Neoregelia zonata","L. B. Smith",NA,NA,NA,"Brazil","Espirito Santo",NA,NA,NA,NA,NA,NA,NA,NA,"M. B. Foster & R. Foster","1939","7","11","197","South America","at Littoral near Victoria",NA,NA,"Sheet",NA,NA,NA,"Holotype","197","undetermined"
