"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","typeStatus","infraspecificEpithet","individualCount","fieldNumber","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00708531","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. H. Nee",NA,NA,NA,"J. A. Steyermark","1973","09","08","Venezuela","Sucre",NA,"Playa Manzanillo Oeste del Hotel Cumanagoto y Suroeste de Cumaná",NA,NA,NA,NA,NA,NA,"NY00708531","NY00708531_01","Magnoliophyta","Solanales","108263","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=844794' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","781396","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. H. Nee",NA,NA,NA,"K. C. Costa","1998","08","04","Brazil","Pernambuco","Venturosa","Parque Estadual Pedra Furada.","-36.8792","-8.575",NA,NA,"783","783","NY00781396","NY00781396_01","Magnoliophyta","Solanales","122","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98488' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00708534","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. H. Nee",NA,NA,NA,"G. S. Bunting","1978","06","17","Venezuela","Zulia",NA,"Dtto. Buchivacoa; carretera Dabajuro-Represa Mamito-Fundo El Peruano, alrededores del Fundo El Peruano, unos 31 km al sur de Dabajuro",NA,NA,NA,NA,"200","200","NY00708534","NY00708534_01","Magnoliophyta","Solanales","7010","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=844797' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","781397","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. de F. Agra",NA,NA,NA,"M. de F. Agra","1993","06","25","Brazil","Paraíba","Campina Grande","Distrito Sao José da Mata, Fazenda Pedro da Costa Agra, estrada para Soledade, 16km Oeste do centro de Campina Grande.","-35.87","-7.77",NA,NA,"500","510","NY00781397","NY00781397_01","Magnoliophyta","Solanales","2076","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98487' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","781401","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. H. Nee",NA,NA,NA,"W. J. Hahn","1989","03","17","Guyana","Potaro-Siparuni",NA,"Kato and vicinity.","-59.92","4.67",NA,NA,"750","750","NY00781401","NY00781401_01","Magnoliophyta","Solanales","5724","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98483' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00708532","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. H. Nee",NA,NA,NA,"R. L. Liesner","1981","05","17","Venezuela","Sucre",NA,"Peninsula de Araya, 20 km northwest of Cariaco by air; 2 km west of corner where road from Cariaco to Chacopata meets ocean","-63.67","10.63",NA,NA,NA,"100","NY00708532","NY00708532_01","Magnoliophyta","Solanales","12014","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=844795' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00708533","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. H. Nee",NA,NA,NA,"G. S. Bunting","1978","05","04","Venezuela","Zulia","Maracaibo","Carretera Maracaibo-Machiques, en km. 21 al SO de Maracaibo",NA,NA,NA,NA,"100","100","NY00708533","NY00708533_01","Magnoliophyta","Solanales","6278","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=844796' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00708537","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. H. Nee",NA,NA,NA,"E. Asplund","1955","01","03","Venezuela","Carabobo",NA,"Puerto Cabello",NA,NA,NA,NA,NA,NA,"NY00708537","NY00708537_01","Magnoliophyta","Solanales","15074","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=844808' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00701454","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. H. Nee",NA,NA,NA,"L. de Almeida","1977","02","24","Brazil","Ceará","Fortaleza","Campus do Pici, Fortaleza","-38.5431","-3.7172",NA,NA,NA,NA,"NY00701454","NY00701454_01","Magnoliophyta","Solanales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=840738' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02694651","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","L.A. Gomes",NA,NA,NA,"N. M. Porto","2012","08","15","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto. Borda de Mata.","-37.448299407959","-11.3507995605469",NA,NA,NA,NA,"NY02694651","NY02694651_01","Magnoliophyta","Solanales","14","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953043' target='other'> <mi>dwc_moreinfo</mi></a>","26417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","781395","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. H. Nee",NA,NA,NA,"R. M. Harley","1988","12","12","Brazil","Bahia","Rio de Contas","7km da cidade na estrada para Livramento do Brumado.","-41.83","-13.63",NA,NA,"650","650","NY00781395","NY00781395_01","Magnoliophyta","Solanales","27126","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98484' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","669535","PreservedSpecimen","Plantae","Solanaceae","Solanum","arenarium","Solanum arenarium","Sendtn.","S. D. Knapp",NA,NA,NA,"J. da Costa Sacco","1955","05","09","Brazil","Rio Grande do Sul","Pelotas","I.A.S. H. Botânico.","-52.3422","-31.7719",NA,NA,NA,NA,"NY00669535","NY00669535_01","Magnoliophyta","Solanales","391","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110782' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","669534","PreservedSpecimen","Plantae","Solanaceae","Solanum","arenarium","Solanum arenarium","Sendtn.","S. D. Knapp",NA,NA,NA,"J. E. Leite","1941","11",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo.","-51.143791","-29.75136",NA,NA,NA,NA,"NY00669534","NY00669534_01","Magnoliophyta","Solanales","659","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110784' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","669533","PreservedSpecimen","Plantae","Solanaceae","Solanum","arenarium","Solanum arenarium","Sendtn.","S. D. Knapp",NA,NA,NA,"L. Riedel","1821",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00669533","NY00669533_01","Magnoliophyta","Solanales","399","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110783' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","669532","PreservedSpecimen","Plantae","Solanaceae","Solanum","arenarium","Solanum arenarium","Sendtn.","S. D. Knapp",NA,NA,NA,"L. Riedel","1821",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00669532","NY00669532_01","Magnoliophyta","Solanales","399","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110785' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 08:56:13-03","UFPI-MRV","HDELTA","5895","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Vieira, I. R.","2019","09","19","Siqueira, J. I. A.; Lemos, J.R.","2019","02","11","Brasil","Piauí","Cocal","Franco","-41.5574989318848","-3.47194004058838",NA,NA,NA,NA,"HDELTA005895",NA,NA,NA,"122",NA,NA,"<ll>dwc_commonname:</ll> melancia da praia","30836","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-19 15:45:09-03","UNEB","HUNEB","13302","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendt.",NA,NA,NA,NA,"Gomes, F.S.","2008","07","22","Brasil","Bahia","Mata de São João","Litoral Norte, Diogo.","-37.941111","-12.459444","37W56'28''","12S27'34''","11","11","HUNEB0013302",NA,"Angiospermae","Florideophycidae","50ALCB:85920",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:49:54-03","EAO","IAN","130790","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Aguiar, AM","1998",NA,NA,"Irwin, HS; Maxwell, HS","1968","03","23","Brasil","Goiás",NA,"Sanddstone outcrops, ca. 27km S. of Paraíso, Goiás.",NA,NA,NA,NA,"600","600","IAN130790",NA,"Dicotiledônea",NA,"21709","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:49:54-03","EAO","IAN","89784","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Silva, RC da","2013","04","08","Black, GA","1955","01","02","Brasil","Bahia",NA,"Arredores de Barreiras, Fazenda Baraúna.",NA,NA,NA,NA,NA,NA,"IAN089784",NA,"Dicotiledônea",NA,"18015","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:44:21-03","EAO","IAN","85615","PreservedSpecimen","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Aguiar, AM","1998",NA,NA,"Melo, CAM de","1947","09","19","Brasil","Paraíba","Areia",NA,"-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"IAN085615",NA,"Dicotiledônea",NA,"69","Southern America",NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-11-22 14:39:17-02","EBDA","BAH","6882","S","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","M. Nee","1986",NA,NA,"Discentes da UEFS","1983","01","01","Brasil","Bahia","Feira de Santana",NA,"-38.9667","-12.2667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subarbusto espinhoso de 30-40cm de altura com caules decumbentes, cálice verde, corola branca e frutos manchados de vários tons de verde. Comum em campos sujos.IMPORT. PLANTA: Tida como medicinal.","46325","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2014-08-01 09:20:34-03","EBDA","BAH","2932","S","Plantae","Solanaceae","Solanum","argillicolum","Solanum argillicolum","Dunal","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","1980","06",NA,"Gº Pedra do Cavalo","1980","06",NA,"Brasil","Bahia","Cachoeira","Barragem de Bananeiras","-38.9558","-12.6183",NA,NA,NA,NA,NA,NA,NA,NA,"177",NA,NA,"Subarbusto bastante ramificado e espinhoso; flores esverdeadas; frutos em bagas vagiegadas verde-claro e verde-escuro.","26884","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2013-11-22 14:39:17-02","EBDA","BAH","6707","S","Plantae","Solanaceae","Solanum","argillicolum","Solanum argillicolum","Dunal","Edna L.P.G. de Oliveira","1986","03",NA,"Berenice C. Bastos","1985","05","29","Brasil","Bahia","Ipirá","Faz. Caldeirão","-39.7372","-12.1583",NA,NA,NA,NA,NA,NA,NA,NA,"399",NA,NA,"Erva de flores esverdeadas, invasora, muito frequente.IMPORT. PLANTA: O gado come os frutos.","44834","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2014-08-01 09:20:34-03","EBDA","BAH","4279","S","Plantae","Solanaceae","Solanum","argillicolum","Solanum argillicolum","Dunal","Edna L.P.G. de Oliveira","1983","02",NA,"Berenice C. Bastos","1982","11","11","Brasil","Bahia","Itaberaba","Pasto Buffel - Faz. Serra da Monta","-40.3069","-12.5275",NA,NA,NA,NA,NA,NA,NA,NA,"347",NA,NA,"Erva de flor verde, fruto verdeIMPORT. PLANTA: Invasora","39857","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","27120","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Nee, M.","1977","03","12","Gardner, G.","1898","05",NA,"Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"BM000935171",NA,"Magnoliophyta","Solanales","s.n.","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"36","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","27118","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Nee, M.","1977","03","12","Anonymous",NA,NA,NA,"Brazil",NA,NA,"[sin loc.]",NA,NA,NA,NA,NA,NA,"BM000935169",NA,"Magnoliophyta","Solanales","s.n.","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"37","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","27123","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Nee, M.","1976","10","27","Lockhart, D.",NA,NA,NA,"Brazil",NA,NA,"Bahia.",NA,NA,NA,NA,NA,NA,"BM000935174",NA,"Magnoliophyta","Solanales","s.n.","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"38","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","27127","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Nee, M.","1977","03","12","Blanchet, J.S.",NA,NA,NA,"Brazil",NA,NA,"[unclear: [?]alancia] do malho.",NA,NA,NA,NA,NA,NA,"BM000935178",NA,"Magnoliophyta","Solanales","837","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"39","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","73014","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Knapp, S.","2013","09",NA,"Salzmann, P.",NA,NA,NA,"Brazil","Bahia",NA,"in argillosis",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Solanales","383","Southern America",NA,NA,NA,NA,"Dicotyledoneae","isotype",NA,NA,NA,NA,NA,NA
"40","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","76436","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Agra, M.F.","2008","08","18","Agra, M.F.; Gois, G.","2008","08","18","Brazil","Paraiba",NA,"Santa Rita, Dist. Mumbaba, Sitio Carrapicho",NA,NA,NA,NA,"30","80",NA,NA,"Magnoliophyta","Solanales","7033","Southern America",NA,"Herb 0.5 m. Corolla light green, lobes reflexed, anthers yellow-green. Fruits 2-2.5 cm, light green when immature, mottled, turning yellow when mature, juicy mesocarp with sweet taste.; Possibly cultivated",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"41","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","27119","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Nee, M.","1990","01","01","Harley, R.M.; Stannard, B.; Pirani, J.R.; Furlan, A.; Prado, J.","1988","12","12","Brazil","Bahia","Rio de Contas","7 km da cidade na estrada para Livramento do Brumado.","-41.833333","-13.633333","-41.833333","-13.633333","650","650","BM000935170",NA,"Magnoliophyta","Solanales","27126","Southern America",NA,"Subarbusto ramificado da base com caules prostrados, ascendentes ou eretos. Caules setosos. Cálice verde. Pétalas reflexas. Pétalas e estames verde-amarelados brilhantes. Fruto verde.; Caatinga. En solo arenoso, beira da estrad",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"42","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","27121","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Nee, M.","1977","03","12","Lockhart, D.",NA,NA,NA,"Brazil",NA,NA,"Bahia.",NA,NA,NA,NA,NA,NA,"BM000935172",NA,"Magnoliophyta","Solanales","s.n.","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"43","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","27122","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Nee, M.","1976","10","27","Ridley, H.N.; Lea, T.S.; Ramage, G.A.","1887","07","21","Brazil",NA,NA,"Pernambuco.",NA,NA,NA,NA,NA,NA,"BM000935173",NA,"Magnoliophyta","Solanales","s.n.","Southern America",NA,"Fl: greenish. Seeds variegated, two shades green.; Shore.",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"44","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","27126","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Nee, M.","1977","03","12","Swainson, W.",NA,NA,NA,"Brazil",NA,NA,"Pernambuco.",NA,NA,NA,NA,NA,NA,"BM000935177",NA,"Magnoliophyta","Solanales","3","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"45","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","27296","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Nee, M.","1977","03","12","Rohr, J.P.B. von",NA,NA,NA,"Brazil",NA,NA,"Curaçao.",NA,NA,NA,NA,NA,NA,"BM000935339",NA,"Magnoliophyta","Solanales","s.n.","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"46","2015-02-10 11:45:54-02","BM","SOLANACEAE_SOURCE_BR","76430","O","Plantae","Solanaceae","Solanum","agrarium","Solanum agrarium","Sendtn.","Agra, M.F.","2008","08","18","Agra, M.F.; Bohs, L.; Stern, S.; Lima, J.R.","2008","08","18","Brazil","Paraiba","Conde","Entrada para o Municipio do Conde, 20 km from center of Joao Pessoa on BR-230 at entrada para Recife.","-34.933333","-7.260139","-34.933333","-7.260139","80","80",NA,NA,"Magnoliophyta","Solanales","7027","Southern America",NA,"Herb 0.5 m. Corollas greenish yellow, lobes highly reflexed, anthers greenish yellow. Fruits 2-2.5 cm in diameter, initially white, mottled green, turning yellow with green mottling.; Roadside pastures.",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
