"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2020-06-29 11:31:34-03","UFRJ","RFA","6624","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","R. Reitz; R. Klein","2075","1954","09","23",NA,"Brasil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,"Árvore 15 m de altura. Fruto maduro vermelho roxo escuro Habitat: mata 100 m de altitude","RFA26495",NA,"D. Legrand","100","100","27253","auto","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:45:44-03","EAO","IAN","93925","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Glaziou, AFM","17007","1907",NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN093925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:45:44-03","EAO","IAN","93926","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Glaziou, AFM","12005","1907",NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN093926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:45:44-03","EAO","IAN","94095","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Glaziou, AFM","12000","1907",NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN094095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:05:51-03","NBC","NL-BOTANY","L.2511130","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Hatschbach GG; Koczicki C",NA,"1969","01","23","Southern America","Brazil",NA,NA,"Est Paraná, Mun Morretes, Col.Floresta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511130 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2511130","NL-L2511130",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:05:51-03","NBC","NL-BOTANY","L.2511131","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Vincent D",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Pu du Goyal -env-de Joyaj.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511131 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2511131","NL-L2511131",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:05:51-03","NBC","NL-BOTANY","L.2511168","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Vincent D",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Pu du Goyal -env-de Joyaj.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511168 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2511168","NL-L2511168",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:05:51-03","NBC","NL-BOTANY","U.1441207","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Reitz R; Klein RM",NA,"1954","09","23","Southern America","Brazil",NA,NA,"Santa Catarina. Loc. Morro da Fazenda, Itajai. Hab. Mata.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441207 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441207","NL-U1441207",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:05:51-03","NBC","NL-BOTANY","U.1441208","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Reitz R; Klein RM",NA,"1954","02","09","Southern America","Brazil",NA,NA,"Santa Catarina. Loc. Morro da Reszacada, Itajai. Hab. Mata.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441208","NL-U1441208",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:05:51-03","NBC","NL-BOTANY","U.1441209","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia: Pr. Porto Estrella et Inhumerim.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441209 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441209","NL-U1441209",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:21-03","ESALQ","ESA","110566","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes",NA,"Fraga, C.N.","2186.0","2008","07","22",NA,"Brasil","Espírito Santo","Cariacica",NA,"-40.4199981689453","-20.2639007568359",NA,NA,"ESA110566","ESA110566","Sobral, M.",NA,NA,"18507","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:21-03","ESALQ","ESA","114822","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes",NA,"Campos, M.C.R.","598.0","2006","05","09",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA114822","ESA114822",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:21-03","ESALQ","ESA","104769","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes",NA,"Lima, R.A.F.","756.0","2008","03","12",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,"ESA104769","ESA104769",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:21-03","ESALQ","ESA","92732","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","Berg","Ivanauskas, N.M. et al.","5085.0","2004","01","29",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA092732","ESA092732","Ivanauskas, N.M.",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:21-03","ESALQ","ESA","21176","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Ivanauskas, N.M.","10.0","1995","02","10",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA021176",NA,"Kawasaki, M.L.",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:21-03","ESALQ","ESA","21186","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Ivanauskas, N.M.","294.0","1995","08","24",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA021186","ESA021186","Kawasaki, M.L.",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:21-03","ESALQ","ESA","128120","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes",NA,"Virillo, C.B.","224.0","2013","04","03",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra. Floresta Ombrófila Densa com trechos degradados e conservados","-47.5","-23.9599990844727",NA,NA,"ESA128120",NA,"Meireles, L.",NA,NA,"41034","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:32:11-03","MN","R","8933","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O. Berg","Glaziou, A.F.M.","12005","1880","02","19",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008933","R000008933_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:31:17-03","IAP","PACA-AGP","57982","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","Berg","R. Klein","62","1952","01","29",NA,"Brasil","SC","Brusque","Mata do Maluche","-48.9174995422363","-27.0981006622314",NA,"HBR 4843. 20m de altura. Eq. Ecologia nr. 20. Habitat: in silva Fenofase: flor Hábito: árvore","PACA057982",NA,"D. Legrand","50","50","19684","auto","1953","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:31:17-03","IAP","PACA-AGP","57981","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","Berg","R. Klein","63","1952","01","10",NA,"Brasil","SC","Brusque","Mata do Maluche","-48.9174995422363","-27.0981006622314",NA,"HBR 4842. 20m de altura. Eq. Ecologia nr. 20. Habitat: in silva Fenofase: flor Hábito: árvore","PACA057981",NA,"D. Legrand","50","50","19684","auto","1953","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:31:17-03","IAP","PACA-AGP","58006","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","Berg","Reitz, R.","1520","1954","02","09",NA,"Brasil","SC","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,"HBR 9327. 10m de altura e flores brancas. Habitat: in silva Fenofase: flor Hábito: árvore","PACA058006",NA,"D. Legrand","200","200","27253","auto","1955","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-22 14:53:50-03","IECOS","HBRA","8647","S","Plantae",NA,NA,"Myrtaceae","Myrcia","strigosa","Myrcia strigosa","A. R. Lourenço & E. Lucas","E. Dias","128","2000","11","28","América do Sul","Brasil","Santa Catarina","Joinville","Estrada do Piraí","-48.8456001281738","-26.3043994903564","exsicata",NA,"HBRA0005492","HBRA0005492","F. C. S. Vieira",NA,NA,"37150","auto","2020",NA,"04","21",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:36:06-03","UNICAMP","UEC","160365","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","514","2011","07","16",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333",NA,"Material vegetativo. Cerca de 23 m de altura e 11 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","UEC039489","UEC039489","Marchiori, NM","999","999",NA,NA,"2011",NA,"05",NA,"-45.945278","-23.330333",NA,NA,NA,NA,NA
"34","2021-03-01 16:36:06-03","UNICAMP","UEC","166700","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Padgurschi, MCG; Tamashiro, JY; Belinello, R","39","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM. Núcleo Santa Virgínia - Parcela K.","-45.068333","-23.325",NA,"K0040 Árvore, ca. 16 m, sem flores ou frutos. Abundância: 9 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039987","UEC039987","Sobral, M","1073","1093",NA,NA,"2009",NA,NA,NA,"-45.068333","-23.325",NA,NA,NA,NA,NA
"35","2021-03-01 16:36:06-03","UNICAMP","UEC","178226","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Rochelle, ALC","J1777",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Bairro Taquaral","-45.052222","-23.218056",NA,"Floresta ombrófila densa submontana.","UEC041725","UEC041725","Sobral, M","450","450",NA,NA,"2008",NA,"03",NA,"-45.052222","-23.218056",NA,NA,NA,NA,NA
"36","2021-03-01 16:36:06-03","UNICAMP","UEC","160364","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","485","2011","07","16",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333",NA,"Material vegetativo. Cerca de 17 m de altura e 11 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","UEC039492","UEC039492","Marchiori, NM","999","999",NA,NA,"2011",NA,"05",NA,"-45.945278","-23.330333",NA,NA,NA,NA,NA
"37","2019-08-20 10:20:55-03","UNICAMP","UEC","147691","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Campos, MCR; Assis, MA; Guilherme, FAG; Mania, L","31","2006","03","27",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,"indivíduo E0038, altura 13m",NA,NA,"Sobral, M",NA,NA,NA,NA,"2007",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:20:55-03","UNICAMP","UEC","148927","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Aranha, BA","455","2007","01","08",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389",NA,NA,NA,NA,"Sobral, M","380","380",NA,NA,"2008",NA,"10",NA,"-45.084167","-23.366389",NA,NA,NA,NA,NA
"39","2021-03-01 16:36:06-03","UNICAMP","UEC","149918","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Urbanetz, C","393","2004","06","27",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, km 31 da rodovia SP-226","-47.931944","-24.885278",NA,"Árvore 10m.; Floresta Ombrófila Densa",NA,NA,"Sobral, M",NA,NA,NA,NA,NA,NA,NA,NA,"-47.931944","-24.885278",NA,NA,NA,NA,NA
"40","2021-03-01 16:36:06-03","UNICAMP","UEC","160920","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Cavalin, PO","32","2009","11","12",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.092778","-23.396667",NA,"Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039362","UEC039362","Cavalin, PO","348","395",NA,NA,"2010",NA,"06",NA,"-45.092778","-23.396667",NA,NA,NA,NA,NA
"41","2021-03-01 16:36:06-03","UNICAMP","UEC","160993","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Stefani, EJF; Belinello, R; Galvão, JC","81","2010","05","29",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.502778","-23.644167",NA,"Árvore com 14 m.; Mata atlântica.","UEC035880","UEC035880",NA,"50","90",NA,NA,NA,NA,NA,NA,"-45.502778","-23.644167",NA,NA,NA,NA,NA
"42","2021-03-01 16:36:06-03","UNICAMP","UEC","166962","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Stefani, EJF; Belinello, R; Galvão, JC","227","2011","06","29",NA,"Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar. Mata Atlântica.","-45.549444","-23.591111",NA,"Árvore com 12 m.","UEC083563","UEC083563","Stefani, EJF","800","900",NA,NA,"2011",NA,"10",NA,"-45.549444","-23.591111",NA,NA,NA,NA,NA
"43","2021-03-01 16:36:06-03","UNICAMP","UEC","173722","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1339","1997","05","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Morro do Corisco., altitude 600m.","-44.816944","-23.3025",NA,"Árvore 884 com 24m de altura,final de floração.; Mata Atlantica de Encosta.","UEC089575","UEC089575","Sanchez, M",NA,NA,NA,NA,NA,NA,NA,NA,"-44.816944","-23.3025",NA,NA,NA,NA,NA
"44","2021-03-01 16:36:06-03","UNICAMP","UEC","173783","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Sanchez, M; Pedroni, F","2415","1997","01","24",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.","-44.8","-23.366667",NA,"Árvore número 367 com 20m de altura, vegetativo.; Mata Atlântica de Encosta, margens do Rio da Fazenda.","UEC042993","UEC042993","Sanchez, M",NA,NA,NA,NA,NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA
"45","2021-03-01 16:36:06-03","UNICAMP","UEC","173789","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Sanchez, M; Pedroni, F","723","1997","01","24",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. às margens do Rio da Fazenda.","-44.8","-23.366667",NA,"Árvore 353 com 20m de altura, casca não é lisa nem marmorada, levemente desfoliante, vegetativo.; Mata Atlantica de Encosta.","UEC089606","UEC089606","Sanchez, M",NA,NA,NA,NA,NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA
"46","2021-03-01 16:36:06-03","UNICAMP","UEC","174454","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1462","1997","01","13",NA,"Brazil","São Paulo","Picinguaba","Próximo a Trilha do Corisco.&nf;23º 20' 12'' S , 44º 50' 06'' W",NA,NA,NA,"Árvore 127 com 22m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC026065","UEC026065","Sanchez, M","120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:36:06-03","UNICAMP","UEC","72729","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Bernacci, LC; Andrade, PR; Belinello, R; et al.","1046","1995","11","10",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.885","-24.608333",NA,"Árvore ca. 10m alt., flores brancas.","UEC023483",NA,"Meireles, LD",NA,NA,NA,NA,"2013",NA,NA,NA,"-47.885","-24.608333",NA,NA,NA,NA,NA
"48","2021-03-01 16:36:06-03","UNICAMP","UEC","91329","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","strigipes","Calyptranthes strigipes","O.Berg","Ivanauskas, NM","425","1995","09","28",NA,"Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski","-47.876944","-24.675833",NA,"Árvore de 4,5m. Casca externa rosa, fissurada longitudinalmente. Frutos vermelhos.; Floresta Atlântica",NA,NA,"Kawasaki, ML",NA,NA,NA,NA,"1996",NA,NA,NA,"-47.876944","-24.675833",NA,NA,NA,NA,NA
