"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","locality","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"126","2020-11-04 11:20:10-03","ESALQ","ESA","108175","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Wanderley, M.G.L.","1985","10","16","Barros, F.","1982","06","02","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108175",NA,"737.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"127","2020-11-04 12:17:56-03","ESALQ","ESA","84404","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Silva, M.P.","2003","03","30","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA084404","ESA084404",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"128","2020-11-04 11:20:10-03","ESALQ","ESA","108181","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Lopes, E.A.","1980","11","11","Forero, E.","1980","10","08","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108181",NA,"8658.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"129","2020-11-04 12:17:56-03","ESALQ","ESA","51409","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Coelho, R.L.G.",NA,NA,NA,"Coelho, R.L.G. et al.","2005","04","03","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA051409","ESA051409","69.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"130","2020-11-04 12:17:56-03","ESALQ","ESA","4789","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Catharino, E.L.M.","1986","12","24","Catharino, E.L.M. ; Jaramillo, C.B.J.","1985","12","10","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"ESA004789","ESA004789","534.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"131","2020-11-04 12:15:41-03","ESALQ","ESA","132818","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Colletta, G.D","2014",NA,NA,"Colletta, G.D.; Calliari, C. P; Souza. V. C","2013","12","06","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA132818","ESA132818","1306.0",NA,NA,"Ilha do Cardoso, próximo ao alojamento",NA,NA,NA,"Árvore, flores alvas.",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"132","2020-11-04 12:17:56-03","ESALQ","ESA","75266","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Souza, V.C. & Rodrigues, R.R.",NA,NA,NA,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","11","Brasil","São Paulo","São Paulo","-467.333",NA,"-467,333","-23,983,333","ESA075266","ESA075266","83.0","800","800","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente.",NA,NA,NA,"Arbusto, 50cm alt. Frutos verdes, sementes vermelhas.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-11-04 12:17:56-03","ESALQ","ESA","13985","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Hatschbach, G.","1988","01","01","Silva, J.M. ; Cordeiro, J.","1988","04","12","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"ESA013985","ESA013985","527.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"134","2020-11-04 12:17:56-03","ESALQ","ESA","13978","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Hatschbach, G.","1989","01","01","Cordeiro, J. ; Ribas, O.S.","1988","11","23","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"ESA013978","ESA013978","583.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"135","2020-11-04 12:17:56-03","ESALQ","ESA","108042","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Vieira, J.A.","2019","04","16","Santos, M.B.","2005","03","29","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108042",NA,"155.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"136","2020-11-04 11:20:10-03","ESALQ","ESA","108179","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Sztutman, M.",NA,NA,NA,"Melo, M.R.F.","1985","03","06","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108179",NA,"553.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"137","2020-11-04 11:20:10-03","ESALQ","ESA","108180","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Sztutman, M.",NA,NA,NA,"Candida, M.","1989","02","22","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108180",NA,"130.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"138","2020-11-04 12:17:56-03","ESALQ","ESA","108104","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,NA,"2009","10","16","MOURA, T.M.","2009","09","30","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108104","ESA108104","726.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"139","2020-11-04 11:20:10-03","ESALQ","ESA","108184","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Wanderley, M.G.L.","1985","10","16","Wanderley, M.G.L.","1982","06","03","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108184",NA,"533.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"140","2020-11-04 11:20:10-03","ESALQ","ESA","108176","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Barroso, G.M.",NA,NA,NA,"De Grande, D.A.","1979","01","08","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108176",NA,"195.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"141","2020-11-04 11:20:10-03","ESALQ","ESA","108178","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Sugiyama, M.","1994","05","12","Melo, M.R.F.","1986","02","25","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108178",NA,"633.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"142","2020-11-04 11:20:10-03","ESALQ","ESA","108185","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Wanderley, M.G.L. & Muniz, C.F.S.","1985",NA,NA,"Duarte, L.S.R.","1982","05","05","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108185",NA,"44.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"143","2020-11-04 11:20:10-03","ESALQ","ESA","108183","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Wanderley, M.G.L.","1985","10","16","Regina F.C.","1982","04","07","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA108183",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"144","2020-11-04 12:17:56-03","ESALQ","ESA","6123","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Rodrigues, R.R.",NA,NA,NA,"Catharino, E.L.M.","1986","05","31","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"ESA006123","ESA006123",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"145","2020-11-04 12:17:56-03","ESALQ","ESA","61920","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Oliveira, A.","1999","01","06","Sampaio, D. et al.","1999","01","06","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"ESA061920","ESA061920","77.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"146","2020-11-04 12:17:56-03","ESALQ","ESA","89203","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Franco, G.A.D.C.",NA,NA,NA,"Souza, L.C.","1997","11","14","Brasil","São Paulo","Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,"ESA089203","ESA089203","143.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA
"147","2020-11-04 12:17:56-03","ESALQ","ESA","77498","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Godoy, J.R.L. et al.","1999","01","01","Brasil","São Paulo","Pariquera-açu","-47.8800010681152","-24.7099990844727",NA,NA,"ESA077498","ESA077498","149.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"148","2020-11-04 12:17:56-03","ESALQ","ESA","77380","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Godoy, J.R.L. et al.","1999","01","13","Brasil","São Paulo","Pariquera-açu","-47.8800010681152","-24.7099990844727",NA,NA,"ESA077380","ESA077380","136.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"149","2020-11-04 12:17:56-03","ESALQ","ESA","77497","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Sztutman, M.",NA,NA,NA,"Sztutman, M.","1997","11","10","Brasil","São Paulo","Pariquera-açu","-47.8800010681152","-24.7099990844727",NA,NA,"ESA077497","ESA077497","1.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"150","2020-11-04 12:17:56-03","ESALQ","ESA","71798","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Sztutman, M.",NA,NA,NA,"Rossi, L. ; Cordeiro, I.","1983","02","09","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,"ESA071798","ESA071798",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"151","2020-11-04 12:15:41-03","ESALQ","ESA","132823","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Colletta, G.D.; Calliari, C. P; Souza. V. C","2013","12","06","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA132823","ESA132823","1310.0",NA,NA,"Ilha do Cardoso, próximo ao alojamento",NA,NA,NA,"Árvore, 3m, flores passadas.",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"152","2020-11-04 12:17:56-03","ESALQ","ESA","82505","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"Sampaio, D.",NA,NA,NA,"Mazine, F.F.; Sampaio, D.; Forster, W.; Salmazo, P.B.; Ribeiro Jr., E.","2002","12","09","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA082505","ESA082505","763.0",NA,NA,"Parque Estadual da Ilha do Cardoso. Mata de Restinga.",NA,NA,NA,"Árvore ca. 3m. Flores brancas.","Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"153","2021-01-14 15:32:55-03","MN","R","7610","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Smith, L.B.","1965","10",NA,"Glaziou, A.F.M.","1875","04","18","Brasil","Rio de Janeiro","Maua",NA,NA,NA,NA,"R000007610","R000007610_001","8278",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-01-14 15:32:55-03","MN","R","78812","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Freire Allemão, F. 160; Cysneiros, M.","1860","04","20","Brasil","Ceará",NA,NA,NA,NA,NA,"R010050071","R010050071_001 R010050071_002",NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2015-07-02 14:03:39-03","JBP","HPL","8031","S","Plantae","Pentaphyllacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"H. Lorenzi","1994","01","27","H. Lorenzi","1994","01","27","Brasil","SP","Pardinho","-48.37","-23.08",NA,NA,NA,NA,"1301",NA,NA,"Coletado na estrada de terra do contorno Pardinho-estrada velha de acesso a Castelo Branco; no alto da serra.",NA,NA,NA,NA,NA,NA,NA,"14628","auto",NA,NA,NA,NA,NA,NA
"156","2015-07-02 14:03:40-03","JBP","HPL","8979","S","Plantae","Pentaphyllacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"H. Lorenzi","1994","11","10","H. Lorenzi","1994","11","10","Brasil","SP","Pardinho","-48.37","-23.08",NA,NA,NA,NA,"1782",NA,NA,"Coletado nas proximidades do município de Pardinho.",NA,NA,NA,NA,NA,NA,NA,"14628","auto",NA,NA,NA,NA,NA,NA
"157","2015-07-02 14:03:40-03","JBP","HPL","9182","S","Plantae","Pentaphyllaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","H. Lorenzi","1993","05","06","H. Lorenzi","1993","05","06","Brasil","MG","São Sebastião do Paraiso","-46.9914","-20.9169",NA,NA,NA,NA,"202",NA,NA,"Coletado no bosque da fazenda de Luiz de Campos.",NA,NA,NA,NA,NA,NA,NA,"24792","auto",NA,NA,NA,NA,NA,NA
"158","2015-07-02 14:03:40-03","JBP","HPL","8914","S","Plantae","Pentaphyllacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis",NA,"R. Tsuji","2007","05","09","R. Tsuji","2007","05","09","Brasil","SP","Cananéia","-47.92","-25.01",NA,NA,NA,NA,"1983",NA,NA,"Coletado a beira de rodovia; em área de mata de restinga.",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"159","2016-02-02 14:39:16-02","BGBM","B","B 10 0423781","S","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"E. Pereira & G. J. F. Pabst",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"B100423781","B100423781","8192",NA,NA,"Sao Paulo. entre Iguape e Porto Sabáuna.","Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100423781 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2016-02-02 14:39:16-02","BGBM","B","B 10 0423783","S","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"B. Rambo","1954","02","11","Brazil",NA,NA,NA,NA,NA,NA,"B100423783","B100423783","54822",NA,NA,NA,"Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100423783 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2016-02-02 14:39:16-02","BGBM","B","B 10 0070135","S","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Camb.",NA,NA,NA,NA,"J. Cordeiro & E. F. Costa","2000","12","05","Brazil",NA,NA,NA,NA,NA,NA,"B100070135","B100070135","1811",NA,NA,NA,"Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100070135 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2016-02-02 14:39:16-02","BGBM","B","B 10 0423780","S","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Reitz & Klein","1951","12","22","Brazil",NA,NA,NA,NA,NA,NA,"B100423780","B100423780","144",NA,NA,NA,"Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100423780 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2016-02-02 14:39:16-02","BGBM","B","B 10 0423782","S","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"B. Rambo","1952","01","10","Brazil",NA,NA,NA,NA,NA,NA,"B100423782","B100423782","51783",NA,NA,NA,"Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100423782 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2016-02-02 14:39:16-02","BGBM","B","B 10 0423784","S","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"J. Cordeiro & O. S. Ribas","1988","11","23","Brazil",NA,NA,NA,NA,NA,NA,"B100423784","B100423784","583",NA,NA,NA,"Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100423784 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-02-15 11:51:16-02","IPA","IPA","51343","S","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Klein, R.M.","1981","04","28","Campos, J.M.; Leite, P.F.; Leite, P.F.","1981","03","26","Brasil","Santa Catarina","Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,"IPA0051343",NA,"3",NA,NA,"à 3km da Enseada da Pinheira.","Southern America",NA,NA,"Folhas esverdeadas com largura de 2cm, comprimento de 5cm, pouco serrilhada; cheiro de Ilex; fruto vermelho quando aberto, fechado de cor verde, em forma de cálice. Coletado numa área de formação pioneira e arbustiva.","Plantae",NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA
"166","2019-02-15 11:51:16-02","IPA","IPA","81391","S","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Miranda, A.M.","2006","01",NA,"Miranda, A.M.; et al.; et al.","2006","01","23","Brasil","Bahia","Mata de São João","-38.2991981506348","-12.5303001403809",NA,NA,"IPA0081391",NA,"5363",NA,NA,"Praia do Forte.","Southern America",NA,NA,"Arbusto ca. 1,80m de altura, caule acinzentado, folhas crassas, frutos imaturos verde.","Plantae",NA,NA,"47329","auto",NA,NA,NA,NA,NA,NA
"167","2019-02-15 11:51:16-02","IPA","IPA","51068","S","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Arouck Ferreira, J.D.C.","1988","02","24","Sohn, S.","1988","02","06","Brasil","Santa Catarina","Guabiruba","-48.9810981750488","-27.0858001708984",NA,NA,"IPA0051068",NA,"90",NA,NA,NA,"Southern America",NA,NA,"CAP 0,50m; altura 6m; fruto verde, área de Ds.","Plantae",NA,NA,"16046","auto",NA,NA,NA,NA,NA,NA
"168","2019-08-27 13:34:31-03","IAP","PACA-AGP","51783","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Emrich-Rambo","1954","09","22","Rambo, B.","1952","01","10","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"PACA051783",NA,NA,NA,NA,"Morro Grande",NA,NA,NA,"fr. novo. Habitat: in silvula arenosa Fenofase: fruto novo","Magnoliophyta","Theales",NA,"27350","auto","Magnoliopsida",NA,NA,NA,NA,NA
"169","2019-08-27 13:34:31-03","IAP","PACA-AGP","96131","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","De Marchi, T. C.",NA,NA,NA,"De Marchi, T. C.","2002","01","08","Brasil","RS","Santo Antônio da Patrulha","-50.5196990966797","-29.8174991607666",NA,NA,"PACA096131",NA,"67",NA,NA,"Morro Grande",NA,NA,NA,"HASU 13605&nf;Coletado no Morro Pelado Hábito: arbustiva","Magnoliophyta","Theales",NA,"29157","auto","Magnoliopsida",NA,NA,NA,NA,NA
"170","2019-08-27 13:34:31-03","IAP","PACA-AGP","116410","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Gasper, A.L.","2009","04","16","Gasper, A. L. de","2009","04","16","Brasil","SC","Porto Belo","-48.601944","-27.149444","48º36'7''W","27º08'58''S","PACA116410",NA,"2359","3","3",NA,NA,NA,NA,"estágio médio de regeneração&nf;IFFSC - 1/e8002a/florística/arbórea Habitat: solo arenoso Fenofase: flor branca Hábito: arbórea Ecossistema: Floresta Ombrófila Densa de Terras Baixas","Magnoliophyta","Theales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"171","2019-08-27 13:34:31-03","IAP","PACA-AGP","48770.1","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Emrich-Rambo","1954","09","22","Rambo, B.","1951","01","18","Brasil","RS","Lagoa das Malvas",NA,NA,NA,NA,"PACA048770-1",NA,NA,NA,NA,NA,NA,NA,NA,"fl. Habitat: in silvula arenosa Fenofase: flor","Magnoliophyta","Theales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"172","2019-08-27 13:34:31-03","IAP","PACA-AGP","58143","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","L.B. Smith","1954",NA,NA,"P. R. Reitz","1953","01","09","Brasil","SC","Barra do Sul",NA,NA,NA,NA,"PACA058143",NA,"5142",NA,NA,"Araquari",NA,NA,NA,"HBR 9130; restinga; arbusto; flor branco-amarelada; altit. 5 msm; altura 3 m. Habitat: in silvula litoranea Fenofase: flor Hábito: arbusto Ecossistema: RESTINGA","Magnoliophyta","Theales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"173","2019-08-27 13:34:31-03","IAP","PACA-AGP","72329","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","B. Rambo",NA,NA,NA,"Sehnem, A.","1948","01","20","Brasil","RS","Ilha de SC",NA,NA,NA,NA,"PACA072329",NA,"3030",NA,NA,"Morro da Lagoa",NA,NA,NA,"alt. 250 msm. Habitat: arbor in silva","Magnoliophyta","Theales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"174","2019-08-27 13:34:31-03","IAP","PACA-AGP","86310","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Sehnem, A.","1947","12","20","Brasil","SC","Canasvieiras",NA,NA,NA,NA,"PACA086310",NA,"3002",NA,NA,NA,NA,NA,NA,"Habitat: arbustum semi densa, prope mare","Magnoliophyta","Theales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"175","2019-08-27 13:34:31-03","IAP","PACA-AGP","96129","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Ohlweiler, A. A.","1999","02","08","Brasil","PR","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"PACA096129",NA,NA,NA,NA,"Ilha do Mel",NA,NA,NA,"HASU 8300 Habitat: restinga litorânea Hábito: arvoreta","Magnoliophyta","Theales",NA,"24916","auto","Magnoliopsida",NA,NA,NA,NA,NA
"176","2019-08-27 13:34:31-03","IAP","PACA-AGP","96132","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","C. Mondin","2003","12",NA,"C. Mondin & A. Iob","1999","02","27","Brasil","RS","Arroio do Sal","-49.8889007568359","-29.551399230957",NA,NA,"PACA096132",NA,"1795",NA,NA,"Rondinha Nova, Arroio caniço",NA,NA,NA,"HASU 7187&nf;c/ ca. 1,5m alt. Fenofase: frutos imaturos Hábito: arbusto","Magnoliophyta","Theales",NA,"15157","auto","Magnoliopsida",NA,NA,NA,NA,NA
