"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","typeStatus","individualCount","class","fieldNumber","relatedCatalogItem"
"11","2020-12-21 16:31:45-03","MBM","MBM","20382","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","28746",NA,NA,NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto","Southern America",NA,"MBM020382","MBM020382",NA,NA,NA,NA,NA
"12","2020-12-21 16:31:45-03","MBM","MBM","20386","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","28783",NA,NA,NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto","Southern America",NA,"MBM020386","MBM020386",NA,NA,NA,NA,NA
"13","2020-12-21 16:31:45-03","MBM","MBM","63402","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","andersonii","Spigelia andersonii","Fern. Casas","Hurley, H.H.","1975",NA,NA,"Anderson, W.R.; Stieber, M.; Kirkbride, J.H.; Stieber, M.; Kirkbride, J.H.","35483","1972","02","05","Brazil","Minas Gerais","Diamantina","24km SW of Diamantina on road to Gouveia","-43.6002998352051","-18.2493991851807",NA,NA,"101169","1300","1360","Herb in rockss; corolla purple-pink; Herb in rocks; corolla purple-pink.; Steep sandstone cliffs and open rocky hillsides, sloping down through sandy, grassy meadow to stream and adjacent brejo and gallery forest.","auto","Southern America",NA,"MBM063402","MBM063402","ISOTYPE",NA,NA,NA,NA
"14","2020-12-11 11:37:12-03","UFMG","BHCB","67515","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson",NA,NA,NA,NA,"Barreto, HLM","505","1934","01","13","Brasil","Minas Gerais","Santa Luzia","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,NA,"19939",NA,NA,"Subarbusto 0,1m, flôr rósea; Campo","auto","Southern America",NA,"BHCB047647",NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:37:12-03","UFMG","BHCB","62430","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson",NA,"1950",NA,NA,"Magalhães, GM","4445","1949","03","29","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, margem da estrada de rodagem","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,"Subarbusto 0,10ctms. Flor Rosea. Pouco frequente; Campo","auto","Southern America",NA,"BHCB000192","BHCB000192","Syntypus",NA,NA,NA,NA
"16","2013-02-01 13:53:00-02","MO","MOBOT","100399416","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson","Homer Hurley",NA,NA,NA,"Mendes Magalhães","Magalhães 4445","1949","3","29","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipo.","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto","South America",NA,NA,NA,"Holotype","1",NA,NA,NA
"17","2013-01-07 16:01:00-02","MO","MOBOT","3395206","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","andersonii","Spigelia andersonii","Fern. Casas","F.J. Fernandez Casas (MA)",NA,NA,NA,"William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35483","1972","2","5","Brazil","Minas Gerais",NA,"Municipio de Diamantina. Ca. 14 km SW of Diamantina on road to Gouveia. Steep sandstone cliffs and open rocky hillsides, sloping down through sandy grassy meadow to stream and adjacent brejo and gallery forest.",NA,NA,NA,NA,NA,"1300.00000000","1360.00000000",NA,NA,"South America",NA,NA,NA,"Holotype","1",NA,NA,NA
"18","2013-01-07 13:12:00-02","MO","MOBOT","3395264","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern. Casas","J.Fernandez Casas (MA)",NA,NA,NA,"Gert G. Hatschbach|Lyman B. Smith|Edward S. Ayensu","Hatschbach 28746","1972",NA,NA,"Brazil","Minas Gerais",NA,"Serra do Cipo mun. Jaboticatuba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"1",NA,NA,NA
"19","2020-03-26 18:15:00-03","MO","MOBOT","3395320","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern. Casas","J.Fernandez Casas (MA)",NA,NA,NA,"Howard S. Irwin","Irwin 20123","1968","2","15","Brazil","Minas Gerais",NA,"Steep sandy slopes with sandstone outcrops at summit, Serra do Cipo, Minas Gerais, ca. km 120 ca. 145 km N of Belo Horizonte.",NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"1",NA,NA,NA
"20","2019-06-10 10:10:57-03","FZB-BH","BHZB","10012","S","Plantae",NA,NA,"Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia",NA,NA,NA,NA,NA,"Fernandes, F.M. et al","373","2013","01","28","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.709444","-19.049444","43W 42' 34","19S 02' 58",NA,"1297","1297","Ponto 93 , 635798 7893206 1297 m, folhas revolutas; apresenta xilopódio, .Foto às 14:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-06-10 10:10:57-03","FZB-BH","BHZB","12135","S","Plantae",NA,NA,"Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia",NA,NA,NA,NA,NA,"Ferreira Junior, C.A. et al.","1669","2018","01","26","Brasil","MG","Santana do Riacho","Alto Palácio, Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,"com duplicata","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 11:48:33-03","UFPE","UFP","7478","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Fernandez-Casas, FJ","2014","03","20","Zappi, DC; Wagner, HL; Cordeiro, I; Menezes, NL","s.n.","1986","01","26","Brasil","Minas Gerais","Sant. do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,"Subarbusto, formando touceiras, flores róseas, solo arenoso-pedregoso.",NA,NA,NA,"UFP007478",NA,NA,NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","2864635","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","andersonii","Spigelia andersonii","Fern. Casas","Fernández Casas, F. J.",NA,NA,NA,"W. R. Anderson & J. H. Kirkbride","35483","1972","2","5","Brazil","Minas Gerais",NA,"Planalto do Brasil, Estado de Minas Gerais, Serra do Espinhaço. Ca. 14 km SW of Diamantina on road to Gouveia, Município de Diamantina.",NA,NA,NA,NA,NA,"1300","1360",NA,NA,"South America - Neotropics",NA,"US00902252","US00902252_01","Isotype","1","Dicotyledonae",NA,NA
"24","2020-09-12 05:00:02-03","US","US","1573719","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern. Casas",NA,NA,NA,NA,"L. Riedel","1330","1824","11",NA,"Brazil",NA,NA,"Serra da Lapa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"US03160353","US03160353_01",NA,"1","Dicotyledonae",NA,NA
"25","2020-09-12 05:00:02-03","US","US","2864636","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern. Casas",NA,NA,NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","20123","1968","2","15","Brazil","Minas Gerais",NA,"The Planalto do Brasil, Serra do Espinhaço, Serra do Cipó, Minas Gerais, ca. km 120 (ca. 145 km N. of Belo Horizonte).",NA,NA,NA,NA,NA,"1300",NA,NA,NA,"South America - Neotropics",NA,"US03160351","US03160351_01",NA,"1","Dicotyledonae",NA,NA
"26","2020-09-12 05:00:02-03","US","US","2937337","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern. Casas",NA,NA,NA,NA,"G. Hatschbach, L. Smith & E. S. Ayensu","28766","1972","1","17","Brazil","Minas Gerais",NA,"Serra do Cipo (mun. Jaboticatuba) Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,"US03160349","US03160349_01",NA,"1","Dicotyledonae",NA,NA
"27","2020-09-12 05:00:02-03","US","US","2651812","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern. Casas",NA,NA,NA,NA,"G. Hatschbach, L. Smith & E. S. Ayensu","28746*","1972","1","17","Brazil","Minas Gerais",NA,"Serra do Cipó (mun. Jaboticatuba) Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,"US03160350","US03160350_01",NA,"1","Dicotyledonae",NA,NA
"28","2020-09-12 05:00:02-03","US","US","2577047","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern. Casas",NA,NA,NA,NA,"M. Barreto","505","1934","1","13","Brazil","Minas Gerais",NA,"Minas Gerais: Serra do Cipó km 120, Mun. Santa Luzia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,"US03160352","US03160352_01",NA,"1","Dicotyledonae",NA,NA
"29","2020-09-12 05:00:02-03","US","US","2651816","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern. Casas",NA,NA,NA,NA,"G. Hatschbach, L. Smith & E. S. Ayensu","28783","1972","1","17","Brazil","Minas Gerais",NA,"Serra do Cipó (mun. Jaboticatuba) Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,"US03160348","US03160348_01",NA,"1","Dicotyledonae",NA,NA
"30","2019-11-13 11:23:43-03","USP","SPF","127375","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Anônimo",NA,NA,NA,"Forzza, RC","604","1998","01","12","Brasil","Minas Gerais","Diamantina",NA,"-43.908333","-18.313056","-43.908333","-18.313056",NA,NA,NA,NA,NA,NA,NA,"SPF00127375",NA,NA,NA,NA,NA,NA
"31","2021-03-15 18:28:05-03","USP","SPF","210501","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Zappi, DC","2010","03","11","Zappi, DC","2800","2010","03","11","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Trilha do João Carrinho, ao sul do Rio das Pedras.","-43.735101","-19.044912","-43.735101","-19.044912",NA,NA,NA,"Subarbusto partindo de sistema subterrâneo desenvolvido, muito ramificada na base, corola rosa-forte, internamente mais clara.; Campo rupestre com Vellozia, em solo arenoso com cascalho branco.",NA,NA,NA,"SPF00210501",NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:23:44-03","USP","SPF","81963","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Macedo, AR","2019","07",NA,"Joly, AB","1077","1951","01","17","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00081963",NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:23:44-03","USP","SPF","93677","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Pirani, JR","1994",NA,NA,"Menezes, NL","5254","1991","02","16","Brasil","Minas Gerais","Diamantina",NA,"-43.683333","-18.3","-43.683333","-18.3",NA,"1200","1200",NA,NA,NA,NA,"SPF00093677",NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:23:43-03","USP","SPF","64139","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Zappi, DC","1980","01",NA,"Zappi, DC","CFCR11281","1987","07","18","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,"SPF00064139",NA,NA,NA,NA,NA,NA
"35","2019-11-13 11:23:43-03","USP","SPF","47015","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Zappi, DC","1987","06",NA,"Mayo, S","CFCR10434","1987","02","04","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,"SPF00047015",NA,NA,NA,NA,NA,NA
"36","2019-11-13 11:23:43-03","USP","SPF","40315","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Anônimo",NA,NA,NA,"Cavalcanti, TB","CFCR8679","1985","11","23","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169","1180","1180",NA,"auto",NA,NA,"SPF00040315",NA,NA,NA,NA,NA,NA
"37","2019-11-13 11:23:44-03","USP","SPF","73224","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Anônimo",NA,NA,NA,"Zappi, DC","CFSC10039","1987","02","27","Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"SPF00073224",NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:23:44-03","USP","SPF","64142","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Anônimo",NA,NA,NA,"Zappi, DC","CFSC10478","1987","09","07","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"SPF00064142",NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:23:44-03","USP","SPF","73226","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Zappi, DC","1991","08",NA,"Arbo, MM","4647","1991","02","08","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557","1000","1320",NA,"auto",NA,NA,"SPF00073226",NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:23:43-03","USP","SPF","60062","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Anônimo",NA,NA,NA,"Zappi, DC","CFSC9957","1987","02","01","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"SPF00060062",NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:23:43-03","USP","SPF","41878","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Macedo, AR","2019","07",NA,"Zappi, DC","CFSC9562","1986","01","26","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"SPF00041878",NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:23:43-03","USP","SPF","41834","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Macedo, AR","2019","07",NA,"Zappi, DC","CFSC9519","1986","01","26","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"SPF00041834",NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:23:43-03","USP","SPF","226594","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","stenocardia","Spigelia stenocardia","(Standl.) Fern.Casas","Zappi, DC","1985",NA,NA,"Furlan, A","CFSC6012","1980","03","01","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"SPF00226594",NA,NA,NA,NA,NA,NA
"44","2019-10-07 09:13:56-03","UEFS","HUEFS","111813","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson",NA,NA,NA,NA,"Lima, D.A.","51873","1951","01","16","Brasil","Minas Gerais",NA,"Campos alpinos da Serra do Cipó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0111813","HUEFS0111813",NA,NA,"Asteranae",NA,NA
"45","2019-10-07 09:13:56-03","UEFS","HUEFS","112361","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson",NA,NA,NA,NA,"Zappi, D.C.","CFSC9519","1986","01","26","Brasil","Minas Gerais","Santana do Riacho","Km 13 ao longo da rodovia Belo Horizonte_Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"HUEFS0112361","HUEFS0112361",NA,NA,"Asteranae",NA,NA
"46","2019-10-07 09:13:56-03","UEFS","HUEFS","112362","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson",NA,NA,NA,NA,"Zappi, D.C.","CFSC9562","1986","01","26","Brasil","Minas Gerais","Santana do Riacho","KM 114 ao longo da rodovia Belo Horizonte_Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"HUEFS0112362","HUEFS0112362",NA,NA,"Asteranae",NA,NA
"47","2019-10-07 09:13:56-03","UEFS","HUEFS","112363","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson","H.Alcântara","2011","09",NA,"Furlan, A.","CFSC6012","1980","03","01","Brasil","Minas Gerais","Santana do Riacho","KM 117 ao longo da rodovia Belo Horizonte_Conceição do Mato Dentro antes da ponte do rio Paláox.","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"HUEFS0112363","HUEFS0112363",NA,NA,"Asteranae",NA,NA
"48","2019-10-07 09:13:56-03","UEFS","HUEFS","112364","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson",NA,NA,NA,NA,"Zappi, D.C.","CFSC10478","1987","09","07","Brasil","Minas Gerais","Santana do Riacho","Parque nacional da Serra do Cipó. Serra da Bandeirinha.","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"HUEFS0112364","HUEFS0112364",NA,NA,"Asteranae",NA,NA
"49","2019-10-07 09:13:56-03","UEFS","HUEFS","112365","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","aceifolia","Spigelia aceifolia","Woodson",NA,NA,NA,NA,"Zappi, D.C.","CFSC9957","1987","02","01","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó:km 109 ao longo da rodovia Belo Horizonte_Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"HUEFS0112365","HUEFS0112365",NA,NA,"Asteranae",NA,NA
"50","2019-10-07 09:13:56-03","UEFS","HUEFS","112370","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","hirtula","Spigelia hirtula","Fdez.Casas",NA,"2006","12",NA,"Forzza, R.C.","604","1998","01","12","Brasil","Minas Gerais","Diamantina","Estrada Conselheiro Mata-Diamantina.","-43.908333","-18.313056","43W54'30''","18S18'47''",NA,NA,NA,NA,NA,NA,NA,"HUEFS0112370","HUEFS0112370",NA,NA,"Asteranae",NA,NA
