"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"48","2020-12-21 16:40:15-03","MBM","MBM","416432","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5976","2018","11","16","Southern America","Brazil",NA,NA,"Erva cespitosa; espigueta castanha.; Campo rupestre, solo úmido.","MBM416432",NA,NA,"Cordeiro, J.","Minas Gerais","Diamantina","Rodovia Paulo Fagundes da Costa","-43.845","-18.295556",NA,"J.G. Smith","1215","1215",NA,"-43.845","-18.295556","2019","02",NA,NA,"12",NA,NA,NA,NA
"49","2020-12-21 16:40:15-03","MBM","MBM","417744","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Oliveira, G.C.","1223","2002","09","30","Southern America","Brazil",NA,NA,"Herbácea ca. 0,30m altura.; Vereda.","MBM417744",NA,NA,NA,"Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do Km 25","-48.126694","-19.100833","MBM417744","J.G. Smith",NA,NA,NA,"-48.126694","-19.100833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:40:15-03","MBM","MBM","217813","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Kral, R.; et al.; et al.","75062",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM217813",NA,NA,"Davidse, G.","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães","-55.749698638916","-15.460599899292","MBM217813","J.G. Smith",NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA
"51","2015-09-30 20:24:40-03","MNHN","RECOLNAT_MNHN_P","P00740345","PreservedSpecimen",NA,"Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Riedel, L.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740345' target='other'> <mi>dwc_moreinfo</mi></a>","P00740345",NA,NA,"Longhi-Wagner",NA,NA,"Brasilia austr.",NA,NA,"P00740345_01","J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"52","2015-09-30 20:25:08-03","MNHN","RECOLNAT_MNHN_P","P00740346","PreservedSpecimen",NA,"Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Riedel, L.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740346' target='other'> <mi>dwc_moreinfo</mi></a>","P00740346",NA,NA,"Longhi-Wagner",NA,NA,"Brasilia austr.",NA,NA,"P00740346_01","J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"53","2015-09-04 00:28:35-03","MNHN","RECOLNAT_MNHN_P","P02250268","PreservedSpecimen",NA,"Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02250268' target='other'> <mi>dwc_moreinfo</mi></a>","P02250268",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"P02250268_01","J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 271",NA,NA
"54","2015-09-04 00:28:35-03","MNHN","RECOLNAT_MNHN_P","P02250266","PreservedSpecimen",NA,"Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02250266' target='other'> <mi>dwc_moreinfo</mi></a>","P02250266",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"P02250266_01","J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 271",NA,NA
"55","2020-10-01 14:26:47-03","JBB","HEPH","13720","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Munhoz, CBR; Alvarenga, D; Brom, ACM","550","1997","11","01","Southern America","Brasil",NA,NA,"Comum",NA,"Monocotyledon","Poales","Longhi-Wagner, H","Goiás","Alto Paraíso de Goiás","Fazenda Água Fria, ca. de 8km a direita de Alto Paraíso para Teresina de Goiás, perto da sede","-47.509167","-14.091111",NA,"J.G.Sm.",NA,NA,NA,"-47.509167","-14.091111","2015","03",NA,NA,"20",NA,NA,NA,NA
"56","2020-10-01 14:26:47-03","JBB","HEPH","14280","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Kirkbride Júnior, JH","4417","1981","08","01","Southern America","Brasil",NA,NA,NA,NA,"Monocotyledon","Poales","Longhi-Wagner, H","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,"J.G.Sm.",NA,NA,NA,"-47.85","-15.866667","2015","03",NA,NA,"20",NA,NA,NA,NA
"57","2020-10-01 14:26:47-03","JBB","HEPH","24199","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Amaral, AG","2003","2008","07","03","Southern America","Brasil",NA,NA,"Levantamento feito para o Plano de Manejo.",NA,"Monocotyledon","Poales","Chacon, RG","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília. Coleta nº 1. Cerrado próximo ao campo da Cássia.","-47.9296989440918","-15.7797002792358",NA,"J.G.Sm.",NA,NA,NA,NA,NA,"2016","02","70570","auto",NA,NA,NA,NA,NA
"58","2020-12-11 11:45:04-03","UFMG","BHCB","149187","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Mansur, T; Pena, FSR; Mota, RC da","216","2011","02","24","Southern America","Brasil",NA,NA,"Erva; Campo rupestre sobre canga couraçada","BHCB005973","Monocotyledon",NA,NA,"Minas Gerais","Santa Barbara","Serra da Gandarela, Projeto Mina Apolo","-49.689444","-20.050833",NA,"J.G.Sm.","1596","1596",NA,"-49.689444","-20.050833","2013","04",NA,NA,"22",NA,NA,NA,NA
"59","2020-12-11 11:45:03-03","UFMG","BHCB","110584","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Carmo, FF","372","2007","03","10","Southern America","Brasil",NA,NA,"Em fendas e depressões na rocha. Afloramento canga","BHCB005969","Monocotyledon",NA,NA,"Minas Gerais","Itabirito","Serra de Capanema/C2","-43.581167","-20.218806",NA,"J.G.Sm.","1807","1807",NA,"-43.581167","-20.218806","2013","04",NA,NA,"22",NA,NA,NA,NA
"60","2020-12-11 11:45:04-03","UFMG","BHCB","116773","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Souza, VC de; Zappi, DC; Hind, DJN; Paula-Souza, J; Jennings, L; Romão, GO; Rando, JG; Ferrei","32802","2007","02","19","Southern America","Brasil",NA,NA,"Erva, inflorescência vináceas; Campo rupestre","BHCB005972","Monocotyledon",NA,NA,"Minas Gerais","Santana de Pirapama","Serra do Cipó., Serra da Lapa. Distrito de São José da Cachoeira. Trilha da Senhorinha","-44.260556","-19.572778",NA,"J.G.Sm.","1300","1300",NA,"-44.260556","-19.572778","2013","04",NA,NA,"22",NA,NA,NA,NA
"61","2020-12-11 11:45:04-03","UFMG","BHCB","115393","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Viana, PL; Leite, FSF; Leal, C","3323","2007","12","02","Southern America","Brasil",NA,NA,"Planta cespitosa com inflorescências castanhas. Pouco frequente; Campo rupestre","BHCB005971","Monocotyledon",NA,NA,"Minas Gerais","Carrancas","Serra do Perdizes","-44.596944","-21.586667",NA,"J.G.Sm.","1560","1560",NA,"-44.596944","-21.586667","2013","04",NA,NA,"22",NA,NA,NA,NA
"62","2020-12-11 11:45:04-03","UFMG","BHCB","117790","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Carmo, FF; Ribeiro, LC; Silva, ES","2203","2008","02","10","Southern America","Brasil",NA,NA,"Em fendas e depressões na rocha. Afloramento de canga","BHCB005965","Monocotyledon",NA,NA,"Minas Gerais","Santa Bárbara","Serra da Gandarela/C2","-43.691278","-20.056667",NA,"J.G.Sm.","1637","1637",NA,"-43.691278","-20.056667","2013","04",NA,NA,"22",NA,NA,NA,NA
"63","2020-12-11 11:45:04-03","UFMG","BHCB","117791","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Carmo, FF; Ribeiro, LC; Silva, ES","2394","2008","02","28","Southern America","Brasil",NA,NA,"Em fendas e depressões na rocha. Afloramento de canga","BHCB005967","Monocotyledon",NA,NA,"Minas Gerais","Ouro Preto","Serra de Capanema/C1","-43.574306","-20.209861",NA,"J.G.Sm.","1904","1904",NA,"-43.574306","-20.209861","2013","04",NA,NA,"22",NA,NA,NA,NA
"64","2020-12-11 11:45:04-03","UFMG","BHCB","118180","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Viana, PL; Mota, NFO; Echternacht, LA; Silva, LVC; Maciel, GM","3889","2008","03","11","Southern America","Brasil",NA,NA,"Inflorescência negra; Terrestre","BHCB005963","Monocotyledon",NA,NA,"Minas Gerais","Aiuruoca","Parque Estadual do Papagaio, Campo no Retiro dos Pedros","-44.65","-22.033333",NA,"J.G.Sm.","1900","1900",NA,"-44.65","-22.033333","2013","04",NA,NA,"22",NA,NA,NA,NA
"65","2020-12-11 11:45:04-03","UFMG","BHCB","199094","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Brina, AE","s.n.","2018","02","22","Southern America","Brasil",NA,NA,"Coordenadas aproximadas","BHCB199094","Monocotyledon",NA,NA,"Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.705","-20.481667",NA,"J.G.Sm.","1337","1337",NA,"-43.705","-20.481667","2018","03",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:45:04-03","UFMG","BHCB","692","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Schwacke, CAW","s.n.","1904",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Monocotyledon",NA,NA,"Minas Gerais",NA,"Serra de São José.",NA,NA,NA,"J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:45:04-03","UFMG","BHCB","95041","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Viana, PL; Sobral, M; Mota, RC da; Leite, FSF; Lorenz, AP","1023","2003","10","30","Southern America","Brasil",NA,NA,"Erva cespitosa. Inflorescência castanha; Em campo limpo predregoso recém-queimado","BHCB005968","Monocotyledon",NA,NA,"Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.333333","-18.2",NA,"J.G.Sm.","1400","1400",NA,"-43.333333","-18.2","2013","04",NA,NA,"22",NA,NA,NA,NA
"68","2020-12-11 11:45:04-03","UFMG","BHCB","95163","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Viana, PL; Mota, NFO;","1417","2004","01","24","Southern America","Brasil",NA,NA,"Erva cespitosa","BHCB005974","Monocotyledon",NA,NA,"Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Trilha da cachoeira do Crioulo. Mirante do Monjolo","-43.333333","-18.1",NA,"J.G.Sm.","900","900",NA,"-43.333333","-18.1","2013","04",NA,NA,"22",NA,NA,NA,NA
"69","2020-12-11 11:45:04-03","UFMG","BHCB","14598","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Andrade, PM de; et al.","889","1987","01","21","Southern America","Brasil",NA,NA,NA,NA,"Monocotyledon",NA,NA,"Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"70","2020-12-11 11:45:04-03","UFMG","BHCB","85402","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Viana, PL; et al.","859","2002","09","10","Southern America","Brasil",NA,NA,"Em campo limpo pedregoso","BHCB005966","Monocotyledon",NA,NA,"Minas Gerais","Conceição do Mato Dentro","Parque Natural de Ribeirão do Campo.","-43.4249992370605","-19.0372009277344",NA,"J.G.Sm.","1100","1100",NA,NA,NA,"2013","04","60318","auto","22",NA,NA,NA,NA
"71","2020-12-11 11:45:04-03","UFMG","BHCB","99820","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Viana, PL; Mota, RC da; Carvalho, FA","148","2002","09","15","Southern America","Brasil",NA,NA,"Pouco frequente; Em campo limpo","BHCB005975","Monocotyledon",NA,NA,"Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo.","-43.4249992370605","-19.0372009277344",NA,"J.G.Sm.","1270","1270",NA,NA,NA,"2013","04","60318","auto","22",NA,NA,NA,NA
"72","2020-12-11 11:45:04-03","UFMG","BHCB","85403","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Viana, PL; Mota, RC da; Carvalho, FA","1003","2002","11","10","Southern America","Brasil",NA,NA,"Em campo limpo","BHCB005976","Monocotyledon",NA,NA,"Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo.","-43.4249992370605","-19.0372009277344",NA,"J.G.Sm.","1100","1100",NA,NA,NA,"2013","04","60318","auto","22",NA,NA,NA,NA
"73","2021-02-11 17:21:17-03","UFPR","UPCB","60867","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Kozera, C.","2371","2005","09","29",NA,"Brasil",NA,NA,"Herbácea cespitosa, campo..","UPCB0039447",NA,NA,"Kozera, C.","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602","UPCB0039447","J.G.Sm.",NA,NA,NA,NA,NA,"2006","01","27346","auto","01",NA,NA,NA,NA
"74","2014-01-02 05:36:00-02","MO","MOBOT","100339414","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","J.R.I. Wood|D. Villarroel|D. Soto|P. Pozo","Wood 25228","2008","11","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"Santa Cruz","Velasco","P.N. Noel Kempff Mercado, Serranía de Huanchaca, cerca del campamento Huanchaca 2, zona de la piscina.","-60.4436","-14.3054",NA,"J.G. Sm.","707.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","1009213","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Timothy J. Killeen|O. Peña","Killeen 7179","1994","11","23","South America","Bolivia",NA,NA,NA,NA,NA,NA,"G. Davidse, June 2000 (MO)","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Serranía de Caparuch. Senda de GEOBOL, encima de la meseta, aproximadamente 15 km al SE de Los Fierros. Pampa húmeda al lado de un arroyo estacional. Recien quemada.","-60.76138","-14.55833",NA,"J.G. Sm.","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","1543540","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Howard S. Irwin|et al.","Irwin 9003","1965","10","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"J. Bruner (OS), 1/","Distrito Federal",NA,"Meadow and gallery margin, 3 km. S. of Sobradinho.",NA,NA,NA,"J.G. Sm.","1075.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","1543541","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Howard S. Irwin|et al.","Irwin 9328","1965","10","19","South America","Brazil",NA,NA,NA,NA,NA,NA,"J. Bruner (OS), 1/","Goiás",NA,"Chapada dos Veadeiros. Recently burned wet campo, ca. 12 km. N.W. of Veadeiros.","-47.0008667","-14.0006667",NA,"J.G. Sm.","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","1543542","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Agnes Chase","Chase 10425","1929","12","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"Paul Young, 5/","Minas Gerais",NA,"5-10 km. west of Diamantina, Serra de San Antonio. White gravel slope.",NA,NA,NA,"J.G. Sm.","1300.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-03-24 21:49:00-03","MO","MOBOT","1543543","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","J.N. Nakajima|R. Romero|Antonio Furlan|F.C.P. Garcia","Nakajima 478","1994","10","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"Filgueras, 31/I/","Minas Gerais",NA,"Morro próxima a sede administrativa, PARNA Serra da Canastra, São Roque de Minas.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2012-01-27 17:00:00-02","MO","MOBOT","1543544","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Tarciso S. Filgueiras|F.C.A. Oliveira","Filgueiras 3251","1995","11","27","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Goiás",NA,"Mpio. Alto Paraiso; Parque Nacional Chapada dos Veadeiros. Vereda; Córrego dos Ingleses.","-47.75","-14.1333333",NA,"J.G. Sm.","1120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voucher",NA,"1",NA
"81","2009-10-26 23:35:00-02","MO","MOBOT","1543545","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Ludwig Riedel","Riedel s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"J. Bruner (OS), 1/",NA,NA,NA,NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","231417","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Robert Kral|et al.","Kral 75062","1988","9","24","South America","Brazil",NA,NA,NA,NA,NA,NA,"H. Longhi-Wagner (MO)","Mato Grosso",NA,"Chapada dos Guimaraes, Waterfall Veu de Noiva.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","231427","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Howard S. Irwin|et al.","Irwin 11994","1966","1","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"J. Bruner (OS), 1/","Goiás",NA,"Serra Dourada, ca. 30 Km SE Goias Velho.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","231437","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Howard S. Irwin|et al.","Irwin 8176","1965","9","11","South America","Brazil",NA,NA,NA,NA,NA,NA,"J. Bruner (OS), 1/","Distrito Federal",NA,"Chapada da Contagem.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","231447","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","William R. Anderson|et al.","Anderson 36267","1972","2","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"J. Bruner (OS), 1/","Minas Gerais",NA,"Serra do Cipo.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","231457","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Per Dusén","Dusén 1340A","1914","10","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"J. Bruner (OS), 1/","Paraná",NA,"Vila Velha.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-03-12 04:39:00-03","MO","MOBOT","2477459","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Gösta Jönsson","Jönsson 1340a","1914","10","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"Longhi-Wagner, H. M.","Paraná",NA,"Ponta Grossa","-50.1619444","-25.095",NA,"J.G. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","979621","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Timothy J. Killeen|T. Grinwood","Killeen 7767","1995","10","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"G. Davidse, June 2000 (MO)","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Las Gamas. Paisaje variado de campo cerrado; bosque de galeria y campo rupestre. Sabanas recien quemadas.","-60.40472","-14.80833",NA,"J.G. Sm.","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"89","2015-08-23 05:45:00-03","MO","MOBOT","3330125","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","José R. Pirani|B.L. Stannard|A. McRobb","Pirani H 51302","1992","1","26","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Bahia",NA,"Mun. Abaíra: Cachoeira das Anáguas.","-41.88333","-13.26666",NA,"J.G. Sm.","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2014-01-22 14:50:00-02","MO","MOBOT","100666184","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Vinicius C. Souza|Daniela C. Zappi|David J.N. Hind|et al.","Souza 32802","2007","2","19","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Santana de Pirapama","Serrao do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha. Campu rupestre.","-44.043098449707","-19.0060997009277",NA,"J.G. Sm.","1300.00000000",NA,NA,NA,NA,NA,NA,"43251","auto",NA,NA,NA,"1",NA
"91","2017-11-24 14:12:02-02","UFLA","ESAL","336","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Duarte, AP","2.119",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"H.Longhi-Wagner","Minas Gerais","Belo Horizonte","Serra do Cipó, Km 131","-43.937801361084","-19.9207992553711",NA,"J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"92","2017-11-24 14:12:02-02","UFLA","ESAL","27360","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Magalhães Gomes","1.553",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"Agnes Chase","Minas Gerais","São João Del rei","Serra","-44.2616996765137","-21.1355991363525",NA,"J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA
"93","2018-10-09 16:32:04-03","UFLA","ESAL","11403","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Leitão Filho, HF; et al.","12.062",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"H.Longhi-Wagner","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"J.G.Sm.",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-12-19 11:20:03-03","UFG","UFG","42934","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Amaral, A.G.; et al.","2003","2008","07","03",NA,"Brasil",NA,NA,NA,"UFG0042934",NA,NA,"Chacon, R.G.","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358","UFG0042934","J.G. Sm.",NA,NA,NA,NA,NA,"2008","07","70570","auto","01",NA,NA,NA,NA
"95","2020-09-02 16:36:23-03","Cenargen","CEN","45957","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","N. G. Jesus - ALCB","815","2000","02","02",NA,"Brasil","Exsicatas",NA,"Folhas cartáceas, discolores, bordas ásperas, com bastante sílica. Inflorescência em espiga com disposição helicoidal. Doação do Projeto Flora da Bahia. Herbário Alexandre Leal Costa - ALCB (46055). Projeto Financiado pelo CNPq.","CEN00045957",NA,NA,"H. M. Longhi-Wagner","BA","FORMOSA DO RIO PRETO","Cerca de 20 km da guarita da Faz. Estrondo.","-45.1930999755859","-11.0482997894287","CEN00045957","J.G. Sm.","450","450",NA,"-4611417.0","-1155778.0","2013","07","155006","auto",NA,NA,NA,"1",NA
"96","2020-09-02 16:36:23-03","Cenargen","CEN","23683","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Regina Célia Oliveira","1","1991","06","19",NA,"Brasil","Exsicatas",NA,"CESJ N° 24795.","CEN00023683",NA,NA,"H. M. Longhi-Wagner","MG","LIMA DUARTE","Conceição de Ibitipoca (Parque Florestal de Ibitipoca) trilha para o Cruzeiro.","-43.793098449707","-21.8425006866455","CEN00023683","J.G. Sm.",NA,NA,NA,NA,NA,"2002","09","30417","auto",NA,NA,NA,"1",NA
"97","2020-09-02 16:36:23-03","Cenargen","CEN","52618","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Itiriki Mimura","642","1967","11","23",NA,"Brasil","Exsicatas",NA,"Arbustos separados uns dos outros de 10m. Doação do Instituto de Botânica - SP. São Paulo.","CEN00052618",NA,NA,"H. M. Longhi-Wagner","SP","SAO JOSE DOS CAMPOS","7,5km SSE em linha reta da praça principal de São José dos Campos. Ca de 30m ao Oeste da estrada para paraibuna, alt. 650 - 670 m","-45.8800010681152","-23.1700000762939","CEN00052618","J.G. Sm.",NA,NA,NA,NA,NA,"2001",NA,"39297","auto",NA,NA,NA,"1",NA
