"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"46","2021-02-11 17:18:48-03","UFPR","UPCB","81472","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Rissi, M.N.","Dinato, D.O. et al.","2012","10","23",NA,"Brasil","Rio de Janeiro","Guapimirim","-43.001","-22.296",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Mat Atlântica. Arvoreta, ca. 1,8m. Folhas papiráceas. Cálice verde com estrias vináceas. Pétalas brancas com estrias roxas ao centro, externamente. Anteras arroxeadas, estigma verde..",NA,NA,"35","Parque Nacional da Serra dos Órgãos. Trilha do Poço da Preguiça.","399","399","2012","12",NA,"-43.001","-22.296",NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","3302169","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","T. Plowman","Timothy C. Plowman","1983","2","22","South America","Brazil","Rio de Janeiro",NA,"-42.01666","-21.96666",NA,NA,NA,NA,"Plowman 12900","Mun de Santa Maria Madalena: Santa Maria Madalena. Pedra Dubois. Disturbed forest on steep slope and exposed rock outcrop. Disturbed forest on steep slpoes on ridge leading to Pedra Dubois.","900.00000000","1195.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-31 09:01:57-03","INPA","INPA","115791","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Plowman, TC","Plowman, T","1983","02","22","Southern America","Brasil","Rio de Janeiro","Santa Maria Madalena","-42.016667","-21.966667",NA,NA,"INPA0115791","INPA0115791 INPA0115791_e","12900","Santa Maria Madalena, Pedra Dubois","900","1195","1983",NA,NA,"-42.016667","-21.966667",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-07-10 09:45:49-03","MBML","MBML-HERBARIO","27890",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","J.L. Costa Lima/28-V-2014","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","2006","05","17",NA,"Brasil","Espírito Santo","Santa Leopoldina","-40.546389","-20.123056",NA,"Arbusto 2m de alt. Frutos verdes. Mata em estágio de regeneração.","MBML027890","MBML027890","999","Bragança, propr.: Assunta Salvador.","400","400",NA,NA,NA,"40W32'47","20S7'23",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-07-10 09:45:49-03","MBML","MBML-HERBARIO","28873",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","J.L. Costa Lima/28-V-2014","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","2006","01","05",NA,"Brasil","Espírito Santo","Santa Leopoldina","-40.470556","-20.059167",NA,"Escandente. Petalas brancas. Solo raso. Mata beira do corrego.","MBML028873","MBML028873","470","Fazenda Caioaba, propr.:Virloni, Mata, trilha do corrego Caioaba.","150","150",NA,NA,NA,"40W28'14","20S3'33",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-07-10 09:45:49-03","MBML","MBML-HERBARIO","31962",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","J.L. Costa Lima/28-V-2014","V. Demuner; T. A. Cruz, R. R. Vervloet e M. Belisario.","2007","10","24",NA,"Brasil","Espírito Santo","Santa Leopoldina","-40.473056","-20.054722",NA,"Arbusto 2,5m. Frutos verdes. Interior de mata secundária.","MBML031962","MBML031962","4389","Fazenda Caioaba, propr.: Claúdio Virloni.","150","150",NA,NA,NA,"40W28'23","20S3'17",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:45:49-03","MBML","MBML-HERBARIO","43123",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","J.L. Costa Lima/28-V-2014","A. M. Assis; Valdir G. Demuner","2008","01","25",NA,"Brasil","Espírito Santo","Itapemirim","-41.045556","-20.931667",NA,"Arbusto 1 m. Flores brancas. Interior da Mata. Floresta Estacional Semidecidual em Estágio Avançado de Regeneração.","MBML043123","MBML043123","1374","Fazenda do Ouvidor - Usina Paineiras. Fragmento 125 ha (altitude 20-100 m). Acesso pela Rodovia ES-490, entrada à esquerda, 2,5 km após o trevo da SAFRA, em direção à Marataízes",NA,NA,NA,NA,NA,"41W2'44","20S55'54",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:45:49-03","MBML","MBML-HERBARIO","632",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","J.L. Costa Lima/28-V-2014","H. Q. Boudet Fernandes; W. Boone","1986","10","14",NA,"Brasil","Espírito Santo","Conceição da Barra","-39.803889","-18.263889",NA,"Arbusto 1,5m, cálice verde, corola branca, ciófila, mata.","MBML000632","MBML000632","2030","Reserva da Fazenda São Joaquim",NA,NA,NA,NA,NA,"39W48'14","18S15'50",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-06-15 15:30:21-03","UNESP-RC","HRCB","58827","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Rissi, M.N.","Verde (Dinato, D.O.; Oliveira, C.C.; Rissi, M.N. & Lombardi, J.A.)","2012","10","23",NA,"Brasil","Rio de Janeiro","Guapimirim","-43.001111","-22.295556",NA,"Arvoreta, ca 1,8 m. Folhas papiráceas. Cálice verde com estrias vináceas. Pétalas brancas com estrias roxas ao centro, externamente. Anteras arroxeadas, estigma verde.",NA,NA,"35","Trilha do Poço da Preguiça.","399","399","2012","12",NA,"43º 00' 04 W","22º 17' 44 S",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-03 13:56:12-03","UFF","NIT","NIT214","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"A. Lobão; C. P. Bruniera, M. P. Santos",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"NIT00000214",NA,"1709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","2221771","PreservedSpecimen","Plantae",NA,"Linales","Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"J. Coelho de Moraes","1953","12","28","South America - Neotropics","Brazil","Paraíba","Areial","-35.9258003234863","-7.0613899230957",NA,NA,"US01855324","US01855324_01 US01855324_02","993","Escola de Agronomia do Nordeste",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"7111","auto",NA,"1",NA,NA
"57","2020-09-12 05:00:02-03","US","US","2562406","PreservedSpecimen","Plantae",NA,"Linales","Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"F. C. Hoehne","1939","7","25","South America - Neotropics","Brazil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"US01855323","US01855323_01 US01855323_02","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"30093","auto",NA,"1",NA,NA
"58","2020-10-15 09:53:51-03","UFPR","EFC","18633","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Souza, I.","Souza, I.","2019","08","23",NA,"Brasil","Rio de Janeiro","Silva Jardim","-42.48154","-22.558151",NA,"Subarbusto 80 cm, botões esverdeados, alguns variegados com traços marrons, flores alvo-esverdeadas.","EFC018633",NA,"584","Floresta do Viveiro Mudar","60","60","2019","08","24","-42.481540","-22.558151",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-13 11:19:36-03","USP","SPF","176147","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Jara, A","Fiaschi, P","2006","09","02",NA,"Brasil","Rio de Janeiro","Magé","-42.911889","-22.495583",NA,NA,"SPF00176147",NA,"3135",NA,"50","50","2012",NA,NA,"-42.911889","-22.495583",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-13 11:19:36-03","USP","SPF","171648","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Jara, A","Folli, DA","1989","05","22",NA,"Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"SPF00171648",NA,"921","Reserva Biológica de Comboios",NA,NA,"2012",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"61","2019-11-13 11:19:36-03","USP","SPF","70986","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Amaral, A","Hoehne, FC","1939","07","25",NA,"Brasil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"SPF00070986",NA,"s.n.",NA,NA,NA,"2000","08",NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
"62","2019-11-13 11:19:36-03","USP","SPF","150603","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Sugiyama, M","Rossi, L","2000","09","18",NA,"Brasil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"SPF00150603",NA,"2125","Parque Estadual da Serra do Mar","60","80","2001","02",NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
"63","2019-10-07 09:30:14-03","UEFS","HUEFS","226325","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Gaui, T.D.","2015","10","14",NA,"Brasil","Rio de Janeiro","Piraí","-43.830278","-22.770278",NA,"Floresta Ombrófila Densa.","HUEFS0226325","HUEFS0226325","512","Conglomerado 21-1-8-Extra 1.",NA,NA,NA,NA,NA,"43W49'49''","22S46'13''","Rosanae",NA,NA,NA,NA,NA,NA,NA
"64","2019-10-07 09:30:14-03","UEFS","HUEFS","232363","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","J.L.Costa-Lima","Ribeiro, M.","2016","08","07",NA,"Brasil","Rio de Janeiro","Silva Jardim","-42.273611","-22.515833",NA,"Floresta Ombrófila Densa Aluvial.","HUEFS0232363","HUEFS0232363 HUEFS0232363_e1","1270","Reserva Biológica Poço das Antas. Zona ciliar do Rio Pau-Preto, estágio secundário inicial de regeneração, sub-bosque denso.","7","7","2018","10",NA,"42W16'25''","22S30'57''","Rosanae",NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:30:14-03","UEFS","HUEFS","215459","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Braga, J.M.A.","1993","10","15",NA,"Brasil","Rio de Janeiro","Guapimirim","-42.9818992614746","-22.5372009277344",NA,"Mata secundária densa.","HUEFS0215459","HUEFS0215459","757","Granja Monte Olivete, margem do rio Bananal, próximo ao Sítio São Jorge.",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,"21463","auto",NA,NA,NA,NA
"66","2019-10-07 09:30:14-03","UEFS","HUEFS","215455","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Paula, C.H.R.de",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"HUEFS0215455","HUEFS0215455","556314RB","Reserva Ecológica do Rio das Pedras. Margem direita de quem sobe para a Toca da Aranha, após cruzar o 2° riacho.",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,"17272","auto",NA,NA,NA,NA
"67","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"J. G. Kuhlmann",NA,NA,NA,"South America","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"s.n.","Goitacazes, Rio Doce",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"68","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"A. C. Brade & Apparicio",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"18641","Tingua",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"69","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"F. C. Hoehne & A. Gehrt",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"s.n.","Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"70","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"J. Miers",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.","Mage to Frixal",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"71","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"A. Ducke & J. G. Kuhlmann",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.","Rio-Estrada do Porto da Estrella",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"72","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"L. Emygdio de Mello Filho & M. Filho",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"887","D.F. Jacarepagua: Repreza dos Ciganos",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"73","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"A. C. Brade",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"11146","Pilar",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"74","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"F. Sellow","1815",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"75","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"O. Campos Goes & Dionisio",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"-43.179026","-22.509",NA,NA,NA,NA,"897","Petrópolis",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"76","2019-09-04 17:23:48-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"H. W. Schott",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"5617","Serra d'Estrella",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Syntype",NA
"77","2019-09-04 17:50:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"C. F. P. von Martius","1818","8",NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.","São Sebastiao",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Lectotype",NA
"78","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"E. Hemmendorff",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"423","Retinga de Maua",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"79","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"H. Almeida",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"80","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"A. Glaziou","1882",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"14552","Ouro Preto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"81","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"A. Glaziou",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"9362","Fazenda de la Cruz",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"82","2019-09-04 17:28:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"L. Riedel","1823",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"407","Mandioca. [Rio de Janeiro?]",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"83","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"J. B. E. Pohl",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"84","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"C. A. W. Schwacke",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"2931","Campo Grande",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"85","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"A. P. Duarte",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"1504","Represa do Xerem",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"86","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"P. H. Davis & et al.",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"59889","Between Ubatuba and Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"87","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"A. Ducke & J. G. Kuhlmann",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.","Rio-Estrada do Porto da Estrella",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"88","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"Alston-Lutz",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"106","km 29 Rio-Petropolis 'Camboaba'",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"89","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"C. Beyrich",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"90","2015-03-06 21:42:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"Alston-Lutz",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"98","km 29 Rio-Petropolis 'Camboaba'",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"91","2019-09-04 17:28:02-03","F","FMNH-SEEDPLANTS","V0055645F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"H. W. Schott",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"V0055645F","V0055645F_01","5617","Serra d'Estrella",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Syntype",NA
"92","2019-01-23 13:14:16-02","F","FMNH-SEEDPLANTS","V0055646F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"H. W. Schott",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"V0055646F","V0055646F_01","5617","Serra d'Estrella",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Syntype",NA
"93","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269159F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"T. Plowman & H. C. de Lima","1983","2","22","South America","Brazil","Rio de Janeiro",NA,"-42","-21.97",NA,NA,"V0269159F","V0269159F_01","12900","Santa Maria Madalena, Pedra Dubois","900","1195",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"94","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269160F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"T. Plowman & H. C. de Lima","1983","2","22","South America","Brazil","Rio de Janeiro",NA,"-42","-21.97",NA,NA,"V0269160F","V0269160F_01","12900","Santa Maria Madalena, Pedra Dubois","900","1195",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"95","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269161F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"L. Mantone & et al.","1978","5","30","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"V0269161F","V0269161F_01","564","Saquarema, Praia de Jacone",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"96","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269162F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"E. Pereira","1949","10","26","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"V0269162F","V0269162F_01","631","Serra dos Orgaos, Barreira",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"97","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269163F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"E. Pereira et al.","1958","10","1","South America","Brazil","Rio de Janeiro","Guanabara",NA,NA,NA,NA,"V0269163F","V0269163F_01","4366","Jacarepagua, estrada da Boiuna",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
