"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","scientificNameAuthorship","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","fieldNumber","individualCount","relatedCatalogItem"
"18","2020-11-24 17:10:56-03","UTFPR","DVPR","330","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Dias, MC","Coelho, FF; et al.","s.n.","2003","10","25",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore ca. 10 m, fruto laranja.; Interior da mata, floresta estacional semidecidual.","DVPR000330","DVPR000330",NA,"Planch.","63728","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:32:59-03","EAO","IAN","97056","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Pirani, JR","Guedes, TN","565","1958","03","26","Southern America","Brasil","Ceará",NA,"Seera de Aratanha,sítio S. José,mata .",NA,NA,NA,NA,"Árvore ,frutos vermelhos.","IAN097056",NA,NA,"G.Planch.",NA,NA,NA,NA,"1988","01",NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:36:36-03","EAO","IAN","22937","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","warmingiana","Picramnia warmingiana",NA,"Warning","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN022937","IAN022937_f",NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:38-03","PUCPR","HUCP","18670","S","Plantae","Eudicotiledonea",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Cordeiro, J","Selusniaki, M","1243","2006","12","30",NA,"Brasil","São Paulo","Mairiporã","Mato Dentro","-46.5800018310547","-23.3099994659424",NA,NA,NA,"HUCP00018639","HUCP00018639",NA,"Planch.","15840","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:33:39-03","NBC","NL-BOTANY","WAG.1525061","PreservedSpecimen","Plantae",NA,"Sapindales","Simaroubaceae","Picramnia","camboita","Picramnia camboita",NA,"Kummrow R",NA,"1987","08","18","Southern America","Brazil",NA,NA,"Véu de Noiva (mun Morretes) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1525061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1525061","NL-WAG1525061",NA,"(Tiegh.) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"23","2020-02-08 10:33:45-03","NBC","NL-BOTANY","L.2128958","PreservedSpecimen","Plantae",NA,"Sapindales","Simaroubaceae","Picramnia","warmingiana","Picramnia warmingiana",NA,"Dusén PKH",NA,"1914","05","09","Southern America","Brazil",NA,NA,"Parana: Jaguariahyva, in silvula. *.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2128958 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2128958","NL-L2128958",NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"24","2020-11-04 12:18:03-03","ESALQ","ESA","85067","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Araki, D.F.","Araki, D.F.; Rother, D.C.; Oliveira S.H.; Toledo, R.M.; Tamashiro J.Y.; Rodrigues, R.R.; Souza, V.C.; Paula-Souza, J.; Muniz, M.R.A.; Ivanauskas, N.M.","112.0","2003","04","20",NA,"Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales - (manhã) trilha da caçadinha, com início na estrada do carmo, altitude = 780m - vegetação sec/undária de Floresta Ombrofila Densa montana com intensa exploração de palmito e madeira - (tarde) trilha do cipó em direção à gruta d","-48.3600006103516","-24.0900001525879",NA,NA,"Arbusto, 3m, vegetativo??, clareira.","ESA085067",NA,NA,"Planch.","25028","auto","-48,416,667","-24,266,667",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 12:18:03-03","ESALQ","ESA","110570","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Pirani, J.R.","Fraga, C.N.","2481.0","2009","04","11",NA,"Brasil","Espírito Santo","Santa Leopoldina",NA,"-40.5297012329102","-20.1005992889404",NA,NA,NA,"ESA110570",NA,NA,NA,"23799","auto",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 12:18:03-03","ESALQ","ESA","84356","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Vieira, A.O.S.","Pavão, O.C. ; Francisco, E.M.",NA,"1999","09","23",NA,"Brasil","Paraná","Cornélio Procópio",NA,"-50.6467018127441","-23.1811008453369",NA,NA,NA,"ESA084356",NA,NA,"Planch.","23842","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 12:18:03-03","ESALQ","ESA","110087","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Franco, G.A.D.C. ; Furlan, E.","4627.0",NA,NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,"ESA110087",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 12:18:03-03","ESALQ","ESA","109637","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29250.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,"ESA109637",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 12:18:03-03","ESALQ","ESA","109663","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30333.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,"ESA109663",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 12:18:03-03","ESALQ","ESA","109911","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29384.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,"ESA109911",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 12:18:03-03","ESALQ","ESA","78525","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Salino, A. ; Mota, R.C.","6968.0","2001","05","07",NA,"Brasil","Minas Gerais","Santana do Garambeú",NA,"-44.1044006347656","-21.6014003753662",NA,NA,NA,"ESA078525",NA,NA,NA,"16256","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:19:45-03","ESALQ","ESA","105413","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Simaroubaceae","Picramnia","ramiflora","Picramnia ramiflora","Durigan, G. & Franco, G.A.D.C.","Gorenstein, M.R.",NA,"2005","06","15",NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,"ESA105413",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 12:18:03-03","ESALQ","ESA","88989","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Viani, R.A.G. et al.","344.0","2003","07","15",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"ESA088989",NA,NA,"Planch.","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 12:15:41-03","ESALQ","ESA","133310","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Mansur, A.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","174.0","2015","07","04",NA,"Brasil","São Paulo","Mombuca","Mata do Pinheirinho, dentro de área agrícola, com cerca de 180 hectares, pertecente à COSAN","-47.560001373291","-22.9200000762939","560",NA,"Sem observações","ESA133310",NA,"560","Planch.","13659","auto","-47.65991°","-22.92354°","2015","07","04",NA,NA,NA,NA,NA
"35","2020-11-04 12:18:03-03","ESALQ","ESA","52045","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Lima, R.A.F.","481.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666","400",NA,"em clareira","ESA052045",NA,"400","Planch.","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 12:18:03-03","ESALQ","ESA","112200","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Flores, T.B.","883.0",NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"ESA112200",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 12:18:03-03","ESALQ","ESA","78639","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Silva, J.M. ; Cordeiro, J.","3101.0","1999","10","26",NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,"ESA078639",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:19:45-03","ESALQ","ESA","126063","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Simaroubaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Fernandes, D. ; Oliveira, A.","252.0","1905","06","21",NA,"Brasil","Rio de Janeiro","Armação de Búzios",NA,"-41.8816986083984","-22.7469005584717",NA,NA,NA,"ESA126063",NA,NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 12:15:41-03","ESALQ","ESA","136419","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","G.A. Nobrega","T.M. Scarponi","24.0","2013","07","11",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana",NA,"-40.9613990783691","-21.3019008636475",NA,NA,NA,"ESA136419",NA,NA,"Planch.","48091","auto",NA,NA,"2014","10","15",NA,NA,NA,NA,NA
"40","2020-11-04 12:15:41-03","ESALQ","ESA","137123","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Colletta, G. D","2302.0","2015","11","10",NA,"Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, trilha do Lago","-49.5499992370605","-22.2900009155273",NA,NA,"Árvore, 7m, frutos alaranjados","ESA137123",NA,NA,"Planch.","23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 12:18:03-03","ESALQ","ESA","7050","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","warmingiana","Picramnia warmingiana","Rodrigues, R.R.","Durigan, G.",NA,"1987","11","01",NA,"Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,"ESA007050",NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 12:18:03-03","ESALQ","ESA","7251","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Picramniaceae","Picramnia","warmingiana","Picramnia warmingiana","Rodrigues, R.R.","Rodrigues, R.R. ; Morellato-Fonzar, L.P.C.",NA,"1986","03","27",NA,"Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,"ESA007251",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:32:55-03","MN","R","73589","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Pirani, J.R.","Freire Allemão, F. 335; Cysneiros, M.",NA,"1889","04","11",NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010053746","R010053746_001 R010053746_002",NA,"Planch.",NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA
"44","2015-07-02 14:03:42-03","JBP","HPL","6570","S","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","R. Pirani","J. A. Lombardi, H. Lorenzi, R. Tsuji et al.","2075","2008","01","24",NA,"Brasil","ES","São Gabriel da Palha","Coletado no Sítio Lorenzoni, córrego Bley, divisa Vila Valério/São Gabriel da Palha; em área de Mata Atlântica degradada. S 19° 01'; W 40° 32' (140m.s.m.)","-40.5356","-19.0175",NA,NA,NA,NA,NA,NA,NA,"24907","auto",NA,NA,"2008","11","13",NA,NA,NA,NA,NA
"45","2015-07-02 14:55:40-03","JBP","HPL","11277","S","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","J.R. Pirani","J.A. Lombardi, H. Lorenzi, R. Tsuji & L. Lorenzoni","7133","2008","01","24",NA,"Brasil","ES","São Gabriel da Palha","Coletado no Sítio Lorenzoni, córrego Bley, divisa da Vila Valério/São Gabriel da Palha; em área de Mata Atlântica degradada (bordo de trilha).","-40.533333","-19.016667","140",NA,NA,NA,NA,"140","Planch.",NA,NA,"40° 32' W","19° 01' S","2008","11","10",NA,NA,NA,NA,NA
"46","2015-07-02 14:03:42-03","JBP","HPL","3318","S","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Pirani, J. R.","H. Lorenzi","1138","1993","11","12",NA,"Brasil","SP","Santo Antonio da Posse","Coletada na Fazenda Palmital, em mata.",NA,NA,NA,NA,NA,NA,NA,NA,"Planch",NA,NA,NA,NA,"1993","11","12",NA,NA,NA,NA,NA
"47","2015-07-02 14:03:42-03","JBP","HPL","11334","S","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","H. Lorenzi","H. Lorenzi","1222","1995","11","10",NA,"Brasil","SP","Porto Ferreira","Coletado nas proximidades do município de Porto Ferreira (bosque Maria Preta).","-47.47","-21.85",NA,NA,NA,NA,NA,NA,"Planch.","13859","auto",NA,NA,"1995","11","10",NA,NA,NA,NA,NA
"48","2019-02-15 11:50:43-02","IPA","IPA","40469","S","Plantae","Plantae",NA,"Simaroubaceae","Picramnia","ramiflora","Picramnia ramiflora",NA,"Gardner","2022","1838","12",NA,"Southern America","Brasil",NA,NA,"near maçapé.",NA,NA,NA,NA,NA,"IPA0040469",NA,NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
