"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","sex"
"48","2016-02-02 14:37:51-02","BGBM","B","B 10 0243503","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100243503 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243503","B100243503",NA,NA,"14345",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,"lectotype",NA,NA,NA,NA
"49","2016-02-02 14:37:51-02","BGBM","B","B 10 0243504","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,"bei Tijuca.",NA,NA,NA,NA,"Herbarium C. Mez <a href=http://herbarium.bgbm.org/object/B100243504 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243504","B100243504",NA,NA,"14345",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,"isolectotype",NA,NA,NA,NA
"50","2019-12-19 08:15:13-03","FPS","FPS","3515","MachineObservation","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez?","Schwirkowski, P.","2018","07","21","Schwirkowski, P.","2018","07","21","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Após a ponte pênsil para a localidade de Oswaldo Amaral","-49.274421","-26.383288","-49.274421","-26.383288","<ll>dwc_commonname:</ll> Cravo-do-mato","FPS03515,FURB61067","FPS03515_v01 FPS03515_v02 FPS03515_v03 FPS03515_v04 FURB61067",NA,NA,"2941",NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 61067",NA,NA
"51","2019-02-15 11:35:40-02","IPA","IPA","44228","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Hatschbach","1985",NA,NA,"Kummrow, R.","1985","10","29","Brasil","Paraná","Ponta Grossa","Lagoa dourada. Mata de Galeria, junto ao lago.","-50.1618995666504","-25.0949993133545",NA,NA,"Epífita, flor lilás.","IPA0044228",NA,NA,NA,"2572","Plantae",NA,"46557",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:25:16-03","IAP","PACA-AGP","51770","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Emrich-Rambo","1954","05","17","Rambo, B.","1952","01","10","Brasil","RS","Osório","Morro Grande","-50.2696990966797","-29.8866996765137",NA,NA,"EM PERIGO&nf;SEM MATERIAL Habitat: ad arbores in silvula Fenofase: flor","PACA051770",NA,NA,NA,NA,"Magnoliophyta","Bromeliales","27350",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"53","2019-08-27 13:25:16-03","IAP","PACA-AGP","60533","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","H.M. Büneker","2013","03","21","J. Gomes","1950","05",NA,"Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,"Habitat: Ad arbores.","PACA060533",NA,NA,NA,NA,"Magnoliophyta","Bromeliales","51462",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"54","2019-08-27 13:25:16-03","IAP","PACA-AGP","7422","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Emrich-Rambo","1954","05","17","F. Theissen","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"EM PERIGO Habitat: In silva campestri ad arbores Fenofase: flor","PACA007422",NA,NA,NA,"146","Magnoliophyta","Bromeliales","10287",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"55","2019-08-27 13:25:16-03","IAP","PACA-AGP","48020","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","B. Rambo SJ",NA,NA,NA,"Sehnem, A.","1947","01","04","Brasil","RS","São Salvador","Est. São Salvador",NA,NA,NA,NA,"EM PERIGO Hábito: epífita","PACA048020",NA,"600","600","2431","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"56","2019-08-27 13:25:16-03","IAP","PACA-AGP","67931","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","G. Hatschbach","1985",NA,NA,"R. Kummrow","1985","01","29","Brasil","PR","Ponta Grossa","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,"EM PERIGO Habitat: Na mata de galeria junto lago. Fenofase: flor lilás Hábito: epífita","PACA067931",NA,NA,NA,"2572","Magnoliophyta","Bromeliales","46557",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"57","2019-08-27 13:25:16-03","IAP","PACA-AGP","31083","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Emrich-Rambo","1954","05","17","Rambo, B.","1946","01","05","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"EM PERIGO Habitat: In araucarieto ad arbores. Fenofase: flor","PACA031083",NA,NA,NA,NA,"Magnoliophyta","Bromeliales","49662",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"58","2019-08-27 13:25:16-03","IAP","PACA-AGP","760","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Emrich-Rambo","1954","05","17","C. Orth SJ","1934","01","05","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"EM PERIGO Habitat: In silva ad arbores. Fenofase: flor","PACA000760",NA,NA,NA,NA,"Magnoliophyta","Bromeliales","29946",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"59","2019-08-27 13:25:16-03","IAP","PACA-AGP","515","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Emrich-Rambo","1954","05","17","C. Orth SJ","1933","01","05","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"EM PERIGO Habitat: In silvula campestri ad arbore. Fenofase: flor","PACA000515",NA,NA,NA,NA,"Magnoliophyta","Bromeliales","29946",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"60","2019-08-27 13:25:16-03","IAP","PACA-AGP","49801","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","L. B. Smith","1954","05","17","Rambo, B.","1951","01","18","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,"EM PERIGO Habitat: In silvula riparia ad arbores. Fenofase: flor","PACA049801",NA,NA,NA,NA,"Magnoliophyta","Bromeliales","20837",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"61","2019-08-27 13:25:16-03","IAP","PACA-AGP","65055","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","R. Reitz","1956",NA,NA,"Reitz, R.","1956","01","20","Brasil","SC","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,"EM PERIGO&nf;Fruto azul. HBR 10494. Habitat: Da mata. Hábito: epífita","PACA065055",NA,"400","400","2547","Magnoliophyta","Bromeliales","31105",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"62","2019-08-27 13:25:16-03","IAP","PACA-AGP","7609","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Emrich-Rambo","1954","05","17","C. Orth SJ","1941","01","03","Brasil","SC","Tubarão","Sao Ludgero","-49.0069007873535","-28.4666996002197",NA,NA,"EM PERIGO Habitat: In silvula ad arbores. Fenofase: fruto aperto","PACA007609",NA,NA,NA,NA,"Magnoliophyta","Bromeliales","17464",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"63","2019-08-27 13:25:16-03","IAP","PACA-AGP","10847","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Emrich-Rambo","1954","05","17","Rambo, B.","1943","01",NA,"Brasil","RS","São Leopoldo","Tannenwald","-51.1472015380859","-29.7602996826172",NA,NA,"EM PERIGO Habitat: In araucarieto ad arbores. Fenofase: flor","PACA010847",NA,NA,NA,NA,"Magnoliophyta","Bromeliales","10287",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"64","2019-08-27 13:25:16-03","IAP","PACA-AGP","25380","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Emrich-Rambo","1954","05","17","J.A. Rohr SJ","1943","03","01","Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,"EM PERIGO Habitat: In silvula ad arbores. Fenofase: flor","PACA025380",NA,NA,NA,NA,"Magnoliophyta","Bromeliales","27000",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"65","2019-08-27 13:25:16-03","IAP","PACA-AGP","114994.1","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Rossado, A.","2016","07","11","Sehnem, A.",NA,NA,NA,"Brasil","SC","Florianópolis","Lagoa do Peri","-48.5491981506348","-27.596700668335",NA,NA,"Habitat: epiphytum","PACA114994-1",NA,"2","2","7989","Magnoliophyta","Bromeliales","27000",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"66","2020-12-20 21:16:28-03","UFV","VIC","004955","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaziou ex Mez",NA,NA,NA,NA,"Hatschbach.;","1967","09",NA,"Brasil","Paraná","Ponta Grossa","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,"Epífita, mata de galeria, flor lilás médio.","VIC004955","VIC004955",NA,NA,"16059",NA,NA,"46557",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-20 21:16:28-03","UFV","VIC","004842","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaziou ex Mez",NA,NA,NA,NA,"Sacco, J.C.","1970","12","26","Brasil","Minas Gerais","Pelotas","Instituto Agronômico do Sul, Horto Botânico.",NA,NA,NA,NA,"Epífita em açoita cavalo, flores roxas, comum.","VIC004842","VIC004842",NA,NA,"1587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0037822","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","G. Hatschbach",NA,NA,NA,"R. Kummrow","1985","1","29","Brazil","Parana",NA,"Lagoa dourada (Mun. Ponta Grossa).","-50.15","-25.0833",NA,NA,"Epifita, flor lilas.",NA,NA,NA,NA,"2572","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-02-18 09:32:00-03","UNICAMP","UEC","98103","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Breier, TB","2004","08",NA,"Torezan, JMD; Rodrigues, RR; Arima, LIA; Pimenta, JA; Resende, JCF; Sifuentes, DVO","1997","12","18","Brazil","Paraná","Sengés","Fasenda Pisa - Papel e celulose","-49.403889","-24.222222","-49.403889","-24.222222","flor, Erva epífita, flores violeta, folhas acinzentadas. Floresta higrófila, mata perturbada.","UEC043620","UEC043620",NA,NA,"752","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:19:09-03","UNICAMP","UEC","21541","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Hatschbach, G",NA,NA,NA,"Kummrow, R","1976","02","03","Brazil","Paraná","Porto Amazonas","Fazenda São Roque.","-49.8903007507324","-25.5447006225586",NA,NA,"Epífita do capão. Flor lilás.","UEC043619","UEC043619",NA,NA,"1058","Liliopsida",NA,"14684",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 09:59:14-03","UNICAMP","UEC","138486","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2003","07","04","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, ao lado do alojamento","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC043622","UEC043622",NA,NA,"1108","Liliopsida",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-01-17 11:22:58-02","PUCRS","MPUC","11985","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","C.A. Mondin","2009","01","01","et.al.","2009","02","28","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000","Epífita; espécie categorizada como EM = Em perigo segundo a lista de espécies ameaçadas do Riogrando do Sul, decreto estadual n° 42099 publicado em 01.01.2003.",NA,NA,NA,NA,NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA
"73","2020-10-14 10:00:12-03","FURB","FURB","17752","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Rodrigues, AV","2010","07","22","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","11","24","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","Epífita IFFSC e74a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de galho caído;","FURB19481","FURB19481","572","572","701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:00:12-03","FURB","FURB","18191","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Bonnet, A","2010","02","03","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","30","Brasil","Santa Catarina","Nova Veneza","São Bento Baixo.","-49.4994444","-28.7108333","-49.4994444","-28.7108333","Florística IFFSC 40 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor azul","FURB01141","FURB01141","48","48","3253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:00:12-03","FURB","FURB","19713","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Verdi, M","2010","01","27","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","01","27","Brasil","Santa Catarina","Treviso","Cirenaica.","-49.4972222","-28.5291667","-49.4972222","-28.5291667","Florística IFFSC 58 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor lilás","FURB19883","FURB19883","197","197","3365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:00:12-03","FURB","FURB","20572","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Venda, AKL","2010","11","25","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","Epífita IFFSC e148a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB19874","FURB19874","666","666","1178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:00:12-03","FURB","FURB","22272","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Schmitt, JL","2010","03","13","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","13","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.5163889","-27.7325","-48.5163889","-27.7325000","Coleta Extra IFFSC (Epífita) Habitat: Restinga; Habito: epífita; flor roxa clara","FURB19882","FURB19882","13","13","1582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:00:12-03","FURB","FURB","23072","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Bonnet, A","2010","08","23","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.","-48.5275","-27.7175","-48.5275000","-27.7175000","Florística IFFSC 8003 (Epífita) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; interior do fragmento Habito: epífita; flor roxa","FURB19875","FURB19875","226","226","1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:00:12-03","FURB","FURB","23796","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Bonnet, A","2010","08","23","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","13","Brasil","Santa Catarina","São Martinho","SC - 431.","-49.0302778","-28.1163889","-49.0302778","-28.1163889","Florística IFFSC mv33 (Epífita) Habitat: Floresta Ombrófila Densa; Habito: epífita;","FURB19877","FURB19877","210","210","4392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-08 08:50:45-03","FURB","FURB","25978","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Rodrigues, AV","2010","08","10","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","28","Brasil","Santa Catarina","Garopaba","Morro da Ressacada.","-48.69","-28.08","-48.6900000","-28.0800000",NA,"FURB19881","FURB19881","147","147","4518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:00:12-03","FURB","FURB","25999","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Rodrigues, AV","2010","07","22","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","27","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","Epífita IFFSC e01a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde escuro;","FURB19482","FURB19482","330","330","2072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:00:12-03","FURB","FURB","28055","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Bonnet, A","2010","08","25","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","27","Brasil","Santa Catarina","Praia Grande",NA,"-50.0005556","-29.2222223","-50.0005556","-29.2222223","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; interior do fragmento Habito: epífita de arbórea; Fruto marrom;","FURB19878","FURB19878","75","75","2043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:00:12-03","FURB","FURB","29113","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Schmitt, JL","2010","09","28","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","19","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","Epífita IFFSC e74b (Acima de 4m) - sobre forófito 1 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto seco; flor lilás","FURB19872","FURB19872","572","572","2439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:00:12-03","FURB","FURB","29414","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Schmitt, JL","2010","09","30","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","28","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","Epífita IFFSC e142c (Acima de 4m) - sobre forófito 7 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto seco;","FURB19871","FURB19871","445","445","2881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-14 10:00:12-03","FURB","FURB","30408","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Schmitt, JL","2010","06","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","24","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","Epífita IFFSC e01b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto secos deiscentes;","FURB19873","FURB19873","330","330","2787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-10-14 10:00:12-03","FURB","FURB","31627","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Schmitt, JL","2010","11","05","Schmitt, J.L.; Caglioni, E.","2010","10","12","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","Epífita IFFSC e148b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto seco;","FURB19876","FURB19876","666","666","3110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:00:12-03","FURB","FURB","37351","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Kessous, I. M.","2018","04","27","Caetano, J.O.","2012","01","20","Brasil","Santa Catarina","Benedito Novo","Terreno de Naeli Caetano.","-49.4127778","-26.7855555","-49.4127778","-26.7855555","Epífita de ''Araç Habitat: área aberta Habito: epífita; flor roxo claro","FURB20008","FURB20008","315","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:00:12-03","FURB","FURB","45373","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Oliveira, AA de","2015","01","09","Oliveira, A.A. de","2015","01","09","Brasil","Santa Catarina","Praia Grande","Fortaleza.","-49.9525","-29.1594444","-49.9525000","-29.1594444","Florística Entorno IFFSC 04 Habitat: Floresta Ombrófila Densa; Estágio Avançado; borda de floresta Habito: epífita; flor roxa","FURB19870","FURB19870","323","323","828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 10:00:12-03","FURB","FURB","59616","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Kassner-Filho, A.","2018","06","27","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","27","Brasil","Santa Catarina","Treviso",NA,"-49.4986111","-28.4436111","-49.4986111","-28.4436111","fruto seco Habitat: borda do fragmento florestal Habito: epífita","FURB59616","FURB59616",NA,NA,"2932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-14 10:00:12-03","FURB","FURB","61067","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Schwirkowski, P.","2018","07","21","Schwirkowski, P.","2018","07","21","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Após a ponte pênsil para a localidade de Oswaldo Amaral.","-49.2744445","-26.3830556","-49.2744445","-26.3830556","FOD, Estágio secundário avançado. Heliófita. Cálice acinzentado, fruto marrom Habitat: Mata ciliar, borda Habito: Epífita","FURB61067","FURB61067","250","250","2941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-14 10:00:12-03","FURB","FURB","22116","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Cadorin, TJ","2010","02","13","Cadorin, T.J.","2010","02","13","Brasil","Santa Catarina","Florianópolis","Bairro da Lagoa da Conceição.","-48.5491981506348","-27.596700668335",NA,NA,"Coleta Extra IFFSC (Epífita) Habitat: comum Habito: flor roxa","FURB19880","FURB19880",NA,NA,"1431",NA,NA,"27000",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-08 08:50:45-03","FURB","FURB","5800","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Kalk, JM","2006","02","01","Kalk, J.M.","2006","01","07","Brasil","Santa Catarina","Indaial","Warnow Central.","-49.2317008972168","-26.8978004455566",NA,NA,NA,"FURB19879","FURB19879",NA,NA,NA,NA,NA,"29534",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-16 17:54:13-03","UCS","HUCS","6566","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Waechter, J.L.","1986","09","29","Sacco, J.C.","1960","12","26","Brasil","Rio Grande do Sul","Pelotas","Horto Botânico","-52.3424987792969","-31.771900177002",NA,NA,"Epífita em açoita-cavalo",NA,NA,NA,NA,"1587","Angiospermae","Poales","51462",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-09-16 20:24:11-03","UTFPR","HCF","29433","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","T.J. Cadorin","2010","02","13","T.J. Cadorin","2010","02","13","Brasil","SC","Florianópolis","Lagoa da Conceição","-48.5491981506348","-27.596700668335",NA,NA,"Flor roxa. Comum.",NA,NA,NA,NA,"1431",NA,NA,"27000",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
