"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"95","2021-04-08 17:40:34-03","EAO","IAN","100540","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM","3104","1951","11","23","Southern America","Brasil","Pará","Belém","IAN.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN100540",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"96","2021-04-08 17:40:34-03","EAO","IAN","121932","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11222","1967","10","27","Southern America","Brasil","Pará","Belém","IPEAN, Reserva Aurá.","-48.5043983459473","-1.4558299779892",NA,"Q.165-95, árvore de 18m, flor amarela.","IAN121932",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"97","2021-04-08 17:40:34-03","EAO","IAN","XILO2340","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM","10143","1966","09","03","Southern America","Brasil","Pará","Belém","IPEAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,"IANXILO2340",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"98","2021-04-08 17:40:34-03","EAO","IAN","120813","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM","10143","1966","09","03","Southern America","Brasil","Pará","Belém","IPEAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN120813",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"99","2021-04-08 17:40:34-03","EAO","IAN","121829","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11119","1967","10","19","Southern America","Brasil","Pará","Belém","IPEAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,"L.20-33, árvore nº126, tronco com 1,25m. de circ., altura total de 23,50m.","IAN121829",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"100","2021-04-08 17:40:34-03","EAO","IAN","122054","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11344","1968","01","11","Southern America","Brasil","Pará","Belém","IPEAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,"L.12-25, árvore nº68, tronco com 1,40m de circ., altura total de 25.35m, flor amarela.","IAN122054",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"101","2021-04-08 17:40:34-03","EAO","IAN","122345","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11426","1968","02","06","Southern America","Brasil","Pará","Belém","IPEAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,"L.21-26, árvore nº57, tronco com 1,21m de circ., altura total de 17,50m, flor amarela.","IAN122345",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"102","2021-04-08 17:40:34-03","EAO","IAN","122350","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11431","1968","03","13","Southern America","Brasil","Pará","Belém","IPEAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,"L.2-12, árvore nº 31, tronco com 1,43m de circ., altura total de 23m.","IAN122350",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"103","2021-04-08 17:40:34-03","EAO","IAN","122384","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11465","1968","06","25","Southern America","Brasil","Pará","Belém","IPEAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,"L.22-21, árvore n#?#7 33, tronco com 47cm de circ., altura total de 16,90m.","IAN122384",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"104","2021-04-08 17:40:34-03","EAO","IAN","122372","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11453","1968","07","26","Southern America","Brasil","Pará","Belém","L.17-37.","-48.5043983459473","-1.4558299779892",NA,"Árvore nº125, tronco com 68cm de circ., altura total de 16,30m.","IAN122372",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"105","2021-04-08 17:40:34-03","EAO","IAN","166108","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.","Lewis, GP","Cordeiro, MR","2483","1998","05","24","Southern America","Brasil","Pará","Belém","Mocambo, área da reserva da Embrapa Amazônia Oriental, terra firme.","-48.5043983459473","-1.4558299779892",NA,"Árvore de 28m de altura; frutos marrons.","IAN166108",NA,NA,NA,"2001","01",NA,NA,"48462","auto",NA,NA,NA,NA,NA
"106","2021-04-08 17:40:34-03","EAO","IAN","63655","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.","Ducke, A","Pires, JM","3104","1951","02","23","Southern America","Brasil","Pará","Belém","Perto de Belém, IAN.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN063655","IAN063655 IAN063655_e",NA,NA,"1953",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"107","2021-04-08 17:40:34-03","EAO","IAN","125718","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11702","1968","05","07","Southern America","Brasil","Pará","Belém","Reserva de Mocambo.","-48.5043983459473","-1.4558299779892",NA,"L.21-26, árvore nº57, tronco com 1,21m de circ., altura total de 17,50.","IAN125718",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"108","2021-04-08 17:40:34-03","EAO","IAN","121830","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11120","1967","10","19","Southern America","Brasil","Pará","Belém","Reserva de Mocambo.","-48.5043983459473","-1.4558299779892",NA,"L.19-37, árvore nº111, tronco com 1,12m de circ., total de 27,60m.","IAN121830",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"109","2021-04-08 17:40:34-03","EAO","IAN","122351","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11432","1968","03","13","Southern America","Brasil","Pará","Belém","Reserva de Mocambo.","-48.5043983459473","-1.4558299779892",NA,"L.15-26. Árvore nº 73, tronco com 49cm de circ., altura total de 20,20m.","IAN122351",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"110","2021-04-08 17:40:34-03","EAO","IAN","122428","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11509","1968","03","10","Southern America","Brasil","Pará","Belém","Reserva do Aurá.","-48.5043983459473","-1.4558299779892",NA,"L.145-91, árvore, flor amarela.","IAN122428",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"111","2021-04-08 17:40:34-03","EAO","IAN","174481","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Rodrigues, IA","1452","1992","03","19","Southern America","Brasil","Pará","Belém","Reserva do Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN174481",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"112","2021-04-08 17:40:34-03","EAO","IAN","141446","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Oliveira, E","6037","1972","10","05","Southern America","Brasil","Pará","Belém","Terreno do IPEAN, Km15, mata baixa, terra firme arenosa.","-48.5043983459473","-1.4558299779892",NA,"Árvore de 18-20m. Amostra de madeira retirada para o IPT, em S. Paulo.","IAN141446",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"113","2021-04-08 17:40:34-03","EAO","IAN","154390","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Fróes, RL","5052","1956","08","07","Southern America","Brasil","Pará","Breves","Perto do Igarapé Arapijó, transecto para inventário florestal.","-50.4803009033203","-1.68221998214722",NA,"Q.2 - 56.","IAN154390",NA,NA,NA,NA,NA,NA,NA,"134266","auto",NA,NA,NA,NA,NA
"114","2021-04-08 17:40:34-03","EAO","IAN","7181","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ferreira, AM; Ferreira, GC","s.n.","2002","10","22","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,"Árvore, 30m alt. x 2,25m CAP; base digitada; fuste fenestrado, reto, 21m alt.; ritidoma marrom-avermelhado, áspero, levemente estriado, anéis em volta do fuste; lenticelas em linhas verticais, vermelhas; casca morta marrom-escura, 0,5m","IAN007181","IAN007181_f",NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"115","2021-04-08 17:40:34-03","EAO","IAN","XILO7307X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"sc","s.n.","2003","08","15","Southern America","Brasil","Pará","Novo Repartimento",NA,"-49.7963981628418","-4.33056020736694",NA,NA,"IANXILO7307X",NA,NA,NA,NA,NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA
"116","2021-04-08 17:40:34-03","EAO","IAN","XILO7181X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ferreira, AM; Ferreira, GC","s.n","2002","10","22","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,"Árvore, 30m alt. x 2,25m CAP; base digitada; fuste fenestrado, reto, 21m alt.; ritidoma marrom-avermelhado, áspero, levemente estriado, anéis em volta do fuste; lenticelas em linhas verticais, vermelhas; casca morta marrom-escura, 0","IANXILO7181X",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"117","2021-04-08 17:40:34-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ferreira, AM; Ferreira, GC","s.n","2002","10","22","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,"Árvore, 30m alt. x 2,25m CAP; base digitada; fuste fenestrado, reto, 21m alt.; ritidoma marrom-avermelhado, áspero, levemente estriado, anéis em volta do fuste; lenticelas em linhas verticais, vermelhas; casca morta marrom-escura, 0,5mm espess.; casc",NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"118","2021-04-08 17:40:34-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ferreira, AM; Ferreira, GC","s.n.","2002","10","22","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,"Árvore, 30m alt. x 2,25m CAP; base digitada; fuste fenestrado, reto, 21m alt.; ritidoma marrom-avermelhado, áspero, levemente estriado, anéis em volta do fuste; lenticelas em linhas verticais, vermelhas; casca morta marrom-escura, 0,5mm espess.; casc",NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"119","2021-04-08 17:40:34-03","EAO","IAN","XILO7181X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ferreira, AM; Ferreira, GC","s.n","2002","10","22","Southern America","Brasil","Pará","Moju","Área de exploração 2002.","-48.7689018249512","-1.88389003276825",NA,"Árvore, 30m alt. x 2,25m CAP; base digitada; fuste fenestrado, reto, 21m alt.; ritidoma marrom-avermelhado, áspero, levemente estriado, anéis em volta do fuste; lenticelas em linhas verticais, vermelhas; casca morta marrom-escura, 0","IANXILO7181X",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"120","2021-04-08 17:40:34-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Soler, JG; Procópio, LC","s.n.","2001","06","19","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amaz¶nia Oriental, Km-30 da rodovia PA-150, ramal do Km-31, ramal Santa Terezinha, M-175; A-300; D-100m, Arv.100, primeira trilha de exploraþÒo.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 28m de altura x 70cm de DAP. Tronco fenestrado. Ritidoma mamom escuro. Casca morta marrom escuro, casca viva marrom claro escurecendo a marrom perto do alburno. Alburno com estrias.",NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"121","2021-04-08 17:40:34-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Soler, JG; Freitas, JC","s.n.","2001","07","17","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amaz¶nia Oriental, Km-30 da rodovia PA-150, ramal do Km-34. Trilha A.Ducke, M-700; A-305; D-22m, Arv.293.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 24m x 28cm de DAP. Sapopemas de 1.50m. Tronco fenestrado. Ritidoma avermelhado. Casca morta marrom. Casca viva amarelada. Alburno amarelado.",NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"122","2021-04-08 17:40:34-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Soler, JG; Procópio, LC","s.n.","2001","06","20","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amaz¶nia Oriental, Km-30 da rodovia PA-150, ramal do Km-34. Trilha M.Pires, M-250; A-70; D-5m, Arv.205.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 22m de altura x 32cm de DAP. Tronco fenestrado; ritidoma marrom, casca morta marrom, casca viva bege. Alburno branco.",NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"123","2021-04-08 17:40:34-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Soler, JG; Procópio, LC","s.n.","2001","06","21","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amaz¶nia Oriental, Km-30 da rodovia PA-150, ramal do Km-34. Trilha M.Pires, M-500; A-240; D-15m, Arv.230.","-48.7689018249512","-1.88389003276825",NA,"Aprox. 30m alt.; DAP 65cm; sapopemas 2m; tronco fenestrado. Ritidoma marrom-escuro; casca morta marrom-escuro; casca viva marrom-claro; alburno bege.",NA,NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"124","2021-04-08 17:40:34-03","EAO","IAN","166085","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ferreira, GC; Cordeiro, MR","464","1998","05","20","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, KM 30 da Rodovia PA-150.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 18m de altura, casca lisa; frutos coletados no chão.","IAN166085",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"125","2021-04-08 17:40:34-03","EAO","IAN","164739","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2320","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164739",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"126","2021-04-08 17:40:34-03","EAO","IAN","164698","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2279","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,"Flor no alcool.","IAN164698",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"127","2021-04-08 17:40:34-03","EAO","IAN","164702","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2283","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,"Flor no álcool.","IAN164702",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"128","2021-04-08 17:40:34-03","EAO","IAN","164704","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2285","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164704",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"129","2021-04-08 17:40:34-03","EAO","IAN","164706","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2287","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164706",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"130","2021-04-08 17:40:34-03","EAO","IAN","164712","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2293","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164712",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"131","2021-04-08 17:40:34-03","EAO","IAN","164714","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2295","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164714",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"132","2021-04-08 17:40:34-03","EAO","IAN","FLOR38","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2279","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,"Flor no alcool.","IANFLOR38",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"133","2021-04-08 17:40:34-03","EAO","IAN","FLOR37","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2283","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,"Flor no álcool.","IANFLOR37",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"134","2021-04-08 17:40:34-03","EAO","IAN","164742","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2323","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164742",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"135","2021-04-08 17:40:34-03","EAO","IAN","164740","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2321","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164740",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"136","2021-04-08 17:40:34-03","EAO","IAN","164622","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2203","1996","05","15","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164622",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"137","2021-04-08 17:40:34-03","EAO","IAN","164626","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2207","1996","05","15","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164626",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"138","2021-04-08 17:40:34-03","EAO","IAN","164627","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2208","1996","05","15","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 01. Mata alta de terra firme. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164627",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"139","2021-04-08 17:40:34-03","EAO","IAN","FLOR39","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2274","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 02. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,"Flor no alcool.","IANFLOR39",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"140","2021-04-08 17:40:34-03","EAO","IAN","164728","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS; Oliveira, JCL de","2309","1996","05","18","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, Km-30 da rodovia PA-150. Area 02. Mata alta de terra firme. Floresta densa. Solo argila arenosa.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN164728",NA,NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
