"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","455833","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","A. G. da Silva","B. D. Sucre","5921","1969","09","15","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Restinga de Jacarepaguá. Mata de restinga situada do lado Suloeste da Pedra de Itauna","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455833","NY00455833_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","455790","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.",NA,"H. W. Schott","5925",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455790","NY00455790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","476984","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","A. C. Alencar","W. R. Anderson","11699","1976","02","24","South America","Brazil","Rio de Janeiro",NA,"Serra dos Orgaos, near Limoeiro",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476984","NY00476984_01","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","455824","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","G. Mariz","B. D. Sucre","8082","1971","12","10","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Restinga de Jacarepaguá","-43.397161","-23.010952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455824","NY00455824_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","455823","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","M. A. Nadruz Coelho","C. Farney","323","1983","07","16","South America","Brazil","Rio de Janeiro","Maricá","Barra de Maricá, Restinga próxima ao Morro do Mololô","-42.8183","-22.9194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455823","NY00455823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","455788","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","A. G. da Silva","E. Pereira","4110","1958","08","04","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Distrito Federal; Restinga de Jacarepaguá","-43.397161","-23.010952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455788","NY00455788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","455782","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.",NA,"F. Segadas-Vianna","3615","1950","09","02","South America","Brazil","Rio de Janeiro",NA,"Distrito Federal, Restinga de Itapeba (Recreio dos Bandeirantes)","-43.3469","-23.0036","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455782","NY00455782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","455841","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata oblongifolia","Engl.",NA,"B. Maguire","44574","1959","12","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Restinga de Jacarepaguá, Recreio dos Bandeirantes, Km. 16","-43.397161","-23.010952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455841","NY00455841_01",NA,NA,"oblongifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1551298","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","V. Bittrich","G. Martinelli","10894","1985","05","08","South America","Brazil","Espírito Santo",NA,"Alfredo Chaves, Vila São Bento de Urânio","-40.75","-20.63","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1042442' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551298","NY01551298_01","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","455842","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","A. C. Alencar","B. Maguire","53891","1962","07","13","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Restinga de Itapeba, Reserva Biolica de Jacarepaguá","-43.39678","-23.000764","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455842","NY00455842_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","455806","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","J. J. Pipoly","C. Farney","323","1983","07","16","South America","Brazil","Rio de Janeiro","Maricá","Barra de Maricá, Restinga próxima ao Morro do Mololô","-42.8183","-22.9194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455806","NY00455806_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","455813","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","M. A. Nadruz Coelho","C. Farney","322",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Maricá","Barra de Mariá, Restinga próxima ao Morro do Mololô","-42.8183","-22.9194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455813","NY00455813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","455798","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.",NA,"B. Maguire","44586","1959","12","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Restinga de Jacarepagua, Recreio dos Bandeirantes","-43.397161","-23.010952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455798","NY00455798_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","455787","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","A. G. da Silva","E. Pereira","4110","1958","08","04","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Distrito Federal; Restinga de Jacarepaguá","-43.397161","-23.010952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455787","NY00455787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","455807","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","B. Maguire","J. H. Kirkbride Jr.","1718","1972","04","01","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Estrada da Vista Chinesa, at km 0.5","-43.278912","-22.969605","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455807","NY00455807_01","460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","455820","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","A. G. da Silva","B. D. Sucre","3502","1968","08","14","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Restinga do Grumari","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455820","NY00455820_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","455789","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","A. C. Alencar","B. Maguire","53892","1962","07","14","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Tijuca, Estrada de Vista Chinesa","-43.257166","-22.971675","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455789","NY00455789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","455791","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","G. M. Barroso","P. de L. de Tecnologia","s.n.","1957","05","22","South America","Brazil","Rio de Janeiro",NA,"Distrito Federal; Estrada D. Castorina [illegible word] K. 9",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455791","NY00455791_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","455815","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","A. G. da Silva","A. B. de Souza","62","1970","07","05","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Recreio dos Bandeirantes, entre a Seitoranea e BR 6 Km. 16","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455815","NY00455815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","455832","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","J. G. Kuhlmann","J. G. Kuhlmann","281","1927","03","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Matta do Horto Florestal Rio","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455832","NY00455832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","455803","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.",NA,"W. D. Barros","1095","1942","10","25","South America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional Serra dos Orgaos; Terezopolis","-43.073169","-22.496706","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455803","NY00455803_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","455793","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.",NA,"H. F. Martins","138","1960","05","03","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca; Estrada da Vista Chinesa, km 1.5","-43.275451","-22.974055","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455793","NY00455793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","455812","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","V. Bittrich","N. Santos","5962","1965","07","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Recreio dos Bandeirantes; Pedras de Itauna","-43.421486","-23.003937","sheet","Exc. 261, Col. 2 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455812","NY00455812_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","455804","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.",NA,"A. P. Duarte","108","1946","04",NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro","Leblon","-43.22639","-22.983608","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455804","NY00455804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","455808","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","B. Maguire","J. H. Kirkbride Jr.","1717","1972","04","01","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; near Rio Santos road, ca. 4 km southwest of Pedra de Itauna; Barra de Tijuca","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455808","NY00455808_01","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","455811","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","V. Bittrich","A. P. Duarte","108","1946","04",NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro","Leblon","-43.22639","-22.983608","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455811","NY00455811_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","455797","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.",NA,"B. Maguire","44588","1959","12","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; Restinga de Jacarepagua, Recreio dos Bandeirantes","-43.397161","-23.010952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455797","NY00455797_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","455810","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","V. Bittrich","A. P. Duarte","108","1946","04",NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro","Leblon","-43.22639","-22.983608","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455810","NY00455810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","455801","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","B. Maguire","B. Maguire","7355","1963","12","04","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada do Sumaré, near junction with estrada do Redentor","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455801","NY00455801_01","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","455795","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.",NA,"N. Santos","5353","1965","01","16","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Recreio dos Bandeirantes; Pedra de Itauna (Mata numa clareira chao arenoso)","-43.421486","-23.003937","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455795","NY00455795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","455826","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","G. Mariz","J. Almeida","1668","1972","06","27","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara; estrada do Autódromo, margem da Lagoa de Marapendi","-43.40493","-23.011683","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455826","NY00455826_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","455830","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Clusia","lanceolata","Clusia lanceolata","Cambess.","D. S. Pedrosa","M. d. Santos","49","1979","06","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Sete Caixinhas","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00455830","NY00455830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
