"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","typeStatus","fieldNumber"
"47","2014-10-14 15:56:20-03","BS","M","M-0188475","S",NA,NA,NA,NA,"Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,NA,NA,"M0188475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA
"48","2019-08-16 08:40:26-03","UTFPR","HCF","27829","S","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","V.C. Souza","O.S. Ribas","3276","2001","02","11",NA,"Brasil","SC","Campo Alegre","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,"subarbusto, at#?#é 1 m, flor amarela. Margem do Rio Negro.",NA,NA,"1300","1300","37493","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:45:01-03","MBM","MBM","43911","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Barroso, G.M.","Hatschbach, G.","1218","1949","03","13","Southern America","Brazil","Paraná","Piraquara","Estrada entre Rio Taquari e Rio Divisa","-49.0633010864258","-25.4416999816895",NA,NA,"MBM043911","MBM043911",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:45:01-03","MBM","MBM","15591","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Souza, V.C.","Hatschbach, G.","24212","1970","04","28","Southern America","Brazil","Paraná","Piraquara","Nova Tirol","-49.0633010864258","-25.4416999816895",NA,NA,"MBM015591","MBM015591",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:45:01-03","MBM","MBM","43912","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Rambo, B.","Hatschbach, G.","892","1948","03","29","Southern America","Brazil","Paraná","Piraquara","Quatro Barras","-49.0633010864258","-25.4416999816895",NA,NA,"MBM043912","MBM043912",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:45:01-03","MBM","MBM","22968","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G.","Hatschbach, G.; Koyama, T.; Koyama, T.","29194","1972","02","24","Southern America","Brazil","Paraná","Rio Azul","Estrada Rio Azul - Rebouças","-50.7963981628418","-25.7327995300293",NA,NA,"MBM022968","MBM022968",NA,NA,"25125","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:45:01-03","MBM","MBM","123386","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Souza, V.C.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","50092","1988","04","27","Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM123386","MBM123386",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:45:01-03","MBM","MBM","43910","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G.","Hatschbach, G.","7860","1961","03","05","Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM043910","MBM043910",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:45:01-03","MBM","MBM","123394","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Souza, V.C.","Britez, R.M.","347",NA,NA,NA,"Southern America","Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,"MBM123394","MBM123394",NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:45:01-03","MBM","MBM","10316","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G.","Hatschbach, G.","21209","1969","03","06","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"MBM010316","MBM010316",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:45:01-03","MBM","MBM","3411","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G.","Hatschbach, G.","16033","1967","02","21","Southern America","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,"MBM003411","MBM003411",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:45:01-03","MBM","MBM","1957","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13768","1966","02","08","Southern America","Brazil","Paraná","São Mateus do Sul","Vila Santana","-50.3828010559082","-25.8742008209229",NA,NA,"MBM001957","MBM001957",NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:45:01-03","MBM","MBM","256186","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Souza, V.C.","Ribas, O.S.; Silva, J.M.; Silva, J.M.","3276",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"MBM256186","MBM256186",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:45:01-03","MBM","MBM","151261","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G.","Silva, J.M.; Ruas, P.; Ruas, P.","1077","1992","02","28","Southern America","Brazil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM151261","MBM151261",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:45:01-03","MBM","MBM","90004","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G.","Oliveira, P.I.","796","1984","03","23","Southern America","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"MBM090004","MBM090004",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:45:01-03","MBM","MBM","114554","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Souza, V.C.","Cordeiro, J.; Oliveira, P.I.; Oliveira, P.I.","427","1987","02","12","Southern America","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"MBM114554","MBM114554",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:45:01-03","MBM","MBM","159709","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G.","Portes, M.C.; Ziller, S.R.; Ziller, S.R.","47","1993","03","19","Southern America","Brazil","Paraná","Piraquara","Próximo ao Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,"MBM159709","MBM159709",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:45:01-03","MBM","MBM","3410","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G.","Hatschbach, G.","16068","1967","02","25","Southern America","Brazil","Paraná","Ponta Grossa","Rio Tibagi, Porto São Luís","-50.1618995666504","-25.0949993133545",NA,NA,"MBM003410","MBM003410",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:45:01-03","MBM","MBM","170687","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Tressens, S.G.","Krapovickas, A.; et al.; et al.","44692","1994","01","29","Southern America","Brazil","Rio Grande do Sul","São Francisco de Paula","Camino a Canela, 14 Km de São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM170687","MBM170687",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:45:01-03","MBM","MBM","129505","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hoehne, W.","Hoehne, W.","s.n.","1942","03","10","Southern America","Brazil","São Paulo","São Paulo","Próximo a Jaraguá","-46.6300010681152","-23.5400009155273",NA,NA,"MBM129505","MBM129505",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:45:01-03","MBM","MBM","129504","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hoehne, W.","Hoehne, W.","s.n.","1941","04","01","Southern America","Brazil","São Paulo","São Paulo","Próximo Parelheiros","-46.6300010681152","-23.5400009155273",NA,NA,"MBM129504","MBM129504",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-19 10:36:59-03","MNHN","RECOLNAT_MNHN_P","P00931458","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Fettz","Guerrero, J.",NA,"2002","2","1",NA,"Paraguay",NA,NA,NA,"-56.87194","-26.04","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00931458' target='other'> <mi>dwc_moreinfo</mi></a>","P00931458","P00931458_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57754"
"69","2015-09-04 08:38:24-03","MNHN","RECOLNAT_MNHN_P","P02980372","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.",NA,"Balansa|Benjamin",NA,"1876","3","2",NA,"Paraguay","Guairá",NA,"Cosme, entre Caagazu et Villa-Rica.","-56.22803","-25.64153","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02980372' target='other'> <mi>dwc_moreinfo</mi></a>","P02980372","P02980372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-03-09 18:11:35-03","MNHN","RECOLNAT_MNHN_P","P03934713","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.",NA,"Dusén, P.",NA,"1916","2","19",NA,"Brasil","Paraná",NA,"Porto de União.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03934713' target='other'> <mi>dwc_moreinfo</mi></a>","P03934713","P03934713_01","740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17710"
"71","2015-09-04 10:57:32-03","MNHN","RECOLNAT_MNHN_P","P04459475","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.",NA,"Balansa, B.",NA,"1876","3","2",NA,"Paraguay",NA,NA,"Cosne, entre Caaguazu et Villa-Rica,","-56.26099","-25.61181","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04459475' target='other'> <mi>dwc_moreinfo</mi></a>","P04459475","P04459475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2127"
"72","2015-09-04 15:15:09-03","MNHN","RECOLNAT_MNHN_P","P03934714","PreservedSpecimen",NA,NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.",NA,"Hoehne, F.C.",NA,"1951","7","31",NA,"Brasil","São Paulo","Limeira","Córrego Boa-Agua, do Parque Biol. Bueno de Miranda.","-47.4000015258789","-22.5599994659424","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03934714' target='other'> <mi>dwc_moreinfo</mi></a>","P03934714","P03934714_01",NA,NA,"20999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:39:54-03","UFMG","BHCB","71120","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Ribas, OS","3276",NA,NA,NA,"Southern America","Brasil","Santa Catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-11 17:21:44-03","UFPR","UPCB","14384","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schlecht.) Benth.","Souza, V.C.","Britez, R.M.","347","1986","01","11",NA,"Brasil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,"Sub-arbusto, 50cm, flor amarelada. Campo de inundação do Rio Iguaçu..",NA,NA,NA,NA,"31353","auto","1995",NA,NA,NA,"11","06",NA,NA,NA
"75","2021-02-11 17:21:44-03","UFPR","UPCB","59367","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schlecht.) Benth.","Kozera, C.","Kozera, C.","3051","2006","02","14",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,"Herbácea, ca. 50cm, flores amarelo-ouro, campo hidromórfico, área inundável periodicamente..",NA,NA,NA,NA,"27346","auto","2006",NA,NA,NA,"01","01",NA,NA,NA
"76","2021-02-11 17:21:44-03","UFPR","UPCB","60993","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schlecht.) Benth.","Kozera, C.","Kozera, C.","3070","2006","03","09",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,"Herbácea, flores amarelas, frequente na várzea..",NA,NA,NA,NA,"27346","auto","2006",NA,NA,NA,"01","01",NA,NA,NA
"77","2021-02-11 17:21:44-03","UFPR","UPCB","6420","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schlecht.) Benth.","Hatschbach, G.","Hatschbach, G.","16033","1967","02","21",NA,"Brasil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,"Erva ereta, 50cm, flor amarela. Campo graminoso ácido, locais brejosos..",NA,NA,NA,NA,"17116","auto","1967",NA,NA,NA,"10",NA,NA,NA,NA
"78","2021-02-11 17:21:44-03","UFPR","UPCB","24137","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schlecht.) Benth.","Acra, L.A.","Bidá, A.","391","1984","03","14",NA,"Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,"Flor amarela..",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:21:44-03","UFPR","UPCB","7647","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schlecht.) Benth.","Souza, V.C.","Hatschbach, G.","21209","1969","03","06",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,"Sub-arbusto, 35cm, flor amarela. Encosta brejosa do morro..",NA,NA,"1500","1700","55154","auto","1995",NA,NA,NA,"11","06",NA,NA,NA
"80","2021-02-11 17:21:44-03","UFPR","UPCB","5625","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schlecht.) Benth.","Hatschbach, G.","Hatschbach, G.","13768","1966","02","08",NA,"Brasil","Paraná","São Mateus do Sul","Vila S'Ana","-50.3828010559082","-25.8742008209229",NA,"Flor amarela. Brejo..",NA,NA,NA,NA,"31353","auto","1967",NA,NA,NA,"02",NA,NA,NA,NA
"81","2016-03-08 11:10:00-03","MO","MOBOT","1748752","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Eric Feltz (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 57754","2002","2","1","South America","Paraguay","Paraguarí",NA,"Serranía de Ybycu'í. Vouchers for seeds for Ball Horticultural.","-56.8719445","-26.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"1249"
"82","2015-09-16 06:16:00-03","MO","MOBOT","2514735","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Benedict (Benjamin) Balansa","Balansa 2127",NA,NA,NA,"South America","Paraguay","Guairá",NA,"Cosme entre Caaguazú et Villa-Rica, dans les marais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","3082211","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","A.C. Brade","MATTOS","MATTOS s.n.","1948","2","26","South America","Brazil","Rio de Janeiro",NA,"Tres Barras, Estado de Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3082358","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","G. Hatschbach","J.M. Silva","Silva 1077","1992",NA,NA,"South America","Brazil","Paraná",NA,"Rio dos Papagaios (mun. Palmeira)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","3082413","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","P. Dusén","Per Dusén","Dusén 17710","1916",NA,NA,"South America","Brazil","Paraná",NA,"Porto de União",NA,NA,NA,NA,NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2014-11-10 19:06:00-02","MO","MOBOT","3082584","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","G. Hatschbach 5/","P.I. Oliveira","Oliveira 796","1984","3","23","South America","Brazil","Paraná",NA,"Mananciais da Serra (mun. Piraquara)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2015-01-22 07:37:00-02","MO","MOBOT","3082747","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","B. Rambo SJ","E. Henz","Henz 36963","1946",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"S. Leopoldo, In paludosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-05-15 13:24:00-03","MO","MOBOT","3082863","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Pedro Jörgensen","Jörgensen 4523",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","3086145","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Ricardo Rosow","Troels M. Pedersen","Pedersen 12297","1973","2","19","South America","Paraguay","Guairá",NA,"Normally very wet ground; because of excessive drought almost dry.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2009-07-10 17:57:00-03","MO","MOBOT","3086278","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","R.Rossow","Troels M. Pedersen","Pedersen 10105","1972",NA,NA,"South America","Paraguay","Guairá",NA,"Colonia Independencia, swamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2011-02-28 18:13:00-03","MO","MOBOT","3086464","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Nélida S. Troncoso|Nélida M. Bacigalupo|Silvia C. Arroyo","Troncoso 3834","1984",NA,NA,"South America","Argentina","Entre Ríos","Concordia","Calabacilla, en desvío a Nueva Escocia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2009-07-17 07:39:00-03","MO","MOBOT","3086662","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Émile Hassler","Hassler 8905","1905",NA,NA,"South America","Paraguay","Caaguazú",NA,"In viciniis Caaguazú","-56.01666","-25.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-01-06 14:35:00-02","MO","MOBOT","811873","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Eric Feltz (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 38482","1994","2","23","South America","Paraguay","Misiones",NA,"Between San Juan Bautista and road San Ignacio-Pilar. Lafuente cué, 20 km SE of San Juan Bautista. Forest.","-57.2666667","-26.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"881"
"94","2015-10-22 10:03:11-02","UNIOESTE","UNOP","7942","S","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Ferneda Rocha, L.C.","Ferneda Rocha, L.C.; Engels, M.E.; Lozano, E.; Canestraro, B.K.; Engels, M.E.; Lozano, E.; Canestraro, B.K.","121","2013","02","24",NA,"Brasil","Paraná","Campina Grande do Sul","Morro do Capivari Grande.","-49.0553016662598","-25.3055992126465",NA,"Campos de altitude, 1300 m. Arbusto, 70 cm, terrícola. Folhas concolor, cartáceas. Cálice verde, corola amarela.",NA,NA,"1300","1300","55154","auto","2013",NA,NA,NA,"04",NA,NA,NA,NA
"95","2019-12-09 17:30:36-03","UFPR","EFC","14495","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Barboza, E.; Völtz, R.R.","Völtz, R.R.; Santos, G.H.","684","2014","03","16",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivarí, morro Capivarí Grande","-48.823","-25.125",NA,"Subarbusto 0,7m alt.; flores com sépalas verde, pétalas flavas; fisionomia campestre de encosta.","EFC014495",NA,"1315","1315",NA,NA,"2015",NA,"-48.8230","-25.1250","11","13",NA,NA,NA
"96","2019-12-09 17:30:36-03","UFPR","EFC","10330","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Kozera, C.","Kozera, C.; Kersten, R.","2076","2005","03","29",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527",NA,"Herbácea com frutos vermelhos, campo.","EFC010330",NA,"830","830",NA,NA,"2006",NA,"-49.8071","-25.5527","01","01",NA,NA,NA
"97","2019-11-13 11:27:47-03","USP","SPF","48086","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Souza, VC","Cordeiro, J","427","1987","02","12",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"SPF00048086","SPF00048086",NA,NA,"12577","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-13 11:27:47-03","USP","SPF","174474","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Souza, VC","Ribas, OS","5881","2004","02","14",NA,"Brasil","Paraná","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,NA,"SPF00174474","SPF00174474",NA,NA,"12577","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-13 11:27:47-03","USP","SPF","153379","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Souza, VC","Ribas, OS","3276","2001","02","11",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"SPF00153379","SPF00153379",NA,NA,"37493","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-13 11:27:47-03","USP","SPF","13860","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Hoehne, W","Hoehne, W","s.n.","1942","03","10",NA,"Brasil","São Paulo","São Paulo","Jaraguá.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00013860","SPF00013860",NA,NA,"53584","auto","1942",NA,NA,NA,NA,NA,NA,NA,NA
