"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00499628","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"L. B. Smith","11623","1957","02","20","Brazil","Santa Catarina","Chapecó","-53.18","-26.37",NA,NA,"900","1000","NY00499628","NY00499628_01","Fazenda Campo Sao Vicente 24 km west of Campo Erê. South banhado with corduroy causeway","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54490' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00499619","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"G. G. Hatschbach","41444","1978","02","23","Brazil","Paraná","Mandirituba","-49.3258","-25.7792",NA,NA,NA,NA,"NY00499619","NY00499619_01","Rio Mauricio","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54493' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00499629","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"P. W. Lund","929",NA,NA,NA,"Brazil","São Paulo","Sorocaba","-47.45","-23.5",NA,NA,NA,NA,"NY00499629","NY00499629_01","Sorocaba","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54495' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00527633","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"L. Riedel","176","1824","06",NA,"Brazil","Minas Gerais","Barroso","-43.9756","-21.1869",NA,NA,NA,NA,"NY00527633","NY00527633_01","Barroso","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54498' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00499621","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"G. G. Hatschbach","26572","1971","03","17","Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,"930","930","NY00499621","NY00499621_01","Rod. do Xisto, rio Barigui","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54492' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00501019","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"L. Riedel","254","1826","03",NA,"Brazil","Paraná","Castro","-50.003909","-24.788757",NA,NA,NA,NA,"NY00501019","NY00501019_01","Castro","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54497' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00687483","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"F. C. Hoehne","s.n.","1921","04","29","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY00687483","NY00687483_01","Jaragua","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875806' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00499631","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"T. J. Killeen","2615","1987","07","18","Bolivia","El Beni",NA,"-66.5","-14.58",NA,NA,"200","200","NY00499631",NA,"Yacuma, Est. Porvenir, Estacion Biologica Del Beni","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54485' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00499627","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"A. Sehnem","14598","1975","03","29","Brazil","Rio Grande do Sul","Santana da Boa Vista","-53.1153","-30.8719",NA,NA,NA,NA,"NY00499627","NY00499627_01","Faz. Passo da Chácara - St. Ana Boa Vista","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54489' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00499630","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"J. E. Montes","27705","1958","03","14","Argentina","Misiones","San Pedro",NA,NA,NA,NA,"295","295","NY00499630",NA,"Monte Carlo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54487' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00499622","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"P. K. H. Dusén","8270","1909","03","16","Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"NY00499622","NY00499622_01","Curityba","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54496' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01080854","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"A. Macedo","1848","1949","04","14","Brazil","Goiás","Jataí","-51.7142","-17.8817",NA,NA,NA,NA,"NY01080854","NY01080854_01 NY01080854_02","Queixada","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1210441' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00499620","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"A. C. Cervi","6487","1998","03","24","Brazil","Paraná","Ponta Grossa","-49.97","-25.42",NA,NA,NA,NA,"NY00499620","NY00499620_01","Parque Estadual de Vila Velha","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54494' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00499625","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"L. T. D. Dombrowski","1758","1966","02",NA,"Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"NY00499625","NY00499625_01","Campos do Capao da Imbuia, Curitiba","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54499' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00499623","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Pastore",NA,"G. G. Hatschbach","23954","1970","02","28","Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"NY00499623","NY00499623_01","Vila Oficinas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54491' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:29:56-03","UNESP-IBB","BOTU","10315","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","althaeaefolia","Hyptis althaeaefolia","Pohl ex Benth.",NA,"Oliveira, P.I.","511","1982","05","10","Brasil","Paraná","Lapa",NA,NA,"9999","9999",NA,NA,"BOTU010315",NA,NA,"Arbusto 2m, flor azul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:29:56-03","UNESP-IBB","BOTU","10494","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","althaeaefolia","Hyptis althaeaefolia","Pohl ex Benth.",NA,"Kummrow, R.","2239","1983","03","08","Brasil","Paraná","Porto Amazonas",NA,NA,"9999","9999",NA,NA,"BOTU010494",NA,NA,"Arbusto 1,5m, flor lilás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:29:56-03","UNESP-IBB","BOTU","31261","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.","Harley, R.M.","Cordeiro, J.","1911","2001","03","20","Brasil","Paraná","Curitiba",NA,NA,"9999","9999",NA,NA,"BOTU031261",NA,"Parque Iguaçu",NA,NA,NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:20:01-03","UFRJ","RFA","30070","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.","G.G. Hatschbach","G.G. Hatschbach; R. Klein","8907","1962","03","21","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"950","950","RFA42374",NA,"Pinheirinho","Planta 1 m de altura. Flor lilás",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-13 09:20:01-03","UFRJ","RFA","30010","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"G.G. Hatschbach","7164","1964","04","15","Brasil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"RFA42279",NA,"Rio Campo Real.","Sub arbusto 70cms e flor lilás.",NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:20:01-03","UFRJ","RFA","19742","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"G.G. Hatschbach","41444","1978","11","23","Brasil","Paraná","Mandirituba","-49.326099395752","-25.7789001464844",NA,NA,NA,NA,"RFA42280",NA,"Rio Maurício","Arbusto, de 1,50m e flor lilás.",NA,NA,NA,NA,NA,NA,NA,"20385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:01-03","UFRJ","RFA","11707","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"G.G. Hatschbach","22012","1969","07","18","Brasil","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"RFA42281",NA,NA,"Arbusto de 1,50cm e flor alva.",NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:32:45-03","EAO","IAN","53247","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl. & Benth.) Harley & J.F.B.Pastore","Harley, RM","Medina, BR","270","1947","02","18","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"IAN053247",NA,"Gob. Misiones. Dep. San Ignacio. Localidad: San Ignacio.",NA,"Southern America",NA,NA,NA,NA,NA,"2014",NA,NA,"11","21",NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:32:45-03","EAO","IAN","87268","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.","Epling, C","Macêdo, A","3329","1951","07","19","Brasil","Goiás","Jataí","-51.7144012451172","-17.8813991546631",NA,NA,NA,NA,"IAN087268",NA,"Localidade Balsamo.",NA,"Southern America",NA,NA,NA,NA,NA,NA,"75073","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-12 15:31:44-03","UFABC","HUFABC","002139","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Past","G. Antar","Keller V.C.","274","2018","04","11","Brasil","São Paulo","Franco da Rocha","-46.697503","-23.334203","-46.697503","-23.334203",NA,NA,"HUFABC002139",NA,"Parque Estadual do Juquery, Área alagada próximo à nascente do cerrado","Arbusto",NA,NA,NA,NA,"Angiospermas",NA,"2018",NA,NA,"09","20",NA,NA,NA,NA,NA,NA
"36","2019-12-12 15:31:44-03","UFABC","HUFABC","002140","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B.Past","G. Antar","Keller V.C.","275","2018","04","11","Brasil","São Paulo","Franco da Rocha","-46.697503","-23.334203","-46.697503","-23.334203",NA,NA,"HUFABC002140",NA,"Parque Estadual do Juquery, Área alagada próximo à nascente do cerrado","Arbusto",NA,NA,NA,NA,"Angiospermas",NA,"2018",NA,NA,"09","20",NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:25:17-03","PUCPR","HUCP","7341","S","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B. Pastore.","Buchoski, M.G.","Silva, JM","1095","1992","04","13","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00012208","HUCP00012208","Jardim Petrópolis",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"2018","25180","auto","08","27",NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:25:17-03","PUCPR","HUCP","16527","S","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B. Pastore.","Buchoski, M.G.","Cordeiro, J","s.n.","2005","03","22","Brasil","Paraná","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"HUCP00012260","HUCP00012260","Fazenda Roseira",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"2018","49965","auto","08","27",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:17:52-03","UFBA","ALCB","74516","PreservedSpecimen","Plantae","Lamiaceae","Cantinoa","althaeifolia","Cantinoa althaeifolia","(Pohl ex Benth.) Harley & J.F.B. Pastore","Hatschbach, G","Ribas, OS; Silva, JM; Andrade, CCA de","7246","2006","05","10","Brasil","Paraná","Lapa","-49.7","-25.766667","-49.7","-25.766667",NA,NA,NA,NA,"Rio da Várzea","1,50 m. Flor lilás.; margem do rio","Southern America",NA,NA,NA,"Dicotyledon",NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:32:24-03","NBC","NL-BOTANY","U.1405439","PreservedSpecimen","Plantae","Labiatae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"Meyer T",NA,"1944","02","06","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1405439","NL-U1405439","Argentina, Prov. de Corrientes, Dep. Ituzuinco, Estancia 'El Plata'.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1405439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:32:24-03","NBC","NL-BOTANY","L.2779113","PreservedSpecimen","Plantae","Labiatae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"Pedersen TM",NA,"1972","03","31","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2779113","NL-L2779113","Colonia Independencia, Dep. Guairá.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2779113 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:32:24-03","NBC","NL-BOTANY","L.2779114","PreservedSpecimen","Plantae","Labiatae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"Hatschbach GG",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2779114","NL-L2779114","Est. Parana, Mun. Palmeira, Pda. Padre Inacio.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2779114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 09:32:24-03","NBC","NL-BOTANY","L.2779118","PreservedSpecimen","Plantae","Labiatae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"Sellow F",NA,"1833","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2779118","NL-L2779118",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2779118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 09:32:24-03","NBC","NL-BOTANY","L.2779120","PreservedSpecimen","Plantae","Labiatae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"Hassler E",NA,"1913","04","01","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2779120","NL-L2779120","Paraguaria Centralia: in regione lacus Ypacaray.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2779120 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 09:32:24-03","NBC","NL-BOTANY","L.3905053","PreservedSpecimen","Plantae","Labiatae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"Wasum R",NA,"1998","03","20","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3905053","NL-L3905053","RS-Alegrete-propriedade lindeira a Reserva do Ibirapuita.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3905053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 09:32:24-03","NBC","NL-BOTANY","U.1353232","PreservedSpecimen","Plantae","Labiatae","Hyptis","althaeifolia","Hyptis althaeifolia","Pohl ex Benth.",NA,"Lindeman JC; Haas JH de",NA,"1966","02","27","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1353232","NL-U1353232","Est. Paraná, Curitiba, road side.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353232 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
